Tamil,Malayalam
எண்கணித சரிபார்ப்பு,ഗണിത പരിശോധന
எண்கணித மாறிலி,ഗണിത സ്ഥിരാങ്കം
எண்கணித தரவு,ഗണിത ഡാറ്റ
எண்கணித அறிவுரை,ഗണിത നിർദ്ദേശം
எண்கணிதம் மற்றும் தருக்க அலகு (ALU),ഗണിതവും യുക്തിയും യൂണിറ്റ് (ALU)
அர்பானெட்,അർപാനെറ്റ്
வரிசை,അറേ
வரிசை கேச்,അറേ കാഷെ
வரிசை கணினி,അറേ കമ്പ്യൂട്ടർ
வரிசை உறுப்பு,അറേ ഘടകം
வரிசை பெயர்,അറേ പേര്
வரிசை செயலி,അറേ പ്രോസസർ
அம்புக்குறி விசைகள்,അമ്പടയാള കീകൾ
உச்சரிப்பு,ഉച്ചാരണം
உச்சரிப்பு புள்ளி,ആർട്ടിക്കുലേഷൻ പോയിന്റ്
செயற்கை சுருக்கம்,കൃത്രിമ കോംപാക്ഷൻ
செயற்கை கட்டுப்பாடு,കൃത്രിമ നിയന്ത്രണം
செயற்கை நுண்ணறிவு,നിർമ്മിത ബുദ്ധി
ஏறுபவர்,ആരോഹണം
ஏறும் வகை,ആരോഹണ തരം
ASCII betical order,ASCII ബെറ്റിക്കൽ ഓർഡർ
ASCII கட்டுப்பாட்டு எழுத்து,ASCII നിയന്ത്രണ പ്രതീകം
ASCII கோப்பு,ASCII ഫയൽ
ASCII எழுத்துரு,ASCII ഫോണ്ട്
ASCII பரிமாற்றம்,ASCII കൈമാറ്റം
விகிதம்,വീക്ഷണാനുപാതം
ASPI,എ.എസ്.പി.ഐ
ASR டைமர்,ASR ടൈമർ
கூடி,കൂട്ടിച്ചേർക്കുക
அசெம்பிளர்,അസംബ്ലർ
சட்டசபை,അസംബ്ലി
சட்டசபை மொழி,അസംബ്ലി ഭാഷ
வலியுறுத்தல்,അവകാശവാദം
பணி நியமனம்,നിയമനം
சங்கம்,അസോസിയേഷൻ
துணை முகவரி,അനുബന്ധ വിലാസം
துணை நினைவகம்,അനുബന്ധ മെമ്മറി
ஆஸ்டிரிக்,ആസ്റ്ററിക്
சமச்சீரற்ற,അസമമായ
ஒத்திசைவற்ற,അസമന്വിത
ஒத்திசைவற்ற டிஜிட்டல் சந்தாதாரர் வரி (ADSL),അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL)
ஒத்திசைவற்ற நேரப் பிரிவு மல்டிபிளெக்சிங் (ATDM),അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM)
ஒத்திசைவற்ற பரிமாற்றம்,അസമന്വിത കൈമാറ്റം
ஒத்திசைவற்ற பரிமாற்ற முறை (ATM),അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം)
அணு,ആറ്റം
இணைக்கப்பட்ட ஆவணம்,അറ്റാച്ചുചെയ്ത പ്രമാണം
இணைக்கப்பட்டுள்ள கோப்பு,അറ്റാച്ചുചെയ്ത ഫയൽ
இணைப்பு,ബന്ധം
பண்பு,ആട്രിബ്യൂട്ട്
ஆடியோ,ഓഡിയോ
தணிக்கை நிரலாக்கம்,ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്
தணிக்கை சோதனை,ഓഡിറ്റ് ട്രയൽ
பெருக்குதல்,വർദ്ധിപ്പിക്കൽ
அங்கீகார நெறிமுறை,പ്രാമാണീകരണ പ്രോട്ടോക്കോൾ
ஆசிரியர் அமைப்பு,എഴുത്ത് സംവിധാനം
அங்கீகாரம்,അംഗീകാരം
தானியங்கு சுருக்கம்,യാന്ത്രിക സംഗ്രഹം
தானாக துவக்குதல்,ഓട്ടോബൂട്ടിംഗ്
ஆட்டோகேட்,ഓട്ടോകാഡ്
ஆட்டோலாக் ஆன்,ഓട്ടോലോഗ് ഓൺ
தானியங்கி,ഓട്ടോമാറ്റ
தானியங்கு கோட்பாடு,ഓട്ടോമാറ്റ സിദ്ധാന്തം
தானியங்கி கணினி,ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടിംഗ്
தானியங்கி தரவு செயலாக்கம்,ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്
தானியங்கி பிழை திருத்தம்,യാന്ത്രിക പിശക് തിരുത്തൽ
தானியங்கி செயல்பாடு,യാന്ത്രിക പ്രവർത്തനം
தானியங்கி அட்டவணைப்படுத்தல்,ഓട്ടോമാറ്റിക് ഇൻഡെക്സിംഗ്
தானியங்கி நூலக அழைப்பு,ഓട്ടോമാറ്റിക് ലൈബ്രറി കോൾ
தானியங்கி நிரலாக்க,ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്
தானியங்கி மீட்பு திட்டம்,യാന്ത്രിക വീണ്ടെടുക്കൽ പ്രോഗ്രാം
தானியங்கி வழக்கம்,യാന്ത്രിക ദിനചര്യ
தானியங்கி கணினி மீட்பு,ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ
தானியங்கி பணம் செலுத்தும் இயந்திரம் (ATM),ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീൻ (എടിഎം)
தானியங்கி,ഓട്ടോമേഷൻ
தானியங்கி,ഓട്ടോപ്ലേ
தானாக சேமிக்கவும்,സ്വയം സംരക്ഷിക്കുക
துணை,സഹായകമായ
துணை நினைவகம்,സഹായ മെമ്മറി
துணை சேமிப்பு,സഹായ സംഭരണം
கிடைக்கும் பட்டியல்,ലഭ്യമായ പട്ടിക
கிடைக்கும் நேரம்,ലഭ്യമായ സമയം
சராசரி,ശരാശരി
awk (மொழி),awk (ഭാഷ)
பின்தளம்,പിൻഭാഗം
பின்தள செயலி,ബാക്കെൻഡ് പ്രോസസർ
பின்முகத்தை அகற்றுதல்,ബാക്ക്ഫേസ് നീക്കം
பின்னணி செயலாக்கம்,പശ്ചാത്തല പ്രോസസ്സിംഗ്
பேக்கிங் கடை,ബാക്കിംഗ് സ്റ്റോർ
பின் இணைப்பு,ബാക്ക്പാച്ചിംഗ്
பின்வெளி,ബാക്ക്സ്പേസ്
பின்வாங்குதல்,ബാക്ക്ട്രാക്കിംഗ്
காப்புப்பிரதி,ബാക്ക്-അപ്പ്
காப்பு நினைவகம்,ബാക്കപ്പ് മെമ്മറി
பின்னோக்கி பிழை மீட்பு,പിന്നോട്ട് പിശക് വീണ്ടെടുക്കൽ
இருப்புநிலை,ബാലൻസ് ഷീറ്റ്
இசைக்குழு,ബാൻഡ്
பட்டை அகலம்,ബാൻഡ് വീതി
வங்கியாளர் வழிமுறை,ബാങ്കറുടെ അൽഗോരിതം
பார் குறியீடு,ബാർ കോഡ്
பட்டை குறி படிப்பான் வருடி,ബാർ കോഡ് സ്കാനർ
சட்ட வரைபடம்,ബാർ ഗ്രാഫ്
அடிப்படை முகவரி,അടിസ്ഥാന വിലാസം
அடிப்படை இசைக்குழு,അടിസ്ഥാന ബാൻഡ്
அடிப்படை எண்,അടിസ്ഥാന നമ്പർ
அடிப்படை அட்டவணை,അടിസ്ഥാന പട്ടിക
அடிப்படை,അടിസ്ഥാനം
அடிப்படை கட்டுப்பாடு,അടിസ്ഥാന നിയന്ത്രണം
அடிப்படை உள்ளீடு,അടിസ്ഥാന ഇൻപുട്ട്
அடிப்படை அறிவுறுத்தல்,അടിസ്ഥാന നിർദ്ദേശം
அடிப்படை வெளியீடு,അടിസ്ഥാന ഔട്ട്പുട്ട്
அடிப்படை படி,അടിസ്ഥാന ഘട്ടം
தொகுதி,ബാച്ച്
தொகுதி கோப்பு,ബാച്ച് ഫയൽ
தொகுதி நிலை,ബാച്ച് സ്ഥാനം
தொகுதி செயலாக்கம்,ബാച്ച് പ്രോസസ്സിംഗ്
தொகுதி அமைப்பு,ബാച്ച് സിസ്റ്റം
பாட்,ബൗഡ്
பாட் விகிதம்,ബാഡ് നിരക്ക്
உத்திரம்,ബീം
அளவுகோல்,ബെഞ്ച്മാർക്ക്
இருதரப்பு தொடர்பு,ദ്വിദിശ ആശയവിനിമയം
இருதரப்பு இணைப்பு,ദ്വിദിശ ലിങ്ക്
பைனரி குறியீடு,ബൈനറി കോഡ്
பைனரி இலக்கம்,ബൈനറി അക്കം
பைனரி உள்ளீட்டு வெளியீட்டு அமைப்பு (பயாஸ்),ബൈനറി ഇൻപുട്ട് ഔട്ട്പുട്ട് സിസ്റ്റം (BIOS)
பைனரி எண்,ബൈനറി നമ്പർ
பைனரி ஆபரேட்டர்,ബൈനറി ഓപ്പറേറ്റർ
பைனரி உறவு,ബൈനറി ബന്ധം
பைனரி தேடல்,ബൈനറി തിരയൽ
பைனரி தேடல் மரம் (BST),ബൈനറി സെർച്ച് ട്രീ (BST)
பைனரி பரிமாற்றம்,ബൈനറി കൈമാറ്റം
பைனரி மரம்,ബൈനറി മരം
இருமுனை நினைவகம்,ബൈപോളാർ മെമ്മറി
பிறப்பு இறப்பு மாதிரி,ജനന മരണ മാതൃക
பிறப்பு இறப்பு செயல்முறை,ജനന മരണ പ്രക്രിയ
பிட்,ബിറ്റ്
சிறிய தவறு,ചെറിയ തെറ്റ്
பிட் வரைபடம்,ബിറ്റ് മാപ്പ്
பிட் மேப் பிக்சல் (BMP),ബിറ്റ് മാപ്പ് പിക്സൽ (BMP)
பிட் மேட்ரிக்ஸ்,ബിറ്റ് മാട്രിക്സ്
பிட் முறை,ബിറ്റ് പാറ്റേൺ
பிட் நிலை,ബിറ്റ് സ്ഥാനം
பிட் விகிதம்,ബിറ്റ് നിരക്ക്
கருப்பு பெட்டி சோதனை,ബ്ലാക്ക് ബോക്സ് പരിശോധന
கண் சிமிட்டுதல்,മിന്നിമറയുന്നു
தொகுதி,തടയുക
தொகுதி தற்காலிக சேமிப்பு,കാഷെ തടയുക
தடுப்பு சோதனை,ബ്ലോക്ക് ചെക്ക്
தொகுதி நகல்,ബ്ലോക്ക് കോപ്പി
தொகுதி வரைபடம்,ബ്ലോക്ക് ഡയഗ്രം
பிணையத்தைத் தடுக்கிறது,തടയൽ ശൃംഖല
பலகை,ബോർഡ്
புத்தககுறி,ബുക്ക് മാർക്ക്
பூலியன் இயற்கணிதம்,ബൂലിയൻ ബീജഗണിതം
பூலியன் உறவு,ബൂളിയൻ ബന്ധം
துவக்க பகிர்வு,ബൂട്ട് പാർട്ടീഷൻ
பூட் ஸ்ட்ராப்பிங்,ബൂട്ട് സ്ട്രാപ്പിംഗ്
பூட்-ஸ்ட்ராப் ஏற்றி,ബൂട്ട് സ്ട്രാപ്പ് ലോഡർ
பாலம்,പാലം
பிராட்பேண்ட் நெட்வொர்க்கிங்,ബ്രോഡ്‌ബാൻഡ് നെറ്റ്‌വർക്കിംഗ്
ஒளிபரப்பு,പ്രക്ഷേപണം
ஒலிபரப்பு வானொலி,പ്രക്ഷേപണം റേഡിയോ
உலவ,ബ്രൗസ് ചെയ്യുക
உலாவி,ബ്രൗസർ
பி-மரம்,ബി-ട്രീ
குமிழி நினைவகம்,ബബിൾ മെമ്മറി
குமிழி வகை,ബബിൾ അടുക്കുക
வாளி,ബക്കറ്റ്
நண்பர் அமைப்பு,ബഡ്ഡി സിസ്റ്റം
பட்ஜெட் பயனுள்ள கட்டுப்பாடு,ബജറ്റ് ഫലപ്രദമായ നിയന്ത്രണം
தாங்கல்,ബഫർ
பிழை,ബഗ്
பேருந்து,ബസ്
பைட்,ബൈറ്റ്
பைட் குறியீடு,ബൈറ്റ് കോഡ്
c,സി
C++,C++
தற்காலிக சேமிப்பு,കാഷെ
கேச் தாங்கல்,കാഷെ ബഫർ
கேச் நினைவகம்,കാഷെ മെമ്മറി
கணக்கீடு,കണക്കുകൂട്ടല്
கால்குலேட்டர்,കാൽക്കുലേറ്റർ
கால்குலேட்டர் சிப்,കാൽക്കുലേറ്റർ ചിപ്പ്
அழைப்பு,വിളി
பெயரால் அழைக்கவும்,പേര് വിളിക്കുക
குறிப்பு மூலம் அழைப்பு,റഫറൻസ് വഴി വിളിക്കുക
மதிப்பு மூலம் அழைப்பு,മൂല്യമനുസരിച്ച് വിളിക്കുക
மாறிகள் மூலம் அழைப்பு,വേരിയബിളുകൾ വഴി വിളിക്കുക
அழைப்பு வாயில்,കോൾ ഗേറ്റ്
ரத்து செய்,റദ്ദാക്കുക
ரத்து பொத்தான்,റദ്ദാക്കുക ബട്ടൺ
நியமனம்,കാനോനിക്കൽ
நியமன வடிவம்,കാനോനിക്കൽ രൂപം
திறன்,കഴിവ്
திறன் பட்டியல்,കഴിവ് പട്ടിക
திறன்,ശേഷി
தொப்பி பூட்டு விசை,ക്യാപ്സ് ലോക്ക് കീ
அட்டை,കാർഡ്
கார்டு ரீடர்,കാർഡ് റീഡർ
கார்டினாலிட்டி,കാർഡിനാലിറ്റി
கேரியர்,വാഹകൻ
கேரியர் பேண்ட்,കാരിയർ ബാൻഡ്
கேரியர் சுமை,കാരിയർ ലോഡ്
கேரியர் சிக்னல்,കാരിയർ സിഗ്നൽ
கேரியர் அலை,കാരിയർ തരംഗം
சுமந்து செல்,കൊണ്ടുപോകുക
இலக்கத்தை எடுத்துச் செல்லுங்கள்,അക്കം കൊണ്ടുപോകുക
கொடியை ஏந்தி,പതാക വഹിക്കുക
கெட்டி வட்டு,കാട്രിഡ്ജ് ഡിസ്ക്
அருவி,കാസ്കേഡ്
வழக்கு,കേസ്
கத்தோட் கதிர் குழாய் (CRT),കാഥോഡ് റേ ട്യൂബ് (CRT)
கேத்தோடு கதிர் குழாய் (CRT),കാഥോഡ് റേ ട്യൂബ് (CRT)
CD ROM வட்டு இயக்கி,സിഡി റോം ഡിസ്ക് ഡ്രൈവ്
செல்,സെൽ
செல் அனிமேஷன்,സെൽ ആനിമേഷൻ
கை பேசி,സെല്ലുലാർ ഫോൺ
மைய நினைவகம்,കേന്ദ്ര മെമ്മറി
மத்திய செயலாக்க அலகு (CPU),സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു)
மையப்படுத்தப்பட்ட அமைப்பு,കേന്ദ്രീകൃത സംവിധാനം
சான்றளிக்கப்பட்ட நாடா,സാക്ഷ്യപ്പെടുത്തിയ ടേപ്പ്
சங்கிலி,ചങ്ങല
சங்கிலி தரவு,ചെയിൻ ഡാറ്റ
சங்கிலி இணைப்பு,ചെയിൻ ലിങ്ക്
சங்கிலியிடுதல்,ചങ്ങല
சேனல்,ചാനൽ
சேனல் பிஸியான தொனி,ചാനൽ തിരക്കുള്ള ടോൺ
சேனல் திறன்,ചാനൽ ശേഷി
சேனல் கட்டுப்படுத்தி,ചാനൽ കൺട്രോളർ
சேனல் பிழை,ചാനൽ പിശക്
சேனல் நிரல்,ചാനൽ പ്രോഗ്രാം
சேனல் நம்பகத்தன்மை,ചാനൽ വിശ്വാസ്യത
சேனல் தொகுப்பு,ചാനൽ സെറ്റ്
பாத்திரம்,സ്വഭാവം
எழுத்து குறியீடு,പ്രതീക കോഡ്
எழுத்து திறவுகோல்,പ്രതീക കീ
பாத்திர வாசகர்,സ്വഭാവ വായനക്കാരൻ
எழுத்து அளவு,പ്രതീക വലുപ്പം
விளக்கப்படம்,ചാർട്ട്
சேஸ்பீடம்,ചേസിസ്
சோதனை பிட்,ചെക്ക് ബിറ്റ്
எண்ணை சரிபார்க்க,അക്കം പരിശോധിക്കുക
காசோலை தொகை,തുക ചെക്ക്
சரிபார்ப்பு வார்த்தை,ചെക്ക് വാക്ക്
சிப்,ചിപ്പ്
சிப் தொகுப்பு,ചിപ്പ് സെറ്റ്
தேர்வு,തിരഞ്ഞെടുക്കുക
வர்ண ரீதியாக,വർണ്ണപരമായി
மறைக்குறியீடு,സൈഫർ
சுற்று,സർക്യൂട്ട്
வட்ட பட்டியல்,വൃത്താകൃതിയിലുള്ള പട്ടിക
சிரஸ்,സിറസ്
மேற்கோள்,അവലംബം
வர்க்கம்,ക്ലാസ്
வர்க்க மாறி,ക്ലാസ് വേരിയബിൾ
வகைப்பாடு,വർഗ്ഗീകരണം
தெளிவானது,വ്യക്തമായ
தெளிவான பகுதி,തെളിഞ്ഞ പ്രദേശം
தெளிவான சேனல்,വ്യക്തമായ ചാനൽ
கிளிக் செய்யவும்,ക്ലിക്ക് ചെയ്യുക
வாடிக்கையாளர்,കക്ഷി
கிளையன்ட் சர்வர்,ക്ലയന്റ് സെർവർ
கிளையன்ட் ஸ்டப்,ക്ലയന്റ് അപൂർണ്ണം
சிறு படம்,ക്ലിപ്പ് ആർട്ട്
கிளிப் ஆர்ட் நூலகம்,ക്ലിപ്പ് ആർട്ട് ലൈബ്രറി
கிளிப் போர்டு,ക്ലിപ്പ് ബോർഡ്
கிளிப்பர்,ക്ലിപ്പർ
கிளிப்பர் சிப்,ക്ലിപ്പർ ചിപ്പ്
குழு,കൂട്ടം
கடிகாரம்,ക്ലോക്ക്
கடிகார சுழற்சி,ക്ലോക്ക് സൈക്കിൾ
கடிகார அதிர்வெண்,ക്ലോക്ക് ആവൃത്തി
கடிகார வன்பொருள்,ക്ലോക്ക് ഹാർഡ്‌വെയർ
கடிகார துடிப்பு,ക്ലോക്ക് പൾസ്
கடிகார வேகம்,ക്ലോക്ക് വേഗത
கடிகார ஒத்திசைவு,ക്ലോക്ക് സിൻക്രൊണൈസേഷൻ
கடிகார டிக்,ക്ലോക്ക് ടിക്ക്
குளோன்,ക്ലോൺ
நெருக்கமான,അടുത്ത്
க்ளோஸ் சர்க்யூட் டிவி (சிசிடிவி),ക്ലോസ് സർക്യൂട്ട് ടിവി (സിസിടിവി)
மூடல்,അടച്ചുപൂട്ടൽ
கிளவுட் கம்ப்யூட்டிங்,ക്ലൗഡ് കമ്പ്യൂട്ടിംഗ്
கொத்து,ക്ലസ്റ്റർ
பூசிய அட்டை,പൂശിയ കാർഡ്
பூசிய காகித,പൊതിഞ്ഞ പേപ്പർ
கோஆக்சியல்,ഏകപക്ഷീയമായ
கோஆக்சியல் கேபிள்,ഏകോപന കേബിൾ
கோடாசில்,കോഡാസിൽ
குறியீடு,കോഡ്
குறியீடு உற்பத்தியாளர்,കോഡ് ജനറേറ്റര്
குறியீடு பக்கம்,കോഡ് പേജ്
குறியீட்டு வார்த்தை,കോഡ് വാക്ക്
குறியீட்டாளர்,കോഡർ
குறியீட்டு சோதனை,കോഡിംഗ് പരിശോധന
குறியீட்டு வடிவம்,കോഡിംഗ് ഫോം
குறியீட்டு தாள்,കോഡിംഗ് ഷീറ്റ്
குணகம்,ഗുണകം
இணக்கத்தைப்,പരസ്പരബന്ധം
குளிர் துவக்க,തണുത്ത ബൂട്ട്
குளிர் ஆரம்பம்,തണുത്ത തുടക്കം
இணைந்து,സഹകരണം
சரிவு,തകർച്ച
இணை,കൊളാറ്റ്
கோலேட் டேப்,കൊളേറ്റ് ടേപ്പ്
மோதல்,കൂട്ടിയിടി
பெருங்குடல்,കോളൻ
நிறம் (நிறம்),നിറം (നിറം)
வண்ண செறிவு,നിറം സാച്ചുറേഷൻ
வண்ண அட்டவணை,വർണ്ണ പട്ടിക
நெடுவரிசை,കോളം
சேர்க்கை,സംയോജനം
சேர்க்கை பெட்டி,കോംബോ ബോക്സ്
கட்டளை,കമാൻഡ്
கட்டளை பொத்தான்,കമാൻഡ് ബട്ടൺ
கட்டளை பட்டியல்,കമാൻഡ് ലിസ്റ്റ്
