Tamil,Marathi
தகவமைப்பு பண்பு,अनुकूली गुण
அடாக்ஸியல் மேற்பரப்பு,अ‍ॅडॅक्सियल पृष्ठभाग
போதை கோளாறு,व्यसनाधीन डिसऑर्डर
அடினின்,En डेनिन
அடினோகார்டிகோட்ரோபின்,En डेनोकोर्टिकोट्रोपिन
அடினோஹைபோஃபிசிஸ்,En डेनोहायपोफिसिस
அடினோசின் டைபாஸ்பேட்,En डेनोसिन डायफॉस्फेट
அடினோசின் டீமினேஸ்,En डेनोसिन डिमिनेस
அடினோசின் மோனோபாஸ்பேட்,En डेनोसाइन मोनोफॉस्फेट
அடினோசின் ட்ரைபாஸ்பேட் (ஏடிபி),En डेनोसाइन ट्रायफॉस्फेट (एटीपी)
அடினிலேட் சைக்லேஸ்,En डेनिलेट सायक्लेज
பிசின் சக்தி,चिकट शक्ती
கொழுப்பு,अ‍ॅडिपेट
அடிபோசைட் (கொழுப்பு செல்),अ‍ॅडिपोसाइट (चरबी सेल)
கொழுப்பு திசு,अ‍ॅडिपोज टिशू
Adnate,Nednate
அருகிலுள்ள சமூகம்,लगतचा समुदाय
அட்ரீனல்,Ren ड्रेनल
அட்ரினல் சுரப்பி,Ren ड्रेनल ग्रंथी
அட்ரினோகார்டிகோட்ரோபிக் ஹார்மோன் (ACTH),एड्रेनोकोर्टिकोट्रॉपिक हार्मोन (एसीटीएच)
அட்ரினோகார்டிகோட்ரோபிக் வெளியீட்டு ஹார்மோன் (ACTRH),Ren ड्रेनोकोर्टिकोट्रॉपिक रिलीझिंग हार्मोन (एसीटीआरएच)
Adsorbent,Or सॉर्बेंट
உறிஞ்சுதல்,शोषण
மேம்பட்ட சோர்டேட்,प्रगत Chordate
சாதகமான பிறழ்வு,फायदेशीर उत्परिवर्तन
சாகச,अ‍ॅडव्हेंटिशियल
சாகச வேர்,साहसी मूळ
பாதகமான விளைவு,प्रतिकूल परिणाम
Aedes,एडीज
கலாச்சாரத்தின் காற்றோட்டம்,संस्कृतीचे वायुवीजन
ஏரென்கிமா,एरेन्चायमा
வான்வழி,हवाई
வான்வழி வேர்,एरियल रूट
வான்வழி படப்பிடிப்பு,एरियल शूट
ஏரோபிக் சுவாசம்,एरोबिक श्वसन
ஏரோபிக் சுவாசம்,एरोबिक श्वसन
அழகியல்,सौंदर्यशास्त्र
அவதூறு,एस्टिवेशन
அவதூறு,एस्टिवेशन
Afferent,Efferent
இணைப்பு நிறமூர்த்தம்,आत्मीयता क्रोमॅटोग्राफी
பாதிக்கப்பட்ட உறுப்பு,पीडित अवयव
காடு வளர்ப்பு,वनीकरण
அகமோஸ்பெர்மி,अ‍ॅगामोस्पर्मी
அகர்,अगर
அகரோஸ்,आगरोस
அகரோஸ் ஜெல் எலெட்ரோபோரேசிஸ்,अगरोस जेल इलेट्रोफोरेसीस
அகரோஸ் பாலிமர் ஜெல்,अ‍ॅगारोज पॉलिमर जेल
அகாஸ்ட்,Agast
நீலக்கத்தாழை,अ‍ॅगेव्ह
வயது விநியோகம்,वय वितरण
வயது பிரமிட்,वय पिरॅमिड
திரட்டுதல்,एकत्रित
மதிப்பீட்டு,एकूण
நுண்ணறைகளின் மொத்தம்,कूपांचे एकूण
நுண்ணறைகளின் மொத்தம்,कूपांचे एकूण
திரட்டுதல்,एकत्रिकरण
ஆக்கிரமிப்பு,आक्रमकता
கிளர்ச்சி அமைப்பு,आंदोलन प्रणाली
அக்னாதா,अग्नथ
அகூட்டி,अगोती
அக்ரானல் குளோரோபிளாஸ்ட்,अ‍ॅग्रॅनल क्लोरोप्लास्ट
வேளாண்,अ‍ॅग्रॅन्युलर
அக்ரானுலோசைட்,अ‍ॅग्रानुलोसाइट
வேளாண்மை,शेती
வளர்ப்பு,अ‍ॅग्रोफोरेस्ट्री
அக்ரோபாக்டீரியம் மத்தியஸ்தம்,अ‍ॅग्रोबॅक्टीरियम मध्यस्थी
அக்ரோபாக்டீரியம் டூம்ஃபேசியன்ஸ்,अ‍ॅग्रोबॅक्टीरियम ट्यूमेफेसियन्स
வேளாண் வேதியியல்,अ‍ॅग्रोकेमिकल
வேளாண் வேதியியல்,अ‍ॅग्रोकेमिकल
வேளாண் மண்டலம்,अ‍ॅग्रोक्लिमॅटिक झोन
வேளாண் பண்பு,कृषी गुणधर्म
வேளாண்,अ‍ॅग्रोनॉमी
எய்ட்ஸ்,एड्स
காற்று சிறுநீர்ப்பை,एअर मूत्राशय
ஏர் கண்டிஷனர்,वातानुकूलन
விமானப் பாதை,हवाई रस्ता
காற்று மாசுபாடு,वायू प्रदूषण
ஏர் சாக்,एअर थैली
காற்று வெற்றிடம்,एअर व्हॅक्यूओल
காற்று சுவாசம்,हवाई श्वास
அலைன்,अलेन
அலரி தசை,अ‍ॅलरी स्नायू
அலாஸ்கன் பிரவுன் கரடி,अलास्कन तपकिरी अस्वल
இயற்கை நிறத்தை இழந்தவர்,अल्बिनो
அல்புகோ,अल्बुगो
ஆல்புமின்,अल्बमिन
ஆல்புமினஸ் விதை,अल्ब्युमिनस बियाणे
அல்புமினூரியா,अल्बमिनुरिया
ஆல்பர்னம்,अल्बर्नम
அல்செடே,Lescedae
ஆல்டிஹீட்,Ld ल्डिहेडे
ஆல்டோஸ்டிரோன் அமைப்பு,Ld ल्डोस्टेरॉन सिस्टम
ஆல்டோஸ்டிரோன்,अ‍ॅल्डोस्टेरॉन
அலியுரோன் அடுக்கு,अलेरोन लेयर
அலூரோபிளாஸ்ட்,अलेरोप्लास्ट
அல்பால்ஃபா,अल्फल्फा
பாசி பூக்கும்,अल्गल ब्लूम
ஆல்ஜின்,अल्गिन
ஏலியன் டி.என்.ஏ.,एलियन डीएनए
அன்னிய இனங்கள்,एलियन प्रजाती
சீரமைப்பு,संरेखन
சீரமைப்பு,संरेखन
உணவுக்குழாய்,एलिमेंटरी कालवा
ஆன்டிமென்டரி சிஸ்டம்,एलिमेंटरी सिस्टम
அலிஸ்மேசீஸ்,अलिसमासेस
காராய்டு,अल्कलॉइड
கார,अल्कधर्मी
அல்காப்டோனூரியா,अल्काप्टोनुरिया
அலன்டோயிஸ்,अलांटोइस
அலீல் அதிர்வெண்,अ‍ॅलेल वारंवारता
அல்லீல்,अ‍ॅलेल
அல்லீலோமார்பிக் ஜோடி,Lel लोमॉर्फिक जोडी
ஒவ்வாமை,L लर्जीन
முதலை,अ‍ॅलिगेटर
அல்லியம் செபா,अ‍ॅलियम सेपा
Allocamy,अ‍ॅलोगॅमी
அலோகிராஃப்ட்,अ‍ॅलोग्राफ्ट
அலோபாட்ரிக் விவரக்குறிப்பு,अ‍ॅलोपॅट्रिक स्पेशिएशन
அலோபோலிப்ளோயிட்,Ol लोपोलिपॉइड
அலோஸ்டெரிக் விளைவு,अ‍ॅलोस्टेरिक प्रभाव
அலோஸ்டெரிக் என்சைம்,अ‍ॅलोस्टेरिक एंझाइम
அலோஸ்டெரிக் இன்ஹிபிட்டர்,अ‍ॅलोस्टेरिक इनहिबिटर
அலோஸ்டெரிக் பண்பேற்றம்,अ‍ॅलोस्टेरिक मॉड्यूलेशन
அலோஸ்டெரிக் தளம்,अ‍ॅलोस्टेरिक साइट
அலோஸ்டெரிக் தடுப்பு,अ‍ॅलोस्टेरिक इनहिबिशन
அலோடெட்ராப்ளோயிட்,अ‍ॅलोटेट्रॅप्लॉइड
அல்னஸ்,अल्नस
கற்றாழை,कोरफड
அச்சுடன்,On क्सॉनच्या बाजूने
ஆல்பா-ஆன்டிட்ரிப்சின்,अल्फा-अँटीट्रिप्सिन
ஆல்பா-லாக்டல்புமின்,अल्फा-लेक्टलब्यूमिन
ஆல்பைன் காலநிலை நிலை,अल्पाइन हवामान स्थिती
ஆல்பைன் புல்வெளி,अल्पाइन कुरण
ஆல்பைன் மண்டலம்,अल्पाइन झोन
ஆல்ஸ்டோனியா,अल्स्टोनिया
ஆல்டர்னேரியா,अल्टरनेरिया
மாற்று,वैकल्पिक
தலைமுறையின் மாற்று,पिढीचे पर्यायी
உயர நோய்,उंची आजारपण
உயரம்,समुद्रसपाटीपासूनची उंची
அல்வியோலர் குழாய்,अल्व्होलर नलिका
Alytes,एलिटेस
அல்சீமர் நோய்,अल्झायमर रोग
AMACRINE CELL,अमॅक्रिन सेल
அமராந்தேசி,अमरॅन्थेसी
அமராந்தஸ்,अमरॅन्थस
சுற்றுப்புற ஆஸ்மோடிக் செறிவு,वातावरणीय ऑस्मोटिक एकाग्रता
அம்ப்ஸ்டோமா,अ‍ॅम्बिस्टोमा
அமைடு,अमाइड
அமினோ அமிலம்,अमिनो आम्ल
அமினோ அமில ஏற்பி,अमीनो acid सिड स्वीकारणारा
அமினோஅசில் டி ஆர்.என்.ஏ சின்தேடேஸ்,एमिनोआसिल टी आरएनए सिंथेथेस
அமினோஅசிலேஷன்,एमिनोआसिलेशन
அமிடோசிஸ்,अमिटोसिस
அம்மோனியா,अमोनिया
அம்மோனிகேஃபிகேஷன்,अमोनिफिकेशन
அம்மோனோடெலிசம்,अमोनोटेलिझम
அம்னோசென்டெசிஸ்,अ‍ॅम्निओसेन्टेसिस
அம்னோசென்டெசிஸ் நுட்பம்,अ‍ॅम्निओसेन्टेसिस तंत्र
அம்னியோசைட்,अ‍ॅम्निओसाइट
அம்னியன்,अम्नियन
அம்னோடிக் திரவம்,गर्भाशयातील द्रव
அம்னோடிக் சவ்வு,अम्नीओटिक झिल्ली
அம்னோடிக் சாக்,अम्नीओटिक थैली
அமீபா,अमोबा
அமீபோசைட்,अमीबोसाइट
அமீபாய்டு,अमोबॉइड
அமீபாய்டு லிம்போசைட்,अ‍ॅमोबॉइड लिम्फोसाइट
அமீபாய்டு இயக்கம்,अ‍ॅमोबॉइड चळवळ
உருவமற்ற,अनाकार
தொகை,रक्कम
ஆம்பெடமைன்,अ‍ॅम्फेटामाइन
ஆம்பிபியா,उभयचर
ஆம்பிபியன்,उभयचर
ஆம்பிபியன்,उभयचर
ஆம்பியோக்ஸஸ்,अ‍ॅम्फिओक्सस
ஆம்பியோக்ஸஸ் லான்சியோலட்டஸ்,अ‍ॅम्फिओक्सस लॅन्सोलाटस
ஆம்பிபாதிக்,अ‍ॅम्फिपाथिक
ஆம்பிபாதிக் லிப்பிட்,अ‍ॅम्फिपाथिक लिपिड
ஆம்பிசர்கா,अ‍ॅम्फिसार्का
ஆம்பிசிலின்,अ‍ॅम्पिसिलिन
ஆம்புல்லா,अ‍ॅम्पुल्ला
ஆம்பல்லரி சுரப்பி,अ‍ॅम्प्युलरी ग्रंथी
அமிக்டால்,अ‍ॅमीगडल
அமிக்டேல்,अ‍ॅमीगडेल
அமிக்டலின்,अ‍ॅमीग्डालिन
அமிலேஸ்,अ‍ॅमिलेज
அமிலோபிளாஸ்ட்,अ‍ॅमिलोप्लास्ट
அனபீனா,अनाबेना
அனபாஸ்,अनबास
அனபோலிக் பாதைகள்,अ‍ॅनाबॉलिक मार्ग
அனபோலிசம்,अ‍ॅनाबोलिझम
அனகார்டியாசி,अ‍ॅनाकार्डियासी
இரத்த சோகை,अशक्तपणा
காற்றில்லா,अनरोब
காற்றில்லா எரிபொருள்,अनॅरोबिक इंधन
காற்றில்லா சுவாசம்,अनरोबिक श्वसन
காற்றில்லா கசடு டைஜெஸ்டர்,अनॅरोबिक गाळ डायजेस्टर
காற்றில்லா,अनॅरोबिक
அனைமா,अनाईमा
குத,गुदद्वारासंबंधीचा
குத,गुदद्वारासंबंधीचा
குத துளை,गुदद्वारासंबंधीचा छिद्र
குத செர்சி,गुदद्वारासंबंधीचा सेर्सी
குத லூப்,गुद्द्वार लूप
குத பாணி,गुद्द्वार शैली
ஒப்பீட்டு,समान
ஒப்பீட்டு,समान
ஒப்புமை,समानता
ஒப்புமை,समानता
பகுப்பாய்வு,विश्लेषण
அனாபேஸ்,अनाफेस
உடற்கூறியல் தடை,शरीरशास्त्र अडथळा
உடற்கூறியல் அம்சம்,शारीरिक पैलू
உடற்கூறியல் நிபுணர்,शरीरशास्त्रज्ञ
உடற்கூறியல்,शरीरशास्त्र
மூதாதையர் வழித்தோன்றல் வரிசை,पूर्वज वंशज अनुक्रम
மூதாதையர் பரம்பரை,वडिलोपार्जित वंश
மூதாதையர் வரிசை,वडिलोपार्जित क्रम
அன்சிலோஸ்டோமா,एन्सिलोस्टोमा
ஆண்ட்ரோசியம்,एंड्रोइसीयम
ஆண்ட்ரோஜன்,एंड्रोजेन
இரத்த சோகை,अशक्तपणा
அனிமோன்,Enemone
அனூப்ளோயிட்,Eneuploid
அனூப்ளோயிடி,Eneuploidy
ஆஞ்சினா,एनजाइना
ஆஞ்சியோகிராம்,एंजिओग्राम
ஆஞ்சியோகிராஃப்,एंजियोग्राफ
ஆஞ்சியோகிராஃபி,एंजियोग्राफी
ஆஞ்சியோபிளாஸ்டி,एंजियोप्लास्टी
ஆஞ்சியோஸ்பெர்ம்,एंजिओस्पर्म
ஆஞ்சியோடென்சின்,अँजिओटेन्सिन
ஆஞ்சியோடென்சினோஜென்,एंजियोटेंसीनोजेन
ஆங்லர் மீன்,अँगलर फिश
அங்குயினா,एंगुइना
ஆங்குயிஸ்,एंगुइस
விலங்கு,प्राणी
விலங்கு,प्राणी
விலங்கு சாணம்,प्राणी शेण
கால்நடை வளர்ப்பு,पशुसंवर्धन
விலங்கு காரியோடைப்பிங்,अ‍ॅनिमल कॅरिओटाइपिंग
விலங்கு இராச்சியம்,प्राण्यांचे राज्य
விலங்கு திசு,प्राणी ऊतक
விலங்கு,अ‍ॅनिमालिया
அனியன்,आयन
அனிசோட்ரோபிக் பேண்ட்,एनिसोट्रॉपिक बँड
அனீலிங்,En नीलिंग
Annelid,अ‍ॅनेलिड
அன்னெலிடா,अ‍ॅनेलिडा
ஆண்டு வளையம்,वार्षिक रिंग
வருடாந்திர,एनुलेटेड
Annule,एन्युले
ஒழுங்கற்ற வகை,विसंगती प्रकार
அனோபீல்ஸ்,अ‍ॅनोफेल्स
எறும்பு உண்பவர்,मुंगी खाणारा
விரோதமான,विरोधी
அண்டார்டிக்,अंटार्क्टिक
ஆண்டெனா,अँटेना
ஆண்டெனா காம்ப்ளக்ஸ்,अँटेना कॉम्प्लेक्स
ஆண்டெனல் சுரப்பி,अँटेनल ग्रंथी
முன்புற (வென்ட்ரல்) சாம்பல் கொம்பு,पूर्ववर्ती (व्हेंट्रल) ग्रे हॉर्न
முன்புற ஹைப்போபிஸிஸ்,आधीचा हायपोफिसिस
முன்புற தலையீட்டு சல்கஸ்,पूर्ववर्ती इंटरव्हेंट्रिक्युलर सल्कस
மகரந்தம்,अँथर
மகரந்த கலாச்சாரம்,अँथर संस्कृती
Anteridium,अँथेरिडियम
ஆந்தமாசி,अँथेरोझॉइड
அந்தோசெரோஸ்,अँथोसेरोस
அந்தோசெரோடோப்சிடா,अँथोसेरोटोप्सिडा
ஆந்த்ராக்ஸ்,अँथ्रॅक्स
மானுடவியல் அழிவு,अँथ्रोपोजेनिक विलोपन
மானுடவியல்,मानववंशशास्त्र
பாக்டீரியா எதிர்ப்பு,अँटीबैक्टीरियल
ஆண்டிபயாடிக் பென்சிலின்,अँटीबायोटिक पेनिसिलिन
ஆண்டிபயாடிக் எதிர்ப்பு,प्रतिजैविक प्रतिरोधक
நுண்மணி,प्रतिजैविक (ओ)
ஆன்டிபாடி,प्रतिपिंडे
ஆன்டிபாடி ஜோடி,अँटीबॉडी जोडपे
ஆன்டிபாடி மத்தியஸ்த நோய் எதிர்ப்பு சக்தி,प्रतिपिंडे मध्यस्थ प्रतिकारशक्ती
ஆன்டிகோகுலண்ட்,अँटीकोआगुलंट
ஆன்டிகோடன் லூப்,अँटीकोडॉन लूप
ஆண்டிடிரஸன்,प्रतिरोधक
ஆண்டிடியூரிடிக் ஹார்மோன் (ADH),अँटीडियुरेटिक हार्मोन (एडीएच)
ஆன்டிஜென் மரபணு,अँटीजेन जनुक
ஆன்டிஜென்-ஆன்டிபாடி வளாகம்,अँटीजेन-अँटीबॉडी कॉम्प्लेक्स
ஆன்டிஜெனிக் தீர்மானிப்பான்,प्रतिजैविक निर्धारक
முரண்பாடு காரணி,विरोधी घटक
ஆக்ஸிஜனேற்ற,अँटीऑक्सिडेंट
ஆன்டிபோடல் கரு,अँटीपोडल न्यूक्लियस
எதிர்ப்பு சென்ஸ் ஆர்.என்.ஏ,अँटी-सेन्स आरएनए
ஆன்டிவைரல் புரதம்,अँटीवायरल प्रथिने
Antrum,अँट्रम
அனுக்ளீட்,Anucleate
ஆசனவாய்,गुद्द्वार
கவலைக் கோளாறு,चिंता डिसऑर्डर
பெருநாடி வளைவு,महाधमनी कमान
பெருநாடி கேங்க்லியன்,महाधमनी गँगलियन
பெருநாடி செமிலுனர் வால்வு,महाधमनी सेमीलूनर वाल्व
பெருநாடி வால்வு,महाधमनी वाल्व्ह
APC (ANAPHASE ஐ ஊக்குவிக்கும் சிக்கலானது),एपीसी (अनाफेस प्रोत्साहन कॉम्प्लेक्स)
அப்பெலிக் மூதாதையர்,अपीलिक पूर्वज
அஃபிட்,Ph फिड
அப்ரோடைட்,Ph फ्रोडाईट
நுனி ஆதிக்கம்,एपिकल वर्चस्व
அபிகல் பேட்,एपिकल पॅड
பொருள்,एपिकल्चर
Apis indica,एपीआयएस इंडिका
Applanospore,अप्प्लानोस्पोर
அப்லிசியா,अप्लिसिया
அப்போகார்பே,अपोकार्पा
அப்போகார்பஸ்,अपोकार्पस
அப்போகார்பஸ் கருப்பை,अपोकार्पस अंडाशय
அபோக்ரைன் சுரப்பி,अपोक्राइन ग्रंथी
அப்போஎன்சைம்,अपोएन्झाइम
Apomict,Apomict
Apomixis,अपोमिक्सिस
அபோபிளாசம்,अपोप्लाझम
அப்போபிளாஸ்டிக் பாதை,अपोप्लास्टिक मार्ग
அப்போப்டொசிஸ்,अ‍ॅपॉप्टोसिस
கருவி,उपकरणे
Appendicular எலும்புக்கூட்டை,परिशिष्ट सांगाडा
சீக்கத்தின் பின் இணைப்பு,कॅकमचे परिशिष्ट
ஆப்பிள் நத்தை,Apple पल गोगलगाय
மீன்வளர்ப்பு,जलचर
அக்வாபோரின்,एक्वापोरिन
நீர்வாழ் ஆம்பிபியன்,जलचर उभयचर
நீர்வாழ் வடிவம்,जलीय फॉर्म
நீர்வாழ் வாழ்விடம்,जलचर निवासस्थान
நீர்வாழ் உயிரினம்,जलीय जीव
நீர்வாழ் ஆலை,जलचर वनस्पती
நீர்வாழ் சுவாசம்,जलीय श्वसन
நீர்வாழ் திரவம்,जलीय द्रव
அக்வஸ் முமல்,जलीय ह्यूमर
நீர்வாழ் உள்-செல்லுலார் திரவம்,जलीय इंट्रा-सेल्युलर फ्लुइड
அக்வஸ் மாதிரி,जलीय नमुना
நீர் பத திரவம்,जलीय समाधान
அக்விலா,एक्विला
அரபிடோப்சிஸ்,अरबीडोप्सिस
அராக்னிடா,अराच्नीडा
அராக்னாய்டு,अराच्नॉइड
அரேனியஸ்,अरेनियस
ஆர்பெசண்ட்,आर्बोरेंट
ஆர்போரசென்ட் லைகோபாட்,आर्बोरसेंट लाइकोपॉड
தொல்பொருள்,आर्चीबॅक्टेरिया
ஆர்க்கிகோனியம்,आर्चेगोनियम
தீவுக்கூட்டம்,द्वीपसमूह
ஆர்க்டிக்,आर्क्टिक
ஆர்க்டிக் டெர்ன்,आर्क्टिक टर्न
ஆர்க்டிக் டன்ட்ரா,आर्क्टिक टुंड्रा
ஆர்டியா,आर्दिया
அரியாலர் திசு,आयरोलर टिश्यू
ஆர்கேமோன் (முட்கள் நிறைந்த பாப்பி),अर्गेमोन (काटेकोर खसखस)
ஆர்கேமோன் மெக்ஸிகானா,अर्गेमोन मेक्सिकाना
அர்ஜினைன்,आर्जिनिन
வறண்ட பகுதி,शुष्क प्रदेश
அரிஸ்டோலோச்சியாசி,अरिस्टोलोचियासी
கை உணவு,आर्म फीडिंग
இராணுவப்புழு,आर्मी किडे
Rioid,एआरआयडी
நறுமணம்,सुगंध
கைது செய்பவர்,अरेस्टर
ஆர்ட்டெமிசியா,आर्टेमिसिया
தமனி சிஸ்டாலிக்,धमनी सिस्टोलिक
தமனி கிளரோடிக்,आर्टेरिओस्क्लेरोटिक
ஆர்த்ரோபாட்,आर्थ्रोपॉड
கீல்வாதம்,संधिवात
ஆர்த்ரோபோடா,आर्थ्रोपोडा
குருத்தெலும்பு மூட்டு,आर्टिक्युलर कूर्चा
வெளிப்படுத்துங்கள்,अभिव्यक्ती
வெளிப்படுத்தப்பட்டது,स्पष्ट
செயற்கை இதயமுடுக்கி,कृत्रिम पेसमेकर
செயற்கை தேர்வு,कृत्रिम निवड
ஆர்டோகார்பஸ் ஹீட்டோரோபில்லஸ்,आर्टोकार्पस हेटरोफिलस
அஸ்பெஸ்டாஸ் ஃபைபர்,एस्बेस्टोस फायबर
அஸ்பெஸ்டோசிஸ்,एस्बेस्टोसिस
அஸ்காரிஸ்,एस्केरिस
ஏறும் குரோமடோகிராபி,चढत्या क्रोमॅटोग्राफी
ஆஸ்கிடியா,Ascidia
ஆஸ்கிடியன்,एएससीआयडीयन
அஸ்கோகார்ப்,एस्कोकार्प
அஸ்கோமைசீட்ஸ்,एस्कॉमीसेट्स
அஸ்கார்பிக் அமிலம்,एस्कॉर्बिक acid सिड
அஸ்கோஸ்போர்,एस्कोपोर
அஸ்கஸ்,एस्कस
அசெப்டேட்,सेपेटेट
ஓரினச்சேர்க்கை இனப்பெருக்கம்,अलौकिक पुनरुत्पादन
ஓரினச்சேர்க்கை வித்து,अलौकिक बीजाणू
அஸ்பாரகின் சின்தேடேஸ்,शतावरी सिंथेथेस
அஸ்பாரகஸ்,शतावरी
அஸ்பார்டிக் அமிலம்,एस्पार्टिक acid सिड
அஸ்பெர்கிலஸ் நைஜர்,एस्परगिलस नायजर
அஸ்பெர்கிலஸ்,एस्परगिलस
அஸ்போடெலஸ் டெனுஃபோலியஸ்,एपोडेलस टेनुइफोलियस
ஆஸ்பிரின்,अ‍ॅस्पिरिन
மதிப்பீடு,परख
அசெம்பிளேஜ்,असेंब्लीज
ஒருங்கிணைப்பு செயல்திறன்,आत्मसात करण्याची कार्यक्षमता
ஒருங்கிணைப்பு வேர்,आत्मसात करणारे मूळ
உதவி இனப்பெருக்க நுட்பம்,सहाय्यक पुनरुत्पादक तंत्र
சங்க பகுதி,असोसिएशन क्षेत्र
அசோசியேட்டிவ் சிம்பியோசிஸ்,असोसिएटिव्ह सहजीवन
வகைப்படுத்தல் மற்றும் மறுசீரமைப்பு,वर्गीकरण आणि पुनर्संयोजन
காரணியின் வகைப்படுத்தல்,घटकांची वर्गीकरण
ஆஸ்டாகஸ்,अस्टाकस
அஸ்டெரேசி,Asteraceae
நட்சத்திரங்கள்,एस्टेरेल्स
சிறுகோள்,लघुग्रह
ஆஸ்துமா,दमा
அஸ்ட்ராகலஸ் கம்மிஃபர்,अ‍ॅस्ट्रॅगलस गमिफर
