Kannada,Punjabi
ಅಸೆಟೈಲ್ ಕೊಯೆನ್ಜೈಮ್,ਐਸੀਟੇਲ ਰੀਜ਼ਨ
ಕಸ,ਅਮੀਥਿਨਾ
ಮೊಲ ಪ್ರಕಾರ,ਅੱਕੇ
ಉಂಗುರ,ਅਕੇਸ਼ੀ
ಅಕ್ಲಾಮಿಡೋಸ್ಪೋರಿಯಾ,AchlamyDosporeae
ಆಮ್ಲ ಮಳೆ,ਐਸਿਡ ਬਾਰਸ਼
ಆಮ್ಲೀಯ,ਤੇਜਾਬ
ಆಮ್ಲೀಯ ಅನಿಲ,ਤੇਜ਼ਾਬ ਗੈਸ
ಅಚ್ಚುಕಟ್ಟಾಗಿತ್ವ,ਐਸਿਡਿਟੀ
ಅಸಿನಾರ್ ಕೋಶ,ਐਕਸੀਨਰ ਸੈੱਲ
ಜಾಮಕೀಯ,ਆਕੋਲੀਓਮੈਟ
ಅನನಟ,ਐਕੋਨਿਟਮ
ಆಕ್ರೋಶದ ಹುಳು,ਐਕੋਰਨ ਕੀੜਾ
ಅಕೌಸ್ಟಿಕ್ ವಲಯ,ਧੁਨੀ ਜ਼ੋਨਿੰਗ
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ಪಾತ್ರ,ਪਾਤਰ ਪਾਤਰ
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ರೋಗನಿರೋಧಕ ಶಕ್ತಿ,ਸੀਮਤ ਸੀਮਤ
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ಇಮ್ಯುನೊ ಕೊರತೆ ಸಿಂಡ್ರೋಮ್ (ಏಡ್ಸ್),ਐਕੁਆਇਰਡ ਇਮੂਨੋ ਦੀ ਘਾਟ ਸਿੰਡਰੋਮ (ਏਡਜ਼)
ಪ್ರಾದೇಶಿಕ,ਅਰੇਂੀਆ
ಅಣಕಾದ ಬಣ್ಣ,ਐਸੀਰੇਸਾਈਨ ਡਾਇ
ವ್ಯಾಪಕವಾದ,ਐਕਰੋਸੀਐਸਟ੍ਰਿਕ
ಅಕ್ರಾಮನ್,ਐਕਰੋਮਰ
ಸ್ಥಗಿತದ ಅನುಕ್ರಮ,ਅਸ਼ੋਕਲ ਤਰਤੀਬ
ಅಕ್ರೊಫೆಟಲ್ ರಾಶಿ,ਐਕਰੋਪੇਟਲ ਆਰਡਰ
ಅಕ್ರೋಸಿನ್,ਐਕਰੋਸਿਨ
ಅ ೦ ಗಡಿ,ਐਕਟਿਨ
ಆಕ್ಟಿನ್ ತರಹದ ಪ್ರೋಟೀನ್,ਐਕਟਿਨ ਵਰਗੇ ਪ੍ਰੋਟੀਨ
ಕ್ರಿಯಾಶೀಲತೆ,ਐਕਟਿਨੀਮੋਰਿਕ
ಅಂಧ,ਐਕਟਿਨੋਮਾਈਸਾਈਟਸ
ಕ್ರಿಯಾಶೀಲತೆ,ਕਾਰਵਾਈ ਸੰਭਾਵਨਾ
ಸಕ್ರಿಯ ಕೆತ್ತನೆ,ਸਰਗਰਮ ਸਲੱਜ
ಸಕ್ರಿಯ ಕೆಸರು ಫ್ಲೋಕ್,ਸਰਗਰਮ ਸਲੈਮ ਫਾਸਟ
ಸಕ್ರಿಯಗೊಳಿಸುವ ಶಕ್ತಿ,ਐਕਟੀਵੇਸ਼ਨ Energy ਰਜਾ
ಸಕ್ರಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,ਐਕਟਿਵ ਸਮਾਈ
ಸಕ್ರಿಯ ವಿನಾಯಿತಿ,ਕਿਰਿਆਸ਼ੀਲ ਛੋਟ
ಸಕ್ರಿಯ ವಿಕಿರಣ,ਸਰਗਰਮ ਰੇਡੀਏਸ਼ਨ
ಸಕ್ರಿಯ ಸೈಟ್,ਐਕਟਿਵ ਸਾਈਟ
ದಳ,ਐਕਟੀਵੇਟ
ವಕ್ರವಳತಿ ಮಾಡು,ਅਮੀਮਿਨੇਟ
ಆಡಮ್ಸಿಯಾ,ਐਡਮਜ਼ੀਆ
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,ਅਨੁਕੂਲਤਾ
ರೂಪಾಂತರ,ਅਨੁਕੂਲਤਾ
ಬೆಳಕಿನ ಆಡಳಿತಕ್ಕೆ ಹೊಂದಿಕೊಳ್ಳುವುದು,ਚਾਨਣ ਸ਼ਾਸਨ ਲਈ ਅਨੁਕੂਲਤਾ
ನೀರಿನ ಕೊರತೆಗೆ ಹೊಂದಿಕೊಳ್ಳುವುದು,ਪਾਣੀ ਦੀ ਘਾਟ ਲਈ ਅਨੁਕੂਲਤਾ
ಹೊಂದಾಣಿಕೆಯ ಗುಣಲಕ್ಷಣಗಳು,ਅਨੁਕੂਲ ਗੁਣ
ಹೊಂದಾಣಿಕೆಯ ವಿನಾಯಿತಿ,ਅਨੁਕੂਲ ਛੋਟ
ಅಡಾಪ್ಟಿವ್ ವಿಕಿರಣ,ਅਨੁਕੂਲ ਰੇਡੀਏਸ਼ਨ
ಹೊಂದಾಣಿಕೆಯ ಲಕ್ಷಣ,ਅਨੁਕੂਲ ਗੁਣ
ಅಡಾಕ್ಸಿಯಲ್ ಮೇಲ್ಮೈ,ਏਕੈਕਸੀਅਲ ਸਤਹ
ವ್ಯಸನಕಾರಿ ಕಾಯಿಲೆ,ਨਸ਼ਾ ਕਰਨ ਵਾਲੀ ਵਿਕਾਰ
ತಿಕ್ಕಲು,ਐਡੀਨੇਨ
ಒಂದು ತತ್ತ್ವ,ਐਡੇਨੋਕਾਰਸਪੋਰਟ੍ਰੋਪਿਨ
ತತ್ತ್ವ,ਐਡੀਨੋਹਾਇਪਿਸਿਸ
ತಿರಸ್ಕಾರ,ਅਡੇਨੋਸਿਨ ਡਿਇਆਪਸਫੇਟ
ಅಂಧ,ਐਡੀਨੋਸਾਈਨ ਡਿਮੇਨਬੇਸ
ಅಸಿನಿನ್ ಮೊನೊಫಾಸ್ಫೇಟ್,ਐਡੀਨੋਸਾਈਨ ਮੋਨੋਫੋਸਫੇਟ
ಅಡೆನೊಸಿನ್ ಟ್ರೈಫಾಸ್ಫೇಟ್ (ಎಟಿಪಿ),ਐਡੀਨੋਸਾਈਨ ਟ੍ਰਾਈਫੋਸਫੇਟ (ਏਟੀਪੀ)
ತಿರಸ್ಕಾರ,ਐਡੀਨੇਲਲੇਟ ਸਾਈਕਲੇਜ
ಅಂಟಿಕೊಳ್ಳುವ ಶಕ್ತಿ,ਚਿਪਕਣ ਵਾਲੀ ਤਾਕਤ
ಅಡಿಪಡಿ,ਐਡਪੋਜ਼
ಅಡಿಪೋಸೈಟ್ (ಕೊಬ್ಬಿನ ಕೋಶ),Adipocyte (ਚਰਬੀ ਸੈੱਲ)
ಅಡಿಪಾಯಿ ಅಂಗಾಂಶ,ਐਡਪੋਜ਼ ਟਿਸ਼ੂ
ಮಡಿ,ਐਡਨੇਟ
ಪಕ್ಕದ ಸಮುದಾಯ,ਨਾਲ ਲੱਗਦੀ ਕਮਿ Community ਨਿਟੀ
ಮೂತ್ರಜನಕಾಂಗ,ਐਡਰੀਨਲ
ಅಡ್ರಿನಲ್ ಗ್ರಂಥಿ,ਐਡਰੇਨਲ ਗਲੈਂਡ
ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಎಚ್),ਐਡਰੇਨੋਕੋਟਰੋਪਿਕ ਹਾਰਮੋਨ (ਐਕਟਿਹ)
ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಬಿಡುಗಡೆ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಆರ್ಹೆಚ್),ਐਡਰੇਨੋਕਰੋਪੋਰਟਿਕੋਟਰੋਪਿਕ ਰੀਲੀਜ਼ ਹਾਰਮੋਨ (ACTRH)
ಹೊರಹೀರುವ,ਐਡੋਰਬੈਂਟ
ಹೊರಹೀರತೆ,ਇਸ਼ਤਿਹਾਰ
ಸುಧಾರಿತ ಸ್ವರಮೇಳ,ਐਡਵਾਂਸਡ ਕੋਰਡੇਟ
ಅನುಕೂಲಕರ ರೂಪಾಂತರ,ਲਾਭਦਾਇਕ ਪਰਿਵਰਤਨ
ಸಾಹಸದ,ਸਾਹਸੀ
ಸಾಹಸಿ ಮೂಲ,ਸਾਹਸੀ ਜੜ
ದುಷ್ಪರಿಣಾಮ,ਗਲਤ ਪ੍ਰਭਾਵ
ಈಡಿಸ್,ਏ.ਡੀ.ਡੀ.
ಸಂಸ್ಕೃತಿಯ ಗಾಳಿ,ਸਭਿਆਚਾਰ ਦੀ ਹਵਾਬਾਜ਼ੀ
ವಾಮಪಂಥೀಯ,Énerchyma
ವೈಮಾನಿಕ,ਏਰੀਅਲ
ವೈಮಾನಿಕ ಮೂಲ,ਏਰੀਅਲ ਰੂਟ
ವೈಮಾನಿಕ ಚಿಗುರು,ਏਰੀਅਲ ਸ਼ੂਟ
ಏರೋಬಿಕ್ ಉಸಿರಾಟ,ਐਰੋਬਿਕ ਸਾਹ
ಏರೋಬಿಕ್ ಉಸಿರಾಟ,ਐਰੋਬਿਕ ਸਾਹ
ಸೌಂದರ್ಯಶಾಸ್ತ್ರ,ਸੁਹਜ
ಅಸ್ವಸ್ಥತೆ,ਖਰਾਸ਼
ಅಸ್ವಸ್ಥತೆ,ਖਰਾਸ਼
ವಿಪರೀತ,ਪਿਆਰ
ಅಫಿನಿಟಿ ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ,ਪੱਕਾ ਐਫੀਲੀਅਸ ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
ಪೀಡಿತ ಅಂಗ,ਦੁਖੀ ਅੰਗ
ಸಂಯಮ,ਕਥਾ
ಗಗನಯ,ਅਗਿਆਤ
ಗಾಡಿ,ਅਗਰ
ಜನಗಮಣ,ਅਗਿਆਤ
ಅಗರೋಸ್ ಜೆಲ್ ಎಲೆಟ್ರೋಫೊರೆಸಿಸ್,ਅਗਾਅਰਜ਼ ਜੈੱਲ ਐਲੀਟ੍ਰੋਫੋਨਸਿਸ
ಅಗರೋಸ್ ಪಾಲಿಮರ್ ಜೆಲ್,ਅਗਿਆਤ ਪੋਲੀਮਰ ਜੈੱਲ
ಚೂರುಪಾರು,ਅਤਿ
ಭೂತಾಳೆ,ਅਗਾਵ
ವಯಸ್ಸಿನಲ್ಲಿ ವಿತರಣೆ,ਉਮਰ ਵੰਡ
ವಯಸ್ಸು ಪಿರಮಿಡ್,ਉਮਰ ਪਿਰਾਮਿਡ
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,Agglutate
ಒಟ್ಟು,ਸਮੁੱਚੀ
ಕೋಶಕ ಒಟ್ಟು,Follicle ਦਾ ਸਮੁੱਚਾ
ಕೋಶಕ ಒಟ್ಟು,Follicle ਦਾ ਸਮੁੱਚਾ
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,ਇਕੱਤਰਤਾ
ಆಕ್ರಮಣಶೀಲತೆ,ਹਮਲਾਵਰਤਾ
ಚಮತ್ಕಾರ,ਐਗਰੀਏਟਰ ਸਿਸਟਮ
ಅಜ್ಞಾತ,ਅਗਨੀਥਾ
ಗಾಡಿ,ਅਗਾਤੀ
ಪಂಥದ,ਅਗਰੰਡੀ ਕਲਰੋਲੋਪਲਾਸਟ
ಕೃಪಣದ,ਅਗਰੂ
ಪಂಥಿ,ਅਗਰਾਨੂਲੋਸਾਈਟ
ಕೃಷಿ,ਖੇਤੀ ਬਾੜੀ
ಕೃಚಾರಕ,ਐਗਰੋਫੋਰੈਸਟਰੀ
ಆಗ್ರೊಬ್ಯಾಕ್ಟೀರಿಯಂ ಮಧ್ಯಸ್ಥಿಕೆ,ਐਗਰੋਬੈਟਰਿਅਮ ਵਿਚੋਲਗੀ
ಅಗ್ರೋಬ್ಯಾಕ್ಟೀರಿಯಂ ಟ್ಯೂಮೆಫಾಸಿಯನ್ಸ್,ਐਗਰੋਬੈਟਰਿਅਮ ਟੋਮਫੈਕੈਨਜ਼
ಕೃಷಿ ರಾಸಾಯನಿಕ,ਐਗਰੋ ਕੈਮੀਕਲ
ಕೃಷಿ ರಾಸಾಯನಿಕ,ਐਗਰੋ ਕੈਮੀਕਲ
ಕೃಷಿ ವಲಯ,ਅਗਰੋਕਲਾਈਮੈਟਿਕ ਜ਼ੋਨ
ಕೃಷಿ ಲಕ್ಷಣ,ਖੇਤੀਬਾਜੀ ਗੁਣ
ಕೃಷಿ ವಿಜ್ಞಾನ,ਖੇਤੀਬਾੜੀ
ನೆರಳು,ਏਡਜ਼
ಗಾಳಿಗೊಡೆ,ਏਅਰ ਬਲੈਡਰ
ಹವಾ ನಿಯಂತ್ರಣ ಯಂತ್ರ,ੲੇ. ਸੀ
ಗಾಳಿಯ ಮಾರ್ಗ,ਹਵਾ ਦਾ ਰਾਹ
ವಾಯು ಮಾಲಿನ್ಯ,ਹਵਾ ਪ੍ਰਦੂਸ਼ਣ
ಗಾಳಿಯ ಚೀಲ,ਏਅਰ ਸੈਕ
ವಿಮಾನ ನಿರ್ವಾತ,ਏਅਰ ਵੈਕਲੂਓਲ
ಗಾಳಿ ಮರೆಯುವ,ਹਵਾ-ਸਾਹ
ತಲ್ಲಣ,ਅਲੇਨ
ಅಲರಿ ಸ್ನಾಯು,ਅਲੇਰੀ ਮਾਸਪੇਸ਼ੀ
ಅಲಸ್ಕನ್ ಕಂದು ಕರಡಿ,ਅਲਾਸਕਨ ਬ੍ਰਾ .ਨ ਰਿੱਛ
ಒಂದು ಬಗೆಯ ಉಕ್ಕಿನ,ਐਲਬਿਨੋ
ದಾಸ್ಯ,ਆਲਬੂਗੋ
ಉಣ್ಣೆಯಂಥ,ਐਲਬਮਿਨ
ಉಬ್ಬು ಬೀಜದ ಬೀಜ,ਐਲਬਿੰਜੀਨ ਬੀਜ
ಬಿಲ್ಲಿನ,ਐਲਬਿ → ਮਿਨੂਰੀਆ
ಪಾರಾಗಲಿ,ਐਲਬਟਨਮ
ಹದಮುದಾಯಿ,ਐਲਸੀਏਸੀ
ಆಲ್ಡಿಹ್ಯೀಡ್,Aldeyhede
ಆಲ್ಡೋಸ್ಟಾನ್ ವ್ಯವಸ್ಥ,ਅੈਲਡੋਸਟਰੋਨ ਸਿਸਟਮ
ಆಲ್ಡೋಸ್ಟಲಿಗೆ,ਅਲੇਸਟਰੋਨ
ಅಲ್ಯೂರೋನ್ ಪದರ,ਅਲੇਪੁਰਨ ਪਰਤ
ಕಣ್ಣುಹಾಯ,ਐਲੇਰੋਪਲਾਸਟ
ಉಚ್ಚಾರಣಾ,ਅਲਫਾਫਾ
ಪಾಚಿಯ ಹೂವು,ਐਲਗਲ ਖਿੜ
ಪಾರಿಗೊಣ,ਅਲੀਗਿਨ
ಅನ್ಯಲೋಕದ ಡಿಎನ್‌ಎ,ਪਰਦੇਸੀ ਡੀਐਨਏ
ಅನ್ಯ,ਪਰਦੇਸੀ ਪ੍ਰਜਾਤੀ
ಜೋಡಣೆ,ਅਲਾਈਨਮੈਂਟ
ಜೋಡಣೆ,ਅਲਾਈਨਮੈਂਟ
ಅಲಿಮೆಂಟಿನ ಕಾಲುವೆ,ਅਲੀਮੈਂਟਰੀ ਨਹਿਰ
ಅಲಿಮೆಂಟರಿ ವ್ಯವಸ್ಥೆಯ,ਅਲੀਮੈਂਟਰੀ ਸਿਸਟਮ
ಮಿತ್ರತತ್ವ,ਐਲਿਸਮੇਸਸੀ
ಕ್ಷಾರೀಯ,ਐਲਕਾਲਾਇਡ
ಕ್ಷಾರೀಯ,ਐਲਕਲੀਨ
ಕ್ಷಾರೀಯ,ਅਲਕਾਪਟਨੂਰੀਆ
ನಾರು,ਅੱਲੈਂਟੋਇਸ
ಆಲೀಲ್ ಆವರ್ತನ,ਐਲੀ ਬਾਰੰਬਾਰਤਾ
ಇಳಿಜಾರು,ਐਲੀਲ
ಅಲಿಮಾರ್ಫಿಕ್ ಜೋಡಿ,ਅਲੇਲਬਿਕ ਜੋੜੀ
ಅಲರ್ಜಾಟ,ਐਲਰਗੇਨ
ಅಲಿಗ್ನ,ਐਲੀਗੇਟਰ
ಆಲಿಯಂ ಸೆಪಾ,ਐਲੀਅਮ ਸੀ.ਪੀ.ਏ.
ಅಲೋಗಮಿ,ਆਲੋਗਮ
ಅರಿಯುವವಳು,ਅਲਾਗ੍ਰਾਫਟ
ಅಲೋಪ್ಯಾಟ್ರಿಕ್ ಸ್ಪೆಸಿಪೇಶನ್,ਅਲੋਪੈਟ੍ਰਿਕ ਜਾਦੂਈ
ಸೂತ್ರ,ਐਲੋਪੋਲਾਈਵਲਾਈਡ
ಅಲೀರಿಕ್ ಪರಿಣಾಮ,ਐਲੋਸਟਰਿਕ ਪ੍ਰਭਾਵ
ಅಲೋಸ್ಟರಿಕ್ ಕಿಣ್ವ,ਐਲੋਸਟ੍ਰਿਕ ਪਾਚਕ
ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿರೋಧಕ,ਐਲੋਸਟਰਿਕ ਇਨਿਹਿਬਟਰ
ಅಲೋಸ್ಟೆರಿಕ್ ಮಾಡ್ಯುಲೇಷನ್,ਐਲੋਸਟ੍ਰਿਕ ਮੈਨੂਲੇਸ਼ਨ
ಅಲೋಸ್ಟರಿಕ್ ಸೈಟ್,ਐਲੋਸਟ੍ਰਿਕ ਸਾਈਟ
ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿಬಂಧಕ,ਐਲੋਸਟਰਿਕ ਰੋਕ
ತಟೆಾತ್ರಾ,Allotetraplaidd
ದಾಸ್ಯ,ਐਲਾਨਸ
ಅಡೆ,ਐਲੋ
ಆಕ್ಸಾನ್ ಉದ್ದಕ್ಕೂ,ਐਕਸੋਨ ਦੇ ਨਾਲ
ಆಲ್ಫಾ-ಆಂಟಿಟ್ರಿಪ್ಸಿನ್,ਅਲਫ਼ਾ-ਐਂਟੀਟ੍ਰਿਪਸਿਨ
ಆಲ್ಫಾ-ಲಾಕ್ಟಾಲ್ ಬ್ಯೂನ್,ਅਲਫ਼ਾ-ਲੈਕਟਲਬੁਮਿਨ
ಆಲ್ಪೈನ್ ಹವಾಮಾನ ಸ್ಥಿತಿ,ਐਲਪਾਈਨ ਦੀ ਸਥਿਤੀ
ಆಲ್ಪೈನ್ ಹುಲ್ಲುಗಾವಲು,ਅਲਪਾਈਨ ਮੈਡੋ
ಆಲ್ಪೈನ್ ವಲಯ,ਅਲਪਾਈਨ ਜ਼ੋਨ
ಆಲ್ಸ್ಟೋನಿಯಾ,ਅਲਸਟੋਨੀਆ
ಪರ್ಯೇಡು,ਅਲਟਰਨੇਰੀਆ
ಪರ್ಯಾಯ,ਵਿਕਲਪਿਕ
ಪೀಳಿಗೆಯ ಪರ್ಯಾಯ,ਪੀੜ੍ਹੀ ਦੀ ਤਬਦੀਲੀ
ಎತ್ತರ ಕಾಯಿಲೆ,ਉਚਾਈ ਬਿਮਾਰੀ
ಎತ್ತರ,ਉਚਾਈ
ಅಲ್ವಿಯೋಲಾರ್ ನಾಳ,ਐਲਵੋਲਰ ਡੈਕਟ
ಮಣ್ಣು,ਅਲਾਈਨ
ಆಲ್ z ೈಮರ್ ಕಾಯಿಲೆ,ਅਲਜ਼ਾਈਮਰ ਰੋਗ
ಅಮಾಮಿನ ಕೋಶ,ਅਮੈਕਰਾਈਨ ਸੈੱਲ
ಹುಳ,ਅਮਰੰਥੈਸੇ
ಹುಳಿ,ਅਮੈਸ਼ਨਥਸ
ಸುತ್ತುವರಿದ ಆಸ್ಮೋಟಿಕ್ ಸಾಂದ್ರತೆ,ਅੰਬੀਨਟ ਓਮੋਟਿਕ ਗਾੜ੍ਹਾਪਣ
ಅಂಬಿಸ್ಟೋಮ,ਅਮੈਸਟੋਮਾ
ಅಸ್ಫುಲ್,ਐਮੀਡ
ಅಮೈನೊ ಆಸಿಡ್,ਅਮੀਨੋ ਐਸਿਡ
ಅಮೈನೊ ಆಸಿಡ್ ಸ್ವೀಕಾರಕ,ਅਮੀਨੋ ਐਸਿਡ ਸਵੀਕਾਰਟਰ
ಅಮೈನಾಕ್ಲ್ ಟಿ ಆರ್ಎನ್ಎ ಸಿಂಥೆಟೇಸ್,ਅਮੀਨੋਸਾੱਲ ਟੀ ਆਰ ਐਨ ਏ ਸਿੰਥੇਟੇਸ
ಅಮೈನೊಅಸಿಲೇಷನ್,ਅਮੀਨੋਕੁਲੇਸ਼ਨ
ಅಮೀಟಾಸಿ,ਅਮਿਤੋਸਿਸ
ಅಮೋನಿಯ,ਅਮੋਨੀਆ
ಅಮೋನೀಕರಣ,ਅਨੁਮੋਧ
ಅಮ್ಮನೋಟೆಲಿಸಂ,ਅਮੋਨੋਟੇਲਿਜ਼ਮ
ಜ್ಯೂನಿಯೊಸೆಂಟಿಸ್,ਅਮਨੀਓਸੈਂਟੀਸਿਸ
ಆಮದೋಸೆಂಟೆಸಿಸ್ ತಂತ್ರ,ਅਮਨੀਓਸੈਂਟੀਸਿਸ ਤਕਨੀਕ
ಅಮ್ನಿಯೈಟ್,ਅਮਨੀਓਸਾਈਟ
ಮಂಕಾದ,ਅਮਨੀਅਨ
ಆಮ್ನಿಯೋಟಿಕ್ ದ್ರವ,ਅਮਨੀਓਟਿਕ ਤਰਲ
ಜಾಮ್ನಿಯೆಟಿಕ್ ಮೆಂಬರೇನ್,ਐਮਨੀਓਟਿਕ ਝਿੱਲੀ
ಜಾಮಿಕಾಟದ ಚೀಲ,ਅਮਨੀਓਟਿਕਯੂ
ಅಮೀಬ,ਅਮੋਬਾ
ಅಮೀಬೋಸೈಟ್,ਅਮੀਓਬੋਸਾਈਟ
ಅಮೀಬಯುಡಿ,ਅਮੀਬੋਇਡ
ಅಮೀಬಯಿಡ್ ಲಿಂಫೋಸೈಟ್,ਅਮੀਬੋਇਡ ਲਿੰਫੋਸਾਈਟ
ಅಮೀಬಯಿಡ್ ಚಲನೆ,ਅਮੀਬੋਇਡ ਅੰਦੋਲਨ
ಅರೂಪದ,ਅਮੋਰੈਫਸ
ಮೊತ್ತ,ਦੀ ਰਕਮ
ಆಭರಣ,ਅਮੀਫੇਟਾਮਾਈਨ
ಉಭಯಚರ,ਅਮਫੀਬੀਆ
ಉಭಯಚರ,ਐਫੀਬੀਅਨ
ಉಭಯಚರ,ਐਫੀਬੀਅਨ
ಉಲ್ಬಣ,Amphioxus
ಆಂಫಿಯೋಕ್ಸಸ್ ಲ್ಯಾನ್ಸೊಲಾಟಸ್,Amphioxus Lannolotus
ಉಭಯಪಕ್ಷೀಯ,ਐਮਫੀਪਾਥਿਕ
ಉಭಯಚರ ಲಿಪಿಡ್,ਐਮਫੀਪਾਥਿਕ ਲਿਪਿਡ
ಉಚ್ಚಾರೆ,ਅਮਫੀਸਾਰਕਾ
ಲೋಕದ,ਐਂਪੀਸਿਲਿਨ
ಹಲ್ಲು,Ampulla
ಶಿರೋಕ್ತಿ ಗ್ರಂಥಿ,ਐਮਪੁੱਲੇਰੀ ਗਲੈਂਡ
ಅಮಿಗ್ಡಾಲ್,ਅਮੀਗਡਲ
ಬಾಚು,ਅਮੀਗਡੇਲ
ಅಮಿಗ್ಲಿನ್,ਅਮੀਗਡਲਿਨ
ಮಂಕಾದ,ਐਮੀਲੇਸ
ಅಮಿಲೋಪ್ಲಾಸ್ಟ್,ਅਮੋਲੋਪਲਾਸਸਟ
ಅ ೦ ಗಡಿ,ਅਨਬਾਨਾ
ಹಳ್ಳ,ਅਨਬਾਸ
ಅನಾಬಲಿನ ​​ಮಾರ್ಗಗಳು,ਐਨਾਬੋਲਿਕ ਮਾਰਗਾਂ
ಅನಾಬಾಲಿಸಂ,ਐਨਾਬੋਲਿਜ਼ਮ
ಅನಾಕಾರ್ಡಿಯಾಸಿ,ਅਨਾਕਾਰਿਆਸੀ
ರಕ್ತಹೀನತೆ,ਅਨੀਮੀਆ
ಬಯೆರೋಲೆ,ਅਨੀਰੋਬ
