Odiya,Kannada
ବିସ୍ତୃତ ପ୍ରତୀକ |,ಅಮೂರ್ತ ಚಿಹ್ನೆ
ତ୍ୱରଣ ସମୟ,ವೇಗವರ್ಧನೆ ಅವಧಿ
ତ୍ୱରାନପୂର୍ଣ୍ଣ ସମୟ |,ವೇಗವರ್ಧಕ ಸಮಯ
ଉଚ୍ଚାରଣ,ಉಚ್ಚಾರಣಾ
ଗ୍ରହଣ ପରୀକ୍ଷା,ಸ್ವೀಕಾರ ಪರೀಕ್ಷೆ
ପ୍ରବେଶ,ಪ್ರವೇಶ
ଆକ୍ସେସ୍ ବାହୁ,ಪ್ರವೇಶ
ପ୍ରବେଶ ବ୍ୟବସ୍ଥା,ಪ್ರವೇಶ ವ್ಯವಸ್ಥೆ
ପ୍ରବେଶ କର ପ୍ରାଧିକରଣ,ಪ್ರವೇಶ
ପ୍ରବେଶ ଚାର୍ଜ,ಪ್ರವೇಶ
ଶ୍ରେଣୀ ଶ୍ରେଣୀ,ಪ್ರವೇಶ ವರ್ಗ
ଡାଟା ବେସ୍ ମ୍ୟାନେଜମେଣ୍ଟକୁ ପ୍ରବେଶ କରନ୍ତୁ |,ಡೇಟಾ ಬೇಸ್ ನಿರ್ವಹಣೆಯನ್ನು ಪ್ರವೇಶಿಸಿ
ପ୍ରବେଶ ପରିବେଶ ସେବା,ಪ್ರವೇಶ ಪರಿಸರ
ଫାଗ୍ ଆକ୍ସେସ୍ କରନ୍ତୁ |,ಪ್ರವೇಶದ ಅಂತರ
ପ୍ରବେଶ ସୂଚକାଙ୍କ,ಪ್ರವೇಶ ಸೂಚ್ಯಂಕ
ଆକ୍ସେସ୍ ଲାଇନ୍ |,ಪ್ರವೇಶ
ମେକାନିଜିମ୍ ଆକ୍ସେସ୍ ଆକ୍ସେସ୍ କରନ୍ତୁ |,ಪ್ರವೇಶ ಕಾರ್ಯ
ପ୍ରବେଶ ପଦ୍ଧତି,ಪ್ರವೇಶ ವಿಧಾನ
ଆକ୍ସେସ୍ ପଦ୍ଧତି ରୁଟିନ୍ |,ಪ್ರವೇಶ ವಿಧಾನ ದಿನಚರಿ
ପ୍ରବେଶ ମୋଡ୍,ಪ್ರವೇಶ ಕ್ರಮ
ଅଧିକାର ପ୍ରବେଶ,ಪ್ರವೇಶ ಬಲ
ପ୍ରବେଶ ସ୍କାନ,ಪ್ರವೇಶ ಸ್ಕ್ಯಾನ್
ସମୟ ପ୍ରବେଶ କରନ୍ତୁ |,ಪ್ರವೇಶ ಸಮಯ
ହିସାବ,ಲೆಕ್ಕಪತ್ರ
ହିସାବ ଆର୍ଥିକ ବ୍ୟବସ୍ଥା,ಲೆಕ್ಕಪರಿಶೋಧನಾ ವ್ಯವಸ್ಥೆ
ହିସାବ ଯନ୍ତ୍ର,ಅಕೌಂಟಿಂಗ್ ಯಂತ್ರ
ଖାତା ସଂଖ୍ୟା,ಖಾತೆ ಸಂಖ್ಯೆ
ପୁନର୍ବାର ଜମା କରିବା |,ಸಂತಾನೋತ್ಪತ್ತಿ ಮಾಡುವವರನ್ನು ಸಂಗ್ರಹಿಸುವುದು
ଆକ୍ୟୁମୁଲେଟର,ಸಂಗ್ರಹಣೆದಾರ
ଆକ୍ୟୁମୁଲେଟର ରେଜିଷ୍ଟର |,ಸಂಚಯಕ ನೋಂದಣಿ
ଆକ୍ୟୁମୁଲେଟର ସିଫ୍ଟ ନିର୍ଦ୍ଦେଶ |,ಸಂಚಯಕ ಶಿಫ್ಟ್ ಸೂಚನೆ
ସଠିକତା,ನಿಖರತೆ
ସଠିକତା ନିୟନ୍ତ୍ରଣ ଚରିତ୍ର |,ನಿಖರತೆ ನಿಯಂತ್ರಣ ಪಾತ್ರ
ସଠିକତା ନିୟନ୍ତ୍ରଣ ବ୍ୟବସ୍ଥା |,ನಿಖರತೆ ನಿಯಂತ್ರಣ ವ್ಯವಸ್ಥೆ
Ace ପାଇଲଟ୍ |,ಏಸ್ ಪೈಲಟ್
ସ୍ୱୀକାର କରନ୍ତୁ ବର୍ଣ୍ଣ,ಪಾತ್ರವನ್ನು ಅಂಗೀಕರಿಸಿ
ଆକାଶବାଣୀ କପତର୍ |,ಅಕೌಸ್ಟಿಕ್ ಕೋಪ್ಲರ್
ଆକାଶବାଣୀ କଣ୍ଟା |,ಅಕೌಸ್ಟಿಕ್ ಜೋಡಣೆ
ଆକାଶବାଣୀ ବିଳମ୍ବ ରେଖା |,ಅಕೌಸ್ಟಿಕ್ ವಿಳಂಬ ರೇಖೆ
ଆକାଶବାଣୀ ସ୍ମୃତି,ಅಕೌಸ್ಟಿಕ್ ಸ್ಮರಣೆ
ଆକାଶବାଣୀ ମୋଡେମ୍ |,ಸಕೌಸ್ಟಿಕ್ ಮೋಡೆಮ್
ଆକାଶବାଣୀ ସଙ୍କେତ |,ಅಕೌಸ್ಟಿಕ್ ಸಂಕೇತ
ଆକାଶବାଣୀ ସଂରକ୍ଷଣ |,ಅಕೌಸ್ಟಿಕ್ ಸಂಗ್ರಹ
ଆକ୍ରୋନିମ୍ |,ಸಂಕ್ಷಿಪ್ತ ರೂಪ
କାର୍ଯ୍ୟ,ಕ್ರಿಯಾಶೀಲತೆ
କ୍ରିୟା ଚକ୍ର,ಕ್ರಿಯಾಶೀಲತೆ
କ୍ରିୟା ରେଖା,ಕ್ರಿಯಾಶೀಲ ರೇಖೆ
କ୍ରିୟା ବାର୍ତ୍ତା,ಕ್ರಿಯಾಶೀಲ
କାର୍ଯ୍ୟ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,ಕ್ರಿಯಾಶೀಲತೆ
ସକ୍ରିୟକରଣ,ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ
ସକ୍ରିୟ,ಸಕ್ರಿಯ
ସକ୍ରିୟ ଫାଇଲ,ಸಕ್ರಿಯ ಫೈಲ್
ସକ୍ରିୟ ରେଖା,ಸಕ್ರಿಯ ರೇಖೆ
ସକ୍ରିୟ ଲିଙ୍କ୍ |,ಸಕ್ರಿಯ ಲಿಂಕ್
ସକ୍ରିୟ ମାଷ୍ଟର ଫାଇଲ |,ಸಕ್ರಿಯ ಮಾಸ್ಟರ್ ಫೈಲ್
ସକ୍ରିୟ ମାଷ୍ଟର ଆଇଟମ୍ |,ಸಕ್ರಿಯ ಮಾಸ್ಟರ್ ಐಟಂ
ସକ୍ରିୟ ଉପଗ୍ରହ |,ಸಕ್ರಿಯ ಉಪಗ್ರಹ
ସକ୍ରିୟ ଷ୍ଟେସନ,ಸಕ್ರಿಯ ನಿಲ್ದಾಣ
ସକ୍ରିୟ ସଂରକ୍ଷଣ,ಸಕ್ರಿಯ ಸಂಗ್ರಹಣೆ
କାର୍ଯ୍ୟକଳାପ,ಚಟುವಟಿಕೆ
କାର୍ଯ୍ୟକଳାପ ସ୍ତର,ಚಟುವಟಿಕೆ ಮಟ್ಟ
କାର୍ଯ୍ୟକଳାପ ଲୋଡିଂ,ಚಟುವಟಿಕೆ ಲೋಡಿಂಗ್
କାର୍ଯ୍ୟକଳାପ ଅନୁପାତ,ಚಟುವಟಿಕೆ ಅನುಪಾತ
ପ୍ରକୃତ ଠିକଣା (= ସଂପୂର୍ଣ୍ଣ ଠିକଣା),ನಿಜವಾದ ವಿಳಾಸ (= ಸಂಪೂರ್ಣ ವಿಳಾಸ)
ପ୍ରକୃତ କୋଡ୍ (= ସଂପୂର୍ଣ୍ଣ କୋଡ୍),ನಿಜವಾದ ಕೋಡ್ (= ಸಂಪೂರ್ಣ ಕೋಡ್)
ପ୍ରକୃତ ଡାଟା ସ୍ଥାନାନ୍ତର ହାର |,ನಿಜವಾದ ಡೇಟಾ ವರ್ಗಾವಣೆ ದರ
ପ୍ରକୃତ ଦଶମିକ ବିନ୍ଦୁ |,ವಾಸ್ತವಿಕ ದಶಮಾಂಶ ಬಿಂದು
ପ୍ରକୃତ ନିର୍ଦ୍ଦେଶ (= ପ୍ରଭାବଶାଳୀ ନିର୍ଦ୍ଦେଶ),ನಿಜವಾದ ಸೂಚನೆ (= ಪರಿಣಾಮಕಾರಿ ಸೂಚನೆ)
ପ୍ରକୃତ ଚାବି |,ವಾಸ್ತವಿಕ ಕೀ
ପ୍ରକୃତ ସମୟ,ವಾಸ್ತವಿಕ ಸಮಯ
ପ୍ରକୃତ କାର୍ଯ୍ୟ ସମୟ,ನಿಜವಾದ ಕೆಲಸದ ಸಮಯ
କାର୍ଯ୍ୟକ୍ଷମ ସଙ୍କେତ,ಸಂಕೇತ
ଅନୁକେତ,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
ଆଡାପ୍ଟର,ಅಳವಡಗಾರ
ଆଡାପ୍ଟିଭ୍ ଚ୍ୟାନେଲ୍ ଆବଣ୍ଟନ |,ಹೊಂದಾಣಿಕೆಯ ಚಾನಲ್ ಹಂಚಿಕೆ
ଆଡାପ୍ଟିଭ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |,ಹೊಂದಾಣಿಕೆಯ ಏಕೀಕರಣ
ଆଡାପ୍ଟିଭ୍ ଟ୍ରାନ୍ସଭର୍ସାଲ୍ ସମାନତା |,ಅಡಾಪ್ಟಿವ್ ಟ್ರಾನ್ಸ್‌ವರ್ಸಲ್ ಈಕ್ವಲೈಜರ್
ପ୍ରବେଶ ଯୋଗ କରାଯାଇଛି |,ಪ್ರವೇಶವನ್ನು ಸೇರಿಸಲಾಗಿದೆ
ଯୋଡି,ಸೇರಿಸು
ଆଡର୍,ಸೇರಿಸುವವನು
ଆଡର୍ ସବଟ୍ରାକ୍ଟର |,ಸೇಡ್ ಸಬ್ಟ್ರಾಕ್ಟರ್
ଫାଇଲ୍ ଯୋଡନ୍ତୁ,ಕಡತವನ್ನು ಸೇರಿಸು
ଅତିରିକ୍ତ ଅକ୍ଷର (= ବିଶେଷ ଅକ୍ଷର),ಹೆಚ್ಚುವರಿ ಅಕ್ಷರ (= ವಿಶೇಷ ಅಕ್ಷರ)
ଯୋଗ ରେକର୍ଡ |,ಸೇರ್ಪಡೆ ರೆಕಾರ್ಡರ್
ଯୋଗ ଉପକରଣ,ಸೇರ್ಪಡೆ ಮೇಜು
ଯୋଗୀ ଗୁଣ,ಸಂಯೋಜಕ ಗುಣಲಕ್ಷಣ
ମୋଡ୍ ଯୋଡନ୍ତୁ,ಮೋಡ್ ಸೇರಿಸಿ
ଅପରେସନ୍ ଯୋଡନ୍ତୁ |,ಕಾರ್ಯಾಚರಣೆ ಸೇರಿಸಿ
ଠିକଣା,ಭಾಷಣ
ଠିକଣା ମାପ ମାପ |,ವಿಳಾಸದ ಅಳತೆ
ଠିକଣା ଯୋଗ୍ୟ ଭୂସମାନ୍ତର ସ୍ଥିତି |,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸಮತಲ ಸ್ಥಾನ
ଠିକଣା ଯୋଗ୍ୟ ବିନ୍ଦୁ |,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಬಿಂದು
ଠିକଣା ଯୋଗ୍ୟ ଅବସ୍ଥାନ |,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಥಾನ
ଠିକଣା ଯୋଗ୍ୟ ରେଜିଷ୍ଟର |,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ರಿಜಿಸ್ಟರ್
ଠିକଣା ଯୋଗ୍ୟ ଷ୍ଟୋରେଜ,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸಂಗ್ರಹಣೆ
ଠିକଣା ଭୂଲମ୍ବ ସ୍ଥିତି |,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಲಂಬ ಸ್ಥಾನ
ଠିକଣା ବସ୍,ವಿಳಾಸ ಬಸ್
ଠିକଣା କୋଡ୍,ವಿಳಾಸ ಕೋಡ್
ଠିକଣା ତୁଳସୀତି,ವಿಳಾಸ ಹೋಲಿಕೆದಾರ
ଠିକଣା ଗଣନା,ವಿಳಾಸ ಗಣನೆ
ସ୍ଥିର ଠିକଣା,ವಿಳಾಸ ಸ್ಥಿರ
ଠିକଣା କନଭର୍ସନ୍ |,ವಿಳಾಸ ಪರಿವರ್ತನೆ
ଠିକଣା ତଥ୍ୟ,ವಿಳಾಸ ಡೇಟಾ
ଠିକଣା ମେମୋରୀ |,ವಿಳಾಸ ಮೆಮೊರಿ
ଠିକଣା ପ୍ରଭାବଶାଳୀ |,ವಿಳಾಸ ಪರಿಣಾಮಕಾರಿ
ଠିକଣା କ୍ଷେତ୍ର,ವಿಳಾಸ ಕ್ಷೇತ್ರ
ଠିକଣା ଫର୍ମାଟ୍,ವಿಳಾಸ ಸ್ವರೂಪ
ଠିକଣା ମାଗଣା ପ୍ରୋଗ୍ରାମ୍ |,ವಿಳಾಸ ಉಚಿತ ಕಾರ್ಯಕ್ರಮ
ଠିକଣା,ಸಂಬೋಧಿಸುವುದು
"ଠିକଣା
 ବର୍ଣ୍ଣ","ಸಂಬೋಧಿಸುವುದು
 ಪಾತ್ರ"
ବାଧା ଠିକଣା,ಅಡಚಣೆಯನ್ನು ಉದ್ದೇಶಿಸಿ
ଲୁପ୍ ଠିକଣା,ವಿಳಾಸ ಲೂಪ್
ଭର୍ଚୁଆଲ୍ ମେମୋରୀ ଠିକଣା,ವರ್ಚುವಲ್ ಮೆಮೊರಿಯನ್ನು ಉದ್ದೇಶಿಸಿ
ଠିକଣା ଅନ୍ତରାପଳୀ,ವಿಳಾಸ ಇಂಟರ್ಲೇಟಿಂಗ್
ଠିକଣାହୀନ ନିର୍ଦ୍ଦେଶ ଫର୍ମାଟ୍ |,ವಿಳಾಸವಿಲ್ಲದ ಸೂಚನಾ ಸ್ವರೂಪ
ଠିକଣା ରେଖା,ವಿಳಾಸ ಸಾಲು
ଠିକଣା ମ୍ୟାପିଙ୍ଗ,ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್
ଠିକଣା ଚିହ୍ନ,ವಿಳಾಸ ಗುರುತು
ଠିକଣା ପରିବର୍ତ୍ତନ,ವಿಳಾಸ ಮಾರ್ಪಾಡು
ଠିକଣା ଅଂଶ,ವಿಳಾಸದ ಭಾಗ
ଠିକଣା ସୂଚକ,ವಿಳಾಸ ಪಾಯಿಂಟರ್
ଠିକଣା ରେଜିଷ୍ଟର |,ವಿಳಾಸ ನೋಂದಣಿ
ଠିକଣା ସଙ୍କେତ,ವಿಳಾಸ ಸಂಕೇತ
ଠିକଣା ଆକାର,ವಿಳಾಸದ ಗಾತ್ರ
ଠିକଣା ସ୍ଥାନ,ವಿಳಾಸ ಸ್ಥಳ
ଠିକଣା ସ୍ପେସ୍ ପରିଚାୟକ |,ವಿಳಾಸ ಬಾಹ್ಯಾಕಾಶ ಗುರುತಿಸುವಿಕೆ
ଠିକଣା ଷ୍ଟପ୍,ವಿಳಾಸ ನಿಲುಗಡೆ
ଠିକଣା ଚିହ୍ନ,ವಿಳಾಸ ಜಾಡಿನ
ଠିକଣା ଟ୍ରାକ୍,ವಿಳಾಸ ಟ್ರ್ಯಾಕ್
ଠିକଣା ଅନୁବାଦ,ವಿಳಾಸ ಅನುವಾದ
ଠିକଣା ଅନୁବାଦକ,ವಿಳಾಸ ಅನುವಾದಕ
ଯୋଡନ୍ତୁ-ସବଟ୍ରାକ୍ଟ ଟାଇମ୍ |,ಕಕ್ಸಚ್ಚುವಿಕೆಯನ್ನು ಸೇರಿಸಿ ಸಮಯ
ସମୟ ଯୋଡନ୍ତୁ |,ಸಮಯವನ್ನು ಸೇರಿಸಿ
ସଂଲଗ୍ନ,ಪಕ್ಕದ
ସଂଲଗ୍ନ structure ାଞ୍ଚା |,ಪಕ್ಕದ ರಚನೆ
ସଂଲଗ୍ନ ଚ୍ୟାନେଲ |,ಪಕ್ಕದ ಚಾನಲ್
ସଂଲଗ୍ନ ଡୋମେନ୍ |,ಪಕ್ಕದ ಡೊಮೇನ್
ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |,ಪಕ್ಕದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ସଂଲଗ୍ନ ନୋଡ୍ |,ಪಕ್ಕದ ನೋಡ್
ସଂଲଗ୍ନ ସୁବିରା |,ಪಕ್ಕದ ಸುಬೇರಿಯಾ
Adjone (ସିଷ୍ଟମ୍),ಹೊಂದಾಣಿಕೆ (ಸಿಸ್ಟಮ್)
ଆଡଜଷ୍ଟ କରନ୍ତୁ |,ಸರಿಹೊಂದಿಸು
ନିୟନ୍ତ୍ରିତ ପରିମାଣ,ಹೊಂದಾಣಿಕೆ ವ್ಯಾಪ್ತಿ
ପାଠ୍ୟ ମୋଡ୍ ଆଡଜଷ୍ଟ କରନ୍ତୁ |,ಪಠ್ಯ ಮೋಡ್ ಅನ್ನು ಹೊಂದಿಸಿ
ପ୍ରଶାସନିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,ಆಡಳಿತ ದತ್ತಾಂಶ ಸಂಸ್ಕರಣೆ
ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ,ಆಡಳಿತಾತ್ಮಕ ಕಾರ್ಯಾಚರಣೆ
ପ୍ରଶାସନିକ ଅପରେଟର |,ಆಡಳಿತಕಾರಕ
ପ୍ରଶାସନିକ ଅପରେଟର୍ ଷ୍ଟେସନ୍ |,ಆಡಳಿತ ನಿರ್ವಾಹಕ ಕೇಂದ್ರ
ପ୍ରଶାସନିକ ସମର୍ଥନ ସିଷ୍ଟମ୍ |,ಆಡಳಿತಾತ್ಮಕ ಬೆಂಬಲ ವ್ಯವಸ್ಥೆ
ଉନ୍ନତ ଯୋଗାଯୋଗ ସେବା |,ಸುಧಾರಿತ ಸಂವಹನ ಸೇವೆ
ଉନ୍ନତ ସୂଚନା ସିଷ୍ଟମ୍ |,ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ
ଅପ୍ଟିକାଲ୍ ବର୍ଣ୍ଣ ରିଡର୍ |,ಸುಧಾರಿತ ಆಪ್ಟಿಕಲ್ ಕ್ಯಾರೆಕ್ಟರ್ ರೀಡರ್
ଉନ୍ନତ ବ scientific ଜ୍ଞାନିକ କମ୍ପ୍ୟୁଟର |,ಸುಧಾರಿತ ವೈಜ್ಞಾನಿಕ ಕಂಪ್ಯೂಟರ್
ବାୟୁ,ವೈಮಾನಿಕ
ସମୁଦାୟ,ಒಟ್ಟು
ସମୁଦାୟ ଅଭିବ୍ୟକ୍ତି |,ಒಟ್ಟು ಅಭಿವ್ಯಕ್ತಿ
ଲକ୍ଷ୍ୟ ସର୍କଲ୍ |,ಗುರಿ ವೃತ್ತ
ଲକ୍ଷ୍ୟ କ୍ଷେତ୍ର (= ଲକ୍ଷ୍ୟ କରୁଥିବା ପ୍ରତୀକ),ಗುರಿ ಕ್ಷೇತ್ರ (= ಗುರಿ ಚಿಹ್ನೆ)
ଲକ୍ଷ୍ୟମୂଳକ ପ୍ରତୀକ,ಗುರಿ ಚಿಹ್ನೆ
ଏୟାରବୋର୍ନ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |,ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ
ବୀଜେବ୍ରିକ୍ ଇଗେନ୍ଭିଲ୍ ସମସ୍ୟା ସମସ୍ୟା |,ಬೀಜಗಣಿತ ಐಜೆನ್ವಾಲ್ಯು ಸಮಸ್ಯೆ
"ବ el ୍ଜନିକ୍ |
 ଏକୀକରଣ","ಬೀಜಗಣಿತದ
 ಏಕೀಕರಣ"
ବଗିଳିନିକ୍ ଭାଷା |,ಬೀಜಗಣಿತದ ಭಾಷೆ
ବୀଜେବ୍ରିକ୍ ମନିପୁଲେସନ୍ |,ಬೀಜಗಣಿತದ ಕುಶಲ
Algebric ମନିପୁଲେସନ୍ ଭାଷା |,ಬೀಜಗಣಿತದ ಕುಶಲ ಭಾಷೆ
ବୀଜେବ୍ରିକ୍ ଆଧାରିତ ଭାଷା |,ಬೀಜಗಣಿತ ಆಧಾರಿತ ಭಾಷೆ
ଆଲଜେବ୍ରିକ୍ ସିଫ୍ଟ |,ಬೀಜಗಣಿತದ ಶಿಫ್ಟ್
ଆଲଜେବ୍ରିକ୍ ଚିହ୍ନ ସମ୍ମିଳନୀ |,ಬೀಜಗಣಿತ ಚಿಹ್ನೆ ಸಮಾವೇಶ
ଆଲଗୋଲ୍ |,ಪಾಚಕ
ଆଲଗୋଲ ବ feature ଶିଷ୍ଟ୍ୟ |,ಆಲ್ಗೋಲ್ ವೈಶಿಷ್ಟ್ಯ
Algol ପ୍ରୋଗ୍ରାମିଂ |,ಅಲ್ಗೋಲ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ଆଲଗୋରିଦମ,ಅಲ್ಗಾರಿದಮ್
ଆଲଗୋରିଦମ ଆସୋସିଟିଭ୍ ଭାଷା |,ಅಲ್ಗಾರಿದಮ್ ಸಹಾಯಕ ಭಾಷೆ
ଆଲଗୋରିଦମ ବର୍ଗୀକରଣ |,ಅಲ್ಗಾರಿದಮ್ ವರ್ಗೀಕರಣ
ଆଲଗୋରିଦମ ଜଟିଳତା |,ಅಲ್ಗಾರಿದಮ್ ಸಂಕೀರ್ಣತೆ
ଆଲଗୋରିଦମ ଗଣନା |,ಅಲ್ಗಾರಿದಮ್ ಗಣನೀಯತೆ
ଆଲଗୋରିଥେମିକ୍ ବିଶ୍ଳେଷଣ |,ಕ್ರಮಾವಧಿಕ ವಿಶ್ಲೇಷಣೆ
ଆଲଗୋରିଥମିକ୍ ଆଭିମୁଖ୍ୟ |,ಕ್ರಮಾವಧಿಕ ವಿಧಾನ
ଆଲଗୋରିଥମିକ୍ ଭାଷା |,ಕ್ರಮಬದ್ಧ ಭಾಷೆ
ଆଲଗୋରିଥେମିକ୍ ରୁଟିନ୍ |,ಅಲ್ಗಾರಿದಮಿಕ್ ವಾಡಿಕೆಯ
ଆଲଗୋରିଥେମିକ୍ ସିଦ୍ଧାନ୍ତ |,ಕ್ರಮಾವಧಿಕ ಸಿದ್ಧಾಂತ
ଛଦ୍ମନାମ,ಅಲಿಯಾಸ್
ଛଦ୍ମନାମ,ಅಲಿಯಾಸೆ
ଛଦ୍ମନାମ ନାମ (= ​​ବିକଳ୍ପ ନାମ),ಅಲಿಯಾಸ್ ಹೆಸರು (= ಪರ್ಯಾಯ ಹೆಸರು)
ପରିଚାଳିତ,ಜೋಡಣೆ
ବଣ୍ଟନ କରନ୍ତୁ |,ನಿಯೋಜಿಸು
ଆବଣ୍ଟନ ସଂରଚନା |,ಹಂಚಿಕೆ ರಚನೆ
ସମସ୍ତ ଉଦ୍ଦେଶ୍ୟମୂଳକ କମ୍ପ୍ୟୁଟର |,ಎಲ್ಲಾ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ,ವರ್ಣಮಾಲೆಯ ಪಾತ್ರ
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ ସେଟ୍ |,ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರಗಳ ಸೆಟ್
ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସବ୍ |,ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ ಉಪವಿಭಾಗ
ବର୍ଣ୍ଣମାଳା କୋଡ୍,ವರ್ಣಮಾಲೆ ಸಂಕೇತ
ବର୍ଣ୍ଣମାଳା ଶିଫ୍ଟ |,ವರ್ಣಮಾಲೆ ಶಿಫ್ಟ್
ବର୍ଣ୍ଣମାଳା ଷ୍ଟ୍ରିଙ୍ଗ୍ |,ವರ್ಣಮಾಲೆಯ ದಾರ
ବର୍ଣ୍ଣମାଳା ଶବ୍ଦ,ವರ್ಣಮಾಲೆ ಪದ
ବର୍ଣ୍ଣମାଳା,ವರ್ಣಮಾಲೆ
ଆଲଫେମେଟ୍ରିକ୍ସ,ಆಲ್ಫೇಜೀಟ್ರಿಕ್ಸ್
ଆଲଫାମ୍,ಆಲ್ಫಾಮನ
ଆଲଫାମାସିକ୍ |,ವರ್ಣಮಾಲೆಯ
ବର୍ଣ୍ଣମାଳା,ವರ್ಣಮಾಲೆಯ
ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ ଉପକରଣ |,ಆಲ್ಫಾನ್ಯೂಮರಿಕಲ್ ಕೀಬೋರ್ಡ್ ಸಾಧನ
ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସେଟ୍ |,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಅಕ್ಷರ ಸೆಟ್
ବର୍ଣ୍ଣମାଳା କୋଡ୍,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡ್
ବର୍ଣ୍ଣମାଳା କୋଡେଡ୍ ଅକ୍ଷର ସେଟ୍ |,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡೆಡ್ ಅಕ್ಷರ ಸೆಟ್
ବର୍ଣ୍ଣମାଳା ତଥ୍ୟ |,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಡೇಟಾ
