Punjabi,Marathi
ਖੇਤੀਬਾਜੀਕਲ ਨੁਕਸ,अ‍ॅग्रोबायोलॉजिकल दोष
ਅਗਾਹੀਵੋਲੋਜੀ,कृषीशास्त्र
ਐਗ੍ਰੋਕਲਮੈਟਿਕ ਵਿਭਿੰਨਤਾ,अ‍ॅग्रोक्लिमॅटिक विविधता
ਅਗਰੋਕਲਮੈਟਿਕ ਜ਼ੋਨਿੰਗ,अ‍ॅग्रोक्लिमॅटिक झोनिंग
ਐਗਰੋਫੋਰੈਸਟਰੀ,अ‍ॅग्रोफोरेस्ट्री
ਖੇਤੀਬਾਜੀ,कृषीशास्त्र
ਖੇਤੀਬਾੜੀ,अ‍ॅग्रोनॉमी
ਐਗ੍ਰੋਪਾਸਟਰਲ,अ‍ॅग्रोपास्टोरल
ਸ਼ਿਕਾਰ,अ‍ॅग्रोप्रोसेसिंग
ਐਗਰੋਸਟੋਲੋਜੀ,अ‍ॅग्रोस्टोलॉजी
ਐਗਰੋਟਾਈਪ,अ‍ॅग्रोटाइप
ਏਅਰ ਪੌਦਾ,एअर प्लांट
ਅਕੀਓਚੀ ਮਿੱਟੀ,अकिओची माती
ਅਲਮੀਨੀਜ਼ਮ,अल्बिनिझम
ਐਲਫਿਸੋਲਸ,अल्फिसोल
ਐਲਗੀ,एकपेशीय वनस्पती
ਐਲਗਲ ਰੋਗ,अल्गल रोग
ਅਲਕਾਲੀ ਪਾਣੀ,अल्कली पाणी
ਐਲਕਲੀਨ,अल्कधर्मी
ਐਲੀਲੇ,अ‍ॅलेल
ਐਲਲੋਕਲਿਕਸ,Lel लोकेमिकल्स
ਅਲੇਲੋਮੋਰਫ,Lel लोमॉर्फ
ਅਲੇਲੋਪੈਥੀ,Lel लेलोपॅथी
ਐਲੀ ਫਸਲ,गल्ली पीक
ਅਲੋਕਰੇਪੀ,वाटप
ਆਲੋਗਮ,अ‍ॅलोगॅमी
ਐਲੋਮੈਟਰੀ,अ‍ॅलोमेट्री
ਐਲੋਪੋਲਾਈਵਲਾਈਡ,Ol लोपोलिपॉइड
ਐਲੋਸਮੈਨੈਪਸਿਸ (ਐਲੋਸਿਨੈਂਡਸਿਸ),Os लोसिनॅप्सिस (os लोसिंडेसिस)
ਵਿਕਲਪਿਕ ਬੇਅਰਿੰਗ,वैकल्पिक बेअरिंग
ਵਿਕਲਪੀ ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ,वैकल्पिक जमीन वापर
ਅੰਬੀਨਟ,सभोवतालचे
ਅਮਜੀਗਤ,Meliorant
ਅਮਿਤੋਸਿਸ,अमिटोसिस
ਅਮਿਨਾਜਾਈਜ਼,अमृत
ਅਨੁਮੋਧ,अमोनिफिकेशन
ਅਮੋਨੀਫਾਇਰ,अमोनिफायर
ਅਮੋਰਫ,अमॉर्फ
ਐਮਫੀਮਿਕਸਿਸ,अ‍ॅम्फिमिक्सिस
ਐਮਫੋਟੇਰਿਕ,अ‍ॅम्फोटेरिक
ਐਨਾਬੋਲਿਜ਼ਮ,अ‍ॅनाबोलिझम
ਅਨੀਰੋਬ,अनरोब
ਅਨੀਉਟਲੋਇਡ,Eneuploid
ਕੋਣ ਲਾਉਣਾ,कोन लागवड
ਪਸ਼ੂ ਪਾਲਣ,पशुसंवर्धन
ਪਸ਼ੂਆਂ ਤੋਂ ਇਨਕਾਰ ਕਰੋ,प्राणी नकार
Energy ਰਜਾ ਐਨੀਮੇਟ ਕਰੋ,एनिमेट एनर्जी
ਅਨੀਸੋਪਲੋਇਡ,एनिसोप्लॉइड
ਸਾਲਾਨਾ ਪੌਦਾ,वार्षिक वनस्पती
ਸਾਲਾਨਾ,वार्षिक
ਐਥੇਸਮਿਸ,अँथेसिस
ਐਂਥ੍ਰੈਕਸ,अँथ्रॅक्स
ਐਂਥ੍ਰੋਪੋਜਾਈਜਿਕ ਫੈਕਟਰ,मानववंशिक घटक
ਐਂਟੀਬਾਇਸਿਸ,प्रतिजैविक
ਐਂਟੀਬਾਇਓਟਿਕ,प्रतिजैविक
ਐਂਟੀਡੋਟਾ,प्रतिजैविक
ਐਂਟੀਆਕਸੀਡੈਂਟਸ,अँटीऑक्सिडेंट्स
Antitoxin,अँटीटॉक्सिन
ਐਨਾਬੁਲਸ,अ‍ॅनुलस
Aphid,Ph फिड
Apical ਮੁਕੁਲ,एपिकल अंकुर
ਏਪਿਕਲ ਦਬਦਬਾ,एपिकल वर्चस्व
Apsiculturuet (ਮਧੂ ਮੱਖੀ ਰੱਖਣ),एपिकल्चर (मधमाशी पाळणे)
ਅਪੋਮਿਕਸ,अपोमिक्सिस
ਅਪੋਪੋਟੋਸਿਸ,अ‍ॅपॉप्टोसिस
ਅੰਤਿਕਾ,परिशिष्ट
ਭੁੱਖ,भूक
ਲਾਗੂ ਕੀਤਾ,लागू
ਐਕੁਆਟਿਕ ਬੂਟੀ,जलीय तण
ਅਰਬੋਰੀਅਲ,आर्बोरियल
ਅਰਬਰਾਈਜ਼ੇਸ਼ਨ,आर्बोरायझेशन
ਏ ਆਰਚਿਓ-ਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ,आर्चीओ-बॉटॅनिकल रेकॉर्ड
ਖੇਤਰ ਦੇ ਅੰਕੜੇ,क्षेत्र आकडेवारी
ਖੇਤਰ,क्षेत्र
ਐੱਫ.ਡੀ.ਆਈ.,शुष्क इकोसिस्टम
ਅਰਿਲ,एरिल
ਖੁਸ਼ਬੂ,सुगंध
ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ,सुगंधित वनस्पती
ਖੁਸ਼ਬੂਦਾਰ ਚਾਵਲ,सुगंधित तांदूळ
ਐਰੋਇੰਗ,बाण
Espesisis,Asepsis
Sseptic,Se सेप्टिक
ਅਸਪਸ਼ਟ ਪ੍ਰਸਾਰ,अलौकिक प्रसार
ਅਨੀ,परख
ਸੰਪਤੀ,मालमत्ता
ਸਹਿਯੋਗ,आत्मसात
ਐਸੋਸੀਏਸ਼ਨ,असोसिएशन
ਤੂਫਾਨੀ,तुरट
ਅਸਟੀਪਿਸਿਸ,एसिनॅप्सिस
ਅਟਵੀਵਾਦ,अटाविझम
ਐਟੋਮਾਈਜ਼ਰ,अ‍ॅटोमायझर
ਸ਼ੋਸ਼ਣ,अ‍ॅट्रोफी
ਆਟੋਗ੍ਰਾਮ,ऑटोगॅमी
ਆਟੋਲਿਸਸਿਸ,ऑटोलिसिस
ਆਟੋਮਿਡੇਸ਼ਨ,ऑटोक्सिडेशन
ਆਟੋਪਲਿਪਲਾਈਡ,ऑटोपॉलिपॉइड
Auxins,ऑक्सिन
ਅੱਲ (ਬ੍ਰਿਸਟਲ),ओएन (ब्रिस्टल)
ਬਦਾਮ,बदाम
ਐਲੋ,कोरफड
ਅਮੈਸ਼ਨਥਸ,अमरॅन्थस
ਅਮਮੀ,अम्मी
ਅੰਜਨ ਘਾਹ,अंजान गवत
ਐਂਥਿਰੀਅਮ,अँथुरियम
"ਅੋਂਲਾ, ਇੰਡੀਅਨ ਕਰੌਦਾ","अणला, भारतीय हंसबेरी"
ਸੇਬ,Apple पल
ਖੜਮਾਨੀ,जर्दाळू
ਅਰਬੀਅਨ ਜੈਸਮੀਨ,अरबियन चमेली
ਅਰੇਕਾ ਗਿਰੀਦਾਰ,अरेका नट
ਅਰਜੁਨ,अर्जुन
ਓਡੋਏਟਿਡਾ,असफोएटिडा
ਸੁਆਹ,राख लबाडी
ਅਸ਼ੋਕ ਦਾ ਰੁੱਖ,अशोका वृक्ष
ਅਸ਼ਥਮਾ ਬੂਟੀ (ਯੂਫੋਰਬੀਆ),अश्थमा तण (युफोर्बिया)
ਐਸਪੈਰਾਗਸ,शतावरी
ਆਵਾਕੈਡੋ,एवोकॅडो
ਅਲਫਾਲਫਾ (LUSEREN),अल्फाल्फा (ल्युसर्न)
ਕੀੜੀਆਂ,मुंग्या
ਐਫੀਡਜ਼,Ph फिडस्
ਆਰਮੀ ਕੀੜੀ,आर्मी जंत
ਖੇਤੀਬਾੜੀ ਅਰਥਵਾਦੀ,कृषी अर्थशास्त्रज्ञ
ਖੇਤੀਬਾੜੀ ਵਿਸਤ੍ਰਿਤ,कृषी विस्तारवादी
ਖੇਤੀਬਾੜੀ ਵਿਗਿਆਨੀ,कृषी वैज्ञानिक
ਖੇਤੀਬਾੜੀ ਇੰਜੀਨੀਅਰ,कृषी अभियंता
ਅਗਾਹੀਵੌਇਲੋਜਿਸਟ,अ‍ॅग्रोबायोलॉजिस्ट
ਖੇਤੀਬਾਮੀ,कृषीशास्त्रज्ञ
ਅਸ਼ੋਲੀ,अ‍ॅग्रोफिसिकस्ट
ਜਾਨਵਰ ਬ੍ਰੀਡਰ,प्राणी ब्रीडर
ਬੇਸਿਲਸ ਵਾਇਰਸ,बॅसिलस विषाणू
ਬੈਸੀਲਸ,बॅसिलस
ਬੈਕਟੀਰੀਆ,जिवाणू
ਬੈਕਟੀਰੋਅਟੌਕਸਿਨ,बॅक्टेरियोटॉक्सिन
ਬੈਗਸ,बागसे
ਸੰਤੁਲਨ ਸ਼ੀਟ,शिल्लक पत्रक
ਸੰਤੁਲਿਤ ਖਾਦ,संतुलित फर्टिलायझेशन
ਬਾਰ ਡਾਇਗਰਾਮ,बार आकृती
ਸੱਕ,साल
ਬੈਰੋਮੀਟਰ,बॅरोमीटर
ਬੰਜਰ,वांझ
ਅਧਾਰ,पाया
ਬੇਸਿਨ,बेसिन
ਬਾਸਿਪਟਲ,बासिपेटल
ਬਾਸੈਸਟਰਨੀਮ,बासेस्टर्नम
ਬੇ ਮਾਨਸੂਨ,बे मॉन्सून
ਬੇਅਰਿੰਗ ਪੌਦਾ,बेअरिंग प्लांट
ਬਿਸਤਰੇ,बेड
ਬੇਡਰ,बेडर
ਬਿਸਤਰੇ,बेडिंग
ਬੀਟ ਗੁੜ,बीट गुळ
ਝੁਕੋ,धनुष्य
ਬੈਲਟ,बेल्ट
ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,लाभ-खर्च विश्लेषण
ਪੱਖਪਾਤੀ (ਸੈਂਲਿੰਗ),पक्षपाती (सॅम्पलिंग)
ਬਨੀਅਲ,द्विवार्षिक
ਬਿਨੀਮਾਇਲ,द्विपक्षीय
ਬਾਇਓਜੈਂਟ,बायोएजेन्ट
ਬਾਇਓਸੈਲਮੇਟ,बायोक्लीमेट
ਬਾਇਓਨੇਰਜੀ,बायोएनर्जी
ਬਯਨੋਮਿਕਸ,बायोनोमिक्स
ਬਾਇਓਰੇਟਰ,बायोरिएक्टर
ਬਾਇਓਸਪੇਅਰ,जीवशास्त्र
ਬਾਇਓਟਿਕ,बायोटिक
ਬਾਇਓਟਾਈਪ,बायोटाइप
ਲਿੰਗੀ,उभयलिंगी
ਬਲੈਂਚਿੰਗ,ब्लान्चिंग
ਧਮਾਕਾ,ब्लास्ट
ਮਿਸ਼ਰਣ,मिश्रण
ਝੁਲਸਣ,ब्लाइट
ਛਾਲੇ,फोड
ਨੀਲਾ ਇਨਕਲਾਬ,निळा क्रांती
ਤਲ ਗਰਮੀ ਚੈਂਬਰ,तळाशी उष्णता कक्ष
ਤਲ ਹੀਟ ਤਕਨੀਕ,तळाशी उष्णता तंत्र
ਬ੍ਰੈਨ,कोंडा
ਸ਼ਾਖਾ,शाखा
ਬ੍ਰੀਚਲੇਟ,शाखा
ਨਸਲ,प्रजनन
ਪ੍ਰਜਨਨ,प्रजनन
ਝਗੜਾ,ब्रिमिंग
ਬਰੂਦ,ब्रूड
ਉਭਰਦਾ,नवोदित
ਬਜਟ,अर्थसंकल्प
ਬਫਰ,बफर
ਬੱਲਬ,बल्ब
ਬੈਂਟ,बंट
ਉਪ-ਉਤਪਾਦ,उप-उत्पादन
ਬਾਬੂਬਦ ਬੱਬੀ,बाबुल बाभूळ
ਬੇਬੀ ਮੱਕੀ,बाळ कॉर्न
ਬਾਲ,बाईल
ਬਿਲ,बेली
ਬਾਲਸਮ,बाल्सम
ਬਾਂਸ,बांबू
ਕੇਲਾ,केळी
ਬੈਨੀਅਨ ਦਾ ਰੁੱਖ,वडाचे झाड
ਜੌ,बार्ली
ਬਾਰਨੀਅਰ ਬਾਜਰੇ,धान्याचे कोठार मिलेट
ਤੁਲਸੀ,तुळस
ਬਾਸਟਰਡ ਸੀਡਰ,बस्टर्ड सिडर
ਬਾਸਟਰਡ ਮਾਈਰੋਬੇਲਾ,बस्टार्ड मायरोबालन
Bauhinia,बौहिनिया
ਬੇ ਬੇਰੀ,बे बेरी
ਬੀਨ,बीन
ਚੁਕੰਦਰ,बीट
ਬੇਲਾਡੋਨਾ,बेलॅडोना
ਬੇਰ,बेर
ਸੋਰਸਮ,Berseem
ਸੁਪਾਰੀ,सुपारी
ਬਿਲੀਮਬੀ,बिलीमबी
ਕੌੜਾ ਬੈਰ,कारले
ਕਾਲਾ ਗ੍ਰਾਮ,काळा हरभरा
ਕਾਲੀ ਨਾਈਟਸੈਡ,ब्लॅक नाईटशेड
ਬੌਗੇਨਵਿਲੇਸਾ,बोगेनविले
ਬੋਤਲ ਬੁਰਸ਼,बाटली ब्रश
ਬੋਤਲ ਬਘਿਆੜ,दुधीभोपळा
ਬਾਕਸ ਲੜੀ,बॉक्स ट्री
ਬਰੈੱਡ ਫਲਾਂ,ब्रेड फळ
ਵਿਆਹ ਦੀ ਨਿੰਬੂ,ब्राइडल क्रिपर
ਬ੍ਰਿੰਜਲ,वांगे
ਬ੍ਰੌਡ ਬੀਨ,ब्रॉड बीन
ਬ੍ਰੋ CC ਓਲਿ,ब्रोकोली
ਬ੍ਰਸੇਸਲ ਦਾ ਫੁੱਟ,ब्रुसेलचा अंकुर
ਬੱਕਵੈਟ,बकव्हीट
ਬੁਟੀਆ,बुटिया
ਬੈਂਡਿਕੋਟ,बॅन्डिकूट
ਰਿੱਛ,अस्वल
ਬੀਟਲ,बीटल
ਛਾਲੇ ਬੀਟਲ,ब्लिस्टर बीटल
ਨੀਲਾ ਬੁੱਲ,निळा बैल
ਬੁਲ ਕੀੜਾ,बोल वर्म
ਬਟਰਫਲਾਈ,फुलपाखरू
ਜੀਵਾਣੂ-ਵਿਗਿਆਨੀ,बॅक्टेरियोलॉजिस्ट
ਬਾਇਓਕੈਮਿਸਟ,बायोकेमिस्ट
ਜੀਵ ਵਿਗਿਆਨੀ,जीवशास्त्रज्ञ
ਬਾਇਓਟੈਕਨੋਲੋਜਿਸਟ,बायोटेक्नॉलॉजिस्ट
ਬੋਟੈਨਿਸਟ,वनस्पतिशास्त्रज्ञ
ਸੀ ਨਮੀ ਦੇ ਗੁਣ,सी ओलावा वैशिष्ट्यपूर्ण वक्र
ਕੇਕ,केक
ਕੈਲਕਿਸ,कॅल्केरियस
ਕੈਲਸੀਫਿਕੇਸ਼ਨ,कॅल्सीफिकेशन
ਫਾਸਫੇਟ ਦਾ ਹਿਸਾਬ,फॉस्फेटचे कॅल्किनेशन
ਕਲੇਸ਼,कॉलिटी
ਕਾਲਸ,कॉलस
ਕੈਲੀਕਸ,कॅलेक्स
ਕੈਲੀਕਸ-ਐਂਡ,कॅलेक्स-एंड
ਕੈਮਬੀਅਮ,कॅम्बियम
ਕੈਨਕਰ,कॅंकर
ਕੈਨਿੰਗ,कॅनिंग
ਕੈਨੋਪੀ,छत
ਪੂੰਜੀ,भांडवल
ਕੈਪਟੇਸ਼ਨ,केप्रीफिकेशन
ਕੈਪਸੂਲ,कॅप्सूल
ਕਾਰਬੋਨੇਟਡ,कार्बोनेटेड
ਕਾਰਬੋਨਾਈਜ਼ੇਸ਼ਨ,कार्बनायझेशन
ਕਾਰਪਲ,कार्पेल
ਕਾਰਪਸ,कार्पस
ਕਾਸਟਿੰਗ,कास्टिंग
ਕੈਟਾਬੋਲਿਜ਼ਮ,कॅटाबोलिझम
ਉਤਪ੍ਰੇਸਿਆ,कॅटॅलिसिस
ਕੇਟਰਪਿਲਰ,सुरवंट
ਸੀ-ਡੀ ਐਨ ਏ ਲਾਇਬ੍ਰੇਰੀ,सी-डीएनए लायब्ररी
ਛੱਤ,कमाल मर्यादा
ਸੈੱਲ,सेल
ਕੇਂਦਰੀ ਲੀਡਰ ਸਿਸਟਮ,केंद्रीय नेता प्रणाली
ਕੇਂਦਰਿਤ,सेंट्रिक
ਸੈਂਟਰਿਫੁਗਾਸ਼ਨ,सेंट्रीफ्यूगेशन
ਸੈਂਟਰਿਫਿ ize ਜ,सेंट्रीफ्यूज
ਸੈਂਟਰਿਓਲ,सेंट्रीओल
CentRogenic,सेंट्रोजेनिक
ਸੈਂਟੀਗਨੌਜ਼,केंद्रीत
ਚੱਕਰ,Cercus
ਅਨਾਜ,अन्नधान्य
ਸਰਟੀਫਿਕੇਸ਼ਨ,प्रमाणपत्र
ਪ੍ਰਮਾਣਿਤ ਬੀਜ,प्रमाणित बियाणे
ਤੂਫਾਨ,चाफ
ਚਮਜ਼ਾ,चालझा
ਮੈਕੌਟ੍ਰੋਜ਼ਿਜ਼ਮ,केमोट्रोपिझम
ਚਿਆਸਮਾ,चियास्मा
ਚਿਲਿੰਗ ਘੰਟੇ,शीतकरण तास
ਸੱਟ ਲੱਗ ਰਹੀ ਸੱਟ,शीतकरण इजा
Chimera,चिमेरा
ਚਲੋਟਰੈਠੀ,क्लोरॅन्थी
ਕਲੋਰੋਫਿਲ,क्लोरोफिल
ਕਲੋਰੋਸਿਸ,क्लोरोसिस
ਕਲੋਰੋਲੋਜੀ,क्लोरोलॉजी
Chrimindidd,क्रोमॅटिड
ਕ੍ਰੋਮੈਟਿਨ,क्रोमॅटिन
ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ,क्रोमॅटोग्राफी
ਕ੍ਰੋਮੈਟੋਲਸਿਸ,क्रोमॅटोलिसिस
ਕ੍ਰੋਮੋਸੀਸਟਰ,क्रोमोसेन्ट्रे
ਕ੍ਰੋਮੋਜੇਨੇਸਿਸ,क्रोमोजेनेसिस
ਕ੍ਰੋਮੋਪ੍ਰੋਟੀਨ,क्रोमोप्रोटीन
ਕ੍ਰੋਮੋਸੋਮ,क्रोमोसोम
ਦੀਰਘ,जुनाट
ਸਾਇੰਗ,सिट्रेंज
ਕਲੇਡਡ,क्लेडोड
ਵਰਗੀਕਰਣ,वर्गीकरण
ਮਿੱਟੀ,क्ले
ਸਫਾਈ,स्वच्छता
ਕਲੇਰਿਸਟਾਗਮੀ,क्लीस्टोगॅमी
ਜਲਦਬਾਜ਼ੀ ਦਾ ਫਲ,क्लायमॅक्टेरिक फळ
ਮੌਸਮ,हवामान
ਜਲਵਾਯੂ,हवामानशास्त्र
ਕਲੀਪਰ,क्लिपर
ਕਲੋਡ,क्लॉड
ਕਲੋਨ,क्लोन
ਬੱਦਲ,ढग
ਕਲੰਪ,गठ्ठा
ਕਲੱਸਟਰ,क्लस्टर
ਮੋਟੇ,खडबडीत
ਕੋਟ (ਬੀਜ),कोट (बियाणे)
ਕੋਕੂਨ,कोकून
ਸਿੱਕੇ,कोएन्झाइम
ਏਕਤਾ,एकत्रीकरण
ਕੋਇਰ,कॉर
ਕੋਲੀੋਰਿਹਿਜ਼ਾ,कोलोरिझा
ਕਾਲਰ,कॉलर
ਕੋਲੋਇਡ (ਮਿੱਟੀ),कोलोइड (माती)
ਕੋਲਮੂਲਾ,कोलंबेला
ਕਾਲਮ,स्तंभ
ਰਿਮੈਂਸੀਵਾਦ,Comensalism
ਵਪਾਰਕ ਬੈਂਕ,व्यावसायिक बँक
ਕਮੋਡਿਟੀ,वस्तू
ਕਮਿ Community ਨਿਟੀ,समुदाय
ਸੰਕੁਚਨ (ਮਿੱਟੀ ਦਾ),कॉम्पॅक्शन (मातीची)
ਅਨੁਕੂਲਤਾ,सुसंगतता
ਅਨੁਕੂਲਤਾ,सुसंगतता
ਮੁਆਵਜ਼ਾ,भरपाई
ਮੁਕਾਬਲੇਬਾਜ਼ੀ ਨਾਲ ਗੱਲਬਾਤ,स्पर्धात्मक संवाद
ਪੂਰਕ ਫਸਲ,पूरक पीक
ਗੁੰਝਲਦਾਰ,कॉम्प्लेक्स
ਭਾਗ,घटक
ਰਚਨਾ,रचना
ਖਾਦ,कंपोस्ट
ਮਿਸ਼ਰਿਤ ਦਿਲਚਸਪੀ,चक्रवाढ व्याज
ਗਣਨਾ,गणना
ਕੰਪਿ computer ਟਰ,संगणक
ਧਿਆਨ ਟਿਕਾਉਣਾ,एकाग्रता
ਕੰਡੀਸ਼ਨਰ,कंडिशनर
ਚਾਲ-ਚਲਣ,आवाहन
ਕੌਨਫਿਗਰੇਸ਼ਨ,कॉन्फिगरेशन
ਅਨੁਕੂਲਤਾ,अनुरूपता
ਉਲਝਣ,गोंधळात टाकणारे
ਸੰਜੋਗ,संयोजन
ਕੁਨੈਕਟਿਵ,संयोजी
ਸੰਭਾਲ,संवर्धन
ਇਕਜੁੱਟ,एकत्रीकरण
ਹਲਕੇ,घटक
ਖਪਤਕਾਰ,ग्राहक
ਖਪਤ,वापर
ਗੰਦਗੀ,दूषित
ਕੋਟੌਰ ਲਾਉਣਾ,समोच्च लागवड
ਸਮਾਲ,समोच्च
ਇਕਰਾਰਨਾਮਾ ਖੇਤੀ,कॉन्ट्रॅक्ट शेती
ਨਿਯੰਤਰਿਤ ਸਟੋਰੇਜ,नियंत्रित स्टोरेज
ਸਹਿਕਾਰਤਾ ਵਾਲਾ ਬੈਂਕ,सहकारी बँक
ਸਹਿਕਾਰਤਾ,सहकारी
ਕਾੱਪੀਸ,कॉपिस
ਕੋਰਮ,कॉर्म
ਕੋਰੋਲਾ,कोरोला
ਕੋਰਟੇਕਸ,कॉर्टेक्स
ਲਾਗਤ,किंमत
ਕੋਟੀਲਡਨ (ਬੀਜ),कॉटिलेडन (बियाणे)
ਕਰੈਡਿਟ ਸੁਸਾਇਟੀ,क्रेडिट सोसायटी
ਕ੍ਰੈਡਿਟ,पत
ਲੈਣਦਾਰ,लेखादार
ਕਰੈਸਟ,माथा
Crinkle,Rickly
ਸੰਕਟ,संकट
ਮਾਪਦੰਡ,निकष
ਆਲੋਚਨਾਤਮਕ,गंभीर
ਫਸਲੀ ਬੀਮਾ,पीक विमा
ਫਸਲ ਲੋਨ,पीक कर्ज
ਫਸਲ,पीक
ਕਰੂਪਿੰਗ ਖੇਤਰ,पीक क्षेत्र
ਕਰਾਸ-ਅਨੁਕੂਲ,क्रॉस-इनकॉम्पॅन्सिबल
ਤਾਜ (ਪੌਦਾ),मुकुट (वनस्पती)
ਟੁਕੜਾ,क्रंब
ਛਾਲੇ,कवच
ਕ੍ਰਿਪਟੌਗਮ,क्रिप्टोगॅम
ਕੂਲ (ਫਲ),कुल (फळे)
ਕੂਲਮ,कुल्म
ਕਾਸ਼ਤਕਾਰ,लागवड
ਕਾਸ਼ਤ,लागवड
ਕਾਸ਼ਤਕਾਰ,लागवड करणारा
ਸਭਿਆਚਾਰ,संस्कृती
ਕਰਿੰਗ,उपचार
ਕਰਲਿੰਗ,कर्लिंग
ਮੁਦਰਾ,चलन
ਕਟੀਲ,क्यूटिकल
ਕੱਟਣਾ,कटिंग
ਗੱਠ,गळू
Cytochromo,साइटोक्रोम
ਸਾਈਨੋਗਮੀ,सायटोगामी
Cytegeenesis,सायटोजेनेसिस
ਸਾਇਟਾਈਜਨੇਟਿਕ,सायटोजेनेटिक्स
ਸਾਇਟੋਕਿਨੇਸਿਸ,सायटोकिनेसिस
ਸਾਇਟੋਲੋਜੀ,सायटोलॉजी
ਸਾਈਂਟਾਈਸਿਸ,सायटोलिसिस
ਸਾਇਟੋਮਰੇ,सायटोमेरे
ਸਾਇਟੋਪਲਾਜ਼ਮ,साइटोप्लाझम
ਪੱਤਾਗੋਭੀ,कोबी
