Malayalam,Odiya
അഭിസംബോധന ചെയ്ത മെമ്മറി,ଠିକଣା ସ୍ମୃତି
അഭിസംബോധന,ଠିକଣା
പര്യാപ്തത മാനദണ്ഡം,ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ
അനുബന്ധം,ଯୋଗ
ഭരണകൂടം,ପ୍ରଶାସନ
കാര്യനിർവാഹകൻ,ପ୍ରଶାସକ
അഡോബ് അക്രോബാറ്റ്,ଆଡୋବ ଆକ୍ରୋବାଟ୍ |
അഡോബ് ഫോട്ടോഷോപ്പ്,ଆଡୋବ ଫଟୋଶପ୍ |
അഡ്വാൻസ് ബിസിനസ് ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് (ABAP),ଆଡଭାନ୍ସ ବ୍ୟବସାୟ ଆବେଦନ ପ୍ରୋଗ୍ରାମିଂ (ABAP)
വിപുലമായ ഡാറ്റ,ଉନ୍ନତ ତଥ୍ୟ
വിപുലമായ വിവര സംവിധാനം,ଉନ୍ନତ ସୂଚନା ପ୍ରଣାଳୀ |
നൂതന സാങ്കേതികവിദ്യ (AT),ଉନ୍ନତ ଜ୍ଞାନକ technology ଶଳ (AT)
ഏജന്റ്,ଏଜେଣ୍ଟ
സമാഹരണം,ଏକୀକରଣ
വായുവിലൂടെയുള്ള കമ്പ്യൂട്ടർ സംവിധാനം,ବାୟୁବାହୀ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |
ആൽഡസ് പേജ് മേക്കർ,aldus ପୃଷ୍ଠା ନିର୍ମାତା |
മുന്നറിയിപ്പ് ബോക്സ്,ଆଲର୍ଟ ବାକ୍ସ
ആൽഗോൾ,ଆଲଗୋଲ୍
അൽഗോരിതം,ଆଲଗୋରିଦମ |
അൽഗോരിതം വിശകലനം,ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ |
അൽഗോരിതം കാര്യക്ഷമത,ଆଲଗୋରିଦମ ଦକ୍ଷତା |
അപരനാമം,ଛଦ୍ମନାମ
വിന്യാസം,ଶ୍ରେଣୀବଦ୍ଧତା |
വിഹിതം,ଆବଣ୍ଟନ
അക്ഷരമാലാക്രമം,ବର୍ଣ୍ଣାନୁକ୍ରମିକ
ആൽഫാന്യൂമെറിക്,ବର୍ଣ୍ଣମାଳା
ആൽഫാന്യൂമെറിക് കീ ബോർഡ്,ବର୍ଣ୍ଣମାଳା କି ବୋର୍ଡ |
ആൽഫ-ടെസ്റ്റ്,ଆଲଫା-ପରୀକ୍ଷା
ആൽഫ പതിപ്പ്,ଆଲଫା-ସଂସ୍କରଣ |
alt കീ,alt କି
അൾട്ടാവിസ്റ്റ,altavista
അവ്യക്തത,ଅସ୍ପଷ୍ଟତା |
അവ്യക്തമായ വ്യാകരണം,ଅସ୍ପଷ୍ଟ ବ୍ୟାକରଣ
അമേരിക്കൻ നാഷണൽ സ്റ്റാൻഡേർഡ് ഇൻസ്റ്റിറ്റ്യൂട്ട് (ANSI),ଆମେରିକୀୟ ଜାତୀୟ ମାନକ ପ୍ରତିଷ୍ଠାନ (ANSI)
അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ് ഫോർ ഇൻഫർമേഷൻ ഇന്റർചേഞ്ച് (ASCII),ସୂଚନା ଆଦାନ ପ୍ରଦାନ ପାଇଁ ଆମେରିକୀୟ ଷ୍ଟାଣ୍ଡାର୍ଡ କୋଡ୍ (ASCII)
അനലോഗ്,analog
അനലോഗ് കമ്പ്യൂട്ടർ,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
അനലോഗ് ഉപകരണം,analog ଉପକରଣ
അനലോഗ് മോഡം,ଆନାଗଲ୍ ମୋଡେମ୍ |
അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ (ADC),ଡିଜିଟାଲ୍ କନଭର୍ଟର (ADC)
ഒപ്പം,ଏବଂ
കൂടാതെ സർക്യൂട്ട്,ଏବଂ ସର୍କିଟ |
ഒപ്പം ഗേറ്റും,ଏବଂ ଫାଟକ |
കൂടാതെ പ്രവർത്തനമല്ല (ഒഴിവാക്കൽ),ଏବଂ ଅପରେସନ୍ ନୁହେଁ (ବହିଷ୍କାର)
ആനിമേഷൻ,ଆନିମେସନ୍
വ്യാഖ്യാനം,ଟିପ୍ପଣୀ
അപാകത,ଅନୋମାଲିୟା |
മുൻഗാമി,ପ୍ରାଚୀନ
മുൻകൂർ പേജിംഗ്,ଆଶାକର୍ମୀ ପେଜିଂ |
വിരുദ്ധ സമമിതി,ଆଣ୍ଟି-ସିମେଟ୍ରିକ୍ |
ആന്റിവൈറസ് പ്രോഗ്രാം,ଆଣ୍ଟିଭାଇରସ୍ ପ୍ରୋଗ୍ରାମ୍ |
ആപ്ലെറ്റ്,ଆପଲେଟ୍
ആപ്ലിക്കേഷൻ ഡെവലപ്പർ,ପ୍ରୟୋଗ ବିକାଶକାରୀ
ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്,ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ
ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API),ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API)
ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ,ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍
ബാധകമായ ഭാഷ,ପ୍ରୟୋଗ ଭାଷା |
ഏകദേശ സിദ്ധാന്തം,ଆନୁମାନିକ ତତ୍ତ୍। |
വാസ്തുവിദ്യ,ସ୍ଥାପତ୍ୟ
ഏരിയ കൈമാറ്റം,କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର |
വാദം,ଯୁକ୍ତି
"ഗണിത, യുക്തി യൂണിറ്റ്",ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |
ഗണിത പരിശോധന,ଗାଣିତିକ ଯାଞ୍ଚ |
ഗണിത സ്ഥിരാങ്കം,ଗାଣିତିକ ସ୍ଥିର |
ഗണിത ഡാറ്റ,ଗାଣିତିକ ତଥ୍ୟ
ഗണിത നിർദ്ദേശം,ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ
ഗണിതവും യുക്തിയും യൂണിറ്റ് (ALU),ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ (ALU)
അർപാനെറ്റ്,ARPANET
അറേ,ଆରେ
അറേ കാഷെ,ଆରେ କ୍ୟାଚ୍
അറേ കമ്പ്യൂട്ടർ,ଆରେ କମ୍ପ୍ୟୁଟର |
അറേ ഘടകം,ଆରେ ଉପାଦାନ |
അറേ പേര്,ଆରେ ନାମ
അറേ പ്രോസസർ,ଆରେ ସଞ୍ଚାଳକ
അമ്പടയാള കീകൾ,ତୀର କିଗୁଡ଼ିକ
ഉച്ചാരണം,ଆର୍ଟିକିଲେସନ୍
ആർട്ടിക്കുലേഷൻ പോയിന്റ്,ଆର୍ଟିକ୍ୟୁଲେସନ୍ ପଏଣ୍ଟ |
കൃത്രിമ കോംപാക്ഷൻ,କୃତ୍ରିମ ସଙ୍କୋଚନ |
കൃത്രിമ നിയന്ത്രണം,କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |
നിർമ്മിത ബുദ്ധി,କୃତ୍ରିମ ବୁଦ୍ଧି
ആരോഹണം,ଆରୋହଣ
ആരോഹണ തരം,ଆରୋହଣ କ୍ରମ
ASCII ബെറ്റിക്കൽ ഓർഡർ,ASCII ବେଟିକାଲ୍ କ୍ରମ |
ASCII നിയന്ത്രണ പ്രതീകം,ASCII ନିୟନ୍ତ୍ରଣ ବର୍ଣ୍ଣ |
ASCII ഫയൽ,ASCII ଫାଇଲ୍ |
ASCII ഫോണ്ട്,ASCII ଫଣ୍ଟ |
ASCII കൈമാറ്റം,ASCII ସ୍ଥାନାନ୍ତର |
വീക്ഷണാനുപാതം,ଆନୁମାନିକ ଅନୁପାତ
എ.എസ്.പി.ഐ,ASPI
ASR ടൈമർ,ASR ଟାଇମର୍ |
കൂട്ടിച്ചേർക്കുക,ଏକତ୍ର ହୁଅ
അസംബ്ലർ,ଏକତ୍ରକାରୀ
അസംബ്ലി,ସଭା
അസംബ്ലി ഭാഷ,ସଭା ଭାଷା |
അവകാശവാദം,ଧାରଣା
നിയമനം,ଆସାଇନମେଣ୍ଟ
അസോസിയേഷൻ,ସଙ୍ଗଠନ
അനുബന്ധ വിലാസം,ସହଯୋଗୀ ଠିକଣା
അനുബന്ധ മെമ്മറി,ସହଯୋଗୀ ସ୍ମୃତି
ആസ്റ്ററിക്,ନକ୍ଷତ୍ର
അസമമായ,ଅସୀମିତ |
അസമന്വിത,ଅସନ୍ତୁଳିତ |
അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL),ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL)
അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM),ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM)
അസമന്വിത കൈമാറ്റം,ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |
അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം),ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍)
ആറ്റം,ପରମାଣୁ
അറ്റാച്ചുചെയ്ത പ്രമാണം,ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |
അറ്റാച്ചുചെയ്ത ഫയൽ,ସଂଲଗ୍ନ ଫାଇଲ୍ |
ബന്ധം,ସଂଲଗ୍ନ
ആട്രിബ്യൂട്ട്,ଗୁଣ
ഓഡിയോ,ଅଡିଓ
ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്,ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |
ഓഡിറ്റ് ട്രയൽ,ଅଡିଟ୍ ଟ୍ରେଲ୍ |
വർദ്ധിപ്പിക്കൽ,ବୃଦ୍ଧି
പ്രാമാണീകരണ പ്രോട്ടോക്കോൾ,ପ୍ରାମାଣିକିକରଣ ପ୍ରୋଟୋକଲ୍ |
എഴുത്ത് സംവിധാനം,ଲେଖକ ପ୍ରଣାଳୀ
അംഗീകാരം,ପ୍ରାଧିକରଣ
യാന്ത്രിക സംഗ്രഹം,ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |
ഓട്ടോബൂട്ടിംഗ്,ଅଟୋବୋଟିଂ
ഓട്ടോകാഡ്,ଅଟୋକ୍ୟାଡ୍ |
ഓട്ടോലോഗ് ഓൺ,ଅଟୋଲୋଜି ଅନ୍
ഓട്ടോമാറ്റ,ଅଟୋମେଟା |
ഓട്ടോമാറ്റ സിദ്ധാന്തം,ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |
ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടിംഗ്,ସ୍ୱୟଂଚାଳିତ ଗଣନା
ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്,ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
യാന്ത്രിക പിശക് തിരുത്തൽ,ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |
യാന്ത്രിക പ്രവർത്തനം,ସ୍ୱୟଂଚାଳିତ କାର୍ଯ୍ୟ
ഓട്ടോമാറ്റിക് ഇൻഡെക്സിംഗ്,ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ |
ഓട്ടോമാറ്റിക് ലൈബ്രറി കോൾ,ସ୍ୱୟଂଚାଳିତ ଲାଇବ୍ରେରୀ କଲ୍ |
ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്,ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |
യാന്ത്രിക വീണ്ടെടുക്കൽ പ്രോഗ്രാം,ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |
യാന്ത്രിക ദിനചര്യ,ସ୍ୱୟଂଚାଳିତ ରୁଟିନ୍ |
ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ,ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର
ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീൻ (എടിഎം),ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍)
ഓട്ടോമേഷൻ,ସ୍ୱୟଂଚାଳିତ
ഓട്ടോപ്ലേ,ସ୍ଵତଃ ଚଳିତ
സ്വയം സംരക്ഷിക്കുക,ଅଟୋସେଭ୍ |
സഹായകമായ,ସହାୟକକାରୀ
സഹായ മെമ്മറി,ସହାୟକ ସ୍ମୃତି
സഹായ സംഭരണം,ସହାୟକ ଷ୍ଟୋରେଜ୍
ലഭ്യമായ പട്ടിക,ଉପଲବ୍ଧ ତାଲିକା |
ലഭ്യമായ സമയം,ଉପଲବ୍ଧ ସମୟ |
ശരാശരി,ହାରାହାରି
awk (ഭാഷ),awk (ଭାଷା)
പിൻഭാഗം,ବ୍ୟାକେଣ୍ଡ୍ |
ബാക്കെൻഡ് പ്രോസസർ,ବ୍ୟାକେଣ୍ଡ୍ ସଞ୍ଚାଳକ |
ബാക്ക്ഫേസ് നീക്കം,ବ୍ୟାକଫେସ୍ ଅପସାରଣ |
പശ്ചാത്തല പ്രോസസ്സിംഗ്,ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |
ബാക്കിംഗ് സ്റ്റോർ,ବ୍ୟାକିଂ ଷ୍ଟୋର |
ബാക്ക്പാച്ചിംഗ്,ବ୍ୟାକପ୍ୟାଚ୍
ബാക്ക്സ്പേസ്,ବ୍ୟାକସ୍ପେସ୍ |
ബാക്ക്ട്രാക്കിംഗ്,ବ୍ୟାକଟ୍ରାକ୍
ബാക്ക്-അപ്പ്,ବ୍ୟାକ୍ ଅପ୍ |
ബാക്കപ്പ് മെമ്മറി,ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |
പിന്നോട്ട് പിശക് വീണ്ടെടുക്കൽ,ପଛୁଆ ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର
ബാലൻസ് ഷീറ്റ്,ତୂଳନା ପତ୍ର
ബാൻഡ്,ବ୍ୟାଣ୍ଡ
ബാൻഡ് വീതി,ବ୍ୟାଣ୍ଡ ଓସାର |
ബാങ്കറുടെ അൽഗോരിതം,ବ୍ୟାଙ୍କର ଆଲଗୋରିଦମ |
ബാർ കോഡ്,ବାର୍ କୋଡ୍
ബാർ കോഡ് സ്കാനർ,ବାର୍ କୋଡ୍ ସ୍କାନର୍ |
ബാർ ഗ്രാഫ്,ବାର୍ ଗ୍ରାଫ୍ |
അടിസ്ഥാന വിലാസം,ମୂଳ ଠିକଣା
അടിസ്ഥാന ബാൻഡ്,ବେସ୍ ବ୍ୟାଣ୍ଡ |
അടിസ്ഥാന നമ്പർ,ଆଧାର ସଂଖ୍ୟା
അടിസ്ഥാന പട്ടിക,ଆଧାର ଟେବୁଲ୍ |
അടിസ്ഥാനം,ବେସିକ୍ |
അടിസ്ഥാന നിയന്ത്രണം,ମ basic ଳିକ ନିୟନ୍ତ୍ରଣ |
അടിസ്ഥാന ഇൻപുട്ട്,ମ basic ଳିକ ଇନପୁଟ୍ |
അടിസ്ഥാന നിർദ്ദേശം,ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ
അടിസ്ഥാന ഔട്ട്പുട്ട്,ମ basic ଳିକ ଆଉଟପୁଟ୍
അടിസ്ഥാന ഘട്ടം,ମ basic ଳିକ ପଦକ୍ଷେପ |
ബാച്ച്,ବ୍ୟାଚ୍
ബാച്ച് ഫയൽ,ବ୍ୟାଚ୍ ଫାଇଲ୍ |
ബാച്ച് സ്ഥാനം,ବ୍ୟାଚ୍ ସ୍ଥିତି |
ബാച്ച് പ്രോസസ്സിംഗ്,ବ୍ୟାଚ୍ ପ୍ରକ୍ରିୟାକରଣ |
ബാച്ച് സിസ്റ്റം,ବ୍ୟାଚ୍ ସିଷ୍ଟମ୍ |
ബൗഡ്,baud
ബാഡ് നിരക്ക്,ବାଉଡ୍ ହାର
ബീം,ବିମ୍
ബെഞ്ച്മാർക്ക്,ମାନଦଣ୍ଡ
ദ്വിദിശ ആശയവിനിമയം,ଦ୍ୱି-ଦିଗୀୟ ଯୋଗାଯୋଗ |
ദ്വിദിശ ലിങ്ക്,ଦ୍ୱି-ଦିଗୀୟ ଲିଙ୍କ୍ |
ബൈനറി കോഡ്,ବାଇନାରୀ କୋଡ୍ |
ബൈനറി അക്കം,ବାଇନାରୀ ଅଙ୍କ
ബൈനറി ഇൻപുട്ട് ഔട്ട്പുട്ട് സിസ്റ്റം (BIOS),ବାଇନାରୀ ଇନପୁଟ୍ ଆଉଟପୁଟ୍ ସିଷ୍ଟମ୍ (BIOS)
ബൈനറി നമ്പർ,ବାଇନାରୀ ସଂଖ୍ୟା
ബൈനറി ഓപ്പറേറ്റർ,ବାଇନାରୀ ଅପରେଟର୍ |
ബൈനറി ബന്ധം,ବାଇନାରୀ ସମ୍ପର୍କ |
ബൈനറി തിരയൽ,ବାଇନାରୀ ସନ୍ଧାନ |
ബൈനറി സെർച്ച് ട്രീ (BST),ବାଇନାରୀ ସନ୍ଧାନ ବୃକ୍ଷ (BST)
ബൈനറി കൈമാറ്റം,ବାଇନାରୀ ସ୍ଥାନାନ୍ତର |
ബൈനറി മരം,ବାଇନାରୀ ଗଛ |
ബൈപോളാർ മെമ്മറി,ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି
ജനന മരണ മാതൃക,ଜନ୍ମ ମୃତ୍ୟୁ ମଡେଲ |
ജനന മരണ പ്രക്രിയ,ଜନ୍ମ ମୃତ୍ୟୁ ପ୍ରକ୍ରିୟା |
ബിറ്റ്,ବିଟ୍
ചെറിയ തെറ്റ്,ବିଟ୍ ଦୋଷ |
ബിറ്റ് മാപ്പ്,ବିଟ୍ ମାନଚିତ୍ର
ബിറ്റ് മാപ്പ് പിക്സൽ (BMP),ବିଟ୍ ମାନଚିତ୍ର ପିକ୍ସେଲ୍ (BMP)
ബിറ്റ് മാട്രിക്സ്,ବିଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
ബിറ്റ് പാറ്റേൺ,ବିଟ୍ ପ୍ୟାଟର୍ |
ബിറ്റ് സ്ഥാനം,ବିଟ୍ ସ୍ଥିତି |
ബിറ്റ് നിരക്ക്,ବିଟ୍ ହାର
ബ്ലാക്ക് ബോക്സ് പരിശോധന,କଳା ବାକ୍ସ ପରୀକ୍ଷା
മിന്നിമറയുന്നു,ink ଲସି ଉଠୁଛି |
തടയുക,ବ୍ଲକ
കാഷെ തടയുക,କ୍ୟାଚ୍ ଅବରୋଧ କରନ୍ତୁ |
ബ്ലോക്ക് ചെക്ക്,ଯାଞ୍ଚ ଯାଞ୍ଚ କରନ୍ତୁ |
ബ്ലോക്ക് കോപ്പി,କପି କପି କରନ୍ତୁ |
ബ്ലോക്ക് ഡയഗ്രം,ବ୍ଲକ ଚିତ୍ର
തടയൽ ശൃംഖല,ନେଟୱର୍କକୁ ଅବରୋଧ କରୁଛି
ബോർഡ്,ବୋର୍ଡ
ബുക്ക് മാർക്ക്,ପୁସ୍ତକ ଚିହ୍ନ
ബൂലിയൻ ബീജഗണിതം,ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |
ബൂളിയൻ ബന്ധം,ବୁଲିଅନ୍ ସମ୍ପର୍କ |
ബൂട്ട് പാർട്ടീഷൻ,ବୁଟ ବିଭାଜନ
ബൂട്ട് സ്ട്രാപ്പിംഗ്,ବୁଟ ଷ୍ଟ୍ରାପିଂ
ബൂട്ട് സ്ട്രാപ്പ് ലോഡർ,ବୁଟ-ଷ୍ଟ୍ରାପ ଲୋଡର
പാലം,ସେତୁ
ബ്രോഡ്‌ബാൻഡ് നെറ്റ്‌വർക്കിംഗ്,ବ୍ରଡବ୍ୟାଣ୍ଡ ନେଟୱର୍କିଙ୍ଗ |
പ്രക്ഷേപണം,ପ୍ରସାରଣ
പ്രക്ഷേപണം റേഡിയോ,ରେଡିଓ ପ୍ରସାରଣ |
ബ്രൗസ് ചെയ്യുക,ବ୍ରାଉଜ୍ କରନ୍ତୁ |
ബ്രൗസർ,ବ୍ରାଉଜର୍
ബി-ട്രീ,ବି-ଗଛ |
ബബിൾ മെമ്മറി,ବବୁଲ୍ ମେମୋରୀ |
ബബിൾ അടുക്കുക,ବବୁଲ୍ ସର୍ଟ୍ |
ബക്കറ്റ്,ବାଲଟି
ബഡ്ഡി സിസ്റ്റം,ସାଥୀ ସିଷ୍ଟମ୍
ബജറ്റ് ഫലപ്രദമായ നിയന്ത്രണം,ବଜେଟ୍ ପ୍ରଭାବଶାଳୀ ନିୟନ୍ତ୍ରଣ |
ബഫർ,ବଫର୍
ബഗ്,ତ୍ରୁଟି
ബസ്,ବସ୍
ബൈറ്റ്,ବାଇଟ୍ |
ബൈറ്റ് കോഡ്,ବାଇଟ୍ କୋଡ୍ |
സി,ଗ
C++,C ++
കാഷെ,କ୍ୟାଚ୍
കാഷെ ബഫർ,କ୍ୟାଚ୍ ବଫର୍ |
കാഷെ മെമ്മറി,କ୍ୟାଶେ ମେମୋରୀ
കണക്കുകൂട്ടല്,ଗଣନା
കാൽക്കുലേറ്റർ,କାଲକୁଲେଟର
കാൽക്കുലേറ്റർ ചിപ്പ്,କାଲକୁଲେଟର ଚିପ୍
വിളി,କଲ୍ କରନ୍ତୁ |
പേര് വിളിക്കുക,ନାମରେ କଲ୍ କରନ୍ତୁ |
റഫറൻസ് വഴി വിളിക്കുക,ରେଫରେନ୍ସ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |
മൂല്യമനുസരിച്ച് വിളിക്കുക,ମୂଲ୍ୟ ଅନୁଯାୟୀ କଲ୍ କରନ୍ତୁ |
വേരിയബിളുകൾ വഴി വിളിക്കുക,ଭେରିଏବଲ୍ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |
കോൾ ഗേറ്റ്,କଲ୍ ଗେଟ୍ |
റദ്ദാക്കുക,ବାତିଲ୍ କରନ୍ତୁ |
റദ്ദാക്കുക ബട്ടൺ,ବାତିଲ୍ ବଟନ୍
