Punjabi,Marathi
1. ਖੇਤੀ ਮਜ਼ਦੂਰ 2. ਖੇਤੀ ਮਜ਼ਦੂਰ,1. शेतमजूर 2. शेतमजूर
ਖੇਤੀਬਾੜੀ ਮੰਡੀਕਰਨ,कृषी विपणन
ਖੇਤੀਬਾੜੀ ਤਕਨਾਲੋਜੀ,कृषी तंत्रज्ञान
1. ਖੇਤੀ 2. ਖੇਤੀ 3. ਖੇਤੀ ਵਿਗਿਆਨ,1. शेती 2. शेती 3. कृषी विज्ञान
ਖੇਤੀਬਾੜੀ ਜੰਗਲਾਤ,कृषी वनीकरण
ਖੇਤੀਬਾੜੀ ਜੈਵ ਵਿਭਿੰਨਤਾ,कृषी जैवविविधता
ਖੇਤੀਬਾੜੀ ਜੈਵਿਕ ਨੁਕਸ,कृषी सेंद्रिय दोष
ਖੇਤੀਬਾੜੀ ਜੀਵ ਵਿਗਿਆਨ,कृषी जीवशास्त्र
ਖੇਤੀ-ਜਲਵਾਯੂ ਵਿਭਿੰਨਤਾ,कृषी-हवामान विविधता
ਖੇਤੀ ਜਲਵਾਯੂ ਖੇਤਰ ਦੀ ਰਚਨਾ,कृषी हवामान क्षेत्र निर्मिती
ਖੇਤੀ ਜੰਗਲਾਤ,कृषी वनीकरण
ਖੇਤੀ ਵਿਗਿਆਨ,कृषीशास्त्र
ਖੇਤੀ ਵਿਗਿਆਨਕ,कृषीविषयक
ਖੇਤੀਬਾੜੀ ਪੇਸਟੋਰਲ,कृषी खेडूत
ਫਸਲ ਪ੍ਰੋਸੈਸਿੰਗ,पीक प्रक्रिया
ਘਾਹ ਵਿਗਿਆਨ,गवत विज्ञान
ਫਸਲ ਦੀ ਕਿਸਮ,पीक प्रकार
epiphyte,epiphyte
aikiochi ਮਿੱਟੀ,aikiochi माती
ਰੰਗ ਅੰਨ੍ਹਾਪਨ,रंगाधळेपण
alfisol,अल्फिसोल
ਐਲਗੀ,एकपेशीय वनस्पती
ਐਲਗੀ ਰੋਗ,एकपेशीय वनस्पती रोग
ਖਾਰੀ ਪਾਣੀ,अल्कली पाणी
ਖਾਰੀ,अल्कधर्मी
ਵਿਕਲਪਕ,पर्यायी
ਐਲੇਲੋ ਕੈਮਿਸਟਰੀ,allelo रसायनशास्त्र
ਐਲੀਲ,एलील
ਐਲੇਲੋਪੈਥੀ,ऍलेलोपॅथी
ਵੇਥੀ ਦੀ ਫਸਲ,वेठी पीक
ਸੰਪੂਰਨਤਾ,पूर्णता
ਗਰੱਭਧਾਰਣ ਕਰਨਾ,गर्भाधान
1. ਰਿਲੇਟੀਵਿਟੀ 2. ਐਲੋਮੈਟਰੀ,1. सापेक्षता 2. अॅलोमेट्री
multiploidy,मल्टिप्लॉइडी
1. ਪੈਰਾਜ਼ੀਗੋਸਿਟੀ,1. पॅराझिगोसिटी
1. ਵਿਕਲਪਕ ਸਾਲ ਫੰਕਸ਼ਨ 2. ਵਿਕਲਪਕ ਫੰਕਸ਼ਨ,1. पर्यायी वर्ष कार्य 2. पर्यायी कार्य
ਬਦਲਵੀਂ ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ,पर्यायी जमिनीचा वापर
ਵਾਤਾਵਰਣ,वातावरण
ਸੁਧਾਰਕ,सुधारक
ਮਾਈਟੋਸਿਸ,मायटोसिस
ਆਮੀਨ,आमीनान
ਐਮੋਨੀਅਨ,अमोनियन
amniferous,amniferous
1. ਬੇਅਸਰ ਰੂਪ 2. ਅਰੂਪੀ,1. अप्रभावी रूप 2. अरुपी
amphibian ਮਿਸ਼ਰਣ,उभयचर मिश्रण
ਐਮਫੋਟੇਰਿਕ,एम्फोटेरिक
ਭੰਡਾਰ,साठा करणे
1. ਐਨਾਇਰੋਬਿਕ 2. ਐਨਾਇਰੋਬਿਕ ਜੀਵ,1. ऍनेरोबिक 2. ऍनेरोबिक जीव
ਹੈਪਲੋਇਡ,हॅप्लॉइड
ਕੋਣੀ ਲਾਉਣਾ,टोकदार लागवड
ਪਸ਼ੂ ਪਾਲਣ,पशुसंवर्धन
ਜਾਨਵਰ ਦੇ ਮਲ-ਮੂਤਰ,प्राण्यांचे मलमूत्र
ਜੀਵਤ ਊਰਜਾ,जिवंत ऊर्जा
ਅਸਧਾਰਨ,विसंगत
ਇੱਕ ਸਾਲ ਪੁਰਾਣਾ ਪੌਦਾ,एक वर्ष जुनी वनस्पती
ਸਾਲਾਨਾ,वार्षिक
1. ਅਨੰਦ 2. ਚਮਕ,1. परमानंद 2. तेज
ਐਂਥ੍ਰੈਕਸ,ऍन्थ्रॅक्स
ਮਾਨਵ-ਜਨਕ ਕਾਰਕ,मानववंशजन्य घटक
ਬਚਾਅ,जगणे
1. ਐਂਟੀਬਾਇਓਟਿਕ 2. ਐਂਟੀਬਾਇਓਟਿਕ,1. प्रतिजैविक 2. प्रतिजैविक
ਘਿਣਾਉਣੀ,तिरस्करणीय
ਐਂਟੀਆਕਸੀਡੈਂਟ,अँटिऑक्सिडंट
ਐਂਟੀਟੌਕਸਿਨ,अँटीटॉक्सिन
ਰਿੰਗ ਉਂਗਲ,अनामिका
1. ਐਫੀਡ 2. ਮਹੂ 3. ਚੇਪਾ,1. ऍफिड 2. महू 3. चेपा
ਚੋਟੀ ਦੇ ਮੁਕੁਲ,शीर्ष अंकुर
ਸਿਖਰ ਪ੍ਰਭਾਵ,शिखर प्रभावीता
ਮਧੂ ਮੱਖੀ ਪਾਲਣ,मधमाशी पालन
ਅਲੌਕਿਕਤਾ,लैंगिकता
apoptosis,apoptosis
ਜੋੜ,परिशिष्ट
ਭੁੱਖ ਵਧਾਉਣ ਵਾਲਾ,भूक वाढवणारे
ਲਾਗੂ ਕੀਤਾ,लागू
ਜਲਜੀ ਬੂਟੀ,जलीय तण
1. ਰੁੱਖ 2. ਰੁੱਖ ਨਿਵਾਸੀ,1. झाड 2. वृक्षवासी
ਬ੍ਰਾਂਚਿੰਗ,शाखा
ਪ੍ਰੋਟੋਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ,प्रोटोबोटॅनिकल रेकॉर्ड
ਜ਼ੋਨ ਨੰਬਰ,झोन क्रमांक
1. ਖੇਤਰ 2. ਖੇਤਰ,1. क्षेत्रफळ 2. क्षेत्रफळ
ਖੁਸ਼ਕ ਈਕੋਸਿਸਟਮ,कोरडे इकोसिस्टम
cotyledon,cotyledon
ਸੌਰਭ,सौरभ
ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ,सुगंधी वनस्पती
ਸੁਗੰਧਿਤ ਚੌਲ,सुवासिक तांदूळ
ਇਕੁ ਪੁਸ਼ਪੰ ॥,इक्षु पुष्पन
ਅਸੈਪਟਿਕ,ऍसेप्टिक
1. ਅਸੈਪਟਿਕ 2. ਅਸੈਪਟਿਕ,1. ऍसेप्टिक 2. ऍसेप्टिक
ਅਲੌਕਿਕ ਪ੍ਰਜਨਨ,अलैंगिक पुनरुत्पादन
ਆਕਾਰ,आकार
ਸੰਪਤੀ,मालमत्ता
1. ਸਮੀਕਰਨ 2. ਸਮੀਕਰਨ,1. आत्मसात करणे 2. आत्मसात करणे
1. ਐਸੋਸੀਏਸ਼ਨ 2. ਐਸੋਸੀਏਸ਼ਨ,1. संघटना 2. संघटना
1. ਕਾਲਮ 2. astringency,1. स्तंभ 2. तुरटपणा
heterozygosity,heterozygosity
1. ਪੂਰਵਜ 2. ਅਟਾਵਿਜ਼ਮ,1. पूर्वज 2. Atavism
ਕਣ,कण
1. ਅਪੁਸ਼ਟਤਾ 2. ਵਿਗਾੜ,1. पुष्टीकरण 2. कमजोरी
ਸਵੈ ਜੋੜਾ,स्वत: ची जोडणी
autolysis,ऑटोलिसिस
1. ਸੁਭਾਵਕ ਆਕਸੀਕਰਨ 2. ਸਵੈ-ਚਾਲਤ ਆਕਸੀਕਰਨ,1. उत्स्फूर्त ऑक्सीकरण 2. उत्स्फूर्त ऑक्सीकरण
ਸਵੈ ਮਲਟੀਪਲੈਕਸ,स्वत: मल्टिप्लेक्स
auxin,ऑक्सिन
1. ਹਿਲਾ 2. ਟੌਡ,1. हादरले 2. टॉड
ਸਜ਼ਾ ਵਾਇਰਸ,दंडात्मक व्हायरस
1. ਬੇਸੀਲਸ 2. ਬੇਸੀਲਸ,1. बॅसिलस 2. बॅसिलस
1. ਬੈਕਟੀਰੀਆ 2. ਬੈਕਟੀਰੀਆ,1. जीवाणू 2. जीवाणू
ਬੈਕਟੀਰੀਆ ਦੇ ਜ਼ਹਿਰ,जिवाणू विष
ਬੈਗਾਸ,बॅगासे
ਸੰਤੁਲਨ ਸ਼ੀਟ,ताळेबंद
ਸੰਤੁਲਿਤ ਖਾਦ ਦੀ ਵਰਤੋਂ,संतुलित खतांचा वापर
ਬਾਰ ਗ੍ਰਾਫ,बार आलेख
ਸੱਕ,झाडाची साल
1. ਬੈਰੋਮੀਟਰ 2. ਬੈਰੋਮੀਟਰ,1. बॅरोमीटर 2. बॅरोमीटर
1. ਬਜ਼ਰ 2. ਜੜ 3. ਬੰਜਰ,1. बजर 2. जड 3. वांझ
1. ਅਧਾਰ 2. ਅਧਾਰ 3. ਕੱਪਾਂਗ,1. बेस 2. बेस 3. कपंग
1. ਤਾਲਾ 2. ਬੇਸਿਨ,1. तळा 2. खोरे
ਤਾਲਾਬੀਸਰੀ,तलाबिसरी
1. ਬੇਸਿਸਟਰਨਮ 2. ਰੂਟ ਹੋਲਡਰ,1. बेसिस्टर्नम 2. रूट धारक
ਖਾੜੀ ਮਾਨਸੂਨ,गल्फ मान्सून
ਫਲ ਪੌਦਾ,फळ वनस्पती
ਬਿਸਤਰਾ,पलंग
ਬੈੱਡ ਪੌਦਾ,बेड प्लांट
ਬਿਸਤਰਾ,बेडिंग
ਚੁਕੰਦਰ ਗੁੜ,बीट मोलॅसेस
ਘੰਟੀ,घुंगरू
1. ਪੱਟੀ 2. ਭੂਮੀ,1. पट्टी 2. भूप्रदेश
ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,नफा-खर्च विश्लेषण
ਚਾਹਵਾਨ (ਨਮੂਨਾ),इच्छुक (नमुना)
ਦੋ-ਸਾਲਾ ਪੌਦੇ,द्विवार्षिक वनस्पती
ਬਾਇਨੋਮੀਅਲ,द्विपद
ਬਾਇਓਫੈਕਟਰ,बायोफॅक्टर
ਜੈਵਿਕ ਜਲਵਾਯੂ,जैविक हवामान
ਬਾਇਓ ਊਰਜਾ,जैव ऊर्जा
ਜੀਵ-ਜੰਤੂ ਵਾਤਾਵਰਣ,प्राणी पर्यावरणशास्त्र
1. ਬਾਇਓ-ਪ੍ਰੋਸੈਸਰ 2. ਬਾਇਓ-ਰਿਐਕਟਰ,1. बायो-प्रोसेसर 2. बायो-रिअॅक्टर
ਜੀਵ-ਮੰਡਲ,बायोस्फीअर
ਬਾਇਓਟਿਕ,जैविक
ਜੀਵ-ਜੰਤੂ,प्राणी
ਡਿਵਿਲਿੰਗੀ,दिविलिंगी
ਧਵਲਨ,धवलन
1. ਪ੍ਰਧਵਾਸਨ (ਰੋਗ) 2. ਗਸਟ ਰੋਗ,1. प्रध्‍वसन (रोग) 2. गुस्‍त रोग
ਮਿਲਾਉਣਾ,मिश्रण
1. ਅੰਗਮਾਰੀ (ਰੋਗ) 2. ਝੁਲਸ (ਰੋਗ),1. अंगमारी (रोग) 2. अनिष्ट (रोग)
1. ਛਾਲੇ 2. ਛਾਲੇ 3. ਫਟਣਾ 4. ਛਾਲੇ,1. फोड 2. फोड 3. उद्रेक 4. फोड
ਨੀਲੀ ਕ੍ਰਾਂਤੀ,निळी क्रांती
ਪਲੈਨਰ ਹੀਟਿੰਗ ਚੈਂਬਰ,प्लॅनर हीटिंग चेंबर
ਪਲੈਨਰ ਹੀਟਿੰਗ ਤਕਨਾਲੋਜੀ,प्लॅनर हीटिंग तंत्रज्ञान
ਬਰੈਨ,कोंडा
ਬ੍ਰਾਂਚਿੰਗ,शाखा
1. ਟਹਿਣੀ 2. ਸਬਬ੍ਰਾਂਚ,1. डहाळी 2. उपशाखा
ਨਸਲ,जाती
ਪ੍ਰਜਨਨ,पुनरुत्पादन
ਸ਼ੁਰੂਆਤੀ ਉਗਣ ਦਾ ਇਲਾਜ,लवकर उगवण उपचार
1. ਬੱਚਾ 2. ਅੰਡੇ 3. ਭਰੂਣ,1. शावक 2. अंडी 3. गर्भ
ਉਭਰਦਾ,होतकरू
ਬਜਟ,बजेट
1. ਐਮਫੋਟੇਰਿਕ 2. ਬਫਰ,1.अॅम्फोटेरिक 2. बफर
ਮਿਠਾ ਆਲੂ,रताळे
ਬੰਟ (ਰੋਗ),बंट (रोग)
1. ਉਪ-ਉਤਪਾਦ 2. ਉਪ-ਉਤਪਾਦ,1. उप-उत्पादन 2. उप-उत्पादन
c ਨਮੀ ਨਿਰਧਾਰਨ ਕਰਵ,c ओलावा तपशील वक्र
ਤੇਲ ਕੇਕ,तेल केक
1. ਚੂਨਾ 2. ਕੈਲਸ਼ੀਅਮ,1. चुना 2. कॅल्शियम
ਕੈਲਸੀਓਨ,कॅल्शिअन
ਫਾਸਫੇਟ ਹਟਾਉਣ,फॉस्फेट काढणे
1. ਕਿਨਾਟਾ 2. ਕੈਲਾਟਾ,1. किनटा 2. कॅलाटा
1. ਕੈਲਸ 2. ਕਿਰਨ,1.कॉलस 2. किरण
1. ਸੈਪਲਸ 2. ਕੈਲਿਕਸ,1. सेपल्स 2. कॅलिक्स
ਬਾਹਰੀ ਅੰਤ,बाह्य टोक
ਏਡਾ,इधा
ਕੈਂਕਰ (ਬੈਕਟੀਰੀਆ ਦੀ ਬਿਮਾਰੀ),कॅन्कर (जीवाणूजन्य रोग)
ਕੈਨਿੰਗ,कॅनिंग
ਅਸਮਾਨ,आकाश
ਵਿੱਤ,वित्त
ਪਰਾਗੀਕਰਨ (ਅੰਜੀਰ ਦਾ),परागकण (अंजीराचे)
1. ਕੈਪਸੂਲ 2. ਕੈਪਸੂਲ 3. ਕੈਪਸੂਲ,1. कॅप्सूल 2. कॅप्सूल 3. कॅप्सूल
ਕਾਰਬਨਾਈਜ਼ਡ,कार्बनयुक्त
ਕਾਰਬਨਾਨ,कार्बनन
carapace,कॅरॅपेस
ਬਰੇਸਲੈੱਟ,ब्रेसलेट
1. ਕਾਸਟਿੰਗ (ਲੋਹਾ) 2. ਕਸ਼ਤੀ (ਕੀੜੇ),1. कास्टिंग (लोह) 2. क्षिती (कीटक)
catabolism,अपचय
ਪ੍ਰੇਰਣਾ,प्रलोभन
1. ਕੈਟਰਪਿਲਰ 2. ਕੈਟਰਪਿਲਰ,1. सुरवंट 2. सुरवंट
c d. ਐਨ. a ਸੰਗ੍ਰਹਿ,c d. एन. a संकलन
ਸੀਮਾ,श्रेणी
1. ਸੈੱਲ 2. ਸੈੱਲ,1. सेल 2. सेल
ਕੇਂਦਰੀ ਫਰੰਟ ਸਿਸਟਮ,मध्यवर्ती फ्रंट सिस्टम
1. ਪੁਆਇੰਟ 2. ਫੋਕਸ,1. पॉइंट 2. फोकस
centrifugation,केंद्रापसारक
ਸੈਂਟਰਿਫਿਊਜ,अपकेंद्रित्र
ਸਟਾਰ ਸੈਂਟਰ,तारा केंद्र
epigenetic,epigenetic
ਕੇਂਦਰਜਾ,केंद्रजा
ਲੂਮ,यंत्रमाग
1. ਸੀਰੀਅਲ 2. ਸੀਰੀਅਲ,1. तृणधान्ये 2. मालिका
1. ਸਰਟੀਫਿਕੇਸ਼ਨ 2. ਸਰਟੀਫਿਕੇਸ਼ਨ,1. प्रमाणन 2. प्रमाणन
ਪ੍ਰਮਾਣਿਤ ਬੀਜ,प्रमाणित बियाणे
1. ਤੂੜੀ 2. ਕੁੱਟੀ 3. ਸ਼ਲਕ ਸਹਪਾਤਰਾ,1. पेंढा 2. कुट्टी 3. शलक सहपात्रा
1. ਨਿਭਾਗ 2. ਕੈਲਜਾ,1. निभाग 2. कैलाजा
ਕਾਇਮੋਗ੍ਰਾਫੀ,किमोग्राफी
1. ਕੀਜ਼ਮਾ 2. ਵਿਅਸਤ,1. कियाज्मा 2. व्यस्त
ਸੁਪਰ ਕੂਲਿੰਗ ਘੰਟੇ,सुपर कूलिंग तास
ਠੰਡ ਦਾ ਨੁਕਸਾਨ,दंव नुकसान
1. ਵੀਚਰੋਤਕੀ 2. ਚਿਮੇਰਾ,1. विचिरोटकी 2. चिमेरा
ਹਰਾ ਦਲੀਆ,हिरवी लापशी
1. ਪੱਤੇ 2. ਹਰੇ,1. पर्णसंभार 2. हिरवा
ਸਾਇਨੋਸਿਸ,सायनोसिस
ਜੈਵਿਕ ਵੰਡ ਵਿਗਿਆਨ,जैविक वितरण विज्ञान
1. ਕ੍ਰੋਮੇਟਿਡਜ਼ 2. ਅੱਧੇ ਕ੍ਰੋਮੋਸੋਮਜ਼,1. क्रोमेटिड्स 2. अर्धा गुणसूत्र
chromatin,क्रोमॅटिन
ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ,क्रोमॅटोग्राफी
chromatinlation,क्रोमॅटिनलेशन
ਅਟਲ ਬਿੰਦੂ,अलिंद बिंदू
chromatogenesis,क्रोमेटोजेनेसिस
1. ਕ੍ਰੋਮੋਪ੍ਰੋਟੀਨ 2. ਪਿਗਮੈਂਟਪ੍ਰੋਟੀਨ,1. क्रोमोप्रोटीन 2. पिगमेंटप्रोटीन
1. ਕ੍ਰੋਮੋਸੋਮਜ਼ 2. ਕ੍ਰੋਮੋਸੋਮਜ਼,1. गुणसूत्र 2. गुणसूत्र
1. ਪੁਰਾਣੀ 2. ਪੁਰਾਣੀ 3. ਪੁਰਾਣੀ 4. ਪੁਰਾਣੀ,1. क्रॉनिक 2. क्रॉनिक 3. क्रॉनिक 4. अप्रचलित
citrange,सायरेंज
ਪਤਝੜ ਤਿਉਹਾਰ,गडी बाद होण्याचा क्रम
ਵਰਗੀਕਰਨ,वर्गीकरण
1. ਮਿੱਟੀ 2. ਮਿੱਟੀ,1. चिकणमाती 2. चिकणमाती
1. ਸਫਾਈ 2. ਰਗੜਨਾ 3. ਸਫਾਈ 4. ਸ਼ੁੱਧੀਕਰਨ,1. स्वच्छता 2. स्क्रबिंग 3. स्वच्छता 4. शुद्धीकरण
ਲਗਾਤਾਰ ਪਰਾਗਣ,सतत परागण
cruciferous ਫਲ,क्रूसिफेरस फळ
ਜਲਵਾਯੂ,हवामान
ਜਲਵਾਯੂ ਵਿਗਿਆਨ,हवामानशास्त्र
ਕੱਟਣਾ,कातरणे
ਗੰਢ (ਮਿੱਟੀ),ढेकूळ (चिकणमाती)
ਕਲੋਨ,क्लोन
1. ਬੱਦਲ 2. ਬੱਦਲ,1.ढग 2.ढग
ਝੁੰਡ,गठ्ठा
ਝੁੰਡ,घड
1. ਮੋਟਾ 2. ਮੋਟਾ 3. ਕੱਚਾ 4. ਮੋਟਾ,1. खडबडीत 2. उग्र 3. कच्चा 4. खडबडीत
1. ਕਵਰ 2. ਚਮੜਾ,1. कव्हर 2. लेदररेट
ਕੋਯਾ,कोया
1. ਕੋਐਨਜ਼ਾਈਮ 2. ਕੋ-ਐਨਜ਼ਾਈਮ,1. कोएन्झाइम 2. को-एंझाइम
ਤਾਲਮੇਲ,एकसंधता
1. ਫਾਈਬਰ (ਜੂਟ ਜੂਟ) 2. ਨਾਰੀਅਲ ਮੋਟੇ,1. फायबर (ज्युट ज्यूट) 2. नारळ भरड
ਮੁਲੰਕੁਰ ਚੋਲਾ,मुलंकुर चोळ
,
ਕੋਲਾਇਡ (ਮਿੱਟੀ),कोलोइड (माती)
1.ਕਾਲਮ 2.ਕੋਲੁਮੇਲਾ,1.स्तंभ 2.columella
1. ਜੁਰਮਾਨਾ 2. ਕਾਲਮ 3. ਕਾਲਮ,1. दंड 2. स्तंभ 3. स्तंभ
ਸਾਂਝ,सहभागिता
ਵਪਾਰਕ ਬੈਂਕ,व्यावसायिक बँक
1. ਵਸਤੂ 2. ਵਪਾਰਕ ਮਾਲ,1. वस्तू 2. व्यापारी माल
ਭਾਈਚਾਰਾ,समुदाय
ਮਿਸ਼ਰਣ (ਮਿੱਟੀ ਦਾ),कॉम्पॅक्शन (मातीचे)
1. ਅਨੁਕੂਲਤਾ 2. ਅਨੁਕੂਲਤਾ,1. सुसंगतता 2. सुसंगतता
ਅਨੁਕੂਲਤਾ,सुसंगतता
1. ਮੁਆਵਜ਼ਾ 2. ਮੁਆਵਜ਼ਾ,1. भरपाई 2. भरपाई
ਪ੍ਰਤੀਯੋਗੀ ਪਰਸਪਰ ਪ੍ਰਭਾਵ,स्पर्धात्मक संवाद
ਪੂਰਕ ਫਸਲ,पूरक पीक
1. ਸੰਯੁਕਤ 2. ਗੁੰਝਲਦਾਰ,1.संमिश्र 2.जटिल
ਸੰਵਿਧਾਨਕ,घटक
ਰਚਨਾ,रचना
ਖਾਦ,कंपोस्ट
ਮਿਸ਼ਰਿਤ ਵਿਆਜ,चक्रवाढ व्याज
ਗਣਨਾ,गणना
1. ਕੰਪਿਊਟਰ 2. ਕੰਪਿਊਟਰ,1. संगणक 2. संगणक
1. ਇਕਾਗਰਤਾ 2. ਇਕਾਗਰਤਾ,1. एकाग्रता 2. एकाग्रता
1. ਆਪਟੀਮਾਈਜ਼ਰ 2. ਰੀਵਾਈਟਲਾਈਜ਼ਰ,1. अनुकूलक 2. पुनरुज्जीवन करणारा
ਚਾਲਕਤਾ,वाहकता
1. ਸੰਰਚਨਾ 2. ਸੰਰਚਨਾ,1. कॉन्फिगरेशन 2. कॉन्फिगरेशन
1. ਅਨੁਕੂਲਤਾ 2. ਸੰਰਚਨਾ 3. ਅਨੁਕੂਲਤਾ,1. अनुरूपता 2. कॉन्फिगरेशन 3. अनुरूपता
1. ਏਕੀਕਰਣ 2. ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ,1. एकत्रीकरण 2. संकरीकरण
ਸੰਜੋਗ,संयुग्मन
1. ਜੋੜਨ ਵਾਲਾ 2. ਜੋੜਨ ਵਾਲਾ,1. जोडणारा 2. संयोजी
ਸੁਰੱਖਿਆ,संरक्षण
ਏਕੀਕਰਨ,एकत्रीकरण
1. ਸਮੱਗਰੀ 2. ਸਮੱਗਰੀ,1.घटक 2. घटक
ਖਪਤਕਾਰ,ग्राहक
ਖਪਤ,वापर
ਗੰਦਗੀ,दूषित होणे
ਕੰਟੂਰ ਲਾਉਣਾ,समोच्च लागवड
ਕੰਟੋਰ ਲਾਈਨ,समोच्च रेखा
