Malayalam,English
യാന്ത്രിക സംഗ്രഹം,auto abstract
ഓട്ടോബൂട്ടിംഗ്,autobooting
ഓട്ടോകാഡ്,autocad
ഓട്ടോലോഗ് ഓൺ,autolog on
ഓട്ടോമാറ്റ,automata
ഓട്ടോമാറ്റ സിദ്ധാന്തം,automata theory
ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടിംഗ്,automatic computing
ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്,automatic data processing
യാന്ത്രിക പിശക് തിരുത്തൽ,automatic error correction
യാന്ത്രിക പ്രവർത്തനം,automatic function
ഓട്ടോമാറ്റിക് ഇൻഡെക്സിംഗ്,automatic indexing
ഓട്ടോമാറ്റിക് ലൈബ്രറി കോൾ,automatic library call
ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്,automatic programming
യാന്ത്രിക വീണ്ടെടുക്കൽ പ്രോഗ്രാം,automatic recovery program
യാന്ത്രിക ദിനചര്യ,automatic routine
ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ,automatic system recovery
ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീൻ (എടിഎം),automatic teller machine (ATM)
ഓട്ടോമേഷൻ,automation
ഓട്ടോപ്ലേ,autoplay
സ്വയം സംരക്ഷിക്കുക,autosave
സഹായകമായ,auxiliary
സഹായ മെമ്മറി,auxiliary memory
സഹായ സംഭരണം,auxiliary storage
ലഭ്യമായ പട്ടിക,available list
ലഭ്യമായ സമയം,available time
ശരാശരി,average
awk (ഭാഷ),awk (language)
പിൻഭാഗം,backend
ബാക്കെൻഡ് പ്രോസസർ,backend processor
ബാക്ക്ഫേസ് നീക്കം,backface removal
പശ്ചാത്തല പ്രോസസ്സിംഗ്,background processing
ബാക്കിംഗ് സ്റ്റോർ,backing store
ബാക്ക്പാച്ചിംഗ്,backpatching
ബാക്ക്സ്പേസ്,backspace
ബാക്ക്ട്രാക്കിംഗ്,backtracking
ബാക്ക്-അപ്പ്,back-up
ബാക്കപ്പ് മെമ്മറി,back-up memory
പിന്നോട്ട് പിശക് വീണ്ടെടുക്കൽ,backward error recovery
ബാലൻസ് ഷീറ്റ്,balance sheet
ബാൻഡ്,band
ബാൻഡ് വീതി,band width
ബാങ്കറുടെ അൽഗോരിതം,banker's algorithm
ബാർ കോഡ്,bar code
ബാർ കോഡ് സ്കാനർ,bar code scanner
ബാർ ഗ്രാഫ്,bar graph
അടിസ്ഥാന വിലാസം,base address
അടിസ്ഥാന ബാൻഡ്,base band
അടിസ്ഥാന നമ്പർ,base number
അടിസ്ഥാന പട്ടിക,base table
അടിസ്ഥാനം,BASIC
അടിസ്ഥാന നിയന്ത്രണം,basic control
അടിസ്ഥാന ഇൻപുട്ട്,basic input
അടിസ്ഥാന നിർദ്ദേശം,basic instruction
അടിസ്ഥാന ഔട്ട്പുട്ട്,basic output
അടിസ്ഥാന ഘട്ടം,basic step
ബാച്ച്,batch
ബാച്ച് ഫയൽ,batch file
ബാച്ച് സ്ഥാനം,batch position
ബാച്ച് പ്രോസസ്സിംഗ്,batch processing
ബാച്ച് സിസ്റ്റം,batch system
ബൗഡ്,baud
ബാഡ് നിരക്ക്,baud rate
ബീം,beam
ബെഞ്ച്മാർക്ക്,benchmark
ദ്വിദിശ ആശയവിനിമയം,bidirectional communication
ദ്വിദിശ ലിങ്ക്,bidirectional link
ബൈനറി കോഡ്,binary code
ബൈനറി അക്കം,binary digit
ബൈനറി ഇൻപുട്ട് ഔട്ട്പുട്ട് സിസ്റ്റം (BIOS),binary Input output system (BIOS)
ബൈനറി നമ്പർ,binary number
ബൈനറി ഓപ്പറേറ്റർ,binary operator
ബൈനറി ബന്ധം,binary relation
ബൈനറി തിരയൽ,binary search
ബൈനറി സെർച്ച് ട്രീ (BST),binary search tree (BST)
ബൈനറി കൈമാറ്റം,binary transfer
ബൈനറി മരം,binary tree
ബൈപോളാർ മെമ്മറി,bipolar memory
ജനന മരണ മാതൃക,birth death model
ജനന മരണ പ്രക്രിയ,birth death process
ബിറ്റ്,bit
ചെറിയ തെറ്റ്,bit fault
ബിറ്റ് മാപ്പ്,bit map
ബിറ്റ് മാപ്പ് പിക്സൽ (BMP),bit map pixel (BMP)
ബിറ്റ് മാട്രിക്സ്,bit matrix
ബിറ്റ് പാറ്റേൺ,bit pattern
ബിറ്റ് സ്ഥാനം,bit position
ബിറ്റ് നിരക്ക്,bit rate
ബ്ലാക്ക് ബോക്സ് പരിശോധന,black box testing
മിന്നിമറയുന്നു,blinking
തടയുക,block
കാഷെ തടയുക,block cache
ബ്ലോക്ക് ചെക്ക്,block check
ബ്ലോക്ക് കോപ്പി,block copy
ബ്ലോക്ക് ഡയഗ്രം,block diagram
തടയൽ ശൃംഖല,blocking network
ബോർഡ്,board
ബുക്ക് മാർക്ക്,book mark
ബൂലിയൻ ബീജഗണിതം,boolean algebra
ബൂളിയൻ ബന്ധം,boolean relation
ബൂട്ട് പാർട്ടീഷൻ,boot partition
ബൂട്ട് സ്ട്രാപ്പിംഗ്,boot strapping
ബൂട്ട് സ്ട്രാപ്പ് ലോഡർ,boot-strap loader
പാലം,bridge
ബ്രോഡ്‌ബാൻഡ് നെറ്റ്‌വർക്കിംഗ്,broadband networking
പ്രക്ഷേപണം,broadcast
പ്രക്ഷേപണം റേഡിയോ,broadcast radio
ബ്രൗസ് ചെയ്യുക,browse
ബ്രൗസർ,browser
ബി-ട്രീ,B-Tree
ബബിൾ മെമ്മറി,bubble memory
ബബിൾ അടുക്കുക,bubble sort
ബക്കറ്റ്,bucket
ബഡ്ഡി സിസ്റ്റം,buddy system
ബജറ്റ് ഫലപ്രദമായ നിയന്ത്രണം,budget effective control
ബഫർ,buffer
ബഗ്,bug
ബസ്,bus
ബൈറ്റ്,byte
ബൈറ്റ് കോഡ്,byte code
സി,c
C++,C++
കാഷെ,cache
കാഷെ ബഫർ,cache buffer
കാഷെ മെമ്മറി,cache memory
കണക്കുകൂട്ടല്,calculation
കാൽക്കുലേറ്റർ,calculator
കാൽക്കുലേറ്റർ ചിപ്പ്,calculator chip
വിളി,call
പേര് വിളിക്കുക,call by name
റഫറൻസ് വഴി വിളിക്കുക,call by reference
മൂല്യമനുസരിച്ച് വിളിക്കുക,call by value
വേരിയബിളുകൾ വഴി വിളിക്കുക,call by variables
കോൾ ഗേറ്റ്,call gate
റദ്ദാക്കുക,cancel
റദ്ദാക്കുക ബട്ടൺ,cancel button
കാനോനിക്കൽ,canonical
കാനോനിക്കൽ രൂപം,canonical form
കഴിവ്,capability
കഴിവ് പട്ടിക,capability list
ശേഷി,capacity
ക്യാപ്സ് ലോക്ക് കീ,caps lock key
കാർഡ്,card
കാർഡ് റീഡർ,card reader
കാർഡിനാലിറ്റി,cardinality
വാഹകൻ,carrier
കാരിയർ ബാൻഡ്,carrier band
കാരിയർ ലോഡ്,carrier load
കാരിയർ സിഗ്നൽ,carrier signal
കാരിയർ തരംഗം,carrier wave
കൊണ്ടുപോകുക,carry
അക്കം കൊണ്ടുപോകുക,carry digit
പതാക വഹിക്കുക,carry flag
കാട്രിഡ്ജ് ഡിസ്ക്,cartridge disk
കാസ്കേഡ്,cascade
കേസ്,case
കാഥോഡ് റേ ട്യൂബ് (CRT),cathod ray tube (CRT)
കാഥോഡ് റേ ട്യൂബ് (CRT),cathode ray tube (CRT)
സിഡി റോം ഡിസ്ക് ഡ്രൈവ്,CD ROM disk drive
സെൽ,cell
സെൽ ആനിമേഷൻ,cell animation
സെല്ലുലാർ ഫോൺ,cellular phone
കേന്ദ്ര മെമ്മറി,central memory
സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു),central processing unit (CPU)
കേന്ദ്രീകൃത സംവിധാനം,centralized system
സാക്ഷ്യപ്പെടുത്തിയ ടേപ്പ്,certified tape
ചങ്ങല,chain
ചെയിൻ ഡാറ്റ,chain data
ചെയിൻ ലിങ്ക്,chain link
ചങ്ങല,chaining
ചാനൽ,channel
ചാനൽ തിരക്കുള്ള ടോൺ,channel busy tone
ചാനൽ ശേഷി,channel capacity
ചാനൽ കൺട്രോളർ,channel controller
ചാനൽ പിശക്,channel error
ചാനൽ പ്രോഗ്രാം,channel program
ചാനൽ വിശ്വാസ്യത,channel reliability
ചാനൽ സെറ്റ്,channel set
സ്വഭാവം,character
പ്രതീക കോഡ്,character code
പ്രതീക കീ,character key
സ്വഭാവ വായനക്കാരൻ,character reader
പ്രതീക വലുപ്പം,character size
ചാർട്ട്,chart
ചേസിസ്,chassis
ചെക്ക് ബിറ്റ്,check bit
അക്കം പരിശോധിക്കുക,check digit
തുക ചെക്ക്,check sum
ചെക്ക് വാക്ക്,check word
ചിപ്പ്,chip
ചിപ്പ് സെറ്റ്,chip set
തിരഞ്ഞെടുക്കുക,choose
വർണ്ണപരമായി,chromatically
സൈഫർ,cipher
സർക്യൂട്ട്,circuit
വൃത്താകൃതിയിലുള്ള പട്ടിക,circular list
സിറസ്,cirus
അവലംബം,citation
ക്ലാസ്,class
ക്ലാസ് വേരിയബിൾ,class variable
വർഗ്ഗീകരണം,classification
വ്യക്തമായ,clear
തെളിഞ്ഞ പ്രദേശം,clear area
വ്യക്തമായ ചാനൽ,clear channel
ക്ലിക്ക് ചെയ്യുക,click
കക്ഷി,client
ക്ലയന്റ് സെർവർ,client server
ക്ലയന്റ് അപൂർണ്ണം,client stub
ക്ലിപ്പ് ആർട്ട്,clip art
ക്ലിപ്പ് ആർട്ട് ലൈബ്രറി,clip art library
ക്ലിപ്പ് ബോർഡ്,clip board
ക്ലിപ്പർ,clipper
ക്ലിപ്പർ ചിപ്പ്,clipper chip
കൂട്ടം,clique
ക്ലോക്ക്,clock
ക്ലോക്ക് സൈക്കിൾ,clock cycle
ക്ലോക്ക് ആവൃത്തി,clock frequency
ക്ലോക്ക് ഹാർഡ്‌വെയർ,clock hardware
ക്ലോക്ക് പൾസ്,clock pulse
ക്ലോക്ക് വേഗത,clock speed
ക്ലോക്ക് സിൻക്രൊണൈസേഷൻ,clock synchronization
ക്ലോക്ക് ടിക്ക്,clock tick
ക്ലോൺ,clone
അടുത്ത്,close
ക്ലോസ് സർക്യൂട്ട് ടിവി (സിസിടിവി),close circuit TV (CCTV)
അടച്ചുപൂട്ടൽ,closure
ക്ലൗഡ് കമ്പ്യൂട്ടിംഗ്,cloud computing
ക്ലസ്റ്റർ,cluster
പൂശിയ കാർഡ്,coated card
പൊതിഞ്ഞ പേപ്പർ,coated paper
ഏകപക്ഷീയമായ,coaxial
ഏകോപന കേബിൾ,coaxial cable
കോഡാസിൽ,codasyl
കോഡ്,code
കോഡ് ജനറേറ്റര്,code generator
കോഡ് പേജ്,code page
കോഡ് വാക്ക്,code word
കോഡർ,coder
കോഡിംഗ് പരിശോധന,coding check
കോഡിംഗ് ഫോം,coding form
കോഡിംഗ് ഷീറ്റ്,coding sheet
ഗുണകം,coefficient
പരസ്പരബന്ധം,coherence
തണുത്ത ബൂട്ട്,cold boot
തണുത്ത തുടക്കം,cold start
സഹകരണം,collaboration
തകർച്ച,collapse
കൊളാറ്റ്,collate
കൊളേറ്റ് ടേപ്പ്,collate tape
കൂട്ടിയിടി,collision
കോളൻ,colon
നിറം (നിറം),colour (color)
നിറം സാച്ചുറേഷൻ,colour saturation
വർണ്ണ പട്ടിക,colour table
കോളം,column
സംയോജനം,combination
കോംബോ ബോക്സ്,combo box
കമാൻഡ്,command
കമാൻഡ് ബട്ടൺ,command button
കമാൻഡ് ലിസ്റ്റ്,command list
അഭിപ്രായം,comment
പ്രതിബദ്ധത,commitment
ചരക്ക്,commodity
പൊതു ബിസിനസ് അധിഷ്ഠിത ഭാഷ (കോബോൾ),Common Business Oriented Language (Cobol)
സാധാരണ പിശക്,common error
പൊതു ഭാഷ,common language
സാധാരണ പതിവ്,common routine
ആശയവിനിമയം,communication
ആശയവിനിമയ ലൈൻ,communication line
ആശയവിനിമയ മോഡ്,communication mode
ആശയവിനിമയ ശൃംഖല,communication network
ആശയവിനിമയ പരാമീറ്റർ,communication parameter
ആശയവിനിമയ സംവിധാനം,communication system
കോംപാക്ഷൻ,compaction
കമ്പാൻഡർ,compander
companding,companding
കമ്പനി ശൃംഖല,company network
താരതമ്യ പരിശോധന,comparison test
അനുയോജ്യത,compatibility
അനുയോജ്യം,compatible
സമാഹാരം,compilation
സമാഹരിച്ച് പോകുക,compile and go
കമ്പൈലർ,compiler
കമ്പൈലർ ഭാഷ,compiler language
പരസ്പരപൂരകമായ,complementary
കോംപ്ലിമെന്റ്-ഓൺ-പത്ത്,complement-on-ten
പൂരകൻ,complementor
പൂർണ്ണമായി കൊണ്ടുപോകുക,complete carry
സങ്കീർണ്ണമായ,complex
സങ്കീർണ്ണ സംഖ്യ,complex number
ഘടകം,component
ഘടകം ഒബ്ജക്റ്റ് മോഡൽ (COM),component object model (COM)
സംയുക്തം,composite
രചന,composition
കമ്പ്യൂട്ടേഷണൽ,computational
കമ്പ്യൂട്ടർ,computer
കമ്പ്യൂട്ടർ കേന്ദ്രം,computer centre
കമ്പ്യൂട്ടർ വിദഗ്ധൻ,computer expert
കമ്പ്യൂട്ടർ ഗ്രാഫിക്സ്,computer graphics
കമ്പ്യൂട്ടർ നിർദ്ദേശം,computer instruction
കമ്പ്യൂട്ടർ ഭാഷ,computer language
കമ്പ്യൂട്ടർ ശൃംഖല,computer network
കമ്പ്യൂട്ടർ സയൻസ്,computer science
കമ്പ്യൂട്ടർ സുരക്ഷ,computer security
കമ്പ്യൂട്ടർ സിമുലേറ്റൺ,computer simulaton
കമ്പ്യൂട്ടർ സ്പെഷ്യലിസ്റ്റ്,computer specialist
കമ്പ്യൂട്ടർവൽക്കരണം,computerisation
കമ്പ്യൂട്ടറിസ്റ്റ്,computerist
കമ്പ്യൂട്ടറൈസ് ചെയ്യുക,computerize
കമ്പ്യൂട്ടിംഗ്,computing
ആശയം,concept
സമവായം,concurrency
ഒരേസമയം,concurrent
അവസ്ഥ വേരിയബിൾ,condition variable
സോപാധിക ഓപ്പറേറ്റർ,conditional operator
സോപാധിക പ്രസ്താവന,conditional statement
കണ്ടക്ടർ,conductor
കോൺഫറൻസിങ്,conferencing
രഹസ്യാത്മകത,confidentiality
കോൺഫിഗറേഷൻ,configuration
തിരക്ക്,congestion
സംയോജനം,conjunction
കണക്ട് വേഗത,connect speed
കണക്ഷൻ,connection
കണക്ഷൻ കുറവ് ആശയവിനിമയം,connection less communication
കണക്ഷൻ റിലീസ്,connection release
കണക്റ്റിവിറ്റി,connectivity
കണക്റ്റർ,connector
തുടർച്ചയായി,consecutive
അനന്തരഫലം,consequent
കൺസോൾ,console
ഏകീകരണം,consolidation
സ്ഥിരമായ,constant
നിരന്തരമായ നിർദ്ദേശം,constant instruction
പരിമിതി,constraint
കൺസ്ട്രക്റ്റർ,constructor
കണ്ടെയ്നർ,container
ഉള്ളടക്കം,content
സന്ദർഭം,context
സന്ദർഭ രഹിത വ്യാകരണം (CFG),context free grammar (CFG)
സന്ദർഭ സ്വിച്ച്,context switch
ആകസ്മികത,contingency
സങ്കോചം,contraction
വൈരുദ്ധ്യം,contrast
നിയന്ത്രണം,control
നിയന്ത്രണ മേഖല,control area
നിയന്ത്രണ ബിറ്റ്,control bit
നിയന്ത്രണ ബസ്,control bus
നിയന്ത്രണ കാർഡ്,control card
നിയന്ത്രണ സർക്യൂട്ട്,control circuit
നിയന്ത്രണ ചക്രം,control cycle
നിയന്ത്രണ എഞ്ചിനീയറിംഗ്,control engineering
നിയന്ത്രണ കീ,control key
നിയന്ത്രണ യുക്തി,control logic
നിയന്ത്രണ ലൂപ്പ്,control loop
നിയന്ത്രണ അടയാളം,control mark
നിയന്ത്രണ പ്രവർത്തനം,control operation
നിയന്ത്രണ പാനൽ,control panel
നിയന്ത്രണ സിഗ്നൽ,control signal
നിയന്ത്രണ സ്വിച്ച്,control switch
നിയന്ത്രണ ടേപ്പ്,control tape
നിയന്ത്രണ ടെർമിനൽ,control terminal
നിയന്ത്രണ യൂണിറ്റ് (CU),control unit (CU)
ഒത്തുചേരൽ,convergence
സംഭാഷണം,conversation
സംഭാഷണ സമയം പങ്കിടൽ,conversational time sharing
പരിവർത്തനം,conversion
കൺവെർട്ടർ,converter
കുക്കിന്റെ സിദ്ധാന്തം,Cook's theorem
സഹ-പ്രൊസസർ,co-processor
പകർത്തുക,copy
പകർപ്പവകാശം,copyright
ചരട്,cord
കോർഡ്ലെസ്സ് ടെലിഫോൺ,cordless telephone
അനന്തരഫലം,corollary
തിരുത്തൽ,correction
ദുഷിച്ചു,corrupted
എണ്ണുക,count
കൗണ്ടർ,counter
രാജ്യത്തിന്റെ കോഡ്,country code
സഹവർത്തിത്വം,covariance
കവറേജ്,coverage
തകര്ച്ച,crash
നിർണായക പാത,critical path
ക്രിട്ടിക്കൽ പാത്ത് രീതി (CPM),critical path method (CPM)
ക്രോസ് ചെക്ക്,cross check
ക്രോസ് കംപൈലർ,cross compiler
തീ കടക്കുക,cross fire
ക്രോസ് ടോക്ക്,cross talk
ക്രിപ്റ്റോഗ്രാഫിക്,cryptographic
ക്രിപ്റ്റോഗ്രഫി,cryptography
കറൻസി ചിഹ്നം,currency symbol
നിലവിലെ ഡയറക്ടറി,current directory
നിലവിലെ വിൻഡോ,current window
കഴ്സർ,cursor
വളവ്,curve
വെട്ടി ഒട്ടിക്കുക്ക,cut and paste
കട്ട് രീതി,cut method
സൈബർ,cyber
സൈബർ കഫേ,cyber café
സൈബർ പണം,cyber cash
സൈബർ കുറ്റകൃത്യം,cyber crime
സൈബർ ഡെലിക്കുകൾ,cyber delics
സൈബർ നിയമം,cyber law
സൈബർ സെക്‌സ്,cyber sex
സൈബർനാറ്റിക്സ്,cybernatics
സൈബർനേഷൻ,cybernation
ചക്രം,cycle
സൈക്കിൾ മെമ്മറി,cycle memory
സൈക്കിൾ മോഷ്ടിക്കുന്നു,cycle steal
സൈക്കിൾ സമയം,cycle time
ചാക്രികമായ,cyclic
പിശാച്,daemon
ഡെയ്സി ചക്രം,daisy wheel
ഡാറ്റ അഡ്മിനിസ്ട്രേറ്റർ,data administrator
ഡാറ്റ അലോക്കേഷൻ,data allocation
ഡാറ്റ ഏരിയ,data area
ഡാറ്റ അറേ,data array
ഡാറ്റാ ബേസ്,data base
ഡാറ്റ ബ്രേക്ക്,data break
ഡാറ്റ ബസ്,data bus
ഡാറ്റ കാരിയർ,data carrier
ഡാറ്റ സെൽ,data cell
ഡാറ്റ ചാനൽ,data channel
ഡാറ്റ ആശയവിനിമയം,data communication
ഡാറ്റ കംപ്രഷൻ,data compression
ഡാറ്റ ഫീൽഡ്,data field
ഡാറ്റ ഫയൽ,data file
ഡാറ്റ ഫ്ലോ,data flow
ഡാറ്റ ഫ്ലോ ചാർട്ട്,data flow Chart
