Odiya,Hindi
କୃଷି ଶ୍ରମ,"कृषि श्रम, खेतिहर मजदूर"
କୃଷି ମାର୍କେଟିଂ |,कृषि विपणन
କୃଷି ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |,कृषि प्रद्योगिकी
କୃଷି,"कृषि, खेतीबारी, कृषि विज्ञान"
ଯୁକ୍ତିଯୁକ୍ତ,कृषि वनवर्धन
Agrobizioditicity |,कृषि जैविक विविधता
Agrobiofogic ତ୍ରୁଟିଗୁଡିକ |,कृषि जैविक दोष
Agrobiogioly |,कृषि जैविकी
ଭୟଙ୍କର ବିବିଧତା |,कृषि जलवायुवीय विविधता
ଭୟଙ୍କର ଜୋନିଂ |,कृषि जलवायुवीय क्षेत्रीकरण
Agroftry,कृषि वानिकी
ସହଯୋଗୀ,सस्य मृदा विज्ञान
କିରେନୋନୋମ୍ବନ,सस्य विज्ञान
Agronastoal,कृषि पशुचारणिक
ସହପ୍ରଗୋକ୍ତ,फसल प्रसंस्करण
ଦୁର୍ଗସ୍,घास विज्ञान
Agrotype,सस्य प्ररूप
ବାୟୁ ପ୍ଲାଣ୍ଟ |,अधिपादप
ଆକିଓଚି ମାଟି |,ऐकिओची मृदा
ଆଲବିନିମ୍,"वर्णकहीनता, अवर्णता"
Altfisolles,एल्फिसॉल
ଆଲିଜି |,"शैवाल, काई"
Alegal ରୋଗ,शैवाल रोग
ଆଲକାଲି ପାଣି |,क्षार जल
କ୍ଷାରିକ |,क्षारीय
ଆହେଲେ |,विकल्पी
ଆଲଲେଇଚିକ୍,एलीलो रसायन
ଆଲୋଲେମୋର୍ଫେଫେଫେଫ |,युग्मविकल्पी
ଆଲୋଲୋପାଥି |,एलीलोपैथी
ଆଲି କ୍ରପ୍ କରିବା |,वीथी सस्यन
Alloarcy,परनिषेक-फलता
ଆଲଗଲାମି |,परनिषेचन
Allomitry,"सापेक्षमिति, ऐलोमैट्री"
ଆଲୋପୋଲିଆପ୍ଲଏଡ୍ |,परबहुगुणित
Allosynapp ଗୁଡିକ (ଆଲିଷ୍ଟିଣ୍ଡେସ୍),"परयुग्मन, अपायुग्लन"
ବିକଳ୍ପ ନୋଟିଂ |,"एकातंर वर्ष फलन, एकांतरित फलन"
ବିକଳ୍ପ ଭୂମି ବ୍ୟବହାର |,वैकल्पिक भूमि उपयोग
ପରିବେଶ,परिवेश
ଅମୃତାରା,सुधारक
ଅମିତୋସାଇସ୍ |,असूत्रीविभाजन
ଅମୃତନ,ऐमीनन
ଆମୋନିଫିକେଟ୍,अमोनियन
ଆମୋନିଫାୟର୍,अमोनीकारक
ଅମୋରଫ,"अप्रभावी रूप, अरूपी"
ଆମ୍ଫିମିକ୍ସିସ୍ |,उभय मिश्रण
ଆମ୍ଫୋଷ୍ଟିକ୍ |,उभयधर्मी
ଆନାବୋଲିଜିମ୍ |,उपचय
ଆନାରୋବେ |,"अवायुजीव, अनॉक्सी जीव"
ଆନୁପ୍ଲଏଡ୍ |,असुगुणित
କୋଣ ବୃକ୍ଷ,कोणीय रोपण
ପଶୁ କୁମ୍ଭାରୀ,पशुपालन
ପଶୁ ମନା କରେ |,पशु उच्छिष्ट
ଆନିମେଟ୍ ଶକ୍ତିମାନ |,सजीव ऊर्जा
Aningoploid,असमगुणित
ବାର୍ଷିକ ଉଦ୍ଭିଦ |,एकवर्षीय पादप
ବାର୍ଷିକ,वार्षिक
ଆନେସିଟି,"परागोद्भव, प्रफुल्लन"
ଆନ୍ଥ୍ରାକ୍ସ |,ऐन्थ्रेक्स
ଆନ୍ଥ୍ରୋପେନିକ୍ କାରକ |,मानवजनिक कारक
ଆଣ୍ଟିବାସିସ୍,प्रतिजीविता
ଆଣ୍ଟିବାୟୋଟିକ୍ |,"प्रतिजैविक, ऐन्टीबायोटिक"
ପ୍ରତିକାର,प्रतिकारक
ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |,प्रतिऑक्सीकारक
ଆଣ୍ଟିଟୋକ୍ସିନ୍ |,प्रतिआविष
ବ୍ରହ୍ମାଣ୍ଡ,वलयिका
ଆପିଡ୍ |,"ऐफिड, माहू, चेपा"
ଆପିକାଲ୍ ଗୁଣ୍ଡ |,शीर्ष कलिका
ଆପିକାଲ୍ ପ୍ରାଧାନ୍ୟ |,शिखाग्र प्रभाविता
ଆପିକାଲ୍ଟର୍ (ମହୁମାଛି ରଖିବା),मधुमक्खी पालन
ଆପୋମିକ୍ସସ୍ |,असंगजनन
ଆପୋଟୋଏସ୍,एपोप्टोसिस
ଅନୁକ୍ରମଣିକା,उपांग
ଭୋକକାରୀ,क्षुधावर्धक
ପ୍ରୟୋଗ କରାଯାଏ |,अनुप्रयुक्त
ଜଳୀୟ ତୃଣ,जलीय खरपतवार
ଅର୍ବ୍ରାଲ୍ |,"वृक्षीय, वृक्षवासी"
ସ୍ଥାପନ |,प्रशाखायन
ପ୍ରତ୍ନତାତ୍ତ-ବଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |,आद्य वानस्पतिक अभिलेख
କ୍ଷେତ୍ର ପରିସଂଖ୍ୟାନ,क्षेत्रांकड़
କ୍ଷେତ୍ର,"क्षेत्र, क्षेत्रफल"
ARID ECOSYSem |,शुष्क पारितंत्र
ଅରିଲ୍,"बीजचोल, बीजोपांग"
ସୁଗନ୍ଧ,"सौरभ, सुवास"
ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |,सुगंधी पादप
ସୁଗନ୍ଧିତ ଚାଉଳ |,सुगंधित चावल
ତୀର,इक्षु पुष्पन
ଆସେସିସ୍,अपूति
ଅଭିଯୁକ୍ତ,"अपूतित, अज़र्म"
ଶ୍ୱେକାର ପ୍ରଚାର,अलैंगिक प्रवर्धन
ଆମ୍ପେ,"आमाप, परख"
ସମ୍ପତ୍ତି,परिसंपत्ति
ଆସିମେଇର |,"स्वांगीकरण, आत्मसात्करण"
ସଙ୍ଗଠନ,"साहचर्य, संघ"
Astringent,"स्तंभक, कषाय"
ଆସନାପାସୀ |,असूत्रयुग्मन
ସଂଲଗ୍ନବାଦ,"पूर्वजता, ऐटाविज्म"
ପରମାଣିଜର,कणित्र
ଆଟ୍ରୋଫି |,"अपुष्टि, क्षीणता"
ଅଟୋଗାମି |,स्वयुग्मन
ଅଟଲିସିସ୍ |,स्वलयन
AroutDation,"स्वतः उपचयन, स्वतः ऑक्सीकरण"
ଅଟୋପୋଲାପ୍ଲୋଡ୍ |,स्वबहुगुणित
Auxins,ऑक्सिन
Awn (ବ୍ରଷ୍ଟଲ୍),"शूक, तूड़"
ବାଦାମ |,बादाम
ଆଲୋ,धीकुवार
ଅମରାନ୍ତିନ |,"चौलाई, रामदाना"
ଆମି,अजवाइन
ଅଜାନର ଘାସ |,"अंजन घास, धामन घास"
ଆଠର୍ିୟମ୍ |,एंथूरियम
"ଆଲୋଲା, ଭାରତୀୟ ଗୋଲାକାର |",आंवला
ଆପଲ୍,सेब
ଆପ୍ରିକେଟ୍ |,खुबानी
ଆର୍ବିଆନ୍ ଜସ୍ମିନ୍ |,"मोगरा, बेला"
Areca but,सुपारी
ଅର୍ଜନୁନ୍,अर्जुन
ଆସଫୋଏଡା,हींग
ପାଉଁଶ ଗୁଣ୍ଡ |,पेठा
ଅଶୋକା ଗଛ |,अशोक
ଅଶମ୍ମା ତୃଣକ (ଇଫୋରିୟା),दूधी
ଅସରପା,सतावर
ଆଭୋକାଡୋ |,अवोकाडो
ଆଲଫାଲଫା (ଲୁସେର୍ନ),"रिजक्रा, लूसर्न"
ପିମ୍ପୁଡ଼ି,चींटी
ଆପିଡସ୍ |,"तेला, माहू"
ସେନା ପୋକ,सैनिक कीट
କୃଷି ଅର୍ଥନୀତିଜ୍ଞ,कृषि अर्थशास्त्री
କୃଷି ବିସ୍ତାରବାଦୀ |,कृषि प्रसार विज्ञानी
କୃଷି ବ scientist ଜ୍ଞାନିକ |,कृषि वैज्ञानिक
କୃଷି ଅଞ୍ଜିନକାରୀ |,कृषि अभियंता
Agrobiooglist,कृषि जीवविज्ञानी
ସହଯୋଗୀ,सस्य विज्ञानी
Agropsicsicst,कृषि भौतिकीविद्
ପଶୁ ପ୍ରଜନକ |,"प्राणि प्रजनक, पशु प्रजनक"
ବାକିଲସ୍ ଭାଇରସ୍ |,दंड विषाणु
ବାଣ୍ଡିଲସ୍ |,"दंडाणु, बैसिलस"
ଜୀବାଣୁ,"जीवाणु, बैक्टीरिया"
ବିରାଇଓଟୋକ୍ସିନ୍ |,जीवविष
ବାଗାସେସ୍ |,खोई
ତୂଳନା ପତ୍ର,"तुलन-पत्र, चिट्ठा"
ସନ୍ତୁଳିତ ଫର୍ଟିଲାଇଜେସନ୍ |,संतुलित निषेचन
ବାର୍ ଚିତ୍ର |,दंड आरेख
ଭୁକିବା |,छाल
ବାରୋମିଟର |,"वायुदाबमापी, बैरोमीटर"
ବନ୍ଧ୍ୟା,"बजर, अकृष्य, बांझ"
ଆଧାର,"आधार, बेस, कपांग"
ବାସନ,"थाला, द्रोणी"
ପରଫିପାଲ୍ |,तलाभिसारी
ଆଧାର ତୁଲମ୍ |,"बेसिस्टर्नम, मूलाधारक"
ବାଇ ମ so ସୁମୀ |,खाड़ी मानसून
ଉଦ୍ଭିଦ ବହନ,फलदायी पौधा
ଶଯ୍ୟା,क्यारी
ଶଯ୍ୟା,क्यारी - पौधा
ଶଯ୍ୟା,क्यारी बनाना
ବିଟ୍ ଗୁଣ୍ଡ |,चुंकदर शीरा
ଘଣ୍ଟି,धौंकनी
ବେଲ୍ଟ,"पट्टी, इलाका"
ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |,लाभ-लागत विश्लेषण
ପକ୍ଷପାତ (ନମୁନା),अभिनत (प्रतिचयन)
ବିଏନୋନିଆଲ୍,द्विवर्षीय पादप
Binomial,द्विपद
ବାୟୋଲାଇଜେଣ୍ଟ |,जैवकारक
ବାୟୋସେଡିକ୍ |,जीव जलवायु
ବାୟୋହୀ,जैव ऊर्जा
ବାୟୋନୋମିକ୍ସ |,जीव पारिस्थितिकी
ବାୟୋରାକ୍ଟର,"जैव-प्रक्रियापात्र, बायो रिएक्टर"
ବାୟୋସଫିର୍,जीव-मंडल
ବାୟୋଟିକ୍ |,जैविक
ବାୟୋଟାଇପ୍ |,जीव प्रारूप
ବିସେକ୍ସୁଆଲ୍,द्विलिंगी
ଖାଲି,धवलन
ବିସ୍ଫୋରଣ,"प्रध्वसं (रोग), झोंका रोग"
ମିଶ୍ରଣ,सम्मिश्रण
ଶୁକ୍ର,"अंगमारी (रोग), ब्लाइट (रोग)"
ଫୁଲା,"छाला, फफोला, उद्वर्त, ब्लिस्टर"
ବ୍ଲୁ ବିପ୍ଳବ,नीली क्रांति
ତଳ ଉତ୍ତାପ ଚାମ୍ବର |,तलीय ताप चैंबर
ତଳ ଉତ୍ତାପ ଟେକ୍ନିକ୍ |,तलीय ताप तकनीक
ଶାଖା,चोकर
ଶାଖା,शाखन
ଶାଖା,"टहनी, उपशाखा"
ପ୍ରଜାତି,नस्ल
ପ୍ରଜନନ,"प्रजनन, अभिजनन"
ଉଜ୍ଜ୍ୱଳ,शीघ्र अंकुरण उपचार
Etod,"शाव, अंड, भ्रूण"
ବଡିଙ୍ଗ,कलिकायन
ବଜେଟ୍,बजट
ବଫର୍,"उभयप्रतिरोधी, बफर"
ବଲ୍ବ,शल्ककंद
ବଣ୍ଟନ,"बंट (रोग), चोट"
ଉତ୍ପାଦ ଦ୍ୱାରା,"उपजात, उपोत्पाद"
ବାବୁଲ ଆକାସିଆ |,"बबूल, कीकर"
ଶିଶୁ ମକା |,बेबी कॉर्न
ବାଥ୍,बेल
ବିଲ୍,लाजालु
ବାଲସାମ,गुलमेंहदी
ବାଉଁଶ,बांस
କଦଳୀ,केला
ବାନିଆନ୍ ଗଛ |,बरगद
ବାର୍ଲି,जौ
ବରଗାର୍ଡ ମିଲେଟ୍ |,सावां
ବେସନ,तुलसी
ବଷ୍ଟାର୍ଡ ​​ଏରସ,रुद्राक्ष
ବଷ୍ଟାର୍ଡ ​​ମିରୋବଲାନ୍ |,बहेड़ा
ବାହୁଏସିଆ,कचनार
ଦୁ very ଖଦ,कैफल
ବିନ୍,सेम
ବିଲାତି,चुकंदर
ବେଲାଣ୍ଡୋନା,बेलाडोना
ହେ,बेर
Berseim,बरसीम
Beelt,पान
ବିଲିମ୍ବି,बिलिंबी
ତିକ୍ତ ଗୁଣ୍ଡ |,करेला
କଳା ଗ୍ରାମ,उड़द
କଳା ନାଇଟ୍ଶେଡ୍ |,मकोय
ବଗିନିଭିଆ |,बोगेनविलिया
ବୋତଲ ବ୍ରଶ |,बोटल ब्रश
ବୋତଲ ଗୋବଲଙ୍କ |,लौकी
ବାକ୍ସ ଗଛ,"चीकदी, पापरी"
ରୁଟି ଫଳ,ब्रेड फ्रूट
Bridal creper,डेला
ବ୍ରିନଜାଲ୍ |,बैंगन
ବ୍ରଡ୍ ବିନ୍ |,"बाकला, चौड़ी बीन"
ବ୍ରୋକୋଲି,ब्रोकोली
ବ୍ରସେଲର ସ୍ପ୍ରୁଟ୍ |,ब्रुसेल्स स्प्राउट
ବାଲକ୍ୟୁଟ,कुटू
ବଟି,"पलाश लता, किंशुक"
ବ୍ୟାଣ୍ଡିକୋଟ୍ |,घूंस
ଭାଲୁ,भालू
ପୋକ,भृंग
ବ୍ଲିଷ୍ଟର ବିଟଲ୍ |,फफोला भृंग
ନୀଳ ଷଣ୍। |,नील गाय
ବୋଲ୍ ପୋକ,कपास की सूंड़ी
ପ୍ରଜାପତି,तितली
ଜୀବାଣୁ ବିଶେଷଜ୍ଞ |,जीवाणु विज्ञानी
ବାୟୋକେମିଷ୍ଟ |,जैव रसायनविद्
ଜୀବବିଜ୍ଞାନୀ |,जीव विज्ञानी
ବାୟୋଟଚନୋଲୋଜିଷ୍ଟ,जैव प्रौद्योगिकीविद्
ଉଦ୍ଭିଦଦାତା,वनस्पतिविद्
C ଆର୍ଦ୍ରତା ଚରିତ୍ରିକ ବକ୍ର |,c नमी विशिष्टता वक्र
ପିଠା,खली
ସହଭାଗୀ,"चूनेदार, कैल्सियमी"
କାଲସିଫିକେସନ୍ |,कैल्सीयन
ଫସଫେଟର କାଲକେଣ୍ଟ |,फॉस्फेट का निस्तापन
ଚତୁରତା,"किणता, कैलसता"
କୁଲସ୍,"कैलस, किण"
କାଲିକ୍ସ,"बाह्यदल पुंज, कैलिक्स"
କାଲିକ୍ସ-ଏଣ୍ଡ |,बाह्यदल अंत
କାମ୍ବିୟମ୍,एधा
କାକର,कैंकर (जीवाणु रोग)
କ୍ୟାନିଂ,डिब्बाबंदी
ଛାତ,वितान
ପୁଞ୍ଜି,पूंजी
କାଗଶ,परागण (अंजीर का)
Capsule,"संपुट, संपुटिका, कैप्सूल"
କାର୍ବନ୍ରେଟେଡ୍ |,कार्बोनीकृत
କାର୍ବୋନିଅନାଇଜେସନ୍ |,कार्बनन
କାର୍ପେଲ,अंडप
କାର୍ପସ୍ |,मणिबंध
କାଷ୍ଟିଂ,"ढलाई (लोहे की), क्षिप्ति (कीट)"
କାଟାବୋଲିଜିମ୍ |,अपचय
କାଟାଲିସିସ୍ |,उत्प्रेरण
କୀଟପତଙ୍ଗ,"इल्ली, सूंडी"
C- DNA ଲାଇବ୍ରେରୀ |,C- डीएनए संग्रह
ଛାତ,सीमा
କକ୍ଷ,"कोशिका, कोष्ठिका"
କେନ୍ଦ୍ରୀୟ ନେତା ବ୍ୟବସ୍ଥା |,केंद्रीय अग्रलेख प्रणाली
ସେଣ୍ଟ୍ରିକ୍ |,"सबिंदु, सकेंद्र"
ଶତକଡ଼ା,अपकेंद्रण
ସେଣ୍ଟ୍ରିଫେଜ୍ |,अपकेंद्रित
ସେଣ୍ଟ୍ରିଓନ୍ |,तारककेंद्र
ସେଣ୍ଟ୍ରୋଜେନିକ୍ |,केंद्रजनिक
ସେଣ୍ଟ୍ରୋଜେନସ୍ |,केंद्रजा
କୀପତି,लूम
ଶସ୍ୟ,"धान्य, सीरियल"
ପ୍ରମାଣପତ୍ର,"प्रमाणीकरण, प्रमाणन"
ସାର୍ଟିଫାଏଡ୍ ବିହନ |,प्रमाणित बीज
ଚାଉଳ,"भूसा, कुट्टी, शल्क सहपत्र"
ଚେଲାଜା |,"निभाग, कैलाजा"
କେମୋଟ୍ରୋପିମ୍ |,रसानुवर्तन
ଚିୟମା,"काएज्मा, व्यत्यस्त"
ଥଣ୍ଡା ଘଣ୍ଟା |,द्रुतशीतन घंटे
ଚିଲିଂ ଆଘାତ |,शीतज क्षति
ଚିମେରା |,"विचित्रोतकी, किमेरा"
ଚୋରାନେଣ୍ଟି |,हरित दली
କ୍ଲୋରୋଫିଲେଲ୍ |,"पर्णहरित, हरितक"
ଚୋରୋରୋସାଇସ୍,हरिमाहीनता
ଚୋରୋରୋଲୋଜି |,जीव वितरण विज्ञान
କ୍ରୋମାମାସିଡ୍ |,"क्रोमैटिड, अर्धगुणसूत्र"
ଚ୍ରୋମାଟିନ୍ |,क्रोमैटिन
ଚ୍ରୋମାଟୋଗ୍ରାଫି,वर्णलेखन
ଚୋରମାଟୋଲିଆସିସ୍,क्रोमोटिनलयन
କ୍ରୋମେଣ୍ଟ୍ରେ |,परिसूत्र बिंदु
ଚେରମୋଲେନ୍ସେସ୍,वर्णजनन
କ୍ରୋମ୍ରୋପ୍ରୋଇଟେନ୍ |,"क्रोमोप्रोटीन, वर्णकप्रोटीन"
କ୍ରୋମୋଜୋମ୍,"गुणसूत्र, क्रोमोसोम"
କ୍ରନିକ୍,"चिरकाली, दीर्घकाली, जीर्ण, पुराना"
କୃଷି,सिट्रेंज
କ୍ଲାନ୍ତ,पर्णाभपर्व
ବର୍ଗୀକରଣ,वर्गीकरण
ମାଟି,"मृत्तिका, चिकनी मिट्टी"
ସଫା କରିବା,"निर्मलन, मार्जन, सफाई, शोधन"
କ୍ଲିସିଷ୍ଟଗାମି |,"अनुन्मील्य परागण, स्वपरागण"
ଜଳମୟ ଫଳ |,क्रांतिक श्वसनी फल
ଜଳବାୟୁ,जलवायु
କମ୍ପନୋଲୋଜି,जलवायु विज्ञान
କ୍ଲିପର୍,कतरनी
କ୍ଲାନ୍ତ,ढेला (मिट्टी का)
କ୍ଲୋନ,"क्लोन, कृन्तक"
ମେଘ,"मेघ, बादल"
Ump ୁଲା |,"पुंज (क्लंप, संपुंजन)"
କ୍ଲଷ୍ଟର,गुच्छ
କଠିନ,"स्थूल, मोटा, कच्चा, अपरिष्कृत"
କୋଟ୍ (ବିହନ),"आवरण (बीज़), चर्मावरण"
ନଡିଆ,कोया
ସହଯୋଗୀ,"कोएन्जाइम, सह-प्रकिण्व"
ଘନିଷ୍ଠ,संसंजन
କୋର,"रेशा (जूट पटसन), नारियल जटा"
କୁଲେରରିଜା,मूलांकुर चोल
କଲର,"स्तंभमूलसंधि, कॉलर, ग्रीवा"
କୋଲଏଡ୍ (ମାଟି),कोलॉइड (मृदा)
କୋନିଲେଲା,"स्तंभिका, कॉलुमेला"
ସ୍ତମ୍ଭ,"दंड, स्तंभ, कॉलम"
ପ୍ରଶଂସା,सहभोजिता
ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ,वाणिज्यिक बैंक
ଦ୍ରବ୍ୟ,"जिंस, पण्य वस्तु"
ସମ୍ପ୍ରଦାୟ,समुदाय
ସଙ୍କୋଚନ (ମାଟିର),"संहनन, (मृदा का)"
ସୁସଙ୍ଗତତା,"सुसंगति, संगतता"
ସୁସଙ୍ଗତତା,सुसंगतता
କ୍ଷତିପୂରଣ,"क्षतिपूर्ति, मुआवजा"
ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |,स्पर्धी अन्योन्यक्रिया
ସମ୍ପୃକ୍ତ ଫସଲ,पूरक सस्य
ଜଟିଳ,"सम्मिश्र, जटिल"
ଉପାଦାନ,घटक
ରଚନା,संघटन
କମ୍ପୋଷ୍ଟ,कंपोस्ट
ଯ ound ଗିକ ଆଗ୍ରହ |,चक्रवृद्धि ब्याज
ଗଣନା,अभिकलन
କମ୍ପ୍ୟୁଟର,"अभिकलित्र, कंप्यूटर"
ଏକାଗ୍ରତା,"सांद्रण, संकेद्रण"
କଣ୍ଡିସନର,"अनुकूलक, पुनरुद्धारक"
ଆଚରଣ,चालकता
ବିନ୍ୟାସ,"विन्यास, संरूपण"
ଅନୁକୂଳ,"अनुरूपता, समविन्यास, समरूपता"
ଦ୍ୱନ୍ଦ୍ୱ,"समाकुलन, संकरण"
ମିଳିତତା,संयुग्मन
ସଂଯୋଗ,"योजी, संयोजी"
ସଂରକ୍ଷଣ,सरंक्षण
ସଂସ୍ଥାଗୁଡ଼ିକ,चकबंदी
ନିରନ୍ତର,"संघटक, अवयव"
ଗ୍ରାହକ,उपभोक्ता
ବ୍ୟବହାର,उपभोग
ପ୍ରଦୂଷଣ,संदूषण
ବିଷୟବସ୍ତୁ ବୃକ୍ଷ,समोच्च रोपण
ବିଷୟବସ୍ତୁ,समोच्च रेखा
ଚୁକ୍ତିନାମା ଚାଷ,"संविदा कृषि, ठेका कृषि, अनुबंधित खेती"
ନିୟନ୍ତ୍ରିତ ଷ୍ଟୋରେଜ୍ |,नियंत्रित भंडारण
ସହ-ଅପରେଟିଭ୍ ବ୍ୟାଙ୍କ |,सहकारी बैंक
ସହଯୋଗ,सहकारी संस्था सदस्य
ସହଯୋଗୀ,गुल्मवन
କରମ୍,घनकंद
କରୋଲଲା,"दलपुंज, कोरोला"
କର୍ଟେକ୍ସ,"वल्कल, कॉर्टेक्स"
ମୂଲ୍ୟ,लागत
କୋଟିଲିଡନ୍ (ବିହନ),बीजपत्र
କ୍ରେଡିଟ୍ ସମାଜ |,ऋण समिति
କ୍ରେଡିଟ୍,"उधार, साख"
କ୍ରେସର୍ମର,"ऋणदाता, लेनदार"
କ୍ରେଷ୍ଟଷ୍ଟ,"शिखा, शीर्ष, शिखर"
ଚୂର୍ଣ୍ଣ କରନ୍ତୁ |,व्याकुंचन
ସଙ୍କଟ,संकट
ମାନଦଣ୍ଡ,कसौटी
ଗୁରୁତର,"क्रांतिक, विकट, नाजुक"
କ୍ରପ୍ ବୀମା |,फसल बीमा
ଫସଲ loan ଣ,फसल ऋण
ଫସଲ,"सस्य, फसल"
କ୍ରପ୍ ଏରିଆ |,सस्यन क्षेत्र
କ୍ରସ୍-ଅସଙ୍ଗତ |,पार-असंगत
ମୁକୁଟ (ଉଦ୍ଭିଦ),"मुकुट, शिखर (पादप)"
ଖଣ୍ଡ,मृदुकण
ଭୂତଳ,पपड़ी
କ୍ରିପ୍ଟୋଗାମ୍ |,"क्रिप्टोगैम, अपुष्पीपादप"
CULE (ଫଳ),छांटन (फल)
କୁଲମ୍,"कल्म, वेणुकाण्ड"
ଚାଷ ଜ,कृष्य किस्म
ଚାଷ,"कर्षण, कृषि, खेती"
ପତ୍ରିକା,"किसान, कल्टीवेटर (यंत्र)"
ସଂସ୍କୃତି,"संवर्ध, संवर्धन, पालन"
କ୍ୟୁସିଂ,"संसाधन, तैयार करना"
କୁଞ୍ଚଳ,"कुंतलन, कुंचन"
ମୁଦ୍ରା |,मुद्रा
କୁମଲେ,"उपत्वचा, क्यूटिकल"
କାଟିବା,"कलम, कटाई, काटना, कटाग्र, कटावा"
Cyst,"कृमि कोष, सिस्ट, पुटी, विकृत गुल्म, रसौली"
ସାଇଟୋଚ୍ରୋମ୍ |,साइटोक्रोम
ସାଇଟୋଗାମି |,कोशिका युग्मन
ସାଇଟୋଜେନେସୀ |,कोशिका जनन
ସାଇଟୋଜେନେଟିକ୍ସ,कोशिका आनुवंशिकी
ସାଇଟୋୋକାଇନ୍ସିସ୍,कोशिका द्रव्य विभाजन
ସାଇଟୋଲୋଜି,कोशिका विज्ञान
CYTOYLISISISTS,कोशिकाविघटन
ସାଇଟୋମେରେ,"साइटोमियर, कोशिका खंड"
ସାଇଟୋପ୍ଲାଜମ୍,कोशिका द्रव्य
ବନ୍ଧାକୋବି,बंदगोभी
କାକଟସ୍ |,नागफनी
