Tamil,English
"ஆகாஷி, காற்று (வி.), வான்வழி (பதிப்பு)",aerial
ஆண்டெனா ஸ்ட்ரீம்,aerial current
வான்வழி ஆய்வு,aerial survey
காற்று வேகம்,aerial velocity
ஏரோடைனமிக் குணகம்,aerodynamic coefficient
காற்றியக்கவியல்,aerodynamic
காற்றியக்கவியல்,aerodynamics
வானூர்தி,aeronautical
ஏரோநாட்டிக்ஸ்,aeronautics
காற்று துடிப்பு,aeropulse
"வளிமண்டலம், வாயுக்கோளம்",aerosphere
கவனம் அமைப்பு,afocal system
மீண்டும் பற்றவைப்பு,after burning
பின் ஒளி,after glow
அதிர்ச்சி,aftershock
"வயது, வயது, வயது, சகாப்தம் (பதிப்பு), நேரத்தை பாதிக்க (ver.), நேரம், காலத்தால் பாதிக்கப்படுவது",age
நேரம் பாதிக்கப்பட்டது,aged
"முதுமை, முதுமை",ageing (aging)
நேர விளைவு,aging (=ageing)
நேர விளைவு சோதனை,aging test
புவியீர்ப்பு இல்லாதது,agravic
நல்லிணக்கம்,aim
"வான்வழி ரேடார், வான்வழி ரேடார்",airborne radar
"வான் இலக்கு, வான் இலக்கு",airborne target
காற்று சுவாசக் கருவி,air breather
ஏர் கண்டிஷனிங்,air conditioning
காற்று எதிர்ப்பு மின்மாற்றி,aircore transformer
விமானம்,aircraft
சீரமைப்பு,alignment
சீரமைப்பு பிழை,alignment error
நேரடி சுற்று,alive circuit
முழு கண்ணாடி குழாய்,all glass tube
முழு உலோக குழாய்,all metal tube
சரி செய்ய,allocate
"மிஸ்ரது (பதிப்பு), மிஷ்ரத்வான் (சிஆர்.)",alloy
மிஷ்ரத்வான்,alloying
எங்கும் நிறைந்த ஊடகம்,all-pervading medium
ஆம்னி ஆண்டெனா,all-wave antenna
பஞ்சாங்கம்,almanac
ஆல்பா,alpha
ஆல்பா-செயல்பாடு,alpha-activity
எண்ணெழுத்து,alphabetical
ஆல்பா கதிர்,alpha ray
மாற்றம்,alteration
"மாற்று, மாற்று",alternating
மின்மாற்றி,alternator
உயரமானி,altigraph
உயரமானி,altimeter
அல்டிமெட்ரி,altimetry
"உயரம், உயரம், உயரம், உயரம்",altitude
எண்கணித ரீசனிங் யூனிட் (ALU),ALU (Arithmatic Logic Unit)
அமுத விதி,Amagat law
சூழல்,ambient
அமிக்ரான்,amicron
அம்மீட்டர்,amméter
ஆம்பியர்,ampere
ஆம்பியர்-சட்டம்,Ampere's rule
நீர்வீழ்ச்சி அயனி,amphoteric ion
பெருக்கம்,amplification
பெருக்கி,amplifier
"கோணம், பரிமாணம்",amplitude
அ. எம்.யு. (அணு நிறை அலகு),a. m. u. (atomic mass unit)
இணக்கமான,analog (=analogue)
ஒப்புமை,analogy
ஆய்வாளர்,analyser
பகுப்பாய்வு,analysis
பகுப்பாய்வு,analytical
புள்ளி அல்லாத,anastigmatic
முரண்பாடான,anastigmatism
மற்றும் கதவு,AND gate
ஒலி அல்லாத,anechoic
ஒழுங்கற்ற நெகிழ்ச்சி,anelasticity
நீரற்ற,aneroid
கோணம்,angle
angstrom அலகு,Angstrom unit
கோணல்,angular
நீடிப்பான் வெர்னியர்,angular vernier
சர்ச்சைக்குரிய,anharmonic
மரியாதையற்ற,anharmonicity
வண்ணமயமான காந்தமாக்கல்,anhysteresis
மந்தமான,anhysteretic
அயனி,anion
சமச்சீரற்ற,anisodimensional
ஐசோட்ரோபிக்,anisotropic
ஐசோட்ரோபிசம்,anisotropy
நீக்குதல்,annihilation
சதிகாரர்கள்,annunciator
நேர்மின்முனை,anode
அனோடைசேஷன்,anodize
சீரற்ற,anomalous
ஒளியியல் அமைப்பு,anoptic system
ஆண்டெனா,antenna
ஆன்டிபெரியன்,antibaryon
பிணைப்பு எதிர்ப்பு சொத்து,antibinding property
எதிர் பத்திரம்,anitibonding
தலைகீழ் சக்தி,antiferroelectricity
காந்தவியல்,antiferromagnetic
காந்தப் பொருள்,antiferromagnetics
அழற்சி எதிர்ப்பு,antifoggant
ஈர்ப்பு எதிர்ப்பு,antigravity
ஆன்டிலாம்டா துகள்,anti-lambda particle
அலெப்டன்,anti-lepton
காந்தவியல்,antimagnetic
எதிர்ப்பொருள்,antimatter
எதிர்ப்பு ஏவுகணை,antimissile
எதிர்நியூட்ரான்,antineutron
துடிக்கும்,antinode
எதிர் அணுக்கரு,antinucleon
எதிர் துகள்,antiparticle
ஆன்டிபுரோட்டான்,antiproton
எதிர் பிரதிபலிப்பு,antireflection
சமச்சீரற்ற,antisymmetric
மீண்டும் நிகழாதது,aperiodical
காலமற்ற தன்மை,aperiodicity
துளையிடப்பட்ட ஸ்கேனிங் வட்டு,apertural disc
துவாரக்,aperture
"மேல், மேல், முன்",apex
"சூரியன் உயர், அதிக சூரியன்",aphelion
அக்கறையற்ற சரிகை,aplanat
பரிதாபமற்றது,aplanatic
இயலாமை,aplanatism
மிகவும் வண்ணமயமான,apochromatic
"நிலம்-உயர்ந்த, உச்சநிலை",apogee
"துருவமற்ற, சுற்றளவு",apolar
பார்ப்பனியம்,apolarity
சாதனம்,apparatus
"மெய்நிகர், காட்சி",apparent
தெரியும் சூரியன்,apparent sun
காட்சி நேரம்,apparent time
வெளிப்படும் தோற்றம்,appearance
விண்ணப்பம்,appliance
பொருந்தக்கூடிய தன்மை,applicability
விண்ணப்பித்தார்,applied
கவனிக்கத்தக்கது,appreciable
அணுகுமுறை,approach
"அருகில், தோராயமாக",approximate
தோராயம்,approximation
நீராவி அழுத்தம்,aqueous tension
தன்னார்வ,arbitrary
"வில் உலை, வில் உலை",arc furnace
ஆர்க்கிமிடிஸ் சட்டம்,Archimedes principle
கட்டிடக்கலை ஒலியியல்,architectural acoustics
பரிதி விளக்கு,arc lamp
வில்-ஸ்பெக்ட்ரம்,arc spectrum
"பகுதி, பகுதி",area
"பிராந்திய, பிராந்திய",areal
"கை, கை, கிளை",arm
அமெச்சூர்,armature
"வரிசை, வரிசை",array
பெறுபவர்,arrester
உச்சரிப்பு தெளிவு,articulation
செயற்கை,artificial
செயற்கை மாற்றம்,artificial transmutation
ஏறுமுகம்,ascending
ஏற்றம்,ascension of the star
ஏறும்,ascent
அகோலி,aspheric
திரட்டுதல்,aspherizing
தொகுப்பு,assemblage
"கூட்டுதல், கூட்டுதல்",assemble
"அசெம்பிளிங், அசெம்பிள், அசெம்பிள்",assembly (=assemblage)
துல்லியமான மதிப்பீடு,assessment of accuracy
குறிப்பிடப்பட்ட (குவாண்டம் எண்களின்) விவரக்குறிப்புகள்,assigned assignment (of quantum numbers)
"தொடர்புடைய, துணை, இணைந்த",associated
உயிர் ஒலி,assonance
தானியங்கி மல்டிவிபிரேட்டர்,astable multivibrator (=free running multivibrator)
ஆஸ்தெனிக்,astatic
"மதுவிலக்கு, astigmatism",astigmatism
விண்வெளி பயண மின்னணுவியல்,astrionics
வானியற்பியல்,astrometry
விண்வெளி,astronaut
வானியலாளர்,astronomer
விண்ணுலகம்,astronomical
வானியல்,astronomy
வானியற்பியல்,astrophysics
சமச்சீரற்ற,asymmetrical
அறிகுறியற்ற,asymptote
மோசமாக்கும்,asymptotic
ஒத்திசைவற்ற,asynchronous
"வளிமண்டலம், வளிமண்டலம்",atmosphere
வளிமண்டலம்,atmospheric
காற்று கொந்தளிப்பு,atmospherics
அணுக்கரு,atom
அணு,atomic
அணுசக்தி,atomicity
அணுக்கரு நிறை,atomic mass
அணு எண்,atomic number
"அணு உலை, அணுக் குவியல்",atomic reactor (=atomic pile)
அணு,atomistic
துகள்,atomization
துகள்,atomizer
"தணிவு, தணிவு",attenuation
"தணித்தல், தணித்தல்",attenuator
வசீகரம்,attraction
ஈர்ப்பு சக்தி,attractive forces
கேட்கக்கூடிய தன்மை,audibility
ஒலி அதிர்வெண் பெருக்கி,audio-amplifier
கேட்கக்கூடிய,audio
ஆடியோ ஜெனரேட்டர்,audio generator
கேட்கக்கூடிய வரைபடம்,audiogram
கேட்கும் அறிவியல்,audiology
ஒலிமானி,audiometer
கேட்கக்கூடிய அதிர்வெண் ஆஸிலேட்டர்,audio oscillator
ஒலி சமிக்ஞை,audio signal
ஒலி-ஒளி காட்சி,audiovisual
"ஆடிட்டோரியம், ஆடிட்டோரியம்",auditorium
OZ விளைவு,Auger effect
பதவி உயர்வு,augmentation
மேம்படுத்துபவர்,augmentor
துருவ சுடர்,aurora
தென் துருவ சுடர்,aurora australis
வட துருவ சுடர்,aurora borealis
தானியங்கி எச்சரிக்கை,autoalarm
தானாக இணையாக,autocollimator
"தானியங்கி, தானியங்கி, தானியங்கி",automatic
"ஆட்டோமேஷன், ஆட்டோமேஷன்",automation
"உதவியாளர், கூட்டுறவு, கூடுதல்",auxiliary
"அவடவா, அவலாஞ்சி",avalanche
"சராசரி, சராசரி",average
பரிவாரன்,avoidance
அச்சு,axial
அச்சு,axis
அஜிமுத்,azimuth
அஜிமுத்,azimuthal
மீண்டும்,back
"பின்னணி, பின்னணி",background
"பின்தங்கிய, பின்தங்கிய",backlash
திருப்புமுனை,backout
பின் மின்னழுத்த துடிப்பு,back swing voltage pulser
பிந்தைய உறவு,back to back connection
கொடுக்கப்படுவதுடன்,back up
எதிர்ப்பு மின்னழுத்தம்,back voltage (Freverse voltage)
பின்புற சிதறல்,backward scattering
இடைநிலை அலை,back wave (=spacing wave)
இன்சுலேட்டர்,bad conductor
பாராசூட் ஜம்ப்,bail out
வெப்பமூட்டும்,bakeout
"சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை",balance
சமநிலைப்படுத்துபவர்,balancer
சமநிலை,balancing
உருண்டை,ball ended magnet
"பாலிஸ்டிக், பாலிஸ்டிக்",ballistic
"ப்ராஜெக்ஷன் கால்வனோமீட்டர், ப்ராஜெக்ஷன் கால்வனோமீட்டர்",ballistic galvanometer
ஏவுகணை,ballistic missile
"பந்துவீச்சு, ஆயுதம்",ballistics
கணிப்பு,ballistic throw
இலவச பாதை,ballistic trajectory
"பலூன், பலூன்",balloon
பால்மர் இடைநிறுத்தம்,Balmer discontinuity
"இசைக்குழு, இசைக்குழு, இசைக்குழு",band
குண்டு வெடிப்பு,bang
"வரிசை, கற்றை, கரை, கரை, கடற்கரை",bank
"நெடுவரிசை, பட்டை, கோப், தொகுதி, பட்டை, கம்பி, பட்டை, 8. சுவர், 9. கோடு, 10. விளிம்பு, 1 தொகுதி, 1, பட்டை, 1, கோடு, 1, சோதனைக் கோடு",bar
பார்டீன் கொள்கை,Bardeen theory
barkhausen விளைவு,Barkhausen effect
பார்லோ சுழற்சி,Barlow's wheel
பட்டை காந்தம்,bar magnet
கொட்டகை,barn
காற்று அழுத்த வரைபடம்,barogram
"barograph, barograph",barograph
காற்றழுத்தமானி,barometer
வளிமண்டல அழுத்தம்,barometry
"அண்டம், காற்றழுத்தம்",barosphere
ஊசல்,bar pendulum
"தடை, அணு, அணு தடை",barrier
தடை நிலை,barrier layer (rectifier)=blocking layer -depletion layer =space charge layer
பேரியன்,baryon
குருமண்டலம்,barysphere
அடிப்படை இசைக்குழு,base band
"அடிப்படை, அடிப்படை, கார",basic
அடித்தளம்,basis
"கணக்கெடுப்பு, குழு உருவாக்கம்",batching
"தொட்டி, தொட்டி, ஹீட்டர், வெப்பமூட்டும் பானை, குளியல்",bath
மின்கலம்,battery
"வரிசை பிரிவு, அறை, விரிகுடா",bay
கண்காட்சி,B-display
கிபான்,beacon
"மாணிக்கா, பீட்",bead
"பீம், பீம், பீம், டிரம்ப்",beam
"டிக்மன், டிக்கான்",bearing
"டோல், விஸ்பாண்ட்",beat
பெக்கரல் விளைவு,Becqueral effect
மணி ஜாடி,bell jar
பெல்லோஸ்,bellow
மணி கடிகாரம்,bell shaped
"வேதிகா, பெஞ்ச்",bench
"முறை, பங்க் (எட்.), வளைவு (வி.)",bend
வங்கியாளர்,bending
"வளைந்த, வளைந்த",bent
பெர்னோலி-சமன்பாடு,Bernoulli's equation
அடிப்படை-செயல்பாடு,Bessel function
சிறந்த ஒட்டுதல்,best fit
பீட்டா (பி),beta (भ्)
பீட்டாட்ரான்,betatron
bethe மாதிரி,Bethe's model
bivatron,bevatron
BH வளைவு,B-H curve
இருகோணமானது,biangular
"சார்பு, சார்பு",bias
இரு-அச்சு,biaxial
பைக்ரோமேட் செல்,bichromate cell
அப்யவடல்,biconcave
இரட்டை ஆண்டெனா,biconical aerial
பைன்வெக்ஸ்,biconvex
"இரு-படிகம், இரட்டை-படிகம்",bicrystal
இருதரப்பு ஒலிவாங்கி,bidirectional microphone
இருவகை மாதிரி,bifactor model
டையோசியஸ்,bifilar
இருதரப்பு,bilateral
இருமுனை,bilinear
இரு மூலக்கூறு,bimolecular
"இரு-மாறி, இரு-அடிப்படை, இரட்டை",binary
"பைனரி குறியீடு, பைனரி குறியீடு",binary code
விளையாட்டு நட்சத்திரம்,binary star
பைனரி முறை,binary system
இரட்டை பக்க,binaural
பத்திரம்,binding
"தொலைநோக்கி, தொலைநோக்கி",binocular
பைனரி,binode
இருவகைப் பரவல்,binomial distribution
"இருமைய, இருமைய, இரு அணுக்கரு",binuclear
உயிரியக்கவியல்,biodynamics
உயிர் மின்னணுவியல்,bioelectronics
உயிர் இயற்பியலாளர்,biophysicist
உயிர் இயற்பியல்,biophysics
உயிரியல் செயற்கைக்கோள்,biosatellite
"ஒளிப்பதிவாளர், பயாஸ்கோப்",bioscope
பயோ-சாவர்ட் விதி,Biot-Savart'law
இருமுனை மின்னோட்டம்,biphase current
இருமுனை,bipolar
"இருபிரிசம், இருபிரிசம்",biprism
"biquartz, biquartz",biquartz
இருமுனை பாத்திரம்,bistable characteristics
இரண்டு-நிலை மல்டிவிபிரேட்டர்,bistable multivibrator
"ட்வயங்க்* (பைனரி எண்), பர்மிஸ், அனி, துக்",bit
"கருப்பு, கிருஷ்ணா",black
கருப்பு உடல்,black body
கண்ணுக்கு தெரியாத ஒளி,black light
திமிராயன் வானொலி திமிராயன்,black out
வெளியேற்ற துடிப்பு,black out pulse (=blanking pulse)
முடிவு சார்பு,black out voltage (=cut of bias)
கருப்பு கதிர்வீச்சு,black radiation
"முடிக்கப்படாத, வெற்று",blank
கவர்,blanketing
ரத்து,blanking
"வெடிப்பு, வெடிப்பு, புயல்",blast
"savika, bleeder, savi",bleeder
"மாறுவேடமிட்டு, குருடர்",blind
ப்ளாச்சின் தேற்றம்,Bloch theorem
"தொகுதி, தொகுதி, தொகுதி",blocking
"அடி, அடி, அடி",blow
நீல அச்சு,blue print
தெளிவின்மை வட்டம்,blur circle
தெளிவற்ற,blurred
"பந்து, கோளம், பதக்கம்",bob
"உடல், பொருள்",body
உடல் திறன்,body capacitance
மையம் கொண்டது,body centred
"உடல்-மூலைவிட்ட, இறுதி-மூலைவிட்ட",body diagonal
"போகி, தெரியாத கண்டறிதல் (ரேடார்)",bogie
துளை விளைவு,Bohr effect
துளை காந்தம்,Bohr magneton
"கொதிகலன், கொதிகலன்",boiler
"கொதிக்கும், கொதிக்கும்",boiling
போல்ட்ஸ்மேன் சமன்பாடு,Boltzmann equation
குண்டுவீச்சு எலக்ட்ரான்,bombarding electron
"அதிர்ச்சிகரமான ஆற்றல், குண்டுவீச்சு ஆற்றல்",bombarding energy
அடமானம்,bond
"பிணைக்கப்பட்ட, பிணைக்கப்பட்ட, பிணைக்கப்பட்ட",bonding
மேம்படுத்துபவர்,booster
பழுப்பம்,boron
போஸ்-துகள்,Bose particle
போஸான்,boson
"முட்டாள், குதி",bounce
கட்டுப்பட்டது,bound
"வரம்பு, வரம்பு (பதிப்பு), விளிம்பு (வி.)",boundary
பிணைக்கப்பட்ட,bound
தனுசு முற்றம்,bow
பாய்மர அலை,bow wave
கொதிகலன் வெப்பமூட்டும்,Boyle point
பாயின் சட்டம்,Boyle's law
கொதிகலன் வெப்பமூட்டும்,Boyle' temperature
அடைப்பு-வகுப்பு,Bracket series
பை விதி,Bragg law
பின்னிப் பிணைந்த கம்பி,braided wire
பிரேக் வகுப்பு,braking orbit
பிரமா அமுக்கி,Bramah press
கிளைகள்,branching
"துணிச்சலான லட்டு, துணிச்சலான லட்டு",Bravais lattice
"பித்தளை பிரேசிங், பித்தளை சாலிடரிங்",braze
துண்டித்தல்,break
இணைப்பு உடைப்பு,break contact
"எலும்பு முறிவு டையோடு, ஜீனர் டையோடு",breakdown diode
எலும்பு முறிவு,breaking
"ப்ரீடர் ரியாக்டர், ப்ரீடர் நியூக்ளியர் ஃபர்னஸ், பிரீடர் ஃபர்னஸ்",breeder reactor
இனப்பெருக்கம்,breeding
"retardant கதிர்வீச்சு, brastralung",bremsstrahlung
brewster-angle,Brewster angle
ப்ரூஸ்டர் குளிர்சாதன பெட்டி,Brewster fringe
பாலம்,bridge
பாலம் பிணைப்பு,bridging
"பிரகாசமான, பளபளப்பான, திகைப்பூட்டும்",bright
ஒளிரும்,brightening
பிரகாசம்,bright
"தியுதி, பிரபா",brightness
பிருலுவான் பகுதி,Brillouin zone
பிரிட்டிஷ் நிலையான மெழுகுவர்த்தி,British Standard Candle
உடையக்கூடிய,brittle
உடையக்கூடிய தன்மை,brittleness
ஒளிபரப்பு,broadcasting
விரிவான,broad
பிற்போக்கு,broadside
ப்ரோக்லி சூத்திரம்,Broglie formula
துண்டு துண்டாக,broken
பிரவுனி இயக்கம்,Brownian motion
"குச்சி, புருஷ், குர்ச், குல்ம்",brush
"குமிழி, குமிழி (பதிப்பு), முணுமுணுப்பு (வி.)",bubble
உமிழும்,bubbling
எதிர் நடவடிக்கைகள்,bucking
சுருக்கம்,buckling
"amphoteric, buffered",buffer
ஒலியியல்,building acoustics
பர்தன்,build up
பல்பு,bulb
வெளிப்படு,bulging
"தொகுதி, மொத்த, நிறை, நிறை, தொகுதி",bulk
தொகுதி நெகிழ்ச்சி குணகம்,bulk modulus
மக்கள் சொத்து,bulk property
அதிகபட்ச வெப்பநிலை,bulk temperature
வீக்கம்,bump (in a curve)
"கொத்து, கொத்து (n.), கொத்தாக இருக்க வேண்டும் (ver.)",bunch
கொத்து,buncher
பன்சென் செல்,Bunsen cell
மிதப்பு,buoy
"மிதப்பு, மிதப்பு",buoyancy
பர்கர் சுற்று,Burger's circuit
திருடன் மணி,burglar alarm
"எரிப்பான், பற்றவைப்பான்",burner
முழு பற்றவைப்பு,burn out
"வெடிப்பு, வெடிப்பு, பிளவு",burst
வரிசை பிஸி,busy line
பிஸியான தொனி,busy tone
ஒலிப்பவர்,buzzer
பைபாஸ்,bypass
சுற்று,bypassing
"கடல் கம்பி, கேபிள்",cable
காட்மியம்,cadmium
சீசியம்-செல்,caesium cell
பஞ்சர் இருமுனை,cage dipole
பஞ்சர் விளைவு,cage effect
கணக்கெடுக்க,calculate
கால்குலேட்டர்,calculator
நாட்காட்டி,calendar
"அளவீடு, அளவுத்திருத்தம், திருத்தம்",calibrate
"அளவீடு பெருக்கி, அளவுத்திருத்த பெருக்கி",calibration factor
காலிப்பர்கள்,callipers
"கால்குலேட்டர், பேச்சு கால்குலேட்டர்",call-meter
"வெப்பம் (வி.), கலோரிக் (எட்.)",caloric
"கலோரிமீட்டர், கலோரிமீட்டர்",calorimeter
"கலோரிமெட்ரி, கலோரிமெட்ரி",calorimetry
புகைப்பட கருவி,camera
"குல்யா கிரண், கால்வாய் கிரண்",canal rays
குத்துவிளக்கு,candela
"மெழுகுவர்த்தி, மெழுகுவர்த்தி",candle
நியமனம்,canonical
காண்டிலீவர்,cantilever
"தொப்பி, ஆடை (எட்.), இன்டர்லேசிங் (வி.)",cap
வைத்திருக்கும்,capacitance
மின்தேக்கி,capacitor
"கேபிலரிட்டி, கேபிலரிட்டி",capillarity
"தந்துகி, தந்துகி",capillary
தந்துகி விசை,capillary force
"காப்ஸ்யூல், காப்ஸ்யூல், காப்ஸ்யூல்",capsule
பிடிப்பு,capture
கார்பன் 14 திட்டமிடல்,carbon 14 dating
"முதன்மை புள்ளி, கார்டினல் எண், எண்ணிக்கை எண்",cardinals
கார்னோவின் தேற்றம்,Carnot's theorem
கேரியர்,carrier
கார்ட்டீசியன் அச்சு,Cartesian axes
கார்ட்ரிட்ஜ்,cartridge
"சோபானி (வி.), சோபானிபட் (பதிப்பு)",cascade
ஈர்க்கப்பட்டார்,catalysed
"பேரழிவு, பேரழிவு",catastrophe
லிமிட்டர் டையோடு,catching diode
"orthometer, cathetometer",cathetometer
கதீட்ரான்,cathetron
கேத்தோடு,cathode
கேஷன்,cation
ஒளிரும் பக்கம்,caustic surface
கோட்டார்,cavity
"விளிம்பு, கவர், குறுக்குவெட்டு, அதிக எண், கவர்",ceiling
விண்ணுலகம்,celestial
செல்-நிலையான,cell constant
சிமென்ட் லென்ஸ்,cemented lens
கவனம்,centering
சென்டிகிரேட்,centigrade
சென்டிமீட்டர்,centimeter
சென்டிமீட்டர்-கிராம்-இரண்டாம் முறை,centimeter gram second system
"மத்திய, மத்திய",central
மத்திய வள அலகு,central processing unit (C.P.U)
மையம்,centre
சீரமைப்பு மையம்,centre of collineation
சராசரி கதிர்,centric ray
மையவிலக்கு,centripetal
கரு,centroid
பீங்கான்,ceramic
c. கிராம். இருந்து. முறை,c.g.s. system
தொடர் சிதைவு,chain decay
"செல், அறை, அறை",chamber
"வாய்ப்பு, வாய்ப்பு, வாய்ப்பு",chance
மாறி,changing
"கால்வாய், கால்வாய், கால்வாய், நீர்வழி",channel
"சேனலைசேஷன், சேனலைசேஷன்",channelling
"குழப்பம், கோளாறு",chaos
"பாத்திரம், தன்மை, தன்மை",character
"பண்பு, பண்பு, பண்பு, முழு, பண்பு",characteristic
"கட்டணம், கட்டணம், கட்டணம், கட்டணம்",charge
சார்ஜர்,charger
நிரப்பவும்,charging
சார்லஸ் சட்டம்,Charles' law
"விளக்கப்படம், விளக்கப்படம்",chart
பின்தொடர்தல்,chasing
"புறக்காவல் நிலையம், சேஸ்",chasis
"சோதனை, சோதனை",check
இரசாயன,chemical
இரசாயன ஒளிர்வு,chemi-luminescence
"ஷேவிங்ஸ், சிப்ஸ், சிப்ஸ்",chip
வகுப்பு இல்லாத சோதனை,chi-square test
"மூச்சுத் திணறல் (குறைபாடு), மூச்சுத் திணறல்",choke
இடைப்பட்ட பெருக்கி,chopper amplifier
குழு இசை,choral music
வண்ணமயமான,chromatic
நிறமி,chromaticity
நிறமி,chromaticness
நிறமி,chromastism
குரோமடோகிராம்,chromatograph
"நிறமானி, குரோமோமீட்டர்",chromometer
குரோமோஃபோர்,chromophore
"குரோமோஸ்பியர், குரோமோஸ்பியர்",chromosphere
"கால வரைபடம், கால வரைபடம், கால வரைபடம்",chronograph
காலமானி,chronometer
"திரைப்படங்கள், திரைப்படங்கள்",cinema
ஒளிப்பதிவு,cinematography
"பூஜ்யம், மறைக்குறியீடு",cipher (zero)
மறுநிகழ்வு,circle in (=iris in)
சுற்று,circuit
சுற்று,circuitry
"வட்ட, வட்ட",circular
சுற்றுகிறது,circulating
"சுழற்சி, சுழற்சி",circulation
சுழற்சி செய்பவர்,circulator
சுற்றளவு,circumferential
அணு எலக்ட்ரான்,circumuclear electron
பரிபு செயற்கைக்கோள்,circumterrestrial satellite
சிவில் அதிர்வெண் பட்டை,citizen's band
"ஆடை, ஆக்கிரமிப்பு",cladding
பத்திரம்,clamping
Klepeyron சமன்பாடு,Clapeyron equation
"கிளாசிக், கிளாசிக், கிளாசிக்",classical
"இடைவெளி, நீக்கம் (adj.)",clearance
பிளவு,cleavage
காலநிலை,climate
ஏற்ற,climb
"பைரோமீட்டர், மருத்துவ வெப்பமானி",clinical thermometer
கடிகார மின்னழுத்தம்,clock voltage
கடிகாரகடிகாரச்சுற்று,clockwise
மூடிய சுற்று,closed circuit
மூடிய சுற்று தொலைக்காட்சி,closed circuit television (=piped television)
"இறுக்கமாக நிரம்பிய, இறுக்கமாக நிரம்பிய",close packed
நன்கு தொகுக்கப்பட்ட அமைப்பு,close packed structure
நெருங்கிய அணுகுமுறை,closest approach
சமீபத்திய பேக்,closest packed
நெருக்கமான பார்வை,close-up (=close-up view)
"மேகங்கள், மேகங்கள், மங்கல், புள்ளிகள்",cloud
கொத்து,cluster
"கரடுமுரடான, கரடுமுரடான, கச்சா, தரமற்ற, சுத்திகரிக்கப்படாத",coarse
மேக்ரோ படிக,coarsely crystalline
"கடற்கரை, இலக்கு வீடு (ரேடார்)",coast
"கவர், கோட், கோட், பூச்சு",coat
"பூச்சு, பூச்சு, பூச்சு",coating
கோக்ஸ்,coaxial
"குறியீடு, அடையாளம், குறியீடு, குறியீடு, குறியீடு",code
குறியிடப்பட்டது,coded
குறியீட்டு துடிப்பு,coding pulse
குணகம்,coefficient
கட்டுப்பாடு,coercive
சஸ்பென்ஸ்,coercivity
"இணைப்பு, இணைவு",coherence
"இணைக்கப்பட்ட, இணைக்கப்பட்ட",coherent
ஒற்றுமை,cohesion
சன்சாஞ்சி,cohesional
ஜாதகம்,coil
