Malayalam,Tamil
സങ്കലന ഗ്രൂപ്പ്,சேர்க்கை குழு
വിപരീത വിപരീതം,தலைகீழ் சேர்க்கை
അഡിറ്റീവ് പ്രോപ്പർട്ടി,சேர்க்கை சொத்து
അഡിറ്റിവിറ്റി,சேர்க்கை
തൊട്ടടുത്തുള്ള മാട്രിക്സ്,அருகாமை அணி
തൊട്ടടുത്തുള്ള,அருகில்
അടുത്തുള്ള കോണുകൾ,அருகில் உள்ள கோணங்கள்
തൊട്ടടുത്തുള്ള ശീർഷകം,அருகில் உள்ள உச்சி
ചേരുക,இணை
തൊട്ടടുത്തുള്ള,அருகில்
അനുബന്ധ ഡിറ്റർമിനന്റ്,இணைந்த தீர்மானிப்பான்
അനുബന്ധ ഡിഫറൻഷ്യൽ സമവാക്യം,இணை வேறுபாடு சமன்பாடு
അനുബന്ധ സമവാക്യം,இணைந்த சமன்பாடு
അനുബന്ധ മാട്രിക്സ്,இணை அணி
മാട്രിക്സിന്റെ അനുബന്ധം,மேட்ரிக்ஸின் இணைப்பு
അഡ്ജുഗേറ്റ് മാട്രിക്സ്,adjugate matrix
സ്വീകാര്യമായ തീരുമാന പ്രവർത്തനം,ஏற்றுக்கொள்ளக்கூடிய முடிவு செயல்பாடு
അനുവദനീയമായ അനുമാനം,ஏற்றுக்கொள்ளக்கூடிய கருதுகோள்
എയറോഡൈനാമിക് ശക്തി,காற்றியக்க விசை
എയറോഡൈനാമിക്സ്,காற்றியக்கவியல்
അഫൈൻ ജ്യാമിതി,இணைப்பு வடிவியல்
അഫൈൻ മാപ്പിംഗ്,இணைப்பு மேப்பிங்
അഫൈൻ പരിവർത്തനം,இணைப்பு மாற்றம்
അഗ്രഗേറ്റിംഗ് വേരിയബിളുകൾ,ஒருங்கிணைக்கும் மாறிகள்
ബീജഗണിതം,இயற்கணிதம்
ബീജഗണിതപരമായി അടച്ചിരിക്കുന്നു,இயற்கணிதப்படி மூடப்பட்டது
ബീജഗണിത സമവാക്യം,இயற்கணித சமன்பாடு
ബീജഗണിത പദപ്രയോഗം,இயற்கணித வெளிப்பாடு
ബീജഗണിത രൂപം,இயற்கணித வடிவம்
ബീജഗണിത പ്രവർത്തനം,இயற்கணித செயல்பாடு
ബീജഗണിത ജ്യാമിതി,இயற்கணித வடிவியல்
ബീജഗണിത ഗുണിതം,இயற்கணிதப் பெருக்கம்
ബീജഗണിത വ്യവസ്ഥ,இயற்கணித அமைப்பு
എല്ലാ പൂർണ്ണസംഖ്യാ പ്രശ്നം,அனைத்து முழு எண் பிரச்சனை
വിഹിതം പ്രശ്നം,ஒதுக்கீடு பிரச்சனை
അക്ഷരമാലാ ക്രമം,அகரவரிசைக் குறியீடு
അക്ഷരമാലാക്രമം,அகரவரிசை எழுத்து
ഇതര കോൺ,மாற்று கோணம்
ഒന്നിടവിട്ട രൂപം,மாற்று வடிவம்
ഇതര ഗ്രൂപ്പ്,மாற்று குழு
ഒന്നിടവിട്ട മാട്രിക്സ്,மாற்று அணி
ഒന്നിടവിട്ട പരമ്പര,மாற்று தொடர்
ഇതര സിദ്ധാന്തം,மாற்று கருதுகோள்
ഇതര ഒപ്റ്റിമ,மாற்று ஆப்டிமா
ഇതര ഫലം,மாற்று விளைவு
അനലോഗ്-ടു-ഡിജിറ്റൽ കൺവെർട്ടർ,அனலாக்-டு-டிஜிட்டல் மாற்றி
അനലോഗ് കമ്പ്യൂട്ടർ,அனலாக் கணினி
വിശകലനം,பகுப்பாய்வு
സഹവർത്തിത്വത്തിന്റെ വിശകലനം,இணையான பகுப்பாய்வு
എണ്ണൽ ഡാറ്റയുടെ വിശകലനം,கணக்கியல் தரவு பகுப்பாய்வு
വ്യതിയാനത്തിന്റെ വിശകലനം,மாறுபாட்டின் பகுப்பாய்வு
അനലിറ്റിക് ജ്യാമിതി,பகுப்பாய்வு வடிவியல்
വിശകലന പ്രവർത്തനം,பகுப்பாய்வு செயல்பாடு
കോൺ,கோணம்
കോൺടാക്റ്റ് കോൺ,தொடர்பு கோணம்
വ്യതിചലനത്തിന്റെ കോൺ,விலகல் கோணம்
വിഷാദത്തിന്റെ ആംഗിൾ,மனச்சோர்வின் கோணம்
വ്യതിയാനത്തിന്റെ കോൺ,விலகல் கோணம்
ഡിഫ്രാക്ഷൻ കോൺ,விலகல் கோணம்
എലവേഷൻ കോൺ,உயரத்தின் கோணம்
സംഭവത്തിന്റെ കോൺ,நிகழ்வு கோணம்
പ്രൊജക്ഷൻ കോൺ,திட்ட கோணம்
പ്രതിഫലനത്തിന്റെ കോൺ,பிரதிபலிப்பு கோணம்
അപവർത്തന കോൺ,ஒளிவிலகல் கோணம்
ഭ്രമണകോണ്,சுழற்சி கோணம்
മൊത്തം പ്രതിഫലനത്തിന്റെ കോൺ,மொத்த பிரதிபலிப்பு கோணம்
കോണീയ ത്വരണം,கோண முடுக்கம்
കോണീയ ചലനം,கோண இயக்கம்
കോണീയ വേഗത,கோண வேகம்
കോണീയ പ്രവേഗം,கோண வேகம்
വാർഷികം,வளையம்
ഉത്തരം,பதில்
ആന്റി-ഡെറിവേറ്റീവ്,எதிர்ப்பு வழித்தோன்றல்
ആന്റിസിമെട്രിക് പ്രവർത്തനം,சமச்சீரற்ற செயல்பாடு
ബാധകമാണ്,பொருந்தும்
അപേക്ഷ,விண்ணப்பம்
പ്രയോഗിച്ച ഡൈനാമിക് പ്രോഗ്രാമിംഗ്,பயன்பாட்டு டைனமிக் நிரலாக்கம்
പ്രയോഗിച്ച ജ്യാമിതി,பயன்படுத்தப்படும் வடிவியல்
പ്രയോഗിച്ച ഗണിതശാസ്ത്രം,பயன்பாட்டு கணிதம்
പ്രയോഗിച്ച സ്ഥിതിവിവരക്കണക്കുകൾ,பயன்பாட்டு புள்ளிவிவரங்கள்
ഏകദേശം,தோராயமாக
ഏകദേശം തുടർച്ചയായ പ്രവർത്തനം,தோராயமாக தொடர்ச்சியான செயல்பாடு
ഏകദേശ രീതി,தோராயமான முறை
ഏകദേശ പരിഹാരം,தோராயமான தீர்வு
ഏകദേശ പ്രശ്നം,தோராயமான பிரச்சனை
ഏകദേശ സ്വത്ത്,தோராயமான சொத்து
ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ് ബാറ്ററി,திறன் சோதனை பேட்டரி
അർഗൻഡ് ഡയഗ്രം,அர்காண்ட் வரைபடம்
ഏകപക്ഷീയമായി തിരഞ്ഞെടുത്തു,தன்னிச்சையாக தேர்வு
ഏകപക്ഷീയമായ,தன்னிச்சையான
ഏകപക്ഷീയമായ സ്ഥിരാങ്കം,தன்னிச்சையான மாறிலி
ഏകപക്ഷീയമായ ഘടകം,தன்னிச்சையான உறுப்பு
ഏകപക്ഷീയമായ പോയിന്റ്,தன்னிச்சையான புள்ளி
ആർക്കെമീഡിയൻ നിയമം,ஆர்க்கிமிடியன் சட்டம்
ആർക്കിമിഡീസ് തത്വം,ஆர்க்கிமிடிஸ் கொள்கை
ആർക്ക് നീളം,வில்லின் நீளம்
വൃത്താകൃതിയിലുള്ള കമാനം,வட்ட வில்
ആർക്ക് സൈൻ വിതരണം,ஆர்க் சைன் விநியோகம்
ആർക്ക് സൈൻ പരിവർത്തനം,ஆர்க் சைன் மாற்றம்
പ്രദേശം,பகுதி
ഏരിയൽ ടെക്സ്ചർ,பகுதி அமைப்பு
സങ്കീർണ്ണ സംഖ്യയുടെ വാദം,கலப்பு எண்ணின் வாதம்
ഗണിത അർത്ഥം,எண்கணித சராசரி
ഗണിത പ്രവർത്തനം,எண்கணித செயல்பாடு
ഗണിത യൂണിറ്റ്,எண்கணித அலகு
ക്രമീകരണം,ஏற்பாடு
അറേ,வரிசை
കൃത്രിമ ഉപഗ്രഹം,செயற்கை செயற்கைக்கோள்
കൃത്രിമ വേരിയബിൾ,செயற்கை மாறி
കയറുക,ஏறும்
ആരോഹണം,ஏறும்
മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം,அளவின் ஏறுவரிசை
ആരോഹണ പരമ്പര,ஏறுவரிசை தொடர்
അസംബ്ലർ ഭാഷ,அசெம்பிளர் மொழி
അസൈൻമെന്റ് പ്രശ്നം,பணி நியமன பிரச்சனை
സഹകാരി നിയമം,துணை சட்டம்
ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം,ஆபரேட்டர்களின் துணை சட்டம்
അനുബന്ധ പ്രവർത്തനം,துணை செயல்பாடு
സഹവാസം,கூட்டுறவு
അർത്ഥമാക്കുന്നത്,சராசரியாக கருதப்படுகிறது
പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു,நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது
അനുമാനം,அனுமானம்
ജ്യോതിഷം,ஜோதிடம்
ബഹിരാകാശ എഞ്ചിനീയർ,விண்வெளி பொறியாளர்
ജ്യോതിശാസ്ത്രജ്ഞൻ,வானியலாளர்
ജ്യോതിശാസ്ത്ര ഘടികാരം,வானியல் கடிகாரம்
ജ്യോതിശാസ്ത്രം,வானியல்
അസമമായ വക്രം,சமச்சீரற்ற வளைவு
അസമമിതി,சமச்சீரற்ற தன்மை
ലക്ഷണം,அறிகுறியற்றது
അസിംപ്റ്റോട്ടിക്,அறிகுறியற்ற
അസിംപ്റ്റിക്കലി കാര്യക്ഷമമായ എസ്റ്റിമേറ്റർ,அறிகுறியற்ற திறமையான மதிப்பீட்டாளர்
അസ്‌മിപ്റ്റിക്കലി പക്ഷപാതമില്ലാത്ത എസ്റ്റിമേറ്റർ,அறிகுறியற்ற பாரபட்சமற்ற மதிப்பீட்டாளர்
അസിംപ്റ്റോട്ടിക് സ്വഭാവം,அறிகுறியற்ற நடத்தை
അസിംപ്റ്റോട്ടിക് ഡിസ്ട്രിബ്യൂഷൻ ഫംഗ്ഷൻ,அறிகுறியற்ற விநியோக செயல்பாடு
അസിംപ്റ്റോട്ടിക് വികാസം,அறிகுறியற்ற விரிவாக்கம்
അന്തരീക്ഷമർദ്ദം,வளிமண்டல அழுத்தம்
മാറി മാറി,சீரற்ற முறையில்
ആട്രിബ്യൂട്ട്,பண்பு
ആട്രിബ്യൂട്ടുകൾ സാമ്പിൾ നടപടിക്രമം,மாதிரி செயல்முறை பண்புகளை
വർദ്ധിപ്പിച്ച മാട്രിക്സ്,பெரிதாக்கப்பட்ட அணி
ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്,தன்னியக்க தொடர்பு குணகம்
ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ,தன்னியக்க தொடர்பு செயல்பாடு
ഓട്ടോകോവേരിയൻസ്,தன்னியக்க மாறுபாடு
ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ,தானியங்கி கணினி
സ്വയം റിഗ്രഷൻ,தன்னியக்க பின்னடைவு
സഹായ സമവാക്യം,துணை சமன்பாடு
ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (ASN കർവ്),சராசரி மாதிரி எண் வளைவு (ASN வளைவு)
സിദ്ധാന്തം,கோட்பாடு
അച്ചുതണ്ട് സമീപനം,அச்சு அணுகுமுறை
സംഭാവ്യതയുടെ സിദ്ധാന്തം,நிகழ்தகவு கோட்பாடு
അച്ചുതണ്ട്,அச்சு
അബ്സിസ്സയുടെ അച്ചുതണ്ട്,abscissa அச்சு
ഭൂമിയുടെ അച്ചുതണ്ട്,பூமியின் அச்சு
വിപ്ലവത്തിന്റെ അച്ചുതണ്ട്,புரட்சியின் அச்சு
ഭ്രമണത്തിന്റെ അച്ചുതണ്ട്,சுழற்சியின் அச்சு
സ്പിന്നിന്റെ അച്ചുതണ്ട്,சுழற்சியின் அச்சு
തിരികെ-പകരം,பின்-மாற்று
പിന്നാക്ക വ്യത്യാസം,பின்தங்கிய வேறுபாடு
ബാക്ക്വാർഡ്-ഇന്റർപോളേഷൻ ഫോർമുല,பின்தங்கிய இடைக்கணிப்பு சூத்திரம்
ബാലൻസ്,சமநிலை
സമതുലിതമായ ഡിസൈൻ,சீரான வடிவமைப்பு
ബാലൻസ് ഷീറ്റ്,இருப்புநிலை
ബാലിസ്റ്റിക് മിസൈൽ,பாலிஸ்டிக் ஏவுகணை
ബാലിസ്റ്റിക്സ്,பாலிஸ்டிக்ஸ்
ബാർ,மதுக்கூடம்
അടിസ്ഥാനം,அடித்தளம்
അടിസ്ഥാന കോൺ,அடிப்படை கோணம்
ലോഗരിതം അടിസ്ഥാനം,மடக்கையின் அடிப்படை
അടിസ്ഥാന,அடிப்படை
അടിസ്ഥാന പ്രായോഗിക പരിഹാരം,அடிப்படை சாத்தியமான தீர்வு
അടിസ്ഥാന പരിഹാരം,அடிப்படை தீர்வு
അടിസ്ഥാന വേരിയബിൾ,அடிப்படை மாறி
അടിസ്ഥാനം,அடிப்படையில்
അടിസ്ഥാന ഘടകം,அடிப்படை உறுப்பு
അടിസ്ഥാന മാട്രിക്സ്,அடிப்படை அணி
ഒരു വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം,ஒரு திசையன் இடத்தின் அடிப்படை
ഉപസ്ഥലത്തിന്റെ അടിസ്ഥാനം,துணைவெளியின் அடிப்படை
ബയേസിയൻ എസ്റ്റിമേറ്റ്,பேய்சியன் மதிப்பீடு
ബയേസിന്റെ നിയമം,பேய்ஸ் சட்டம்
ബയേസിന്റെ സിദ്ധാന്തം,பேய்ஸ் தேற்றம்
ബെർണൂലി വിതരണം,பெர்னோலி விநியோகம்
ബെർണൂലി നമ്പർ,பெர்னோலி எண்
ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ,பெர்னோலி நிகழ்தகவு செயல்பாடு
ബെർണൂലിയുടെ സമവാക്യം,பெர்னோலியின் சமன்பாடு
ബെറി പ്രവർത്തനം,பெர்ரி செயல்பாடு
ഏറ്റവും അനുയോജ്യം,சிறந்த பொருத்தம்
ഏറ്റവും അനുയോജ്യമായ ലൈൻ,சிறந்த பொருத்தம் வரி
മികച്ച പരിഹാരം,சிறந்த தீர்வு
മികച്ച തന്ത്രങ്ങൾ,சிறந்த உத்திகள்
ബീറ്റ വിതരണം,பீட்டா விநியோகம்
പക്ഷപാതം,சார்பு
പക്ഷപാതപരമായ കണക്ക്,பாரபட்சமான மதிப்பீடு
ബൈഹാർമോണിക് സമവാക്യം,பைஹார்மோனிக் சமன்பாடு
ബിജക്ഷൻ,பிஜேக்ஷன்
ബിജക്റ്റീവ് മാപ്പ്,இருமுனை வரைபடம்
ബിജക്റ്റീവ് മാപ്പിംഗ്,பைஜெக்டிவ் மேப்பிங்
ബിലീനിയർ രൂപം,இருகோடி வடிவம்
ബിലീനിയർ ഫംഗ്ഷൻ,இருமுனை செயல்பாடு
ബിലീനിയർ ഹെർമിഷ്യൻ രൂപം,இருமுனை ஹெர்மிடியன் வடிவம்
ബൈനറി,பைனரி
ബൈനറി കോഡ്,பைனரி குறியீடு
ബൈനറി കോഡ് ചെയ്ത ദശാംശം,பைனரி குறியிடப்பட்ட தசம
ബൈനറി കോഡിംഗ്,பைனரி குறியீட்டு முறை
ബൈനറി കമ്പ്യൂട്ടർ,பைனரி கணினி
ബൈനറി അക്കം,பைனரி இலக்கம்
ബൈനറി പ്രവർത്തനം,பைனரி செயல்பாடு
ബൈനറി സിസ്റ്റം,பைனரி அமைப்பு
ബൈനറി വേരിയബിൾ,பைனரி மாறி
ദ്വിപദ ഗുണകം,ஈருறுப்புக் குணகம்
ദ്വിപദ വിതരണം,இருவகைப் பரவல்
ദ്വിപദ സമവാക്യം,ஈருறுப்புச் சமன்பாடு
ദ്വിപദ വിപുലീകരണം,ஈருறுப்பு விரிவாக்கம்
ദ്വിപദ പദപ്രയോഗം,ஈருறுப்பு வெளிப்பாடு
ബൈനോമിയൽ റാൻഡം വേരിയബിൾ,ஈருறுப்பு சீரற்ற மாறி
ദ്വിപദ സിദ്ധാന്തം,ஈருறுப்பு தேற்றம்
വിഭജനം,இரு பிரிவு
വിഭജന രീതി,பிரித்தல் முறை
ദ്വിഭാഗം,இருவகை
ബൈസീരിയൽ,இருமுறை
ബിറ്റ്,பிட்
ദ്വിപദ ദ്വിപദ വിതരണം,இருவகை இருவகைப் பரவல்
ദ്വിവസ്ത്ര പരസ്പര ബന്ധ ഗുണകം,இருவகை தொடர்பு குணகம்
ദ്വിവിധ വിതരണം,இருவகை விநியோகம்
ദ്വിവത്കൃത സാധാരണ വിതരണം,இருவகை சாதாரண விநியோகம்
ബിവെക്ടർ,பைவெக்டர்
ബോൾട്ട്സ്മാൻ സമവാക്യം,போல்ட்ஸ்மேன் சமன்பாடு
ബൂളിയൻ ബീജഗണിതം,பூலியன் இயற்கணிதம்
ബോസ് - ഐൻസ്റ്റീൻ സ്ഥിതിവിവരക്കണക്കുകൾ,போஸ் - ஐன்ஸ்டீன் புள்ளிவிவரங்கள்
അതിർത്തി അവസ്ഥ,எல்லை நிலை
അതിർത്തി പാളി,எல்லை அடுக்கு
അതിർത്തി രേഖ,எல்லைக் கோடு
അതിർത്തി മൂല്യം,எல்லை மதிப்பு
അതിർത്തി മൂല്യ പ്രശ്നം,எல்லை மதிப்பு பிரச்சனை
പരിമിതമായ പ്രവർത്തനം,வரையறுக்கப்பட்ட செயல்பாடு
ബൗണ്ടഡ് മാട്രിക്സ്,கட்டுப்பட்ட அணி
അതിർത്തി പ്രദേശം,எல்லைக்குட்பட்ட பகுதி
ബൗണ്ടഡ് സെറ്റ്,வரையறுக்கப்பட்ட தொகுப்பு
ബ്രൗൺ ചലനം,பிரவுனிய இயக்கம்
കണക്കാക്കുക,கணக்கிட
കണക്കുകൂട്ടുന്നു,கணக்கிடுகிறது
കണക്കുകൂട്ടൽ യന്ത്രം,கணக்கிடும் இயந்திரம்
കണക്കുകൂട്ടല്,கணக்கீடு
കണക്കുകൂട്ടൽ നടപടിക്രമം,கணக்கீட்டு செயல்முறை
കാൽക്കുലേറ്റർ,கால்குலேட்டர்
കാൽക്കുലസ്,கால்குலஸ்
വ്യതിയാനത്തിന്റെ കണക്കുകൂട്ടൽ,மாறுபாட்டின் கணக்கீடு
കലോറി,கலோரி
റദ്ദാക്കൽ നിയമം,ரத்து சட்டம்
കാനോനിക്കൽ സമവാക്യം,நியமன சமன்பாடு
കാനോനിക്കൽ രൂപം,நியமன வடிவம்
കാനോനിക്കൽ മാട്രിക്സ്,நியமன அணி
കാന്റർ സെറ്റ്,கேன்டர் செட்
കാന്ററിന്റെ ത്രിതല സെറ്റ്,கேண்டரின் மும்முனைத் தொகுப்பு
ശേഷിയുള്ള ഗതാഗത പ്രശ്നം,திறன் கொண்ட போக்குவரத்து பிரச்சனை
ശേഷി,திறன்
കാപ്പിലറി ബലം,தந்துகி விசை
കാർഡിനൽ നമ്പർ,கார்டினல் எண்
കാർട്ടീഷ്യൻ അക്ഷങ്ങൾ,கார்ட்டீசியன் அச்சுகள்
കാർട്ടീഷ്യൻ കോർഡിനേറ്റുകൾ,கார்ட்டீசியன் ஆயத்தொகுப்புகள்
കാർട്ടീഷ്യൻ ഉൽപ്പന്നം,கார்ட்டீசியன் தயாரிப்பு
സെറ്റുകളുടെ കാർട്ടീഷ്യൻ ഉൽപ്പന്നം,தொகுப்புகளின் கார்ட்டீசியன் தயாரிப்பு
കേസ് പഠനം,வழக்கு ஆய்வு
വിനാശകരമായ ഏറ്റക്കുറച്ചിലുകൾ,பேரழிவு ஏற்ற இறக்கம்
കാറ്റനറി,கேடனரி
കോച്ചി വിതരണം,காச்சி விநியோகம்
കൗച്ചി ഫോർമുല,கௌச்சி சூத்திரம்
Cauchy Goursat സിദ്ധാന്തം,Cauchy Goursat தேற்றம்
കൗച്ചി റീമാൻ വ്യവസ്ഥകൾ,Cauchy Rimann நிபந்தனைகள்
Cauchy ക്രമം,கௌச்சி வரிசை
കൗച്ചി ഇന്റഗ്രൽ,Cauchy ஒருங்கிணைந்த
Cauchy പ്രധാന മൂല്യം,Cauchy முதன்மை மதிப்பு
കൗച്ചി അവശിഷ്ട സിദ്ധാന്തം,கௌச்சி எச்ச தேற்றம்
കെയ്‌ലി ഹാമിൽട്ടൺ സിദ്ധാന്തം,கெய்லி ஹாமில்டன் தேற்றம்
ആകാശ ശരീരം,வானுலக
ആകാശത്തിന്റെ അളവ്,வான அளவீடு
ആകാശ മെക്കാനിക്സ്,வான இயக்கவியல்
ആകാശ വസ്തു,வான பொருள்
സെൽ ആവൃത്തി,செல் அலைவரிசை
കാനേഷുമാരി,மக்கள் தொகை கணக்கெடுப்பு
സെന്റൽ,சென்டைல்
സെന്റീമീറ്റർ,சென்டிமீட்டர்
സെന്റീമീറ്റർ ഗ്രാം സെക്കന്റ് സിസ്റ്റം,சென்டிமீட்டர் கிராம் இரண்டாவது அமைப்பு
കേന്ദ്ര,மத்திய
കേന്ദ്ര അക്ഷം,மைய அச்சு
കേന്ദ്ര വ്യത്യാസം,மைய வேறுபாடு
കേന്ദ്ര വ്യത്യാസ ഫോർമുല,மைய வேறுபாடு சூத்திரம்
കേന്ദ്ര വ്യത്യാസ പട്ടിക,மைய வேறுபாடு அட்டவணை
കേന്ദ്ര പരിധി സിദ്ധാന്തം,மத்திய வரம்பு தேற்றம்
കേന്ദ്ര നിമിഷം,மைய தருணம்
സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു),மத்திய செயலாக்க அலகு (CPU)
കേന്ദ്ര പ്രവണത,மைய போக்கு
കേന്ദ്രം,மையம்
ഗുരുത്വാകർഷണ കേന്ദ്രം,ஈர்ப்பு மையம்
ഗ്രൂപ്പിന്റെ കേന്ദ്രം,குழுவின் மையம்
പിണ്ഡത്തിന്റെ കേന്ദ്രം,வெகுஜன மையம்
സമമിതിയുടെ കേന്ദ്രം,சமச்சீர் மையம்
അപകേന്ദ്ര ബലം,மையவிலக்கு விசை
അപകേന്ദ്രബലം,மையவிலக்கு விசை
കേന്ദ്രീകൃത,மையப்பகுதி
ഉറപ്പ്,உறுதி
cgs സിസ്റ്റം,cgs அமைப்பு
cgs യൂണിറ്റ്,cgs அலகு
വ്യത്യാസത്തിന്റെ ശൃംഖല,வேறுபாட்டின் சங்கிலி விதி
സാധ്യത കാരണങ്ങൾ,வாய்ப்பு காரணங்கள்
അവസര നീക്കങ്ങൾ,வாய்ப்பு நகர்கிறது
അച്ചുതണ്ടുകളുടെ മാറ്റം,அச்சுகளின் மாற்றம்
അടിസ്ഥാന മാറ്റം,அடிப்படை மாற்றம்
ക്രമം മാറ്റം,ஒழுங்கு மாற்றம்
സ്വഭാവ ഗുണകം,பண்பு குணகம்
ഡിറ്റർമിനന്റ്,தீர்மானிக்கும்
സ്വഭാവ സമവാക്യം,சிறப்பியல்பு சமன்பாடு
സ്വഭാവ സവിശേഷത,பண்பு செயல்பாடு
ലോഗരിതത്തിന്റെ സ്വഭാവം,மடக்கையின் சிறப்பியல்பு
സ്വഭാവ ബഹുപദം,பண்பு பல்லுறுப்புக்கோவை
സ്വഭാവ മൂല്യം,பண்பு மதிப்பு
സ്വഭാവ വെക്റ്റർ,பண்பு திசையன்
പ്രതീക സെറ്റ്,எழுத்துத் தொகுப்பு
ചാർട്ട്,விளக்கப்படம்
ചി-സ്ക്വയർ വിതരണം,சி-சதுர விநியோகம்
ചി-സ്ക്വയർ ഫോർമുല,சி-சதுர சூத்திரம்
ചി-സ്ക്വയർ ടെസ്റ്റ്,சி-சதுர சோதனை
കോർഡ്,நாண்
chord-bisection രീതി,நாண்-பிரித்தல் முறை
സൈഫർ സന്ദേശം (=കോഡ് ചെയ്ത സന്ദേശം),மறைக்குறியீடு செய்தி (=குறியிடப்பட்ட செய்தி)
സൈഫർ (പൂജ്യം),மறைக்குறியீடு (பூஜ்ஜியம்)
വൃത്തം,வட்டம்
ഒത്തുചേരൽ വൃത്തം,ஒன்றிணைந்த வட்டம்
സർക്യൂട്ട് മാട്രിക്സ്,சுற்று அணி
വൃത്താകൃതിയിലുള്ള,வட்ட
വൃത്താകൃതിയിലുള്ള ലക്ഷണം,வட்ட அறிகுறி
വൃത്താകൃതിയിലുള്ള ഹെലിക്സ്,வட்ட சுருளி
വൃത്താകൃതിയിലുള്ള ചലനം,வட்ட இயக்கம்
ചുറ്റളവ്,சுற்று மையம்
വൃത്താകൃതി,வட்ட வட்டம்
ചുറ്റുക,சுற்றம்
പരിമിതപ്പെടുത്തിയിരിക്കുന്നു,சுற்றத்தார்
ചുറ്റപ്പെട്ട വൃത്തം,சுற்றப்பட்ட வட்டம்
ക്ലാസിക്കൽ ഡിഡക്റ്റീവ് ടെക്നിക്,கிளாசிக்கல் கழித்தல் நுட்பம்
