English,Bengali
Anaerobic sludge digester,অ্যানেরোবিক স্ল্যাজ ডাইজেস্টর
Anaerobic,অ্যানেরোবিক
Anaima,আনাইমা
Anal,মলদ্বার
Anal,মলদ্বার
Anal aperture,মলদ্বার অ্যাপারচার
Anal cerci,মলদ্বার সেরসি
Anal loop,মলদ্বার লুপ
Anal style,মলদ্বার শৈলী
Analogous,সাদৃশ্য
Analogous,সাদৃশ্য
Analogy,উপমা
Analogy,উপমা
Analysis,বিশ্লেষণ
Anaphase,অ্যানাফেজ
Anatomic barrier,শারীরবৃত্তীয় বাধা
Anatomical aspect,শারীরবৃত্তীয় দিক
Anatomist,অ্যানাটোমিস্ট
Anatomy,অ্যানাটমি
Ancestor descendant sequence,পূর্বপুরুষ বংশোদ্ভূত ক্রম
Ancestral lineage,পৈতৃক বংশ
Ancestral sequence,পৈতৃক ক্রম
Ancylostoma,অ্যান্সিলোস্টোমা
Androecium,অ্যান্ড্রোসিয়াম
Androgen,অ্যান্ড্রোজেন
Anemia,রক্তাল্পতা
Anemone,অ্যানিমোন
Aneuploid,অ্যানিউপ্লয়েড
Aneuploidy,Aneuploidy
Angina,এনজিনা
Angiogram,অ্যাঞ্জিওগ্রাম
Angiograph,অ্যাঞ্জিওগ্রাফ
Angiography,অ্যাঞ্জিওগ্রাফি
Angioplasty,অ্যাঞ্জিওপ্লাস্টি
Angiosperm,সপুষ্পক
Angiotensin,অ্যাঞ্জিওটেনসিন
Angiotensinogen,অ্যাঞ্জিওটেনসিনোজেন
Angler fish,অ্যাংলার ফিশ
Anguina,অ্যাঙ্গুইনা
Anguis,অ্যাঙ্গুইস
Animal,প্রাণী
Animal,প্রাণী
Animal dung,প্রাণী গোবর
Animal husbandry,পশুপালন
Animal karyotyping,প্রাণী ক্যারিওটাইপিং
Animal kingdom,প্রাণী কিংডম
Animal tissue,প্রাণী টিস্যু
Animalia,অ্যানিমালিয়া
Anion,অ্যানিয়ন
Anisotropic band,অ্যানিসোট্রপিক ব্যান্ড
Annealing,অ্যানিলিং
Annelid,অ্যানেলিড
Annelida,অ্যানেলিডা
Annual ring,বার্ষিক রিং
Annulated,কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায়
Annule,অ্যানুল
Anomalous type,অসাধারণ প্রকার
Anopheles,অ্যানোফিলস
Ant eater,পিঁপড়া ইটার
Antagonistic,বিরোধী
Antarctic,অ্যান্টার্কটিক
Antenna,অ্যান্টেনা
Antenna complex,অ্যান্টেনা কমপ্লেক্স
Antennal gland,অ্যান্টেনাল গ্রন্থি
Anterior (ventral) gray horn,পূর্ববর্তী (ভেন্ট্রাল) ধূসর শিং
Anterior hypophysis,পূর্ববর্তী হাইপোফাইসিস
Anterior interventricular sulcus,পূর্ববর্তী ইন্টারভেন্ট্রিকুলার সালকাস
Anther,অ্যান্থার
Anther culture,অ্যান্থার সংস্কৃতি
Antheridium,অ্যানথেরিডিয়াম
Antherozoid,অ্যানথেরোজয়েড
Anthoceros,অ্যান্থোসেরোস
Anthocerotopsida,অ্যান্থোসারোটোপিডিডা
Anthrax,অ্যানথ্রাক্স
Anthropogenic extinction,অ্যানথ্রোপোজেনিক বিলুপ্তি
Anthropology,নৃবিজ্ঞান
Antibacterial,অ্যান্টিব্যাকটেরিয়াল
Antibiotic penicillin,অ্যান্টিবায়োটিক পেনিসিলিন
Antibiotic resistant,অ্যান্টিবায়োটিক প্রতিরোধী
Antibiotic(s),অ্যান্টিবায়োটিক (গুলি)
Antibody,অ্যান্টিবডি
Antibody couple,অ্যান্টিবডি দম্পতি
Antibody mediated immunity,অ্যান্টিবডি মধ্যস্থতা অনাক্রম্যতা
Anticoagulant,অ্যান্টিকোয়ুল্যান্ট
Anticodon loop,অ্যান্টিকোডন লুপ
Antidepressant,এন্টিডিপ্রেসেন্ট
Antidiuretic hormone (ADH),অ্যান্টিডিউরেটিক হরমোন (এডিএইচ)
Antigen gene,অ্যান্টিজেন জিন
Antigen-antibody complex,অ্যান্টিজেন-অ্যান্টিবডি কমপ্লেক্স
Antigenic determinant,অ্যান্টিজেনিক নির্ধারক
Antinutritional factor,অ্যান্টিনিউট্রিশনাল ফ্যাক্টর
Antioxidant,অ্যান্টিঅক্সিড্যান্ট
Antipodal nucleus,অ্যান্টিপোডাল নিউক্লিয়াস
Anti-sense RNA,অ্যান্টি-সেন্স আরএনএ
Antiviral protein,অ্যান্টিভাইরাল প্রোটিন
Antrum,অ্যান্ট্রাম
Anucleate,Nucleate
Anus,মলদ্বার
Anxiety disorder,উদ্বেগ ব্যাধি
Aortic arch,মহাধমনীর খিলান
Aortic ganglion,অর্টিক গ্যাংলিওন
Aortic semilunar valve,অর্টিক সেমিলুনার ভালভ
Aortic valve,মহাধমনীর ভালভ
APC (anaphase promoting complex),এপিসি (অ্যানাফেজ প্রচার জটিল)
Apelike ancestor,অ্যাপেলাইক পূর্বপুরুষ
Aphid,এফিড
Aphrodite,এফ্রোডাইট
Apical dominance,অ্যাপিকাল আধিপত্য
Apical pad,অ্যাপিকাল প্যাড
Apiculture,অ্যাপিক্যালচার
Apis indica,এপিস ইন্ডিকা
Aplanospore,Aplanopore
Aplysia,অ্যাপলিসিয়া
Apocarpae,অ্যাপোকার্পে
Apocarpous,অ্যাপোকার্পাস
Apocarpous ovary,অ্যাপোকার্পাস ডিম্বাশয়
Apocrine gland,অ্যাপোক্রাইন গ্রন্থি
Apoenzyme,অ্যাপোয়েনজাইম
Apomict,অ্যাপোমিক্ট
Apomixis,অ্যাপোমিক্সিস
Apoplasm,অ্যাপোপ্লাজম
Apoplastic pathway,অ্যাপোপ্লাস্টিক পথ
Apoptosis,অ্যাপোপটোসিস
Apparatus,যন্ত্রপাতি
Appendicular skeleton,খিল কঙ্কাল
Appendix of the caecum,কেকুমের পরিশিষ্ট
Apple snail,অ্যাপল শামুক
Aquaculture,জলজ চাষ
Aquaporin,অ্যাকোয়াপুরিন
Aquatic amphibian,জলজ উভচর
Aquatic form,জলজ ফর্ম
Aquatic habitat,জলজ আবাস
Aquatic organism,জলজ জীব
Aquatic plant,জলজ উদ্ভিদ
Aquatic respiration,জলজ শ্বাস প্রশ্বাস
Aqueous fluid,জলীয় তরল
Aqueous humur,জলীয় হুমুর
Aqueous intra-cellular fluid,জলীয় আন্তঃকোষীয় তরল
Aqueous sample,জলীয় নমুনা
Aqueous solution,জলীয় দ্রবণ
Aquila,অ্যাকিলা
Arabidopsis,আরবিডোপসিস
Arachnida,আরাচনিদা
Arachnoid,আরাকনয়েড
Araneus,আরেনিয়াস
Arborescent,আরবোরসেন্ট
Arborescent lycopod,আরবোরসেন্ট লাইকোপড
Archaebacteria,প্রত্নতাত্ত্বিক
Archegonium,আর্কেগনিয়াম
Archipelago,দ্বীপপুঞ্জ
Arctic,আর্কটিক
Arctic tern,সুমেরু ত্রয়ী
Arctic tundra,আর্কটিক তুন্দ্রা
Ardea,আর্ডিয়া
Areolar tissue,Areolar টিস্যু
Argemone (prickly poppy),আর্গমোন (প্রিকলি পোস্ত)
Argemone mexicana,আর্গমোন মেক্সিকান
Arginine,আর্গিনাইন
Arid region,শুকনো অঞ্চল
Aristolochiaceae,অ্যারিস্টোলোচিয়া
Arm feeding,বাহু খাওয়ানো
Armyworm,আর্মিওয়ার্ম
Aroid,অ্যারয়েড
Aroma,সুগন্ধ
Arrester,অ্যারেস্টার
Artemisia,আর্টেমিসিয়া
Arterial systolic,ধমনী সিস্টোলিক
Arteriosclerotic,আর্টেরিওস্লেরোটিক
Arthropod,আর্থ্রোপড
Arthritis,বাত
Arthropoda,আর্থ্রোপোডা
Articular cartilage,আর্টিকুলার কারটিলেজ
Articulate,স্পষ্ট
Articulated,স্পষ্ট
Artificial pacemaker,কৃত্রিম পেসমেকার
Artificial selection,কৃত্রিম নির্বাচন
Artocarpus heterophyllus,আর্টোকার্পাস হেটেরোফিলাস
Asbestos fibre,অ্যাসবেস্টস ফাইবার
Asbestosis,অ্যাসবেস্টোসিস
Ascaris,এসকারিস
Ascending chromatography,আরোহী ক্রোমাটোগ্রাফি
Ascidia,অ্যাসিডিয়া
Ascidian,এসিডিয়ান
Ascocarp,অ্যাসোকার্প
Ascomycetes,অ্যাসকোমাইসেটস
Ascorbic acid,অ্যাসকরবিক অ্যাসিড
Ascospore,অ্যাসোস্পোর
Ascus,এস্কাস
Aseptate,Aspetate
Asexual reproduction,অস্ত্রোপচার
Asexual spore,অ্যাসেক্সুয়াল স্পোর
Asparagine synthetase,অ্যাস্পারাগাইন সিনথেটিজ
Asparagus,অ্যাস্পারাগাস
Aspartic acid,অ্যাস্পার্টিক অ্যাসিড
Aspergillus niger,এস্পারগিলাস নাইজার
Aspergillus,এস্পারগিলাস
Asphodelus tenuifolius,অ্যাসফোডেলাস টেনুইফোলিয়াস
Aspirin,অ্যাসপিরিন
Assay,অ্যাস
Assemblage,সমাবেশ
Assimilation efficiency,সংমিশ্রণ দক্ষতা
Assimilatory root,একীভূত মূল
Assisted reproductive technique,সহায়তা প্রজনন কৌশল
Association area,সমিতি অঞ্চল
Associative symbiosis,সহযোগী সিম্বিওসিস
Assortment and recombination,ভাণ্ডার এবং পুনঃসংযোগ
Assortment of factor,ফ্যাক্টরের ভাণ্ডার
Astacus,অ্যাস্টাকাস
Asteraceae,অস্টেরেসি
Asterales,গ্রহাণু
Asteroid,গ্রহাণু
Asthma,হাঁপানি
Astragalus gummifer,অ্যাস্ট্রাগালাস গুমিফার
Astral spindle pole,অ্যাস্ট্রাল স্পিন্ডল মেরু
Astronomer,জ্যোতির্বিজ্ঞানী
Asymmetric karyotype,অসম্পূর্ণ ক্যারিওটাইপ
Asymmetrical,অসম্পূর্ণ
Atheromatous,এথেরোমাটাস
Atherosclerosis,এথেরোস্ক্লেরোসিস
Atherosclerotic plaque,এথেরোস্ক্লেরোটিক ফলক
Atlas,অ্যাটলাস
Atlas vertebra,অ্যাটলাস ভার্টিব্রা
Atmosphere,বায়ুমণ্ডল
Atmospheric,বায়ুমণ্ডলীয়
Atmospheric inputs,বায়ুমণ্ডলীয় ইনপুট
Atomic force microscope,পারমাণবিক শক্তি মাইক্রোস্কোপ
Atom,পরমাণু
ATP ase,এটিপি এএসই
Atrial contraction,অ্যাট্রিয়াল সংকোচনের
Atrial fibrillation,অ্যাট্রিয়াল ফাইব্রিলেশন
Atrial natriuretic factor (ANF),অ্যাট্রিয়াল ন্যাট্রিওরেটিক ফ্যাক্টর (এএনএফ)
Atrial node,অ্যাট্রিয়াল নোড
Atrial systole,অ্যাট্রিয়াল সিস্টোল
Atrioventricular node,Atrioventricular নোড
Atrioventricular valve,Atrioventricular ভালভ
Atrium (peatria),অ্যাট্রিয়াম (পিয়েরিয়া)
Atrium (peatria),অ্যাট্রিয়াম (পিয়েরিয়া)
Atropa belladonna,অ্যাট্রোপা বেলাদোনা
Atrophy,অ্যাট্রোফি
Atropine alkaloid,অ্যাট্রোপাইন ক্ষারক
Attachment plate,সংযুক্তি প্লেট
Auditory cortex,শ্রুতি কর্টেক্স
Aulosira,আউলোসিরা
Auricle (auricula),অরিকল (অরিকুলা)
Auricle (auricula),অরিকল (অরিকুলা)
Auricle (auricula),অরিকল (অরিকুলা)
Auricle (auricula),অরিকল (অরিকুলা)
Australopithecines,অস্ট্রেলোপিথসাইনস
Autecology,অটেকোলজি
Automated DNA sequencer,স্বয়ংক্রিয় ডিএনএ সিকোয়েন্সার
Autopolyploid,অটোপলিপ্লয়েড
Autoanalyser,অটোয়ানালাইজার
Autogamy,অটোগামি
Autogamy,অটোগামি
Autograft,অটোগ্রাফ্ট
Autoimmune disease,Autoimmune রোগ
Automobile exhaust,অটোমোবাইল নিষ্কাশন
Autonomic (involuntary) nervous system,স্বায়ত্তশাসিত (অনৈচ্ছিক) স্নায়ুতন্ত্র
Autophagic lysosome,অটোফাজিক লাইসোসোম
Autoploid,অটোপ্লয়েড
Autopodium,অটোপোডিয়াম
Autopolyploid,অটোপলিপ্লয়েড
Autosomal chromorome,অটোসোমাল ক্রোমোরোম
Autosomal gene,অটোসোমাল জিন
Autosome,অটোসোম
Autotetraploid,অটোটেট্র্যাপ্লয়েড
Autotomy,অটোটমি
Autotriploid variety,অটোট্রিপলয়েড বিভিন্ন
Autotroph,অটোট্রফ
Autumn wood,শরত্কাল কাঠ
Auxanograph,অক্সানোগ্রাফ
Auxanometer,অক্সানোমিটার
Auxetic growth,অক্সেটিক বৃদ্ধি
Auxin,অক্সিন
Auxotroph,অক্সোট্রফ
A V bundle,একটি ভি বান্ডিল
Aves,Aves
Avicennia,অ্যাভিসেনিয়া
Awn,আওন
Axial skeleton,অক্ষীয় কঙ্কাল
Axile,অক্ষ
Axillary bud,অ্যাক্সিলারি কুঁড়ি
Axillary,অ্যাক্সিলারি
Axis vertebra,অক্ষ ভার্টেব্রা
Axon,অ্যাক্সন
Axonal membrane,অ্যাকোনাল মেমব্রেন
Axonally,অ্যাকোনালি
Axoneme,অ্যাকোনেমে
Azospirillum,অ্যাজোস্পিরিলাম
Azotobacter,অ্যাজোটোব্যাক্টর
Azygous vein,অ্যাজাইগাস শিরা
Bacillus anthracis,Bacillus anthracis
Bacillus thuringiensis (Bt),ব্যাসিলাস থুরিংয়েনসিস (বিটি)
Bacillus,ব্যাসিলাস
Bacteria,ব্যাকটিরিয়া
Bacterial,ব্যাকটিরিয়া
Bacterial artificial chromosome (BAC),ব্যাকটিরিয়া কৃত্রিম ক্রোমোজোম (বিএসি)
Bacterial pathogen,ব্যাকটিরিয়া প্যাথোজেন
Bacterial plasma membrane,ব্যাকটিরিয়া প্লাজমা ঝিল্লি
Bacterial strain,ব্যাকটিরিয়া স্ট্রেন
Bacteriological,ব্যাকটিরিওলজিকাল
Bacteriological nomenclature,ব্যাকটিরিওলজিকাল নামকরণ
Bacteriophage,ব্যাকটিরিওফেজ
Bacterium,ব্যাকটিরিয়াম
Baculovirus,ব্যাকুলোভাইরাস
Bagging,ব্যাগিং
Balaenoptera,বালেনোপেটেরা
Balanced polymorphism,ভারসাম্যপূর্ণ পলিমারফিজম
Balancing selection,ভারসাম্য নির্বাচন
Balanoglossus,বালানোগ্লোসাস
Balanus,বালানাস
Balausta,বালাস্তা
Ball and socket joint,কোটরসন্ধি
Balloon catherization,বেলুন ক্যাথরাইজেশন
Bam H I,বাম এইচ আই
Bamboo-shoot,বাঁশের অঙ্কুর
Banded anteater,ব্যান্ডেড অ্যান্টিটার
Banding technique,ব্যান্ডিং কৌশল
Barbiturate,বার্বিটুরেট
Bare rock,বেয়ার রক
Barrier,বাধা
Bark,বাকল
Barnacle,বার্নাকল
Basal body,মূলগত শরীরের
Basal cover,বেসাল কভার
Basal ganglion,বেসাল গ্যাংলিওন
Basal pad,বেসাল প্যাড
Base,বেস
Base pair,বেস জোড়া
Basement membrane,বেসমেন্ট ঝিল্লি
Basidiocarp,বেসিডিওকার্প
Basidiomycetes,বেসিডিওমিসেটস
Basidiospore,বেসিডিওস্পোর
Basidium,বেসিডিয়াম
Basifixed,বেসিফিক্সড
Basilar membrane,বেসিলার ঝিল্লি
Basipetal internode order,বেসিপেটাল ইন্টারনোড অর্ডার
Basophil,বেসোফিল
Basophilic,বেসোফিলিক
Batesian mimicry,বেটসিয়ান মিমিক্রি
Bath sponge,বাথ স্পঞ্জ
