Punjabi,Bengali
ਐਕਸੈਸਿੰਗ,প্রবেশ
ਸਹਾਇਕ,আনুষঙ্গিক
ਹਾਦਸਾ,দুর্ঘটনা
ਅਨੁਕੂਲਤਾ,প্রশংসাপত্র
ਰਿਹਾਇਸ਼,থাকার ব্যবস্থা
ਦੇ ਨਾਲ,সহকারী
ਸਮਝੌਤਾ,চুক্তি
ਦੇ ਅਨੁਸਾਰ,অ্যাকশন
ਇਸ ਅਨੁਸਾਰ,তদনুসারে
ਖਾਤਾ,অ্যাকাউন্ট
ਜਵਾਬਦੇਹੀ,দায়িত্ব
ਜਵਾਬਦੇਹ,দায়ী
ਖਾਤੇ ਦੀ,হিসাবরক্ষণ
ਲੇਖਾਕਾਰ,হিসাবরক্ষক
ਲਈ ਖਾਤਾ,কি কারণে
ਖਾਤਾ ਸਿਰ,অ্যাকাউন্ট হেড
ਇਕੱਠਾ ਕੀਤਾ ਲਾਭ,অর্জিত সুবিধা
ਇਕੱਠੀ ਕੀਤੀ ਪੈਨਸ਼ਨ,পেনশন আদায়
ਇਕੱਠਾ,জমা
ਸ਼ੁੱਧਤਾ,সঠিকতা
ਸਹੀ,নির্ভুল
ਦੋਸ਼ ਲਾਉਂਦਾ ਹੈ,অভিযোগ
ਦੋਸ਼ੀ,অভিযুক্ত
ਪ੍ਰਾਪਤੀ,অর্জন
ਪ੍ਰਵਾਨਗੀ,স্বীকৃতি
ਬਣ ਰਹੇ,স্বীকৃতি বকেয়া
ਜਾਣ-ਪਛਾਣ,পরিচিত
ਗ੍ਰਹਿਣ,অধিগ্রহণ
ਬਰੀ,খালাস
ਐਕਟ,আইন
ਅਦਾਕਾਰੀ ਭੱਤਾ,অভিনয় ভাতা
ਕਾਰਵਾਈ,কর্ম
ਕਾਰਵਾਈ ਜੁਗਤ,অ্যাকশন প্ল্যান
ਕਿਰਿਆਸ਼ੀਲ,সক্রিয়
ਸਰਗਰਮੀ ਨਾਲ,সক্রিয়ভাবে
ਕਾਰਜਕਰਤਾ,কর্মী
ਰੱਬ ਦਾ ਕੰਮ,Of শ্বরের আইন
ਦੁਰਵਿਵਹਾਰ ਦਾ ਕੰਮ,অসদাচরণের আইন
ਕਮਿਸ਼ਨ ਅਤੇ ਗਲਤੀ ਦਾ ਕੰਮ,কমিশন ও বাদ দেওয়া আইন
ਅਸਲ,আসল
ਅਸਲ,বাস্তব
ਅਨੁਕੂਲਤਾ,অভিযোজন
ਜੋੜ,সংযোজন
ਅਤਿਰਿਕਤ ਚਾਰਜ,অতিরিক্ত চার্জ
ਵਾਧੂ ਫੰਡ,অতিরিক্ত তহবিল
ਅਤਿਰਿਕਤ ਗ੍ਰਾਂਟ,অতিরিক্ত অনুদান
ਵਧੀਕ ਜਾਣਕਾਰੀ,অতিরিক্ত তথ্য
ਵਾਧੂ ਤਨਖਾਹ,অতিরিক্ত বেতন
ਜੋੜ ਅਤੇ ਤਬਦੀਲੀ,সংযোজন এবং পরিবর্তন
ਪਤਾ,ঠিকানা
ਐਡਰੈਸਸ,ঠিকানা
ਸਵਾਗਤ ਦਾ ਪਤਾ,স্বাগত ঠিকানা
ਕਾਫ਼ੀ,পর্যাপ্ত
ਦਾ ਪਾਲਣ ਕਰੋ,মেনে চলুন
ਐਡ ਹੋਕ,অ্যাডহক
ਐਡਹਕ ਕਲੇਮ,অ্যাডহক দাবি
ਐਡਹੌਕ ਕਮੇਟੀ,তদর্থক কমিটি
ਐਡਹੌਕ ਵਾਧਾ,অ্যাডহক বৃদ্ধি
ਐਡਹੌਕ ਭੁਗਤਾਨ,অ্যাডহক পেমেন্ট
ਨਾਲ ਲੱਗਦੀ,সংলগ্ন
ਨਾਲ ਲੱਗਦੀ (= ਸੰਜੋਗ),সংলগ্ন (= সংহত)
ਮੁਲਤਵੀ,স্থগিতাদেশ
ਮੁਲਤਵੀ ਮੋਸ਼ਨ,স্থগিতের গতি
ਇਜਾਜ਼ਤ,রায়
ਨਿਰਣਾਇਕ,বিচারক
ਨਿਰਣਾ,বিচার
ਨਿਰਣਾਇਕ,বিচারক
ਵਿਵਸਥਾ,সামঞ্জস্য
ਪ੍ਰਬੰਧਿਤ,প্রশাসনিক
ਸਹੁੰ ਪ੍ਰਬੰਧ,শপথ পরিচালনা করুন
ਪ੍ਰਸ਼ਾਸਨ,প্রশাসন
ਜਸਟਿਸ ਦਾ ਪ੍ਰਬੰਧਨ,বিচার প্রশাসন
ਪ੍ਰਬੰਧਕੀ,প্রশাসনিক
ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ,প্রশাসনিক ক্রিয়া
ਪ੍ਰਬੰਧਕੀ ਮੁੱਲ,প্রশাসনিক মূল্যায়ন
ਪ੍ਰਬੰਧਕੀ ਪ੍ਰਵਾਨਗੀ,প্রশাসনিক অনুমোদন
ਪ੍ਰਬੰਧਕੀ ਅਥਾਰਟੀ,প্রশাসনিক কর্তৃপক্ষ
ਪ੍ਰਬੰਧਕੀ ਨਿਯੰਤਰਣ,প্রশাসনিক নিয়ন্ত্রণ
ਪ੍ਰਬੰਧਕੀ ਫੈਸਲਾ,প্রশাসনিক সিদ্ধান্ত
ਪ੍ਰਬੰਧਕੀ ਵਿਭਾਗ,প্রশাসনিক দপ্তর
ਪ੍ਰਬੰਧਕੀ ਸਿਰ,প্রশাসনিক মাথা
ਪ੍ਰਬੰਧਕੀ ਹੈੱਡਕੁਆਰਟਰ,প্রশাসনিক সদর দফতর
ਪ੍ਰਬੰਧਕੀ ਉਪਾਅ,প্রশাসনিক ব্যবস্থা
ਪ੍ਰਬੰਧਕੀ ਪਾਵਰ,প্রশাসনিক শক্তি
ਪ੍ਰਬੰਧਕੀ ਮਨਜੂਰੀ,প্রশাসনিক অনুমোদন
ਪ੍ਰਬੰਧਕੀ ਤਕਨੀਕ,প্রশাসনিক কৌশল
ਪ੍ਰਬੰਧਕੀ ਟ੍ਰਿਬਿ al ਨਲ,প্রশাসনিক ট্রাইব্যুনাল
ਮੰਨਣਯੋਗਤਾ,প্রবেশযোগ্যতা
ਮੰਨਣਯੋਗ ਖਰਚ,স্বীকৃত ব্যয়
ਮੰਨ ਲਓ,স্বীকার করুন
ਐਡਮਿਟ ਕਾਰਡ,ভর্তি কার্ড
ਦਾਖਲ,ভর্তি
ਅਸ਼ੁੱਧ,উপদেশ
ਗੋਦ,গ্রহণ
ਗੋਣਾਟਰ,গ্রহণকারী
ਗੋਦ ਲੈਣਾ,গ্রহণ
ਬਾਲਗ,প্রাপ্তবয়স্ক
ਵਿਭਚਾਰ,ভেজাল
ਵਿਭਚਾਰ,ব্যভিচার
ਬਾਲਗ ਫਰੈਂਚਾਇਜ਼ੀ,প্রাপ্তবয়স্ক ভোটাধিকার
ਐਡ ਵੈਲੋਰਮ ਡਿ duty ਟੀ,বিজ্ঞাপন ভ্যালোরেম ডিউটি
ਪੇਸ਼ਗੀ,অগ্রিম
ਐਡਵਾਂਸ ਬੁਕਿੰਗ,আগাম বুকিং
ਐਡਵਾਂਸ ਕਾਪੀ,অগ্রিম অনুলিপি
ਪੇਸ਼ਗੀ ਵਾਧਾ,অগ্রিম বৃদ্ধি
ਪੇਸ਼ਗੀ ਭੁਗਤਾਨ ਦੀ,অগ্রিম প্রদান
ਗਲਤ ਪ੍ਰਵੇਸ਼,প্রতিকূল এন্ট্রি
ਗਲਤ ਟਿੱਪਣੀ,বিরূপ মন্তব্য
ਗਲਤ ਰਿਪੋਰਟ,প্রতিকূল প্রতিবেদন
ਇਸ਼ਤਿਹਾਰ,বিজ্ঞাপন
ਸਲਾਹ,পরামর্শ
ਭੁਗਤਾਨ ਦੀ ਸਲਾਹ,অর্থ প্রদানের পরামর্শ
ਸਲਾਹਕਾਰ ਕਮੇਟੀ,উপদেষ্টা কমিটি
ਸਲਾਹਕਾਰ ਪਰਿਸ਼ਦ,উপদেষ্টা পরিষদ
ਐਡਵੋਕੇਟ,অ্যাডভোকেট
ਮਾਮਲੇ,বিষয়
ਹਲਫੀਆ ਬਿਆਨ,হলফনামা
ਮਾਨਤਾ,অধিভুক্তি
ਪੁਸ਼ਟੀਕਰਣ,নিশ্চিতকরণ
ਸਕਾਰਾਤਮਕ,ইতিবাচক
ਬਰਦਾਸ਼ਤ,সামর্থ্য
ਉਪਰੋਕਤ,উপরোক্ত
ਅਫਰੇਸ਼,নতুন করে
ਦੇ ਵਿਰੁੱਧ,বিরুদ্ধে
ਉਮਰ,বয়স
ਉਮਰ ਦਾ ਸਰਟੀਫਿਕੇਟ,বয়স শংসাপত্র
ਦੁਖੀ ਲਈ ਉਮਰ,ভোটাধিকার জন্য বয়স
ਉਮਰ ਸੀਮਾ,বয়স সীমা
ਏਜੰਸੀ,এজেন্সি
ਏਜੰਡਾ,আলোচ্যসূচি
ਰਿਟਾਇਰਮੈਂਟ ਦੀ ਉਮਰ,অবসর বয়স
ਪੂਰਕ ਦੀ ਉਮਰ,তদারকির বয়স
ਇਕੱਤਰਤਾ,সমষ্টি
ਦੁਖਦਾਈ,আক্রান্ত
ਅੰਦੋਲਨ,আন্দোলন
ਏਜੀਐਮ,এজিএম
ਸਮਝੌਤਾ,চুক্তি
ਸਮਝੌਤਾ ਫਾਰਮ,চুক্তি ফর্ম
ਖੇਤੀ ਬਾੜੀ,কৃষি
ਖੇਤੀ-ਉਦਯੋਗ,শস্য উৎপাদন কেন্দ্র
ਸਹਾਇਤਾ,সাহায্য
ਅਲਾਰਮ,অ্যালার্ম
ਚੇਤਾਵਨੀ,সতর্কতা
ਉਪਨਾਮ,ওরফে
ਇਲਜ਼ਾਮ,অভিযোগ
ਵਫ਼ਾਦਾਰੀ,আনুগত্য
ਗਠਜੋੜ,জোট
ਸਹਿਯੋਗੀ ਸੇਵਾਵਾਂ,মিত্র পরিষেবা
ਸਾਰੇ ਸੰਮਲਿਤ ਲਾਗਤ,সমস্ত অন্তর্ভুক্ত ব্যয়
ਸਾਰੇ ਭਾਰਤ ਸੇਵਾਵਾਂ,সমস্ত ভারত পরিষেবা
ਅਲਾਟਮੈਂਟ,বরাদ্দ
ਅਲਾਟਮੈਂਟ,বরাদ্দ
ਅਲਾਟਮੈਂਟ ਪੱਤਰ,বরাদ্দ চিঠি
ਅਲਾਟੀਟੀ,বরাদ্দ
ਮਨਜ਼ੂਰ,অনুমোদিত
ਮਨਜ਼ੂਰ ਖਰਚੇ,অনুমোদিত ব্যয়
ਇੱਕ ਅਪੀਲ ਦੀ ਆਗਿਆ ਦਿਓ,একটি আপিলের অনুমতি দিন
ਭੱਤਾ,ভাতা
ਸਾਰੇ ਹੱਕ ਰਾਖਵੇਂ ਹਨ,সমস্ত অধিকার সংরক্ষিত
ਵਰਣਮਾਲਾ ਕ੍ਰਮ,বর্ণমালা অর্ডার
ਗਰੈਟਰਕੇਸ਼ਨ,বিক্ষোভ
ਵਿਕਲਪਿਕ,বিকল্প
ਵਿਕਲਪਿਕ,বিকল্প
ਏਕੀਕਰਨ,সংমিশ্রণ
ਸੋਧਿਆ ਖਰੜਾ,সংশোধিত খসড়া
ਸੋਧ,সংশোধন
ਸਹੂਲਤ,সুযোগ
ਅਮਲ,মায়াময়
ਬਾਰੂਦ,গোলাবারুদ
ਕਰਜ਼ੇ ਦਾ ਅਮੋਰਾਈਜ਼ੇਸ਼ਨ,Debt ণের or ণদান
ਦੀ ਰਕਮ,পরিমাণ
ਪੈਨਸ਼ਨ ਦੀ ਮਾਤਰਾ,পেনশন পরিমাণ
ਸਮਾਨ ਪੋਸਟ,সাদৃশ্য পোস্ট
ਵਿਸ਼ਲੇਸ਼ਣ,বিশ্লেষণ
ਵਿਸ਼ਲੇਸ਼ਣ ਅਧਿਐਨ,বিশ্লেষণাত্মক অধ্যয়ন
ਪੂਰਵਜ,পূর্বপুরুষ
ਸਹਾਇਕ ਉਦਯੋਗ,আনুষঙ্গিক শিল্প
ਵੈਰ,শত্রুতা
ਅਨੁਲੱਗ,সংযুক্তি
ਵਰ੍ਹੇਗੰ,বার্ষিকী
ਘੋਸ਼ਣਾ,ঘোষণা
ਨਾਰਾਜ਼ਗੀ,বিরক্তি
ਸਾਲਾਨਾ ਵਿੱਤੀ ਬਿਆਨ,বার্ষিক আর্থিক বিবৃতি
ਸਾਲਾਨਾ ਰਿਪੋਰਟ,বার্ষিক প্রতিবেদন
ਐਨੂਅਟੀ,বার্ষিকী
ਅਗਿਆਤ,বেনামে
ਅਗਿਆਤ ਸ਼ਿਕਾਇਤ,বেনামে অভিযোগ
ਜਵਾਬ,উত্তরযোগ্যতা
ਜਵਾਬ ਸ਼ੀਟ,উত্তরপত্র
ਵਿਰੋਧੀ,বিরোধী
ਅਨੌਖੇ,পূর্বসূরি
ਅਨੁਮਾਨਤ ਖਰਚੇ,প্রত্যাশিত ব্যয়
ਅਨੁਮਾਨਤ ਆਮਦਨੀ,প্রত্যাশিত আয়
ਉਮੀਦ,অগ্রজ্ঞান
ਅਗਾ .ਂ ਜ਼ਮਾਨਤ,প্রত্যাশিত জামিন
ਭ੍ਰਿਸ਼ਟਾਚਾਰ ਵਿਰੋਧੀ ਉਪਾਅ,দুর্নীতি দমন ব্যবস্থা
ਐਂਟੀ-ਡੰਪਿੰਗ,অ্যান্টি-ডাম্পিং
ਪੁਰਾਣੀ,প্রাচীন
ਨਸਲਵਾਦ,বর্ণবাদ
ਉਦਾਸੀ,উদাসীনতা
ਸੁਪਰੀਮ ਬਾਡੀ,অ্যাপেক্স বডি
ਮੁਆਫੀ,ক্ষমা প্রার্থনা
ਅਪੀਲ,আবেদন
ਦਿੱਖ,চেহারা
ਭੁੱਖ,সন্তুষ্টি
ਅਪੀਲ ਟ੍ਰਿਬਿ al ਨਲ,আপিল ট্রাইব্যুনাল
ਅੰਤਿਕਾ,পরিশিষ্ট
ਉਪਕਰਣ,যন্ত্রপাতি
ਲਾਗੂ,প্রযোজ্য
ਬਿਨੈਕਾਰ,প্রার্থী
ਐਪਲੀਕੇਸ਼ਨ,আবেদন
ਅਰਜ਼ੀ ਫਾਰਮ,আবেদনপত্র
ਲਾਗੂ ਕੀਤਾ,প্রয়োগ
ਲਾਗੂ ਕਰੋ,প্রয়োগ করুন
ਨਿਯੁਕਤ,নিয়োগ
ਨਿਯੁਕਤ ਕਰਨ ਦਾ ਅਧਿਕਾਰ,কর্তৃপক্ষ নিয়োগ
ਨਿਯੁਕਤੀ,অ্যাপয়েন্টমেন্ট
ਮੁਲਾਕਾਤ ਪੱਤਰ,নিয়োগপত্র
ਮੰਤਰੀ ਮੰਡਲ ਦੀ ਨਿਯੁਕਤੀਆਂ ਕਮੇਟੀ,মন্ত্রিপরিষদের অ্যাপয়েন্টমেন্ট কমিটি
ਤਨਖਾਹ ਦੀ ਵੰਡ,মজুরির অংশ
ਮੁਲਾਂਕਣ,মূল্যায়ন
ਮੁਲਾਂਕਣ,মূল্যায়নকারী
ਕਦਰ,প্রশংসা
ਖਦਸ਼ਾ,আশঙ্কা
ਅਪ੍ਰੈਂਟਿਸ,শিক্ষানবিশ
ਪਹੁੰਚ,পদ্ধতির
ਉਚਿਤ,যথাযথ
ਉਚਿਤ ਕਾਰਵਾਈ,যথাযথ ব্যবস্থা
ਉਚਿਤ ਸਿਰ,উপযুক্ত মাথা
ਨਿਰਧਾਰਤ,বরাদ্দ
ਮਨਜ਼ੂਰੀ,অনুমোদন
ਲਗਭਗ,আনুমানিক
ਯੋਗਤਾ ਟੈਸਟ,বুদ্ধিমত্তার পরীক্ষা
ਮਨਮਾਨੀ,ইচ্ছামত
ਆਰਬਿਟਰੇਟ,সালিশ
ਆਰਬਿਟਰੇਸ਼ਨ,সালিশ
ਆਰਬਿਟਰੇਸ਼ਨ ਟ੍ਰਿਬਿ al ਨਲ,আরবিট্রেশন ট্রাইব্যুনাল
ਆਰਬਿਟਰੇਟਰ,সালিস
ਆਰਕੀਟੈਕਚਰ,আর্কিটেকচার
ਪੁਰਾਲੇਖ,সংরক্ষণাগার
ਖੇਤਰ,অঞ্চল
ਖੇਤਰ ਹੈੱਡਕੁਆਰਟਰ,অঞ্চল সদর দফতর
ਦਲੀਲ,যুক্তি
ਪੈਦਾ,উত্থিত
ਸੁਰਖਿਆ ਬਲ,সশস্ত্র বাহিনী
ਪ੍ਰਬੰਧ,ব্যবস্থা
ਬਰੀਅਰ,বকেয়া
ਅਰੇਅਰ ਬਿਆਨ,বকেয়া বিবৃতি
ਆਗਮਨ ਰਿਪੋਰਟ,আগমনের প্রতিবেদন
ਹੰਕਾਰ,অহংকার
ਅਰਸੇਨਲ,আর্সেনাল
ਲੇਖ,নিবন্ধ
ਐਸੋਸੀਏਸ਼ਨ ਦੇ ਲੇਖ,সমিতির নিবন্ধ
ਲੇਖ,নিবন্ধ
ਚੜ੍ਹਦੇ ਕ੍ਰਮ,উর্দ্ধক্রমানুসারে
ਪਤਾ ਲਗਾਓ,নিরূপণ করা
ਜਿਵੇਂ ਕਿ ਕਿੱਥੇ ਹੈ,যেমনটি যেখানে
ਪਹਿਲੂ,দিক
ਦਾਖਲਾ,Aspersion
ਕਤਲ,হত্যাকাণ্ড
ਹਮਲਾ,হামলা
ਇਕੱਠਾ ਕਰਨ ਯੋਗ,একত্রিত করা
ਅਸੈਂਬਲੀ,সমাবেশ
ਸਹਿਮਤੀ,সম্মতি
ਦਾਅਵਾ ਕਰੋ,জাহির করা
ਮੁਲਾਂਕਣ,মূল্যায়নকারী
ਮੁਲਾਂਕਣ,মূল্যায়ন
ਮੁਲਾਂਕਣ ਸਾਲ,মূল্যায়ন বছর
ਮੁਲਾਂਕਣ ਕਰਨ ਵਾਲਾ,মূল্যায়নকারী
ਸੰਪਤੀ,সম্পদ
Assigneee,Assignee
ਅਸਾਈਨਮੈਂਟ,অ্যাসাইনমেন্ট
ਅਸਾਈਨਟਰ,নিয়োগকারী
ਸਹਾਇਤਾ,সহায়তা
ਸਹਿਯੋਗੀ,সহযোগী
ਐਸੋਸੀਏਸ਼ਨ,সংঘ
ਚਾਰਜ ਦੀ ਧਾਰਨਾ,চার্জ অনুমান
ਭਰੋਸਾ,আশ্বাস
ਅਸ਼ੋਰੈਂਸ ਕੰਪਨੀ,আশ্বাস সংস্থা
ਭਰੋਸਾ,আশ্বাস
ਛੂਟ 'ਤੇ,ছাড় এ
ਪਰਮਾਣੂ ਸ਼ਕਤੀ,পারমাণবিক শক্তি
ਬਰਾਬਰ ਵਿਚ,সমমূল্যে
ਪ੍ਰੀਮੀਅਮ 'ਤੇ,প্রিমিয়ামে
ਅਟੈਚ ਕਰੋ,সংযুক্ত
ਨੱਥੀ ਦਫ਼ਤਰ,সংযুক্ত অফিস
ਲਗਾਵ,সংযুক্তি
ਅਟੈਚਮੈਂਟ ਆਰਡਰ,সংযুক্তি আদেশ
ਪ੍ਰਾਪਤੀ,অর্জন
ਕੋਸ਼ਿਸ਼,চেষ্টা
ਹਾਜ਼ਰੀ,উপস্থিতি
ਹਾਜ਼ਰੀ ਰਜਿਸਟਰ,উপস্থিতি নিবন্ধ
ਹਾਜ਼ਰੀ ਤਿਲਕ,উপস্থিতি স্লিপ
ਧਿਆਨ,মনোযোগ
ਤਸਦੀਕ,সত্যতা
ਪ੍ਰਮਾਣਿਤ ਕਾੱਪੀ,সত্যায়িত অনুলিপি
ਰਵੱਈਆ,মনোভাব
ਆਕਰਸ਼ਕ ਤਨਖਾਹ,আকর্ষণীয় বেতন
ਨਿਲਾਮੀ,নিলাম
ਨਿਲਾਮੀ,নিলামকারী
ਨਿਲਾਮੀ ਵਿਕਰੀ,নিলাম বিক্রয়
ਹਾਜ਼ਰੀਨ,শ্রোতা
ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਡਿਸਪਲੇਅ,অডিও-ভিজ্যুয়াল ডিসপ্লে
ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਪ੍ਰਚਾਰ,অডিও-ভিজ্যুয়াল প্রচার
ਆਡਿਟ,নিরীক্ষা
ਆਡਿਟ ਕੀਤੇ ਖਾਤੇ,নিরীক্ষিত অ্যাকাউন্ট
ਆਡਿਟ ਬੈਲੇਂਸ ਸ਼ੀਟ,নিরীক্ষিত ব্যালেন্স শীট
ਆਡਿਟਿੰਗ,নিরীক্ষণ
ਆਡਿਟ ਇਤਰਾਜ਼,নিরীক্ষা আপত্তি
ਆਡੀਟਰ ਦੀ ਰਿਪੋਰਟ,নিরীক্ষকের প্রতিবেদন
ਆਡੀਟੋਰੀਅਮ,অডিটোরিয়াম
ਆਡਿਟ ਪੈਰਾ,অডিট অনুচ্ছেদ
ਆਡਿਟ ਰਿਪੋਰਟ,অডিট রিপোর্ট
ਤਪੱਸਿਆ,কঠোরতা
ਤਪੱਸਿਆ ਉਪਾਅ,কঠোরতা ব্যবস্থা
ਪ੍ਰਮਾਣਿਕ,খাঁটি
ਅਧਿਕਾਰਤ ਪ੍ਰਤੀਨਿਧੀ,অনুমোদিত প্রতিনিধি
ਅਧਿਕਾਰਤ,কর্তৃত্বমূলক
ਅਧਿਕਾਰ,কর্তৃপক্ষ
ਅਥਾਰਟੀ ਅੱਖਰ,কর্তৃপক্ষের চিঠি
ਅਧਿਕਾਰਤ,অনুমোদিত
ਅਧਿਕਾਰਤ ਪੂੰਜੀ,স্বীকৃত মূলধন
ਆਟੋਮੈਟਿਕ,স্বয়ংক্রিয়
ਖੁਦਮੁਖਤਿਆਰੀ,স্বায়ত্তশাসিত
ਖੁਦਮੁਖਤਿਆਰੀ ਸਰੀਰ,স্বায়ত্তশাসিত শরীর
ਖੁਦਮੁਖਤਿਆਰੀ,স্বায়ত্তশাসন
ਸਹਾਇਕ,সহায়ক
ਉਪਲੱਬਧ,উপলব্ধ
Average ਸਤ,গড়
Ratuver ਸਤ ਛੁੱਟੀ,গড় ছুটি
ਘ੍ਰਿਣਾ,বিপর্যয়
ਟਾਲਣਾ,এড়ানো
ਬਚਣ,এড়াতে
ਟੈਕਸ ਤੋਂ ਪਰਹੇਜ਼ ਕਰੋ,কর এড়ানো
ਉਡੀਕ ਕੀਤੀ,অপেক্ষা করছি
ਪੁਰਸਕਾਰ,পুরষ্কার
ਅਥਾਰਟੀ,পুরষ্কার কর্তৃপক্ষ
ਜਾਗਰੂਕਤਾ,সচেতনতা
ਵਾਪਸ,ব্যাকডেটেড
ਪਿਛੋਕੜ,পটভূমি
ਬੈਕ ਲਾਗ,জমা কাজ
ਪਿਛੇ ਹਟ ਜਾਣਾ,ফিরে
ਬੈਕ ਹਵਾਲਾ,পিছনে রেফারেন্স
ਬੈਕ ਅਪ,ব্যাক আপ
ਬੈਕਵਾਰਡ ਕਲਾਸਾਂ,পশ্চাদপদ শ্রেণি
ਪਿਛਲਾ ਕਬੀਲੇ,পশ্চাদপদ উপজাতি
ਮਾੜੀ ਸੌਦਾ,খারাপ দর কষাকষি
ਮਾੜਾ ਵਿਵਹਾਰ,খারাপ আচরণ
ਬੁਰਾ ਚਰਿੱਤਰ,খারাপ চরিত্র
ਮਾੜੀ ਜਲਵਾਯੂ ਭੱਤਾ,খারাপ জলবায়ু ভাতা
ਬੁਰਾ ਚਾਲ,খারাপ আচরণ
ਬੁਰਾ ਕਰਜਾ,খারাপ ঋণ
ਸਾਮਾਨ,লাগেজ
ਜ਼ਮਾਨਤ,জামিন
ਸੰਤੁਲਨ,ভারসাম্য
ਸੰਤੁਲਨ ਲਿਆਂਦਾ ਗਿਆ,ভারসাম্য নামা
ਸੰਤੁਲਨ ਅੱਗੇ ਲਿਆਇਆ,ভারসাম্য এগিয়ে আনা
ਸੰਤੁਲਿਤ ਬਜਟ,সুষম বাজেট
ਸੰਤੁਲਨ ਸ਼ੀਟ,ব্যালেন্স শীট
ਬੈਲਟ,ব্যালট
ਬੈਲਟ ਬਾਕਸ,ব্যালট বাক্স
ਬੈਲਟ ਪੇਪਰ,ভোট পত্র
ਪਾਬੰਦੀ,নিষেধাজ্ঞা
ਬੈਂਕ,ব্যাংক
ਬੈੰਕ ਖਾਤਾ,ব্যাংক হিসাব
ਬੈਂਕ ਬੈਲੰਸ,ব্যাংক ভারসাম্য
ਬੈਂਕ ਖਰਚੇ,ব্যাংক চার্জ
ਬੈਂਕ ਗਰੰਟੀ,ব্যাংক গ্যারান্টি
ਬੈਂਕ ਦੀ ਛੁਟੀ,ব্যাংক ছুটির দিন
ਬੈਂਕਿੰਗ ਸਹੂਲਤ,ব্যাংকিং সুবিধা
ਬੈਂਕਿੰਗ ਘੰਟੇ,ব্যাংকিং সময়
ਬੈਂਕਿੰਗ ਟ੍ਰਾਂਜੈਕਸ਼ਨ,ব্যাংকিং লেনদেন
ਬੈਂਕ ਰੇਟ,ব্যাংক হার
ਬੈਂਕ ਮੇਲ-ਮਿਲਾਪ,ব্যাংক পুনর্মিলন
ਦੀਵਾਲੀਆ,দেউলিয়া
ਬੈਂਕ ਸੁਰੱਖਿਆ,ব্যাংক সুরক্ষা
ਬੈਂਕ ਸਟੇਟਮੈਂਟ,ব্যাংক দলিল
ਦਾਅਵਤ,বনভোজন
ਬਾਰ ਕੌਂਸਲ,বার কাউন্সিল
ਸੌਦੇਬਾਜ਼ੀ,দর কষাকষি
ਸੌਦੇਬਾਜ਼ੀ,দর কষাকষি
