Malayalam,Marathi
അഡ്ജുഗേറ്റ് മാട്രിക്സ്,मॅट्रिक्स समायोजित करा
സ്വീകാര്യമായ തീരുമാന പ്രവർത്തനം,स्वीकार्य निर्णय कार्य
അനുവദനീയമായ അനുമാനം,स्वीकार्य गृहीतक
എയറോഡൈനാമിക് ശക്തി,वायुगतिकीय शक्ती
എയറോഡൈനാമിക്സ്,वायुगतिकी
അഫൈൻ ജ്യാമിതി,affine भूमिती
അഫൈൻ മാപ്പിംഗ്,affine मॅपिंग
അഫൈൻ പരിവർത്തനം,affine परिवर्तन
അഗ്രഗേറ്റിംഗ് വേരിയബിളുകൾ,एकत्रित व्हेरिएबल्स
ബീജഗണിതം,बीजगणित
ബീജഗണിതപരമായി അടച്ചിരിക്കുന്നു,बीजगणितानुसार बंद
ബീജഗണിത സമവാക്യം,बीजगणितीय समीकरण
ബീജഗണിത പദപ്രയോഗം,बीजगणितीय अभिव्यक्ती
ബീജഗണിത രൂപം,बीजगणितीय फॉर्म
ബീജഗണിത പ്രവർത്തനം,बीजगणितीय कार्य
ബീജഗണിത ജ്യാമിതി,बीजगणितीय भूमिती
ബീജഗണിത ഗുണിതം,बीजगणितीय गुणाकार
ബീജഗണിത വ്യവസ്ഥ,बीजगणित प्रणाली
എല്ലാ പൂർണ്ണസംഖ്യാ പ്രശ്നം,सर्व-पूर्णांक समस्या
വിഹിതം പ്രശ്നം,वाटप समस्या
അക്ഷരമാലാ ക്രമം,वर्णक्रमानुसार नोटेशन
അക്ഷരമാലാക്രമം,वर्णमाला वर्ण
ഇതര കോൺ,पर्यायी कोन
ഒന്നിടവിട്ട രൂപം,पर्यायी फॉर्म
ഇതര ഗ്രൂപ്പ്,पर्यायी गट
ഒന്നിടവിട്ട മാട്രിക്സ്,पर्यायी मॅट्रिक्स
ഒന്നിടവിട്ട പരമ്പര,पर्यायी मालिका
ഇതര സിദ്ധാന്തം,पर्यायी गृहीतक
ഇതര ഒപ്റ്റിമ,पर्यायी ऑप्टिमा
ഇതര ഫലം,पर्यायी परिणाम
അനലോഗ്-ടു-ഡിജിറ്റൽ കൺവെർട്ടർ,अॅनालॉग-टू-डिजिटल कनवर्टर
അനലോഗ് കമ്പ്യൂട്ടർ,अॅनालॉग संगणक
വിശകലനം,विश्लेषण
സഹവർത്തിത്വത്തിന്റെ വിശകലനം,सहप्रसरणाचे विश्लेषण
എണ്ണൽ ഡാറ്റയുടെ വിശകലനം,गणना डेटाचे विश्लेषण
വ്യതിയാനത്തിന്റെ വിശകലനം,भिन्नतेचे विश्लेषण
അനലിറ്റിക് ജ്യാമിതി,विश्लेषणात्मक भूमिती
വിശകലന പ്രവർത്തനം,विश्लेषणात्मक कार्य
കോൺ,कोन
കോൺടാക്റ്റ് കോൺ,संपर्क कोन
വ്യതിചലനത്തിന്റെ കോൺ,विक्षेपण कोन
വിഷാദത്തിന്റെ ആംഗിൾ,उदासीनता कोन
വ്യതിയാനത്തിന്റെ കോൺ,विचलन कोन
ഡിഫ്രാക്ഷൻ കോൺ,विवर्तन कोन
എലവേഷൻ കോൺ,उंचीचा कोन
സംഭവത്തിന്റെ കോൺ,घटनेचा कोन
പ്രൊജക്ഷൻ കോൺ,प्रक्षेपण कोन
പ്രതിഫലനത്തിന്റെ കോൺ,परावर्तन कोन
അപവർത്തന കോൺ,अपवर्तन कोन
ഭ്രമണകോണ്,रोटेशनचा कोन
മൊത്തം പ്രതിഫലനത്തിന്റെ കോൺ,एकूण परावर्तनाचा कोन
കോണീയ ത്വരണം,कोनीय प्रवेग
കോണീയ ചലനം,कोणीय गती
കോണീയ വേഗത,कोनीय गती
കോണീയ പ്രവേഗം,कोनीय गती
വാർഷികം,वलय
ഉത്തരം,उत्तर
ആന്റി-ഡെറിവേറ്റീവ്,विरोधी व्युत्पन्न
ആന്റിസിമെട്രിക് പ്രവർത്തനം,विषमताविरोधी कार्य
ബാധകമാണ്,लागू
അപേക്ഷ,अर्ज
പ്രയോഗിച്ച ഡൈനാമിക് പ്രോഗ്രാമിംഗ്,लागू डायनॅमिक प्रोग्रामिंग
പ്രയോഗിച്ച ജ്യാമിതി,लागू भूमिती
പ്രയോഗിച്ച ഗണിതശാസ്ത്രം,लागू गणित
പ്രയോഗിച്ച സ്ഥിതിവിവരക്കണക്കുകൾ,लागू आकडेवारी
ഏകദേശം,अंदाजे
ഏകദേശം തുടർച്ചയായ പ്രവർത്തനം,अंदाजे सतत कार्य
ഏകദേശ രീതി,अंदाजे पद्धत
ഏകദേശ പരിഹാരം,अंदाजे उपाय
ഏകദേശ പ്രശ്നം,अंदाजे समस्या
ഏകദേശ സ്വത്ത്,अंदाजे मालमत्ता
ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ് ബാറ്ററി,योग्यता चाचणी बॅटरी
അർഗൻഡ് ഡയഗ്രം,आर्गंड आकृती
ഏകപക്ഷീയമായി തിരഞ്ഞെടുത്തു,अनियंत्रितपणे निवडले
ഏകപക്ഷീയമായ,अनियंत्रित
ഏകപക്ഷീയമായ സ്ഥിരാങ്കം,अनियंत्रित स्थिरांक
ഏകപക്ഷീയമായ ഘടകം,अनियंत्रित घटक
ഏകപക്ഷീയമായ പോയിന്റ്,अनियंत्रित बिंदू
ആർക്കെമീഡിയൻ നിയമം,आर्किमेडियन कायदा
ആർക്കിമിഡീസ് തത്വം,आर्किमिडीज तत्त्व
ആർക്ക് നീളം,चाप लांबी
വൃത്താകൃതിയിലുള്ള കമാനം,वर्तुळाचा चाप
ആർക്ക് സൈൻ വിതരണം,आर्क साइन वितरण
ആർക്ക് സൈൻ പരിവർത്തനം,चाप साइन परिवर्तन
പ്രദേശം,क्षेत्र
ഏരിയൽ ടെക്സ്ചർ,क्षेत्रीय पोत
സങ്കീർണ്ണ സംഖ്യയുടെ വാദം,जटिल संख्येचा युक्तिवाद
ഗണിത അർത്ഥം,अंकगणित सरासरी
ഗണിത പ്രവർത്തനം,अंकगणित ऑपरेशन
ഗണിത യൂണിറ്റ്,अंकगणित एकक
ക്രമീകരണം,व्यवस्था
അറേ,रचना
കൃത്രിമ ഉപഗ്രഹം,कृत्रिम उपग्रह
കൃത്രിമ വേരിയബിൾ,कृत्रिम व्हेरिएबल
കയറുക,चढणे
ആരോഹണം,चढत्या
മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം,परिमाणाचा चढता क्रम
ആരോഹണ പരമ്പര,चढत्या मालिका
അസംബ്ലർ ഭാഷ,असेंबलर भाषा
അസൈൻമെന്റ് പ്രശ്നം,असाइनमेंट समस्या
സഹകാരി നിയമം,सहयोगी कायदा
ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം,ऑपरेटर्सचा सहयोगी कायदा
അനുബന്ധ പ്രവർത്തനം,सहयोगी ऑपरेशन
സഹവാസം,सहवास
അർത്ഥമാക്കുന്നത്,सरासरी गृहीत धरले
പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു,गृहीत संभाव्यता वितरण
അനുമാനം,गृहीतक
ജ്യോതിഷം,ज्योतिष
ബഹിരാകാശ എഞ്ചിനീയർ,अंतराळवीर अभियंता
ജ്യോതിശാസ്ത്രജ്ഞൻ,खगोलशास्त्रज्ञ
ജ്യോതിശാസ്ത്ര ഘടികാരം,खगोलशास्त्रीय घड्याळ
ജ്യോതിശാസ്ത്രം,खगोलशास्त्र
അസമമായ വക്രം,असममित वक्र
അസമമിതി,विषमता
ലക്ഷണം,लक्षणे
അസിംപ്റ്റോട്ടിക്,लक्षणे नसलेला
അസിംപ്റ്റിക്കലി കാര്യക്ഷമമായ എസ്റ്റിമേറ്റർ,असिम्प्टोटिकली कार्यक्षम अंदाजकर्ता
അസ്‌മിപ്റ്റിക്കലി പക്ഷപാതമില്ലാത്ത എസ്റ്റിമേറ്റർ,asymptotically निष्पक्ष अंदाजकर्ता
അസിംപ്റ്റോട്ടിക് സ്വഭാവം,लक्षणे नसलेले वर्तन
അസിംപ്റ്റോട്ടിക് ഡിസ്ട്രിബ്യൂഷൻ ഫംഗ്ഷൻ,एसिम्प्टोटिक वितरण कार्य
അസിംപ്റ്റോട്ടിക് വികാസം,एसिम्प्टोटिक विस्तार
അന്തരീക്ഷമർദ്ദം,वातावरणाचा दाब
മാറി മാറി,यादृच्छिकपणे
ആട്രിബ്യൂട്ട്,विशेषता
ആട്രിബ്യൂട്ടുകൾ സാമ്പിൾ നടപടിക്രമം,गुणधर्म नमुना प्रक्रिया
വർദ്ധിപ്പിച്ച മാട്രിക്സ്,संवर्धित मॅट्रिक्स
ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്,स्वयंसंबंध गुणांक
ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ,स्वयंसंबंध कार्य
ഓട്ടോകോവേരിയൻസ്,autocovariance
ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ,स्वयंचलित संगणक
സ്വയം റിഗ്രഷൻ,ऑटोरिग्रेशन
സഹായ സമവാക്യം,सहाय्यक समीकरण
ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (ASN കർവ്),सरासरी नमुना क्रमांक वक्र (ASN वक्र)
സിദ്ധാന്തം,स्वयंसिद्ध
അച്ചുതണ്ട് സമീപനം,स्वयंसिद्ध दृष्टीकोन
സംഭാവ്യതയുടെ സിദ്ധാന്തം,संभाव्यतेचे स्वयंसिद्ध
അച്ചുതണ്ട്,अक्ष
അബ്സിസ്സയുടെ അച്ചുതണ്ട്,abscissa चा अक्ष
ഭൂമിയുടെ അച്ചുതണ്ട്,पृथ्वीचा अक्ष
വിപ്ലവത്തിന്റെ അച്ചുതണ്ട്,क्रांतीची अक्ष
ഭ്രമണത്തിന്റെ അച്ചുതണ്ട്,रोटेशनचा अक्ष
സ്പിന്നിന്റെ അച്ചുതണ്ട്,फिरकीचा अक्ष
തിരികെ-പകരം,परत प्रतिस्थापन
പിന്നാക്ക വ്യത്യാസം,मागास फरक
ബാക്ക്വാർഡ്-ഇന്റർപോളേഷൻ ഫോർമുല,बॅकवर्ड-इंटरपोलेशन सूत्र
ബാലൻസ്,शिल्लक
സമതുലിതമായ ഡിസൈൻ,संतुलित डिझाइन
ബാലൻസ് ഷീറ്റ്,ताळेबंद
ബാലിസ്റ്റിക് മിസൈൽ,बॅलिस्टिक क्षेपणास्त्र
ബാലിസ്റ്റിക്സ്,बॅलिस्टिक्स
ബാർ,बार
അടിസ്ഥാനം,पाया
അടിസ്ഥാന കോൺ,बेस कोन
ലോഗരിതം അടിസ്ഥാനം,लॉगरिदमचा आधार
അടിസ്ഥാന,मूलभूत
അടിസ്ഥാന പ്രായോഗിക പരിഹാരം,मूलभूत व्यवहार्य उपाय
അടിസ്ഥാന പരിഹാരം,मूलभूत उपाय
അടിസ്ഥാന വേരിയബിൾ,मूलभूत चल
അടിസ്ഥാനം,आधार
അടിസ്ഥാന ഘടകം,आधार घटक
അടിസ്ഥാന മാട്രിക്സ്,आधार मॅट्रिक्स
ഒരു വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം,वेक्टर स्पेसचा आधार
ഉപസ്ഥലത്തിന്റെ അടിസ്ഥാനം,सबस्पेसचा आधार
ബയേസിയൻ എസ്റ്റിമേറ്റ്,बायसियन अंदाज
ബയേസിന്റെ നിയമം,बायसचा कायदा
ബയേസിന്റെ സിദ്ധാന്തം,बायसचे प्रमेय
ബെർണൂലി വിതരണം,बर्नौली वितरण
ബെർണൂലി നമ്പർ,बर्नौली क्रमांक
ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ,बर्नौली संभाव्यता कार्य
ബെർണൂലിയുടെ സമവാക്യം,बर्नौलीचे समीकरण
ബെറി പ്രവർത്തനം,बेरी फंक्शन
ഏറ്റവും അനുയോജ്യം,सर्वोत्तम फिट
ഏറ്റവും അനുയോജ്യമായ ലൈൻ,सर्वोत्तम - फिट लाइन
മികച്ച പരിഹാരം,सर्वोत्तम उपाय
മികച്ച തന്ത്രങ്ങൾ,सर्वोत्तम धोरणे
ബീറ്റ വിതരണം,बीटा वितरण
പക്ഷപാതം,पक्षपात
പക്ഷപാതപരമായ കണക്ക്,पक्षपाती अंदाज
ബൈഹാർമോണിക് സമവാക്യം,बिहारमोनिक समीकरण
ബിജക്ഷൻ,द्विभाजन
ബിജക്റ്റീവ് മാപ്പ്,द्विभाषिक नकाशा
ബിജക്റ്റീവ് മാപ്പിംഗ്,द्विजात्मक मॅपिंग
ബിലീനിയർ രൂപം,द्विरेखीय फॉर्म
ബിലീനിയർ ഫംഗ്ഷൻ,द्विरेखीय कार्य
ബിലീനിയർ ഹെർമിഷ്യൻ രൂപം,द्विरेखीय हर्मिटियन फॉर्म
ബൈനറി,बायनरी
ബൈനറി കോഡ്,बायनरी कोड
ബൈനറി കോഡ് ചെയ്ത ദശാംശം,बायनरी कोडेड दशांश
ബൈനറി കോഡിംഗ്,बायनरी कोडिंग
ബൈനറി കമ്പ്യൂട്ടർ,बायनरी संगणक
ബൈനറി അക്കം,बायनरी अंक
ബൈനറി പ്രവർത്തനം,बायनरी ऑपरेशन
ബൈനറി സിസ്റ്റം,बायनरी प्रणाली
ബൈനറി വേരിയബിൾ,बायनरी व्हेरिएबल
ദ്വിപദ ഗുണകം,द्विपदी गुणांक
ദ്വിപദ വിതരണം,द्विपदी वितरण
ദ്വിപദ സമവാക്യം,द्विपद समीकरण
ദ്വിപദ വിപുലീകരണം,द्विपदी विस्तार
ദ്വിപദ പദപ്രയോഗം,द्विपदी अभिव्यक्ती
ബൈനോമിയൽ റാൻഡം വേരിയബിൾ,द्विपदी यादृच्छिक चल
ദ്വിപദ സിദ്ധാന്തം,द्विपद प्रमेय
വിഭജനം,दुभाजक
വിഭജന രീതി,दुभाजक पद्धत
ദ്വിഭാഗം,दुभाजक
ബൈസീരിയൽ,द्विसेरियल
ബിറ്റ്,बिट
ദ്വിപദ ദ്വിപദ വിതരണം,द्विपदी द्विपद वितरण
ദ്വിവസ്ത്ര പരസ്പര ബന്ധ ഗുണകം,द्विवैरिएट सहसंबंध गुणांक
ദ്വിവിധ വിതരണം,द्विभिन्न वितरण
ദ്വിവത്കൃത സാധാരണ വിതരണം,द्विवैरिएट सामान्य वितरण
ബിവെക്ടർ,bivector
ബോൾട്ട്സ്മാൻ സമവാക്യം,बोल्ट्झमन समीकरण
ബൂളിയൻ ബീജഗണിതം,बुलियन बीजगणित
ബോസ് - ഐൻസ്റ്റീൻ സ്ഥിതിവിവരക്കണക്കുകൾ,बोस - आईन्स्टाईन आकडेवारी
അതിർത്തി അവസ്ഥ,सीमा स्थिती
അതിർത്തി പാളി,सीमा स्तर
അതിർത്തി രേഖ,सीमारेषा
അതിർത്തി മൂല്യം,सीमा मूल्य
അതിർത്തി മൂല്യ പ്രശ്നം,सीमा मूल्य समस्या
പരിമിതമായ പ്രവർത്തനം,बंधनकारक कार्य
ബൗണ്ടഡ് മാട്രിക്സ്,सीमाबद्ध मॅट्रिक्स
അതിർത്തി പ്രദേശം,सीमाबद्ध प्रदेश
ബൗണ്ടഡ് സെറ്റ്,बांधलेला संच
ബ്രൗൺ ചലനം,ब्राउनियन गती
കണക്കാക്കുക,गणना करा
കണക്കുകൂട്ടുന്നു,गणना करत आहे
കണക്കുകൂട്ടൽ യന്ത്രം,गणना मशीन
കണക്കുകൂട്ടല്,गणना
കണക്കുകൂട്ടൽ നടപടിക്രമം,गणना प्रक्रिया
കാൽക്കുലേറ്റർ,कॅल्क्युलेटर
കാൽക്കുലസ്,कॅल्क्युलस
വ്യതിയാനത്തിന്റെ കണക്കുകൂട്ടൽ,भिन्नतेची गणना
കലോറി,कॅलरी
റദ്ദാക്കൽ നിയമം,रद्द करण्याचा कायदा
കാനോനിക്കൽ സമവാക്യം,प्रामाणिक समीकरण
കാനോനിക്കൽ രൂപം,प्रामाणिक स्वरूप
കാനോനിക്കൽ മാട്രിക്സ്,कॅनोनिकल मॅट्रिक्स
കാന്റർ സെറ്റ്,कॅंटर सेट
കാന്ററിന്റെ ത്രിതല സെറ്റ്,कॅंटरचा तिरंगी संच
ശേഷിയുള്ള ഗതാഗത പ്രശ്നം,सक्षम वाहतूक समस्या
ശേഷി,क्षमता
കാപ്പിലറി ബലം,केशिका शक्ती
കാർഡിനൽ നമ്പർ,मुख्य क्रमांक
കാർട്ടീഷ്യൻ അക്ഷങ്ങൾ,कार्टेशियन अक्ष
കാർട്ടീഷ്യൻ കോർഡിനേറ്റുകൾ,कार्टेशियन समन्वय
കാർട്ടീഷ്യൻ ഉൽപ്പന്നം,कार्टेशियन उत्पादन
സെറ്റുകളുടെ കാർട്ടീഷ്യൻ ഉൽപ്പന്നം,संचांचे कार्टेशियन उत्पादन
കേസ് പഠനം,केस स्टडी
വിനാശകരമായ ഏറ്റക്കുറച്ചിലുകൾ,आपत्तीजनक चढउतार
കാറ്റനറി,कॅटेनरी
കോച്ചി വിതരണം,कॉची वितरण
കൗച്ചി ഫോർമുല,कॉची सूत्र
Cauchy Goursat സിദ്ധാന്തം,कैची गौरसाट प्रमेय
കൗച്ചി റീമാൻ വ്യവസ്ഥകൾ,Cauchy Riemann अटी
Cauchy ക്രമം,कॉची क्रम
കൗച്ചി ഇന്റഗ്രൽ,कैची अभिन्न
Cauchy പ്രധാന മൂല്യം,कॉची मुख्य मूल्य
കൗച്ചി അവശിഷ്ട സിദ്ധാന്തം,कॉची अवशेष प्रमेय
കെയ്‌ലി ഹാമിൽട്ടൺ സിദ്ധാന്തം,केली हॅमिल्टन प्रमेय
ആകാശ ശരീരം,आकाशीय शरीर
ആകാശത്തിന്റെ അളവ്,आकाशीय मापन
ആകാശ മെക്കാനിക്സ്,खगोलीय यांत्रिकी
ആകാശ വസ്തു,खगोलीय वस्तू
സെൽ ആവൃത്തി,सेल वारंवारता
കാനേഷുമാരി,जनगणना
സെന്റൽ,सेंटाइल
സെന്റീമീറ്റർ,सेंटीमीटर
സെന്റീമീറ്റർ ഗ്രാം സെക്കന്റ് സിസ്റ്റം,सेंटीमीटर ग्रॅम दुसरी प्रणाली
കേന്ദ്ര,मध्यवर्ती
കേന്ദ്ര അക്ഷം,मध्य अक्ष
കേന്ദ്ര വ്യത്യാസം,मध्यवर्ती फरक
കേന്ദ്ര വ്യത്യാസ ഫോർമുല,केंद्रीय फरक सूत्र
കേന്ദ്ര വ്യത്യാസ പട്ടിക,मध्यवर्ती फरक सारणी
കേന്ദ്ര പരിധി സിദ്ധാന്തം,केंद्रीय मर्यादा प्रमेय
കേന്ദ്ര നിമിഷം,मध्यवर्ती क्षण
സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു),सेंट्रल प्रोसेसिंग युनिट (CPU)
കേന്ദ്ര പ്രവണത,केंद्रीय प्रवृत्ती
കേന്ദ്രം,केंद्र
ഗുരുത്വാകർഷണ കേന്ദ്രം,गुरुत्वाकर्षण केंद्र
ഗ്രൂപ്പിന്റെ കേന്ദ്രം,गटाचे केंद्र
പിണ്ഡത്തിന്റെ കേന്ദ്രം,वस्तुमानाचे केंद्र
സമമിതിയുടെ കേന്ദ്രം,सममितीचे केंद्र
അപകേന്ദ്ര ബലം,केंद्रापसारक शक्ती
അപകേന്ദ്രബലം,केंद्राभिमुख शक्ती
കേന്ദ്രീകൃത,मध्यवर्ती
ഉറപ്പ്,निश्चितता
cgs സിസ്റ്റം,cgs प्रणाली
cgs യൂണിറ്റ്,cgs युनिट
വ്യത്യാസത്തിന്റെ ശൃംഖല,भिन्नतेचा साखळी नियम
സാധ്യത കാരണങ്ങൾ,संधी कारणे
അവസര നീക്കങ്ങൾ,संधीची हालचाल
അച്ചുതണ്ടുകളുടെ മാറ്റം,अक्षांचा बदल
അടിസ്ഥാന മാറ്റം,आधार बदल
ക്രമം മാറ്റം,ऑर्डर बदल
സ്വഭാവ ഗുണകം,वैशिष्ट्यपूर्ण गुणांक
ഡിറ്റർമിനന്റ്,निर्धारक
സ്വഭാവ സമവാക്യം,वैशिष्ट्यपूर्ण समीकरण
സ്വഭാവ സവിശേഷത,वैशिष्ट्यपूर्ण कार्य
ലോഗരിതത്തിന്റെ സ്വഭാവം,लॉगरिथमचे वैशिष्ट्य
സ്വഭാവ ബഹുപദം,वैशिष्ट्यपूर्ण बहुपद
സ്വഭാവ മൂല്യം,वैशिष्ट्यपूर्ण मूल्य
സ്വഭാവ വെക്റ്റർ,वैशिष्ट्यपूर्ण वेक्टर
പ്രതീക സെറ്റ്,वर्ण संच
ചാർട്ട്,तक्ता
ചി-സ്ക്വയർ വിതരണം,ची-स्क्वेअर वितरण
ചി-സ്ക്വയർ ഫോർമുല,ची-स्क्वेअर सूत्र
ചി-സ്ക്വയർ ടെസ്റ്റ്,ची-स्क्वेअर चाचणी
കോർഡ്,जीवा
chord-bisection രീതി,जीवा-द्विभाजन पद्धत
സൈഫർ സന്ദേശം (=കോഡ് ചെയ്ത സന്ദേശം),सायफर संदेश (=कोड केलेला संदेश)
സൈഫർ (പൂജ്യം),सिफर (शून्य)
വൃത്തം,वर्तुळ
ഒത്തുചേരൽ വൃത്തം,अभिसरण मंडळ
സർക്യൂട്ട് മാട്രിക്സ്,सर्किट मॅट्रिक्स
വൃത്താകൃതിയിലുള്ള,परिपत्रक
വൃത്താകൃതിയിലുള്ള ലക്ഷണം,वर्तुळाकार लक्षण
വൃത്താകൃതിയിലുള്ള ഹെലിക്സ്,गोलाकार हेलिक्स
വൃത്താകൃതിയിലുള്ള ചലനം,गोलाकार हालचाल
ചുറ്റളവ്,परिघ
വൃത്താകൃതി,वर्तुळ
ചുറ്റുക,परिक्रमा
പരിമിതപ്പെടുത്തിയിരിക്കുന്നു,घेरलेले
ചുറ്റപ്പെട്ട വൃത്തം,परिक्रमा केलेले वर्तुळ
ക്ലാസിക്കൽ ഡിഡക്റ്റീവ് ടെക്നിക്,शास्त्रीय वजावटी तंत्र
ക്ലാസിക്കൽ ഡൈനാമിക്സ്,शास्त्रीय गतिशीलता
ക്ലാസിക്കൽ ഒപ്റ്റിമൈസേഷൻ,शास्त्रीय ऑप्टिमायझेशन
ക്ലാസിക്കൽ നാശത്തിന്റെ പ്രശ്നം,शास्त्रीय नाश समस्या
ക്ലാസിക്കൽ സ്റ്റാറ്റിസ്റ്റിക്കൽ മെക്കാനിക്സ്,शास्त्रीय सांख्यिकीय यांत्रिकी
പിശകുകളുടെ വർഗ്ഗീകരണം,त्रुटींचे वर्गीकरण
ക്ലാസ് ഇടവേള,वर्ग मध्यांतर
ക്ലാസ്-ഇന്റർവെൽ യൂണിറ്റ്,वर्ग-मध्यांतर युनिट
ക്ലാസ് പരിധി,वर्ग मर्यादा
ഘടികാരദിശയിൽ,घड्याळाच्या दिशेने
ക്ലോപ്പൻ (= അടച്ചതും തുറന്നതും),क्लोपेन (= बंद आणि उघडा)
അടച്ചു,बंद
അടഞ്ഞ കോൺവെക്സ് ഹൾ,बंद बहिर्वक्र हुल
അടച്ച ക്യൂബ്,बंद घन
അടഞ്ഞ വക്രം,बंद वक्र
അടച്ച ഡൊമെയ്ൻ,बंद डोमेन
അടഞ്ഞ രൂപം,बंद आकृती
അടച്ച ഇടവേള,बंद अंतराल
അടച്ച പ്രദേശം,बंद प्रदेश
അടച്ച സെറ്റ്,बंद संच
അടഞ്ഞ പ്രതലം,बंद पृष्ठभाग
അടച്ചുപൂട്ടൽ,बंद
ക്ലോഷർ ഓപ്പറേറ്റർ,बंद ऑपरेटर
ക്ലോഷർ പോയിന്റ് (= കോൺടാക്റ്റ് പോയിന്റ്),बंद बिंदू (= संपर्क बिंदू)
അടച്ചുപൂട്ടൽ പോസ്റ്റുലേറ്റ്,बंद करणे
അടച്ചുപൂട്ടൽ സെറ്റ്,बंद सेट
ക്ലസ്റ്റർ പോയിന്റ്,क्लस्टर पॉइंट
ക്ലസ്റ്റർ സാമ്പിൾ,क्लस्टर सॅम्पलिंग
ക്ലസ്റ്റർ സെറ്റ്,क्लस्टर सेट
ഏകപക്ഷീയ വൃത്തങ്ങൾ,समाक्षीय मंडळे
