Tamil,Odiya
சிறுகதை,ଉପନ୍ୟାସ
ஏஞ்சலோட்,ଆଞ୍ଜେଲଟ୍ |
ஏஞ்சலஸ்,ଆଞ୍ଜେଲସ୍ |
ஆஞ்செவின் (=அஞ்செவின்),ଆଞ୍ଜେଭିନ୍ (= ଆଞ୍ଜେଭିନ୍)
கோணங்கள்,କୋଣ
ஆங்கிலிகன்,ଅଙ୍ଗଲିକାନ୍ |
ஆங்கிலிகன் ஒற்றுமை,ଅଙ୍ଗଲିକାନ୍ ଯୋଗାଯୋଗ |
ஆங்கிலிக்கனிசம்,ଅଙ୍ଗଲିକାନିଜିମ୍ |
ஆங்கிலோ-போப்,ଆଙ୍ଗ୍ଲୋ-ଫୋବେ |
ஆங்கிலோ-ஃபோபியா,ଆଙ୍ଗ୍ଲୋ-ଫୋବିୟା |
ஆங்கிலோ-சாக்சன்,ଆଙ୍ଗ୍ଲୋ-ସାକ୍ସନ୍ |
ஆங்கிலோ-சாக்சோனிசம்,ଆଙ୍ଗ୍ଲୋ-ସାକ୍ସୋନିଜିମ୍ |
அன்னாலிஸ்ட்,ଆନ୍ନାଲିଷ୍ଟ |
அன்னல்,ବାର୍ଷିକ
இணைப்பு,ସଂଲଗ୍ନ
ஆன்டி-பெல்லம்,ଆଣ୍ଟେ-ବେଲମ୍ |
முன் தேதி,ଆଣ୍ଟେ ତାରିଖ |
மதகுருத்துவத்திற்கு எதிரானது,ଧର୍ମ-ବିରୋଧୀ
மதகுருவுக்கு எதிரான சட்டம்,ଧର୍ମ-ବିରୋଧୀ ନିୟମ
பழமை,ପ୍ରାଚୀନତା
எதிர்ப்பு வாடகை,ଆଣ୍ଟି-ଭଡା
எதிர்ப்பு வாடகை,ଆଣ୍ଟି-ଭଡା
யூத எதிர்ப்பு,ବିରୋଧୀ ଦଳ
அன்சாக்,ଅଞ୍ଜାକ |
அப்பெல்லா,ଆପେଲା |
அரலு,ଅରୁଲୁ |
பேராயர்,ଆର୍ ବିଶପ୍ |
ஆர்ச் டச்சி,ଆର୍ ଡୁଚି |
ஆர்ச் டியூக்,ଆର୍ ଡ୍ୟୁକ୍ |
காப்பகம் (=காப்பக சேகரிப்பு),ଆର୍କିଫ୍ (= ଅଭିଲେଖାଗାର ସଂଗ୍ରହ)
ஆர்க்கிபிஸ்கோபேட்,ଆର୍କିପିସ୍କୋପେଟ୍ |
பிரபுத்துவம்,ଆଭିମୁଖ୍ୟ
பிரபு,ଆରିଷ୍ଟୋକ୍ରାଟ୍ |
பிரபுத்துவ ஸ்னோபரி,ଆରିଷ୍ଟୋକ୍ରାଟ୍ ସ୍ନୋବେରୀ |
அரிஸ்டாட்டிலியன்,ଆରିଷ୍ଟୋଟେଲିଆନ୍ |
அர்மடா,ଆର୍ମଡା |
அர்மடா (=ஸ்பானிய அர்மடா),ଆର୍ମଡା (= ସ୍ପାନିସ୍ ଆର୍ମଡା)
கவசக்காரர் (=கவசக்காரர்),ବାହୁବଳୀ (= ବାହୁବଳୀ)
கவசம் (=கவசம்),ବାହୁବଳୀ (= ବାହୁବଳୀ)
ஆயுதக்கடைக்காரர்,ବାହୁବଳୀ |
ஆர்யன்,ଆର୍ଯ୍ୟନ୍
ஆர்யன்,ଆର୍ଯ୍ୟନ୍
அஸ்காரி,ଆସ୍କାରି |
ஒதுக்கு,ନ୍ୟସ୍ତ କରନ୍ତୁ |
உதவு,Assize
உதவு,Assize
உதவு,Assize
ஆயுதச் சட்டம்,ଆର୍ମସ୍ ଆକ୍ଟର ଆସାଇଜ୍ |
அசிஸ் ஆஃப் டேரின் பிரசன்ட்மென்ட்,ଡାରେନ୍ ପ୍ରେଜେଣ୍ଟେସନ୍ ର ଆସାଇଜ୍ |
மோர்ட் &#39;டி&#39; மூதாதையரின் அசிஸ்,ମର୍ଟ &#39;ଡି&#39; ପୂର୍ବପୁରୁଷଙ୍କ ଅନୁଧ୍ୟାନ |
நாவல் Disseisin Assize,ନୋଭେଲ୍ ଡିସାଇସିନ୍ ର ଆସାଇଜ୍ |
கொடுமை,ଅତ୍ୟାଚାର
தாக்குதல்,ଆକ୍ରମଣ
ஆலிக் கவுன்சில்,ଆୟୁଲିକ୍ ପରିଷଦ |
கோடரியின் கோடாரி (=கெடெஸ் கோடாரி),ଗେଡିର କୁରା (ି (= ଗେଡି କୁରା) ି)
அச்சு (=ரோம்-பெர்லின்-டோக்கியோ அச்சு),ଆକ୍ସିସ୍ (= ରୋମ୍-ବର୍ଲିନ୍-ଟୋକିଓ ଆକ୍ସିସ୍)
பாபிலோன்,ବାବିଲ
பாபிலோனிய சிறைப்பிடிப்பு (=பாபிலோனிய சிறைப்பிடிப்பு),ବାବିଲର ବନ୍ଦୀତା (= ବାବିଲୋନ ବନ୍ଦୀ)
பச்சனல் பக்தர்,ବ୍ୟାଚାନାଲ ଭକ୍ତ
பச்சனாலியா,ବ୍ୟାଚାନାଲିଆ |
இளங்கலை,ଅବିବାହିତ
பாக்தாத் ஒப்பந்தம்,ବାଗଦାଦ ଚୁକ୍ତି |
பால்கன் லீக்,ବାଲକାନ୍ ଲିଗ୍ |
பால்கன் ஒப்பந்தம்,ବାଲକାନ୍ ଚୁକ୍ତି |
பால்கன் போர்கள்,ବାଲକାନ ଯୁଦ୍ଧ |
பால்டிக் ஒப்பந்தம்,ବାଲ୍ଟିକ୍ ଚୁକ୍ତି |
கொள்ளைக்காரன்,ବୃନ୍ଦାବନ
பாண்டுங் மாநாடு,ବୃନ୍ଦାବନ ସମ୍ମିଳନୀ |
நாடுகடத்தல்,ବହିଷ୍କାର |
பதாகை,ବ୍ୟାନର |
காட்டுமிராண்டித்தனம்,ବର୍ବର
பார்பிகன்,ବାର୍ବିକାନ୍ |
பர்தோலி சத்தியாகிரகம்,ବାର୍ଡୋଲି ସତ୍ୟଗ୍ରାହ |
பார்ன் பர்னர்ஸ்,ବାର୍ ବର୍ନର୍ସ |
பரோன்,ବରୁଣ |
பாரோனேஜ்,ବରୁଣ
பரோன்ஸ் மேஜர்கள்,ବାରୋନସ୍ ମେଜୋରସ୍ |
பரோன்ஸ் மைனர்கள்,ବାରୋନସ୍ ମାଇନୋରସ୍ |
பரோனஸ்,ବରୁଣେସ୍ |
பரோனெட்,ବରୁଣେଟ୍ |
பரோனேடேஜ்,ବରୁଣେଟେଜ୍ |
பரோனேடேஜ்,ବରୁଣେଟେଜ୍ |
பேரோனெட்டி,ବାରୋନେଟସି |
பேரோனி,ବାରୋନି |
பாராகூன்,ବାରାକୁନ୍ |
பாராகூன்,ବାରାକୁନ୍ |
தடுப்பு (=பேரிகாடோ),ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ)
தடுப்பு (=பேரிகாடோ),ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ)
தடுப்பு (=பேரிகாடோ),ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ)
அடிப்படை முகாம்,ବେସ୍ କ୍ୟାମ୍ପ୍ |
பேராலயம்,ବେସିଲିକା |
பேராலயம்,ବେସିଲିକା |
பஸ்திலா,ବସ୍ତିଲା |
பாஸ்டில்,ବସ୍ତିଲ୍ |
பாஸ்டில்,ବସ୍ତିଲ୍ |
மின்கலம்,ବ୍ୟାଟେରୀ
போர்,ଯୁଦ୍ଧ
போர்-வரிசை,ବଟଲ୍-ଆରେ |
யுத்த அழுகுரல்,ଯୁଦ୍ଧ କାନ୍ଦ |
போர் டின்,ଯୁଦ୍ଧ ଡିନ |
போர்க்களம்,ଯୁଦ୍ଧ କ୍ଷେତ୍ର |
போர் பாடல்,ଯୁଦ୍ଧ ଭଜନ
ஸ்பர்ஸ் போர்,ସ୍ପର୍ସର ଯୁଦ୍ଧ |
ஸ்டாண்டர்ட் போர்,ମାନାଙ୍କ ଯୁଦ୍ଧ |
போர்க்கப்பல்,ଯୁଦ୍ଧ ଜାହାଜ |
போர்க்கப்பல்-வலிமை,ଯୁଦ୍ଧ-ଶକ୍ତି |
பேயுக்ஸ் சீலை,ବାୟକ୍ସ ଟେପେଷ୍ଟ୍ରି |
கலங்கரை விளக்கம்,ବିକନ୍ |
கலங்கரை விளக்கம் கோபுரம்,ବିକନ୍ ଟାୱାର୍ |
பீவர்,ବିଭର୍ |
பீவர்,ବିଭର୍ |
கடலின் பிச்சைக்காரர்கள்,ସମୁଦ୍ରର ଭିକାରୀ |
பெல்லிகோஸ்,ବେଲିକୋଜ୍ |
பெல்லிகோஸ்,ବେଲିକୋଜ୍ |
பெல்லிகோஸ்,ବେଲିକୋଜ୍ |
பெல்கோசிட்டி,ବେଲିକୋସିଟି |
பெல்லோனா,ବେଲୋନା |
நன்மை,ଉପକାର
குருமார்களின் பலன்,ପାଦ୍ରୀମାନଙ୍କର ଲାଭ
பெனலக்ஸ்,ବେନେଲକ୍ସ |
பெர்லின் ஆணை,ବର୍ଲିନ୍ ଆଦେଶ |
பெர்சர்கர்,ବର୍ସରକର |
பெசன்ட் (=பெசண்ட்),ବେସାଣ୍ଟ (= ବେଜାଣ୍ଟ)
பெத்தேல்,ବ Bethel ଥେଲ୍ |
நூலாசிரியர்,Bibliolater
புத்தக வழிபாடு,ଗ୍ରନ୍ଥସମୂହ
பெரிய பெர்தா,ବିଗ୍ ବର୍ଥା |
மதவெறி,ବିଗଟ୍ |
பில்லெட்டிங்,ବିଲିଂ
பில்,ଅଟ୍ଟାଇଣ୍ଡରର ବିଲ୍ |
உரிமைகள் மசோதா,ଅଧିକାର ବିଲ୍ |
வாழ்க்கை வரலாற்றாசிரியர்,ଜୀବନୀ
பிறப்பு கதைகள்,ଜନ୍ମ କାହାଣୀ |
Bivouac,ବିଭିଆକ୍ |
Bivouac,ବିଭିଆକ୍ |
Bivouac,ବିଭିଆକ୍ |
பிசோனியா,ବିଜୋନିଆ |
கருப்பு பறவைகள்,କଳା ପକ୍ଷୀ
கருப்பு கொடி,କଳା ପତାକା
கருந்துளை,ବ୍ଲାକ୍ ହୋଲ୍ |
கருந்துளை,ବ୍ଲାକ୍ ହୋଲ୍ |
கருப்பு கால் (=சிரங்கு),କଳା ଗୋଡ (= ସ୍କାବ)
கருப்பு சட்டை,କଳା ସାର୍ଟ |
பிளேசன்,ବ୍ଲାଜନ୍
பிளேசன்,ବ୍ଲାଜନ୍
பிரகாசம்,ବ୍ଲାଜୋନ୍ରି |
பிரகாசம்,ବ୍ଲାଜୋନ୍ରି |
பிளிட்ஸ்கிரீக்,ବ୍ଲିଟ୍ସ୍କ୍ରିଗ୍ |
இரத்தமில்லாத புரட்சி (=புகழ்பெற்ற புரட்சி),ରକ୍ତହୀନ ବିପ୍ଳବ (= ଗ or ରବମୟ ବିପ୍ଳବ)
இரத்தம் கொண்டவர்,ରକ୍ତଚାପ
ப்ளடி மேரி,ରକ୍ତାକ୍ତ ମରିୟମ |
நீலம்,ନୀଳ
நீல இரத்தம்,ନୀଳ ରକ୍ତ
நீல புத்தகம்,ନୀଳ ପୁସ୍ତକ |
நீல தலைப்பட்டை,ନୀଳ ରିବନ୍ |
நீல தலைப்பட்டை,ନୀଳ ରିବନ୍ |
ப்ளூஸ் (=ராயல் குதிரை காவலர்கள்),ବ୍ଲୁଜ୍ (= ରୟାଲ୍ ଘୋଡା ଗାର୍ଡ)
நீல நிற சட்டை,ନୀଳ ସାର୍ଟ |
நீல நீர் பள்ளி,ନୀଳ ଜଳ ବିଦ୍ୟାଳୟ |
கட்டுப்பாட்டு வாரியம்,ନିୟନ୍ତ୍ରଣ ବୋର୍ଡ |
உடல் கவசம்,ଶରୀରର ଅସ୍ତ୍ରଶସ୍ତ୍ର |
போயர்,ବୋଇର୍
கொள்ளை,ବୁଟି
பெருநகரம்,ବୋରୱୋ |
பவுல்யூடெரியன்,ବୁଲୁଟେରିଅନ୍ |
போர்பன்,ବୋର୍ବନ୍ |
குத்துச்சண்டை வீரர் கிளர்ச்சி,ବକ୍ସର ବିଦ୍ରୋହ |
பிரேஸ்,ବନ୍ଧନୀ
பிராசர்ட்,ପିତ୍ତଳ |
பிராசர்ட்,ପିତ୍ତଳ |
ரொட்டி காலனிகள்,ରୁଟି କଲୋନୀ |
மார்பக தட்டு,ସ୍ତନ ପ୍ଲେଟ୍ |
மார்பக வேலை,ସ୍ତନ କାମ
ப்ரெட்வால்டா,ବ୍ରେଟୱାଲଡା |
பிரிகாண்ட்,ବ୍ରିଗାଣ୍ଡ୍ |
பிரிகாண்டேஜ்,ବ୍ରିଗେଣ୍ଡେଜ୍
பிரிட்டிஷ் காமன்வெல்த் நாடுகள்,ବ୍ରିଟିଶ୍ କମନୱେଲଥ୍ ଅଫ୍ ନେସନ୍ସ |
பிரவுன் ஷர்ட்ஸ் (=நாஜிக்கள்),ବ୍ରାଉନ୍ ସାର୍ଟ (= ନାଜି)
பிரஸ்ஸல்ஸ் உடன்படிக்கை (ஒப்பந்தம்) அமைப்பு (=மேற்கு ஐரோப்பிய ஒன்றியம்),ବ୍ରୁସେଲ୍ସ ଚୁକ୍ତି (ଚୁକ୍ତି) ସଂଗଠନ (= ପଶ୍ଚିମ ୟୁରୋପୀୟ ୟୁନିଅନ୍)
பஃப்,ବଫ୍ |
பஃப்,ବଫ୍ |
பஃப்-கோட்,ବଫ୍-କୋଟ୍ |
பஃப்ஸ்,ବଫସ୍ |
புலே (=சபை),ବୁଲେ (= ପରିଷଦ)
பர்கேஜ்,ବନ୍ଧକ
பர்கெஸ்,ବରଗଡ |
பைசண்டைன்,ବାଇଜାଣ୍ଟାଇନ
பைசண்டைன் தேவாலயம்,ବ yz ଜୟନ୍ତ ଚର୍ଚ୍ଚ
பைசண்டைன் பேரரசு,ବ yz ଜୟନ୍ତ ସାମ୍ରାଜ୍ୟ |
பைசண்டைன் சகாப்தம்,ବାଇଜାଣ୍ଟାଇନ ଯୁଗ
பைசண்டைன் வரலாற்றாசிரியர்கள்,ବ yz ଜୟନ୍ତ histor ତିହାସିକମାନେ |
கபால்,କ୍ୟାବଲ୍ |
சீசரிசம்,କେଜରିଜିମ୍ |
கலீஃபா,ଖଲିଫ୍ |
எழுத்தாளன்,କଲିଗ୍ରାଫର୍ |
கையெழுத்து எழுதுபவர்,କଲିଗ୍ରାଫିଷ୍ଟ |
எழுத்துக்கலை,କାଲିଗ୍ରାଫି |
கால்ட்ராப்,କାଲ୍ଟ୍ରପ୍ |
தோழமை,କାମାଡେରି |
கேமரிலா,କାମାରିଲା |
கேமரிலா,କାମାରିଲା |
கேமலாகம்,କାମେଲାକମ୍ |
உருமறைப்பு,କାମୁଫ୍ଲେଜ୍ |
பிரச்சாரம்,ଅଭିଯାନ |
முகாம் பின்பற்றுபவர்,କ୍ୟାମ୍ପ ଅନୁସରଣକାରୀ |
காம்போ சாண்டோ,କ୍ୟାମ୍ପୋ ସାଣ୍ଟୋ |
மார்டியஸ் வளாகம்,କ୍ୟାମ୍ପସ୍ ମାର୍ଟିସ୍
கேனபோரா,କାନେଫୋରା |
கங்கு,କଙ୍ଗୁ
பீரங்கி,କାନନେଡ୍ |
பீரங்கி தீவனம்,ତୋପ ଖାଇବା |
நியதி,କାନନ୍ |
நியதி சட்டம்,କାନନ୍ ନିୟମ |
கனோபஸ் ஆணை,କାନୋପସ୍ ଆଦେଶ |
ஆயுதங்களை ஏந்துதல்,ବାହୁବଳୀ
கைதி,ବନ୍ଦୀ
பிடிப்பவன்,କ୍ୟାପ୍ଟର
கார்டினல்,କାର୍ଡିନାଲ୍ |
கார்ல்,କାର୍ଲ |
கரோலிங்கியன் வம்சம்,କାରୋଲିଙ୍ଗିଆନ୍ ରାଜବଂଶ |
கார்த்தூசியன் பிரிவு,କାର୍ଟୁସିଆନ୍ ସମ୍ପ୍ରଦାୟ |
கார்டோசா,କାର୍ଟୋସା |
காஸ்ட்லியன்,କାଷ୍ଟେଲିଆନ୍ |
காஸ்ட்லியன்,କାଷ୍ଟେଲିଆନ୍ |
சாதி அமைப்பு,ଜାତି ପ୍ରଣାଳୀ |
கோட்டை,ଦୁର୍ଗ
கோட்டை,ଦୁର୍ଗ
கோட்டை நகரம்,ଦୁର୍ଗ ସହର
காஸ்ட்ரா,କାଷ୍ଟ୍ରା |
காஸ்ட்ரா,କାଷ୍ଟ୍ରା |
கதீட்ரா,କ୍ୟାଥେଡ୍ରା |
கதீட்ரல்,କ୍ୟାଥେଡ୍ରାଲ୍ |
கேட்டோ ஸ்ட்ரீட் சதி,କାଟୋ ଷ୍ଟ୍ରିଟ୍ ଷଡଯନ୍ତ୍ର |
காடிலோ,କାଉଡିଲୋ |
காவலர்,କାଭାଲିଅର୍ |
காவலர்,କାଭାଲିଅର୍ |
கவாலியர் பாராளுமன்றம்,କାଭାଲିଅର୍ ସଂସଦ |
அதுலாம் குகை,ଅଦୁଲ୍ଲାମର ଗୁମ୍ଫା |
குகை ஓவியம்,ଗୁମ୍ଫା ଚିତ୍ର
குகை ஓவியம்,ଗୁମ୍ଫା ଚିତ୍ର
சென்டம்விர்,Centumvir
செஞ்சுரியன்,ସେଞ୍ଚୁରିଅନ୍ |
நூற்றாண்டு,ଶତାବ୍ଦୀ
சங்கிலி கவசம் (=செயின் மெயில்),ଶୃଙ୍ଖଳା ବାହୁବଳୀ (= ଶୃଙ୍ଖଳା ମେଲ୍)
சாந்த்ரி,ଚାନ୍ଟ୍ରି |
சாந்த்ரி,ଚାନ୍ଟ୍ରି |
அத்தியாய புத்தகம்,ଅଧ୍ୟାୟ ପୁସ୍ତକ
சாப்ளின்,ଚାପଲେନ୍ |
அத்தியாயம்,ଅଧ୍ୟାୟ
விபத்துகளின் அத்தியாயம்,ଦୁର୍ଘଟଣାର ଅଧ୍ୟାୟ |
கட்டணம்,ଚାର୍ଜ
பொறுப்பாளர்கள்,ଡିଫେୟାର୍ ଚାର୍ଜ କରନ୍ତୁ |
கட்டணம் பிரித்தல்,ଚାର୍ଜ ବିଭାଜନ |
சார்ஜர்,ଚାର୍ଜର
தேர்,ରଥ
தேரோட்டி,ରଥ
தேரோட்டி,ରଥ
தேரோட்டி,ରଥ
தொண்டு சமையலறை,ଚାରିଟି ରୋଷେଇ ଘର |
சாசனம்,ଚାର୍ଟର୍
சார்டிஸ்ட் இயக்கம் (=சார்டிசம்),ଚାର୍ଟିଷ୍ଟ ଆନ୍ଦୋଳନ (= ଚାର୍ଟିଜିମ୍)
சார்ட்டோபிலாசியம்,ଚାର୍ଟୋଫିଲାସିୟମ୍ |
அரட்டை,Chateau |
செக் போஸ்ட்,ପୋଷ୍ଟ ଯାଞ୍ଚ କରନ୍ତୁ |
இரசாயனப் போர்,ରାସାୟନିକ ଯୁଦ୍ଧ |
செஸ்டர்,ଚେଷ୍ଟର୍ |
முதல்வர்,ମୁଖ୍ୟ
தலைவன்,ମୁଖିଆ
தலைவன்,ମୁଖିଆ
தலைவன்,ମୁଖିଆ
சிஃப்பான்,ଚିଫନ୍ |
வீரம்,ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱିତା |
தேர்ந்தெடுக்கப்பட்ட மக்கள்,ମନୋନୀତ ଲୋକ
கிறிஸ்மோகிராஃபியன்,କ୍ରିସମୋଗ୍ରାଫିନ୍ |
கிறிஸ்தவமண்டலம்,ଖ୍ରୀଷ୍ଟଧର୍ମ
கிறிஸ்தவ சகாப்தம்,ଖ୍ରୀଷ୍ଟିଆନ ଯୁଗ |
கிறிஸ்தவ சோசலிசம்,ଖ୍ରୀଷ୍ଟିଆନ ସମାଜବାଦ |
நாளாகமம்,ଇତିହାସ
க்ரோனிக்லர்,କ୍ରୋନିକଲର୍
கிரைஸ் செர்சோனீஸ்,କ୍ରିସ୍ ଚେରସୋନିସ୍ |
சிமிலியம்,ସିମେଲିୟମ୍ |
Cinquecento உடை,ସିନକେସେଣ୍ଟୋ ଷ୍ଟାଇଲ୍ |
சுற்றறிக்கை,ସର୍କୁନାଭିଗେସନ୍ |
சிஸ்டர்சியன் துறவி,ସିଷ୍ଟର୍ସିଆନ୍ ମାଙ୍କଡ |
கோட்டை,ସୀତା
மேற்கோள்,ଉଦ୍ଧୃତ
மேற்கோள்,ଉଦ୍ଧୃତ
கீழ்ப்படியாமை,ନାଗରିକ ଅବମାନନା |
உள்நாட்டுப் போர்,ଗୃହଯୁଦ୍ଧ |
சிவிஸ் ரோமானஸ்,ସିଭିସ୍ ରୋମାନସ୍ |
கிளாசிக்கல் வயது,ଶାସ୍ତ୍ରୀୟ ବୟସ |
கிளெஃப்ட் (=கிளெஃப்ட்),କ୍ଲିଫ୍ଟ (= କ୍ଲେଫ୍ଟ)
மதகுருத்துவம்,ଧର୍ମ ଧର୍ମ
மதகுரு,କ୍ଲାରଚ
க்ளூனியாக் இயக்கம்,କ୍ଲୁନିୟକ୍ ଗତିବିଧି |
கோட் கவசம்,କୋଟ ବାହୁ
கோட் ஆஃப் ஆர்ம்ஸ்,କୋଟ୍
கோட் ஆஃப் ஆர்ம்ஸ்,କୋଟ୍
கோட் ஆஃப் ஆர்ம்ஸ்,କୋଟ୍
அஞ்சல் கோட்,କୋଟ୍ ମେଲ୍ |
கோஹார்ட்,କୋହର୍ଟ |
கொமிடியா,Comitia
கொமிடியா செஞ்சுரியாட்டா,Comitia Centuriata
கொமிடியா குரியாட்டா,Comitia Curiata
கமிட்டியா திரிபுட்டா,Comitia Tributa
நினைவு வளைவு,ସ୍ମରଣୀୟ ଆର୍
நினைவு நாணயம்,ସ୍ମରଣୀୟ ମୁଦ୍ରା
நினைவு முத்திரை,ସ୍ମରଣୀୟ ସିଲ୍ |
பொதுவான புலம்,ସାଧାରଣ କ୍ଷେତ୍ର |
கம்யூனார்ட்,କମ୍ୟୁନାର୍ଡ |
கான்கார்டாட்,କନକର୍ଡେଟ୍ |
கான்கார்டாட்,କନକର୍ଡେଟ୍ |
காண்டோட்டியர்,କଣ୍ଡୋଟିଅର୍ |
உறுதிப்படுத்தல் கார்டரம்,ନିଶ୍ଚିତକରଣ କାର୍ଟାରମ୍ |
மோதல்,ଦ୍ୱନ୍ଦ୍ୱ |
சபை,ମଣ୍ଡଳୀ
மாநிலத்தை வென்றது,ରାଜ୍ୟ ଜିତିବା |
வெற்றியாளர்,ଜୟ
வெற்றியாளர்,କନକ୍ୟୁଷ୍ଟାଡର୍ |
கான்சிலியம்,କନସିଲିୟମ୍ |
கன்சிஸ்டரி,ସ୍ଥିର
சதி,ଷଡଯନ୍ତ୍ର
சதி,ଷଡଯନ୍ତ୍ର
துாதரகம்,କନସୁଲେଟ୍ |
ஆலோசனை புத்தகம்,କନସୁଲେସନ୍ ବୁକ୍ |
கான்டினென்டல் அமைப்பு,କଣ୍ଟିନେଣ୍ଟାଲ୍ ସିଷ୍ଟମ୍ |
மாநாடு பாராளுமன்றம்,ସମ୍ମିଳନୀ ସଂସଦ |
காப்பர்ஹெட்ஸ் (=அமைதி ஜனநாயகவாதிகள்),କପରହେଡ୍ସ (= ଶାନ୍ତି ଗଣତାନ୍ତ୍ରିକ)
