Hindi,Marathi
अगूटी,अगोती
ग्रेना-रहित हरितलवक,अ‍ॅग्रॅनल क्लोरोप्लास्ट
"अकणकीय, रवाहीन",अ‍ॅग्रॅन्युलर
अकणिकाणु,अ‍ॅग्रानुलोसाइट
"कृषि, खेती",शेती
कृषिवानिकी,अ‍ॅग्रोफोरेस्ट्री
"ऐग्रोबैक्टीरियम माध्यित, कृषि-जीवाणु माध्यित",अ‍ॅग्रोबॅक्टीरियम मध्यस्थी
ऐग्रोबैक्टीरियम टूमिफेसियन्स,अ‍ॅग्रोबॅक्टीरियम ट्यूमेफेसियन्स
कृषि-रसायन,अ‍ॅग्रोकेमिकल
कृषि रसायनिक,अ‍ॅग्रोकेमिकल
कृषि-जलवायु अंचल,अ‍ॅग्रोक्लिमॅटिक झोन
सस्यीय विशेषक,कृषी गुणधर्म
सस्यविज्ञान,अ‍ॅग्रोनॉमी
एड्स,एड्स
वायु आशय,एअर मूत्राशय
वातानुकूलक,वातानुकूलन
वायु पथ,हवाई रस्ता
वायु प्रदूषण,वायू प्रदूषण
वायु कोश,एअर थैली
वायु धानी,एअर व्हॅक्यूओल
वायु-श्वसन,हवाई श्वास
एलेन,अलेन
पक्षाकार पेशी,अ‍ॅलरी स्नायू
अलास्काई भूरा भालू,अलास्कन तपकिरी अस्वल
वर्णकहीन,अल्बिनो
ऐल्बूगो,अल्बुगो
ऐल्बूमिन,अल्बमिन
ऐल्बूमिनी बीज,अल्ब्युमिनस बियाणे
"ऐल्बूमिनमेह, ऐल्बूमिन्यूरिया",अल्बमिनुरिया
"रसकाष्ठ, एल्बर्नम",अल्बर्नम
ऐल्सीडी,Lescedae
ऐल्डिहाइड,Ld ल्डिहेडे
ऐल्डोस्टेरोन तंत्र,Ld ल्डोस्टेरॉन सिस्टम
ऐल्डोस्टेरोन,अ‍ॅल्डोस्टेरॉन
ऐल्यूरॉन परत,अलेरोन लेयर
ऐल्यूरोप्लास्ट,अलेरोप्लास्ट
ऐल्फाल्फा,अल्फल्फा
शैवाल प्रस्फुटन,अल्गल ब्लूम
ऐल्जिन,अल्गिन
विजातीय डी. एन. ए,एलियन डीएनए
विदेशी जाति,एलियन प्रजाती
संरेखण,संरेखन
अनुयोजन,संरेखन
आहार नाल,एलिमेंटरी कालवा
आहार-तंत्र,एलिमेंटरी सिस्टम
ऐलिस्मेसी,अलिसमासेस
ऐल्केलॉइड,अल्कलॉइड
क्षारीय,अल्कधर्मी
ऐल्कैप्टनमेह,अल्काप्टोनुरिया
अपरापोषिका,अलांटोइस
विकल्पी आवृत्ति,अ‍ॅलेल वारंवारता
"विकल्पी, युग्मविकल्पी",अ‍ॅलेल
विकल्पी युग्म,Lel लोमॉर्फिक जोडी
"प्रत्यूर्जक, एलर्जन",L लर्जीन
"नक्र, ऐलिगेटर",अ‍ॅलिगेटर
ऐलियम सीपा,अ‍ॅलियम सेपा
परनिषेचन,अ‍ॅलोगॅमी
अपरनिरोप,अ‍ॅलोग्राफ्ट
विस्थानिक जाति-उद्भवन,अ‍ॅलोपॅट्रिक स्पेशिएशन
अपरबहुगुणित,Ol लोपोलिपॉइड
अपरस्थली प्रभाव,अ‍ॅलोस्टेरिक प्रभाव
अपरस्थली एंजाइम,अ‍ॅलोस्टेरिक एंझाइम
अपरस्थलीय संदमक,अ‍ॅलोस्टेरिक इनहिबिटर
अपरस्थली मॉडुलन,अ‍ॅलोस्टेरिक मॉड्यूलेशन
अपरस्थलीय स्थान,अ‍ॅलोस्टेरिक साइट
अपरस्थली संदमन,अ‍ॅलोस्टेरिक इनहिबिशन
अपरचतुर्गुणित,अ‍ॅलोटेट्रॅप्लॉइड
ऐलनस,अल्नस
ऐलो,कोरफड
ऐक्सॉन की दिशा में,On क्सॉनच्या बाजूने
ऐल्फा-ऐंटीट्रीप्सिन,अल्फा-अँटीट्रिप्सिन
"ऐल्फा लैक्टऐल्बूमिन, ऐल्फा-दुग्धऐल्बूमिन",अल्फा-लेक्टलब्यूमिन
अल्पाइन जलवायवीय परिस्थिति,अल्पाइन हवामान स्थिती
अल्पाइन शाद्वल,अल्पाइन कुरण
अल्पाइन क्षेत्र,अल्पाइन झोन
ऐल्स्टोनिया,अल्स्टोनिया
आल्टर्नेरिया,अल्टरनेरिया
एकांतर,वैकल्पिक
पीढ़ी-एकांतरण,पिढीचे पर्यायी
तुंगता अस्वस्थता,उंची आजारपण
तुगंता,समुद्रसपाटीपासूनची उंची
कूपिका वाहिनी,अल्व्होलर नलिका
एलाइटीज,एलिटेस
ऐल्जाइमर रोग,अल्झायमर रोग
अतंत्रिकाक्षी कोशिका,अमॅक्रिन सेल
अमारेंथेसी,अमरॅन्थेसी
अमारेंथस (चौलाई),अमरॅन्थस
परिवेश परासरणी सांद्रण,वातावरणीय ऑस्मोटिक एकाग्रता
ऐम्बिस्टोमा,अ‍ॅम्बिस्टोमा
ऐमाइड,अमाइड
ऐमीनो अम्ल,अमिनो आम्ल
ऐमीनो अम्ल-ग्राही,अमीनो acid सिड स्वीकारणारा
ऐमीनोएसिल टी-आर.एन.ए.सिन्थेटेज,एमिनोआसिल टी आरएनए सिंथेथेस
ऐमीनोएसिलीयन,एमिनोआसिलेशन
असूत्री विभाजन,अमिटोसिस
अमोनिया,अमोनिया
अमोनीकरण,अमोनिफिकेशन
अमोनिया-उत्सर्जन,अमोनोटेलिझम
उल्बवेधन,अ‍ॅम्निओसेन्टेसिस
उल्बवेधन तकनीक,अ‍ॅम्निओसेन्टेसिस तंत्र
उल्बकोशिका,अ‍ॅम्निओसाइट
उल्ब,अम्नियन
उल्ब तरल,गर्भाशयातील द्रव
उल्ब कला,अम्नीओटिक झिल्ली
उल्ब कोश,अम्नीओटिक थैली
अमीबा,अमोबा
"अमीबाणु, अमीबीकोशिका",अमीबोसाइट
"अमीबाभ, अमीबीय",अमोबॉइड
अमीबाभ लसीकाणु,अ‍ॅमोबॉइड लिम्फोसाइट
"अमीबीय गति, अमीबाभ गति",अ‍ॅमोबॉइड चळवळ
"रवाहीन, अक्रिस्टलीय",अनाकार
"मात्रा, परिमाण",रक्कम
ऐम्फेटैमीन,अ‍ॅम्फेटामाइन
ऐम्फिबिया,उभयचर
ऐम्फिबियन (प्राणी),उभयचर
उभयचर,उभयचर
एम्फिऑक्सस,अ‍ॅम्फिओक्सस
ऐम्फिऑक्सस लेन्सयोलेटस,अ‍ॅम्फिओक्सस लॅन्सोलाटस
उभयसंवेदी,अ‍ॅम्फिपाथिक
उभयसंवेदी वसा,अ‍ॅम्फिपाथिक लिपिड
ऐम्फिसार्का,अ‍ॅम्फिसार्का
ऐम्पिसिलिन,अ‍ॅम्पिसिलिन
"तुंबिका, ऐंपुला",अ‍ॅम्पुल्ला
तुंबिका ग्रंथि,अ‍ॅम्प्युलरी ग्रंथी
ऐमिग्डल,अ‍ॅमीगडल
वातामक,अ‍ॅमीगडेल
ऐमिग्डालिन,अ‍ॅमीग्डालिन
एमिलेज,अ‍ॅमिलेज
मंडलवक,अ‍ॅमिलोप्लास्ट
ऐनाबीना,अनाबेना
ऐनाबस,अनबास
उपचय पथक्रम,अ‍ॅनाबॉलिक मार्ग
उपचय,अ‍ॅनाबोलिझम
ऐनाकार्डिएसी,अ‍ॅनाकार्डियासी
अरक्तता,अशक्तपणा
"अवायुजीव, अनॉक्सी जीव",अनरोब
अवायवी ईंधन,अनॅरोबिक इंधन
"अवायु-श्वसन, अनॉक्सीय श्वसन",अनरोबिक श्वसन
अवायवी आपंक पाचित्र,अनॅरोबिक गाळ डायजेस्टर
"अवायवी, अवायुजीवी",अनॅरोबिक
एनाइमा,अनाईमा
"गुदीय, गुद",गुदद्वारासंबंधीचा
पक्षांत,गुदद्वारासंबंधीचा
"गुदीय द्वारक, गुद छिद्र",गुदद्वारासंबंधीचा छिद्र
गुदलूम,गुदद्वारासंबंधीचा सेर्सी
पक्षांत पाश,गुद्द्वार लूप
गुदशूक,गुद्द्वार शैली
समवृत्ति,समान
"सदृश, अनुरूप",समान
समवृत्तिता,समानता
"सादृश्य, अनुरूपता",समानता
विश्लेषण,विश्लेषण
पश्चावस्था,अनाफेस
शारीरी रोध,शरीरशास्त्र अडथळा
शारीरीय पक्ष,शारीरिक पैलू
शारीरज्ञ,शरीरशास्त्रज्ञ
शारीर,शरीरशास्त्र
पूर्वज वंशज अनुक्रम,पूर्वज वंशज अनुक्रम
पूर्वज वंशक्रम,वडिलोपार्जित वंश
पूर्वज अनुक्रम,वडिलोपार्जित क्रम
ऐंकिलोस्टोमा,एन्सिलोस्टोमा
पुमंग,एंड्रोइसीयम
"ऐंड्रोजेन, पुंजन",एंड्रोजेन
अरक्तता,अशक्तपणा
अनेमनी,Enemone
असुगुणित,Eneuploid
असुगुणिता,Eneuploidy
ऐंजाइना,एनजाइना
वाहिकाचित्र,एंजिओग्राम
ऐंजिओग्राफ,एंजियोग्राफ
"वाहिकाचित्रण, ऐंजिओग्राफी",एंजियोग्राफी
"वाहिका-संधान, ऐंजिओप्लास्टी",एंजियोप्लास्टी
आवृतबीजी,एंजिओस्पर्म
ऐंजिओटेन्सिन,अँजिओटेन्सिन
ऐंजिओटेन्सिनोजन,एंजियोटेंसीनोजेन
वडिश मीन,अँगलर फिश
ऐंग्विना,एंगुइना
ऐन्गुइस,एंगुइस
प्राणी,प्राणी
पशु,प्राणी
पशु शमल,प्राणी शेण
पशुपालन,पशुसंवर्धन
प्राणी गुणसूत्रप्ररूपण,अ‍ॅनिमल कॅरिओटाइपिंग
प्राणिजगत्,प्राण्यांचे राज्य
प्राणि-ऊतक,प्राणी ऊतक
ऐनिमेलिया,अ‍ॅनिमालिया
ऋणायन,आयन
विषमदैशिक पट्ट,एनिसोट्रॉपिक बँड
अनीलन,En नीलिंग
ऐनेलिड (प्राणी),अ‍ॅनेलिड
ऐनेलिडा,अ‍ॅनेलिडा
वार्षिक वलय,वार्षिक रिंग
वलयाकार,एनुलेटेड
"वलयांश, ऐन्यूल",एन्युले
असंगत प्ररूप,विसंगती प्रकार
ऐनोफेलीज,अ‍ॅनोफेल्स
चींटीखोर,मुंगी खाणारा
विरोधी,विरोधी
दक्षिण ध्रुवीय,अंटार्क्टिक
शृंगिका,अँटेना
ऐन्टेना संकुल,अँटेना कॉम्प्लेक्स
शृंगिका ग्रंथि,अँटेनल ग्रंथी
अग्र (अधर) घूसर शृंग,पूर्ववर्ती (व्हेंट्रल) ग्रे हॉर्न
अग्र पीयूषिका,आधीचा हायपोफिसिस
अग्र अंतरानिलयी परिखा,पूर्ववर्ती इंटरव्हेंट्रिक्युलर सल्कस
परागकोश,अँथर
पराग संवर्धन,अँथर संस्कृती
पुंधानी,अँथेरिडियम
पुमणु,अँथेरोझॉइड
ऐन्थोसिरोस,अँथोसेरोस
ऐन्थोसिरोटॉप्सिडा,अँथोसेरोटोप्सिडा
ऐन्थ्रैक्स,अँथ्रॅक्स
मानवजनित विलोपन,अँथ्रोपोजेनिक विलोपन
मानवविज्ञान,मानववंशशास्त्र
प्रतिजीवाणुक,अँटीबैक्टीरियल
प्रतिजैविक पेनिसिलिन,अँटीबायोटिक पेनिसिलिन
प्रतिजैविक प्रतिरोधी,प्रतिजैविक प्रतिरोधक
प्रतिजैविक,प्रतिजैविक (ओ)
"प्रतिरक्षी, प्रतिपिंड",प्रतिपिंडे
"प्रतिरक्षी युग्म, प्रतिपिंड युग्म",अँटीबॉडी जोडपे
प्रतिरक्षी माध्यित प्रतिरक्षा,प्रतिपिंडे मध्यस्थ प्रतिकारशक्ती
प्रतिस्कंदक,अँटीकोआगुलंट
प्रतिप्रकूट पाश (प्रतिकोडॉन पाश),अँटीकोडॉन लूप
प्रति-अवसादक,प्रतिरोधक
प्रतिमूत्रल हॉर्मोन,अँटीडियुरेटिक हार्मोन (एडीएच)
प्रतिजन जीन,अँटीजेन जनुक
प्रतिजन-प्रतिरक्षी सम्मिश्र,अँटीजेन-अँटीबॉडी कॉम्प्लेक्स
प्रतिजनी निर्धारक,प्रतिजैविक निर्धारक
प्रतिपोषक कारक,विरोधी घटक
प्रतिऑक्सीकारक,अँटीऑक्सिडेंट
प्रतिव्यासांत केंद्रक,अँटीपोडल न्यूक्लियस
प्रति-अर्थक आर.एन.ए.,अँटी-सेन्स आरएनए
प्रतिविषाणुक प्रोटीन,अँटीवायरल प्रथिने
गह्वर,अँट्रम
अकेंद्रकी,Anucleate
गुदा,गुद्द्वार
दुश्चिंता विकार,चिंता डिसऑर्डर
महाधमनी चाप,महाधमनी कमान
कर्ण गुच्छिका,महाधमनी गँगलियन
महाधमनी अर्धचंद्र कपाट,महाधमनी सेमीलूनर वाल्व
महाधमनी कपाट,महाधमनी वाल्व्ह
पश्चावस्था वर्धक संमिश्र,एपीसी (अनाफेस प्रोत्साहन कॉम्प्लेक्स)
कपि-सम पूर्वज,अपीलिक पूर्वज
ऐफिड,Ph फिड
ऐफ्रोडाइट,Ph फ्रोडाईट
शीर्ष प्रभाविता,एपिकल वर्चस्व
शीर्ष तल्प,एपिकल पॅड
मधुमक्खीपालन,एपिकल्चर
ऐपिस इंडिका,एपीआयएस इंडिका
अचलबीजाणु,अप्प्लानोस्पोर
ऐप्लीसिया,अप्लिसिया
ऐपोकार्पी,अपोकार्पा
वियुक्तांडपी,अपोकार्पस
वियुक्तांडपी अंडाशय,अपोकार्पस अंडाशय
अपस्रावी ग्रंथि,अपोक्राइन ग्रंथी
एपोएंजाइम,अपोएन्झाइम
असंगजनिक,Apomict
असंगजनन,अपोमिक्सिस
ऐपोप्लाज्म,अपोप्लाझम
सुप्रवाही पथक्रम,अपोप्लास्टिक मार्ग
एपोप्टोसिस,अ‍ॅपॉप्टोसिस
उपकरण,उपकरणे
उपांगी कंकाल,परिशिष्ट सांगाडा
अंधनाल की परिशेषिका,कॅकमचे परिशिष्ट
ऐपल घोंघा,Apple पल गोगलगाय
जलकृषि,जलचर
ऐक्वापॉरिन,एक्वापोरिन
जलीय ऐम्फिबियन,जलचर उभयचर
जलीय रूप,जलीय फॉर्म
जलीय पर्यावास,जलचर निवासस्थान
जलीय जीव,जलीय जीव
जलीय पादप,जलचर वनस्पती
जलीय श्वसन,जलीय श्वसन
जलीय तरल,जलीय द्रव
"नेत्रोद, ऐक्विअस ह्यूमर",जलीय ह्यूमर
जलीय अंतःकोशिका तरल,जलीय इंट्रा-सेल्युलर फ्लुइड
जलीय नमूना,जलीय नमुना
जलीय विलयन,जलीय समाधान
एक्विला,एक्विला
ऐरेबिडॉप्सिस,अरबीडोप्सिस
एरेक्निडा,अराच्नीडा
एरेक्नॉइड (लूताजालाभ),अराच्नॉइड
अरेनियस,अरेनियस
वृक्षवत्,आर्बोरेंट
वृक्षवत् लाइकोपॉड,आर्बोरसेंट लाइकोपॉड
आद्य जीवाणु,आर्चीबॅक्टेरिया
स्त्रीधानी,आर्चेगोनियम
द्वीपसमूह,द्वीपसमूह
"उत्तरध्रुवीय, आर्कटिक",आर्क्टिक
आर्कटिक टर्न,आर्क्टिक टर्न
"उत्तरध्रुवीय टुंड्रा, आर्कटिक टुंड्रा",आर्क्टिक टुंड्रा
आर्डिया,आर्दिया
एरियोली ऊतक,आयरोलर टिश्यू
"आर्जिमनी, पीली कंटीली",अर्गेमोन (काटेकोर खसखस)
आर्जिमनी मेक्सिकाना,अर्गेमोन मेक्सिकाना
आर्जिनीन,आर्जिनिन
शुष्क प्रक्षेत्र,शुष्क प्रदेश
ऐरिस्टोलोकिएसी,अरिस्टोलोचियासी
भुजाकृत अशन,आर्म फीडिंग
सैनिक शलभ (चने की सूंडी),आर्मी किडे
ऐरॉयड,एआरआयडी
ऐरोमा,सुगंध
प्रग्राही,अरेस्टर
आर्टिमिजिया,आर्टेमिसिया
धमनी प्रकुंचनी,धमनी सिस्टोलिक
धमनीकाठिन्यकारी,आर्टेरिओस्क्लेरोटिक
संधिपाद,आर्थ्रोपॉड
संधिशोथ,संधिवात
"संधिपाद संघ, आथ्रोपोडा",आर्थ्रोपोडा
संधायक उपास्थि,आर्टिक्युलर कूर्चा
संधिल,अभिव्यक्ती
संधित,स्पष्ट
कृत्रिम गतिचालक,कृत्रिम पेसमेकर
कृत्रिम वरण,कृत्रिम निवड
आर्टोकार्पस हेटेरोफिलस (कटहल),आर्टोकार्पस हेटरोफिलस
ऐस्बेस्टॉस रेशा,एस्बेस्टोस फायबर
"ऐस्बेस्टॉसिता, ऐस्बेस्टॉस-आर्ति",एस्बेस्टोसिस
ऐस्केरिस,एस्केरिस
आरोही वर्णलेखन,चढत्या क्रोमॅटोग्राफी
ऐसिडिआ,Ascidia
ऐसिडियन,एएससीआयडीयन
ऐस्कोकार्प,एस्कोकार्प
ऐस्कोमाइसिटीज,एस्कॉमीसेट्स
ऐस्कॉर्बिक अम्ल,एस्कॉर्बिक acid सिड
"ऐस्कस बीजाणु, ऐस्कोस्पोर",एस्कोपोर
ऐस्कस,एस्कस
पटहीन,सेपेटेट
अलैंगिक जनन,अलौकिक पुनरुत्पादन
अलैंगिक बीजाणु,अलौकिक बीजाणू
ऐस्पेराजीन सिन्थेटेस,शतावरी सिंथेथेस
"ऐस्पैरागस, शतावरी",शतावरी
ऐस्पार्टिक अम्ल,एस्पार्टिक acid सिड
ऐस्पर्जिलस नाइजर,एस्परगिलस नायजर
ऐस्पर्जिलस,एस्परगिलस
ऐस्फोडेलस टेनुईफोलियस,एपोडेलस टेनुइफोलियस
ऐस्पिरिन,अ‍ॅस्पिरिन
"आमापन, ऐसे",परख
समुच्चय,असेंब्लीज
स्वांगीकरण दक्षता,आत्मसात करण्याची कार्यक्षमता
स्वांगीकारी जड़,आत्मसात करणारे मूळ
सहायित जननिक तकनीक,सहाय्यक पुनरुत्पादक तंत्र
"साहचर्य क्षेत्र, सहभागिता क्षेत्र",असोसिएशन क्षेत्र
सहचारी सहजीविता,असोसिएटिव्ह सहजीवन
अपव्यूहन और पुनर्योजन,वर्गीकरण आणि पुनर्संयोजन
कारक का अपव्यूहन,घटकांची वर्गीकरण
ऐस्टाकस,अस्टाकस
ऐस्टेरेसी,Asteraceae
ऐस्टरेलीज,एस्टेरेल्स
"क्षुद्र ग्रह, ग्रहिका",लघुग्रह
दमा,दमा
ऐस्ट्रागेलस गुमीफर,अ‍ॅस्ट्रॅगलस गमिफर
तारक तर्कु ध्रुव,सूक्ष्म स्पिंडल पोल
खगोलज्ञ,खगोलशास्त्रज्ञ
असममित गुणसूत्रप्ररूप,असममित कॅरिओटाइप
असममित,असममित
धमनीवसाकठिन्यमय,एथेरोमॅटस
"धमनीवसाकाठिन्य, ऐथिरोस्कलेरोसिस",एथेरोस्क्लेरोसिस
धमनीवसाकठिन्यकारी लवांक,एथेरोस्क्लेरोटिक प्लेक
"शीर्षधर, ऐटलस",नकाशांचे पुस्तक
"शीर्षधर कशेरुक, ऐटलस कशेरुक",Las टलस व्हर्टेब्रा
वायुमंडल,वातावरण
वायुमंडलीय,वातावरणीय
वायुमंडलीय निवेश,वातावरणीय इनपुट
परमाणु बल सूक्ष्मदर्शी,अणु शक्ती मायक्रोस्कोप
परमाणु,अणू
ए. टी. पी. ऐज,एटीपी एएसई
अलिंद संकुचन,एट्रियल कॉन्ट्रॅक्शन
परिकोष्ठी रेशकीयन,एट्रियल फायब्रिलेशन
परिकोष्ठी नैट्रीयूरेटिक कारक,एट्रियल नॅट्युरेटिक फॅक्टर (एएनएफ)
अलिंद ग्रंथिक,एट्रियल नोड
अलिंद प्रकुंचन,एट्रियल सिस्टोल
अलिंद-निलय ग्रंथिक,एट्रिओव्हेंट्रिक्युलर नोड
अलिंद-निलय कपाट,एट्रिओव्हेंट्रिक्युलर वाल्व
अलिंद,अट्रियम (पीटरिया)
परिकोष्ठ,अट्रियम (पीटरिया)
ऐट्रोपा बेलाडोना,अट्रोपा बेलॅडोना
क्षीणता,अ‍ॅट्रोफी
ऐट्रोपीन ऐल्केलॉइड,अ‍ॅट्रोपिन अल्कलॉइड
संलग्नी पट्ट,संलग्नक प्लेट
