Telugu,Punjabi
యాక్టివిన్,ਐਕਟੀਵੇਟ
అక్యూమినేట్,ਅਮੀਮਿਨੇਟ
ఆడమియా,ਐਡਮਜ਼ੀਆ
అనుకూలత,ਅਨੁਕੂਲਤਾ
అనుసరణ,ਅਨੁਕੂਲਤਾ
కాంతి పాలనకు అనుసరణ,ਚਾਨਣ ਸ਼ਾਸਨ ਲਈ ਅਨੁਕੂਲਤਾ
నీటి కొరతకు అనుసరణ,ਪਾਣੀ ਦੀ ਘਾਟ ਲਈ ਅਨੁਕੂਲਤਾ
అనుకూల లక్షణాలు,ਅਨੁਕੂਲ ਗੁਣ
అనుకూల రోగనిరోధక శక్తి,ਅਨੁਕੂਲ ਛੋਟ
అడాప్టివ్ రేడియేషన్,ਅਨੁਕੂਲ ਰੇਡੀਏਸ਼ਨ
అనుకూల లక్షణం,ਅਨੁਕੂਲ ਗੁਣ
అడాక్సియల్ ఉపరితలం,ਏਕੈਕਸੀਅਲ ਸਤਹ
వ్యసనపరుడైన రుగ్మత,ਨਸ਼ਾ ਕਰਨ ਵਾਲੀ ਵਿਕਾਰ
అడెనిన్,ਐਡੀਨੇਨ
అడెనోకార్టికోట్రోపిన్,ਐਡੇਨੋਕਾਰਸਪੋਰਟ੍ਰੋਪਿਨ
అడెనోహైపోఫిసిస్,ਐਡੀਨੋਹਾਇਪਿਸਿਸ
అడెనోసిన్ డిఫాస్ఫేట్,ਅਡੇਨੋਸਿਨ ਡਿਇਆਪਸਫੇਟ
అడెనోసిన్ డీమినేస్,ਐਡੀਨੋਸਾਈਨ ਡਿਮੇਨਬੇਸ
అడెనోసిన్ మోనోఫాస్ఫేట్,ਐਡੀਨੋਸਾਈਨ ਮੋਨੋਫੋਸਫੇਟ
గ్రంధి ముడతలు,ਐਡੀਨੋਸਾਈਨ ਟ੍ਰਾਈਫੋਸਫੇਟ (ਏਟੀਪੀ)
అడెనిలేట్ సైక్లేస్,ਐਡੀਨੇਲਲੇਟ ਸਾਈਕਲੇਜ
అంటుకునే శక్తి,ਚਿਪਕਣ ਵਾਲੀ ਤਾਕਤ
అడిపేట్,ਐਡਪੋਜ਼
కొవ్వు పెండినవి,Adipocyte (ਚਰਬੀ ਸੈੱਲ)
కొవ్వు కణజాలము,ਐਡਪੋਜ਼ ਟਿਸ਼ੂ
Adnate,ਐਡਨੇਟ
ప్రక్కనే ఉన్న సంఘం,ਨਾਲ ਲੱਗਦੀ ਕਮਿ Community ਨਿਟੀ
అడ్రినల్,ਐਡਰੀਨਲ
అడ్రినల్ గ్రంథి,ਐਡਰੇਨਲ ਗਲੈਂਡ
ఎడ్రినల్ గ్రంథి,ਐਡਰੇਨੋਕੋਟਰੋਪਿਕ ਹਾਰਮੋਨ (ਐਕਟਿਹ)
ఎడ్రినల్ గ్రంథి యొక్క విడుదల హార్మోన్,ਐਡਰੇਨੋਕਰੋਪੋਰਟਿਕੋਟਰੋਪਿਕ ਰੀਲੀਜ਼ ਹਾਰਮੋਨ (ACTRH)
Adsorbent,ਐਡੋਰਬੈਂਟ
శోషణ,ਇਸ਼ਤਿਹਾਰ
అధునాతన కార్డేట్,ਐਡਵਾਂਸਡ ਕੋਰਡੇਟ
ప్రయోజనకరమైన మ్యుటేషన్,ਲਾਭਦਾਇਕ ਪਰਿਵਰਤਨ
అడ్వెసిషియల్,ਸਾਹਸੀ
సాహసోపేతమైన రూట్,ਸਾਹਸੀ ਜੜ
ప్రతికూల ప్రభావం,ਗਲਤ ਪ੍ਰਭਾਵ
AEDES,ਏ.ਡੀ.ਡੀ.
సంస్కృతి వాయువు,ਸਭਿਆਚਾਰ ਦੀ ਹਵਾਬਾਜ਼ੀ
ఏరెన్చైమా,Énerchyma
ఆకాశయాన,ਏਰੀਅਲ
వైమానిక రూట్,ਏਰੀਅਲ ਰੂਟ
వైమానిక షూట్,ਏਰੀਅਲ ਸ਼ੂਟ
ఏరోబిక్ శ్వాసక్రియ,ਐਰੋਬਿਕ ਸਾਹ
ఏరోబిక్ శ్వాసక్రియ,ਐਰੋਬਿਕ ਸਾਹ
సౌందర్యం,ਸੁਹਜ
ఎస్టివేషన్,ਖਰਾਸ਼
ఎస్టివేషన్,ਖਰਾਸ਼
అనుబంధ,ਪਿਆਰ
అనుబంధ క్రోమాటోగ్రఫీ,ਪੱਕਾ ਐਫੀਲੀਅਸ ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
బాధిత అవయవం,ਦੁਖੀ ਅੰਗ
అటవీ నిర్మూలన,ਕਥਾ
అగామోస్పెర్మీ,ਅਗਿਆਤ
అగర్,ਅਗਰ
అగరోస్,ਅਗਿਆਤ
అగరోస్ జెల్ ఎలెట్రోఫోరేసిస్,ਅਗਾਅਰਜ਼ ਜੈੱਲ ਐਲੀਟ੍ਰੋਫੋਨਸਿਸ
అగరోస్ పాలిమర్ జెల్,ਅਗਿਆਤ ਪੋਲੀਮਰ ਜੈੱਲ
అగాస్ట్,ਅਤਿ
కిత్తలి,ਅਗਾਵ
వయస్సు పంపిణీ,ਉਮਰ ਵੰਡ
వయస్సు పిరమిడ్,ਉਮਰ ਪਿਰਾਮਿਡ
సంకలనం,Agglutate
మొత్తం,ਸਮੁੱਚੀ
ఫోలికల్ యొక్క మొత్తం,Follicle ਦਾ ਸਮੁੱਚਾ
ఫోలికల్ యొక్క మొత్తం,Follicle ਦਾ ਸਮੁੱਚਾ
సమూహనం,ਇਕੱਤਰਤਾ
దూకుడు,ਹਮਲਾਵਰਤਾ
ఆందోళన వ్యవస్థ,ਐਗਰੀਏਟਰ ਸਿਸਟਮ
అగ్నాథ,ਅਗਨੀਥਾ
అగౌటి,ਅਗਾਤੀ
అగ్రనాల్ క్లోరోప్లాస్ట్,ਅਗਰੰਡੀ ਕਲਰੋਲੋਪਲਾਸਟ
అగ్రన్యులర్,ਅਗਰੂ
అగ్రనులోసైట్,ਅਗਰਾਨੂਲੋਸਾਈਟ
వ్యవసాయం,ਖੇਤੀ ਬਾੜੀ
అగ్రోఫారెస్ట్రీ,ਐਗਰੋਫੋਰੈਸਟਰੀ
అగ్రోబాక్టీరియం మధ్యవర్తిత్వం,ਐਗਰੋਬੈਟਰਿਅਮ ਵਿਚੋਲਗੀ
అగ్రోబాక్టీరియం ట్యూమెఫేసియన్స్,ਐਗਰੋਬੈਟਰਿਅਮ ਟੋਮਫੈਕੈਨਜ਼
వ్యవసాయ రసాయన,ਐਗਰੋ ਕੈਮੀਕਲ
వ్యవసాయ రసాయన,ਐਗਰੋ ਕੈਮੀਕਲ
అగ్రోక్లిమాటిక్ జోన్,ਅਗਰੋਕਲਾਈਮੈਟਿਕ ਜ਼ੋਨ
వ్యవసాయ లక్షణం,ਖੇਤੀਬਾਜੀ ਗੁਣ
వ్యవసాయ శాస్త్రం,ਖੇਤੀਬਾੜੀ
ఎయిడ్స్,ਏਡਜ਼
గాలి మూత్రాశయం,ਏਅਰ ਬਲੈਡਰ
వాతానుకూలీన యంత్రము,ੲੇ. ਸੀ
గాలి మార్గం,ਹਵਾ ਦਾ ਰਾਹ
వాయుకాలుష్యం,ਹਵਾ ਪ੍ਰਦੂਸ਼ਣ
ఎయిర్ శాక్,ਏਅਰ ਸੈਕ
ఎయిర్ వాక్యూల్,ਏਅਰ ਵੈਕਲੂਓਲ
గాలి-శ్వాస,ਹਵਾ-ਸਾਹ
అలైన్,ਅਲੇਨ
అలారి కండరం,ਅਲੇਰੀ ਮਾਸਪੇਸ਼ੀ
అలాస్కాన్ బ్రౌన్ బేర్,ਅਲਾਸਕਨ ਬ੍ਰਾ .ਨ ਰਿੱਛ
అల్బినో,ਐਲਬਿਨੋ
అల్బుగో,ਆਲਬੂਗੋ
అల్బుమిన్,ਐਲਬਮਿਨ
అల్బుమినస్ సీడ్,ਐਲਬਿੰਜੀਨ ਬੀਜ
అల్బుమినూరియా,ਐਲਬਿ → ਮਿਨੂਰੀਆ
అల్బర్నమ్,ਐਲਬਟਨਮ
ఆల్కే,ਐਲਸੀਏਸੀ
ఆల్డెహీడ్,Aldeyhede
ఆల్డోస్టెరాన్ వ్యవస్థ,ਅੈਲਡੋਸਟਰੋਨ ਸਿਸਟਮ
ఆల్డోస్టెరాన్,ਅਲੇਸਟਰੋਨ
అల్యూరోన్ పొర,ਅਲੇਪੁਰਨ ਪਰਤ
అల్యూరోప్లాస్ట్,ਐਲੇਰੋਪਲਾਸਟ
అల్ఫాల్ఫా,ਅਲਫਾਫਾ
ఆల్గల్ బ్లూమ్,ਐਲਗਲ ਖਿੜ
అల్జీన్,ਅਲੀਗਿਨ
గ్రహాంతర DNA,ਪਰਦੇਸੀ ਡੀਐਨਏ
గ్రహాంతర జాతులు,ਪਰਦੇਸੀ ਪ੍ਰਜਾਤੀ
అమరిక,ਅਲਾਈਨਮੈਂਟ
అమరిక,ਅਲਾਈਨਮੈਂਟ
అలిమెంటరీ కెనాల్,ਅਲੀਮੈਂਟਰੀ ਨਹਿਰ
అలిమెంటరీ సిస్టమ్,ਅਲੀਮੈਂਟਰੀ ਸਿਸਟਮ
అలిస్మాసిస్,ਐਲਿਸਮੇਸਸੀ
ఆల్కలాయిడ్,ਐਲਕਾਲਾਇਡ
ఆల్కలీన్,ਐਲਕਲੀਨ
అల్కాప్టోటోరియా,ਅਲਕਾਪਟਨੂਰੀਆ
అల్లాంటోయిస్,ਅੱਲੈਂਟੋਇਸ
యుగ్మ వికల్ప ఫ్రీక్వెన్సీ,ਐਲੀ ਬਾਰੰਬਾਰਤਾ
యుగ్మ వికల్పం,ਐਲੀਲ
అల్లెలోమోర్ఫిక్ జత,ਅਲੇਲਬਿਕ ਜੋੜੀ
అలెర్జీ,ਐਲਰਗੇਨ
ఎలిగేటర్,ਐਲੀਗੇਟਰ
అల్లియం సెపా,ਐਲੀਅਮ ਸੀ.ਪੀ.ਏ.
అయోగాగమి,ਆਲੋਗਮ
అల్లోగ్రాఫ్ట్,ਅਲਾਗ੍ਰਾਫਟ
అల్లోపాట్రిక్ స్పెసియేషన్,ਅਲੋਪੈਟ੍ਰਿਕ ਜਾਦੂਈ
అల్లోపాలిప్లోయిడ్,ਐਲੋਪੋਲਾਈਵਲਾਈਡ
అలోస్టెరిక్ ప్రభావం,ਐਲੋਸਟਰਿਕ ਪ੍ਰਭਾਵ
అలోస్టెరిక్ ఎంజైమ్,ਐਲੋਸਟ੍ਰਿਕ ਪਾਚਕ
అలోస్టెరిక్ ఇన్హిబిటర్,ਐਲੋਸਟਰਿਕ ਇਨਿਹਿਬਟਰ
అలోస్టెరిక్ మాడ్యులేషన్,ਐਲੋਸਟ੍ਰਿਕ ਮੈਨੂਲੇਸ਼ਨ
అలోస్టెరిక్ సైట్,ਐਲੋਸਟ੍ਰਿਕ ਸਾਈਟ
అలోస్టెరిక్ నిరోధం,ਐਲੋਸਟਰਿਕ ਰੋਕ
అలోటెట్రాప్లాయిడ్,Allotetraplaidd
ఆల్నస్,ਐਲਾਨਸ
కలబంద,ਐਲੋ
ఆక్సాన్ వెంట,ਐਕਸੋਨ ਦੇ ਨਾਲ
ఆల్ఫా-యాంటిట్రిప్సిన్,ਅਲਫ਼ਾ-ਐਂਟੀਟ੍ਰਿਪਸਿਨ
ఆల్ఫా-లాక్టల్బ్యూమిన్,ਅਲਫ਼ਾ-ਲੈਕਟਲਬੁਮਿਨ
ఆల్పైన్ వాతావరణ పరిస్థితి,ਐਲਪਾਈਨ ਦੀ ਸਥਿਤੀ
ఆల్పైన్ మేడో,ਅਲਪਾਈਨ ਮੈਡੋ
ఆల్పైన్ జోన్,ਅਲਪਾਈਨ ਜ਼ੋਨ
ఆల్స్టోనియా,ਅਲਸਟੋਨੀਆ
ఆల్టర్నేరియా,ਅਲਟਰਨੇਰੀਆ
ప్రత్యామ్నాయ,ਵਿਕਲਪਿਕ
తరం యొక్క ప్రత్యామ్నాయం,ਪੀੜ੍ਹੀ ਦੀ ਤਬਦੀਲੀ
ఎత్తు రుగ్మత,ਉਚਾਈ ਬਿਮਾਰੀ
ఎత్తు,ਉਚਾਈ
అల్వియోలార్ డక్ట్,ਐਲਵੋਲਰ ਡੈਕਟ
అలిట్స్,ਅਲਾਈਨ
అల్జీమర్స్ వ్యాధి,ਅਲਜ਼ਾਈਮਰ ਰੋਗ
అమాక్రిన్ సెల్,ਅਮੈਕਰਾਈਨ ਸੈੱਲ
అమరాంతేసి,ਅਮਰੰਥੈਸੇ
అమరాంథస్,ਅਮੈਸ਼ਨਥਸ
పరిసర ఓస్మోటిక్ గా ration త,ਅੰਬੀਨਟ ਓਮੋਟਿਕ ਗਾੜ੍ਹਾਪਣ
అంబిస్టోమా,ਅਮੈਸਟੋਮਾ
అమైడ్,ਐਮੀਡ
అమైనో ఆమ్లం,ਅਮੀਨੋ ਐਸਿਡ
అమైనో యాసిడ్ అంగీకారం,ਅਮੀਨੋ ਐਸਿਡ ਸਵੀਕਾਰਟਰ
అమైన్‌లాకారి,ਅਮੀਨੋਸਾੱਲ ਟੀ ਆਰ ਐਨ ਏ ਸਿੰਥੇਟੇਸ
అమైనోఅసిలేషన్,ਅਮੀਨੋਕੁਲੇਸ਼ਨ
అమిటోసిస్,ਅਮਿਤੋਸਿਸ
అమ్మోనియా,ਅਮੋਨੀਆ
అమ్మోనిఫికేషన్,ਅਨੁਮੋਧ
అమ్మోనోటెలిజం,ਅਮੋਨੋਟੇਲਿਜ਼ਮ
అమ్నియోసెంటెసిస్,ਅਮਨੀਓਸੈਂਟੀਸਿਸ
అమ్నియోసెంటెసిస్ టెక్నిక్,ਅਮਨੀਓਸੈਂਟੀਸਿਸ ਤਕਨੀਕ
అమ్నియోసైట్,ਅਮਨੀਓਸਾਈਟ
అమ్నియోన్,ਅਮਨੀਅਨ
అమ్నియోటిక్ ద్రవం,ਅਮਨੀਓਟਿਕ ਤਰਲ
అమ్నియోటిక్ పొర,ਐਮਨੀਓਟਿਕ ਝਿੱਲੀ
అమ్నియోటిక్ శాక్,ਅਮਨੀਓਟਿਕਯੂ
అమీబా,ਅਮੋਬਾ
అమీబోసైట్,ਅਮੀਓਬੋਸਾਈਟ
అమీబాయిడ్,ਅਮੀਬੋਇਡ
అమీబోయిడ్ లింఫోసైట్,ਅਮੀਬੋਇਡ ਲਿੰਫੋਸਾਈਟ
అమీబోయిడ్ కదలిక,ਅਮੀਬੋਇਡ ਅੰਦੋਲਨ
నిరాకార,ਅਮੋਰੈਫਸ
మొత్తం,ਦੀ ਰਕਮ
యాంఫేటమిన్,ਅਮੀਫੇਟਾਮਾਈਨ
ఉభయచర,ਅਮਫੀਬੀਆ
ఉభయచర,ਐਫੀਬੀਅਨ
ఉభయచర,ਐਫੀਬੀਅਨ
యాంఫియోక్సస్,Amphioxus
యాంఫియోక్సస్ లాన్సోలాటస్,Amphioxus Lannolotus
యాంఫిపతిక్,ਐਮਫੀਪਾਥਿਕ
యాంఫిపతిక్ లిపిడ్,ਐਮਫੀਪਾਥਿਕ ਲਿਪਿਡ
యాంఫిసార్కా,ਅਮਫੀਸਾਰਕਾ
ఆంపిసిలిన్,ਐਂਪੀਸਿਲਿਨ
అంపుల్లా,Ampulla
అంపల్లరీ గ్రంథి,ਐਮਪੁੱਲੇਰੀ ਗਲੈਂਡ
అమిగ్డాల్,ਅਮੀਗਡਲ
అమిగ్డేల్,ਅਮੀਗਡੇਲ
అమిగ్డాలిన్,ਅਮੀਗਡਲਿਨ
అమిలేస్,ਐਮੀਲੇਸ
అమిలోప్లాస్ట్,ਅਮੋਲੋਪਲਾਸਸਟ
అనాబెనా,ਅਨਬਾਨਾ
అనాబాస్,ਅਨਬਾਸ
అనాబాలిక్ మార్గాలు,ਐਨਾਬੋਲਿਕ ਮਾਰਗਾਂ
అనాబాలిజం,ਐਨਾਬੋਲਿਜ਼ਮ
అనాకార్డియాసి,ਅਨਾਕਾਰਿਆਸੀ
రక్తహీనత,ਅਨੀਮੀਆ
Anaerobe,ਅਨੀਰੋਬ
వాయురహిత ఇంధనం,ਅਨੈਰੋਬਿਕ ਬਾਲਣ
వాయురహిత శ్వాసక్రియ,ਅਨੈਰੋਬਿਕ ਸਾਹ
వాయురహిత బురద డైజెస్టర్,ਅਨੈਰੋਬਿਕ ਸਲੈਗ ਡਿਜਸਟਰ
Anaerobic,ਅਨੀਰੋਬਿਕ
అనైమా,ਅਨਾਮਾ
ఆసన,ਗੁਦਾ
ఆసన,ਗੁਦਾ
ఆసన ఎపర్చరు,ਗੁਦਾ ਅਪਰਚਰ
అనల్ సెర్సీ,ਗੁਦਾ ਕਰਬੇਲੀ
అనల్ లూప్,ਗੁਦਾ ਲੂਪ
ఆసన శైలి,ਗੁਦਾ ਸ਼ੈਲੀ
సారూప్యత,ਸਮਾਨ
సారూప్యత,ਸਮਾਨ
సారూప్యత,ਸਮਾਨਤਾ
సారూప్యత,ਸਮਾਨਤਾ
విశ్లేషణ,ਵਿਸ਼ਲੇਸ਼ਣ
అనాఫేస్,ਐਨਾਫਸੇਸ
శరీర నిర్మాణ అవరోధం,ਐਨੀਟੋਮਿਕ ਬੈਰੀਅਰ
శరీర నిర్మాణ అంశం,ਐਨਾਟੋਮਿਕਲ ਪਹਿਲੂ
శరీర నిర్మాణ శాస్త్రవేత్త,ਐਨੀਟੋਮਿਸਟ
శరీర నిర్మాణ శాస్త్రం,ਸਰੀਰ ਵਿਗਿਆਨ
పూర్వీకుల వారసుడు క్రమం,ਪੂਰਵਜ ਵੰਸ਼ਜ ਕ੍ਰਮ
పూర్వీకుల వంశం,ਜੱਦੀ ਵੰਸ਼ਜ
పూర్వీకుల క్రమం,ਪੂਰਵਜ ਕ੍ਰਮ
అన్సైలోస్టోమా,ਐਸੀਕੇਲੋਸਟੋਮਾ
ఆండ్రోసియం,ਐਂਡਰੋਸੀਅਮ
ఆండ్రోజెన్,ਐਂਡਰੋਜਨ
రక్తహీనత,ਅਨੀਮੀਆ
ఎనిమోన్,ਅਨੀਮੋਨ
అనూప్లోయిడ్,ਅਨੀਉਟਲੋਇਡ
అనూప్లోయిడి,ਅਨੀਯੁਰਾਕੀਡੀ
ఆంజినా,ਐਨਜਾਈਨਾ
యాంజియోగ్రామ్,ਐਂਜੀਗਰਾਮ
యాంజియోగ్రాఫ్,ਐਂਜੀਓਗ੍ਰਾਫ
యాంజియోగ్రఫీ,ਐਂਜੀਓਗ੍ਰਾਫੀ
యాంజియోప్లాస్టీ,ਐਂਜੀਓਪਲਾਸਟੀ
యాంజియోస్పెర్మ్,ਐਂਜੀਓਸਪਰਸਮ
యాంజియోటెన్సిన్,ਐਂਜੀਓਟੈਨਸਿਨ
యాంజియోటెన్సినోజెన్,ਐਂਜੀਓਟੈਨਸਿਨੋਜਨ
జాలరి చేప,ਐਂਗਲਰ ਮੱਛੀ
అంగునా,ਅੰਗੀਨਾ
అంగుయిస్,Anguiss
జంతువు,ਜਾਨਵਰ
జంతువు,ਜਾਨਵਰ
జంతువుల పేడ,ਜਾਨਵਰ ਗੋਬਰ
పశుసంరక్షణ,ਪਸ਼ੂ ਪਾਲਣ
జంతువుల కార్యోటైపింగ్,ਜਾਨਵਰ ਕੈਰੀਓਟਾਈਪਿੰਗ
జంతు సామ్రాజ్యం,ਪਸ਼ੂ ਰਾਜ
జంతువుల కణజాలం,ਜਾਨਵਰਾਂ ਦੇ ਟਿਸ਼ੂ
యానిమాలియా,ਯੰਤਰੀਆ
అయాన్,Anion
అనిసోట్రోపిక్ బ్యాండ్,ਐਨਿਸੋਟ੍ਰੋਪਿਕ ਬੈਂਡ
ఎనియలింగ్,ਐਂਲਿੰਗਿੰਗ
అన్నెలిడ్,ਅੰਨੇਲਿਡ
అన్నెలిడా,ਅਨਲਿਲਡਾ
వార్షిక రింగ్,ਸਾਲਾਨਾ ਰਿੰਗ
యాన్యులేటెడ్,ਅੰਨਟੇਡ
యాన్యుల్,ਸਾਲ
క్రమరహిత రకం,ਅਸਧਾਰਨ ਕਿਸਮ
అనోఫిల్స్,ਐਨਾਓਫੇਲਜ਼
చీమ తినేవాడు,ਕੀੜੀ ਹੈਟਰ
విరోధి,ਵਿਰੋਧੀ
అంటార్కిటిక్,ਅੰਟਾਰਕਟਿਕ
యాంటెన్నా,ਐਂਟੀਨਾ
యాంటెన్నా కాంప్లెక్స్,ਐਂਟੀਨਾ ਕੰਪਲੈਕਸ
యాంటెనల్ గ్రంథి,ਐਨਟੇਨਲ ਗਲੈਂਡ
ముందరి (వెంట్రల్) బూడిద కొమ్ము,ਪਿਛਲੇ (ਵੈਂਟ੍ਰਲ) ਸਲੇਟੀ ਸਿੰਗ
పూర్వ హైపోఫిసిస్,ਐਂਟੀਰੀਫਾਈਫਾਈਸਿਸ
పూర్వ జోక్య సల్కస్,ਐਂਟੀਰੀਅਰ ਇੰਟਰਵੈਂਟ੍ਰਿਕੂਲਰ ਸੂਲਕਸ
Anther,ਐਂਥਰ
పూర్వ సంస్కృతి,ਐਂਥਰ ਸਭਿਆਚਾਰ
ఆంథెరిడియం,ਐਂਡਰਾਈਡਿਅਮ
అంటెరోజాయిడ్,ਐਂਡਰੋਜ਼ੋਇਡ
ఆంథోసెరోస్,ਐਂਥਸੋਰੋਸ
ఆంథోసెరోటోప్సిడా,ਐਂਥੋਸਰੋਟੋਫਡਾਡਾ
ఆంత్రాక్స్,ਐਂਥ੍ਰੈਕਸ
మానవ అంతరించిపోవడం,ਐਂਥ੍ਰੋਪੋਜਾਈਜਡ ਅਲੋਪ
మానవ శాస్త్రం,ਮਾਨਵ-ਵਿਗਿਆਨ
యాంటీ బాక్టీరియల్,ਐਂਟੀਬੈਕਟੀਰੀਅਲ
యాంటీబయాటిక్ పెన్సిలిన్,ਐਂਟੀਬਾਇਓਟਿਕ ਪੈਨਸਿਲਿਨ
యాంటీబయాటిక్ రెసిస్టెంట్,ਐਂਟੀਬਾਇਓਟਿਕ ਰੋਧਕ
యాంటీబయాటిక్ (లు),ਐਂਟੀਬਾਇਓਟਿਕ (ਜ਼)
యాంటీబాడీ,ਐਂਟੀਬਾਡੀ
యాంటీబాడీ జంట,ਐਂਟੀਬਾਡੀ ਜੋੜਾ
