Tamil,Punjabi
பின் ஃபில்லட்,ਬੈਕ ਫਿਲਲੇਟ
பின் மடல் கீல்,ਬੈਕ ਫਲੈਪ ਹਿੰਗ
பின் ஓட்ட இணைப்பு,ਵਾਪਸ ਵਹਾਅ ਕੁਨੈਕਸ਼ਨ
பின் ஓட்டம் தடுப்பான்,ਬੈਕ ਵਹਾਅ ਰੋਕਣ ਵਾਲਾ
பின் அளவுகோல்,ਬੈਕ ਗੇਜ
பின்புற சாக்கடை,ਪਿਛਲਾ ਗਟਰ
பின் அடுப்பு,ਪਿਛਲਾ ਚੁੱਲ੍ਹਾ
ஆதரவு,ਬੈਕਿੰਗ
பேக்கிங் போர்டு,ਬੈਕਿੰਗ ਬੋਰਡ
பின் அழுத்தம்,ਪਿੱਠ ਦਾ ਦਬਾਅ
பின் முட்டு,ਬੈਕ ਪ੍ਰੋਪ
பின் பார்வை,ਪਿੱਛੇ ਦੀ ਨਜ਼ਰ
பின் நீர்,ਵਾਪਸ ਪਾਣੀ
குழப்பம்,ਘਬਰਾਹਟ
பை வேலை,ਬੈਗਵਰਕ
பேலாஸ்ட்,ਬੈਲਸਟ
பந்து களிமண்,ਬਾਲ ਮਿੱਟੀ
பந்து கூம்பு கவ்வி,ਬਾਲ ਕੋਨ ਕਲੈਂਪ
முள்வேலி,ਕੰਡਿਆਲੀ ਤਾਰ
பார் நாய்,ਬਾਰ ਕੁੱਤਾ
விசைப்படகு பலகை,ਬਾਰਜ ਬੋਰਡ
பேரியம் சல்பேட் சோதனை,ਬੇਰੀਅਮ ਸਲਫੇਟ ਟੈਸਟ
சரமாரி,ਬੈਰਾਜ
பாரெட்,ਬੈਰੇਟ
அடித்தளம்,ਅਧਾਰ
அடிப்படை பரிமாற்றம்,ਬੇਸ ਐਕਸਚੇਂਜ
அடிப்படை வரி,ਬੇਸ ਲਾਈਨ
அடித்தளம்,ਬੇਸਮੈਂਟ
அடித்தள சுவர்,ਬੇਸਮੈਂਟ ਦੀ ਕੰਧ
அடித்தட்டு,ਬੇਸ ਪਲੇਟ
"அடிப்படை தட்டு, சரிசெய்யக்கூடியது","ਬੇਸ ਪਲੇਟ, ਅਨੁਕੂਲ"
அடிப்படை செறிவு,ਬੇਸ ਸੰਤ੍ਰਿਪਤਾ
பாசாய்டு,ਬੇਸੌਇਡ
வௌவால்,ਬੱਲਾ
பாத் மற்றும் WC,ਇਸ਼ਨਾਨ ਅਤੇ ਡਬਲਯੂ.ਸੀ
இடி ஆப்பு,ਬੈਟਰ ਪੈਗ
பேட்டர் பையர்,ਬੈਟਰ ਪੀਅਰ
பேட்டர் விதி,ਬੈਟਰ ਨਿਯਮ
பால்க் (பால்க்),ਬਾਲਕ (ਬਾਲਕ)
விரிகுடா,ਬੇ
தாங்குபவர்,ਧਾਰਕ
தாங்கும் திறன்,ਬੇਅਰਿੰਗ ਸਮਰੱਥਾ
தாங்கும் பைல்,ਬੇਅਰਿੰਗ ਪਾਇਲ
தாங்கி அடுக்கு,ਬੇਅਰਿੰਗ ਸਟ੍ਰੈਟਮ
படுக்கை,ਬਿਸਤਰਾ
படுக்கை விமானம்,ਬਿਸਤਰੇ ਦਾ ਜਹਾਜ਼
படுக்கை கூட்டு,ਬਿਸਤਰਾ ਜੋੜ
படுக்கை பாறை,ਬੈੱਡ ਰੌਕ
படுக்கை அறை,ਬੈੱਡ ਰੂਮ
தேன் மெழுகு,ਮੋਮ
மணி பெட்டி,ਘੰਟੀ ਬਾਕਸ
பெல்லிங் வாளி,ਘੰਟੀ ਵਾਲੀ ਬਾਲਟੀ
பெல்லோஃப்ராம்,ਬੇਲੋਫ੍ਰਾਮ
பெஞ்ச் அடித்தளம்,ਬੈਂਚਡ ਫਾਊਂਡੇਸ਼ਨ
பெஞ்சிங்,ਬੈਂਚਿੰਗ
பெஞ்ச் மார்க்,ਬੇਂਚਮਾਰਕ
நன்மை செலவு பகுப்பாய்வு,ਲਾਭ ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ
பெர்ம்,ਬਰਮ
வளைந்த மூடல்,Bevelled ਬੰਦ
"பி-ஹரைசன்,&quot;பி-","ਬੀ-ਹੋਰੀਜ਼ਨ,&quot;ਬੀ-"
பயாட்,ਬਾਇਟ
பைண்டர்,ਬਿੰਦਰ
பிணைப்பு பொருள்,ਬਾਈਡਿੰਗ ਸਮੱਗਰੀ
பயோட்டின் கோட்பாடு,ਬਾਇਓਟ ਦਾ ਸਿਧਾਂਤ
பிடுமின்,ਬਿਟੂਮਨ
கருப்பு பருத்தி மண்,ਕਾਲੀ ਕਪਾਹ ਦੀ ਮਿੱਟੀ
கருப்பு பூமி,ਕਾਲੀ ਧਰਤੀ
கருப்பு தரை மண்,ਕਾਲੀ ਮੈਦਾਨ ਵਾਲੀ ਮਿੱਟੀ
கத்தி,ਬਲੇਡ
ஊது உலை கசடு சிமெண்ட்,ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ ਸੀਮਿੰਟ
தடுப்பு அமைப்பு,ਬਲਾਕੀ ਬਣਤਰ
போகி எதிர்ப்பு,ਬੋਗੀ ਪ੍ਰਤੀਰੋਧ
போக்-இரும்பு தாது,ਬੋਗ-ਲੋਹੇ ਦਾ ਧਾਤ
பத்திரம்,ਬਾਂਡ
பிணைக்கப்பட்ட உறுப்பினர்,ਬੰਧੂਆ ਮੈਂਬਰ
பிணைக்கப்பட்ட பிந்தைய பதற்றம்,ਬੰਧੂਆ ਪੋਸਟ ਤਣਾਅ
பத்திர கல்,ਬੰਧਨ ਪੱਥਰ
கட்டுப்பட்ட நீர்,ਬੰਨ੍ਹ ਪਾਣੀ
பெட்டி சாக்கடை,ਬਾਕਸ ਗਟਰ
பிரேஸ்,ਬ੍ਰੇਸ
விளிம்பில் செங்கல்,ਇੱਟ-ਤੇ-ਕਿਨਾਰੇ
கடிவாளம்,ਲਗਾਮ
பிரகாசம்,ਚਮਕ
பழுப்பு மண்,ਭੂਰੀ ਮਿੱਟੀ
கட்டிடம்,ਬਿਲਡਿੰਗ
கட்டிட சர்வேயர்,ਬਿਲਡਿੰਗ ਸਰਵੇਅਰ
தாங்கல்,ਬਫਰ
தாங்கல் வளைவு,ਬਫਰ ਕਰਵ
தாங்கல்,ਬਫਰਿੰਗ
தாங்கல் திறன்,ਬਫਰਿੰਗ ਸਮਰੱਥਾ
பண்டர்,ਬੰਦਰ
பட்டர்ஸ்,ਬਟਰਸ
சி-அடிவானம்,ਸੀ-ਹੋਰੀਜ਼ਨ
கேபிள்,ਕੇਬਲ
கேபிள் மோல்டிங்,ਕੇਬਲ ਮੋਲਡਿੰਗ
கேபிளிங்,ਕੇਬਲਿੰਗ
அறை,ਕੈਬਿਨ
கேபின் ஹூக்,ਕੈਬਿਨ ਹੁੱਕ
மந்திரி சபை,ਕੈਬਨਿਟ
கபோல்ட் வெளியேறினார்,ਕੈਬੋਲਟ ਨੇ ਛੱਡ ਦਿੱਤਾ
சிற்றுண்டியகம்,ਕੈਫੇਟੇਰੀਆ
கூண்டு,ਪਿੰਜਰਾ
கூண்டு கட்டுமானம்,ਪਿੰਜਰੇ ਦੀ ਉਸਾਰੀ
கெய்னின் சூத்திரம்,ਕੈਨ ਦਾ ਫਾਰਮੂਲਾ
கெய்சன்,ਕੈਸਨ
கெய்சன் நோய்,ਕੈਸਨ ਦੀ ਬਿਮਾਰੀ
கெய்சன் அடித்தளம்,ਕੈਸਨ ਫਾਊਂਡੇਸ਼ਨ
கெய்சன் குவியல்,ਕੈਸਨ ਢੇਰ
சுண்ணாம்பு செங்கல்,ਕੈਲੇਰੀਅਸ ਇੱਟ
சுண்ணாம்பு களிமண்,ਚੂਨੇ ਵਾਲੀ ਮਿੱਟੀ
சுண்ணாம்பு மேலோடு,ਛਾਲੇਦਾਰ ਛਾਲੇ
கால்சிஃபிகேஷன்,ਕੈਲਸੀਫਿਕੇਸ਼ਨ
கால்சினேஷன்,ਕੈਲਸੀਨੇਸ਼ਨ
கால்சின்,ਕੈਲਸੀਨ
கால்சைட்,ਕੈਲਸਾਈਟ
கால்சியம்-அலுமினேட் சிமெண்ட்,ਕੈਲਸ਼ੀਅਮ-ਐਲੂਮੀਨੇਟ ਸੀਮਿੰਟ
கால்சியம்-சிலிகேட் செங்கல்,ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਇੱਟ
கால்சியம்-சிலிகேட் ஹைட்ரேட்,ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਹਾਈਡਰੇਟ
கலிச்சே,ਕੈਲੀਚੇ
கலிபோர்னியா தாங்கி விகிதம்,ਕੈਲੀਫੋਰਨੀਆ ਬੇਅਰਿੰਗ ਅਨੁਪਾਤ
காலிபர்,ਕੈਲੀਪਰ
கலோரிமீட்டர்,ਕੈਲੋਰੀਮੀਟਰ
கேம்பர்,ਕੈਮਬਰ
கால்வாய்,ਨਹਿਰ
விதானம்,ਕੈਨੋਪੀ
கான்டிலீவர் அடிவாரம்,Cantilever ਪੈਰ
தொப்பி,ਕੈਪ
திறன்,ਸਮਰੱਥਾ
ஆயில் பாதையின் திறன்,ਏਲ ਟ੍ਰੈਕ ਦੀ ਸਮਰੱਥਾ
தொப்பி கேபிள்,ਕੈਪ ਕੇਬਲ
கேபிலரிட்டி,ਕੈਪੀਲੇਰਿਟੀ
தந்துகி முறிவு,ਕੇਸ਼ਿਕਾ ਬਰੇਕ
தந்துகி ஓட்டம்,ਕੇਸ਼ੀਲ ਪ੍ਰਵਾਹ
தந்துகி ஈரப்பதம் அல்லது தந்துகி நீர்,ਕੇਸ਼ਿਕਾ ਨਮੀ ਜਾਂ ਕੇਸ਼ੀਲ ਪਾਣੀ
தந்துகி துளை இடம்,ਕੇਸ਼ਿਕਾ ਪੋਰ ਸਪੇਸ
கேபிலரி போரோசிட்டி,ਕੇਸ਼ਿਕਾ ਪੋਰੋਸਿਟੀ
தந்துகி வெளி,ਕੇਸ਼ੀਲ ਸਪੇਸ
பிடிப்பு வேகம்,ਵੇਗ ਕੈਪਚਰ ਕਰੋ
கார்பனேற்றம்,ਕਾਰਬਨੇਸ਼ਨ
கார்பன் கருப்பு,ਕਾਰਬਨ ਕਾਲਾ
காஸ்ட்பிள் பயனற்ற,ਕਾਸਟਬਲ ਰਿਫ੍ਰੈਕਟਰੀ
காஸ்ட்-இன்-பிளேஸ் அல்லது காஸ்ட்-இன்-சிட்டு,ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਜਾਂ ਕਾਸਟ-ਇਨ-ਸੀਟੂ
காஸ்ட்-இன்-பிளேஸ் பைல்,ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਢੇਰ
ஆமணக்கு,ਕੈਸਟਰ
வார்ப்பு கல்,ਪੱਥਰ ਸੁੱਟੋ
வினையூக்கி,ਉਤਪ੍ਰੇਰਕ
கேட்டனா,ਕੈਟੇਨਾ
பூனை முகம்,ਬਿੱਲੀ ਦਾ ਚਿਹਰਾ
பூனை தலை,ਬਿੱਲੀ ਦਾ ਸਿਰ
கேஷன்,ਕੈਸ਼ਨ
பூனை நடை,ਬਿੱਲੀ ਵਾਕ
குழிவுறுதல் சேதம்,Cavitation ਨੁਕਸਾਨ
செலைட்,ਸੇਲੀਟ
செல்லுலார் கான்கிரீட்,ਸੈਲੂਲਰ ਕੰਕਰੀਟ
செல்லுலார் கட்டுமானம்,ਸੈਲੂਲਰ ਉਸਾਰੀ
சிமெண்ட்,ਸੀਮਿੰਟ
"சிமெண்ட், பிட்மினஸ்","ਸੀਮਿੰਟ, ਬਿਟੂਮਿਨਸ"
"சிமெண்ட், அதிக வலிமை","ਸੀਮਿੰਟ, ਉੱਚ ਤਾਕਤ"
"சிமெண்ட், ஹைட்ராலிக்","ਸੀਮਿੰਟ, ਹਾਈਡ੍ਰੌਲਿਕ"
"சிமெண்ட், குறைந்த வெப்பம்","ਸੀਮਿੰਟ, ਘੱਟ ਗਰਮੀ"
"சிமெண்ட், கொத்து","ਸੀਮਿੰਟ, ਚਿਣਾਈ"
"சிமெண்ட், இயற்கை","ਸੀਮਿੰਟ, ਕੁਦਰਤੀ"
"சிமெண்ட், போர்ட்லேண்ட்","ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ"
"சிமெண்ட், போர்ட்லேண்ட் பிளாஸ்ட் ஃபர்னேஸ் ஸ்லாக்","ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ"
"சிமெண்ட், போர்ட்லேண்ட் போஸோலன்","ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਪੋਜ਼ੋਲਨ"
"சிமெண்ட், கசடு","ਸੀਮਿੰਟ, ਸਲੈਗ"
"சிமெண்ட், சல்பேட் எதிர்ப்பு","ਸੀਮਿੰਟ, ਸਲਫੇਟ ਰੋਧਕ"
"சிமெண்ட், சூப்பர் சல்பேட்","ਸੀਮਿੰਟ, ਸੁਪਰ ਸਲਫੇਟਿਡ"
"சிமெண்ட், வெள்ளை","ਸੀਮਿੰਟ, ਚਿੱਟਾ"
சிமெண்ட்-மொத்த விகிதம்,ਸੀਮਿੰਟ-ਐਗਰੀਗੇਟ ਅਨੁਪਾਤ
சிமெண்ட் உள்ளடக்கம்,ਸੀਮਿੰਟ ਸਮੱਗਰੀ
சிமெண்ட் ஜெல்,ਸੀਮਿੰਟ ਜੈੱਲ
சிமெண்ட் துப்பாக்கி,ਸੀਮਿੰਟ ਬੰਦੂਕ
சிமெண்ட் சூளை,ਸੀਮਿੰਟ ਭੱਠਾ
சிமெண்ட் பெயிண்ட்,ਸੀਮਿੰਟ ਪੇਂਟ
சிமெண்ட் பூச்சு,ਸੀਮਿੰਟ ਪਲਾਸਟਰ
சிமெண்ட் பாறை,ਸੀਮਿੰਟ ਚੱਟਾਨ
சிமெண்ட் குழம்பு,ਸੀਮਿੰਟ ਸਲਰੀ
சிமெண்ட் சேமிப்பு,ਸੀਮਿੰਟ ਸਟੋਰੇਜ਼
சிமெண்டேஷன் செயல்முறை,ਸੀਮੈਂਟੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ
மையப்படுத்துதல்,ਸੈਂਟਰਿੰਗ
மையப்படுத்துதல் மற்றும் மூடுதல்,ਸੈਂਟਰਿੰਗ ਅਤੇ ਸ਼ਟਰਿੰਗ
மத்திய கலப்பு கான்கிரீட்,ਕੇਂਦਰੀ ਮਿਸ਼ਰਤ ਕੰਕਰੀਟ
மத்திய கலவை,ਕੇਂਦਰੀ ਮਿਕਸਰ
மையவிலக்கு விசிறி,ਸੈਂਟਰਿਫਿਊਗਲ ਪੱਖਾ
சுண்ணாம்பு,ਚਾਕ
சேம்ஃபர்,ਚੈਂਫਰ
சேம்பர் துண்டு,ਚੈਂਫਰ ਪੱਟੀ
சேனல் கற்றை,ਚੈਨਲ ਬੀਮ
சிறப்பியல்பு சுமை,ਵਿਸ਼ੇਸ਼ਤਾ ਲੋਡ
பண்பு வலிமை,ਗੁਣ ਸ਼ਕਤੀ
சார்ஜ் ஆஃப்,ਚਾਰਜ ਬੰਦ
சார்ஜ் செய்கிறது,ਚਾਰਜ ਹੋ ਰਿਹਾ ਹੈ
சரிபார்க்கிறது,ਜਾਂਚ ਕਰ ਰਿਹਾ ਹੈ
இரசாயன பிணைப்பு,ਰਸਾਇਣਕ ਬੰਧਨ
செர்னோசெம்,ਚੇਰਨੋਜ਼ਮ
கஷ்கொட்டை மண்,ਚੈਸਟਨਟ ਮਿੱਟੀ
புகைபோக்கி சாக்கடை,ਚਿਮਨੀ ਗਟਰ
சிப் போர்டு,ਚਿੱਪ ਬੋਰਡ
சிப்பிங்,ਚਿੱਪਿੰਗ
சீவல்கள்,ਚਿਪਸ
சரிவு,ਚੂਤ
வகுப்பு (கான்கிரீட்),ਕਲਾਸ (ਕੰਕਰੀਟ ਦੀ)
களிமண்,ਮਿੱਟੀ
களிமண் உள்ளடக்கம்,ਮਿੱਟੀ ਦੀ ਸਮੱਗਰੀ
களிமண் பான்,ਮਿੱਟੀ ਦਾ ਪੈਨ
சுத்தம் செய்,ਸਫਾਈ
சுத்தம் செய்,ਸਾਫ਼ ਕਰੋ
கிளீட்,ਕਲੀਟ
கிளிங்கர்,ਕਲਿੰਕਰ
கிளிப்,ਕਲਿਪ
உறைதல்,ਜੰਮਣਾ
கரடுமுரடான மொத்த,ਮੋਟਾ ਕੁੱਲ
கரடுமுரடான தானிய மண்,ਮੋਟੇ ਦਾਣੇ ਵਾਲੀ ਮਿੱਟੀ
கோட்,ਕੋਟ
காஃபர் அணை,ਕੋਫਰ ਡੈਮ
ஒருங்கிணைப்பு,ਤਾਲਮੇਲ
கொலாய்டு,ਕੋਲਾਇਡ
கூழ் ஈரப்பதம் சமமான விகிதம்,ਕੋਲੋਇਡਲ ਨਮੀ ਦੇ ਬਰਾਬਰ ਅਨੁਪਾਤ
கூழ் அமைப்பு,ਕੋਲੋਇਡਲ ਸਿਸਟਮ
கொலுவல் மண்,ਕੋਲੋਵੀਅਲ ਮਿੱਟੀ
நெடுவரிசை,ਕਾਲਮ
சீப்பு பூச்சு,ਕੰਬਡ ਮੁਕੰਮਲ
இணைந்த அடி,ਸੰਯੁਕਤ ਪੈਰ
ஒருங்கிணைந்த நீர்,ਸੰਯੁਕਤ ਪਾਣੀ
பொதுவான அறை,ਸਾਂਝਾ ਕਮਰਾ
நிறைவு சான்றிதழ்,ਮੁਕੰਮਲਤਾ ਸਰਟੀਫਿਕੇਟ
கூறு சதுரம்,ਕੰਪੋਨੈਂਟ ਵਰਗ
கான்கிரீட்,ਕੰਕਰੀਟ
கான்கிரீட்,ਕੰਕਰੀਸ਼ਨ
ஒருங்கிணைந்த விகிதம்/தட்டை விகிதம்,ਏਕੀਕ੍ਰਿਤ ਦਰ/ਫਲੈਟ ਦਰ
அசுத்தங்கள்,ਗੰਦਗੀ
அல்கோவ் சமையல்,ਐਲਕੋਵ ਪਕਾਉਣਾ
சமாளிப்பது,ਮੁਕਾਬਲਾ ਕਰਨਾ
கோர்பெல்,ਕੋਰਬੇਲ
கார்னிஸ்,ਕਾਰਨੀਸ
இணைப்பான்,ਕਪਲਰ
"கப்லர், இரட்டை","ਕਪਲਰ, ਡਬਲ"
"கப்லர், புட்லாக்","ਕਪਲਰ, ਪੁਟਲੌਗ"
"இணைப்பு, சுழல்","ਕਪਲਰ, ਘੁਮਾਣ ਵਾਲਾ"
பாடநெறி,ਕੋਰਸ
சீரற்ற இடிந்த கொத்து,ਕੋਰਸ ਕੀਤਾ ਬੇਤਰਤੀਬ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
மூடப்பட்ட பகுதி,ਕਵਰ ਕੀਤਾ ਖੇਤਰ
தவழும்,ਕ੍ਰੀਪ
க்ரீப் குணகம்,ਕ੍ਰੀਪ ਗੁਣਾਂਕ
குரோடோவின்,ਕਰੋਟੋਵਾਈਨ
காக்கை கால்,ਕਾਂ ਦੇ ਪੈਰ
நொறுக்குத் தீனி அமைப்பு,ਟੁਕੜਾ ਬਣਤਰ
கட்டுப்படுத்து,ਕਰਬ
தற்போதைய,ਵਰਤਮਾਨ
வளைவு எதிர்ப்பு,ਕਰਵ ਪ੍ਰਤੀਰੋਧ
ஈரப்பதம் இல்லாத பாடநெறி,ਨਮੀ ਪਰੂਫ਼ ਕੋਰਸ
நிறைவு தேதி,ਮੁਕੰਮਲ ਹੋਣ ਦੀ ਮਿਤੀ
நிலைச்சுமை,ਡੈੱਡ ਲੋਡ
இறந்த நீர்,ਮਰੇ ਹੋਏ ਪਾਣੀ
டெசிபல்,ਡੈਸੀਬਲ
டிஃப்ளோகுலேஷன்,Deflocculation
காற்றோட்டம் அல்லது காற்று விண்வெளி விகிதம்,ਹਵਾਬਾਜ਼ੀ ਜਾਂ ਏਅਰ ਸਪੇਸ ਅਨੁਪਾਤ ਦੀ ਡਿਗਰੀ
திரட்டல் பட்டம்,ਏਕੀਕਰਣ ਦੀ ਡਿਗਰੀ
சிதறல் பட்டம்,ਫੈਲਾਅ ਦੀ ਡਿਗਰੀ
செறிவூட்டல் பட்டம்,ਸੰਤ੍ਰਿਪਤਾ ਦੀ ਡਿਗਰੀ
அடர்த்தி,ਘਣਤਾ
பாலைவன நடைபாதை,ਮਾਰੂਥਲ ਫੁੱਟਪਾਥ
பாலைவன மண்,ਮਾਰੂਥਲ ਦੀ ਮਿੱਟੀ
விவரங்கள்,ਵੇਰਵੇ
வளர்ச்சி காலம்,ਵਿਕਾਸ ਦੀ ਮਿਆਦ
டி-அடிவானம்,ਡੀ-ਹੋਰੀਜ਼ਨ
மூலைவிட்ட பிணைப்பு,ਵਿਕਰਣ ਬੰਧਨ
வரைபடம்,ਚਿੱਤਰ
டிஜிட்டல் டாக்,ਡਿਜੀਟਲ ਡੌਕ
வேறுபட்ட நீர் விகிதம்,ਵਿਭਿੰਨ ਪਾਣੀ ਦੀ ਦਰ
நீர்த்த காற்றோட்டம்,ਪਤਲਾ ਹਵਾਦਾਰੀ
டிலுவியம்,ਡਾਇਲੁਵੀਅਮ
சாப்பிடும் அல்லது உணவருந்தும் அறை,ਭੋਜਨ ਕਕਸ਼
திசை ஆப்பு,ਦਿਸ਼ਾ ਪੈਗ
சிதறல்,ਫੈਲਾਅ
டிஸ்டெம்பர்,ਡਿਸਟੈਂਪਰ
கப்பல்துறை,ਡੌਕ
கதவு,ਦਰਵਾਜ਼ਾ
டார்மர்,ਡੋਰਮਰ
டார்மர் சோதனை,ਡੋਰਮਰ ਜਾਂਚ
இரட்டை சதை பிணைப்பு,ਡਬਲ ਫਲੇਮਿਸ਼ ਬਾਂਡ
இரட்டை அடுக்கு,ਡਬਲ ਪਰਤ
டோவல்,ਡੌਲ
வரைதல் பலகை,ਡਰਾਇੰਗ ਬੋਰਡ
வரைதல் அறை,ਡਰਾਇੰਗ ਰੂਮ
சறுக்கல்,ਵਹਿਣਾ
உலர் குமிழ் வெப்பநிலை,ਸੁੱਕੇ ਬੱਲਬ ਦਾ ਤਾਪਮਾਨ
உலர் கப்பல்துறை,ਸੁੱਕੀ ਡੌਕ
உலர் ரப்பர் கொத்து,ਸੁੱਕੀ ਰਬੜ ਦੀ ਚਿਣਾਈ
டச்சு பத்திரம்,ਡੱਚ ਬਾਂਡ
குள்ள சுவர்,ਬੌਣੀ ਕੰਧ
குடியிருப்பு அலகு,ਨਿਵਾਸ ਯੂਨਿਟ
ஈவ்,ਈਵ
ஈவ்ஸ் சாக்கடை,ਈਵਸ ਗਟਰ
பொருளாதார சாத்தியம்,ਆਰਥਿਕ ਵਿਵਹਾਰਕਤਾ
எக்டோடைனமார்பிக் மண்,ਐਕਟੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ
எட்டி,ਐਡੀ
பயனுள்ள அளவு,ਪ੍ਰਭਾਵੀ ਆਕਾਰ
மலர்ச்சி,ਪ੍ਰਫੁੱਲਤ
கழிவுநீர்,ਪ੍ਰਵਾਹ
உயரம்,ਉਚਾਈ
எலுவியேஷன்,ਐਲੂਵੀਏਸ਼ਨ
எலுவியம்,ਐਲੂਵਿਅਮ
எண்டோடைனமார்பிக் மண்,ਐਂਡੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ
பொறியியல் சாத்தியம்,ਇੰਜੀਨੀਅਰਿੰਗ ਵਿਵਹਾਰਕਤਾ
ஆங்கில பத்திரம்,ਅੰਗਰੇਜ਼ੀ ਬਾਂਡ
ஆங்கில தோட்ட சுவர் பத்திரம்,ਅੰਗਰੇਜ਼ੀ ਬਾਗ ਦੀ ਕੰਧ ਬਾਂਡ
"EPM (ஒரு மில்லியனுக்கு சமம்),&quot;","EPM (ਪ੍ਰਤੀ ਮਿਲੀਅਨ ਦੇ ਬਰਾਬਰ),&quot;"
சமமான எடை,ਬਰਾਬਰ ਭਾਰ
எ.கா,ਅਰਗ
மாற்றத்தக்கது,ਵਟਾਂਦਰੇਯੋਗ
மாற்றக்கூடிய அமிலத்தன்மை,ਬਦਲਣਯੋਗ ਐਸਿਡਿਟੀ
மாற்றக்கூடிய சோடியம் சதவீதம் (ESP),ਬਦਲਣਯੋਗ ਸੋਡੀਅਮ ਪ੍ਰਤੀਸ਼ਤ (ESP)
ஈ.எஸ்.பி.,ਈ.ਐੱਸ.ਪੀ.
பரிமாற்ற அமிலத்தன்மை,ਐਕਸਚੇਂਜ ਐਸਿਡਿਟੀ
பரிமாற்ற வளாகம்,ਐਕਸਚੇਂਜ ਕੰਪਲੈਕਸ
வெளியேற்ற,ਨਿਕਾਸ
வெளிப்பட்ட பூச்சு,ਪ੍ਰਗਟ ਮੁਕੰਮਲ
கண்,ਆਈ
கண் புருவம்,ਅੱਖ ਦਾ ਭਾਂਡਾ
எதிர்கொள்ளும்,ਸਾਹਮਣਾ ਕਰਨਾ
எதிர்கொள்ளும் பிணைப்பு,ਬਾਂਡ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
பாதுகாப்பு காரணி,ਸੁਰੱਖਿਆ ਦਾ ਕਾਰਕ
வீழ்ச்சி,ਗਿਰਾਵਟ
