Odiya,Telugu
ଆକ୍ୟୁମୁଲେଟର ସିଫ୍ଟ ନିର୍ଦ୍ଦେଶ |,సంచిత షిఫ్ట్ సూచన
ସଠିକତା,ఖచ్చితత్వం
ସଠିକତା ନିୟନ୍ତ୍ରଣ ଚରିତ୍ର |,ఖచ్చితత్వ నియంత్రణ పాత్ర
ସଠିକତା ନିୟନ୍ତ୍ରଣ ବ୍ୟବସ୍ଥା |,ఖచ్చితత్వ నియంత్రణ వ్యవస్థ
Ace ପାଇଲଟ୍ |,ఏస్ పైలట్
ସ୍ୱୀକାର କରନ୍ତୁ ବର୍ଣ୍ଣ,పాత్రను గుర్తించండి
ଆକାଶବାଣୀ କପତର୍ |,ఎకౌస్టిక్ కప్లర్
ଆକାଶବାଣୀ କଣ୍ଟା |,శబ్ద కలపడం
ଆକାଶବାଣୀ ବିଳମ୍ବ ରେଖା |,శబ్ద ఆలస్యం రేఖ
ଆକାଶବାଣୀ ସ୍ମୃତି,శబ్ద జ్ఞాపకశక్తి
ଆକାଶବାଣୀ ମୋଡେମ୍ |,ఎకౌస్టిక్ మోడెమ్
ଆକାଶବାଣୀ ସଙ୍କେତ |,శబ్ద సిగ్నల్
ଆକାଶବାଣୀ ସଂରକ୍ଷଣ |,శబ్ద నిల్వ
ଆକ୍ରୋନିମ୍ |,ఎక్రోనిం
କାର୍ଯ୍ୟ,చర్య
କ୍ରିୟା ଚକ୍ର,చర్య చక్రం
କ୍ରିୟା ରେଖା,యాక్షన్ లైన్
କ୍ରିୟା ବାର୍ତ୍ତା,చర్య సందేశం
କାର୍ଯ୍ୟ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,చర్య స్పెసిఫికేషన్
ସକ୍ରିୟକରଣ,క్రియాశీలత
ସକ୍ରିୟ,క్రియాశీల
ସକ୍ରିୟ ଫାଇଲ,యాక్టివ్ ఫైల్
ସକ୍ରିୟ ରେଖା,యాక్టివ్ లైన్
ସକ୍ରିୟ ଲିଙ୍କ୍ |,క్రియాశీల లింక్
ସକ୍ରିୟ ମାଷ୍ଟର ଫାଇଲ |,యాక్టివ్ మాస్టర్ ఫైల్
ସକ୍ରିୟ ମାଷ୍ଟର ଆଇଟମ୍ |,యాక్టివ్ మాస్టర్ ఐటెమ్
ସକ୍ରିୟ ଉପଗ୍ରହ |,క్రియాశీల ఉపగ్రహం
ସକ୍ରିୟ ଷ୍ଟେସନ,యాక్టివ్ స్టేషన్
ସକ୍ରିୟ ସଂରକ୍ଷଣ,క్రియాశీల నిల్వ
କାର୍ଯ୍ୟକଳାପ,కార్యాచరణ
କାର୍ଯ୍ୟକଳାପ ସ୍ତର,కార్యాచరణ స్థాయి
କାର୍ଯ୍ୟକଳାପ ଲୋଡିଂ,కార్యాచరణ లోడింగ్
କାର୍ଯ୍ୟକଳାପ ଅନୁପାତ,కార్యాచరణ నిష్పత్తి
ପ୍ରକୃତ ଠିକଣା (= ସଂପୂର୍ଣ୍ଣ ଠିକଣା),వాస్తవ చిరునామా (= సంపూర్ణ చిరునామా)
ପ୍ରକୃତ କୋଡ୍ (= ସଂପୂର୍ଣ୍ଣ କୋଡ୍),వాస్తవ కోడ్ (= సంపూర్ణ కోడ్)
ପ୍ରକୃତ ଡାଟା ସ୍ଥାନାନ୍ତର ହାର |,వాస్తవ డేటా బదిలీ రేటు
ପ୍ରକୃତ ଦଶମିକ ବିନ୍ଦୁ |,వాస్తవ దశాంశ బిందువు
ପ୍ରକୃତ ନିର୍ଦ୍ଦେଶ (= ପ୍ରଭାବଶାଳୀ ନିର୍ଦ୍ଦେଶ),వాస్తవ సూచన (= ప్రభావవంతమైన సూచన)
ପ୍ରକୃତ ଚାବି |,అసలు కీ
ପ୍ରକୃତ ସମୟ,అసలు సమయం
ପ୍ରକୃତ କାର୍ଯ୍ୟ ସମୟ,వాస్తవ పని సమయం
କାର୍ଯ୍ୟକ୍ଷମ ସଙ୍କେତ,సిగ్నల్ యాక్చువేటింగ్
ଅନୁକେତ,అనుకూలత
ଆଡାପ୍ଟର,అడాప్టర్
ଆଡାପ୍ଟିଭ୍ ଚ୍ୟାନେଲ୍ ଆବଣ୍ଟନ |,అడాప్టివ్ ఛానల్ కేటాయింపు
ଆଡାପ୍ଟିଭ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |,అడాప్టివ్ ఇంటిగ్రేషన్
ଆଡାପ୍ଟିଭ୍ ଟ୍ରାନ୍ସଭର୍ସାଲ୍ ସମାନତା |,అడాప్టివ్ ట్రాన్స్వర్సల్ ఈక్వలైజర్
ପ୍ରବେଶ ଯୋଗ କରାଯାଇଛି |,ఎంట్రీ జోడించబడింది
ଯୋଡି,అనుబంధం
ଆଡର୍,Adder
ଆଡର୍ ସବଟ୍ରାକ୍ଟର |,అడెర్ సబ్‌ట్రాక్టర్
ଫାଇଲ୍ ଯୋଡନ୍ତୁ,ఫైల్ జోడించండి
ଅତିରିକ୍ତ ଅକ୍ଷର (= ବିଶେଷ ଅକ୍ଷର),అదనపు అక్షరం (= ప్రత్యేక అక్షరం)
ଯୋଗ ରେକର୍ଡ |,అదనంగా రికార్డర్
ଯୋଗ ଉପକରଣ,అదనంగా పట్టిక
ଯୋଗୀ ଗୁଣ,సంకలిత లక్షణం
ମୋଡ୍ ଯୋଡନ୍ତୁ,మోడ్‌ను జోడించండి
ଅପରେସନ୍ ଯୋଡନ୍ତୁ |,ఆపరేషన్ జోడించండి
ଠିକଣା,చిరునామా
ଠିକଣା ମାପ ମାପ |,చిరునామా కొలత
ଠିକଣା ଯୋଗ୍ୟ ଭୂସମାନ୍ତର ସ୍ଥିତି |,చిరునామా క్షితిజ సమాంతర స్థానం
ଠିକଣା ଯୋଗ୍ୟ ବିନ୍ଦୁ |,చిరునామా పాయింట్
ଠିକଣା ଯୋଗ୍ୟ ଅବସ୍ଥାନ |,చిరునామా స్థానం
ଠିକଣା ଯୋଗ୍ୟ ରେଜିଷ୍ଟର |,చిరునామా రిజిస్టర్
ଠିକଣା ଯୋଗ୍ୟ ଷ୍ଟୋରେଜ,చిరునామా నిల్వ
ଠିକଣା ଭୂଲମ୍ବ ସ୍ଥିତି |,చిరునామా నిలువు స్థానం
ଠିକଣା ବସ୍,చిరునామా బస్సు
ଠିକଣା କୋଡ୍,చిరునామా కోడ్
ଠିକଣା ତୁଳସୀତି,చిరునామా కంపారిటర్
ଠିକଣା ଗଣନା,చిరునామా గణన
ସ୍ଥିର ଠିକଣା,చిరునామా స్థిరాంకం
ଠିକଣା କନଭର୍ସନ୍ |,చిరునామా మార్పిడి
ଠିକଣା ତଥ୍ୟ,చిరునామా డేటా
ଠିକଣା ମେମୋରୀ |,చిరునామా మెమరీ
ଠିକଣା ପ୍ରଭାବଶାଳୀ |,చిరునామా ప్రభావవంతంగా ఉంటుంది
ଠିକଣା କ୍ଷେତ୍ର,చిరునామా ఫీల్డ్
ଠିକଣା ଫର୍ମାଟ୍,చిరునామా ఆకృతి
ଠିକଣା ମାଗଣା ପ୍ରୋଗ୍ରାମ୍ |,చిరునామా ఉచిత ప్రోగ్రామ్
ଠିକଣା,చిరునామా
"ଠିକଣା
 ବର୍ଣ୍ଣ","చిరునామా
 పాత్ర"
ବାଧା ଠିକଣା,అంతరాయాన్ని పరిష్కరించడం
ଲୁପ୍ ଠିକଣା,చిరునామా లూప్
ଭର୍ଚୁଆଲ୍ ମେମୋରୀ ଠିକଣା,వర్చువల్ మెమరీని పరిష్కరించడం
ଠିକଣା ଅନ୍ତରାପଳୀ,చిరునామా ఇంటర్లేసింగ్
ଠିକଣାହୀନ ନିର୍ଦ୍ଦେଶ ଫର୍ମାଟ୍ |,చిరునామా లేని సూచనల ఆకృతి
ଠିକଣା ରେଖା,చిరునామా లైన్
ଠିକଣା ମ୍ୟାପିଙ୍ଗ,చిరునామా మ్యాపింగ్
ଠିକଣା ଚିହ୍ନ,చిరునామా గుర్తు
ଠିକଣା ପରିବର୍ତ୍ତନ,చిరునామా మార్పు
ଠିକଣା ଅଂଶ,చిరునామా భాగం
ଠିକଣା ସୂଚକ,చిరునామా పాయింటర్
ଠିକଣା ରେଜିଷ୍ଟର |,చిరునామా రిజిస్టర్
ଠିକଣା ସଙ୍କେତ,చిరునామా సిగ్నల్
ଠିକଣା ଆକାର,చిరునామా పరిమాణం
ଠିକଣା ସ୍ଥାନ,చిరునామా స్థలం
ଠିକଣା ସ୍ପେସ୍ ପରିଚାୟକ |,చిరునామా స్పేస్ ఐడెంటిఫైయర్
ଠିକଣା ଷ୍ଟପ୍,చిరునామా స్టాప్
ଠିକଣା ଚିହ୍ନ,చిరునామా ట్రేస్
ଠିକଣା ଟ୍ରାକ୍,చిరునామా ట్రాక్
ଠିକଣା ଅନୁବାଦ,చిరునామా అనువాదం
ଠିକଣା ଅନୁବାଦକ,చిరునామా అనువాదకుడు
ଯୋଡନ୍ତୁ-ସବଟ୍ରାକ୍ଟ ଟାଇମ୍ |,జోడించు-ఉపశమనం సమయం
ସମୟ ଯୋଡନ୍ତୁ |,సమయాన్ని జోడించండి
ସଂଲଗ୍ନ,ప్రక్కనే
ସଂଲଗ୍ନ structure ାଞ୍ଚା |,ప్రక్కనే ఉన్న నిర్మాణం
ସଂଲଗ୍ନ ଚ୍ୟାନେଲ |,ప్రక్కనే ఉన్న ఛానల్
ସଂଲଗ୍ନ ଡୋମେନ୍ |,ప్రక్కనే ఉన్న డొమైన్
ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |,ప్రక్కనే ఉన్న మాతృక
ସଂଲଗ୍ନ ନୋଡ୍ |,ప్రక్కనే ఉన్న నోడ్
ସଂଲଗ୍ନ ସୁବିରା |,ప్రక్కనే ఉన్న సబ్‌యారియా
Adjone (ସିଷ୍ଟମ୍),అడ్జాయింట్ (సిస్టమ్)
ଆଡଜଷ୍ଟ କରନ୍ତୁ |,సర్దుబాటు
ନିୟନ୍ତ୍ରିତ ପରିମାଣ,సర్దుబాటు పరిధి
ପାଠ୍ୟ ମୋଡ୍ ଆଡଜଷ୍ଟ କରନ୍ତୁ |,టెక్స్ట్ మోడ్‌ను సర్దుబాటు చేయండి
ପ୍ରଶାସନିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,అడ్మినిస్ట్రేటివ్ డేటా ప్రాసెసింగ్
ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ,పరిపాలనా ఆపరేషన్
ପ୍ରଶାସନିକ ଅପରେଟର |,అడ్మినిస్ట్రేటివ్ ఆపరేటర్
ପ୍ରଶାସନିକ ଅପରେଟର୍ ଷ୍ଟେସନ୍ |,అడ్మినిస్ట్రేటివ్ ఆపరేటర్ స్టేషన్
ପ୍ରଶାସନିକ ସମର୍ଥନ ସିଷ୍ଟମ୍ |,పరిపాలనా మద్దతు వ్యవస్థ
ଉନ୍ନତ ଯୋଗାଯୋଗ ସେବା |,అధునాతన కమ్యూనికేషన్ సేవ
ଉନ୍ନତ ସୂଚନା ସିଷ୍ଟମ୍ |,అధునాతన సమాచార వ్యవస్థ
ଅପ୍ଟିକାଲ୍ ବର୍ଣ୍ଣ ରିଡର୍ |,అధునాతనమైన ఆప్టికల్ క్యారెక్టర్ రీడర్
ଉନ୍ନତ ବ scientific ଜ୍ଞାନିକ କମ୍ପ୍ୟୁଟର |,అధునాతన శాస్త్రీయ కంప్యూటర్
ବାୟୁ,ఆకాశయాన
ସମୁଦାୟ,మొత్తం
ସମୁଦାୟ ଅଭିବ୍ୟକ୍ତି |,మొత్తం వ్యక్తీకరణ
ଲକ୍ଷ୍ୟ ସର୍କଲ୍ |,లక్ష్య వృత్తం
ଲକ୍ଷ୍ୟ କ୍ଷେତ୍ର (= ଲକ୍ଷ୍ୟ କରୁଥିବା ପ୍ରତୀକ),లక్ష్యం ఫీల్డ్ (= లక్ష్యం చిహ్నం)
ଲକ୍ଷ୍ୟମୂଳକ ପ୍ରତୀକ,లక్ష్యం చిహ్నం
ଏୟାରବୋର୍ନ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |,వాయుమార్గాన కంప్యూటర్ వ్యవస్థ
ବୀଜେବ୍ରିକ୍ ଇଗେନ୍ଭିଲ୍ ସମସ୍ୟା ସମସ୍ୟା |,బీజగణిత ఈజెన్వాల్యూ సమస్య
"ବ el ୍ଜନିକ୍ |
 ଏକୀକରଣ","బీజగణితం
 అనుసంధానం"
ବଗିଳିନିକ୍ ଭାଷା |,బీజగణిత భాష
ବୀଜେବ୍ରିକ୍ ମନିପୁଲେସନ୍ |,బీజగణిత మానిప్యులేషన్
Algebric ମନିପୁଲେସନ୍ ଭାଷା |,బీజగణిత మానిప్యులేషన్ భాష
ବୀଜେବ୍ରିକ୍ ଆଧାରିତ ଭାଷା |,బీజగణిత ఆధారిత భాష
ଆଲଜେବ୍ରିକ୍ ସିଫ୍ଟ |,బీజగణిత షిఫ్ట్
ଆଲଜେବ୍ରିକ୍ ଚିହ୍ନ ସମ୍ମିଳନୀ |,బీజగణిత సంకేత సమావేశం
ଆଲଗୋଲ୍ |,ఆల్గోల్
ଆଲଗୋଲ ବ feature ଶିଷ୍ଟ୍ୟ |,ఆల్గోల్ ఫీచర్
Algol ପ୍ରୋଗ୍ରାମିଂ |,ఆల్గోల్ ప్రోగ్రామింగ్
ଆଲଗୋରିଦମ,అల్గోరిథం
ଆଲଗୋରିଦମ ଆସୋସିଟିଭ୍ ଭାଷା |,అల్గోరిథం అసోసియేటివ్ లాంగ్వేజ్
ଆଲଗୋରିଦମ ବର୍ଗୀକରଣ |,అల్గోరిథం వర్గీకరణ
ଆଲଗୋରିଦମ ଜଟିଳତା |,అల్గోరిథం సంక్లిష్టత
ଆଲଗୋରିଦମ ଗଣନା |,అల్గోరిథం కంప్యూటబిలిటీ
ଆଲଗୋରିଥେମିକ୍ ବିଶ୍ଳେଷଣ |,అల్గోరిథమిక్ విశ్లేషణ
ଆଲଗୋରିଥମିକ୍ ଆଭିମୁଖ୍ୟ |,అల్గోరిథమిక్ విధానం
ଆଲଗୋରିଥମିକ୍ ଭାଷା |,అల్గోరిథమిక్ భాష
ଆଲଗୋରିଥେମିକ୍ ରୁଟିନ୍ |,అల్గోరిథమిక్ దినచర్య
ଆଲଗୋରିଥେମିକ୍ ସିଦ୍ଧାନ୍ତ |,అల్గోరిథమిక్ సిద్ధాంతం
ଛଦ୍ମନାମ,అలియాస్
ଛଦ୍ମନାମ,అలియాసింగ్
ଛଦ୍ମନାମ ନାମ (= ​​ବିକଳ୍ପ ନାମ),అలియాస్ పేరు (= ప్రత్యామ్నాయ పేరు)
ପରିଚାଳିତ,అమరిక
ବଣ୍ଟନ କରନ୍ତୁ |,కేటాయించండి
ଆବଣ୍ଟନ ସଂରଚନା |,కేటాయింపు నిర్మాణం
ସମସ୍ତ ଉଦ୍ଦେଶ୍ୟମୂଳକ କମ୍ପ୍ୟୁଟର |,ఆల్-పర్పస్ కంప్యూటర్
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ,అక్షర పాత్ర
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ ସେଟ୍ |,అక్షర అక్షర సమితి
ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସବ୍ |,అక్షర అక్షర ఉపసమితి
ବର୍ଣ୍ଣମାଳା କୋଡ୍,అక్షర కోడ్
ବର୍ଣ୍ଣମାଳା ଶିଫ୍ଟ |,అక్షర షిఫ్ట్
ବର୍ଣ୍ଣମାଳା ଷ୍ଟ୍ରିଙ୍ଗ୍ |,అక్షర స్ట్రింగ్
ବର୍ଣ୍ଣମାଳା ଶବ୍ଦ,అక్షర పదం
ବର୍ଣ୍ଣମାଳା,వర్ణమాల
ଆଲଫେମେଟ୍ରିକ୍ସ,ఆల్ఫాజియోమెట్రిక్స్
ଆଲଫାମ୍,ఆల్ఫామెరిక్
ଆଲଫାମାସିକ୍ |,ఆల్ఫామోసాయిక్
ବର୍ଣ୍ଣମାଳା,ఆల్ఫాన్యూమరిక్
ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ ଉପକରଣ |,ఆల్ఫాన్యూమరికల్ కీబోర్డ్ పరికరం
ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସେଟ୍ |,ఆల్ఫాన్యూమరిక్ క్యారెక్టర్ సెట్
ବର୍ଣ୍ଣମାଳା କୋଡ୍,ఆల్ఫాన్యూమరిక్ కోడ్
ବର୍ଣ୍ଣମାଳା କୋଡେଡ୍ ଅକ୍ଷର ସେଟ୍ |,ఆల్ఫాన్యూమరిక్ కోడెడ్ క్యారెక్టర్ సెట్
ବର୍ଣ୍ଣମାଳା ତଥ୍ୟ |,ఆల్ఫాన్యూమరిక్ డేటా
ବର୍ଣ୍ଣମାଳା ପ୍ରଦର୍ଶନ ଉପକରଣ |,ఆల్ఫాన్యూమరిక్ డిస్ప్లే పరికరం
ବର୍ଣ୍ଣମାଳା ସମ୍ପାଦିତ ବର୍ଣ୍ଣ |,ఆల్ఫాన్యూమరిక్ సవరించిన పాత్ర
ବର୍ଣ୍ଣମାଳା କ୍ଷେତ୍ର,ఆల్ఫాన్యూమరిక్ ఫీల్డ్
ବର୍ଣ୍ଣମାଳା ନିର୍ଦ୍ଦେଶ,ఆల్ఫాన్యూమరిక్ ఇన్స్ట్రక్షన్
ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |,ఆల్ఫాన్యూమరిక్ కీబోర్డ్
ବର୍ଣ୍ଣମାଳା ପ୍ରକାର |,ఆల్ఫాన్యూమరిక్ విధమైన
ବର୍ଣ୍ଣମାଳା ଷ୍ଟୋରେଜ୍ |,ఆల్ఫాన్యూమరిక్ స్టోరేజ్
ବିକୃତ ସ୍ମୃତି,మార్చగల మెమరీ
ପରିବର୍ତ୍ତନ ସୁଇଚ୍ |,మార్పు స్విచ్
ପରିବର୍ତ୍ତନ,మార్చడం
ପରିବର୍ତ୍ତନ ମୋଡ୍,ఆల్టర్ మోడ్
ଅନ୍ୟ ପୁନରୁଦ୍ଧାର,ప్రత్యామ్నాయ రికవరీ
ବିକଳ୍ପ ମାର୍ଗ,ప్రత్యామ్నాయ మార్గం
ଅନ୍ୟ ଧାତାଳ,ప్రత్యామ్నాయ రౌటింగ్
ବିକଳ୍ପ ଟ୍ରାକ୍,ప్రత్యామ్నాయ ట్రాక్
ବିକଳ୍ପ (= କିମ୍ବା ଅପରେସନ୍),ప్రత్యామ్నాయం (= లేదా ఆపరేషన్)
ବିକଳ୍ପ ଗୁଣ,ప్రత్యామ్నాయ లక్షణం
ବିକଳ୍ପ ଅସ୍ୱୀକାର (= ନୁହେଁ-ଏବଂ ଅପରେସନ୍),ప్రత్యామ్నాయ తిరస్కరణ (= మరియు ఆపరేషన్ కాదు)
ଅସ୍ପଷ୍ଟତା ତ୍ରୁଟି |,అస్పష్టత లోపం
ଅସ୍ପଷ୍ଟ ରେଫରେନ୍ସ |,అస్పష్టమైన సూచన
ଆନାଗଲଗ୍ |,అనలాగ్
ଆନାଗଲ୍ ଆଡର୍ |,అనలాగ్ యాడర్
ଆନାଗଲ୍ ଚ୍ୟାନେଲ୍ |,అనలాగ్ ఛానల్
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,అనలాగ్ కంప్యూటర్
ଆନାଗଲ୍ କନଭର୍ଟର |,అనలాగ్ కన్వర్టర్
ଆନାଗଲ୍ ଡାଟା |,అనలాగ్ డేటా
ଆନାଗଲ୍ ଡିଭାଇଡର୍ |,అనలాగ్ డివైడర్
ଆନାଗଲ୍ ସୁବିଧା ଟର୍ମିନାଲ୍ |,అనలాగ్ ఫెసిలిటీ టెర్మినల్
"ଆନାଗଲ୍ ଫଙ୍କସନ୍ |
 ଜେନେରେଟର","అనలాగ్ ఫంక్షన్
 జనరేటర్"
ଆନାଗଲ୍ ଏକୀକରଣ |,అనలాగ్ ఇంటిగ్రేషన్
ଆନାଗଲ୍ ମଲ୍ଟିୱାର୍ଡ |,అనలాగ్ గుణకం
ଆନାଗଲ୍ ପ୍ରୋଗ୍ରାମିଂ |,అనలాగ్ ప్రోగ్రామింగ్
ଆନାଗଲ୍ ସ୍କେଲିଂ |,అనలాగ్ స్కేలింగ్
ଆନାଗଲ୍ ସିଗନାଲ୍ |,అనలాగ్ సిగ్నల్
ଆନାଗଲ୍ ସିମୁଲେସନ୍,అనలాగ్ అనుకరణ
ଆନାଗଲ୍ ସୁଇଚ୍ |,అనలాగ్ స్విచ్
ଆନାଗୋଲଗ୍ ସିଷ୍ଟମ୍ |,అనలాగ్ వ్యవస్థ
"ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
 Convercer","డిజిటల్‌కు అనలాగ్
 కన్వర్టర్"
"ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
 ଏନକୋଡର୍ |","డిజిటల్‌కు అనలాగ్
 ఎన్కోడర్"
ଆନାଗଲ୍ ଟ୍ରାନ୍ସମିସନ୍ |,అనలాగ్ ట్రాన్స్మిషన్
ଆନାଗଲ୍ ପ୍ରକାର |,అనలాగ్ రకం
ବିଶ୍ଳେଷଣ କ୍ଷେତ୍ର,విశ్లేషణ బ్లాక్
ବିଶ୍ଳେଷଣ ମୋଡ୍ |,విశ్లేషణ మోడ్
ଆନାଲିଟିକାଲ୍ ଇଞ୍ଜିନ୍ |,విశ్లేషణాత్మక ఇంజిన్
ପ ancest ତୃକ କାର୍ଯ୍ୟ |,పూర్వీకుల పని
ଆନୁଷଙ୍ଗିକ ଉପକରଣ |,సహాయక పరికరాలు
ଏବଂ,మరియు
ଏବଂ ସର୍କିଟ |,మరియు సర్క్యూట్
ଏବଂ ଉପାଦାନ |,మరియు మూలకం
ଏବଂ ଫାଟକ,మరియు గేట్
ଏବଂ ମାସ୍କିଂ |,మరియు మాస్కింగ్
ଏବଂ ଅପରେସନ୍ ନୁହେଁ (= ବହିଷ୍କାର |,మరియు ఆపరేషన్ కాదు (= మినహాయింపు
ଏବଂ ଅପରେସନ୍ |,మరియు ఆపరేషన్
ଆନେକ୍ସ ମେମୋରୀ |,అనెక్స్ మెమరీ
ଟିପ୍ପଣୀ,ఉల్లేఖనం
ଆନୁଷରାତ,అనన్సియేటర్
ଉତ୍ତର ଦିଅ,తిరిగి సమాధానం ఇవ్వండి
ବିଳମ୍ବର ଉତ୍ତର ଦିଅ |,సమాధానం ఆలస్యం
ସମୟର ଉତ୍ତର ଦେବା,సమయం సమాధానం
ଉତ୍ତର ପ୍ରଦୀପ,సమాధానం దీపం
ଉତ୍ତର ତାଲିକା,జవాబు జాబితా
କେବଳ ଉତ୍ତର ଦିଅ,సమాధానం మాత్రమే
ପ୍ରତୀକ୍ଷା ମୋଡ୍ |,Ntic హించే మోడ్
ଆଣ୍ଟିସାଇପେଟୋରୀ ବଫର୍ |,ముందస్తు బఫరింగ్
ଆଣ୍ଟିସାଇପେଟୋରୀ ବହନ,ముందస్తు క్యారీ
ଆଣ୍ଟିସାଇପେଟୋରୀ ପେଜିଂ |,ముందస్తు పేజింగ్
