English,Kannada
aecidiospore,ಇಸಿಡಿಯೋಸ್ಪೋರ್ ಐಸಿಡಿಯಮ್ ಸ್ಪೋರ್
aeolian process,ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಪ್ರಕ್ರಿಯೆ
aeolian,ಕುಹರದ
aerate,ಗಾಳಿ ಹಾಕಲು
aerial,1. ಗಾಳಿ 2. ಆಕಾಶಿ
aerometer,1. ಏರೋಮೀಟರ್ 2. ಏರೋಮೀಟರ್ 3. ಏರೋಮೀಟರ್
aerosol,ಏರೋಸಾಲ್
aestivation,1. ಹೂಗೊಂಚಲು 2. ಬೇಸಿಗೆ ಸುಪ್ತ
aetiology (etiology),ರೋಗದ ವಿಜ್ಞಾನ
afforestation,ಅರಣ್ಯೀಕರಣ
agitation,1. ತಳಮಳ 2. ಪ್ರಕ್ಷುಬ್ಧತೆ
agmark,ಅಗ್ಮಾರ್ಕ್
agrarian,1. ಭೂಮಿಗೆ ಸಂಬಂಧಿಸಿದ 2. ಕೃಷಿ
agricultural clinic,ಕೃಷಿ ಕ್ಲಿನಿಕ್
agricultural labour,1. ಕೃಷಿ ಕಾರ್ಮಿಕ 2. ಕೃಷಿ ಕಾರ್ಮಿಕ
agricultural marketing,ಕೃಷಿ ಮಾರುಕಟ್ಟೆ
agricultural technology,ಕೃಷಿ ತಂತ್ರಜ್ಞಾನ
agriculture,1. ಕೃಷಿ 2. ಕೃಷಿ 3. ಕೃಷಿ ವಿಜ್ಞಾನ
agrisilviculture,ಕೃಷಿ ಅರಣ್ಯ
agrobiodiversity,ಕೃಷಿ ಜೀವವೈವಿಧ್ಯ
agrobiological defects,ಕೃಷಿ ಸಾವಯವ ದೋಷಗಳು
agrobiology,ಕೃಷಿ ಜೀವಶಾಸ್ತ್ರ
agroclimatic diversity,ಕೃಷಿ-ಹವಾಮಾನ ವೈವಿಧ್ಯ
agroclimatic zoning,ಕೃಷಿ ಹವಾಮಾನ ವಲಯದ ಸೃಷ್ಟಿ
agroforestry,ಕೃಷಿ ಅರಣ್ಯ
agrology,ಕೃಷಿಶಾಸ್ತ್ರ
agronomy,ಕೃಷಿಶಾಸ್ತ್ರ
agropastoral,ಕೃಷಿ ಪಶುಪಾಲಕ
agroprocessing,ಬೆಳೆ ಸಂಸ್ಕರಣೆ
agrostology,ಹುಲ್ಲು ವಿಜ್ಞಾನ
agrotype,ಬೆಳೆ ಪ್ರಕಾರ
air plant,ಎಪಿಫೈಟ್
akiochi soil,ಐಕಿಯೋಚಿ ಮಣ್ಣು
albinism,ಬಣ್ಣಗುರುಡು
alfisols,ಅಲ್ಫಿಸೋಲ್
algae,ಪಾಚಿ
algal disease,ಪಾಚಿ ರೋಗ
alkali water,ಕ್ಷಾರ ನೀರು
alkaline,ಕ್ಷಾರೀಯ
allele,ಪರ್ಯಾಯ
allelochemicals,ಅಲ್ಲೆಲೋ ರಸಾಯನಶಾಸ್ತ್ರ
allelomorph,ಆಲೀಲ್
allelopathy,ಅಲೆಲೋಪತಿ
alley cropping,ವೇಥಿ ಬೆಳೆ
allocarpy,ಪೂರ್ಣಗೊಳ್ಳುವಿಕೆ
allogamy,ಫಲೀಕರಣ
allometry,1. ಸಾಪೇಕ್ಷತೆ 2. ಅಲೋಮೆಟ್ರಿ
allopolyploid,ಮಲ್ಟಿಪ್ಲಾಯ್ಡ್
allosynapsis (allosyndesis),1. ಪ್ಯಾರಾಜಿಗೋಸಿಟಿ
alternate bearing,1. ಪರ್ಯಾಯ ವರ್ಷದ ಕಾರ್ಯ 2. ಪರ್ಯಾಯ ಕಾರ್ಯ
alternate land use,ಪರ್ಯಾಯ ಭೂಮಿ ಬಳಕೆ
ambient,ಪರಿಸರ
ameliorant,ಸುಧಾರಕ
amitosis,ಮಿಟೋಸಿಸ್
amminization,ಅಮೀನನ್
ammonification,ಅಮೋನಿಯನ್
ammonifier,ಆಮ್ನಿಫೆರಸ್
amorph,1. ನಿಷ್ಪರಿಣಾಮಕಾರಿ ರೂಪ 2. ಅರೂಪಿ
amphimixis,ಉಭಯಚರ ಮಿಶ್ರಣ
amphoteric,ಆಂಫೋಟರಿಕ್
anabolism,ಸಂಗ್ರಹಣೆ
anaerobe,1. ಆಮ್ಲಜನಕರಹಿತ 2. ಆಮ್ಲಜನಕರಹಿತ ಜೀವಿಗಳು
aneuploid,ಹ್ಯಾಪ್ಲಾಯ್ಡ್
angle planting,ಕೋನೀಯ ನೆಟ್ಟ
animal husbandry,ಪಶುಸಂಗೋಪನೆ
animal refuse,ಪ್ರಾಣಿಗಳ ಮಲವಿಸರ್ಜನೆ
animate energy,ಜೀವನ ಶಕ್ತಿ
anisoploid,ಅಸಂಗತ
annual plant,ಒಂದು ವರ್ಷದ ಸಸ್ಯ
annual,ವಾರ್ಷಿಕ
anthesis,1. ಭಾವಪರವಶತೆ 2. ಪ್ರಕಾಶ
anthrax,ಆಂಥ್ರಾಕ್ಸ್
anthropogenic factor,ಮಾನವಜನ್ಯ ಅಂಶಗಳು
antibiosis,ಬದುಕುಳಿಯುವಿಕೆ
antibiotic,1. ಪ್ರತಿಜೀವಕ 2. ಪ್ರತಿಜೀವಕ
antidote,ಹಿಮ್ಮೆಟ್ಟಿಸುವ
antioxidants,ಉತ್ಕರ್ಷಣ ನಿರೋಧಕ
antitoxin,ಆಂಟಿಟಾಕ್ಸಿನ್
anulus,ಉಂಗುರದ ಬೆರಳು
aphid,1. ಗಿಡಹೇನು 2. ಮಾಹು 3. ಚೇಪಾ
apical bud,ಮೇಲಿನ ಮೊಗ್ಗು
apical dominance,ಗರಿಷ್ಠ ಪರಿಣಾಮಕಾರಿತ್ವ
apiculture (bee keeping),ಜೇನುಸಾಕಣೆ
apomixis,ಅಲೈಂಗಿಕತೆ
apoptosis,ಅಪೊಪ್ಟೋಸಿಸ್
appendage,ಅನುಬಂಧಗಳು
appetizer,ಜೀರ್ಣಕಾರಕವಾಗಿ
applied,ಅನ್ವಯಿಸಲಾಗಿದೆ
aquatic weed,ಜಲವಾಸಿ ಕಳೆ
arboreal,1. ಮರ 2. ಮರದ ನಿವಾಸಿ
arborization,ಕವಲೊಡೆಯುತ್ತಿದೆ
archaeo-botanical records,ಪ್ರೊಟೊಬೊಟಾನಿಕಲ್ ದಾಖಲೆಗಳು
area statistics,ವಲಯ ಸಂಖ್ಯೆ
area,1. ಪ್ರದೇಶ 2. ಪ್ರದೇಶ
arid ecosystem,ಒಣ ಪರಿಸರ ವ್ಯವಸ್ಥೆ
aril,ಕೋಟಿಲ್ಡನ್
aroma,ಸೌರಭ್
aromatic plant,ಆರೊಮ್ಯಾಟಿಕ್ ಸಸ್ಯ
aromatic rice,ಪರಿಮಳಯುಕ್ತ ಅಕ್ಕಿ
arrowing,ಇಕ್ಷು ಪುಷ್ಪನ್
asepsis,ಅಸೆಪ್ಟಿಕ್
aseptic,1. ಅಸೆಪ್ಟಿಕ್ 2. ಅಸೆಪ್ಟಿಕ್
asexual propagation,ಅಲೈಂಗಿಕ ಸಂತಾನೋತ್ಪತ್ತಿ
assay,ಗಾತ್ರ
assets,ಆಸ್ತಿ
assimilation,1. ಸಮೀಕರಣ 2. ಸಮೀಕರಣ
association,1. ಸಂಘ 2. ಸಂಘ
astringent,1. ಕಾಲಮ್ 2. ಸಂಕೋಚನ
asynapsis,ಹೆಟೆರೋಜೈಗೋಸಿಟಿ
atavism,1. ಪೂರ್ವಜ 2. ಅಟಾವಿಸಂ
atomizer,ಕಣ
atrophy,1. ದೃಢೀಕರಣ 2. ದುರ್ಬಲತೆ
autogamy,ಸ್ವಯಂ ಜೋಡಣೆ
autolysis,ಆಟೋಲಿಸಿಸ್
autooxidation,1. ಸ್ವಾಭಾವಿಕ ಆಕ್ಸಿಡೀಕರಣ 2. ಸ್ವಾಭಾವಿಕ ಉತ್ಕರ್ಷಣ
autopolyploid,ಸ್ವಯಂ ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್
auxins,ಆಕ್ಸಿನ್
awn (bristle),1. ಷೂಕ್ 2. ಟೋಡ್
baccilovirus,ದಂಡದ ವೈರಸ್
bacillus,1. ಬ್ಯಾಸಿಲಸ್ 2. ಬ್ಯಾಸಿಲಸ್
bacteria,1. ಬ್ಯಾಕ್ಟೀರಿಯಾ 2. ಬ್ಯಾಕ್ಟೀರಿಯಾ
bacteriotoxin,ಬ್ಯಾಕ್ಟೀರಿಯಾದ ವಿಷ
bagasse,ಬಗಸೆ
balance sheet,ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್
balanced fertilization,ಸಮತೋಲಿತ ರಸಗೊಬ್ಬರ ಬಳಕೆ
bar diagram,ಬಾರ್ ಗ್ರಾಫ್
bark,ತೊಗಟೆ
barometer,1. ವಾಯುಭಾರ ಮಾಪಕ 2. ವಾಯುಭಾರ ಮಾಪಕ
barren,1. ಬಜರ್ 2. ಜಡ 3. ಬಂಜರು
base,1. ಬೇಸ್ 2. ಬೇಸ್ 3. ಕುಪಾಂಗ್
basin,1. ತಾಲಾ 2. ಜಲಾನಯನ ಪ್ರದೇಶ
basipetal,ತಲಾಬಿಸಾರಿ
basisternum,1. ಬೇಸಿಸ್ಟರ್ನಮ್ 2. ರೂಟ್ ಹೋಲ್ಡರ್
bay monsoon,ಗಲ್ಫ್ ಮಾನ್ಸೂನ್
bearing plant,ಹಣ್ಣಿನ ಗಿಡ
bed,ಹಾಸಿಗೆ
bedder,ಹಾಸಿಗೆ ಸಸ್ಯ
bedding,ಹಾಸಿಗೆ
beet molasses,ಬೀಟ್ ಮೊಲಾಸಸ್
bellows,ಬೆಲ್ಲೋಸ್
belt,1. ಪಟ್ಟಿ 2. ಭೂಪ್ರದೇಶ
benefit-cost analysis,ಲಾಭ-ವೆಚ್ಚದ ವಿಶ್ಲೇಷಣೆ
biased (sampling),ಮಹತ್ವಾಕಾಂಕ್ಷಿ (ಮಾದರಿ)
biennial,ದ್ವೈವಾರ್ಷಿಕ ಸಸ್ಯಗಳು
binomial,ದ್ವಿಪದ
bioagent,ಜೈವಿಕ ಅಂಶ
bioclimate,ಜೈವಿಕ ಹವಾಮಾನ
bioenergy,ಜೈವಿಕ ಶಕ್ತಿ
bionomics,ಪ್ರಾಣಿಗಳ ಪರಿಸರ ವಿಜ್ಞಾನ
bio-reactor,1. ಬಯೋ-ಪ್ರೊಸೆಸರ್ 2. ಬಯೋ-ರಿಯಾಕ್ಟರ್
biosphere,ಜೀವಗೋಳ
biotic,ಜೈವಿಕ
biotype,ಪ್ರಾಣಿಸಂಕುಲ
bisexual,ದಿವಿಲಿಂಗಿ
blanching,ಧವಳನ್
blast,1. ಪ್ರಧ್ವಸನ್ (ರೋಗ) 2. ಗಸ್ಟ್ ರೋಗ
blend,ಮಿಶ್ರಣ
blight,1. ಅಂಗಮಾರಿ (ರೋಗ) 2. ರೋಗ (ರೋಗ)
blister,1. ಬ್ಲಿಸ್ಟರ್ 2. ಬ್ಲಿಸ್ಟರ್ 3. ಎರಪ್ಶನ್ 4. ಬ್ಲಿಸ್ಟರ್
blue revolution,ನೀಲಿ ಕ್ರಾಂತಿ
bottom heat chamber,ಪ್ಲಾನರ್ ಹೀಟಿಂಗ್ ಚೇಂಬರ್
bottom heat technique,ಪ್ಲ್ಯಾನರ್ ತಾಪನ ತಂತ್ರಜ್ಞಾನ
bran,ಹೊಟ್ಟು
branching,ಕವಲೊಡೆಯುತ್ತಿದೆ
branchlet,1. ರೆಂಬೆ 2. ಉಪಶಾಖೆ
breed,ತಳಿ
breeding,ಸಂತಾನೋತ್ಪತ್ತಿ
brimming,ಆರಂಭಿಕ ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ ಚಿಕಿತ್ಸೆ
brood,1. ಮರಿ 2. ಮೊಟ್ಟೆ 3. ಭ್ರೂಣ
budding,ಮೊಳಕೆಯೊಡೆಯುತ್ತಿದೆ
budget,ಬಜೆಟ್
buffer,1.ಆಂಫೋಟೆರಿಕ್ 2. ಬಫರ್
bulb,ಸಿಹಿ ಆಲೂಗಡ್ಡೆ
bunt,ಬಂಟ್ (ರೋಗ)
by-product,1. ಉಪ ಉತ್ಪನ್ನ 2. ಉಪ ಉತ್ಪನ್ನ
c moisture characteristic curve,c ತೇವಾಂಶದ ನಿರ್ದಿಷ್ಟ ಕರ್ವ್
cake,ಎಣ್ಣೆ ಕೇಕ್
calcarious,1. ಸುಣ್ಣ 2. ಕ್ಯಾಲ್ಸಿಯಂ
calcification,ಕ್ಯಾಲ್ಸಿಯಾನ್
calcination of phosphate,ಫಾಸ್ಫೇಟ್ ತೆಗೆಯುವಿಕೆ
callosity,1. ಕಿನಾಟಾ 2. ಕ್ಯಾಲಟಾ
callus,1.ಕ್ಯಾಲಸ್ 2. ಕಿರಣ
calyx,1. ಸೀಪಲ್ಸ್ 2. ಕ್ಯಾಲಿಕ್ಸ್
calyx-end,ಹೊರಗಿನ ಅಂತ್ಯ
cambium,ಈಧಾ
canker,ಕ್ಯಾನ್ಸರ್ (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ)
canning,ಕ್ಯಾನಿಂಗ್
canopy,ಆಕಾಶ
capital,ಹಣಕಾಸು
caprification,ಪರಾಗಸ್ಪರ್ಶ (ಅಂಜೂರದ ಹಣ್ಣುಗಳು)
capsule,1. ಕ್ಯಾಪ್ಸುಲ್ 2. ಕ್ಯಾಪ್ಸುಲ್ 3. ಕ್ಯಾಪ್ಸುಲ್
carbonated,ಕಾರ್ಬೊನೈಸ್ಡ್
carbonization,ಕಾರ್ಬೊನಾನ್
carpel,ಕ್ಯಾರಪೇಸ್
carpus,ಕಂಕಣ
casting,1. ಎರಕ (ಕಬ್ಬಿಣ) 2. ಕ್ಷಿತಿ (ಕೀಟ)
catabolism,ಕ್ಯಾಟಬಾಲಿಸಮ್
catalysis,ಪ್ರೇರಣೆ
caterpillar,1. ಕ್ಯಾಟರ್ಪಿಲ್ಲರ್ 2. ಕ್ಯಾಟರ್ಪಿಲ್ಲರ್
C-DNA Library,ಸಿ ಡಿ. ಎನ್. ಎ. ಸಂಗ್ರಹಣೆ
ceiling,ವ್ಯಾಪ್ತಿ
cell,1. ಕೋಶ 2. ಕೋಶ
central leader system,ಕೇಂದ್ರ ಮುಂಭಾಗದ ವ್ಯವಸ್ಥೆ
centric,1. ಪಾಯಿಂಟ್ 2. ಫೋಕಸ್
centrifugation,ಕೇಂದ್ರಾಪಗಾಮಿ
centrifuge,ಕೇಂದ್ರಾಪಗಾಮಿ
centriole,ನಕ್ಷತ್ರ ಕೇಂದ್ರ
centrogenic,ಎಪಿಜೆನೆಟಿಕ್
centrogenous,ಕೇಂದ್ರರಾಜ
cercus,ಮಗ್ಗ
cereal,1. ಏಕದಳ 2. ಸೀರಿಯಲ್
certification,1. ಪ್ರಮಾಣೀಕರಣ 2. ಪ್ರಮಾಣೀಕರಣ
certified seed,ಪ್ರಮಾಣೀಕೃತ ಬೀಜ
chaff,1. ಹುಲ್ಲು 2. ಕುಟ್ಟಿ 3. ಶಾಲಕ್ ಸಹಪಾತ್ರ
chalaza,1. ನಿಭಾಗ್ 2. ಕೈಲಾಜಾ
chemotropism,ಕೈಮೊಗ್ರಫಿ
chiasma,1. ಕಿಯಾಜ್ಮಾ 2. ಕಾರ್ಯನಿರತ
chilling hours,ಸೂಪರ್ ಕೂಲಿಂಗ್ ಗಂಟೆಗಳು
chilling injury,ಫ್ರಾಸ್ಟ್ ಹಾನಿ
chimera,1. ವಿಚಿರೋಟಕಿ 2. ಚಿಮೆರಾ
chloranthy,ಹಸಿರು ಗಂಜಿ
chlorophyll,1. ಎಲೆಗಳು 2. ಹಸಿರು
chlorosis,ಸೈನೋಸಿಸ್
chorology,ಜೈವಿಕ ವಿತರಣಾ ವಿಜ್ಞಾನ
chromatid,1. ಕ್ರೊಮಾಟಿಡ್ಸ್ 2. ಅರ್ಧ ವರ್ಣತಂತುಗಳು
chromatin,ಕ್ರೊಮಾಟಿನ್
chromatography,ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ
chromatolysis,ಕ್ರೊಮಾಟಿಲೇಷನ್
chromocentre,ಹೃತ್ಕರ್ಣದ ಬಿಂದು
chromogenesis,ಕ್ರೊಮಾಟೊಜೆನೆಸಿಸ್
chromoprotein,1. ಕ್ರೋಮೋಪ್ರೋಟೀನ್ 2. ಪಿಗ್ಮೆಂಟ್ಪ್ರೋಟೀನ್
chromosome,1. ವರ್ಣತಂತುಗಳು 2. ವರ್ಣತಂತುಗಳು
chronic,1. ದೀರ್ಘಕಾಲದ 2. ದೀರ್ಘಕಾಲದ 3. ದೀರ್ಘಕಾಲದ 4. ಬಳಕೆಯಲ್ಲಿಲ್ಲದ
citrange,ಸಿಟ್ರೇಂಜ್
cladode,ಶರತ್ಕಾಲದ ಹಬ್ಬ
classification,ವರ್ಗೀಕರಣ
clay,1. ಮಣ್ಣು 2. ಮಣ್ಣು
cleaning,1. ಶುಚಿಗೊಳಿಸುವಿಕೆ 2. ಸ್ಕ್ರಬ್ಬಿಂಗ್ 3. ಸ್ವಚ್ಛಗೊಳಿಸುವಿಕೆ 4. ಶುದ್ಧೀಕರಣ
cleistogamy,ನಿರಂತರ ಪರಾಗಸ್ಪರ್ಶ
climacteric fruit,ಶಿಲುಬೆಯ ಹಣ್ಣು
climate,ಹವಾಮಾನ
climatology,ಹವಾಮಾನಶಾಸ್ತ್ರ
clipper,ಬರಿಯ
clod,ಉಂಡೆ (ಜೇಡಿಮಣ್ಣು)
clone,ತದ್ರೂಪಿ
cloud,1.ಮೋಡಗಳು 2.ಮೋಡಗಳು
clump,ಗೊಂಚಲು
cluster,ಗುಂಪನ್ನು
coarse,1. ಒರಟು 2. ಒರಟು 3. ಕಚ್ಚಾ 4. ಒರಟು
coat (seed),1. ಕವರ್ 2. ಲೆಥೆರೆಟ್
cocoon,ಕೋಯಾ
coenzyme,1. ಕೋಎಂಜೈಮ್ 2. ಸಹ-ಕಿಣ್ವ
cohesion,ಒಗ್ಗಟ್ಟು
coir,1. ಫೈಬರ್ (ಸೆಣಬು) 2. ತೆಂಗಿನಕಾಯಿ ಒರಟು
coleorrhiza,ಮುಳಂಕೂರು ಚೋಳ
collar 1. स्तंभमूलसंधि 2. कॉलर 3. ग्रीवा,
colloid (soil),ಕೊಲೊಯ್ಡ್ (ಮಣ್ಣು)
columella,1.ಕಾಲಮ್ 2.ಕೊಲುಮೆಲ್ಲಾ
column,1. ಪೆನಾಲ್ಟಿ 2. ಕಾಲಮ್ 3. ಕಾಲಮ್
commensalism,ಕಮ್ಯುನಿಯನ್
commercial bank,ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕ್
commodity,1. ಸರಕು 2. ಸರಕು
community,ಸಮುದಾಯ
compaction (of soil),ಸಂಕೋಚನ (ಮಣ್ಣಿನ)
compatibility,1. ಹೊಂದಾಣಿಕೆ 2. ಹೊಂದಾಣಿಕೆ
compatibility,ಹೊಂದಾಣಿಕೆ
compensation,1. ಪರಿಹಾರ 2. ಪರಿಹಾರ
competitive interaction,ಸ್ಪರ್ಧಾತ್ಮಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ
complementary crop,ಪೂರಕ ಬೆಳೆ
complex,1.ಸಂಯೋಜಿತ 2.ಸಂಕೀರ್ಣ
component,ಘಟಕ
composition,ಸಂಯೋಜನೆ
compost,ಗೊಬ್ಬರ
compound interest,ಚಕ್ರಬಡ್ಡಿ
computation,ಗಣನೆ
computer,1. ಕಂಪ್ಯೂಟರ್ 2. ಕಂಪ್ಯೂಟರ್
concentration,1. ಏಕಾಗ್ರತೆ 2. ಏಕಾಗ್ರತೆ
conditioner,1. ಆಪ್ಟಿಮೈಜರ್ 2. ರಿವೈಟಲೈಸರ್
conductance,ವಾಹಕತೆ
configuration,1. ಕಾನ್ಫಿಗರೇಶನ್ 2. ಕಾನ್ಫಿಗರೇಶನ್
conformity,1. ಅನುಸರಣೆ 2. ಸಂರಚನೆ 3. ಅನುಸರಣೆ
confounding,1. ಏಕೀಕರಣ 2. ಹೈಬ್ರಿಡೈಸೇಶನ್
conjugation,ಸಂಯೋಗ
connective,1. ಸಂಯೋಜಕ 2. ಸಂಯೋಜಕ
conservation,ರಕ್ಷಣೆ
consolidation,ಬಲವರ್ಧನೆ
constituents,1. ಪದಾರ್ಥ 2. ಪದಾರ್ಥಗಳು
consumer,ಗ್ರಾಹಕ
consumption,ಬಳಕೆ
contamination,ಮಾಲಿನ್ಯ
contour planting,ಬಾಹ್ಯರೇಖೆ ನೆಟ್ಟ
contour,ಬಾಹ್ಯರೇಖೆ ರೇಖೆ
contract farming,1. ಗುತ್ತಿಗೆ ಕೃಷಿ 2. ಗುತ್ತಿಗೆ ಕೃಷಿ 3. ಗುತ್ತಿಗೆ ಕೃಷಿ
controlled storage,ನಿಯಂತ್ರಿತ ವಾತಾವರಣದ ಶೇಖರಣೆ
co-operative bank,ಸಹಕಾರಿ ಬ್ಯಾಂಕ್
cooperator,ಸಹಕಾರ ಸಂಘದ ಸದಸ್ಯ
coppice,ಗುಲ್ಮಾವನ್
corm,ಘನಾಕೃತಿಯ
corolla,1. ದಾಲ್ಪುಂಜ್ 2. ಕೊರೊಲ್ಲಾ
cortex,1. ಕಾರ್ಟೆಕ್ಸ್ 2. ಕಾರ್ಟೆಕ್ಸ್
cost,ವೆಚ್ಚ
cotyledon (seed),ಕೋಟಿಲ್ಡನ್
credit society,ಕ್ರೆಡಿಟ್ ಸಮಿತಿ
credit,1. ಸಾಲ ನೀಡಿಕೆ 2. ಕ್ರೆಡಿಟ್
creditor,1. ಸಾಲದಾತ 2. ಸಾಲಗಾರ
crest,1. ಕ್ರೆಸ್ಟ್ 2. ಶೃಂಗ 3. ಶಿಖರ
crinkle,ಹಿಂತೆಗೆದುಕೊಳ್ಳುವಿಕೆ
crisis,ಸಮಸ್ಯೆ
criterion,ಪರೀಕ್ಷೆ
critical,ನಿರ್ಣಾಯಕ
crop insurance,ಬೆಳೆ ವಿಮೆ
crop loan,ಬೆಳೆ ಸಾಲ
crop,1. ಬೆಳೆ 2. ಬೆಳೆ
cropping area,ಕೃಷಿ ಪ್ರದೇಶ
cross-incompatible,ಅಡ್ಡ ಹೊಂದಾಣಿಕೆಯಾಗುವುದಿಲ್ಲ
crown (plant),1. ಕಿರೀಟ 2. ಪಿನಾಕಲ್ (ಸಸ್ಯ)
crumb,ಮೃದು ಕಣಗಳು
crust,ಕ್ರಸ್ಟ್
cryptogam,1. ಕ್ರಿಪ್ಟೋಗಮ್ 2. ಫ್ಲೋರಿಫಾರ್ಮ್ ಅಲ್ಲದ
cull (fruits),ಕತ್ತರಿಸು (ಹಣ್ಣು)
culm,ಪೆನ್ನು
cultivar,ತಳಿ ವೈವಿಧ್ಯ
cultivation,1. ಎಳೆತ 2. ಕೃಷಿ 3. ಬೇಸಾಯ
cultivator,1. ರೈತ 2. ಕೃಷಿಕ
culture,1. ಸಾಗುವಳಿ 2. ಸಾಗುವಳಿ 3. ಪಾಲನೆ
curing,1.ಸಂಪನ್ಮೂಲ 2.ತಯಾರಿಕೆ
curling,1.ಕುಂತಲನ್ 2.ಕುಂಚೋನ್
currency,ಭಂಗಿ
cuticle,1. ಎಪಿಡರ್ಮಿಸ್ 2. ಹೊರಪೊರೆ
cutting,1. ಪೆನ್ 2. ಕತ್ತರಿಸುವುದು 3. ಕತ್ತರಿಸುವುದು 4. ಕತ್ತರಿಸುವುದು 5. ಕತ್ತರಿಸುವುದು
cyst,1. ವರ್ಮ್ ಕಾರ್ಪಸ್ 2. ಚೀಲ 3. ಚೀಲ 4. ವಿರೂಪಗೊಂಡ ಗಡ್ಡೆ 5. ನಿಯೋಪ್ಲಾಸಂ
cytochrome,ಸೈಟೋಕ್ರೋಮ್
cytogamy,ಜೀವಕೋಶದ ಜೋಡಣೆ
cytogenesis,ಜೀವಕೋಶದ ಸಂತಾನೋತ್ಪತ್ತಿ
cytogenetics,ಜೀವಕೋಶದ ತಳಿಶಾಸ್ತ್ರ
cytokinesis,ಸೈಟೋಪ್ಲಾಸ್ಮಿಕ್ ವಿಭಾಗ
cytology,ಜೀವಕೋಶದ ಜೀವಶಾಸ್ತ್ರ
cytolysis,ಜೀವಕೋಶದ ವಿಘಟನೆ
