Kannada,Marathi
"ಬೇಸ್ ಪ್ಲೇಟ್, ಹೊಂದಾಣಿಕೆ","बेस प्लेट, समायोज्य"
ಮೂಲ ಶುದ್ಧತ್ವ,बेस संपृक्तता
ಬಸಾಯಿಡ್,बेसॉइड
ಬ್ಯಾಟ್,वटवाघूळ
ಬಾತ್ ಮತ್ತು WC,बाथ आणि WC
ಬ್ಯಾಟರ್ ಪೆಗ್,पिठात पेग
ಬ್ಯಾಟರ್ ಪಿಯರ್,पिठात घाट
ಬ್ಯಾಟರ್ ನಿಯಮ,पिठात नियम
ಬಾಲ್ಕ್ (ಬಾಲ್ಕ್),बल्क (बाल्क)
ಕೊಲ್ಲಿ,खाडी
ಬೇರರ್,वाहक
ತಾಳಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ,सहन करण्याची क्षमता
ಬೇರಿಂಗ್ ಪೈಲ್,पत्करणे ब्लॉकला
ಬೇರಿಂಗ್ ಸ್ಟ್ರಾಟಮ್,बेअरिंग स्ट्रॅटम
ಹಾಸಿಗೆ,पलंग
ಹಾಸಿಗೆ ವಿಮಾನ,बेडिंग विमान
ಬೆಡ್ ಜಂಟಿ,बेड संयुक्त
ಬೆಡ್ ರಾಕ್,बेड रॉक
ಮಲಗುವ ಕೋಣೆ,बेड रूम
ಜೇನುಮೇಣ,मेण
ಬೆಲ್ ಬಾಕ್ಸ್,बेल बॉक्स
ಬೆಲ್ಲಿಂಗ್ ಬಕೆಟ್,बेलिंग बादली
ಬೆಲ್ಲೋಫ್ರಾಮ್,बेलोफ्राम
ಬೆಂಚ್ಡ್ ಅಡಿಪಾಯ,बेंच केलेला पाया
ಬೆಂಚಿಂಗ್,बेंचिंग
ಮಾನದಂಡ,बेंच मार्क
ಲಾಭದ ವೆಚ್ಚದ ವಿಶ್ಲೇಷಣೆ,लाभ खर्चाचे विश्लेषण
ಬೆರ್ಮ್,बर्म
ಬೆವೆಲ್ಡ್ ಮುಚ್ಚುವಿಕೆ,Bevelled बंद
"ಬಿ-ಹಾರಿಜಾನ್,&quot;ಬಿ-","B-क्षितिज,&quot;B-"
ಬಿಯಾಟ್,बायट
ಬೈಂಡರ್,बाईंडर
ಬೈಂಡಿಂಗ್ ವಸ್ತು,बंधनकारक साहित्य
ಬಯೋಟ್ ಸಿದ್ಧಾಂತ,बायोटचा सिद्धांत
ಬಿಟುಮೆನ್,बिटुमेन
ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು,काळी कापूस माती
ಕಪ್ಪು ಭೂಮಿ,काळी पृथ्वी
ಕಪ್ಪು ಟರ್ಫ್ ಮಣ್ಣು,काळी हरळीची माती
ಬ್ಲೇಡ್,ब्लेड
ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್ ಸಿಮೆಂಟ್,ब्लास्ट फर्नेस स्लॅग सिमेंट
ಬ್ಲಾಕ್ ರಚನೆ,ब्लॉक रचना
ಬೋಗಿ ಪ್ರತಿರೋಧ,बोगी प्रतिकार
ಬಾಗ್-ಕಬ್ಬಿಣದ ಅದಿರು,बोग-लोह धातू
ಕರಾರುಪತ್ರ,बाँड
ಬಂಧಿತ ಸದಸ್ಯ,बंधपत्रित सदस्य
ಬಂಧಿತ ಪೋಸ್ಟ್ ಟೆನ್ಷನಿಂಗ್,बंध पोस्ट टेंशनिंग
ಬಾಂಡ್ ಕಲ್ಲು,बोंड दगड
ಬೌಂಡ್ ನೀರು,बांधलेले पाणी
ಬಾಕ್ಸ್ ಗಟರ್,पेटी गटर
ಬ್ರೇಸ್,ब्रेस
ಬ್ರಿಕ್ ಆನ್ ಎಡ್ಜ್,वीट-ऑन-एज
ಬ್ರಿಡ್ಲ್,लगाम
ಹೊಳಪು,तेज
ಕಂದು ಮಣ್ಣು,तपकिरी माती
ಕಟ್ಟಡ,इमारत
ಕಟ್ಟಡ ಸರ್ವೇಯರ್,इमारत सर्वेक्षक
ಬಫರ್,बफर
ಬಫರ್ ಕರ್ವ್,बफर वक्र
ಬಫರಿಂಗ್,बफरिंग
ಬಫರಿಂಗ್ ಸಾಮರ್ಥ್ಯ,बफरिंग क्षमता
ಬಂದರ್,बंदर
ಬಟ್ರೆಸ್,बट्रेस
ಸಿ-ಹಾರಿಜಾನ್,सी-क्षितिज
ಕೇಬಲ್,केबल
ಕೇಬಲ್ ಮೋಲ್ಡಿಂಗ್,केबल मोल्डिंग
ಕೇಬಲ್ ಹಾಕುವುದು,केबल टाकणे
ಕ್ಯಾಬಿನ್,केबिन
ಕ್ಯಾಬಿನ್ ಹುಕ್,केबिन हुक
ಕ್ಯಾಬಿನೆಟ್,कपाट
ಕಾಬೋಲ್ಟ್ ತೊರೆದರು,कॅबोल्ट सोडला
ಕೆಫೆಟೇರಿಯಾ,कॅफेटेरिया
ಪಂಜರ,पिंजरा
ಪಂಜರ ನಿರ್ಮಾಣ,पिंजरा बांधकाम
ಕೇನ್ ಅವರ ಸೂತ್ರ,काईनचे सूत्र
ಕೈಸನ್,कैसन
ಕೈಸನ್ ಕಾಯಿಲೆ,कॅसन रोग
ಕೈಸನ್ ಅಡಿಪಾಯ,Caisson पाया
ಕೈಸನ್ ರಾಶಿ,Caisson ढीग
ಸುಣ್ಣದ ಇಟ್ಟಿಗೆ,चुनखडीची वीट
ಸುಣ್ಣದ ಜೇಡಿಮಣ್ಣು,चुनखडीयुक्त चिकणमाती
ಕ್ಯಾಲ್ಕೇರಿಯಸ್ ಕ್ರಸ್ಟ್,चुनखडीयुक्त कवच
ಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್,कॅल्सिफिकेशन
ಕ್ಯಾಲ್ಸಿನೇಷನ್,कॅल्सीनेशन
ಕ್ಯಾಲ್ಸಿನ್,कॅल्सीन
ಕ್ಯಾಲ್ಸೈಟ್,कॅल्साइट
ಕ್ಯಾಲ್ಸಿಯಂ-ಅಲ್ಯೂಮಿನೇಟ್ ಸಿಮೆಂಟ್,कॅल्शियम-अल्युमिनेट सिमेंट
ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಇಟ್ಟಿಗೆ,कॅल्शियम-सिलिकेट वीट
ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಹೈಡ್ರೇಟ್,कॅल्शियम-सिलिकेट हायड्रेट
ಕ್ಯಾಲಿಚೆ,कॅलिचे
ಕ್ಯಾಲಿಫೋರ್ನಿಯಾ ಬೇರಿಂಗ್ ಅನುಪಾತ,कॅलिफोर्निया बेअरिंग रेशो
ಕ್ಯಾಲಿಪರ್,कॅलिपर
ಕ್ಯಾಲೋರಿಮೀಟರ್,कॅलरीमीटर
ಕ್ಯಾಂಬರ್,कांबर
ಕಾಲುವೆ,कालवा
ಮೇಲಾವರಣ,छत
ಕ್ಯಾಂಟಿಲಿವರ್ ಫೂಟಿಂಗ್,कॅन्टिलिव्हर फूटिंग
ಕ್ಯಾಪ್,टोपी
ಸಾಮರ್ಥ್ಯ,क्षमता
ಏಲ್ ಟ್ರ್ಯಾಕ್ ಸಾಮರ್ಥ್ಯ,एइल ट्रॅकची क्षमता
ಕ್ಯಾಪ್ ಕೇಬಲ್,कॅप केबल
ಕ್ಯಾಪಿಲ್ಲರಿಟಿ,केशिका
ಕ್ಯಾಪಿಲ್ಲರಿ ಬ್ರೇಕ್,केशिका ब्रेक
ಕ್ಯಾಪಿಲ್ಲರಿ ಹರಿವು,केशिका प्रवाह
ಕ್ಯಾಪಿಲ್ಲರಿ ತೇವಾಂಶ ಅಥವಾ ಕ್ಯಾಪಿಲ್ಲರಿ ನೀರು,केशिका ओलावा किंवा केशिका पाणी
ಕ್ಯಾಪಿಲ್ಲರಿ ರಂಧ್ರದ ಜಾಗ,केशिका छिद्र जागा
ಕ್ಯಾಪಿಲ್ಲರಿ ಸರಂಧ್ರತೆ,केशिका सच्छिद्रता
ಕ್ಯಾಪಿಲ್ಲರಿ ಸ್ಪೇಸ್,केशिका जागा
ಕ್ಯಾಪ್ಚರ್ ವೇಗ,वेग कॅप्चर करा
ಕಾರ್ಬೊನೇಶನ್,कार्बोनेशन
ಕಾರ್ಬನ್ ಕಪ್ಪು,कार्बन ब्लॅक
ಕ್ಯಾಸ್ಟ್ಬಲ್ ವಕ್ರೀಕಾರಕ,कास्टबल रेफ्रेक्ट्री
ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ ಅಥವಾ ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ,कास्ट-इन-प्लेस किंवा कास्ट-इन-सिटू
ಎರಕಹೊಯ್ದ ರಾಶಿ,कास्ट-इन-प्लेस मेख
ಕ್ಯಾಸ್ಟರ್,एरंडेल
ಎರಕಹೊಯ್ದ ಕಲ್ಲು,कास्ट दगड
ವೇಗವರ್ಧಕ,उत्प्रेरक
ಕ್ಯಾಟೆನಾ,कॅटेना
ಬೆಕ್ಕಿನ ಮುಖ,मांजरीचा चेहरा
ಬೆಕ್ಕಿನ ತಲೆ,मांजरीचे डोके
ಕ್ಯಾಶನ್,कॅशन
ಬೆಕ್ಕಿನ ನಡಿಗೆ,मांजर चालणे
ಗುಳ್ಳೆಕಟ್ಟುವಿಕೆ ಹಾನಿ,पोकळ्या निर्माण होणे नुकसान
ಸೆಲೈಟ್,Celite
ಸೆಲ್ಯುಲಾರ್ ಕಾಂಕ್ರೀಟ್,सेल्युलर कंक्रीट
ಸೆಲ್ಯುಲಾರ್ ನಿರ್ಮಾಣ,सेल्युलर बांधकाम
ಸಿಮೆಂಟ್,सिमेंट
"ಸಿಮೆಂಟ್, ಬಿಟುಮಿನಸ್","सिमेंट, बिटुमिनस"
"ಸಿಮೆಂಟ್, ಹೆಚ್ಚಿನ ಶಕ್ತಿ","सिमेंट, उच्च शक्ती"
"ಸಿಮೆಂಟ್, ಹೈಡ್ರಾಲಿಕ್","सिमेंट, हायड्रॉलिक"
"ಸಿಮೆಂಟ್, ಕಡಿಮೆ ಶಾಖ","सिमेंट, कमी उष्णता"
"ಸಿಮೆಂಟ್, ಕಲ್ಲು","सिमेंट, दगडी बांधकाम"
"ಸಿಮೆಂಟ್, ನೈಸರ್ಗಿಕ","सिमेंट, नैसर्गिक"
"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್","सिमेंट, पोर्टलँड"
"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್","सिमेंट, पोर्टलँड ब्लास्ट फर्नेस स्लॅग"
"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಪೊಝೋಲನ್","सिमेंट, पोर्टलँड पोझोलन"
"ಸಿಮೆಂಟ್, ಸ್ಲ್ಯಾಗ್","सिमेंट, स्लॅग"
"ಸಿಮೆಂಟ್, ಸಲ್ಫೇಟ್ ನಿರೋಧಕ","सिमेंट, सल्फेट प्रतिरोधक"
"ಸಿಮೆಂಟ್, ಸೂಪರ್ ಸಲ್ಫೇಟ್","सिमेंट, सुपर सल्फेट"
"ಸಿಮೆಂಟ್, ಬಿಳಿ","सिमेंट, पांढरा"
ಸಿಮೆಂಟ್-ಒಟ್ಟಾರೆ ಅನುಪಾತ,सिमेंट-एकूण प्रमाण
ಸಿಮೆಂಟ್ ವಿಷಯ,सिमेंट सामग्री
ಸಿಮೆಂಟ್ ಜೆಲ್,सिमेंट जेल
ಸಿಮೆಂಟ್ ಗನ್,सिमेंट बंदूक
ಸಿಮೆಂಟ್ ಗೂಡು,सिमेंटची भट्टी
ಸಿಮೆಂಟ್ ಬಣ್ಣ,सिमेंट पेंट
ಸಿಮೆಂಟ್ ಪ್ಲಾಸ್ಟರ್,सिमेंट प्लास्टर
ಸಿಮೆಂಟ್ ಕಲ್ಲು,सिमेंट खडक
ಸಿಮೆಂಟ್ ಸ್ಲರಿ,सिमेंट स्लरी
ಸಿಮೆಂಟ್ ಸಂಗ್ರಹಣೆ,सिमेंट स्टोरेज
ಸಿಮೆಂಟೇಶನ್ ಪ್ರಕ್ರಿಯೆ,सिमेंटेशन प्रक्रिया
ಕೇಂದ್ರೀಕರಣ,केंद्रीकरण
ಕೇಂದ್ರೀಕರಿಸುವುದು ಮತ್ತು ಮುಚ್ಚುವುದು,सेंटरिंग आणि शटरिंग
ಕೇಂದ್ರ ಮಿಶ್ರ ಕಾಂಕ್ರೀಟ್,केंद्रीय मिश्रित कंक्रीट
ಕೇಂದ್ರ ಮಿಕ್ಸರ್,मध्यवर्ती मिक्सर
ಕೇಂದ್ರಾಪಗಾಮಿ ಫ್ಯಾನ್,केंद्रापसारक पंखा
ಚಾಕ್,खडू
ಚೇಂಫರ್,चांफर
ಚೇಂಫರ್ ಸ್ಟ್ರಿಪ್,चेंफर पट्टी
ಚಾನಲ್ ಕಿರಣ,चॅनेल बीम
ವಿಶಿಷ್ಟ ಲೋಡ್,वैशिष्ट्यपूर्ण भार
ವಿಶಿಷ್ಟ ಶಕ್ತಿ,वैशिष्ट्यपूर्ण ताकद
ಚಾರ್ಜ್ ಆಫ್,चार्ज बंद
ಚಾರ್ಜ್ ಆಗುತ್ತಿದೆ,चार्ज होत आहे
ಪರಿಶೀಲಿಸಲಾಗುತ್ತಿದೆ,तपासत आहे
ರಾಸಾಯನಿಕ ಬಂಧ,रासायनिक बंध
ಚೆರ್ನೋಜೆಮ್,चेरनोझेम
ಚೆಸ್ಟ್ನಟ್ ಮಣ್ಣು,चेस्टनट माती
ಚಿಮಣಿ ಗಟಾರ,चिमणी गटर
ಚಿಪ್ ಬೋರ್ಡ್,चिप बोर्ड
ಚಿಪ್ಪಿಂಗ್,चिपिंग
ಚಿಪ್ಸ್,चिप्स
ಗಾಳಿಕೊಡೆ,चुटे
ವರ್ಗ (ಕಾಂಕ್ರೀಟ್),वर्ग (काँक्रीटचा)
ಕ್ಲೇ,चिकणमाती
ಕ್ಲೇ ವಿಷಯ,चिकणमाती सामग्री
ಕ್ಲೇ ಪ್ಯಾನ್,मातीचा तवा
ಕ್ಲೀನ್ಔಟ್,क्लीनआउट
ಸ್ವಚ್ಛಗೊಳಿಸಿ,साफ करा
ಕ್ಲೀಟ್,क्लीट
ಕ್ಲಿಂಕರ್,क्लिंकर
ಕ್ಲಿಪ್,क्लिप
ಹೆಪ್ಪುಗಟ್ಟುವಿಕೆ,गोठणे
ಒರಟಾದ ಒಟ್ಟು,खडबडीत एकूण
ಒರಟಾದ ಧಾನ್ಯದ ಮಣ್ಣು,खडबडीत दाणेदार माती
ಕೋಟ್,कोट
ಕಾಫರ್ ಅಣೆಕಟ್ಟು,कोफर धरण
ಒಗ್ಗಟ್ಟು,एकसंधता
ಕೊಲಾಯ್ಡ್,कोलायड
ಕೊಲೊಯ್ಡಲ್ ತೇವಾಂಶ ಸಮಾನ ಅನುಪಾತ,कोलोइडल आर्द्रता समतुल्य गुणोत्तर
ಕೊಲೊಯ್ಡಲ್ ವ್ಯವಸ್ಥೆ,कोलाइडल प्रणाली
ಕೊಲ್ಯುವಿಯಲ್ ಮಣ್ಣು,कोल्व्हियल माती
ಅಂಕಣ,स्तंभ
ಬಾಚಣಿಗೆ ಮುಕ್ತಾಯ,कॉम्बेड फिनिश
ಕಂಬೈನ್ಡ್ ಫೂಟಿಂಗ್,एकत्रित पाया
ಸಂಯೋಜಿತ ನೀರು,एकत्रित पाणी
ಸಾಮಾನ್ಯ ಕೊಠಡಿ,सामान्य खोली
ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ ಪ್ರಮಾಣಪತ್ರ,पूर्णत्वाचे प्रमाणपत्र
ಘಟಕ ಚೌಕ,घटक चौरस
ಕಾಂಕ್ರೀಟ್,काँक्रीट
ಕಾಂಕ್ರೀಟಿಕರಣ,काँक्रिशन
ಏಕೀಕೃತ ದರ/ಫ್ಲಾಟ್ ದರ,एकत्रित दर/सपाट दर
ಮಾಲಿನ್ಯಕಾರಕಗಳು,दूषित पदार्थ
ಅಲ್ಕೋವ್ ಅಡುಗೆ,पाककला alcove
ನಿಭಾಯಿಸುವುದು,सामना करणे
ಕಾರ್ಬೆಲ್,कॉर्बेल
ಕಾರ್ನಿಸ್,कॉर्निस
ಸಂಯೋಜಕ,कपलर
"ಕಪ್ಲರ್, ಡಬಲ್","युग्मक, दुहेरी"
"ಕಪ್ಲರ್, ಪುಟ್ಲಾಗ್","कपलर, पुटलॉग"
"ಕಪ್ಲರ್, ಸ್ವಿವೆಲ್","युग्मक, कुंडा"
ಕೋರ್ಸ್,अभ्यासक्रम
ಕೋರ್ಸ್ಡ್ ಯಾದೃಚ್ಛಿಕ ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲುಗಳು,यादृच्छिक भंगार दगडी बांधकाम
ಆವರಿಸಿದ ಪ್ರದೇಶ,झाकलेले क्षेत्र
ತೆವಳುವ,रांगणे
ಕ್ರೀಪ್ ಗುಣಾಂಕ,रांगणे गुणांक
ಕ್ರೊಟೊವಿನ್,क्रोटोवाइन
ಕಾಗೆ ಕಾಲು,कावळा पाय
ಕ್ರಂಬ್ ರಚನೆ,लहानसा तुकडा रचना
ದಂಡೆ,अंकुश
ಪ್ರಸ್ತುತ,चालू
ಕರ್ವ್ ಪ್ರತಿರೋಧ,वक्र प्रतिकार
ತೇವಾಂಶ ನಿರೋಧಕ ಕೋರ್ಸ್,ओलसर पुरावा कोर्स
ಪೂರ್ಣಗೊಂಡ ದಿನಾಂಕ,पूर्ण होण्याची तारीख
ಡೆಡ್ ಲೋಡ್,मृत भार
ಸತ್ತ ನೀರು,मृत पाणी
ಡೆಸಿಬೆಲ್,डेसिबल
ಡಿಫ್ಲೋಕ್ಯುಲೇಷನ್,Deflocculation
ಗಾಳಿ ಅಥವಾ ಗಾಳಿಯ ಅಂತರದ ಅನುಪಾತದ ಪದವಿ,वायुवीजन किंवा हवेच्या जागेचे प्रमाण
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆಯ ಪದವಿ,एकत्रीकरणाची पदवी
ಪ್ರಸರಣದ ಪದವಿ,फैलाव पदवी
ಶುದ್ಧತ್ವದ ಪದವಿ,संपृक्तता पदवी
ಸಾಂದ್ರತೆ,घनता
ಮರುಭೂಮಿ ಪಾದಚಾರಿ ಮಾರ್ಗ,वाळवंट फुटपाथ
ಮರುಭೂಮಿ ಮಣ್ಣು,वाळवंटी माती
ವಿವರಗಳು,तपशील
ಅಭಿವೃದ್ಧಿ ಅವಧಿ,विकास कालावधी
ಡಿ-ಹಾರಿಜಾನ್,डी-क्षितिज
ಕರ್ಣೀಯ ಬಂಧ,कर्ण बंध
ರೇಖಾಚಿತ್ರ,आकृती
ಡಿಜಿಟಲ್ ಡಾಕ್,डिजिटल डॉक
ಭೇದಾತ್ಮಕ ನೀರಿನ ದರ,विभेदक पाणी दर
ದುರ್ಬಲಗೊಳಿಸುವ ವಾತಾಯನ,सौम्य वायुवीजन
ಡಿಲುವಿಯಂ,डिलुव्हियम
ಊಟದ ಕೋಣೆ,जेवणाची खोली
ದಿಕ್ಕಿನ ಪೆಗ್,दिशा पेग
ಪ್ರಸರಣ,फैलाव
ಡಿಸ್ಟೆಂಪರ್,डिस्टेंपर
ಡಾಕ್,गोदी
ಬಾಗಿಲು,दार
ಡಾರ್ಮರ್,डोर्मर
ಡಾರ್ಮರ್ ಚೆಕ್,डॉर्मर चेक
ಡಬಲ್ ಫ್ಲೆಮಿಶ್ ಬಾಂಡ್,दुहेरी फ्लेमिश बाँड
ಡಬಲ್ ಲೇಯರ್,दुहेरी थर
ಡೋವೆಲ್,डोवेल
ಡ್ರಾಯಿಂಗ್ ಬೋರ್ಡ್,रेखाचित्र बोर्ड
ಡ್ರಾಯಿಂಗ್ ಕೊಠಡಿ,रेखाचित्र खोली
ಡ್ರಿಫ್ಟ್,वाहून नेणे
ಒಣ ಬಲ್ಬ್ ತಾಪಮಾನ,कोरडे बल्ब तापमान
ಡ್ರೈ ಡಾಕ್,कोरडी गोदी
ಒಣ ರಬ್ಬರ್ ಕಲ್ಲು,कोरडे रबर दगडी बांधकाम
ಡಚ್ ಬಾಂಡ್,डच बाँड
ಕುಬ್ಜ ಗೋಡೆ,बटू भिंत
ವಸತಿ ಘಟಕ,निवास एकक
ಈವ್,इव्ह
ಈವ್ಸ್ ಗಟರ್,Eaves गटर
ಆರ್ಥಿಕ ಕಾರ್ಯಸಾಧ್ಯತೆ,आर्थिक व्यवहार्यता
ಎಕ್ಟೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು,एक्टोडायनामॉर्फिक माती
ಸುಳಿ,एडी
ಪರಿಣಾಮಕಾರಿ ಗಾತ್ರ,प्रभावी आकार
ಪುಷ್ಪಮಯ,फुलणे
ಹೊರಹರಿವು,सांडपाणी
ಎತ್ತರ,उत्थान
ಎಲುವಿಯೇಶನ್,एलिव्हिएशन
ಎಲುವಿಯಮ್,एल्युव्हियम
ಎಂಡೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು,एंडोडायनामॉर्फिक माती
ಎಂಜಿನಿಯರಿಂಗ್ ಕಾರ್ಯಸಾಧ್ಯತೆ,अभियांत्रिकी व्यवहार्यता
ಇಂಗ್ಲಿಷ್ ಬಾಂಡ್,इंग्रजी बंधन
ಇಂಗ್ಲಿಷ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್,इंग्रजी बाग भिंत बंधन
"EPM (ಪ್ರತಿ ಮಿಲಿಯನ್‌ಗೆ ಸಮಾನ),&quot;","EPM (समतुल्य प्रति दशलक्ष),&quot;"
ಸಮಾನ ತೂಕ,समतुल्य वजन
ಉದಾ,अर्ग
ವಿನಿಮಯ ಮಾಡಬಹುದಾದ,अदलाबदल करण्यायोग्य
ಬದಲಾಯಿಸಬಹುದಾದ ಆಮ್ಲೀಯತೆ,एक्सचेंज करण्यायोग्य आम्लता
ಬದಲಾಯಿಸಬಹುದಾದ ಸೋಡಿಯಂ ಶೇಕಡಾವಾರು (ESP),एक्सचेंजेबल सोडियम टक्केवारी (ESP)
ಇ.ಎಸ್.ಪಿ.,ई.एस.पी.
ವಿನಿಮಯ ಆಮ್ಲೀಯತೆ,एक्सचेंज आंबटपणा
ವಿನಿಮಯ ಸಂಕೀರ್ಣ,एक्सचेंज कॉम्प्लेक्स
ನಿಷ್ಕಾಸ,एक्झॉस्ट
ಬಹಿರಂಗ ಮುಕ್ತಾಯ,उघड समाप्त
ಕಣ್ಣು,डोळा
ಕಣ್ಣು ಹುಬ್ಬು,डोळा कपाळ
ಎದುರಿಸುತ್ತಿದೆ,तोंड देत
ಎದುರಿಸುತ್ತಿರುವ ಬಂಧ,बाँडचा सामना करत आहे
