Odiya,Gujarati
ଆକ୍ୱେମିଲେଟ୍ |,Acાંકણ
ଆକୋନିଟମ୍,એક જાતની કળા
ଆକ୍ୟୁନ୍ ପୋକ |,એકોખી
ଆକାଶବାଣୀ ଜୋନିଂ |,ધ્વનિ ક્ષેત્ર
ଅର୍ଜନ ବର୍ଣ୍ଣ,પ્રાપ્ત કરેલું પાત્ર
ଅଜାଣତର କାରଣ,હસ્તગત પ્રતિરક્ષા
ଇମ୍ପୁନାଓ ଅଭାବ ସିଣ୍ଡ୍ରୋମ (ଏଡସ୍) ହାସଲ କରିଛି |,હસ્તગત ઇમ્યુનો ઉણપ સિન્ડ્રોમ (એઇડ્સ)
ଅକାନିଆ,ક્રોધાવેશ
ଆକ୍ରିଡାଇନ୍ ରଙ୍ଗ,એસિડાઇન રંગ
ଆକ୍ରୋସେଣ୍ଟ୍ରିକ୍ |,અતિશય
ଆକ୍ରୋମିଅନ୍ |,કરચલી
ଆକ୍ରୋପେଟାଲ୍ କ୍ରମ |,સર્કરો
ଆକ୍ରୋପେଟାଲ୍ କ୍ରମ |,સરકરાનો હુકમ
ଆକ୍ରୋସିନ୍ |,ગળાશ
ଆକ୍ଟିନ୍ |,કાર્ય
ଆକ୍ଟିନ୍-ପ୍ରୋଟିନ୍ |,કૃત્ય
ଆକ୍ଟିନୋମୋରଫିକ୍ଫିକ୍ |,અભિપ્રાયનું
ଆକ୍ଟିନୋମିସେସିସ୍ |,કૃત્ય
କାର୍ଯ୍ୟ ସମ୍ଭାବନା,કાર્ય માટેની ક્ષમતા
ସକ୍ରିୟ ସ୍ଲେଜ୍ |,સક્રિય કાદવ
ସକ୍ରିୟ ସ୍ଲେଜ୍ ଫ୍ଲୋକ |,સક્રિય કાદવ ફ્લોક
ସକ୍ରିୟ ଶକ୍ତି,સક્રિય energyર્જા
ସକ୍ରିୟ ଶୋଷଣ,સક્રિય શોષણ
ସକ୍ରିୟ ପ୍ରତିରୋଧକତା |,સક્રિય પ્રતિરક્ષા
ସକ୍ରିୟ ବିକିରଣ |,સક્રિય કિરણોત્સર્ગ
ସକ୍ରିୟ ସାଇଟ୍,સક્રિય સ્થળ
କାର୍ଯ୍ୟକର୍ତ୍ତା,સક્રિય
ଆକ୍ରମିନେଟ୍ |,અણીદાર
ଆଡାମାସିଆ |,એડ્મસિયા
ଅନୁକେତ,અનુકૂલનક્ષમતા
ଆଡାପ୍ଟେସନ୍,અનુકૂલન
ହାଲୁକା ଶାସନ ପାଇଁ ଆଡାପ୍ଟେସନ୍ |,પ્રકાશ શાસન માટે અનુકૂલન
ଜଳ ଅଭାବରୁ ଆଡାପ୍ଟେସନ୍ |,પાણીની અછતને અનુકૂલન
ଆଡାପ୍ଟିଭ୍ ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ |,અનુકૂલનશીલ લાક્ષણિકતાઓ
ଆଡାପ୍ଟିଭ୍ ଇନମୁନିଟି |,અનુકૂલનશીલ પ્રતિરક્ષા
ଆଡାପ୍ଟିଭ୍ ବିକିରଣ |,અનુકૂલનશીલ કિરણોત્સર્ગ
ଆଡାପ୍ଟିଭ୍ ଗୁଣ |,અનુકૂલન લક્ષણ
ଆଡକ୍ସିଆଲ୍ ଭୂପୃଷ୍ଠ |,ઉપદેશક
ନିଶା ବ୍ୟାଧି |,વ્યસનકારક વિકાર
ଆଡେନିନ୍,એક જાતની adાળ
ଆଡେନୋକର୍ଟିକୋଟ୍ରୋପିନ୍ |,એડોનોકોર્ટિકોટ્રોપિન
Adenehiopophisisisis,એનોહિપોફિસીસ
ଆଡେନୋଜିନ୍ ଡିଫୋସେଫେଟ୍ |,એડેનોસિન ડિફોસ્ફેટ
ଆଡେନୁସିନ୍ ତ୍ୟାଗ କର |,એમેનોસિન
ଆଡେନୁସିନ୍ ମୋନୋଫୋସଫେଟ୍ |,એનોસિન મોનોફોસ્ફેટ
ଆଡେନୁସିନ୍ ଟ୍ରିପ୍ଫେଟ୍ (ATP),એડેનોસિન ટ્રાઇફોસ્ફેટ (એટીપી)
ଆଡେନିଲେଟ୍ ସାଇକ୍ଲାଜିନ୍ |,સાયક્લેઝ
ଆଡେସିଭ୍ ଫୋର୍ସ |,ચપળ બળ
ଆଡିପେଟ୍ କରନ୍ତୁ |,શણગારવું
Adipocyte (ଫ୍ୟାଟ୍ ସେଲ୍),એડિપોસાઇટ (ચરબી કોષ)
ସିସ୍ୟୁଜ୍ ଟିସୁ |,ચરબી પેશી
ଆଡନେଟ୍ |,Nતરતું
ସଂଲଗ୍ନ ସମ୍ପ୍ରଦାୟର |,સંલગ્ન સમુદાય
ଆଡ୍ରେନାଲ୍,વ્યવહાસી
ଆଡ୍ରେନାଲ୍ ଗ୍ରନ୍ଥି |,એડ્રીનલ ગ્રંથિ
ଆଡ୍ରେନିକୋ ବୋଟ୍ରୋପିକ୍ ହରମୋନ୍ (ACTH),એડ્રેનોકોર્ટિકોટ્રોપિક હોર્મોન (એસીટીએચ)
ଆଡ୍ରେନାକର୍ଟିକୋଟ୍ରପିକ୍ ରିଲିଜ୍ ହରମୋନ୍ (ACTRH),એડ્રેનોકોર્ટિકોટ્રોપિક રિલીઝિંગ હોર્મોન (એસીટીઆરએચ)
ଆଡସରବେଣ୍ଟ,શોષક
ଆଡେର୍ସନ୍,શોષક
ଉନ୍ନତ ମୂଲ୍ୟ |,અદ્યતન તાર
ଲାଭଦାୟକ ଗଣିତ |,ફાયદાકારક પરિવર્તન
ଦୁ vent ସାହସିକ କାର୍ଯ୍ୟ |,સાહસિક
ଖରାପ ମୂଳ,અગમ્ય મૂળ
ପ୍ରତିକୂଳ ପ୍ରଭାବ,પ્રતિકૂળ અસર
AED ଗୁଡିକ,એડીસ
ସଂସ୍କୃତିର ଆରେସନ୍,સંસ્કૃતિનો વાયુ
ଆତଙ୍କିତାମା |,વિમાન
ବାୟୁ,હવાઈ
ବାୟୁଏଟ୍ ମୂଳ |,હવાઈ ​​મૂળ
ଏରିଲ୍ ସୁଟ୍ |,હવાઈ ​​ગોળી
ଏରୋବିକ୍ ଶ୍ iration ଗଡା |,વાયુગામી શ્વસન
ଏରୋବିକ୍ ଶ୍ iration ଗଡା |,વાયુગામી શ્વસન
ସ est ନ୍ଦର୍ଯ୍ୟ,સૌંદર્ય શાસ્ત્ર
ବାୟେ,નિલાસ્ય
ବାୟେ,નિલાસ્ય
ବିଶଙ୍ଗ,સંલગ્ન
ଆଫିନିଟି କ୍ରୋମାଟୋଗ୍ରାଫି |,લગાવ રંગ
ଅଙ୍ଗପ୍ରତ୍ୟଙ୍ଗ ଅଙ୍ଗ |,પીડિત અંગ
ଆଗ ଶତ୍ରୁମାନଙ୍କର,વનીકરણ
ଆଗାମୋପର୍ମୀ |,અકસ્માત
ଅଗର,પાટિયું
ଆଗ୍ରୋଜ୍,અણીદાર
ଆଗାରୋସ୍ ଗେଲ୍ ଇଟ୍ରୋଫୋରସ୍ |,એલોઝ જેલ એલેટ્રોફોરેસિસ
ଆର୍ଗ୍ରୋଜ ପଲିମର ଜେଲ୍ |,પિલર જેલ
ଆଗିଷ୍ଟ,અવસ્થામાં
ଆଗେଭ୍,ખાડી
ବୟସ ବଣ୍ଟନ |,વય વહેંચણી
ବୟସ ପିରାମିଡ୍ |,વય પિરામિડ
Agglutination,Agલટ
ସମୁଦାୟ,સમૂહ
ଫୋଲିକଲିକ୍ ର ସମୁଦାୟ |,એકંદર
ଫୋଲିକଲିକ୍ ର ସମୁଦାୟ |,એકંદર
ମିଳନ,એકંદર
ଆକ୍ରମଣାତ୍ମକତା,આક્રમકતા
Agiitor ତନ୍ତ୍ର,આંદોલનકારી પદ્ધતિ
ଆଗନାଥା,એકરાગ
ଆଗାଉଟି,અણી
ଆଗ୍ରାନାଲ କ୍ଲୋରୋପ୍ଲାଷ୍ଟ |,અગ્રાણ ક્લોરોપ્લાસ્ટ
ଆଗ୍ରାନୁଲାର୍,એકરારવાળું
ଆଗ୍ରାନୁଲୋସେଟେଟ୍ |,એગ્રાન્યુલોસાઇટ
କୃଷି,કૃષિ
Agroftry,કૃષિ -પ્રવેશ
Agrobacterium ମଧ୍ୟସ୍ଥି |,મધ્યસ્થી
Agrobacterium tumfacienss |,એગ્રોબેક્ટેરિયમ ટ્યુમેફેસિઅન્સ
ଆଗ୍ରୋକେମିକାଲ୍ |,કૃષિ -તકનીકી
ଆଗ୍ରୋକେମିକାଲ୍ |,કૃષિ -તકનીકી
Agrovillatatic ଜୋନ୍ |,કૃષિ -ક્ષેત્ર
କ agnownom ଣସି ଗୁଣଗତ ଗୁଣ |,કૃષિવિજ્ trાન
କିରେନୋନୋମ୍ବନ,કૃષિવિજ્yાન
ଏଡଡ୍ସ,સહાય
ଏୟାର ବ୍ଲାଡର |,હવાઈ ​​મૂત્રાશય
ଶିତତାପ ନିୟନ୍ତ୍ରଣକାରି,હવાઈ ​​કન્ડિશનર
ବାୟୁ ପାସ୍ |,હવાઈ ​​માર્ગ
ବାୟୁ ପ୍ରଦୂଷଣ,હવા પ્રદૂષણ
ଏୟାର ଥଳି,હવાઈ ​​કોથળી
ବାୟୁ ଶୂନ୍ୟ,હવાઈપૂટી
ବାୟୁ ନିଶ୍ୱାସ ନେବା |,હવાઈ ​​શ્વાસ
ଅଲିନ୍ |,અણીદાર
ଆଲେରୀ ମାଂସପେଶୀ |,અણીદાર સ્નાયુ
ଆଲାସ୍କାନ୍ ବ୍ରାଉନ୍ ଭାଲୁ |,અલાસ્કા બ્રાઉન રીંછ
ଆଲବିନୋ |,કોયડો
ଆଲବୁଗୋ |,કાંચક
ଆଲବମିନ |,આલ્બ્યુબિન
ଆଲବମିନସ୍ ବିହନ |,શામક બીજ
ଆଲବୁମିନିରିଆ |,આલ્બમિન્યુરિયા
ଆଲବର୍ନମ୍,આવરણ
ଆଲେଡା,અણી
ଆଲଡେହେଡି,શણગાર
ଆଲଡୋଷ୍ଟେରନ୍ ସିଷ୍ଟମ୍ |,મિથોસ્ટેરોન
ଆଲଡୋଷ୍ଟେରୋନ୍ |,અલડોસ્ટેરા
ଆଲେରୋନ୍ ସ୍ତର |,Alલ્યુરોન સ્તર
ଆଲେରୋପ୍ଲେଷ୍ଟ |,એક જાતનો અવાજ
Alfalfa,એક જાતની કળા
ଆଲଗାଲ୍ ଫୁଲ |,એલ્ગલ મોર
ଅପଗନ୍,જાસૂસ
ଏଲିଏନ୍ ଡିଏନ୍,પરાયું ડીએનએ
ଏଲିଏନ୍ ପ୍ରଜାତି |,પરિયન જાતિઓ
ପରିଚାଳିତ,ગોઠવણી
ପରିଚାଳିତ,ગોઠવણી
ଆଲିମେଣ୍ଟେରି କେନାଲ୍ |,ઉદાર નહેર
ଆଲିମେଣ୍ଟାରୀ ସିଷ୍ଟମ୍ |,અંતરીલ પદ્ધતિ
ଆଲି ବ୍ୟଞ୍ଜସେମେସେସ୍ |,અણી
ଆଲକାଲାଇଡ୍ |,ક્ષુદ્ર
କ୍ଷାରିକ |,ક્ષુદ્ર
ଅଲକାପଟୋନେର୍ଜିଆ,આલ્કીપ્ટોન્યુરિયા
ଆଲାନ୍ସିଟ୍,અણી
ଆଲେଲେ ଫ୍ରିକ୍ୱେନ୍ସି |,એલીલ આવર્તન
ଆହେଲେ |,એલીલ
ଆଲୋଲେମୋମିକ୍ ଯୋଡି |,એલેલોમોર્ફિક જોડી
ଆଲ୍ରେଜେନ |,એલર્જન
ଆଲିଗେଟର୍ |,મગર
ଅସ୍ତ୍ରଶିୟ୍ ସେପୁ,એલીયમ સી.પી.ઇ.પી.એ.
ଆଲଗଲାମି |,સહ -સંબંધ
ଆଲିଗ୍ରାଫ୍ଟ |,અલગ
ଆଲପ୍ପାଟ୍ରିକ୍ ଯଥାର୍ଥ |,એલોપેટ્રિક સ્પષ્ટીકરણ
ଆଲୋପୋଲିଆପ୍ଲଏଡ୍ |,ફિલોપ્લોઇડ
ଆଲିସ୍ମିକ ପ୍ରଭାବ,એલોસ્ટીક અસર
ଆଲିଶୋରଙ୍କ ଏନଜାଇମ୍ |,એલોસ્ટીક ઉત્સુક
ଆଲିସ୍ଟର ଇନହିବିଟର୍ |,એલોસ્ટીક અવરોધક
ଆଲିସ୍ମିକ ମୋଡୁଲେସନ୍ |,ખેલ -મોડ્યુલેશન
ଆଲିସର୍ଏଣ୍ଟିକ୍ ସାଇଟ୍ |,એલોસ્ટીક સ્થળ
ଆଲିସ୍ଟର ପ୍ରତିବନ୍ଧକ |,એલોસ્ટીક અવરોધ
Allototreplid,એલોટેટ્રાપ્લોઇડ
Alnus,કૃતિ
ଆଲୋ,કુંવાર
ଆକ୍ସନ୍ ସହିତ |,ચેતાક્ષની સાથે
ଆଲଫା-ଆଣ୍ଟିକ୍ରିପ୍ସିନ୍ |,આલ્ફા-એન્ટાઇટ્રિપ્સિન
ଆଲଫା-ଲାକ୍ଟାଲବ୍ୟୁମିନ୍ |,અણી
ଆଲପାଇନ୍ ଜଳବାୟୁ ଅବସ୍ଥା |,આધ્યાત્મિક આબોહવાની સ્થિતિ
ଆଲପାଇନ୍ ମଟର |,ઘાસચારો
ଆଲପାଇନ୍ ଜୋନ୍,આલ્પાઈન ઝોન
ଆଲଷ୍ଟୋନିଆ,અલ્ટોનીયા
ସର୍ବୋଚ୍ଚame,અનાદર
ବିକଳ୍ପ,વૈભવી
ପି generation ଼ିର ବିକଳ୍ପ,એકાંત
ଉଚ୍ଚତା ରୋଗ,Altણ માંદગી
ଉଚ୍ଚତା,Altંચાઈ
ଆଲଭୋଲାର୍ ନଳୀ |,મૂર્ત નળી
Aytes,પહાડી
ଅଲଜାଇମର ରୋଗ |,અલ્ઝાઇમર રોગ
ଆମାକରାଇନ୍ ସେଲ୍ |,આદિક કોષ
ଅମରନ୍ତାସିଦା |,અમરાન્થેસી
ଅମରାନ୍ତିନ |,અમરાન્થસ
ପରିବେଶ ଓସମାଟିକ୍ ଏକାଗ୍ରତା |,આસપાસના ઓસ્મોટિક એકાગ્રતા
ଅମ୍ବିଷ୍ଟୋମା |,મંગળિયા
ବନ୍ଧୁତ୍ୱ,કાર્યરત થવું
ଆମିନୋ ଏସିଡ୍ |,એમિનો એસિડ
ଆମିନୋ ଏସିଡ୍ ଗ୍ରହଣକାରୀ |,એમિનો એસિડ સ્વીકારનાર
AminoicaL t rna syntHetase |,એમિનોસિલ ટી આર.એન.એ.
ଆମିନୋଫାଇସନ୍ |,જાદુગરી
ଅମିତୋସାଇସ୍ |,ક્ષુત્વ
ଆମୋନିଆ,તરંગ
ଆମୋନିଫିକେଟ୍,ચંદ્ર
ଆମାମୋଟେଲ୍ଜିମ୍ |,દ્વેષીકરણ
ଆମନିଓସେଣ୍ଟେସିସ୍ |,મૈવસેન્ટિસીસ
ଆମନିଓସେଣ୍ଟେଟିସ୍ କ techni ଶଳ |,મણકાલોની તકનીક
ଆମନିଓକେଟ୍ |,Amnoocyte
ଆମନିଅନ୍,મૈથુન
ଆମନିଓଟିକ୍ ଫ୍ଲୁଇଡ୍ |,મણિ -પ્રવાહી
ଆମନିଓଟିକ୍ ମେମ୍ବ୍ରେନ୍ |,મખરોધ
ଆମନିଓଟିକ୍ ଥଳି |,મખસુડ
ଆମୋବା,અમીર
ଆମୋବାଇଟିଟ୍ |,એમોએબોસાઇટ
ଆମୋବିଏଡ୍,અમીર
ଆମୋବିଏଡ୍ ଲିମ୍ଫୋସିଟିଟ୍ |,એમોએબોઇડ લિમ્ફોસાઇટ
ଆମୋବିଏଡ୍ ଆନ୍ଦୋଳନ |,એમીબોઇડ આંદોલન
ଆମୋରଫସ୍ |,આકારહીન
ପରିମାଣ,રકમ
ଆମ୍ଫେଟାମାଇନ୍ |,મેફેટેમાઇન
ଆମ୍ଫିବିଆ,ઉન્માદ
ଆମ୍ଫିବିଆନ୍,ઉન્માદ
ଆମ୍ଫିବିଆନ୍,ઉન્માદ
ଆମ୍ଫାଇଓକ୍ସସ୍ |,Amન
ଆମ୍ଫାଇଓକ୍ସସ୍ ଲାନସୋପାଟସ୍ |,Amણપત્ર
ଆମ୍ଫିସିଚିକ୍ |,ઉભય
ଆମ୍ଫିପିଟିକ୍ ଲିପିଡ୍ |,ઉભયપથિક લિપિડ
ଆମ୍ଫାଇସାର୍କା |,Amતરતી કળા
Ampicilillin,જાદુઈ
ଅମପୁଲାଲା |,Amાંકી
ଆମପୁଲାରୀ ଗ୍ରନ୍ଥି |,Amકલી ગ્રંથિ
ଆମିଜିଡାଲ୍ |,મસ્તક
ଆମିଗଡାଲେ |,એમીગડેલ
ଆମିଗାଡାଲିନ୍ |,એમીગડાલિન
ଆମିଲେଜ୍,સ્ફોટક
ଆମିଏଲପ୍ଲାଷ୍ଟ |,મેલીલોપ્લાસ્ટ
ଅବାନା,અનોડો
ଅରବା,અનોડો
ଆନାବୋଲିକ୍ ପଥ |,એનાબોલિક માર્ગ
ଆନାବୋଲିଜିମ୍ |,અનોખા
ଆନାଚାର୍ଡସିଆନା |,અનોખા
ରକ୍ତଦାତା,રખડુ
ଆନାରୋବେ |,એનોરોબ
ଆନାରୋବିକ୍ ଇନ୍ଧନ |,એંટરોબિક બળતણ
ଆନାରକୋବର ଶ୍ iration ାସକ୍ରିୟା |,એંકોરોબિક શ્વસન
ଆନାରୋବିକ୍ ରୋକ୍ଲିଜ୍ ଡିଜିଟର୍ |,એનારોબિક કાદવ પાચક
ଆନାରକୋବର |,એંટરો
ଆନିମା,અનોદ
ଆନାଲ୍,ગુદા
ଆନାଲ୍,ગુદા
ଆନାଲ୍ ଆପେଚର |,ગુદા છિદ્ર
ଆନାଲ୍ ccor,ગુદા સર્કી
ଆନାଲ୍ ଲୁପ୍ |,ગુદા લૂપ
ଆନାଲ୍ ଶ style ଳୀ,ગુદા શૈલી
ଅନୁରୂପ,સમાન
ଅନୁରୂପ,સમાન
ଆନାଲୋଜି,સાદ્રશ્ય
ଆନାଲୋଜି,સાદ્રશ્ય
ବିଶ୍ଳେଷଣ |,વિશ્લેષણ
ଅଯାସୀ,એફેઝ
ଆନାଟୋମିକ୍ ପ୍ରତିବନ୍ଧକ |,એનાટોમિક અવરોધ
ଆନାଟୋମିକାଲ୍ ଦିଗ |,શરીરરચનાવિષયક પાસા
Anatomist-,શરીરરચનાવિજ્istાની
ଆନାଟୋମି |,શરીરરચના
ପିତୃପୁରୁଷ ବଂଶର କ୍ରମ |,પૂર્વજ વંશજ અનુક્રમ
ପ ancest ତୃକ ରେଖା |,પૂર્વજોનો વંશ
ପ ancest ତୃକ କ୍ରମ |,પૂર્વજો
ଏକସେଲୋସୋମା |,આદ
ଆଣ୍ଡ୍ରୋକିୟମ୍ |,જનનુભારી
ଆଣ୍ଡ୍ରୋଜେନ |,થાંભલા
ରକ୍ତଦାତା,રખડુ
ଆନିମୋନ୍ |,ક anંગું
ଆନୁପ୍ଲଏଡ୍ |,Anડતું
ଆନୁପ୍ଲୋଡି,Anન
ଆଞ୍ଜିନା,કંઠમાળ
ଆଞ୍ଜିୟରମ୍ |,ઝેરગ્રામ
ଆଙ୍ଗିଓଗ୍ରାଗ୍,ઝ પણરો
ଆଙ୍ଗିଓଗ୍ରାଫି |,ઝળહળાકાર
An anivoplasty,રંગની કળા
ଅଙ୍ଗୁଳି ପାରସ୍ପରିକ,કણક
Anigiotensin |,રંગગતિ
ଆଙ୍ଗିଓଟେନିନୋଜେନ |,રંગગતિ
ଅଙ୍ଗର ମାଛ |,કોઠાર માછલી
ଆଞ୍ଜୁଆନା,ઓગળવી
ଆଙ୍ଗୁଠି,અંગૂઠા
ପଶୁ,પશુ
ପଶୁ,પશુ
ପଶୁ ଗୋବର,પ્રાણીનું છાણ
ପଶୁ କୁମ୍ଭାରୀ,પશુપાલન
ପଶୁ କାରିଟାଇପିଂ |,પશુ કેરીયોટાઇપિંગ
ପଶୁ ରାଜ୍ୟ,પ્રાણીસૃષ્ટિ
ପଶୁ ଟିସୁ |,પશુ પેશી
ପଶୁ,પોલાણ
ଆନାୟଣ,ઠગ
ଆନିସୋଟ୍ରୋପିକ୍ ବ୍ୟାଣ୍ଡ |,એશિશ
ଆନାଲିଟିଂ,Ingંચે ચપટી
Annleled,નેલિડ
ଆଙ୍କିଲଦା |,Annણપુટી
ବାର୍ଷିକ ରିଙ୍ଗ |,વાર્ષિક
ପୁର୍ଣ୍ଣିକ,ઉશ્કેરાયેલું
ନିନ୍ଦା,વાંકું
ଆନୋମାଲିୟ ପ୍ରକାର |,વિસંગત પ્રકાર
ଅଧପତ୍ର,પર્વતમાળા
ପିମ୍ପୁଡ଼ି ଭୋଜନକାରୀ,કીડી
ବିରୋଧୀ |,વિરોધી
ଅପବିତ୍ର,એન્ટાર્કટિક
ଆଣ୍ଟେନା |,એન્ટેના
ଆଣ୍ଟେନା କମ୍ପ୍ଲେକ୍ସ |,એન્ટેના સંકુલ
ଆଣ୍ଟେନାଲ୍ ଗ୍ରନ୍ଥି |,દ્વેષી ગ્રંથિ
ଆଣ୍ଟରିଅର୍ (ଭେଣ୍ଟ୍ରାଲ୍) ଧୂସର ଶିଙ୍ଗ |,અગ્રવર્તી (વેન્ટ્રલ) ગ્રે હોર્ન
ଆଣ୍ଟ୍ଟରର ହାଇପୋଫାଇସିସ୍ |,અગ્રવર્તી હાયપોફિસીસ
ପୂର୍ବର ସେଣ୍ଟ୍ରଭେଷ୍ଟ୍ରିକୁଲାର୍ ସଲ୍କସ୍ |,અગ્રવર્તી ઇન્ટરન્ટિક્યુલર સલ્કસ
ଅଙ୍କନ,ગૂંથ મારવો
ଆନାଥନ୍ ସଂସ୍କୃତି,એન્થર સંસ્કૃતિ
ଆନିଚାଇଡିୟମ୍ |,માદક દ્રવ્યો
ଆନ୍ଥ୍ରୋଜଏଡ୍ |,એન્થેરોઝોઇડ
ଆନ୍ଥୋକେସୋସ୍ |,એન્થોસેરોસ
ଆନ୍ଫୋସିଆରୋଟୋସିଡା |,એન્થોસેરોટોપ્સિડા
ଆନ୍ଥ୍ରାକ୍ସ |,એક જાતની નશરીય
ଆନ୍ଥ୍ରୋପେନିକ୍ ବିଲୁପ୍ତ |,માનવશાસ્ત્ર
ଆନ୍ଥ୍ରୋପୋଲୋଜି |,માનવશાસ્ત્ર
ଆଣ୍ଟିବଜାର କଟୁ,એન્ટિબેક્ટેરનું
ଆଣ୍ଟିବାୟୋଟିକ୍ ପେନିସିଲିନ୍ |,એન્ટિબાયોટિક પેનિસિલિન
ଆଣ୍ଟିବାୟୋଟିକ୍ ପ୍ରତିରୋଧକ |,એન્ટિબાયોટિક પ્રતિરોધક
ଆଣ୍ଟିବାୟୋଟିକ୍ (ଗୁଡିକ),એન્ટિબાયોટિક (ઓ)
ଆଣ୍ଟିବଡି |,એન્ટિબોડી
ଆଣ୍ଟିବଡି ଦମ୍ପତି |,એન્ટિબોડી દંપતી
ଆଣ୍ଟିବଡି ମଧ୍ୟସ୍ଥତା ଅବିସ୍ମରଣୀୟ |,એન્ટિબોડી મધ્યસ્થી
ଆଣ୍ଟିକୋଗୁଏଲାଣ୍ଟ |,એન્ટીકોએગ્યુલેંટ
ଆଣ୍ଟିକୋଡନ୍ ଲୁପ୍ |,એન્ટિકોડન લૂપ
ପୃଥିବୀ ନିରାଶ,એન્ટીડિપ્રેસ
ଆଣ୍ଟିଭାସିଟିକ୍ ହରମୋନ୍ (ADH),એન્ટિડ્યુરેટિક હોર્મોન (એડીએચ)
ଆଣ୍ଟିଗେନ୍ ଜିନ୍,જનીન
ଆଣ୍ଟିଜେନ୍-ଆଣ୍ଟିବଡି ଜଟିଳ |,એન્ટિજેન-એન્ટિબોડી સંકુલ
ଆଣ୍ଟିଜେନିକ୍ ନିର୍ଣ୍ଣୟ |,એન્ટિજેનિક નિર્ધારક
ଆଣ୍ଟିନ୍ୟୁଟେସନ୍ ଫ୍ୟାକ୍ଟର୍ |,અસાધારણ પરિબળ
ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ୍ |,વિરોધી
ଆଣ୍ଟିପୋଡାଲ୍ ନ୍ୟୁକ୍ଲିୟସ୍ |,એન્ટિપોડલ ન્યુક્લિયસ
ଆଣ୍ଟି-ସେନ୍ସ rna,સમૃદ્ધ આર.એન.એ.
ଆଣ୍ଟିଭାଇରାଲ୍ ପ୍ରୋଟିନ୍ |,એન્ટિવાયરલ પ્રોટીન
ଆଣ୍ଟରୁମ୍,એન્ટ્રમ
ଅକ୍ୟୁଚେଟ୍ |,સસલું
ମଳଦ୍ୱାର,ગુદા
ଚିନ୍ତା ବ୍ୟାଧି,અસ્વસ્થતા
