Marathi,Tamil
वाटप,ஒதுக்கீடு
अ‍ॅलोगॅमी,Allocamy
अ‍ॅलोमेट्री,அலோமெட்ரி
Ol लोपोलिपॉइड,அலோபோலிப்ளோயிட்
Os लोसिनॅप्सिस (os लोसिंडेसिस),அலோசினாப்சிஸ் (அலோசின்டெசிஸ்)
वैकल्पिक बेअरिंग,மாற்று தாங்கி
वैकल्पिक जमीन वापर,மாற்று நில பயன்பாடு
सभोवतालचे,சுற்றுப்புறம்
Meliorant,அமெலியோரண்ட்
अमिटोसिस,அமிடோசிஸ்
अमृत,வெடிமருந்து
अमोनिफिकेशन,அம்மோனிகேஃபிகேஷன்
अमोनिफायर,அம்மோனியர்
अमॉर्फ,அமார்
अ‍ॅम्फिमिक्सिस,ஆம்பிமிக்ஸிஸ்
अ‍ॅम्फोटेरिक,ஆம்போடெரிக்
अ‍ॅनाबोलिझम,அனபோலிசம்
अनरोब,காற்றில்லா
Eneuploid,அனூப்ளோயிட்
कोन लागवड,கோண நடவு
पशुसंवर्धन,கால்நடை வளர்ப்பு
प्राणी नकार,விலங்கு மறுப்பு
एनिमेट एनर्जी,ஆற்றல் உயிரின
एनिसोप्लॉइड,அனிசோப்ளோயிட்
वार्षिक वनस्पती,ஆண்டு ஆலை
वार्षिक,ஆண்டு
अँथेसिस,ஆன்டெஸிஸ்
अँथ्रॅक्स,ஆந்த்ராக்ஸ்
मानववंशिक घटक,மானுடவியல் காரணி
प्रतिजैविक,ஆண்டிபியோசிஸ்
प्रतिजैविक,நுண்ணுயிர்க்கொல்லி
प्रतिजैविक,மாற்று
अँटीऑक्सिडेंट्स,ஆக்ஸிஜனேற்றிகள்
अँटीटॉक्सिन,ஆன்டிடாக்சின்
अ‍ॅनुलस,ANNULUS
Ph फिड,அஃபிட்
एपिकल अंकुर,அபிகல் மொட்டு
एपिकल वर्चस्व,நுனி ஆதிக்கம்
एपिकल्चर (मधमाशी पाळणे),Apulcalure (தேனீ வைத்திருத்தல்)
अपोमिक्सिस,Apomixis
अ‍ॅपॉप्टोसिस,அப்போப்டொசிஸ்
परिशिष्ट,இணைப்பு
भूक,பசி
लागू,பயன்படுத்தப்பட்டது
जलीय तण,நீர்வாழ் களை
आर्बोरियल,ஆர்போரியல்
आर्बोरायझेशन,ஆர்பரைசேஷன்
आर्चीओ-बॉटॅनिकल रेकॉर्ड,தொல்பொருள்-பொட்டானியல் பதிவுகள்
क्षेत्र आकडेवारी,பகுதி புள்ளிவிவரங்கள்
क्षेत्र,பகுதி
शुष्क इकोसिस्टम,வறண்ட சுற்றுச்சூழல் அமைப்பு
एरिल,Aril
सुगंध,நறுமணம்
सुगंधित वनस्पती,நறுமண ஆலை
सुगंधित तांदूळ,நறுமண அரிசி
बाण,அம்பு
Asepsis,அசெப்ஸிஸ்
Se सेप्टिक,அசெப்டிக்
अलौकिक प्रसार,ஓரினச்சேர்க்கை பரப்புதல்
परख,மதிப்பீடு
मालमत्ता,சொத்துக்கள்
आत्मसात,ஒருங்கிணைப்பு
असोसिएशन,தொடர்பு
तुरट,ஆஸ்ட்ரிஜென்ட்
एसिनॅप्सिस,அசினாப்சிஸ்
अटाविझम,அடாவிசம்
अ‍ॅटोमायझर,அணுசக்தி
अ‍ॅट्रोफी,அட்ராபி
ऑटोगॅमी,தன்னியக்க
ऑटोलिसिस,ஆட்டோலிசிஸ்
ऑटोक्सिडेशन,ஆட்டோஆக்ஸிஜனேற்றம்
ऑटोपॉलिपॉइड,ஆட்டோபோலிப்ளோயிட்
ऑक्सिन,ஆக்சின்கள்
ओएन (ब्रिस्टल),Awn (முறுக்கு)
बदाम,பாதம் கொட்டை
कोरफड,கற்றாழை
अमरॅन्थस,அமராந்தஸ்
अम्मी,அம்மி
अंजान गवत,அஞ்சன் புல்
अँथुरियम,அந்தூரியம்
"अणला, भारतीय हंसबेरी","அன்லா, இந்திய நெல்லிக்காய்"
Apple पल,ஆப்பிள்
जर्दाळू,பாதாமி
अरबियन चमेली,ஆர்பியன் மல்லிகை
अरेका नट,அரேகா நட்டு
अर्जुन,அர்ஜுன்
असफोएटिडा,Asfoetida
राख लबाडी,சாம்பல் பூசணிக்காய்
अशोका वृक्ष,அசோகா மரம்
अश्थमा तण (युफोर्बिया),ஆஷ்த்மா களை (யூபோர்பியா)
शतावरी,அஸ்பாரகஸ்
एवोकॅडो,வெண்ணெய்
अल्फाल्फा (ल्युसर्न),அல்பால்ஃபா (லூசர்ன்)
मुंग्या,எறும்புகள்
Ph फिडस्,அஃபிட்ஸ்
आर्मी जंत,இராணுவ புழு
कृषी अर्थशास्त्रज्ञ,விவசாய பொருளாதார நிபுணர்
कृषी विस्तारवादी,வேளாண் நீட்டிப்பு
कृषी वैज्ञानिक,விவசாய விஞ்ஞானி
कृषी अभियंता,விவசாய பொறியாளர்
अ‍ॅग्रोबायोलॉजिस्ट,வேளாண் நிபுணர்
कृषीशास्त्रज्ञ,வேளாண் விஞ்ஞானி
अ‍ॅग्रोफिसिकस्ट,வேளாண் இயற்பியல்
प्राणी ब्रीडर,விலங்கு வளர்ப்பாளர்
बॅसिलस विषाणू,பேசிலஸ் வைரஸ்
बॅसिलस,பேசிலஸ்
जिवाणू,பாக்டீரியா
बॅक्टेरियोटॉक्सिन,பாக்டீரியோடாக்சின்
बागसे,கரும்பு சக்கை
शिल्लक पत्रक,இருப்புநிலை
संतुलित फर्टिलायझेशन,சீரான கருத்தரித்தல்
बार आकृती,பார் வரைபடம்
साल,பட்டை
बॅरोमीटर,காற்றழுத்தமானி
वांझ,தரிசு
पाया,அடித்தளம்
बेसिन,பேசின்
बासिपेटल,பாசிபெட்டல்
बासेस्टर्नम,பாஸ்கிஸ்டெர்னம்
बे मॉन्सून,விரிகுடா பருவமழை
बेअरिंग प्लांट,தாங்கும் ஆலை
बेड,படுக்கை
बेडर,படுக்கை
बेडिंग,படுக்கை
बीट गुळ,பீட் மோலாஸ்கள்
धनुष्य,பெல்லோஸ்
बेल्ट,பெல்ட்
लाभ-खर्च विश्लेषण,நன்மை-செலவு பகுப்பாய்வு
पक्षपाती (सॅम्पलिंग),சார்புடைய (மாதிரி)
द्विवार्षिक,இருபது ஆண்டு
द्विपक्षीय,இரும
बायोएजेन्ट,உயிரி கையேடு
बायोक्लीमेट,பயோக்ளைமேட்
बायोएनर्जी,பயோஎனெர்ஜி
बायोनोमिक्स,பயோனமிக்ஸ்
बायोरिएक्टर,உயிரியக்கவியல்
जीवशास्त्र,உயிர்க்கோளம்
बायोटिक,உயிரியல்
बायोटाइप,உயிரியல் வகை
उभयलिंगी,இருபால்
ब्लान्चिंग,பிளான்சிங்
ब्लास्ट,குண்டு வெடிப்பு
मिश्रण,கலவை
ब्लाइट,ப்ளைட்
फोड,கொப்புளம்
निळा क्रांती,நீல புரட்சி
तळाशी उष्णता कक्ष,கீழே வெப்ப அறை
तळाशी उष्णता तंत्र,கீழே வெப்ப நுட்பம்
कोंडा,பிரான்
शाखा,கிளைகள்
शाखा,கிளை
प्रजनन,இனம்
प्रजनन,இனப்பெருக்க
ब्रिमिंग,கரைந்து
ब्रूड,அடைகாக்கும்
नवोदित,வளரும்
अर्थसंकल्प,பட்ஜெட்
बफर,இடையக
बल्ब,விளக்கை
बंट,பன்ட்
उप-उत्पादन,துணை தயாரிப்பு
बाबुल बाभूळ,பாபுல் அகாசியா
बाळ कॉर्न,குழந்தை சோளம்
बाईल,பேல்
बेली,பெயில்
बाल्सम,பால்சம்
बांबू,மூங்கில்
केळी,வாழை
वडाचे झाड,ஆலமரம்
बार्ली,பார்லி
धान्याचे कोठार मिलेट,பார்ன்யார்ட் மில்லட்
तुळस,துளசி
बस्टर्ड सिडर,பாஸ்டர்ட் சிடார்
बस्टार्ड मायरोबालन,பாஸ்டர்ட் மைரோபாலன்
बौहिनिया,ப au ஹினியா
बे बेरी,பே பெர்ரி
बीन,பீன்
बीट,பீட்
बेलॅडोना,பெல்லடோனா
बेर,பெர்
Berseem,பெர்சீம்
सुपारी,பெட்டல்
बिलीमबी,பிலிம்பி
कारले,பாகற்காய்
काळा हरभरा,கருப்பு கிராம்
ब्लॅक नाईटशेड,கருப்பு நைட்ஷேட்
बोगेनविले,Bougainvillea
बाटली ब्रश,பாட்டில் தூரிகை
दुधीभोपळा,சுரைக்காய்
बॉक्स ट्री,பெட்டி மரம்
ब्रेड फळ,ரொட்டி பழம்
ब्राइडल क्रिपर,பிரைடல் க்ரீப்பர்
वांगे,பிரிஞ்சல்
ब्रॉड बीन,பிராட் பீன்
ब्रोकोली,ப்ரோக்கோலி
ब्रुसेलचा अंकुर,பிரஸ்ஸலின் முளை
बकव्हीट,பக்வீட்
बुटिया,பியூட்டியா
बॅन्डिकूट,பாண்டிகூட்
अस्वल,தாங்க
बीटल,வண்டு
ब्लिस्टर बीटल,கொப்புளம் வண்டு
निळा बैल,நீல காளை
बोल वर्म,போல் புழு
फुलपाखरू,பட்டாம்பூச்சி
बॅक्टेरियोलॉजिस्ट,பாக்டீரியாலஜிஸ்ட்
बायोकेमिस्ट,உயிர் வேதியியலாளர்
जीवशास्त्रज्ञ,உயிரியலாளர்
बायोटेक्नॉलॉजिस्ट,பயோடெக்னாலஜிஸ்ட்
वनस्पतिशास्त्रज्ञ,தாவரவியலாளர்
सी ओलावा वैशिष्ट्यपूर्ण वक्र,சி ஈரப்பதம் சிறப்பியல்பு வளைவு
केक,கேக்
कॅल्केरियस,கணக்கீட்டு
कॅल्सीफिकेशन,கணக்கீடு
फॉस्फेटचे कॅल्किनेशन,பாஸ்பேட் கணக்கீடு
कॉलिटी,காலோசிட்டி
कॉलस,கால்சஸ்
कॅलेक्स,கலிக்ஸ்
कॅलेक्स-एंड,கலிக்ஸ்-எண்ட்
कॅम्बियम,காம்பியம்
कॅंकर,புற்றுநோய்
कॅनिंग,கேனிங்
छत,விதானம்
भांडवल,மூலதனம்
केप्रीफिकेशन,கேப்ரிஃபிகேஷன்
कॅप्सूल,காப்ஸ்யூல்
कार्बोनेटेड,கார்பனேற்றப்பட்ட
कार्बनायझेशन,கார்பனாக்கல்
कार्पेल,கார்பல்
कार्पस,கார்பஸ்
कास्टिंग,வார்ப்பு
कॅटाबोलिझम,வினையூக்கம்
कॅटॅलिसिस,வினையூக்கம்
सुरवंट,கம்பளிப்பூச்சி
सी-डीएनए लायब्ररी,சி-டி.என்.ஏ நூலகம்
कमाल मर्यादा,உச்சவரம்பு
सेल,செல்
केंद्रीय नेता प्रणाली,மத்திய தலைவர் அமைப்பு
सेंट्रिक,மையமாக
सेंट्रीफ्यूगेशन,மையவிலக்கு
सेंट्रीफ्यूज,மையவிலக்கு
सेंट्रीओल,சென்ட்ரியோல்
सेंट्रोजेनिक,சென்ட்ரோஜெனிக்
केंद्रीत,சென்ட்ரெஸ்ஜெனஸ்
Cercus,செர்கஸ்
अन्नधान्य,தானியங்கள்
प्रमाणपत्र,சான்றிதழ்
प्रमाणित बियाणे,சான்றளிக்கப்பட்ட விதை
चाफ,சஃப்
चालझा,சலாசா
केमोट्रोपिझम,வேதியியல்
चियास्मा,சியாஸ்மா
शीतकरण तास,குளிர்ச்சியான நேரம்
शीतकरण इजा,குளிர்ச்சியான காயம்
चिमेरा,சிமேரா
क्लोरॅन्थी,குளோராந்தி
क्लोरोफिल,குளோரோபில்
क्लोरोसिस,குளோரோசிஸ்
क्लोरोलॉजी,குளோரோலஜி
क्रोमॅटिड,குரோமாடிட்
क्रोमॅटिन,குரோமாடின்
क्रोमॅटोग्राफी,குரோமடோகிராபி
क्रोमॅटोलिसिस,குரோமாடோலிசிஸ்
क्रोमोसेन्ट्रे,குரோமோசென்ட்ரே
क्रोमोजेनेसिस,குரோமோஜெனெஸிஸ்
क्रोमोप्रोटीन,குரோமோபுரோட்டீன்
क्रोमोसोम,குரோமோசோம்
जुनाट,நாள்பட்ட
सिट्रेंज,சிட்ரேஞ்ச்
क्लेडोड,கிளாடோட்
वर्गीकरण,வகைப்பாடு
क्ले,களிமண்
स्वच्छता,சுத்தம்
क्लीस्टोगॅमी,கிளீஸ்டோகாமி
क्लायमॅक्टेरिक फळ,க்ளைமாக்டெரிக் பழம்
हवामान,காலநிலை
हवामानशास्त्र,காலநிலைவியல்
क्लिपर,கிளிப்பர்
क्लॉड,துணி
क्लोन,குளோன்
ढग,மேகம்
गठ्ठा,கொத்து
क्लस्टर,கொத்து
खडबडीत,கரடுமுரடான
कोट (बियाणे),கோட்டை (விதை)
कोकून,COCOON
कोएन्झाइम,கோஎன்சைம்
एकत्रीकरण,ஒத்திசைவு
कॉर,Coir
कोलोरिझा,கோல்ரோஹிசா
कॉलर,காலர்
कोलोइड (माती),கூழ் (மண்)
कोलंबेला,கொலுமெல்லா
स्तंभ,நெடுவரிசை
Comensalism,துவக்கவாதம்
व्यावसायिक बँक,வணிக வங்கி
वस्तू,பொருள்
समुदाय,சமூக
कॉम्पॅक्शन (मातीची),சுருக்கம் (மண்ணின்)
सुसंगतता,பொருந்தக்கூடிய தன்மை
सुसंगतता,பொருந்தக்கூடிய தன்மை
भरपाई,இழப்பீடு
स्पर्धात्मक संवाद,போட்டி தொடர்பு
पूरक पीक,நிரப்பு பயிர்
कॉम्प्लेक्स,சிக்கலான
घटक,கூறு
रचना,கலவை
कंपोस्ट,உரம்
चक्रवाढ व्याज,கூட்டு வட்டி
गणना,கணக்கீடு
संगणक,கணினி
एकाग्रता,செறிவு
कंडिशनर,கண்டிஷனர்
आवाहन,நடத்தை
कॉन्फिगरेशन,உள்ளமைவு
अनुरूपता,ஏற்ப
गोंधळात टाकणारे,குழப்பம்
संयोजन,இணைவு
संयोजी,இணைப்பு
संवर्धन,பாதுகாப்பு
एकत्रीकरण,ஒருங்கிணைப்பு
घटक,தொகுதிகள்
ग्राहक,நுகர்வோர்
वापर,நுகர்வு
दूषित,மாசுபாடு
समोच्च लागवड,விளிம்பு நடவு
समोच्च,விளிம்பு
कॉन्ट्रॅक्ट शेती,ஒப்பந்த விவசாயம்
नियंत्रित स्टोरेज,கட்டுப்படுத்தப்பட்ட சேமிப்பு
सहकारी बँक,கூட்டுறவு வங்கி
सहकारी,கூட்டுறவு
कॉपिस,காப்பிஸ்
कॉर्म,கோர்ம்
कोरोला,கொரோலா
कॉर्टेक्स,கோர்டெக்ஸ்
किंमत,செலவு
कॉटिलेडन (बियाणे),கோட்டிலிடன் (விதை)
क्रेडिट सोसायटी,கடன் சங்கம்
पत,கடன்
लेखादार,கடன் வழங்குபவர்
माथा,முகடு
Rickly,நொறுக்குதல்
संकट,நெருக்கடி
निकष,அளவுகோல்
गंभीर,விமர்சன
पीक विमा,பயிர் காப்பீடு
पीक कर्ज,பயிர் கடன்
पीक,பயிர்
पीक क्षेत्र,பயிர் பகுதி
क्रॉस-इनकॉम्पॅन्सिबल,குறுக்கு இணக்கமானது
मुकुट (वनस्पती),கிரீடம் (ஆலை)
क्रंब,நொறுக்கு
कवच,மேல் ஓடு
क्रिप्टोगॅम,கிரிப்டோகாம்
कुल (फळे),குல் (பழங்கள்)
कुल्म,அடிம்
लागवड,சாகுபடி
लागवड,சாகுபடி
लागवड करणारा,பயிரிடுபவர்
संस्कृती,கலாச்சாரம்
उपचार,குணப்படுத்துதல்
कर्लिंग,கர்லிங்
चलन,நாணய
क्यूटिकल,வெட்டு
कटिंग,கட்டிங்
गळू,நீர்க்கட்டி
साइटोक्रोम,சைட்டோக்ரோம்
सायटोगामी,சைட்டோகாமி
सायटोजेनेसिस,சைட்டோஜெனெஸிஸ்
सायटोजेनेटिक्स,சைட்டோஜெனெடிக்ஸ்
सायटोकिनेसिस,சைட்டோகினேசிஸ்
सायटोलॉजी,சைட்டாலஜி
सायटोलिसिस,சைட்டோலிசிஸ்
सायटोमेरे,சைட்டோமியர்
साइटोप्लाझम,சைட்டோபிளாசம்
कोबी,முட்டைக்கோஸ்
कॅक्टस,கற்றாழை
कॅलेंडुला,காலெண்டுலா
कॅनरी गवत (फालारिस),கேனரி புல் (ஃபாலரிஸ்)
कॅन्ना,கன்னா
कॅपरिस,கபாரிஸ்
शिमला मिर्ची,கேப்சிகம்
कारंबोला,காரம்போலா
कारपा,கராபா
वेलची,ஏலக்காய்
कार्नेशन,கார்னேஷன்
गाजर,கேரட்
काजू,முந்திரிப்பருப்பு
कॅसिया,காசியா
एरंडेल,ஆமணக்கு
फुलकोबी,காலிஃபிளவர்
भाजी किंवा कोशिंबीर बनवण्यासाठी उपयुक्त अशी एक वनस्पती,செலரி
शॅमक,SAMPAC
चेनोपोडियम,செனோபடியம்
चेरी टोमॅटो,செர்ரி தக்காளி
चेरी,செர்ரி
"चणा, हरभरा","சுண்டல், கிராம்"
मिरची,மிளகாய்
चीन टर्पेन्टाईन ट्री,சீனா டர்பெண்டைன் மரம்
चाऊ-चाऊ,சவ் சவ்
क्रिसॅन्थेमम,கிரிஸான்தமம்
"चुफा, पृथ्वी बदाम","சூஃபா, பூமி பாதாம்"
सिचरी,சிகோரி
दालचिनी,இலவங்கப்பட்டை
सिट्रॉन,சிட்ரான்
सिट्रोनेला गवत,சிட்ரோனெல்லா புல்
चमेली चढणे,மல்லிகை ஏறும்
लवंग,கிராம்பு
क्लस्टर बीन,கிளஸ்டர் பீன்
कोको,கோகோ
नारळ,தேங்காய்
कॉफी,கொட்டைவடி நீர்
कोलियस,கோலியஸ்
कोलोकेशिया,கொலோகாசியா
"कोलोसिंथ, कडू सफरचंद","கொலோசிந்த், கசப்பான ஆப்பிள்"
सामान्य पर्स्लेन,பொதுவான பர்ஸ்லேன்
कोथिंबीर,கொத்தமல்லி
कापूस,பருத்தி
गायी,கவ்பியா
क्यूबब,கியூப்
काकडी,வெள்ளரி
कुकर्बिट्स,கிகர்பிட்ஸ்
जिरे,சீரகம்
करी पान,கறி இலை
सीताफळ,கஸ்டார்ட் ஆப்பிள்
कॅप्सूल बोरर,காப்ஸ்யூல் துளைப்பான்
सुरवंट,கம்பளிப்பூச்சி
लिंबूवर्गीय सायला,சிட்ரஸ் சைலா
क्रिकेट,மட்டைப்பந்து
कावळा,காகம்
जंत कट करा,புழு வெட்டு
डेअरी,பால்
दुग्धशाळा,பால்
धरण,அணை
दिवस-तटस्थ,நாள்-நடுநிலை
फुलांच्या नंतरचे दिवस,பூக்கும் சில நாட்கள்
पूर्ण मोहोर नंतरचे दिवस,முழு பூக்கும் சில நாட்கள்
डीब्लोसमिंग,டிப்ளஸமிங்
Decalcification,Decalcification
डिकंट,Decant
क्षय,சிதைவு
पाने गळणारा,இலையுதிர்
दशांश,தசம
कमतरता,குறைபாடு
डिफ्लोकुलेशन (माती),மண் (மண்)
डिफ्लोरेशन,அழிவு
डीफोलिएशन,நீக்குதல்
जंगलतोड,காடழிப்பு
अध: पतन,சிதைவு
अधोगती,சீரழிவு
पदवी दिवस,பட்டம் நாட்கள்
पदवी,பட்டம்
Dehiscence,விலகல்
डीहुलिंग,Dehulling
डीहुस्किंग,நீக்குதல்
डिहायड्रेशन,நீரிழப்பு
डिहायड्रेटर,ஹைட்ரேட்டர்
मागणी,தேவை
विकृती,குறைப்பு
नकार,மறுப்பு
ठेव,வைப்பு
ठेव,படிவு
घसारा डेसालिनायझेशन,தேய்மானம் அழிவு
Desiccation,வறட்சி
डिझाइन,வடிவமைப்பு
Descicator,டெசிகேட்டர்
निराश,அழித்தல்
Desuckering,Decuckering
Desynapsis,தேசனாப்சிஸ்
डेटासेल,டிடாஸல்
Detasseling,டிடாசெலிங்
निर्धारक,தீர்மானிக்கும்
अवमूल्यन,மதிப்புக் குறைப்பு
Devegetation,Devegetation
विचलन,விலகல்
डायड,டயட்
निदान,நோயறிதல்
डिचोगामी,டைக்கோகாமி
द्वैधविज्ञान,இருவகை
डिकोटिल्डन (बियाणे),டைகோடைலெடன் (விதை)
मरणार (रोग),திரும்பவும் (நோய்)
प्रसार,பரவல்
पचनक्षमता,செரிமானம்
डायहायब्रिड,Dihibrid
डिक (डायक),டைக் (டைக்)
सौम्य,நீர்த்த
डायओसियस,Dioecious
डिप्लोइड,டிப்ளாய்டு
डिप्लोइड,டிப்ளாய்டு
डिप्लोमा,டிப்ளோனெமா
डिसबुडिंग,நீக்குதல்
डिस्किंग,டிஸ்கிங்
सूट,தள்ளுபடி
निर्जंतुकीकरण,கிருமிநாசினி
फैलाव,சிதறல்
प्रसार,பரப்புதல்
विविधता,பல்வகைப்படுத்தல்
विविध शेती,பன்முகப்படுத்தப்பட்ட விவசாயம்
डीएनए शिडी,டி.என்.ஏ ஏணி
डीएनए रिसेप्टर,டி.என்.ஏ ஏற்பி
डॉकगेज,கப்பல்துறை
प्रबळ,ஆதிக்கம் செலுத்தும்
सुप्तता,செயலற்ற தன்மை
डोस,டோஸ்
डबल सिग्मॉइड वक्र,இரட்டை சிக்மாய்டு வளைவு
मसुदा (मसुदा),வரைவு (வரைவு)
निचरा,வடிகால்
ड्रेनेज,வடிகால்
काढा,வரை
भिजत,நனைத்தல்
ड्रेसिंग (बियाणे),ஆடை (விதை)
ड्रिल (एन.),துரப்பணம் (n.)
ड्रिलिंग (एजी. इंजी),துளையிடுதல் (Ag. Engg)
ड्रिलिंग (अ‍ॅग्रोनॉमी),துளையிடுதல் (வேளாண்)
ठिबक सिंचन,சொட்டு நீர் பாசனம்
ड्रायलँड शेती,உலர் நில விவசாயம்
धूळ,தூசி
डस्टर,டஸ்டர்
धूळ,தூசி
बटू,குள்ள
बौने पिरॅमिड,குள்ள பிரமிடு
बौने,குள்ள
डेझी,டெய்ஸி
तारखा,தேதிகள்
दिवस चमेली,நாள் மல்லிகை
बडीशेप,வெந்தயம்
दीननाथ गवत,தினநாத் புல்
डॉडर,டோடர்
"डूब गवत, बर्म्युडा गवत","டூப் புல், பெர்முடா புல்"
ड्रूस,ட்ரூஸ்
कोरडे आले,உலர் இஞ்சி
डीफोलिएटिंग बीटल,வண்டு
ड्रोन,ட்ரோன்
बदक,வாத்து
पर्यावरणशास्त्र,சூழலியல்
इकोनोमेट्रिक्स,எக்கோனோமெட்ரிக்ஸ்
आर्थिक कार्यक्षमता,பொருளாதார செயல்திறன்
इकोटाइप,சுற்றுச்சூழல்
एक्टोट्रॉफिक,எக்டோட்ரோபிக்
ईडाफिक,எடாபிக்
एडॉफोलॉजी,எடாஃபாலஜி
कडा,விளிம்பு
खाद्य भाग,உண்ணக்கூடிய பகுதி
मागणीची लवचिकता,தேவையின் நெகிழ்ச்சி
उत्पादनाची लवचिकता,உற்பத்தியின் நெகிழ்ச்சி
इलेक्ट्रोलिसिस,மின்னாற்பகுப்பு
इलेक्ट्रोफोरेसीस,எலக்ட்ரோபோரேசிஸ்
Eluviation,நீர்த்தல்
Emasculator,எமாஸ்குலேட்டர்
तटबंदी,உள்ளடக்கியது
गर्भ,கரு
गर्भशास्त्र,கரு
उदय,தோற்றம்
इमल्सीफायर,குழம்பாக்கி
अंतर्जात,எண்டோஜெனஸ்
एंडोमिटोसिस,எண்டோமிடோசிஸ்
एंडोपारासाइट,எண்டோபராசைட்
एंडोस्पर्म,எண்டோஸ்பெர்ம்
उपक्रम,நிறுவனம்
एंटोमोलॉजी,பூச்சியியல்
वातावरण,சூழல்
सजीवांच्या शरीरात निर्मार्ण होणारे द्रव्य,நொதி
एपिकोटिल ग्राफ्टिंग,எபிகோடைல் ஒட்டுதல்
एपिफाइट,எபிபைட்
इक्विटी,பங்கு
निर्मूलन,ஒழிப்பு
आवश्यक पोषक घटक,அத்தியாவசிய ஊட்டச்சத்துக்கள்
अंदाज,மதிப்பீடு
