Hindi,Tamil
आंग्लिक,ஆங்கிலிகன்
आंग्ल चर्च,ஆங்கிலிகன் ஒற்றுமை
आंग्ल चर्चवाद,ஆங்கிலிக்கனிசம்
आंग्ल विरोधी,ஆங்கிலோ-போப்
आंग्ल-दुर्भीति,ஆங்கிலோ-ஃபோபியா
आंग्ल सैक्सन,ஆங்கிலோ-சாக்சன்
आंग्ल-सैक्सनवाद,ஆங்கிலோ-சாக்சோனிசம்
"आख्यान-लेखक, आख्यानकार",அன்னாலிஸ்ட்
"वर्षवृत्त, आख्यान, ख्यात",அன்னல்
"अधिनहन, मिला देना",இணைப்பு
युद्ध पूर्व (स्थिति),ஆன்டி-பெல்லம்
"पूर्वतिथि-निर्धांरण, पूर्वकाल निर्धारण",முன் தேதி
पादरी प्रथा विरोधी,மதகுருத்துவத்திற்கு எதிரானது
पादरी प्रथा विरोधी विधान,மதகுருவுக்கு எதிரான சட்டம்
"पुरावशेष, पुरावस्तु",பழமை
लगान-विरोधी,எதிர்ப்பு வாடகை
2. एन्टी रैन्ट पार्टी,எதிர்ப்பு வாடகை
"यहूदी विरोध, यहूदीवाद-विरोध, यहूदी विरोधवाद",யூத எதிர்ப்பு
ऐन्ज़ेक,அன்சாக்
नागरिक सभा,அப்பெல்லா
अरालू,அரலு
आर्च बिशप,பேராயர்
आर्च डची,ஆர்ச் டச்சி
आर्च ड्यूक,ஆர்ச் டியூக்
पुरालेख संग्रह,காப்பகம் (=காப்பக சேகரிப்பு)
महाधर्माध्यक्ष का पद,ஆர்க்கிபிஸ்கோபேட்
अभिजाततंत्र,பிரபுத்துவம்
अभिजात,பிரபு
अभिजातीय दंभ,பிரபுத்துவ ஸ்னோபரி
अरस्तूवादी,அரிஸ்டாட்டிலியன்
आर्मेडा,அர்மடா
स्पेन का आर्मेडा,அர்மடா (=ஸ்பானிய அர்மடா)
कवच-विशारद,கவசக்காரர் (=கவசக்காரர்)
"कवच, बख्तर, वर्म",கவசம் (=கவசம்)
अo देo armorist,ஆயுதக்கடைக்காரர்
आर्य,ஆர்யன்
2. कुलीन,ஆர்யன்
अस्कारी,அஸ்காரி
"आसिग्ना, भू-प्रतिभृत मुद्रा",ஒதுக்கு
अभिसत्र,உதவு
2. विधिपृच्छा,உதவு
3. अभिसत्राधिनियम,உதவு
आयुध अभिसत्राधिनियम,ஆயுதச் சட்டம்
डारेन उपस्थापन अभिसत्राधिनियम,அசிஸ் ஆஃப் டேரின் பிரசன்ட்மென்ட்
मृत पूर्वज अभिसत्राधिनियम,மோர்ட் &#39;டி&#39; மூதாதையரின் அசிஸ்
अभिनव अधिधारणोत्सादन अभिसत्राधिनियम,நாவல் Disseisin Assize
नृशंसता,கொடுமை
आक्रमण,தாக்குதல்
"सर्वोच्च न्यायालय, ऑलिक काउन्सिल",ஆலிக் கவுன்சில்
गेडिस समाधान,கோடரியின் கோடாரி (=கெடெஸ் கோடாரி)
धुरी राष्ट्र,அச்சு (=ரோம்-பெர்லின்-டோக்கியோ அச்சு)
"बाबुल, बेबीलोन",பாபிலோன்
बेबीलोनी बंदीकरण,பாபிலோனிய சிறைப்பிடிப்பு (=பாபிலோனிய சிறைப்பிடிப்பு)
बाखुसी उपासक,பச்சனல் பக்தர்
मद्यपानोत्सव,பச்சனாலியா
युवा योद्धा,இளங்கலை
"बगदाद अनुबंध, बगदाद पैक्ट",பாக்தாத் ஒப்பந்தம்
बाल्कन लीग,பால்கன் லீக்
बाल्कन अनुबंध,பால்கன் ஒப்பந்தம்
बाल्कन युद्ध,பால்கன் போர்கள்
बाल्टिक अनुबंध,பால்டிக் ஒப்பந்தம்
दस्यु,கொள்ளைக்காரன்
बांडुंग सम्मेलन,பாண்டுங் மாநாடு
"निर्वासन, देश-निकाला",நாடுகடத்தல்
"पताका, ध्वजा",பதாகை
बर्बर,காட்டுமிராண்டித்தனம்
कोट-घूँघट,பார்பிகன்
बारदोली सत्याग्रह,பர்தோலி சத்தியாகிரகம்
बार्न बर्नस,பார்ன் பர்னர்ஸ்
"बैरन, सामंत",பரோன்
बैरोनेज,பாரோனேஜ்
महासामंत,பரோன்ஸ் மேஜர்கள்
लघु सामंत,பரோன்ஸ் மைனர்கள்
सामंत पत्नी,பரோனஸ்
उपसामंत,பரோனெட்
उपसामंत वर्ग,பரோனேடேஜ்
2. बैरोनेट वंशावली,பரோனேடேஜ்
उपसामंत,பேரோனெட்டி
बैरोनी,பேரோனி
दास बंदीगृह,பாராகூன்
2. दास-गृह,பாராகூன்
अवरोध,தடுப்பு (=பேரிகாடோ)
2. घिराव,தடுப்பு (=பேரிகாடோ)
3. मोचबिंदी,தடுப்பு (=பேரிகாடோ)
आधार शिबिर,அடிப்படை முகாம்
वैसिलिका,பேராலயம்
2. सभा भवन,பேராலயம்
बैस्टील,பஸ்திலா
बैस्टील,பாஸ்டில்
2. कारागार,பாஸ்டில்
तोपखाना,மின்கலம்
"रण, समर, युद्ध",போர்
रण-व्यूह,போர்-வரிசை
युद्ध-घोष,யுத்த அழுகுரல்
युद्ध कोलाहल,போர் டின்
"रण भूमि, रण क्षेत्र, समरांगण",போர்க்களம்
युद्ध-गान,போர் பாடல்
एड़-युद्ध,ஸ்பர்ஸ் போர்
ध्वज-संग्राम,ஸ்டாண்டர்ட் போர்
"रणपोत, जंगी जहाज़, संगरपोत",போர்க்கப்பல்
"संगरपोत शक्ति, रणपोत-शक्ति",போர்க்கப்பல்-வலிமை
बेयू चित्रपट,பேயுக்ஸ் சீலை
संकेत प्रकाश,கலங்கரை விளக்கம்
प्रकाश स्तंभ,கலங்கரை விளக்கம் கோபுரம்
मुखरक्षी,பீவர்
2. बीवर सिक्का,பீவர்
समुद्री बैगर,கடலின் பிச்சைக்காரர்கள்
युयुत्यु,பெல்லிகோஸ்
2. लड़ाकू,பெல்லிகோஸ்
3. युद्धप्रिय,பெல்லிகோஸ்
"युयुत्सा, युद्धप्रियता, लड़ाकूपन",பெல்கோசிட்டி
बेलोना,பெல்லோனா
"मठवृत्ति, धमवृत्ति, पादरी की वृत्ति",நன்மை
पादरी-सुविधा,குருமார்களின் பலன்
बेनीलक्स,பெனலக்ஸ்
"बर्लिन डिकी, बर्लिन निषेध",பெர்லின் ஆணை
"जुझारू योद्धा, नार्सी योद्धा",பெர்சர்கர்
बजांत,பெசன்ட் (=பெசண்ட்)
बैथेल,பெத்தேல்
ग्रंथ-पूजक,நூலாசிரியர்
ग्रंथपूजन,புத்தக வழிபாடு
बिग बर्था,பெரிய பெர்தா
धर्मांध,மதவெறி
वासादेश,பில்லெட்டிங்
बिल ऑफ अटेन्डर,பில்
अधिकार-पत्र,உரிமைகள் மசோதா
"जीवनीकार, चरित लेखक",வாழ்க்கை வரலாற்றாசிரியர்
जातक कथाएँ,பிறப்பு கதைகள்
पड़ाव,Bivouac
2. रण-शिविर,Bivouac
3. सैनिक पहरा,Bivouac
बाइज़ोनिया,பிசோனியா
अवैध दास आयात,கருப்பு பறவைகள்
काला झंडा,கருப்பு கொடி
काल-कोठरी,கருந்துளை
2. ब्लैक होल,கருந்துளை
"गद्दार, द्रोही",கருப்பு கால் (=சிரங்கு)
"ब्लैक शर्ट, काली कुर्ती दल",கருப்பு சட்டை
कुल चिह्र,பிளேசன்
2. कुल चिह्र अंकन,பிளேசன்
कुल-चिह्रांकन कला,பிரகாசம்
2. कलात्मक प्रदर्शन,பிரகாசம்
"तड़ित युद्ध, तूफानी हमला",பிளிட்ஸ்கிரீக்
"गौरवमय क्रांति, रक्तहीन क्रांति",இரத்தமில்லாத புரட்சி (=புகழ்பெற்ற புரட்சி)
"रक्तपात देय, खून की कीमत, रक्तपात दण्ड",இரத்தம் கொண்டவர்
खूनी मेरी (सन् - ईo),ப்ளடி மேரி
ब्लू,நீலம்
"आभिजात्य, कुलीनता",நீல இரத்தம்
"नीली पुस्तिका, सरकारी रिपोर्ट, ब्लू बुक",நீல புத்தகம்
"नीला फीता, ब्लू रिबन",நீல தலைப்பட்டை
2. सर्वोच्च सम्मान,நீல தலைப்பட்டை
राजकीय रक्षक,ப்ளூஸ் (=ராயல் குதிரை காவலர்கள்)
नीली कुर्ती दल (इटली),நீல நிற சட்டை
नौसेना समर्थक,நீல நீர் பள்ளி
"संचालन-मंडल, संचालन-बोर्ड, नियंन्त्रण मंडल",கட்டுப்பாட்டு வாரியம்
"वर्म, जिरह-बख्तर",உடல் கவசம்
बूर,போயர்
लूट का माल,கொள்ளை
बरो,பெருநகரம்
सीनेट सदन,பவுல்யூடெரியன்
बूर्बा,போர்பன்
बॉक्सर विद्रोह,குத்துச்சண்டை வீரர் கிளர்ச்சி
भुज कवच,பிரேஸ்
बाहु पट्टिका,பிராசர்ட்
"2. भुज बंध, भुज कवच",பிராசர்ட்
बहुधान्यक प्रदेश,ரொட்டி காலனிகள்
"वक्षस्त्राण, उरस्ताण",மார்பக தட்டு
आवक्ष भित्ति,மார்பக வேலை
"ब्रेटवाल्डा, ब्रिटनों का अधिपति",ப்ரெட்வால்டா
बटमार,பிரிகாண்ட்
"बटमारी, लुंठन, राहजनी",பிரிகாண்டேஜ்
"ब्रिटिश कॉमनवेल्य, राष्ट्रमंडल",பிரிட்டிஷ் காமன்வெல்த் நாடுகள்
"ब्राउन शर्ट्स, भूरी कुर्ती दल",பிரவுன் ஷர்ட்ஸ் (=நாஜிக்கள்)
ब्रुसेल्स संधि संगठन,பிரஸ்ஸல்ஸ் உடன்படிக்கை (ஒப்பந்தம்) அமைப்பு (=மேற்கு ஐரோப்பிய ஒன்றியம்)
महिष चर्म,பஃப்
2. लघु कोट,பஃப்
बफ़-कोट,பஃப்-கோட்
बफ़-रेज़िमेंट,பஃப்ஸ்
ब्यूल,புலே (=சபை)
पट्टेदारी,பர்கேஜ்
पौर प्रतिनिधि,பர்கெஸ்
बाईजेन्टिनी,பைசண்டைன்
बाइजेन्टिनी गिरजाघर,பைசண்டைன் தேவாலயம்
बाइजेन्टिनी साम्राज्य; पूर्वी रोम साम्राज्य,பைசண்டைன் பேரரசு
बाइजेन्टिनी संवत्,பைசண்டைன் சகாப்தம்
बाइजेन्टिनी इतिहासकार,பைசண்டைன் வரலாற்றாசிரியர்கள்
"काबेल, षडयंत्रकारियों का गुट",கபால்
सीज़रतंत्र,சீசரிசம்
खलीफ़ा,கலீஃபா
"खुशनवीस, सुलेखक",எழுத்தாளன்
सुलेख-विशारद,கையெழுத்து எழுதுபவர்
सुलेख,எழுத்துக்கலை
कैल्ट्रॉप,கால்ட்ராப்
सौहार्द,தோழமை
लघु कक्ष,கேமரிலா
2. षाड्यंत्रिक,கேமரிலா
(पोप का) मुकुट,கேமலாகம்
"छद्मावरण, छद्म गोपन",உருமறைப்பு
अभियान,பிரச்சாரம்
लश्करी; शिविरानुचर,முகாம் பின்பற்றுபவர்
गिरजा क़ब्रिस्तान,காம்போ சாண்டோ
कैंपस मारशियस,மார்டியஸ் வளாகம்
"कान्फोरा, डलियावाली",கேனபோரா
कैंग; काष्ठबंध,கங்கு
गोलाबारी,பீரங்கி
"युद्ध-बलि, तोपचारा",பீரங்கி தீவனம்
धर्म-सूत्र,நியதி
"चर्च क़ानून, ईसाई धर्म-नियम, धमनियम",நியதி சட்டம்
"कैनोपेस आज्ञप्ति, कैनोपस डिक्री",கனோபஸ் ஆணை
"चिह्रित शस्त्र, चिह्रित आयुध",ஆயுதங்களை ஏந்துதல்
बंदी,கைதி
बंदीकर्त्ता,பிடிப்பவன்
कार्डिनल,கார்டினல்
कार्ल,கார்ல்
कैरोलिन्जी राजवंश,கரோலிங்கியன் வம்சம்
कारथूसी संप्रदाय,கார்த்தூசியன் பிரிவு
कारथूसी मठ,கார்டோசா
"किलेदार, कोटपाल",காஸ்ட்லியன்
2. केस्टेलन,காஸ்ட்லியன்
वर्ण-व्यवस्था,சாதி அமைப்பு
() दुर्ग,கோட்டை
(2) गढ़ी,கோட்டை
दुर्ग-नगर,கோட்டை நகரம்
कैस्ट्रा,காஸ்ட்ரா
2. रोमन शिविर,காஸ்ட்ரா
पादरी का सिंहासन,கதீட்ரா
मुख्य गिरजाघर,கதீட்ரல்
केटो स्ट्रीट षडयंत्र,கேட்டோ ஸ்ட்ரீட் சதி
कॉडिलो,காடிலோ
() कैवेलियर,காவலர்
(2) घुड़सवार,காவலர்
कैवेलियर पार्लियामेंट,கவாலியர் பாராளுமன்றம்
"पक्ष-त्यागी गुट, आडुलम गुट",அதுலாம் குகை
"गुहा-चित्रकारी, गुहा-चित्रण",குகை ஓவியம்
2. गुहा-चित्र,குகை ஓவியம்
सेन्टुमविर,சென்டம்விர்
सेंचुरियन,செஞ்சுரியன்
"शताब्दी, सदी, शती",நூற்றாண்டு
"जिरह-बख्तर, श्रृंखला-कवच",சங்கிலி கவசம் (=செயின் மெயில்)
"समर्पित मंदिर, समर्पित पूजागृह",சாந்த்ரி
2. समर्पित धर्मदास,சாந்த்ரி
चैप पुस्तिका,அத்தியாய புத்தகம்
"धर्माधिकारी, चैपलिन",சாப்ளின்
पादरी मंडल,அத்தியாயம்
सांयोगिक दुर्घटनाएँ,விபத்துகளின் அத்தியாயம்
कीतिंचिह्र,கட்டணம்
"कार्यदूत, दूत-कार्यकारी",பொறுப்பாளர்கள்
विदाई परामर्श,கட்டணம் பிரித்தல்
युद्धाश्व,சார்ஜர்
विजय रथ,தேர்
रथारोही,தேரோட்டி
2. रथी,தேரோட்டி
3. सारथी,தேரோட்டி
"अन्नसत्र, लंगर",தொண்டு சமையலறை
"अधिकार-पत्र, चार्टर",சாசனம்
चार्टिस्ट आंदोलन,சார்டிஸ்ட் இயக்கம் (=சார்டிசம்)
"अभिलेख-कक्ष, अभिलेख-प्रकोष्ठ",சார்ட்டோபிலாசியம்
"सामंत गढ़ी, शातो",அரட்டை
पड़ताल चौकी,செக் போஸ்ட்
रासायनिक युद्ध,இரசாயனப் போர்
दुर्ग-नगर,செஸ்டர்
सरदार,முதல்வர்
सरदार,தலைவன்
2. सामंत,தலைவன்
3. राजा,தலைவன்
"जालांशुक, जालीदार कपड़ा, शिफान",சிஃப்பான்
शौर्य,வீரம்
यहूदी लोग,தேர்ந்தெடுக்கப்பட்ட மக்கள்
दिव्यवाणी कक्ष प्रवचन कक्ष,கிறிஸ்மோகிராஃபியன்
ईसाई जगत,கிறிஸ்தவமண்டலம்
ईसवी काल,கிறிஸ்தவ சகாப்தம்
ईसाई समाजवाद,கிறிஸ்தவ சோசலிசம்
इतिवृत्त,நாளாகமம்
इतिवृत्तकार,க்ரோனிக்லர்
स्वर्ण-भूमि,கிரைஸ் செர்சோனீஸ்
रत्न-कक्ष,சிமிலியம்
सोलहवीं शती की शैली,Cinquecento உடை
परिनौचालन,சுற்றறிக்கை
सिस्तर्शी साधु,சிஸ்டர்சியன் துறவி
"दुर्ग, गढ़ी",கோட்டை
() प्रशस्ति,மேற்கோள்
(2) उपस्थिति सूचना,மேற்கோள்
सविनय अवज्ञा (आन्दोलन),கீழ்ப்படியாமை
गृह-युद्ध,உள்நாட்டுப் போர்
रोमन नागरिक,சிவிஸ் ரோமானஸ்
"कलासिकी युग, श्रेण्य युग",கிளாசிக்கல் வயது
बटमार,கிளெஃப்ட் (=கிளெஃப்ட்)
"पादरीवाद, पुरोहितवाद",மதகுருத்துவம்
"भूग्राही, क्लेरुक",மதகுரு
क्लूनी आंदोलन,க்ளூனியாக் இயக்கம்
"कवच, जिरह-बख्तर",கோட் கவசம்
कुलांक,கோட் ஆஃப் ஆர்ம்ஸ்
2. आयुधांक,கோட் ஆஃப் ஆர்ம்ஸ்
3. अस्त्र-ध्वजादि-चित्रण,கோட் ஆஃப் ஆர்ம்ஸ்
"कवच, जिरह-बख्तर, अंगत्राण",அஞ்சல் கோட்
कोहॉर्ट,கோஹார்ட்
कोमिशिया,கொமிடியா
कोमिशिया सेंतुरियाता,கொமிடியா செஞ்சுரியாட்டா
कोमिशिया क्यूरिआता,கொமிடியா குரியாட்டா
कोमिशिया ट्रिब्यूता,கமிட்டியா திரிபுட்டா
स्मारक तोरण,நினைவு வளைவு
स्मारक सिक्का,நினைவு நாணயம்
स्मारक मुहर,நினைவு முத்திரை
सार्वजनिक भूमि,பொதுவான புலம்
कम्यूनार्ड,கம்யூனார்ட்
समझौता,கான்கார்டாட்
2. धर्म-संधि,கான்கார்டாட்
कंदोत्यर,காண்டோட்டியர்
"अधिकार-पत्र की पुष्टि, चार्टर-पुष्टि",உறுதிப்படுத்தல் கார்டரம்
संघर्ष,மோதல்
धर्म-संगति,சபை
विजेता राज्य,மாநிலத்தை வென்றது
विजेता,வெற்றியாளர்
"वर्षक वीर, अत्याचारी विजेता",வெற்றியாளர்
राजपरिषद्,கான்சிலியம்
"चर्च न्यायालय, काँसिस्टरी",கன்சிஸ்டரி
षड़यन्त्र,சதி
2. साजिश,சதி
कांसुली शासन,துாதரகம்
परामर्श-पुस्तिका,ஆலோசனை புத்தகம்
महाद्वीपीय व्यवस्था,கான்டினென்டல் அமைப்பு
अनधिकृत आहूत पार्लियामेंट,மாநாடு பாராளுமன்றம்
कापरहेड्स,காப்பர்ஹெட்ஸ் (=அமைதி ஜனநாயகவாதிகள்)
"पट्ट-भूमि, पट्टे पर मिली भूमि",காப்பிஹோல்ட்
परिसीमन; घेरा डालना,சுற்றிவளைத்தல்
"मुकुट, किरीट",கொரோனா
राज्याभिषेक,முடிசூட்டு விழா
"अभिषेकाश्म, अभिषेक-शिला",முடிசூட்டுக்கல்
(ग्रंथ) संग्रह,கார்பஸ்
"जलदस्यु, समुद्री डाकू",கோர்செயர்
2. दस्यु पोत,கோர்செயர்
"उरस्त्राण, वक्षस्त्राण",கோர்செட் (=கோர்செலெட்)
"कार्टिज़, स्पेनी संसद",கோர்டெஸ்
कुटी घर,கோட்டர் (=கோட்டியர்)
2. खिदमती काश्तकार,கோட்டர் (=கோட்டியர்)
काउन्ट पैलेटीनेट,பலடினேட் எண்ணுங்கள்
ग्राम्य आवास,நாட்டு வீடு
काउन्टी,மாவட்டம்
काउन्टी बरो,கவுண்டி பரோ
काउन्टी न्यायालय,மாவட்ட நீதிமன்றங்கள்
काउन्टी रियासत,கவுண்டி பாலாடைன்
दरबार,நீதிமன்றம்
2. राजसभा,நீதிமன்றம்
राजपरिपत्र,நீதிமன்ற சுற்றறிக்கை
"दरबारी शिष्टाचार, दरबारी अदब, दरबारी क़ायदा",நீதிமன்ற ஆசாரம்
"राजदरबारी, राजसभासद, मुसाहिब",நீதிமன்ற அதிகாரி
कोर्ट ऑफ कैसेशन,கேசேஷன் நீதிமன்றம்
"(ईस्ट इंडिया कंपनी का) निदेशक मंडल, कोर्ट ऑफ डायरेक्टर्स",இயக்குநர்கள் நீதிமன்றம் (EIC)
"(ईस्ट इंडिया कंपनी का) स्वामी मंडल, कोर्ट ऑफ प्रोप्राइटर्स",உரிமையாளர்களின் நீதிமன்றம்
राजकवि,நீதிமன்ற கவிஞர்
प्रसंविदाकारी केमेरोनपंथी,உடன்படிக்கை செய்யப்பட்ட கேமரோனியர்கள்
"राजा, क्राउन",கிரீடம்
2. (क) ताज,கிரீடம்
(ख) मुकुट,கிரீடம்
"खालसा, राजभूमि",கிரீடம் நிலம்
2. संघ राज्य,கிரீடம் நிலம்
युवराज,பட்டத்து இளவரசர்
"धर्मयुद्ध, जिहाद",சிலுவைப் போர்
धर्म-योद्धा,சிலுவைப்போர்
"गुप्त लेख, छद्म लेख, गुप्त संदेश, कूट लेख, कूट संदेश, छद्म संदेश",கிரிப்டோகிராம்
"वक्षस्त्राण, जिरहबख़्तर",குயிராஸ்
"चर्म कवचधारी, अश्वारोही",கியூராசியர்
संप्रदाय देवता,வழிபாட்டு தெய்வம்
"क्यूरिया, सभा-भवन, परिषद",கியூரியா
2. रोम का सीनेट भवन,கியூரியா
जारशाही,ஜாரிசம்
अंध महाद्वीप,இருண்ட கண்டம்
प्रलय-दिवस,தீர்ப்பு நாள்
2. क़यामत का दिन,தீர்ப்பு நாள்
"डीन, अधिष्ठाता",டீன்
जशक,தசாப்தம்
दीनार,டெனாரியஸ்
सिंहासनच्युत राजा,பதவி நீக்கம் செய்யப்பட்ட மன்னர்
विलुंठन,கெடுக்கும்
"अपहरण, लूट-खसोट",கெடுதல்
गद्दी से उतारना,அரியணை
राजमुकुट,டயடம்
2. किरीट,டயடம்
3. राजचिह्र,டயடம்
डायेसिया,தியாசியா
न्यायालय,டிகாஸ்டீரியம்
जलप्रलयवादी,டிலுவியலிஸ்ட்
बिशप-क्षेत्र,மறைமாவட்டம்
2. डायोसीज़,மறைமாவட்டம்
क्रांतिकारी कार्यकारिणी,டைரக்டயர் (=டைரக்டரி)
2. दायरोक्तायर,டைரக்டயர் (=டைரக்டரி)
दिरहम,திர்ஹம்
निष्ठाहीन,விசுவாசமற்ற
2. देशद्रोही,விசுவாசமற்ற
"राज्य-अपहरण नीति, राज्यलय-नीति",தோல்வியின் கோட்பாடு
"प्रलेख, दस्तावेज़",ஆவணம்
"दस्तावेज़ी साक्ष्य, प्रलेखी साक्ष्य",ஆவண ஆதாரம்
"अंतिम निर्णय पुस्तक, क़यामत के दिन की पुस्तक",டோம்ஸ்டே புத்தகம்
कॉन्सटेन्टाइन का दान,கான்ஸ்டன்டைன் நன்கொடை
"विधि, क़ानून",பேரழிவு
राजमाता,வரதட்சணை ராணி
"ड्रेगून, घुड़सवार",டிராகன்
साँडनी सवार,டிரோமேடியன்
"साँडनी, मादा ऊँट",டிரோமெடரி
महा नौका,ட்ரோமண்ட்
द्वंद्व युद्ध,இரட்டை
"डुअल अलाएँस, दोहरी संधि",இரட்டைக் கூட்டணி
ड्यूल आँताँत,இரட்டை எண்ணம்
"दोहरा शासन, दुहरी सरकार, द्वैध शासन",இரட்டை அமைப்பு (=இரட்டை அரசாங்கம்)
ड्यूक,டியூக்
ड्यूमा,டுமா
वामन अवतार,வாமன அவதாரம்
वंश,ஆள்குடி
2. राजवंश,ஆள்குடி
गरूड़,கழுகு
एल्डरमेन,கிழவன்
अर्ल,ஏர்ல்
"अर्लपद, अर्लक्षेत्र",ஏர்ல்டம்
"पूर्व गुप्त वंश, पूर्व गुप्त वंशीय राजा",ஆரம்பகால குப்தர்கள்
पूर्वकालीन (ऐतिहासिक) स्थल,ஆரம்பகால (வரலாற்று) தளங்கள்
पूर्व वैदिक काल,ஆரம்ப வேத காலம்
नागरिक सभा,பிரசங்கம்
"प्रत्यास्थापन धर्मादेश, प्रत्यास्थापनराजादेश, एडिक्ट ऑफ रेस्टिट्यूशन",மறுசீரமைப்பு ஆணை
अष्टांगिक मार्ग,எட்டு மடங்கு பாதை
"चर्च अधिकारी, गिरजाधिकारी, प्रेसबीटर",பெரியவர்கள்
वयोवृद्ध राजविद्,மூத்த அரசியல்வாதி (=ஜென்ரோ)
अंकुश,யானைக்கால்
"ग्यारह वर्ष का आतंक राज्य, एकादश वर्षीय आतंक राज्य",பதினோரு வருட கொடுங்கோன்மை
एलीजे,எலிசே (=எலிசே)
बाड़ाबंदी आंदोलन,அடைப்பு இயக்கம்
पोप-परिपत्र,கலைக்களஞ்சியம்
विश्वकोशकार आंदोलन,கலைக்களஞ்சிய இயக்கம்
"आंतांत, सौहार्द",என்டென்டே
"दृढ़ सौहार्द, आंतांत कार्दिआल",என்டென்ட் கார்டியல்
राज्यारोहण,சிம்மாசனம்
"परिचारक गण, परिचर",பரிவாரங்கள்
"वस्त्र, परिधान",எபோத்
"दंडाधीश, एफोर",எபோர்
वीरयुग,காவிய யுகம்
महाकाव्य-नायक,காவிய நாயகன்
पुरालेख,கல்வெட்டு
बिशपतंत्र,எபிஸ்கோப்பசி
विशप-पीठ,பேராயர்
घटना,அத்தியாயம்
युग,சகாப்தம்
युगांतरकारी घटना,சகாப்தத்தை உருவாக்கும் நிகழ்வு
युग-प्रवर्तक व्यक्ति,சகாப்தத்தை உருவாக்கும் மனிதன்
नाम-स्रोत,பெயர்ச்சொல்
अश्वपाल,குதிரைப்படை
