Kannada,Odiya
ಸ್ವೀಕಾರ ಪರೀಕ್ಷೆ,ଗ୍ରହଣ ପରୀକ୍ଷା
ಪ್ರವೇಶ,ପ୍ରବେଶ
ಪ್ರವೇಶ,ଆକ୍ସେସ୍ ବାହୁ
ಪ್ರವೇಶ ವ್ಯವಸ್ಥೆ,ପ୍ରବେଶ ବ୍ୟବସ୍ଥା
ಪ್ರವೇಶ,ପ୍ରବେଶ କର ପ୍ରାଧିକରଣ
ಪ್ರವೇಶ,ପ୍ରବେଶ ଚାର୍ଜ
ಪ್ರವೇಶ ವರ್ಗ,ଶ୍ରେଣୀ ଶ୍ରେଣୀ
ಡೇಟಾ ಬೇಸ್ ನಿರ್ವಹಣೆಯನ್ನು ಪ್ರವೇಶಿಸಿ,ଡାଟା ବେସ୍ ମ୍ୟାନେଜମେଣ୍ଟକୁ ପ୍ରବେଶ କରନ୍ତୁ |
ಪ್ರವೇಶ ಪರಿಸರ,ପ୍ରବେଶ ପରିବେଶ ସେବା
ಪ್ರವೇಶದ ಅಂತರ,ଫାଗ୍ ଆକ୍ସେସ୍ କରନ୍ତୁ |
ಪ್ರವೇಶ ಸೂಚ್ಯಂಕ,ପ୍ରବେଶ ସୂଚକାଙ୍କ
ಪ್ರವೇಶ,ଆକ୍ସେସ୍ ଲାଇନ୍ |
ಪ್ರವೇಶ ಕಾರ್ಯ,ମେକାନିଜିମ୍ ଆକ୍ସେସ୍ ଆକ୍ସେସ୍ କରନ୍ତୁ |
ಪ್ರವೇಶ ವಿಧಾನ,ପ୍ରବେଶ ପଦ୍ଧତି
ಪ್ರವೇಶ ವಿಧಾನ ದಿನಚರಿ,ଆକ୍ସେସ୍ ପଦ୍ଧତି ରୁଟିନ୍ |
ಪ್ರವೇಶ ಕ್ರಮ,ପ୍ରବେଶ ମୋଡ୍
ಪ್ರವೇಶ ಬಲ,ଅଧିକାର ପ୍ରବେଶ
ಪ್ರವೇಶ ಸ್ಕ್ಯಾನ್,ପ୍ରବେଶ ସ୍କାନ
ಪ್ರವೇಶ ಸಮಯ,ସମୟ ପ୍ରବେଶ କରନ୍ତୁ |
ಲೆಕ್ಕಪತ್ರ,ହିସାବ
ಲೆಕ್ಕಪರಿಶೋಧನಾ ವ್ಯವಸ್ಥೆ,ହିସାବ ଆର୍ଥିକ ବ୍ୟବସ୍ଥା
ಅಕೌಂಟಿಂಗ್ ಯಂತ್ರ,ହିସାବ ଯନ୍ତ୍ର
ಖಾತೆ ಸಂಖ್ಯೆ,ଖାତା ସଂଖ୍ୟା
ಸಂತಾನೋತ್ಪತ್ತಿ ಮಾಡುವವರನ್ನು ಸಂಗ್ರಹಿಸುವುದು,ପୁନର୍ବାର ଜମା କରିବା |
ಸಂಗ್ರಹಣೆದಾರ,ଆକ୍ୟୁମୁଲେଟର
ಸಂಚಯಕ ನೋಂದಣಿ,ଆକ୍ୟୁମୁଲେଟର ରେଜିଷ୍ଟର |
ಸಂಚಯಕ ಶಿಫ್ಟ್ ಸೂಚನೆ,ଆକ୍ୟୁମୁଲେଟର ସିଫ୍ଟ ନିର୍ଦ୍ଦେଶ |
ನಿಖರತೆ,ସଠିକତା
ನಿಖರತೆ ನಿಯಂತ್ರಣ ಪಾತ್ರ,ସଠିକତା ନିୟନ୍ତ୍ରଣ ଚରିତ୍ର |
ನಿಖರತೆ ನಿಯಂತ್ರಣ ವ್ಯವಸ್ಥೆ,ସଠିକତା ନିୟନ୍ତ୍ରଣ ବ୍ୟବସ୍ଥା |
ಏಸ್ ಪೈಲಟ್,Ace ପାଇଲଟ୍ |
ಪಾತ್ರವನ್ನು ಅಂಗೀಕರಿಸಿ,ସ୍ୱୀକାର କରନ୍ତୁ ବର୍ଣ୍ଣ
ಅಕೌಸ್ಟಿಕ್ ಕೋಪ್ಲರ್,ଆକାଶବାଣୀ କପତର୍ |
ಅಕೌಸ್ಟಿಕ್ ಜೋಡಣೆ,ଆକାଶବାଣୀ କଣ୍ଟା |
ಅಕೌಸ್ಟಿಕ್ ವಿಳಂಬ ರೇಖೆ,ଆକାଶବାଣୀ ବିଳମ୍ବ ରେଖା |
ಅಕೌಸ್ಟಿಕ್ ಸ್ಮರಣೆ,ଆକାଶବାଣୀ ସ୍ମୃତି
ಸಕೌಸ್ಟಿಕ್ ಮೋಡೆಮ್,ଆକାଶବାଣୀ ମୋଡେମ୍ |
ಅಕೌಸ್ಟಿಕ್ ಸಂಕೇತ,ଆକାଶବାଣୀ ସଙ୍କେତ |
ಅಕೌಸ್ಟಿಕ್ ಸಂಗ್ರಹ,ଆକାଶବାଣୀ ସଂରକ୍ଷଣ |
ಸಂಕ್ಷಿಪ್ತ ರೂಪ,ଆକ୍ରୋନିମ୍ |
ಕ್ರಿಯಾಶೀಲತೆ,କାର୍ଯ୍ୟ
ಕ್ರಿಯಾಶೀಲತೆ,କ୍ରିୟା ଚକ୍ର
ಕ್ರಿಯಾಶೀಲ ರೇಖೆ,କ୍ରିୟା ରେଖା
ಕ್ರಿಯಾಶೀಲ,କ୍ରିୟା ବାର୍ତ୍ତା
ಕ್ರಿಯಾಶೀಲತೆ,କାର୍ଯ୍ୟ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ,ସକ୍ରିୟକରଣ
ಸಕ್ರಿಯ,ସକ୍ରିୟ
ಸಕ್ರಿಯ ಫೈಲ್,ସକ୍ରିୟ ଫାଇଲ
ಸಕ್ರಿಯ ರೇಖೆ,ସକ୍ରିୟ ରେଖା
ಸಕ್ರಿಯ ಲಿಂಕ್,ସକ୍ରିୟ ଲିଙ୍କ୍ |
ಸಕ್ರಿಯ ಮಾಸ್ಟರ್ ಫೈಲ್,ସକ୍ରିୟ ମାଷ୍ଟର ଫାଇଲ |
ಸಕ್ರಿಯ ಮಾಸ್ಟರ್ ಐಟಂ,ସକ୍ରିୟ ମାଷ୍ଟର ଆଇଟମ୍ |
ಸಕ್ರಿಯ ಉಪಗ್ರಹ,ସକ୍ରିୟ ଉପଗ୍ରହ |
ಸಕ್ರಿಯ ನಿಲ್ದಾಣ,ସକ୍ରିୟ ଷ୍ଟେସନ
ಸಕ್ರಿಯ ಸಂಗ್ರಹಣೆ,ସକ୍ରିୟ ସଂରକ୍ଷଣ
ಚಟುವಟಿಕೆ,କାର୍ଯ୍ୟକଳାପ
ಚಟುವಟಿಕೆ ಮಟ್ಟ,କାର୍ଯ୍ୟକଳାପ ସ୍ତର
ಚಟುವಟಿಕೆ ಲೋಡಿಂಗ್,କାର୍ଯ୍ୟକଳାପ ଲୋଡିଂ
ಚಟುವಟಿಕೆ ಅನುಪಾತ,କାର୍ଯ୍ୟକଳାପ ଅନୁପାତ
ನಿಜವಾದ ವಿಳಾಸ (= ಸಂಪೂರ್ಣ ವಿಳಾಸ),ପ୍ରକୃତ ଠିକଣା (= ସଂପୂର୍ଣ୍ଣ ଠିକଣା)
ನಿಜವಾದ ಕೋಡ್ (= ಸಂಪೂರ್ಣ ಕೋಡ್),ପ୍ରକୃତ କୋଡ୍ (= ସଂପୂର୍ଣ୍ଣ କୋଡ୍)
ನಿಜವಾದ ಡೇಟಾ ವರ್ಗಾವಣೆ ದರ,ପ୍ରକୃତ ଡାଟା ସ୍ଥାନାନ୍ତର ହାର |
ವಾಸ್ತವಿಕ ದಶಮಾಂಶ ಬಿಂದು,ପ୍ରକୃତ ଦଶମିକ ବିନ୍ଦୁ |
ನಿಜವಾದ ಸೂಚನೆ (= ಪರಿಣಾಮಕಾರಿ ಸೂಚನೆ),ପ୍ରକୃତ ନିର୍ଦ୍ଦେଶ (= ପ୍ରଭାବଶାଳୀ ନିର୍ଦ୍ଦେଶ)
ವಾಸ್ತವಿಕ ಕೀ,ପ୍ରକୃତ ଚାବି |
ವಾಸ್ತವಿಕ ಸಮಯ,ପ୍ରକୃତ ସମୟ
ನಿಜವಾದ ಕೆಲಸದ ಸಮಯ,ପ୍ରକୃତ କାର୍ଯ୍ୟ ସମୟ
ಸಂಕೇತ,କାର୍ଯ୍ୟକ୍ଷମ ସଙ୍କେତ
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,ଅନୁକେତ
ಅಳವಡಗಾರ,ଆଡାପ୍ଟର
ಹೊಂದಾಣಿಕೆಯ ಚಾನಲ್ ಹಂಚಿಕೆ,ଆଡାପ୍ଟିଭ୍ ଚ୍ୟାନେଲ୍ ଆବଣ୍ଟନ |
ಹೊಂದಾಣಿಕೆಯ ಏಕೀಕರಣ,ଆଡାପ୍ଟିଭ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |
ಅಡಾಪ್ಟಿವ್ ಟ್ರಾನ್ಸ್‌ವರ್ಸಲ್ ಈಕ್ವಲೈಜರ್,ଆଡାପ୍ଟିଭ୍ ଟ୍ରାନ୍ସଭର୍ସାଲ୍ ସମାନତା |
ಪ್ರವೇಶವನ್ನು ಸೇರಿಸಲಾಗಿದೆ,ପ୍ରବେଶ ଯୋଗ କରାଯାଇଛି |
ಸೇರಿಸು,ଯୋଡି
ಸೇರಿಸುವವನು,ଆଡର୍
ಸೇಡ್ ಸಬ್ಟ್ರಾಕ್ಟರ್,ଆଡର୍ ସବଟ୍ରାକ୍ଟର |
ಕಡತವನ್ನು ಸೇರಿಸು,ଫାଇଲ୍ ଯୋଡନ୍ତୁ
ಹೆಚ್ಚುವರಿ ಅಕ್ಷರ (= ವಿಶೇಷ ಅಕ್ಷರ),ଅତିରିକ୍ତ ଅକ୍ଷର (= ବିଶେଷ ଅକ୍ଷର)
ಸೇರ್ಪಡೆ ರೆಕಾರ್ಡರ್,ଯୋଗ ରେକର୍ଡ |
ಸೇರ್ಪಡೆ ಮೇಜು,ଯୋଗ ଉପକରଣ
ಸಂಯೋಜಕ ಗುಣಲಕ್ಷಣ,ଯୋଗୀ ଗୁଣ
ಮೋಡ್ ಸೇರಿಸಿ,ମୋଡ୍ ଯୋଡନ୍ତୁ
ಕಾರ್ಯಾಚರಣೆ ಸೇರಿಸಿ,ଅପରେସନ୍ ଯୋଡନ୍ତୁ |
ಭಾಷಣ,ଠିକଣା
ವಿಳಾಸದ ಅಳತೆ,ଠିକଣା ମାପ ମାପ |
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸಮತಲ ಸ್ಥಾನ,ଠିକଣା ଯୋଗ୍ୟ ଭୂସମାନ୍ତର ସ୍ଥିତି |
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಬಿಂದು,ଠିକଣା ଯୋଗ୍ୟ ବିନ୍ଦୁ |
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಥಾನ,ଠିକଣା ଯୋଗ୍ୟ ଅବସ୍ଥାନ |
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ರಿಜಿಸ್ಟರ್,ଠିକଣା ଯୋଗ୍ୟ ରେଜିଷ୍ଟର |
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸಂಗ್ರಹಣೆ,ଠିକଣା ଯୋଗ୍ୟ ଷ୍ଟୋରେଜ
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಲಂಬ ಸ್ಥಾನ,ଠିକଣା ଭୂଲମ୍ବ ସ୍ଥିତି |
ವಿಳಾಸ ಬಸ್,ଠିକଣା ବସ୍
ವಿಳಾಸ ಕೋಡ್,ଠିକଣା କୋଡ୍
ವಿಳಾಸ ಹೋಲಿಕೆದಾರ,ଠିକଣା ତୁଳସୀତି
ವಿಳಾಸ ಗಣನೆ,ଠିକଣା ଗଣନା
ವಿಳಾಸ ಸ್ಥಿರ,ସ୍ଥିର ଠିକଣା
ವಿಳಾಸ ಪರಿವರ್ತನೆ,ଠିକଣା କନଭର୍ସନ୍ |
ವಿಳಾಸ ಡೇಟಾ,ଠିକଣା ତଥ୍ୟ
ವಿಳಾಸ ಮೆಮೊರಿ,ଠିକଣା ମେମୋରୀ |
ವಿಳಾಸ ಪರಿಣಾಮಕಾರಿ,ଠିକଣା ପ୍ରଭାବଶାଳୀ |
ವಿಳಾಸ ಕ್ಷೇತ್ರ,ଠିକଣା କ୍ଷେତ୍ର
ವಿಳಾಸ ಸ್ವರೂಪ,ଠିକଣା ଫର୍ମାଟ୍
ವಿಳಾಸ ಉಚಿತ ಕಾರ್ಯಕ್ರಮ,ଠିକଣା ମାଗଣା ପ୍ରୋଗ୍ରାମ୍ |
ಸಂಬೋಧಿಸುವುದು,ଠିକଣା
"ಸಂಬೋಧಿಸುವುದು
 ಪಾತ್ರ","ଠିକଣା
 ବର୍ଣ୍ଣ"
ಅಡಚಣೆಯನ್ನು ಉದ್ದೇಶಿಸಿ,ବାଧା ଠିକଣା
ವಿಳಾಸ ಲೂಪ್,ଲୁପ୍ ଠିକଣା
ವರ್ಚುವಲ್ ಮೆಮೊರಿಯನ್ನು ಉದ್ದೇಶಿಸಿ,ଭର୍ଚୁଆଲ୍ ମେମୋରୀ ଠିକଣା
ವಿಳಾಸ ಇಂಟರ್ಲೇಟಿಂಗ್,ଠିକଣା ଅନ୍ତରାପଳୀ
ವಿಳಾಸವಿಲ್ಲದ ಸೂಚನಾ ಸ್ವರೂಪ,ଠିକଣାହୀନ ନିର୍ଦ୍ଦେଶ ଫର୍ମାଟ୍ |
ವಿಳಾಸ ಸಾಲು,ଠିକଣା ରେଖା
ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್,ଠିକଣା ମ୍ୟାପିଙ୍ଗ
ವಿಳಾಸ ಗುರುತು,ଠିକଣା ଚିହ୍ନ
ವಿಳಾಸ ಮಾರ್ಪಾಡು,ଠିକଣା ପରିବର୍ତ୍ତନ
ವಿಳಾಸದ ಭಾಗ,ଠିକଣା ଅଂଶ
ವಿಳಾಸ ಪಾಯಿಂಟರ್,ଠିକଣା ସୂଚକ
ವಿಳಾಸ ನೋಂದಣಿ,ଠିକଣା ରେଜିଷ୍ଟର |
ವಿಳಾಸ ಸಂಕೇತ,ଠିକଣା ସଙ୍କେତ
ವಿಳಾಸದ ಗಾತ್ರ,ଠିକଣା ଆକାର
ವಿಳಾಸ ಸ್ಥಳ,ଠିକଣା ସ୍ଥାନ
ವಿಳಾಸ ಬಾಹ್ಯಾಕಾಶ ಗುರುತಿಸುವಿಕೆ,ଠିକଣା ସ୍ପେସ୍ ପରିଚାୟକ |
ವಿಳಾಸ ನಿಲುಗಡೆ,ଠିକଣା ଷ୍ଟପ୍
ವಿಳಾಸ ಜಾಡಿನ,ଠିକଣା ଚିହ୍ନ
ವಿಳಾಸ ಟ್ರ್ಯಾಕ್,ଠିକଣା ଟ୍ରାକ୍
ವಿಳಾಸ ಅನುವಾದ,ଠିକଣା ଅନୁବାଦ
ವಿಳಾಸ ಅನುವಾದಕ,ଠିକଣା ଅନୁବାଦକ
ಕಕ್ಸಚ್ಚುವಿಕೆಯನ್ನು ಸೇರಿಸಿ ಸಮಯ,ଯୋଡନ୍ତୁ-ସବଟ୍ରାକ୍ଟ ଟାଇମ୍ |
ಸಮಯವನ್ನು ಸೇರಿಸಿ,ସମୟ ଯୋଡନ୍ତୁ |
ಪಕ್ಕದ,ସଂଲଗ୍ନ
ಪಕ್ಕದ ರಚನೆ,ସଂଲଗ୍ନ structure ାଞ୍ଚା |
ಪಕ್ಕದ ಚಾನಲ್,ସଂଲଗ୍ନ ଚ୍ୟାନେଲ |
ಪಕ್ಕದ ಡೊಮೇನ್,ସଂଲଗ୍ନ ଡୋମେନ୍ |
ಪಕ್ಕದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |
ಪಕ್ಕದ ನೋಡ್,ସଂଲଗ୍ନ ନୋଡ୍ |
ಪಕ್ಕದ ಸುಬೇರಿಯಾ,ସଂଲଗ୍ନ ସୁବିରା |
ಹೊಂದಾಣಿಕೆ (ಸಿಸ್ಟಮ್),Adjone (ସିଷ୍ଟମ୍)
ಸರಿಹೊಂದಿಸು,ଆଡଜଷ୍ଟ କରନ୍ତୁ |
ಹೊಂದಾಣಿಕೆ ವ್ಯಾಪ್ತಿ,ନିୟନ୍ତ୍ରିତ ପରିମାଣ
ಪಠ್ಯ ಮೋಡ್ ಅನ್ನು ಹೊಂದಿಸಿ,ପାଠ୍ୟ ମୋଡ୍ ଆଡଜଷ୍ଟ କରନ୍ତୁ |
ಆಡಳಿತ ದತ್ತಾಂಶ ಸಂಸ್ಕರಣೆ,ପ୍ରଶାସନିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
ಆಡಳಿತಾತ್ಮಕ ಕಾರ್ಯಾಚರಣೆ,ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ
ಆಡಳಿತಕಾರಕ,ପ୍ରଶାସନିକ ଅପରେଟର |
ಆಡಳಿತ ನಿರ್ವಾಹಕ ಕೇಂದ್ರ,ପ୍ରଶାସନିକ ଅପରେଟର୍ ଷ୍ଟେସନ୍ |
ಆಡಳಿತಾತ್ಮಕ ಬೆಂಬಲ ವ್ಯವಸ್ಥೆ,ପ୍ରଶାସନିକ ସମର୍ଥନ ସିଷ୍ଟମ୍ |
ಸುಧಾರಿತ ಸಂವಹನ ಸೇವೆ,ଉନ୍ନତ ଯୋଗାଯୋଗ ସେବା |
ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ,ଉନ୍ନତ ସୂଚନା ସିଷ୍ଟମ୍ |
ಸುಧಾರಿತ ಆಪ್ಟಿಕಲ್ ಕ್ಯಾರೆಕ್ಟರ್ ರೀಡರ್,ଅପ୍ଟିକାଲ୍ ବର୍ଣ୍ଣ ରିଡର୍ |
ಸುಧಾರಿತ ವೈಜ್ಞಾನಿಕ ಕಂಪ್ಯೂಟರ್,ଉନ୍ନତ ବ scientific ଜ୍ଞାନିକ କମ୍ପ୍ୟୁଟର |
ವೈಮಾನಿಕ,ବାୟୁ
ಒಟ್ಟು,ସମୁଦାୟ
ಒಟ್ಟು ಅಭಿವ್ಯಕ್ತಿ,ସମୁଦାୟ ଅଭିବ୍ୟକ୍ତି |
ಗುರಿ ವೃತ್ತ,ଲକ୍ଷ୍ୟ ସର୍କଲ୍ |
ಗುರಿ ಕ್ಷೇತ್ರ (= ಗುರಿ ಚಿಹ್ನೆ),ଲକ୍ଷ୍ୟ କ୍ଷେତ୍ର (= ଲକ୍ଷ୍ୟ କରୁଥିବା ପ୍ରତୀକ)
ಗುರಿ ಚಿಹ್ನೆ,ଲକ୍ଷ୍ୟମୂଳକ ପ୍ରତୀକ
ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ,ଏୟାରବୋର୍ନ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |
ಬೀಜಗಣಿತ ಐಜೆನ್ವಾಲ್ಯು ಸಮಸ್ಯೆ,ବୀଜେବ୍ରିକ୍ ଇଗେନ୍ଭିଲ୍ ସମସ୍ୟା ସମସ୍ୟା |
"ಬೀಜಗಣಿತದ
 ಏಕೀಕರಣ","ବ el ୍ଜନିକ୍ |
 ଏକୀକରଣ"
ಬೀಜಗಣಿತದ ಭಾಷೆ,ବଗିଳିନିକ୍ ଭାଷା |
ಬೀಜಗಣಿತದ ಕುಶಲ,ବୀଜେବ୍ରିକ୍ ମନିପୁଲେସନ୍ |
ಬೀಜಗಣಿತದ ಕುಶಲ ಭಾಷೆ,Algebric ମନିପୁଲେସନ୍ ଭାଷା |
ಬೀಜಗಣಿತ ಆಧಾರಿತ ಭಾಷೆ,ବୀଜେବ୍ରିକ୍ ଆଧାରିତ ଭାଷା |
ಬೀಜಗಣಿತದ ಶಿಫ್ಟ್,ଆଲଜେବ୍ରିକ୍ ସିଫ୍ଟ |
ಬೀಜಗಣಿತ ಚಿಹ್ನೆ ಸಮಾವೇಶ,ଆଲଜେବ୍ରିକ୍ ଚିହ୍ନ ସମ୍ମିଳନୀ |
ಪಾಚಕ,ଆଲଗୋଲ୍ |
ಆಲ್ಗೋಲ್ ವೈಶಿಷ್ಟ್ಯ,ଆଲଗୋଲ ବ feature ଶିଷ୍ଟ୍ୟ |
ಅಲ್ಗೋಲ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,Algol ପ୍ରୋଗ୍ରାମିଂ |
ಅಲ್ಗಾರಿದಮ್,ଆଲଗୋରିଦମ
ಅಲ್ಗಾರಿದಮ್ ಸಹಾಯಕ ಭಾಷೆ,ଆଲଗୋରିଦମ ଆସୋସିଟିଭ୍ ଭାଷା |
ಅಲ್ಗಾರಿದಮ್ ವರ್ಗೀಕರಣ,ଆଲଗୋରିଦମ ବର୍ଗୀକରଣ |
ಅಲ್ಗಾರಿದಮ್ ಸಂಕೀರ್ಣತೆ,ଆଲଗୋରିଦମ ଜଟିଳତା |
ಅಲ್ಗಾರಿದಮ್ ಗಣನೀಯತೆ,ଆଲଗୋରିଦମ ଗଣନା |
ಕ್ರಮಾವಧಿಕ ವಿಶ್ಲೇಷಣೆ,ଆଲଗୋରିଥେମିକ୍ ବିଶ୍ଳେଷଣ |
ಕ್ರಮಾವಧಿಕ ವಿಧಾನ,ଆଲଗୋରିଥମିକ୍ ଆଭିମୁଖ୍ୟ |
ಕ್ರಮಬದ್ಧ ಭಾಷೆ,ଆଲଗୋରିଥମିକ୍ ଭାଷା |
ಅಲ್ಗಾರಿದಮಿಕ್ ವಾಡಿಕೆಯ,ଆଲଗୋରିଥେମିକ୍ ରୁଟିନ୍ |
ಕ್ರಮಾವಧಿಕ ಸಿದ್ಧಾಂತ,ଆଲଗୋରିଥେମିକ୍ ସିଦ୍ଧାନ୍ତ |
ಅಲಿಯಾಸ್,ଛଦ୍ମନାମ
ಅಲಿಯಾಸೆ,ଛଦ୍ମନାମ
ಅಲಿಯಾಸ್ ಹೆಸರು (= ಪರ್ಯಾಯ ಹೆಸರು),ଛଦ୍ମନାମ ନାମ (= ​​ବିକଳ୍ପ ନାମ)
ಜೋಡಣೆ,ପରିଚାଳିତ
ನಿಯೋಜಿಸು,ବଣ୍ଟନ କରନ୍ତୁ |
ಹಂಚಿಕೆ ರಚನೆ,ଆବଣ୍ଟନ ସଂରଚନା |
ಎಲ್ಲಾ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್,ସମସ୍ତ ଉଦ୍ଦେଶ୍ୟମୂଳକ କମ୍ପ୍ୟୁଟର |
ವರ್ಣಮಾಲೆಯ ಪಾತ್ರ,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರಗಳ ಸೆಟ್,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ ସେଟ୍ |
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ ಉಪವಿಭಾಗ,ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସବ୍ |
ವರ್ಣಮಾಲೆ ಸಂಕೇತ,ବର୍ଣ୍ଣମାଳା କୋଡ୍
ವರ್ಣಮಾಲೆ ಶಿಫ್ಟ್,ବର୍ଣ୍ଣମାଳା ଶିଫ୍ଟ |
ವರ್ಣಮಾಲೆಯ ದಾರ,ବର୍ଣ୍ଣମାଳା ଷ୍ଟ୍ରିଙ୍ଗ୍ |
ವರ್ಣಮಾಲೆ ಪದ,ବର୍ଣ୍ଣମାଳା ଶବ୍ଦ
ವರ್ಣಮಾಲೆ,ବର୍ଣ୍ଣମାଳା
ಆಲ್ಫೇಜೀಟ್ರಿಕ್ಸ್,ଆଲଫେମେଟ୍ରିକ୍ସ
ಆಲ್ಫಾಮನ,ଆଲଫାମ୍
ವರ್ಣಮಾಲೆಯ,ଆଲଫାମାସିକ୍ |
ವರ್ಣಮಾಲೆಯ,ବର୍ଣ୍ଣମାଳା
ಆಲ್ಫಾನ್ಯೂಮರಿಕಲ್ ಕೀಬೋರ್ಡ್ ಸಾಧನ,ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ ଉପକରଣ |
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಅಕ್ಷರ ಸೆಟ್,ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସେଟ୍ |
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡ್,ବର୍ଣ୍ଣମାଳା କୋଡ୍
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡೆಡ್ ಅಕ್ಷರ ಸೆಟ್,ବର୍ଣ୍ଣମାଳା କୋଡେଡ୍ ଅକ୍ଷର ସେଟ୍ |
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಡೇಟಾ,ବର୍ଣ୍ଣମାଳା ତଥ୍ୟ |
