Marathi,Tamil
"आकार गुणोत्तर, गुणोत्तर","அளவு விகிதம், தோற்ற விகிதம்"
फ्लोटिंग सर्किट (फ्री ऑपरेटिंग सर्किट),மிதக்கும் சுற்று (இலவச இயக்க சுற்று)
स्वयंचलित मल्टीव्हायब्रेटर,தானியங்கி மல்டிவிபிரேட்டர்
फ्लोटिंग मल्टीव्हायब्रेटर,மிதக்கும் மல்டிவிபிரேட்டர்
असममित जंक्शन,சமச்சீரற்ற சந்திப்பு
असिंक्रोनस कॅल्क्युलेटर,ஒத்திசைவற்ற கால்குலேட்டர்
आण्विक,அணுக்கரு
अणुक्रमांक,அணு எண்
अणु रचना,அணு அமைப்பு
ऑडिओ अॅम्प्लीफायर,ஒலி பெருக்கி
ऑडिओ अॅम्प्लीफायर,ஒலி பெருக்கி
ऑडिओ कॅसेट,ஆடியோ கேசட்
ऑडिओ सर्किट,ஒலி சுற்று
ऐकण्यायोग्य वारंवारता,கேட்கக்கூடிய அதிர்வெண்
स्वयंचलित व्होल्टेज नियंत्रण,தானியங்கி மின்னழுத்த கட்டுப்பாடு
हिमस्खलन,பனிச்சரிவு
सरासरी डिटेक्टर,சராசரி கண்டுபிடிப்பான்
अक्षीय मोड,அச்சு முறை
अक्षीय प्रमाण,அச்சு விகிதம்
अँटेना,ஆண்டெனா
बॅक इलेक्ट्रोमोटिव्ह फोर्स,பின் மின்னோட்ட விசை
मागील क्षेत्र,பின் பகுதி
परत स्कॅटर,மீண்டும் சிதறல்
पार्श्वभूमी शुल्क,பின்னணி கட்டணம்
बाजूचा आवाज,பக்க சத்தம்
प्रतिगामी,பின்னடைவு
पोस्टरियर इरॅडिएशन,பின்புற கதிர்வீச்சு
बॅकवर्ड डायोड / बॅकवर्ड डायोड,பின்னோக்கி டையோடு / பின்தங்கிய டையோடு
बॅकवर्ड वेव्ह ऑसिलेटर,பின்னோக்கி அலை ஆஸிலேட்டர்
"अडथळा, अडथळा","தடை, தடை"
अडथळा,தடை
संतुलित पूल,சீரான பாலம்
संतुलित मॉड्युलेटर,சமநிலை மாடுலேட்டர்
संतुलित मॉड्युलेटर,சமநிலை மாடுலேட்டர்
संतुलित सर्किट,சமநிலை சுற்று
संतुलित ग्रेडियंट डिटेक्टर,சமச்சீர் சாய்வு கண்டறிதல்
वर्तमान स्टॅबिलायझर प्रतिरोध,தற்போதைய நிலைப்படுத்தி எதிர்ப்பு
बोलोमीटर,போலோமீட்டர்
बोलोमीटर पूल,போலோமீட்டர் பாலம்
फुगा,பலூன்
केळी जॅक,வாழை பலா
केळी प्लग,வாழை பிளக்
"पट्टी, पट्टी","பட்டை, கட்டு"
बँड चालक,இசைக்குழு இயக்கி
बँड ऊर्जा,இசைக்குழு ஆற்றல்
बँड अंतर,பட்டை இடைவெளியை
बॅडपार्क अॅम्प्लीफायर,பேட்பார்க் பெருக்கி
बँड पास फिल्टर,பேண்ட் பாஸ் வடிகட்டி
बॉड रेट जनरेटर,பாட் ரேட் ஜெனரேட்டர்
banddispersion,பட்டை பரவல்
बँड रेझिस्टर,இசைக்குழு மின்தடை
बँड ब्रेकर फिल्टर,பேண்ட் பிரேக்கர் வடிகட்டி
बँड विस्तार,இசைக்குழு விரிவாக்கம்
बँड रिमूव्हर फिल्टर,பேண்ட் ரிமூவர் வடிகட்டி
बँड विस्तार विक्षेप गुणक,பேண்ட் விரிவாக்கம் விலகல் பெருக்கி
बँड विस्तार अंतर गुणक,பேண்ட் நீட்டிப்பு தூரம் பெருக்கி
"बीम कॅपेसिटर, बँक कॅपेसिटर","பீம் மின்தேக்கி, வங்கி மின்தேக்கி"
"बार्कर कोड, बार्कर कोड","குரைக்கும் குறியீடு, குரைக்கும் குறியீடு"
barravaugen निकष,barravaugen அளவுகோல்
बॅरेटर,பார்ப்பனர்
अडथळा,தடை
इन्सुलेट कॅपेसिटर,இன்சுலேடிங் மின்தேக்கி
अडथळा ऊर्जा,தடை ஆற்றல்
रेझिस्टर व्होल्टेज,மின்தடை மின்னழுத்தம்
बार्टलेट विंडो,பார்ட்லெட் ஜன்னல்
"आधार, आधार","அடிப்படை, அடிப்படை"
बेस बँड,அடிப்படை இசைக்குழு
बेस बँड ट्रान्समिशन,அடிப்படை இசைக்குழு பரிமாற்றம்
बेस चार्ज,அடிப்படை கட்டணம்
बेस करंट,அடிப்படை மின்னோட்டம்
मूळ वर्तमान स्रोत,அடிப்படை தற்போதைய ஆதாரம்
बेस कातरणे,அடிப்படை வெட்டுதல்
आधार मदन,ஆதார் மதன்
बेस एमिटर फीड,அடிப்படை உமிழ்ப்பான் ஊட்டம்
बेस एमिटर जंक्शन,அடிப்படை உமிழ்ப்பான் சந்திப்பு
बेस इंजेक्शन,அடிப்படை ஊசி
ग्राउंड लाईन,தரை வரி
बेस प्रतिकार,அடிப்படை எதிர்ப்பு
मूळ स्रोत,அடிப்படை ஆதாரம்
बेस विस्तार प्रतिकार,அடிப்படை விரிவாக்க எதிர்ப்பு
बेस विस्तार प्रतिकार,அடிப்படை விரிவாக்க எதிர்ப்பு
बेस जाडी,அடிப்படை தடிமன்
बेस प्रवेश,அடிப்படை அணுகல்
"बेस विड्थ मॉड्युलेशन, बेस एक्सपेन्शन मॉड्युलेशन","அடிப்படை அகல பண்பேற்றம், அடிப்படை விரிவாக்க மாடுலேஷன்"
बेस कलेक्टर करार,அடிப்படை சேகரிப்பாளர் ஒப்பந்தம்
वास,வாசனை
बास वारंवारता,பாஸ் அதிர்வெண்
बॅटरी,மின்கலம்
बॉड,பாட்
बॉड दर,பாட் விகிதம்
बॉड रेट जनरेटर,பாட் ரேட் ஜெனரேட்டர்
बोडो कोड,போடோ குறியீடு
"सिग्नल, बीकन","சமிக்ஞை, கலங்கரை விளக்கம்"
"माणिका, बीड","மாணிக்கா, பீட்"
मॅनिक कॅपेसिटर,பித்து மின்தேக்கி
मणिकर्तपी प्रतिरोधक,மணிகர்தாபி எதிர்ப்பாளர்கள்
"बीम अँटेना, बीम अँटेना","பீம் ஆண்டெனா, பீம் ஆண்டெனா"
बीम डिटेक्टर,பீம் டிடெக்டர்
बीम पॉवर नळी,பீம் சக்தி குழாய்
बीम स्विचिंग नोजल,பீம் மாறுதல் முனைகள்
तुळई विस्तार,கற்றை விரிவாக்கம்
बीट वारंवारता,துடிப்பு அதிர்வெண்
बीट-फ्रिक्वेंसी ऑसिलेटर,துடிப்பு-அதிர்வெண் ஆஸிலேட்டர்
पल्स ऑसिलेटर,துடிப்பு ஆஸிலேட்டர்
घंटा,மணி
वाकणे नुकसान,வளைக்கும் இழப்பு
बेसल फिल्टर,பெசல் வடிகட்டி
बीटा,பீட்டா
b-h वक्र,b-h வளைவு
"पक्षपात, पक्षपात","சார்பு, சார்பு"
पूर्वाग्रह वर्तमान,சார்பு மின்னோட்டம்
पूर्वाग्रह प्रतिकार,சார்பு எதிர்ப்பு
दुहेरी अँटेना,இரட்டை ஆண்டெனா
द्विदिशात्मक भार प्रवाह,இருதரப்பு சுமை மின்னோட்டம்
द्विदिश अँटेना,இருதரப்பு ஆண்டெனா
द्विदिश प्रकाश उत्सर्जक डायोड,இருதரப்பு ஒளி உமிழும் டையோடு
द्विदिशात्मक थायरिस्टर,இருதரப்பு தைரிஸ்டர்
bi FET तंत्रज्ञान,இரு FET தொழில்நுட்பம்
द्वि-बिंदू ट्रान्सफॉर्मर,இரு புள்ளி மின்மாற்றி
दुहेरी संलयन,இரட்டை இணைவு
द्विपक्षीय सर्किट,இருதரப்பு சுற்று
बायनरी,பைனரி
बायनरी बेरीज,பைனரி தொகை
बायनरी सर्किट,பைனரி சுற்று
बायनरी कोडेड दशांश,பைனரி குறியிடப்பட்ட தசம
बायनरी कोडेड दशांश प्रणाली,பைனரி குறியிடப்பட்ட தசம அமைப்பு
बायनरी द्विध्रुवीय कॅपेसिटर,பைனரி இருமுனை மின்தேக்கி
बायनरी कॅल्क्युलेटर,பைனரி கால்குலேட்டர்
बायनरी कॅल्क्युलेटर,பைனரி கால்குலேட்டர்
बायनरी डीकोडर,பைனரி குறிவிலக்கி
बायनरी शिडी,பைனரி ஏணி
बायनरी पॅथोमीटर,பைனரி பாத்தோமீட்டர்
बायनरी स्थिती,இருமை நிலை
बायनरी-दशांश डिकोडर,பைனரி-தசம குறிவிலக்கி
बायनरी लोड,பைனரி சுமை
बायनरी शब्द,பைனரி வார்த்தைகள்
द्विध्रुवीय,இருமுனை
द्विध्रुवीय कॅपेसिटर,இருமுனை மின்தேக்கி
द्विध्रुवीय उपकरण,இருமுனை சாதனம்
द्विध्रुवीय स्रोत,இருமுனை மூல
द्विध्रुवीय ट्रान्झिस्टर,இருமுனை டிரான்சிஸ்டர்
द्विध्रुवीय जंक्शन ट्रान्झिस्टर,இருமுனை சந்திப்பு டிரான்சிஸ்டர்
चतुर्भुज फिल्टर,இருபடி வடிகட்டி
दुहेरी स्थिती,இரட்டை நிலை
दोन-स्टेज मल्टीव्हायब्रेटर,இரண்டு-நிலை மல்டிவைபிரேட்டர்
द्विदिशात्मक रिले,இருதரப்பு ரிலே
biphasic स्थिती,இரண்டு கட்ட நிலை
दोन-स्थिती ट्रिगर,இரண்டு நிலை தூண்டுதல்
बिट त्रुटी,பிட் பிழை
बिट त्रुटी दर,பிட் பிழை விகிதம்
बिट त्रुटी,பிட் பிழை
बिटकल त्रुटी,பிட்கல் பிழை
आंधळा बॉक्स,குருட்டு பெட்டி
घनरूप नाडी,அமுக்கப்பட்ட துடிப்பு
सचिव,சுரப்பவர்
सेक्रेटरी इनहिबिटर,சுரக்கும் தடுப்பான்
अंधत्व,குருட்டுத்தன்மை
खंड आकृती,பிரிவு வரைபடம்
अवरोधित करणे,தடுப்பு மின்தடை
तुकडा हस्तांतरण,துண்டு பரிமாற்றம்
इंटरसेप्ट,இடைமறிக்கவும்
रेझिस्टर कॅपेसिटर,மின்தடை மின்தேக்கி
रेझिस्टर कॅपेसिटर,தடுப்பான் மின்தேக்கி
रेझिस्टर ऑसिलेटर,தடுக்கும் ஆஸிலேட்டர்
ब्लॉकिंग ऑसिलेटर,மின்தடை ஆஸிலேட்டர்
रेझिस्टर व्होल्टेज,மின்தடை மின்னழுத்தம்
ब्लोअर,ஊதுபவர்
bode आकृती,போட் வரைபடம்
voltzmann संबंध,வோல்ட்ஸ்மேன் உறவு
voltzmann स्थिरांक,வோல்ட்ஸ்மேன் மாறிலி
बंध,பத்திரம்
बाउंड स्ट्रेन गेज,பிணைக்கப்பட்ட திரிபு அளவு
स्वयं-समर्थक अॅम्प्लिफायर,சுயமாக இயக்கப்படும் பெருக்கி
बुलियन बीजगणित,பூலியன் இயற்கணிதம்
बुलियन समीकरण,பூலியன் சமன்பாடு
बूट Strapon,துவக்க ஸ்ட்ராபன்
बूथचे अल्गोरिदम,பூத்தின் அல்காரிதம்
बूटस्ट्रॅप प्रिझम सर्किट,பூட்ஸ்ட்ராப் ப்ரிசம் சுற்று
bosscutts नियम,bosscutts ஆட்சி
बोस-चौधरी हॉकेनहॅम (BCH) कोड,போஸ்-சௌத்ரி ஹாக்கன்ஹாம் (BCH) குறியீடு
"उडी, उडी","குதி, குதி"
बद्ध इलेक्ट्रॉन,பிணைக்கப்பட்ட எலக்ட்ரான்
ब्रॅग रिफ्लेक्टर,ப்ராக் பிரதிபலிப்பான்
गुंफलेली तार,பின்னிப் பிணைந்த கம்பி
शाखा,கிளை
शाखा,கிளைகள்
प्रयोग मंडळ,பரிசோதனை குழு
ब्रेक झोन,எலும்பு முறிவு மண்டலம்
ब्रेकिंग व्होल्टेज,உடைக்கும் மின்னழுத்தம்
ब्रेकडाउन डायोड,முறிவு டையோடு
फ्रॅक्चर फिक्सेशन,எலும்பு முறிவு சரிசெய்தல்
ब्रेकिंग व्होल्टेज,உடைக்கும் மின்னழுத்தம்
पूल,பாலம்
ब्रिज रेक्टिफायर,பாலம் திருத்தி
रुंद बँड,பரந்த இசைக்குழு
ब्रॉडकास्ट बँड,ஒலிபரப்பு இசைக்குழு
सूक्ष्म अॅरे,நிழலிடா வரிசை
प्रसारण,ஒளிபரப்பு
ब्रॉडकास्ट अँटेना,ஒளிபரப்பு ஆண்டெனா
ब्रॉडकास्ट रिसीव्हर,ஒளிபரப்பு ரிசீவர்
वारंवारता प्रसारण प्राप्तकर्ता,அதிர்வெண் ஒளிபரப்பு பெறுதல்
प्रसारण ट्रान्समीटर,ஒளிபரப்பு டிரான்ஸ்மிட்டர்
बूस्टर अँटेना,பூஸ்டர் ஆண்டெனா
बस अँटेना,பஸ் ஆண்டெனா
ब्रश विसर्जन,தூரிகை மூழ்குதல்
बुडबुडे आणि गेट,குமிழ் மற்றும் வாயில்
बुडबुडू किंवा गेट,புட்புடு அல்லது கேட்
बबल स्मृती,குமிழி நினைவகம்
भरपाई व्होल्टेज,மின்னழுத்தத்தை ஈடுசெய்யும்
बफर,தாங்கல்
बफर अॅम्प्लीफायर,தாங்கல் பெருக்கி
बफर सर्किट,தாங்கல் சுற்று
बफर ऑपरेटर,தாங்கல் ஆபரேட்டர்
बफर रजिस्टर,தாங்கல் பதிவு
बल्ब,பல்பு
लोकसंख्या प्रभाव,மக்கள் தொகை விளைவு
मॅक्रो सेमीकंडक्टर उपकरण,மேக்ரோ குறைக்கடத்தி சாதனம்
घड,கொத்து
बुडलेली एक्सचेंज,மூழ்கிய பரிமாற்றம்
बुडलेला थर,மூழ்கிய அடுக்கு
बुडलेला संपर्क,மூழ்கிய தொடர்பு
स्फोट अॅम्प्लीफायर,வெடிப்பு பெருக்கி
स्फोट कव्हर,குண்டு வெடிப்பு கவர்
स्फोट गोळीबार,குண்டு வெடிப்பு
स्फोट दरवाजा अॅम्प्लीफायर,வெடிப்பு கதவு பெருக்கி
बर्स्ट मोड,வெடிப்பு முறை
स्फोट विभाजक,வெடிப்பு பிரிப்பான்
स्फोट सिग्नल,வெடிப்பு சமிக்ஞை
स्फोट त्रुटी सुधारक कोड,வெடிப்பு பிழை திருத்தி குறியீடு
पुरेसा,போதும்
बस बार,பஸ் பார்
बस संघटना,பேருந்து அமைப்பு
बस मानक,பேருந்து தரநிலை
फक्त क्षणिक,வெறும் கணம்
बटर वर्थ फिल्टर,வெண்ணெய் மதிப்பு வடிகட்டி
bnc वायर,bnc கம்பி
BNC जॉइंटर,BNC இணைப்பாளர்
च्या कडे,வழியில்
बायपास कॅपेसिटर,பைபாஸ் மின்தேக்கி
बाइट,பைட்
व्ही बँड,வி இசைக்குழு
सी बँड अँटेना,சி பேண்ட் ஆண்டெனா
तार,கம்பி
वायर राउटिंग,கம்பி வழித்தடம்
टेलिग्राफ दूरदर्शन,தந்தி தொலைக்காட்சி
कॅशे मेमरी,கேச் நினைவகம்
Sisim वारंवारता मानक,சிசிம் அதிர்வெண் தரநிலை
कॅल्क्युलेटर,கால்குலேட்டர்
कॅलिब्रेशन,அளவுத்திருத்தம்
कॉल पत्ता,அழைப்பு முகவரி
कॉलपिट ऑसिलेटर,கால்பிட் ஆஸிலேட்டர்
कॅम कॉर्डर,கேம் கார்டர்கள்
कॅमेरा,புகைப்பட கருவி
कॅमेरा नळी,கேமரா குழாய்
candela,குத்துவிளக்கு
मेणबत्ती शक्ती,மெழுகுவர்த்தி சக்தி
कॅन्टिलिव्हर स्ट्रेन गेज,கான்டிலீவர் ஸ்ட்ரெய்ன் கேஜ்
धारण,வைத்திருக்கும்
कॅपेसिटन्स ब्लड प्रेशर ट्रान्सड्यूसर,கொள்ளளவு இரத்த அழுத்த மின்மாற்றி
होल्डिंग वितरक,வைத்திருக்கும் விநியோகஸ்தர்
करार धारण,ஒப்பந்தம் வைத்தல்
कॅपेसिटन्स गेज,கொள்ளளவு அளவீடு
धारण कलेक्टर,வைத்திருக்கும் சேகரிப்பான்
capacitance reactance,கொள்ளளவு எதிர்வினை
"कॅपेसिटिव्ह एनर्जी कन्व्हर्टर, ट्रान्सड्यूसर","கொள்ளளவு ஆற்றல் மாற்றி, மின்மாற்றி"
कॅपेसिटर,மின்தேக்கி
कॅपेसिटर बँक,மின்தேக்கி வங்கி
कॅपेसिटर फिल्टर,மின்தேக்கி வடிகட்டி
कॅपेसिटर इनपुट फिल्टर,மின்தேக்கி உள்ளீடு வடிகட்டி
विंच मोटर,வின்ச் மோட்டார்
पुली सर्वो बॉडी,புல்லி சர்வோ உடல்
चरखी,சார்க்கி
पकडणे,பிடிப்பு
कॅप्चर कलम,பிடிப்பு பிரிவு
कॅप्चर प्रभाव,பிடிப்பு விளைவு
वाहक आवाज प्रमाण,கேரியர் இரைச்சல் விகிதம்
कार रेडिओ,கார் வானொலி
कार्बन प्रतिरोधक,கார்பன் மின்தடை
कार्ड रीडर,கார்டு ரீடர்
कार्डिओइड आकृती,இதய வரைபடம்
गाडी,வண்டி
कॅरेज रिटर्न,வண்டி திரும்புதல்
वाहक,கேரியர்
वाहक संप्रेषण,கேரியர் தொடர்பு
वाहक एकाग्रता,கேரியர் செறிவு
वाहक वारंवारता,கேரியர் அதிர்வெண்
वाहक पुनरुत्पादन,கேரியர் இனப்பெருக்கம்
वाहक पातळी,கேரியர் நிலை
वाहक जीवन,கேரியர் வாழ்க்கை
वाहक गतिशीलता,கேரியர் இயக்கம்
वाहक गुणाकार,கேரியர் பெருக்கல்
वाहक आवाज पातळी,கேரியர் இரைச்சல் நிலை
वाहक श्रेणी,கேரியர் வரம்பு
वाहक पुनर्प्राप्ती सर्किट,கேரியர் மீட்பு சுற்று
वाहक पुनर्निवेशण,கேரியர் மறுசெருகல்
प्रवाहकीय विखुरणे,கடத்தும் சிதறல்
वाहक दडपशाही,கேரியர் அடக்குமுறை
वाहक पिंजरा,கேரியர் கூண்டு
वाहक वेग,கேரியர் வேகம்
हाताचा तुकडा,கை பிட்
ध्वज धरला,கொடி நடைபெற்றது
"ताबा नोंदवही, ताबा नोंदवही","உடைமைப் பதிவு, உடைமைப் பதிவு"
पोर्टेबल जनरेटर,சிறிய ஜெனரேட்டர்
कार्सन कायदा,கார்சன் சட்டம்
काडतूस फ्यूज,கெட்டி உருகி
काडतूस टेप,கெட்டி நாடா
कॅरी फॉस्टर ब्रिज,கேரி ஃபாஸ்டர் பாலம்
स्टेप अॅम्प्लीफायर,படி பெருக்கி
श्रेणीकरण,தரம்
कॅस्केड अॅम्प्लीफायर,அடுக்கு பெருக்கி
"Cascode अॅम्प्लीफायर, स्टेप अॅम्प्लीफायर","கேஸ்கோட் பெருக்கி, படி பெருக்கி"
कॅसेट,கேசட்
प्रलोभन,தூண்டுதல்
कॅप्टिव्ह कोटर,சிறைப்பிடிக்கப்பட்ட பூச்சு
कॅथोड,கேத்தோடு
कॅथोड ट्रेलिंग,கேத்தோடு பின்வாங்கல்
कॅथोड ट्रेलिंग अॅम्प्लिफायर,காதோட் டிரெயிலிங் பெருக்கி
कॅथोड ल्युमिनन्स,கேத்தோடு ஒளிர்வு
कॅथोड साहित्य,கேத்தோடு பொருள்
कॅथोड किरण ऑसिलोस्कोप,கேத்தோடு கதிர் அலைக்காட்டி
कॅथोड रे ट्यूब,கேத்தோடு கதிர் குழாய்
कॅथोड कण जमा करणे,கேத்தோடு துகள் படிவு
कॅथोड ल्युमिनन्स,கேத்தோடு ஒளிர்வு
कॉयर फिल्टर,தேங்காய் வடிகட்டி
kaver फिल्टर,கேவர் வடிகட்டி
कोटोर,கோட்டார்
एंट्रल रेडिएशन,ஆன்ட்ரல் கதிர்வீச்சு
कोटर रेझोनेटर,cotter resonator
फॅट चार्ज कपल्ड डिव्हाइस (सीसीडी),கொழுப்பு சார்ஜ் இணைக்கப்பட்ட சாதனம் (CCD)
सीडी रोम,சிடிரோம்
सीडी रोम ड्राइव्ह,சிடி ரோம் டிரைவ்
सेल (बॅटरी),செல் (பேட்டரி)
केंद्रीय संसाधन घटक,மைய வள உறுப்பு
केंद्रीय संसाधन युनिट,மத்திய வள அலகு
केंद्रीय प्रोसेसर,மத்திய செயலி
अर्थ,அர்த்தம்
मध्यम वारंवारता,நடு அதிர்வெண்
मध्यम एक्झॉस्ट ट्रान्सफॉर्मर,நடுத்தர வெளியேற்ற மின்மாற்றி
"सिरेमिक, चिकणमाती","பீங்கான், களிமண்"
सिरेमिक फिलर,பீங்கான் நிரப்பு
सिरेमिक फिल्टर,பீங்கான் வடிகட்டி
सिरेमिक साहित्य,பீங்கான் பொருள்
सिरेमिक रेझोनेटर,செராமிக் ரெசனேட்டர்
सिरेमिक ध्वनी रिसीव्हर,பீங்கான் ஒலி பெறுதல்
सेरेनकोव्ह कॅल्क्युलेटर,செரென்கோவ் கால்குலேட்டர்
सरमत,சர்மத்
chalcogenide,சால்கோஜெனைடு
कॅल्कोपायराइट,கால்கோபைரைட்
"चॅनेल, चॅनेल","சேனல், சேனல்"
चॅनेल बँड विस्तार,சேனல் பேண்ட் விரிவாக்கம்
चॅनेल कोडर,சேனல் குறியாக்கி
चॅनेल वारंवारता,சேனல் அதிர்வெண்
चॅनेल वर्ण,சேனல் பாத்திரம்
चॅनेल वेगळे करणे,சேனல் பிரிப்பு
चॅनेल सिद्धांत,சேனல் கோட்பாடு
वर्ण जनरेटर,எழுத்து ஜெனரேட்டர்
वर्ण ओळख,பாத்திரம் அங்கீகாரம்
वैशिष्ट्यपूर्ण प्रतिबाधा,பண்பு மின்மறுப்பு
चार्ज वाहक,சார்ஜ் கேரியர்
चार्ज कंट्रोल पॅरामीटर,கட்டணம் கட்டுப்பாட்டு அளவுரு
जोडलेले उपकरण चार्ज करा,சார்ஜ் இணைக்கப்பட்ட சாதனம்
चार्ज कपल्ड यादृच्छिक प्रवेश मेमरी,சார்ஜ் இணைந்த சீரற்ற அணுகல் நினைவகம்
चार्ज घनता,கட்டணம் அடர்த்தி
चार्ज इंजेक्शन डिव्हाइस,கட்டணம் செலுத்தும் ஊசி சாதனம்
शुल्क तोटा,கட்டணம் இழப்பு
चार्ज पंपिंग,கட்டணம் உந்தி
चार्ज सेन्सिंग अॅम्प्लिफायर,சார்ஜ் உணர்திறன் பெருக்கி
चार्ज स्टोरेज,கட்டணம் சேமிப்பு
चार्ज केलेले कण,சார்ஜ் துகள்கள்
उत्कट,உணர்ச்சிமிக்க
फ्रेम,சட்டகம்
robyshev फिल्टर,robyshev வடிகட்டி
बेरीज तपासा,மொத்தத்தை சரிபார்க்கவும்
वारंवारता तपासा,அதிர்வெண் சரிபார்க்கவும்
रासायनिक बंध,இரசாயன பிணைப்பு
रासायनिक बाष्प जमा करणे,இரசாயன நீராவி படிவு
चाइल्ड लॉक सुविधा,குழந்தை பூட்டு வசதி
मुलाचा कायदा,குழந்தை சட்டம்
चिप,சிப்
चिप सक्रिय करणे,சிப் செயல்படுத்தல்
गुदमरणे,மூச்சுத்திணறல்
अधूनमधून,இடைப்பட்ட
मधूनमधून अॅम्प्लिफायर,இடைப்பட்ட பெருக்கி
मधूनमधून अॅम्प्लिफायर,இடைப்பட்ட பெருக்கி
मधूनमधून मोड,இடைப்பட்ட முறை
क्रोमा अॅम्प्लीफायर,குரோமா பெருக்கி
व्यक्तिचित्रण आकृती,குணாதிசய வரைபடம்
रंगद्रव्य,நிறமி
वर्तुळ आकृती,வட்ட வரைபடம்
सर्किट,சுற்று
सर्किट विश्लेषण,சுற்று பகுப்பாய்வு
सर्किट ब्रेकर,சுற்று பிரிப்பான்
सर्किट आकृती,சுற்று வரைபடம்
सर्किट नोटेशन,சுற்று குறியீடு
सर्किट स्विचिंग,சுற்று மாறுதல்
गोलाकार लहरी मार्ग,வட்ட அலை பாதை
प्रसारित स्मृती,சுற்றும் நினைவகம்
बाँडिंग सर्किट,பிணைப்பு சுற்று
क्लॅप ऑसिलेटर,கைதட்டல் ஆஸிலேட்டர்
वर्ग ए एम्पलीफायर,வகுப்பு A பெருக்கி
वर्ग A] B] C] D ऑपरेशन्स,வகுப்பு A] B] C] D செயல்பாடுகள்
वर्ग बी एम्पलीफायर,வகுப்பு B பெருக்கி
