Marathi,Malayalam
एसीडिओस्पोर,Aecidiossoror
आयओलियन प्रक्रिया,ഓലിയൻ പ്രക്രിയ
आयओलियन,Aiolian
वायुवीजन,ഓറേറ്റ്
हवाई,ഏരിയൽ
एरोमीटर,ഏയ്റോമീറ്റർ
एरोसोल,എയറോസോൾ
एस्टिवेशन,പകർച്ചവ്വാധം
एटिओलॉजी (एटिओलॉजी),Aetiiology (etiology)
वनीकरण,വനനം
आंदोलन,പ്രക്ഷോഭക്തി
अ‍ॅगमार्क,ന്വര്
कृषी,കാർഷികം
कृषी क्लिनिक,കാർഷിക ക്ലിനിക്
कृषी कामगार,കാർഷിക തൊഴിലാളി
कृषी विपणन,കാർഷിക മാർക്കറ്റിംഗ്
कृषी तंत्रज्ञान,കാർഷിക സാങ്കേതികവിദ്യ
शेती,കൃഷിപ്പണി
कृषी सांस्कृतिक,അഗ്രിസിൾവികൾച്ചർ
अ‍ॅग्रोबायोडिव्हर्सिटी,കാർഷികൈവൻവിറ്റി
अ‍ॅग्रोबायोलॉजिकल दोष,അഗ്രോബയോളജിക്കൽ വൈകല്യങ്ങൾ
कृषीशास्त्र,അഗ്രോബയോളജി
अ‍ॅग्रोक्लिमॅटिक विविधता,അഗ്രോകീല വൈവിധ്യമാർന്ന വൈവിധ്യമാർന്ന
अ‍ॅग्रोक्लिमॅटिक झोनिंग,അഗ്രോക്ലിമാറ്റിക് സോണിംഗ്
अ‍ॅग्रोफोरेस्ट्री,അഗ്രോഫോറസ്ട്രി
कृषीशास्त्र,ങ്ങളോട്
अ‍ॅग्रोनॉमी,അഗ്രോണമി
अ‍ॅग्रोपास्टोरल,അഗ്രോപസ്റ്റോറൽ
अ‍ॅग्रोप्रोसेसिंग,കാർഷികസംരക്ഷണം
अ‍ॅग्रोस्टोलॉजी,അഗ്രോസ്റ്റോസ്റ്റിയോളജി
अ‍ॅग्रोटाइप,അഗ്രോട്ടിപ്പ്
एअर प्लांट,എയർ പ്ലാന്റ്
अकिओची माती,അക്കിയോച്ചി മണ്ണ്
अल्बिनिझम,ആൽബിനിസം
अल्फिसोल,ആൽഫിസോളുകൾ
एकपेशीय वनस्पती,ആല്ഗകൾ
अल्गल रोग,ആൽഗൽ രോഗം
अल्कली पाणी,ക്ഷാളി വെള്ളം
अल्कधर्मी,ആൽക്കലൈൻ
अ‍ॅलेल,അല്ലലേ
Lel लोकेमिकल्स,അല്ലോകെമിക്കലുകൾ
Lel लोमॉर्फ,AllloMorph
Lel लेलोपॅथी,നിയോവദാതി
गल्ली पीक,ഓൺലൈൻ ക്രോപ്പിംഗ്
वाटप,അലോക്കർപി
अ‍ॅलोगॅमी,അലോഗാമി
अ‍ॅलोमेट्री,അലറിരം
Ol लोपोलिपॉइड,Allopolyplogid
Os लोसिनॅप्सिस (os लोसिंडेसिस),Allosynapsis (Allowsyndesis)
वैकल्पिक बेअरिंग,ഇതര ബെയറിംഗ്
वैकल्पिक जमीन वापर,ഇതര ഭൂമി ഉപയോഗം
सभोवतालचे,ആംബിയന്റ്സ്
Meliorant,സൗഹാർഭോഗം
अमिटोसिस,അമിറ്റോസിസ്
अमृत,അമിനിവൽക്കരണം
अमोनिफिकेशन,അമ്മോണിഫിക്കേഷൻ
अमोनिफायर,അമോമോണിഫയർ
अमॉर्फ,അമോഫ്
अ‍ॅम्फिमिक्सिस,ആംഫിമിക്സിസ്
अ‍ॅम्फोटेरिक,ആംഫോടെക്
अ‍ॅनाबोलिझम,അനാബോളിസം
अनरोब,അയ്റോബ്
Eneuploid,Aneuplogode
कोन लागवड,ആംഗിൾ നടുക്കം
पशुसंवर्धन,മൃഗസംരക്ഷണം
प्राणी नकार,മൃഗങ്ങളെ പ്രതിഫലിപ്പിക്കൽ
एनिमेट एनर्जी,ആത്യന്തിക .ർജ്ജം
एनिसोप्लॉइड,Anisoplode
वार्षिक वनस्पती,വാർഷിക സസ്യം
वार्षिक,ആണ്ടുതോറുമുള്ള
अँथेसिस,ആന്തീസിസ്
अँथ्रॅक्स,ആന്ത്രാക്സ്
मानववंशिक घटक,ആന്ത്രോപെനിക് ഘടകം
प्रतिजैविक,ആന്റിബിയോസിസ്
प्रतिजैविक,രോഗനാശിനി
प्रतिजैविक,മറുമരുന്ന്
अँटीऑक्सिडेंट्स,ആന്റിഓക്സിഡന്റുകൾ
अँटीटॉक्सिन,ആന്റിടോക്സിൻ
अ‍ॅनुलस,അപര്യാഘാതം
Ph फिड,ആഫിഡ്
एपिकल अंकुर,അഗ്രമുദിനം
एपिकल वर्चस्व,അഗ്ര ആധിപത്യം
एपिकल्चर (मधमाशी पाळणे),അപ്പോർച്ചർ (ബീ സൂപ്പർഡിംഗ്)
अपोमिक्सिस,അപ്പോമിക്സിസ്
अ‍ॅपॉप्टोसिस,അപ്പോപ്ടോസിസ്
परिशिष्ट,അനുബന്ധം
भूक,വിശപ്പ്
लागू,പ്രയോഗിച്ചു
जलीय तण,അക്വാട്ടിക് കള
आर्बोरियल,അർബോറിയൽ
आर्बोरायझेशन,അർബോറൈസേഷൻ
आर्चीओ-बॉटॅनिकल रेकॉर्ड,ആർഎംജിയോ-ബൊട്ടാണിക്കൽ റെക്കോർഡുകൾ
क्षेत्र आकडेवारी,ഏരിയ സ്ഥിതിവിവരക്കണക്കുകൾ
क्षेत्र,പദേശം
शुष्क इकोसिस्टम,വരണ്ട ആവാസവ്യവസ്ഥ
एरिल,വര്ഷ്ടിക്കുക
सुगंध,സൗരഭം
सुगंधित वनस्पती,ആരോമാറ്റിക് പ്ലാന്റ്
सुगंधित तांदूळ,ആരോമാറ്റിക് അരി
बाण,അഴുക്കുചാല്
Asepsis,അശെപ്സിസ്
Se सेप्टिक,അസെപ്ലെവ്
अलौकिक प्रसार,അസുഖകരമായ പ്രചരണം
परख,അസേ
मालमत्ता,ആസ്തി
आत्मसात,ഉറപ്പ്
असोसिएशन,ചങ്ങാത്തം
तुरट,രേണിംഗന്റ്
एसिनॅप्सिस,അസിനാപ്സിസ്
अटाविझम,Atawavism
अ‍ॅटोमायझर,ആലേറ്ററിജർ
अ‍ॅट्रोफी,അട്രോഫി
ऑटोगॅमी,ഓട്ടോഗാമി
ऑटोलिसिस,ഓട്ടോലിസിസ്
ऑटोक्सिडेशन,യന്തവഹനം
ऑटोपॉलिपॉइड,ഓട്ടോപോളിപ്ലോയിഡ്
ऑक्सिन,ഓക്സിൻസ്
ओएन (ब्रिस्टल),Awn (ബ്രിട്ട്)
बदाम,ബദാം കായ്
कोरफड,കറ്റാർ
अमरॅन्थस,അമരന്തസ്
अम्मी,ആംമി
अंजान गवत,അഞ്ജൻ പുല്ല്
अँथुरियम,ആന്തറിയം
"अणला, भारतीय हंसबेरी","ആരോള, ഇന്ത്യൻ നെല്ലിക്ക"
Apple पल,ആപ്പിൾ
जर्दाळू,ആപ്രിക്കോട്ട്
अरबियन चमेली,Arbian ജാസ്മിൻ
अरेका नट,Arcaunt
अर्जुन,അർജുൻ
असफोएटिडा,അസ്ഫോറ്റിഡ
राख लबाडी,ആഷ് പൊറോട്ട
अशोका वृक्ष,അശോക ട്രീ
अश्थमा तण (युफोर्बिया),അഷെതർ കള (യൂഫോർബിയ)
शतावरी,ശതാവരിച്ചെടി
एवोकॅडो,അവോക്കാഡോ
अल्फाल्फा (ल्युसर्न),പയറുവർഗ്ഗങ്ങൾ (ലൂസെർൻ)
मुंग्या,ഉറുമ്പുകൾ
Ph फिडस्,മുഞ്ഞ
आर्मी जंत,സൈനിക വേം
कृषी अर्थशास्त्रज्ञ,കാർഷിക സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ
कृषी विस्तारवादी,കാർഷിക വിപുലീകരണവാദി
कृषी वैज्ञानिक,കാർഷിക ശാസ്ത്രജ്ഞൻ
कृषी अभियंता,കാർഷിക എഞ്ചിനീയർ
अ‍ॅग्रोबायोलॉजिस्ट,അഗ്രോബയോളജിസ്റ്റിക്
कृषीशास्त्रज्ञ,അഗ്രോണമിസ്റ്റ്
अ‍ॅग्रोफिसिकस्ट,Agrofysicst
प्राणी ब्रीडर,മൃഗങ്ങളുടെ ബ്രീഡർ
बॅसिलस विषाणू,ബാസിലസ് വൈറസ്
बॅसिलस,ബാസിലസ്
जिवाणू,ബാക്ടീരിയ
बॅक्टेरियोटॉक्सिन,ബാക്ടറോമോക്സിൻ
बागसे,ബാഗസ്
शिल्लक पत्रक,ബാലൻസ് ഷീറ്റ്
संतुलित फर्टिलायझेशन,സമതുലിതമായ ബീജസങ്കലനം
बार आकृती,ബാർ ഡയഗ്രം
साल,കുര
बॅरोमीटर,ബാരോമീമീറ്റർ
वांझ,തരിശായ
पाया,അടിത്തറ
बेसिन,പരന്നപാതം
बासिपेटल,അടിസ്ഥാനപരമായ
बासेस्टर्नम,ബസിസ്റ്റർനം
बे मॉन्सून,ബേ മൺസൂൺ
बेअरिंग प्लांट,വഹിക്കുന്ന പ്ലാന്റ്
बेड,കിടക്ക
बेडर,അടിദേഡർ
बेडिंग,ശയ്യോപകരണങ്ങള്
बीट गुळ,ബീറ്റ്റൂട്ട് മോളസ്
धनुष्य,മണിനാദം
बेल्ट,അരപ്പട്ട
लाभ-खर्च विश्लेषण,ആനുകൂല്യ-വില വിശകലനം
पक्षपाती (सॅम्पलिंग),പക്ഷപാതപരമായ (സാമ്പിൾ)
द्विवार्षिक,ബിനാത്തില്
द्विपक्षीय,ബിനോമിയൽ
बायोएजेन्ट,ബയോജന്റ്
बायोक्लीमेट,ബയോക്രിമേറ്റ്
बायोएनर्जी,ബയോ എനെർജി
बायोनोमिक्स,ബയോണോമിക്സ്
बायोरिएक्टर,BIOREACTOR
जीवशास्त्र,ബയോസ്ഫിയർ
बायोटिक,ഉപകാരന്
बायोटाइप,ബയോട്ടിവൈപ്പ്
उभयलिंगी,ബൈസെക്ഷ്വൽ
ब्लान्चिंग,ബ്ലാഞ്ചിംഗ്
ब्लास्ट,സ്ഫോടനം
मिश्रण,സങ്കലനം
ब्लाइट,വരണ്ടതാണ
फोड,പൊള്ളല്
निळा क्रांती,നീല വിപ്ലവം
तळाशी उष्णता कक्ष,ചുവടെ ചൂട് ചേമ്പർ
तळाशी उष्णता तंत्र,ചുവടെയുള്ള താപ രീതി
कोंडा,തണ്ണീര്
शाखा,ശാചിനമായ
शाखा,ലഘുലേഖ
प्रजनन,ഇനം
प्रजनन,പ്രജനനം
ब्रिमिंग,തിളങ്ങുന്ന
ब्रूड,കുഞ്ഞുങ്ങള്
नवोदित,വളർന്നുകാരി
अर्थसंकल्प,വരവ്ചെലവ് മതിപ്പ്
बफर,ബഫർ
बल्ब,ബൾബ്
बंट,മുണ്ടു
उप-उत्पादन,ഉപോൽപ്പന്നം
बाबुल बाभूळ,ബാബുൾ അക്കേഷ്യ
बाळ कॉर्न,കുഞ്ഞ് ധാന്യം
बाईल,ബാലിനെ
बेली,ബില്ലാൻ
बाल्सम,ബൽസം
बांबू,മുള
केळी,വാഴപ്പഴം
वडाचे झाड,ബനിയൻ ട്രീ
बार्ली,യവം
धान्याचे कोठार मिलेट,ബാർയ്യാർഡ് മില്ലറ്റ്
तुळस,തുളക്ടി
बस्टर्ड सिडर,ബാസ്റ്റാർഡ് ദേവദാരു
बस्टार्ड मायरोबालन,ബാസ്റ്റാർഡ് മൈറോബലൻ
बौहिनिया,ബവായീനിയ
बे बेरी,ബേ ബെറി
बीन,അമര
बीट,മധുരക്കിഴങ്ങുചെടി
बेलॅडोना,ബെല്ലഡോണ
बेर,മുളകു
Berseem,പതുക്കമുള്ള
सुपारी,മുയേറ്റ
बिलीमबी,ബിലിമ്പി
कारले,പാവയ്ക്ക
काळा हरभरा,കറുത്ത ഗ്രാം
ब्लॅक नाईटशेड,കറുത്ത നൈറ്റ്ഷെയ്ഡ്
बोगेनविले,ബ g ഗൻവില്ല
बाटली ब्रश,കുപ്പി ബ്രഷ്
दुधीभोपळा,ബോട്ടിൽ പൊറോട്ട
बॉक्स ट्री,ബോക്സ് മരം
ब्रेड फळ,ബ്രെഡ് ഫലം
ब्राइडल क्रिपर,വധുവിന്റെ ക്രീപ്പർ
वांगे,വശ്ശീല
ब्रॉड बीन,വിശാലമായ ബീൻ
ब्रोकोली,ബ്രോക്കോളി
ब्रुसेलचा अंकुर,ബ്രസ്സൽസ് മുള
बकव्हीट,താനിന്നു
बुटिया,ബദ്ധ
बॅन्डिकूट,ബാൻഡികാൂട്ട്
अस्वल,കരടി
बीटल,വണ്ട്
ब्लिस्टर बीटल,ബ്ലിസ്റ്റർ വണ്ട്
निळा बैल,നീല കാള
बोल वर्म,ബോൾ വേം
फुलपाखरू,ചിതശലഭം
बॅक्टेरियोलॉजिस्ट,ബാക്ടീരിയോളജിസ്റ്റ്
बायोकेमिस्ट,ബയോകെമിസ്റ്റ്
जीवशास्त्रज्ञ,ജീവശാസ്തജ്ഞന്
बायोटेक्नॉलॉजिस्ट,ബയോടെക്നോളജിക്
वनस्पतिशास्त्रज्ञ,സസ്യശാസ്ത്രജ്ഞൻ
सी ओलावा वैशिष्ट्यपूर्ण वक्र,സി ഈർപ്പം സ്വഭാവ വക്ര
केक,കേയ്ക്ക്
कॅल्केरियस,കണക്കാക്കാന്വേമികമായ
कॅल्सीफिकेशन,കണക്കുകഷ്ടം
फॉस्फेटचे कॅल्किनेशन,ഫോസ്ഫേറ്റിന്റെ കാൽനികം
कॉलिटी,കൗണം
कॉलस,ഞങ്ങളെ വിളിക്കൂ
कॅलेक्स,കാലിക്സ്
कॅलेक्स-एंड,കാലിക്സ്-അവസാനം
कॅम्बियम,കാമ്പി
कॅंकर,കാൻകെറർ
कॅनिंग,കാനിംഗ്
छत,മേലാപ്പ്
भांडवल,തലസ്ഥാനം
केप्रीफिकेशन,പിസേരിഫിക്കേഷൻ
कॅप्सूल,കാപ്സ്യൂൾ
कार्बोनेटेड,കാർബണേറ്റഡ്
कार्बनायझेशन,കാർബണലൈസേഷൻ
कार्पेल,പരല്പം
कार्पस,കാർപസ്
कास्टिंग,കാസ്റ്റിംഗ്
कॅटाबोलिझम,കാറ്റബോളിസം
कॅटॅलिसिस,കവചലിസ്
सुरवंट,ചിതശലഭപ്പുഴു
सी-डीएनए लायब्ररी,സി-ഡിഎൻഎ ലൈബ്രറി
कमाल मर्यादा,മച്ച്
सेल,കോശം
केंद्रीय नेता प्रणाली,കേന്ദ്ര നേതാവ് സംവിധാനം
सेंट्रिक,ഒരിനംവീപ്പ്
सेंट्रीफ्यूगेशन,സെൻറ്ഫ്യൂഗേഷൻ
सेंट्रीफ्यूज,കേന്ദ്രീകൃത
सेंट्रीओल,സെൻട്രിയോൾ
सेंट्रोजेनिक,നൂന്കോജാനിക്
केंद्रीत,നൂനിശ്ചയമുള്ള
Cercus,കടല്ചലട്
अन्नधान्य,ധാനം
प्रमाणपत्र,സാക്ഷപ്പെടുത്തല്
प्रमाणित बियाणे,സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്
चाफ,ചാട്ട
चालझा,ചാലസ
केमोट्रोपिझम,പരോപപാതം
चियास्मा,ചിയാസ്മ
शीतकरण तास,ചില്ലിംഗ് സമയം
शीतकरण इजा,ചില്ലിംഗ് പരിക്ക്
चिमेरा,ചിമേര
क्लोरॅन्थी,ക്ലോറോറാന്തി
क्लोरोफिल,ക്ലോറോഫിൽ
क्लोरोसिस,ക്ലോറോസിസ്
क्लोरोलॉजी,ക്ലോറോളജി
क्रोमॅटिड,ക്രോമാറ്റിഡ്
क्रोमॅटिन,ക്രോമാറ്റിൻ
क्रोमॅटोग्राफी,ക്രോമാറ്റോഗ്രാഫി
क्रोमॅटोलिसिस,ക്രോമാറ്റോളിസിസ്
क्रोमोसेन्ट्रे,ക്രോമസെന്റ്റന്റ്
क्रोमोजेनेसिस,ക്രോമോജെനിസിസ്
क्रोमोप्रोटीन,ക്രോമോപ്രോട്ടൻ
क्रोमोसोम,ക്രോമസോം
जुनाट,വിട്ടുമാറാത്ത
सिट्रेंज,സിട്രഞ്ച്
क्लेडोड,പചാരു
वर्गीकरण,വര്ഗീകരണം
क्ले,കളിമണ്ണ്
स्वच्छता,ശുചിയാക്കല്
क्लीस्टोगॅमी,Clistogay
क्लायमॅक्टेरिक फळ,ക്ലൈമാക്രിക് ഫ്രൂട്ട്
हवामान,കാലാവസ്ഥ
हवामानशास्त्र,കാലാവസ്ഥയുള്ള
क्लिपर,ക്ലിപ്പര്
क्लॉड,വലം
क्लोन,ക്ലോൺ
ढग,മേഘം
गठ्ठा,തോപ്പ്
क्लस्टर,ക്ലസ്റ്റർ
खडबडीत,പരുക്കനായ
कोट (बियाणे),കോട്ട് (വിത്ത്)
कोकून,കീടകോശം
कोएन्झाइम,Coenzyme
एकत्रीकरण,ഏകീകരണം
कॉर,കയർ
कोलोरिझा,കൊളോറൈസ
कॉलर,കുപ്പായക്കഴുത്ത്
कोलोइड (माती),കൊളോയിഡ് (മണ്ണ്)
कोलंबेला,കൊളംറ്റെല്ല
स्तंभ,കോളം
Comensalism,ആമേനസം
व्यावसायिक बँक,വാണിജ്യ ബാങ്ക്
वस्तू,ചരക്ക്
समुदाय,സമൂഹം
कॉम्पॅक्शन (मातीची),കോംപാക്ഷൻ (മണ്ണിന്റെ)
सुसंगतता,അനുയോജ്യത
सुसंगतता,അനുയോജ്യത
भरपाई,നഷ്ടപരിഹാരം
स्पर्धात्मक संवाद,മത്സര ഇടപെടൽ
पूरक पीक,പൂരക വിള
कॉम्प्लेक्स,കോംപ്ലമായ
घटक,ഘടകം
रचना,രചന
कंपोस्ट,കമ്പോസ്റ്റ്
चक्रवाढ व्याज,കൂട്ടുപലിശ
गणना,കണക്കുകൂട്ടൽ
संगणक,കന്വൂട്ടര്
एकाग्रता,ഏകാഗത
कंडिशनर,കണ്ടന്റർ
आवाहन,മാര്ഗ്ഗം
कॉन्फिगरेशन,കോൺഫിഗറേഷൻ
अनुरूपता,അനുരൂപത
गोंधळात टाकणारे,ആശയക്കുഴപ്പത്തില്
संयोजन,സംയോജനം
संयोजी,കണക്റ്റീവ്
संवर्धन,സംരക്ഷണം
एकत्रीकरण,ഏകീകരണം
घटक,ഘടകങ്ങൾ
ग्राहक,ഉപഭോക്താവ്
वापर,ഉപഭോഗം
दूषित,മലിനമാക്കല്
समोच्च लागवड,കോണ്ടൂർ നടീൽ
समोच्च,ബാഹരേഖ
कॉन्ट्रॅक्ट शेती,കരാർ കൃഷി
नियंत्रित स्टोरेज,നിയന്ത്രിത സംഭരണം
सहकारी बँक,കോ-ഓപ്പറേറ്റീവ് ബാങ്ക്
सहकारी,സഹകരണക്കാരൻ
कॉपिस,ചെവിസിസ്
कॉर्म,വലം
कोरोला,കൊറോള്ള
कॉर्टेक्स,Cuortex
किंमत,ചെലവ്
कॉटिलेडन (बियाणे),കോട്ടിലെഡൺ (വിത്ത്)
क्रेडिट सोसायटी,ക്രെഡിറ്റ് സമൂഹം
पत,കീര്ത്തി
लेखादार,കടക്കാരന്
माथा,ചിഹ്നം
Rickly,കാശി
संकट,പതിസന്ധി
निकष,മാനദണ്ഡം
गंभीर,വിമര്ശിക്കുന്ന
पीक विमा,വിള ഇൻഷുറൻസ്
पीक कर्ज,വിള വായ്പ
पीक,വിള
पीक क्षेत्र,വിളവെടുപ്പ് പ്രദേശം
क्रॉस-इनकॉम्पॅन्सिबल,ക്രോസ്-പൊരുത്തപ്പെടുന്നില്ല
मुकुट (वनस्पती),കിരീടം (പ്ലാന്റ്)
क्रंब,അപ്പക്കഷണം
कवच,അപ്പത്തിന്റെമൊരിഞ്ഞപുറം
क्रिप्टोगॅम,ക്രിപ്റ്റോഗം
कुल (फळे),കല്ല് (പഴങ്ങൾ)
कुल्म,കുള
लागवड,കൃഷിചെയ്യുക
लागवड,കൃഷി
लागवड करणारा,കൃഷിക്കാരൻ
संस्कृती,സംസ്കാരം
उपचार,രോഗശമനം
कर्लिंग,കേവിംഗ്
चलन,പവാഹം
क्यूटिकल,ഉപയാകൃതിയായ
कटिंग,മുറിക്കൽ
गळू,തൊലി
साइटोक्रोम,സൈറ്റോക്രോം
सायटोगामी,Cytogy
सायटोजेनेसिस,Cretogenesis
सायटोजेनेटिक्स,സൈറ്റോജെനിറ്റിക്സ്
सायटोकिनेसिस,സൈറ്റോകിനിസ്
सायटोलॉजी,സൈറ്റിയോളജി
सायटोलिसिस,സൈനോളിസിസ്
सायटोमेरे,സൈറ്റോമിയർ
साइटोप्लाझम,സൈറ്റോപ്ലാസം
कोबी,കാബേജ്
कॅक्टस,കള്ളിച്ചെടി
कॅलेंडुला,കലണ്ടുല
कॅनरी गवत (फालारिस),കാനറി പുല്ല് (ഫലാരിസ്)
कॅन्ना,കാന
कॅपरिस,കപ്പരിസ്
शिमला मिर्ची,കാപ്സിക്കം
कारंबोला,കാരാംബോള
कारपा,കാരാപ്പ
वेलची,ഏലാമി
कार्नेशन,മാംസവര്ണ്ണം
गाजर,കാരറ്റ്
काजू,കശുവണ്ടി
कॅसिया,കാസിയ
एरंडेल,നായക
फुलकोबी,കോളിഫ്ലവർ
भाजी किंवा कोशिंबीर बनवण्यासाठी उपयुक्त अशी एक वनस्पती,മുള്ളങ്കി
शॅमक,ഖപായം
चेनोपोडियम,ചെനോപോഡിയം
चेरी टोमॅटो,ചെറി തക്കാളി
चेरी,ചെറി
"चणा, हरभरा","ചിക്കൻ, ഗ്രാം"
मिरची,മുള്ളികൾ
चीन टर्पेन्टाईन ट्री,ചൈന ടർപ്പന്റൈൻ ട്രീ
चाऊ-चाऊ,ച ow-ച ow
क्रिसॅन्थेमम,ക്രിസന്തമം
"चुफा, पृथ्वी बदाम","ചുഫ, എർത്ത് ബദാം"
सिचरी,സിക്കോറി
दालचिनी,കറുവ
सिट्रॉन,സിട്രൺ
सिट्रोनेला गवत,സിട്രോൻസെല്ല പുല്ല്
चमेली चढणे,ജസ്മിൻ കയറുന്നു
लवंग,ചൂള
क्लस्टर बीन,ക്ലസ്റ്റർ ബീൻ
कोको,കൊക്കോ
नारळ,നാളികേരം
कॉफी,കോഫി
कोलियस,കൊളാസ്
कोलोकेशिया,കൊളോസാസിയ
"कोलोसिंथ, कडू सफरचंद","കൊളോസിന്ത്, കയ്പേറിയ ആപ്പിൾ"
सामान्य पर्स्लेन,സാധാരണ പർപ്പഴം
कोथिंबीर,മല്ലി
कापूस,പരുത്തി
गायी,കൗപിയ
क्यूबब,ക്യൂബ്
काकडी,വെള്ളരിക്ക
कुकर्बिट्स,കുക്കർബിറ്റുകൾ
जिरे,കുമിൻ
करी पान,കറി ഇല
सीताफळ,കസ്റ്റാർഡ് ആപ്പിൾ
कॅप्सूल बोरर,കാപ്സ്യൂൾ ബോറർ
सुरवंट,കാറ്റർപില്ലർ
लिंबूवर्गीय सायला,സിട്രസ് സൈല
क्रिकेट,കിക്കറ്റ്
कावळा,കാക്ക
जंत कट करा,പുഴുവിനെ മുറിക്കുക
डेअरी,പാല്ശേഖരണകേന്ദം
दुग्धशाळा,ക്ഷീണം
धरण,അണക്കെട്ട്
दिवस-तटस्थ,ഡേ-ന്യൂട്രൽ
फुलांच्या नंतरचे दिवस,പൂവിടുമ്പോൾ ദിവസങ്ങൾ
पूर्ण मोहोर नंतरचे दिवस,നിറച്ച ദിവസങ്ങൾ
डीब्लोसमिंग,വഴുതിവീഴുന്നു
Decalcification,നിര്ണ്ണായകീകരണം
डिकंट,പാനമായ
क्षय,അഴുകല്
पाने गळणारा,ഇലപന്തം
दशांश,ദശാംശ
कमतरता,അപരാപ്തത
डिफ्लोकुलेशन (माती),ഡെഫ്ലോക്യൂളിറ്റ് (മണ്ണ്)
डिफ्लोरेशन,വസതിരൂപം
डीफोलिएशन,വികോപനം
जंगलतोड,വനനശീകരണം
अध: पतन,അപചയം
अधोगती,അധalal അപലതം
पदवी दिवस,ഡിഗ്രി ദിവസങ്ങൾ
पदवी,ഡിഗ്രി
Dehiscence,വിജ്ഞാനം
डीहुलिंग,മാലിംഗം
डीहुस्किंग,വീതിക്കുറയ്ക്കല്
डिहायड्रेशन,നിർജ്ജലീകരണം
डिहायड्रेटर,ഡെഹൈവേറ്റർ
मागणी,അവകാശം
विकृती,ഡിനാറ്ററേഷനുകൾ
नकार,നിന്ദ്യമായ
ठेव,നിക്ഷേപം
ठेव,നിക്ഷേപം
घसारा डेसालिनायझेशन,മൂല്യത്തകർച്ചയുള്ള ഡെസാലിനിവൽ
Desiccation,അതിശയകരമായ
डिझाइन,ചിതണം
Descicator,ഡെസേറ്റർ
निराश,നാശം
Desuckering,സമയപത്രി
Desynapsis,ദേശാനാപിസ്
डेटासेल,പോക്കറല്
Detasseling,വഴിപാട്
निर्धारक,നിശ്ചയദാർ
अवमूल्यन,വിലകുറയ്ക്കല്
Devegetation,ആവിഷ്കരണം
विचलन,വതിചലനം
डायड,നിയമാവലി
निदान,രോഗനിര്ണയനം
डिचोगामी,ഡിച്ചോമാമി
द्वैधविज्ञान,ദ്വൈകമി
डिकोटिल्डन (बियाणे),ഡികോട്ടിഡൺ (വിത്ത്)
मरणार (रोग),മരിക്കുക (രോഗം)
प्रसार,അഭിവൃദ്ധി
पचनक्षमता,ദഹിപ്പിക്കലിറ്റി
डायहायब्रिड,Dihybrid
डिक (डायक),ബൈക്ക് (ഡൈക്ക്)
सौम्य,നേര്മ്മയാക്കുക
डायओसियस,ഡൈയോസിയസ്
डिप्लोइड,ഡിപ്പോയിഡ്
डिप्लोइड,ഡിപ്പോയിഡ്
डिप्लोमा,ഡിപ്ലോൺമ
डिसबुडिंग,കൈശീര്ത്തി
