English,Marathi
Accidental variation,यादृच्छिक भिन्नता
Accommodation,समायोजन
Accumbent,स्थानबद्ध
Accumulated error,संचित त्रुटी
Accumulation,"जमा करणे, जमा करणे"
Accumulation of energy,ऊर्जा साठवण
Accumulator,संचयक*
Accuracy,अचूकता
Accurate,वास्तव
Accurate instrumental observation,वास्तविक साधन निरीक्षण
Accurate range marker,अचूक श्रेणी मार्कर
Accurate scanning,अचूक स्कॅनिंग
Accustomisation,सराव
Acdelerating chamber,प्रवेगक सेल*
Achromat,अक्रोमॅटिक लेन्स*
Achromatic,अक्रोमॅटिक*
Achromatic analyser,अॅक्रोमॅटिक विश्लेषक
Achromatic antenna,वारंवारता तटस्थ अँटेना
Achromatic figure,अक्रोमॅटिक आकार
Achromatic fringe,अक्रोमॅटिक फ्रिंज
Achromatic lens,अक्रोमॅटिक लेन्स*
Achromatic locus,अक्रोमॅटिक पॉइंट पथ
Achromatic object lens,अॅक्रोमॅटिक लेन्स
Achromatic prism,अॅक्रोमॅटिक प्रिझम
Achromatic telescope,अॅक्रोमॅटिक टेलिस्कोप
Achromaticity,रंगद्रव्य*
Achromatisation,अॅक्रोमॅटायझेशन*
Achromatism,अक्रोमॅटिकता*
Aclastic,"लवचिक, अपवर्तक, अपवर्तक"
Acorn tube,"एकोर्न नळी, बंजू नळी"
Acorn valve,सूक्ष्म झडप
Acouphony,इकोफोनी
Acoustic,ध्वनिक
Acoustic absorptivity,ध्वनिक शोषकता
Acoustic attenuation coeffcient,ध्वनिक क्षीणन गुणांक
Acoustic attenuation constant,ध्वनिक क्षीणन
Acoustic burglar alarm,ध्वनिक चोर अलार्म
Acoustic capacitance,ध्वनिक क्षमता
Acoustic centre,श्रवण केंद्र
Acoustic clarifier,ध्वनिक स्पष्टीकरण
Acoustic cloud,ध्वनिक आवरण
Acoustic compliance,ध्वनिक प्रतिसाद
Acoustic component,ध्वनिक घटक
Acoustic conductivity,ध्वनिक चालकता
Acoustic damping,ध्वनिक ओलसर
Acoustic dispersion,ध्वनिक फैलाव
Acoustic dissipation element,ध्वनी हॅकर
Acoustic energy,ध्वनिक ऊर्जा*
Acoustic energy equation,ध्वनिक ऊर्जा समीकरण
Acoustic equation,ध्वनिक समीकरण
Acoustic feedback,ध्वनिक पुनर्स्थापना
Acoustic figures (Chladni figures),क्लॅडनी आकार
Acoustic filter,ध्वनिक फिल्टर
Acoustic generator,ध्वनी जनरेटर
Acoustic grating,ध्वनिक जाळी
Acoustic impedance,ध्वनिक प्रतिबाधा*
Acoustic inertance,ध्वनिक जडत्व
Acoustic intensity,ध्वनिक तीव्रता
Acoustic interferometer,ध्वनिक हस्तक्षेप मीटर
Acoustic intrusion detector,ध्वनिक हस्तक्षेप डिटेक्टर
Acoustic lens,ध्वनिक लेन्स
Acoustic line,ध्वनी ओळ
Acoustic mass,ध्वनिक वस्तुमान
Acoustic material,ध्वनिक साहित्य
Acoustic mean free path,ध्वनिक अर्थ मुक्त मार्ग
Acoustic mode,ध्वनिक मोड
Acoustic noise,ध्वनिक आवाज
Acoustic ohm,ध्वनिक ओम*
Acoustic panel,"ध्वनिक पॅनेल, ध्वनिक मंडळ"
Acoustic phase constant,ध्वनिक टप्पा स्थिर
Acoustic pickup (sound box),ध्वनिक प्राप्तकर्ता
Acoustic pressure,ध्वनिक दाब
Acoustic principle of similarity,ध्वनीचा सममिती नियम
Acoustic propagation constant,ध्वनिक प्रसारण
Acoustic property,ध्वनिक गुणधर्म
Acoustic quardrupole,अकौस्टिक क्वाड्रपोल
Acoustic radiating element,ध्वनिक विकिरण घटक
Acoustic radiation,ध्वनिक विकिरण
Acoustic radiator,ध्वनीरोधक
Acoustic radiometer,ध्वनिक रेडिओमीटर
Acoustic reactance,ध्वनिक प्रतिसाद
Acoustic reciprocity theorem,ध्वनिक परस्पर प्रमेय
Acoustic reduction factor,ध्वनिक घट घटक
Acoustic reflection coefficient,ध्वनिक परावर्तन गुणांक
Acoustic refraction,ध्वनिक अपवर्तन
Acoustic resistance,ध्वनिक प्रतिकार
Acoustic responsiveness,ध्वनिक प्रतिसाद
Acoustic scattering,ध्वनिक विखुरणे
Acoustic spot,श्रवण बिंदू
Acoustic stiffiness,ध्वनिक कडकपणा
Acoustic system,ध्वनिक प्रणाली
Acoustic thermometer,ध्वनिक थर्मामीटर
Acoustic velocity,ध्वनिक वेग
Acoustic wave,ध्वनी लहर
Acoustical,ध्वनिक
Acoustical absorption co-efficient,ध्वनी शोषण गुणांक
Acoustical absorption factor,ध्वनी शोषण घटक
Acoustical circuit,ध्वनिक सर्किट
Acoustical compliance,ध्वनिक प्रतिसाद
Acoustical delay line,ध्वनिक विलंब रेखा
Acoustical distortion,ध्वनिक विकृती
Acoustical energetics,ध्वनिक ध्वनीशास्त्र
Acoustical filter,ध्वनिक फिल्टर
Acoustical impedance (=acoustic impedance),ध्वनिक प्रतिबाधा*
Acoustical labyrinth,फोनोग्राफ
Acoustical ohm,ध्वनिक ओम*
Acoustical phase constant,ध्वनिक स्थिरांक
Acoustical phonan,ध्वनिक फोनन
Acoustical propagation constant (=propagation constant),ध्वनिक प्रसारण स्थिर
Acoustical reduction factor,ध्वनी रूपांतरण गुणांक
Acoustical resistance,ध्वनिक प्रतिकार
Acoustical stiffness,ध्वनिक कडकपणा
Acoustical unit,ध्वनी युनिट
Acoustically insulated,ध्वनीरोधक
Acoustico-lateral line,अकौस्टिक साइड लाइन
Acoustics,"ध्वनीशास्त्र, ध्वनीशास्त्र"
Acoustimeter,ध्वनी मीटर
Acoustomotive pressure=sound pressure,ध्वनी दाब
Acquisition radar,संपादन रडार
Actinic ray,प्रकाशसंश्लेषक विकिरण
Actinium emnation,ऍक्टिनियम उत्सर्जन
Actino-uranium,ऍक्टिनो-युरेनियम
Actino-uranium series,ऍक्टिनो-युरेनियम मालिका
Actinoelectricity,रेडिओइलेक्ट्रिक
Actinometer,"ऍक्टिनोमीटर, फोटोमायक्रोमीटर"
Action,"कृती, कृती"
Action and reaction,क्रिया आणि प्रतिक्रिया
Action constant,क्रिया स्थिर
Action radium (=effective area),प्रभाव क्षेत्र
Activated,"सक्रिय, सक्रिय"
Activated diffusion,सक्रिय प्रसार
Activated filament,"सक्रिय फायबर, सक्रिय फायबर"
Activating effect,सक्रियकरण प्रभाव
Activation,सक्रियकरण प्रभाव
Activation analysis,सक्रियकरण विश्लेषण
Activation centre,क्रियाकलाप केंद्र
Activation cross-section,सक्रियकरण परीक्षक
Activation energy,सक्रियता ऊर्जा
Activation entropy,सक्रियकरण एन्ट्रॉपी
Activation over-voltage,सक्रियकरण ओव्हरव्होल्टेज
Activation rate,सक्रियता दर
Activator,"सक्रिय करणारा, सक्रिय करणारा"
Activator atom,सक्रिय करणारा अणू
Activator of accelerator,प्रवेगक
Active absorption,सक्रिय शोषण
Active aerial,सक्रिय हवाई
Active area (controlled area),रेडिएशन धोक्याचे क्षेत्र
Active device,सक्रिय डिव्हाइस
Active homing,सक्रिय लक्ष्यीकरण
Active hydrogen,सक्रिय हायड्रोजन*
Active lattice,सक्रिय जाळी
Active line,सक्रिय ओळ सक्रिय ओळ
Active loop,सक्रिय लूप
Active mass,सक्रिय कोड*
Active material,सक्रिय घटक
Active molecule,सक्रिय रेणू
Active network,सक्रिय जाळी
Active re-absorption,सक्रिय पुनर्शोषण
Active region,सक्रिय क्षेत्र
Active regulation,सक्रिय नियमन
Active satellite,सक्रिय उपग्रह
Active sunspot prominence,सक्रिय विखंडन सौर ज्योत
Active trace sub stances,सक्रिय सूक्ष्म पोषक
Active tracking system,सक्रिय ट्रॅकिंग सिस्टम
Active transducer,सक्रिय ट्रान्सड्यूसर
Active uptake,सक्रिय सेवन
Activity coefficient,क्रियाकलाप गुणांक*
Activity index,क्रियाकलाप निर्देशांक
Activity ratio,क्रियाकलाप प्रमाण
Activity vector,क्रियाकलाप वेक्टर
Actual monitor,वास्तविक मॉनिटर
Actual stress,वास्तविक ताण
Actuate,ट्रिगर करण्यासाठी
Actuating,प्रवर्तक
Acturator,प्रवर्तक
Acuity meter,acuityometer
Acuity of hearing,ऐकण्याची तीक्ष्णता
Acutance,फोटो तीक्ष्णता मूल्य
Acute angle,तीव्र कोन
Acute exposure,कुजबुजणे
Acute triangle,तीव्र त्रिकोण
Acyclic,अॅसायक्लिक
Adaptation manoeuver,ऑप्टिमायझेशन अनुप्रयोग
Adapted stae,अनुकूल स्थिती
Adaptive control system,अनुकूली नियंत्रण प्रणाली
Adaptometer,अडॅपटोमीटर
Adcock antenna,अॅडकॉक अँटेना
Add,बेरीज करणे
Add time,संकलन वेळ
Add-subtract time,संकलन-वजाबाकी वेळ
Adder,जोडणारा
Addition,"बेरीज, बेरीज, बेरीज (सं.), बेरीज (v.)"
Addition constant,जोड स्थिर
Addition law of acceleration,प्रवेग-सम नियम
Addition law of distance,अंतर बेरीज नियम
Addition law of velocity,वेग-सम नियम
Addition of vectors,वेक्टरची बेरीज
Addition reaction,संग्रह प्रतिक्रिया
Additional half plane,अतिरिक्त मजला
Additional tone,"संयोजी स्वर, अतिरिक्त स्वर (स्वर)"
Additive,"additive, additive"
Additive channel,मिश्रित प्रणाली
Additive colour,संमिश्र वर्ण
Additive colour process,एकूण वर्ण प्रक्रिया
Additive complementary colour,पूरक पूरक रंग
Additive constant,additive स्थिरांक
Additive drag,additive कर्षण
Additive effect,अतिरिक्त प्रभाव
Additive factor,अतिरिक्त घटक
Additive function,additive फंक्शन
Additive mixing,मिश्रित मिश्रण
Additive primary,additive रूट
Additive process,जोड प्रक्रिया
Additive property,जोडणी
Additive quantum number,अॅडिटीव्ह क्वांटम संख्या
Additive reaction,संग्रह प्रतिक्रिया
Additivity,जोडणी
Additron,एडिट्रॉन
Address,जाणून घ्या*
Address computation,पत्ता गणना
Address counter,पत्ता
Address decoding,पत्ता एन्क्रिप्शन
Address expression,पत्ता अभिव्यक्ती
Address facility,पत्ता योग्यता
Address format,पत्ता लिहायची जागा
Address light,पत्ता प्रकाश
Address modification,पत्ता बदलणे
Address part,पतांश
Address register,पत्ता नोंदवही
Address selection swith,पत्ता निवड स्विच
Address table sort,पत्ता क्रमवारी टेबल
Addressing,संबोधित
Addressograph,adresograph
Addresssing system,पत्ता प्रणाली
Adhesion,आसंजन
Adhesion tension,आसंजन ताण
Adhesional energy,चिकट ऊर्जा
Adhesive blocking,चिकट ब्लॉकिंग
Adiabat,adiabat
Adiabatic,adiabatic
Adiabatic acceleration,adiabatic प्रवेग
Adiabatic approximation,adiabatic अंदाजे
Adiabatic bulk modulus,adiabatic खंड गुणांक
Adiabatic calorimeter,adiabatic थर्मामीटर
Adiabatic change,adiabatic बदल
Adiabatic chart,"adiabatic चार्ट, adiabatic चार्ट"
Adiabatic compressibility,adiabatic compressibility
Adiabatic compression,adiabatic कॉम्प्रेशन
Adiabatic containment,adiabatic गर्भनिरोधक
Adiabatic cooling limit,adiabatic कूलिंग मर्यादा
Adiabatic curve,adiabatic वक्र
Adiabatic deformation,adiabatic विरूपण
Adiabatic demagnetisation,adiabatic demagnetization
Adiabatic dissociation,adiabatic रिझोल्यूशन
Adiabatic drift,adiabatic विस्थापन
Adiabatic effect,adiabatic प्रभाव
Adiabatic elasticity,adiabatic लवचिकता
Adiabatic ellipse,adiabatic ellipsoid
Adiabatic enthalpy drop,adiabatic पूर्ण-उष्णतेचे नुकसान
Adiabatic equation,adiabatic समीकरण
Adiabatic equation of state,adiabatic राज्य समीकरण
Adiabatic equilibrium temperature,adiabatic समतोल तापमान
Adiabatic equillibrium,adiabatic शिल्लक
Adiabatic expansion,adiabatic प्रसार
Adiabatic flame temperature,adiabatic ज्वाला तापमान
Adiabatic flow,adiabatic प्रवाह
Adiabatic fluctuations,adiabatic उच्चार
Adiabatic gas equation,adiabatic वायू समीकरण
Adiabatic gradient,adiabatic ग्रेडियंट
Adiabatic heat drop,adiabatic उष्णता नुकसान
Adiabatic ionization potential,adiabatic ionization क्षमता
Adiabatic lapse rate,adiabatic घसारा दर
Adiabatic momentum charge,adiabatic मोमेंटम चार्ज
Adiabatic process,adiabatic प्रक्रिया
Adiabatic reaction,adiabatic प्रतिक्रिया
Adiabatic speed,adiabatic हलवा
Adiabatic strain energy,adiabatic विरूपण ऊर्जा
Adiabatic system,adiabatic शरीर
Adiabatic temperature gradient,adiabatic उष्णता ग्रेडियंट
Adiabatic throttling,adiabatic abatement
Adiabatic transformation,adiabatic रूपांतरण
Adiactinic,"प्रकाशसंश्लेषण, विरोधी विकिरण"
Adiathermancy,उष्णता अपुरेपणा
Adiathermanous,उष्णता इन्सुलेट
Adion,एडन
Adjacency effect,संलग्नता प्रभाव
Adjacent,"समीप, समीप, समीप"
Adjacent angle,समीप कोन
Adjacent channel attenuation,संलग्न चॅनेल क्षीणन
Adjacent circuit,बंद सर्किट
Adjacent phase,संलग्न टप्पा
Adjacent picture carrier=adjacent vision carrier,"संलग्न व्हिडिओ वाहक, संलग्न प्रतिमा वाहक"
Adjacent sound carrier,बंद ध्वनी वाहक
Adjeacent channel selectivity,संलग्न चॅनेल निवडकता
Adjecent channel interference,बंद चॅनेल अडथळा
Adjestable condenser,समायोज्य कॅपेसिटर
Adjestable lens holder,समायोज्य लेन्स धारक
Adjestable magnifier,समायोज्य भिंग
Adjestable pressure,समायोज्य दबाव
Adjestable short,समायोज्य शॉर्ट सर्किट
Adjustor,समायोजित करणे
Admittance,प्रवेश
Admittance operator,प्रवेश ऑपरेटर
Adsorption,शोषण*
Advance ball,आगाऊ चेंडू
Advanced,पुढे
Advanced conductive deafness,वर्धित प्रवाहकीय बहिरेपणा
Advanced potential,पुढे क्षमता
Advancing wave,प्रगतीशील लाट
Advancing wave front,प्रगतीशील लहर आघाडी
Aeolian harp,वेंट्रल वीणा
Aeolian tone,एओलियन टोन
Aeon,"eon (वर्ष), युग"
Aerial,"आकाशी, वायवा (वि.) एरियल (सं.)"
Aerial array,हवाई अ‍ॅरे
Aerial attenuator,अँटेना अॅटेन्युएटर
Aerial booster,अँटेना बूस्टर
Aerial cable,हवाई केबल
Aerial camera,एअर कॅमेरा
Aerial circuit breaker,अँटेना सर्किट ब्रेकर
Aerial control table,अँटेना कंट्रोल बोर्ड
Aerial cross talk,अँटेना असंबद्ध सिग्नल
Aerial current,अँटेना प्रवाह
Aerial damping,अँटेना भिजवणे
Aerial earthing switch,अँटेना अर्थ कॉन्टॅक्टर स्विच
Aerial efficiency,अँटेना कार्यक्षमता
Aerial electric erasing machine,एरियल इलेक्ट्रिक इरेजिंग मशीन
Aerial elevation pawl,अँटेना अपग्रेडर
Aerial excitation,अँटेना उत्तेजना
Aerial fog,हवाई धुके
Aerial impedance,अँटेना प्रतिबाधा
Aerial inductance,अँटेना अधिष्ठाता
Aerial lead insulator,अँटेना इन्सुलेटर इन्सुलेटर
Aerial line,अँटेना लाइन
Aerial loading inductane=antenna loading coil,अँटेना लोड कॉइल
Aerial loss,अँटेना तोटा
Aerial noise,अँटेना आवाज
Aerial photo-interpretation,आकाश फोटो व्याख्या
Aerial photogrammetry,एरियल फोटोग्रामेट्री
Aerial photograph,हवाई फोटो
Aerial photography,हवाई छायाचित्रण
Aerial power,अँटेना शक्ती
Aerial radiation resistance,अँटेना रेडिएटिव्ह प्रतिरोध
Aerial reactance,अँटेना प्रतिक्रिया
Aerial repeat dial,अँटेना फिरवत डायल
Aerial resistance,अँटेना प्रतिकार
Aerial series capacitor,अँटेना श्रेणी कॅपेसिटर
Aerial survey,हवाई सर्वेक्षण
Aerial system,हवाई प्रणाली
Aerial tower,अँटेना स्तंभ
Aerial velocity,हवेचा वेग
Aerial yard,अँटेना दंड
Aero-vibe screen,एअर फिल्टर
Aeroballistics,वायुगतिकीय बॅलिस्टिक्स
Aerodrome control,विमानतळ नियंत्रण
Aerodrome hazard beacon,विमानतळ संकटाचा बीकन
Aerodrome meteorology,विमानतळ हवामानशास्त्र
Aerodybnamic pressure,वायुगतिकीय दाब
Aerodynaamic force,वायुगतिकीय शक्ती
Aerodynamaic force component,वायुगतिकीय शक्ती घटक
Aerodynamic coefficient,वायुगतिकीय गुणांक
Aerodynamic drag,वायुगतिकीय कर्षण
Aerodynamic efficiency,वायुगतिकीय कार्यक्षमता
Aerodynamic efficiency ratio,वायुगतिकीय कार्यक्षमता प्रमाण
Aerodynamic force,वायुगतिकीय शक्ती
Aerodynamic force component,वायुगतिकीय शक्ती घटक
Aerodynamic gap,वायुगतिकीय अंतर
Aerodynamic heating,एरोडायनामिक हीटिंग
Aerodynamic heating limit,एरोडायनामिक हीटिंग श्रेणी
Aerodynamic mean chord,वायुगतिकीय मध्यम जीवा
Aerodynamic misile,वायुगतिकीय क्षेपणास्त्र
Aerodynamic moment,वायुगतिकीय क्षण
Aerodynamic response,वायुगतिकीय प्रतिसाद
Aerodynamic test vehicle,एरोडायनामिक चाचणी वाहन
Aerodynamic torque,वायुगतिकीय टॉर्क
Aerodynamic twist,वायुगतिकीय वळण
Aerodynamical force,वायुगतिकीय शक्ती
Aerodynamics,वायुगतिकी
Aeroelastic effect,हवाबंद प्रभाव
Aeroelasticity,हवेची लवचिकता
Aeroelastics,एरोलेस्टिक
Aerofoil,एरोफॉइल
Aerogram,"aerogram, aerograph"
Aerograph,एरोग्राफ
Aeronaautical,वैमानिक
Aeronautical beacon,एरोनॉटिकल बीकन
Aeronautical chart,वैमानिक चार्ट
Aeronautics,वैमानिक
Aeronomy,वैमानिक
Aeropause,एअर फ्रंट
Aerophone,एरोफोन
Aeroplane,"विमान, विमान"
Aeroplane effect,विमान प्रभाव
Aeroplane flutter,वैमानिक हादरे
Aeropulse,हवेची नाडी
Aeroresonator,एअर रेझोनेटर
Aerosol,एरोसोल
Aerospaace,हवा आकाश
Aerospace vehicle,विमान
Aerosphere,"वातावरण, वायूमंडल"
Aerostat,"हवाई, उड्डाण"
Aerostatic equation,एरोस्टॅटिक समीकरण
Aerostatics,"वायुगतिकी, नॉटिक्स"
Aerothermo elasticity,एरोप्लास्टिक
Aerothermodynamics,वायुगतिकी
