Odiya,Tamil
ଯୋଗ,கூடுதலாக
ଅତିରିକ୍ତ ଚାର୍ଜ,கூடுதல் கட்டணம்
ଅତିରିକ୍ତ ପାଣ୍ଠି,கூடுதல் நிதி
ଅତିରିକ୍ତ ଅନୁଦାନ,கூடுதல் மானியம்
ଅତିରିକ୍ତ ସୂଚନା,கூடுதல் தகவல்
ଅତିରିକ୍ତ ଦେୟ,கூடுதல் ஊதியம்
ଯୋଗ ଏବଂ ପରିବର୍ତ୍ତନ,கூட்டல் மற்றும் மாற்றம்
ଠିକଣା,முகவரி
ଆଡ୍ରେସେେ |,முகவரி
ସ୍ୱାଗତିବାର ଠିକଣା,வரவேற்பின் முகவரி
ପର୍ଯ୍ୟାପ୍ତ,போதுமானது
ନିୟମ ପାଳନ,பின்பற்றவும்
ଅନୁପଚାରି,தற்காலிக
ବିଜ୍ଞାପନ ହକ୍ ଦାବି |,தற்காலிக உரிமைகோரல்
ବିଜ୍ଞାପନ ହକ୍ କମିଟି |,தற்காலிக குழு
AD HOC ବୃଦ୍ଧି |,தற்காலிக அதிகரிப்பு
ବିଜ୍ଞାପନ ହକ୍ ଦେୟ |,தற்காலிக கட்டணம்
ସଂଲଗ୍ନ,அருகில்
ସଂଲଗ୍ନ (= ସଂଲଗ୍ନ),அருகிலுள்ள (= தொடர்ச்சியான)
ସ୍ଥଗିତତା,ஒத்திவைப்பு
ଆଡଜାଇବା ଗତି,ஒத்திவைப்பு இயக்கம்
ସମର୍ଥନ କର ଘର,தீர்ப்பளிக்கவும்
ଗୁଚିଚୀନିକ,தீர்ப்பளிக்கவும்
ସମର୍ଥନ,தீர்ப்பு
ଆଦ୍ବ୍ରୀକରଣ,தீர்ப்பாளர்
ଆଡଜଷ୍ଟମେଣ୍ଟ୍,சரிசெய்தல்
ପ୍ରଶାସକ,நிர்வாகி
ଶପଥ କର,சத்தியப்பிரமாணத்தை நிர்வகிக்கவும்
ପ୍ରଶାସନ,நிர்வாகம்
ନ୍ୟାୟ ପ୍ରଶାସନ,நீதி நிர்வாகம்
ପ୍ରଶାସନିକ,நிர்வாக
ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ,நிர்வாக நடவடிக்கை
ପ୍ରଶାସନିକ ମୂଲ୍ୟାଙ୍କନ |,நிர்வாக மதிப்பீடு
ପ୍ରଶାସନିକ ଅନୁମୋଦନ |,நிர்வாக ஒப்புதல்
ପ୍ରଶାସନିକ ପ୍ରାଧିକରଣ,நிர்வாக அதிகாரம்
ପ୍ରଶାସନିକ ନିୟନ୍ତ୍ରଣ |,நிர்வாக கட்டுப்பாடு
ପ୍ରଶାସନିକ ନିଷ୍ପତ୍ତି,நிர்வாக முடிவு
ପ୍ରଶାସନିକ ବିଭାଗ,நிர்வாகத் துறை
ପ୍ରଶାସନିକ ମୁଣ୍ଡ,நிர்வாகத் தலைவர்
ପ୍ରଶାସନିକ ମୁଖ୍ୟାଳୟ |,நிர்வாக தலைமையகம்
ପ୍ରଶାସନିକ ପଦକ୍ଷେପ |,நிர்வாக நடவடிக்கைகள்
ପ୍ରଶାସନିକ ଶକ୍ତି |,நிர்வாக சக்தி
ପ୍ରଶାସନିକ ମଞ୍ଜୁର |,நிர்வாக அனுமதி
ପ୍ରଶାସନିକ କ techni ଶଳ |,நிர்வாக நுட்பம்
ପ୍ରଶାସନିକ ଟ୍ରିବ୍ୟୁନାଲ୍ |,நிர்வாக தீர்ப்பாயம்
ଗ୍ରହଣୀୟତା |,ஒப்புதல்
ଗ୍ରହଣଯୋଗ୍ୟ ଖର୍ଚ୍ଚ |,ஏற்றுக்கொள்ளக்கூடிய செலவு
ସ୍ୱୀକାର କର |,அனுமதிக்கவும்
କାର୍ଡ ଆଡମିଟ୍ କରନ୍ତୁ |,அட்டை சேர்க்கவும்
ସ୍ୱୀକାର କରାଯାଇଛି |,ஒப்புக்கொள்ளப்பட்டது
ଉପଦେଶ ଦିଅନ୍ତୁ |,அறிவுறுத்துங்கள்
ଆଡେପିଟି |,தத்தெடுப்பவர்
ଆଡପୁଟର୍,தத்தெடுப்பவர்
ଗ୍ରହଣ,தத்தெடுப்பு
ବୟସ୍କ,வயது வந்தோர்
ବ୍ୟଭିଚାର,கலப்படம்
ବ୍ୟଭିଚାର,விபச்சாரம்
ବୟସ୍କ ଫ୍ରାଞ୍ଚାଇଜ୍ |,வயதுவந்தோர் உரிமை
ବିଜ୍ଞାପନ ଭାଲୋରେମ୍ ଡ୍ୟୁଟି |,விளம்பர மதிப்பீட்டு கடமை
ଅଗ୍ରିମ,முன்கூட்டியே
ଅଗ୍ରୀମ ବୁକିଂ,முன்கூட்டியே முன்பதிவு
ଅଗ୍ରଶୀ ନକଲ,முன்கூட்டியே நகல்
ଅଗ୍ରଗତି ବୃଦ୍ଧି,அட்வான்ஸ் அதிகரிப்பு
ଅଗ୍ରିମ ଦେୟ,முன் பணம்
ପ୍ରତିକୂଳ ପ୍ରବେଶ,பாதகமான நுழைவு
ପ୍ରତିକୂଳ ଟିପ୍ପଣୀ |,பாதகமான கருத்துக்கள்
ପ୍ରତିକୂଳ ରିପୋର୍ଟ,பாதகமான அறிக்கை
ବିଜ୍ଞାପନ,விளம்பரம்
ପରାମର୍ଶ,ஆலோசனை
ଦେୟର ପରାମର୍ଶ |,கட்டண ஆலோசனை
ପରାମର୍ଶଦାତା କମିଟି |,ஆலோசனை குழு
ପରାମର୍ଶଦାତା ପରିଷଦ |,ஆலோசனை கவுன்சில்
ଓକିଲ,வக்கீல்
ସମ୍ପର୍କ,விவகாரங்கள்
ପ୍ରମାଣପତ୍ର,பிரமாணப் பத்திரம்
ଅନୁବନ୍ଧ,இணைப்பு
ନିଶ୍ଚିତତା,உறுதிப்படுத்தல்
ନିଶ୍ଚିତ,உறுதியான
ସୁଲଭ,வாங்க
Aforesaid,மேற்கூறிய
ଉପରୁବର୍ତ୍ତୀ,புதிதாக
ବିପକ୍ଷରେ,எதிராக
ବୟସ,வயது
ବୟସ ପ୍ରମାଣପତ୍ର,வயது சான்றிதழ்
ଯଥେଷ୍ଟ ସମୟ ପାଇଁ ବୟସ |,வாக்குரிமைக்கான வயது
ବୟସ ସୀମା |,வயது எல்லை
ସଂସ୍ଥା,ஏஜென்சி
କାର୍ଯ୍ୟସୂଚୀ,நிகழ்ச்சி நிரல்
ଅବସରର ବୟସ,ஓய்வூதிய வயது
ସୁପରନୁଏସନ୍ ବୟସ,மேலதிக வயது
ମିଳନ,திரட்டுதல்
ବହୁଳ,வேதனைக்குள்ளானது
ଆଗ୍ରିଲେସନ୍,கிளர்ச்சி
Agm,ஏஜிஎம்
ଚୁକ୍ତିନାମା,ஒப்பந்தம்
ଚୁକ୍ତି ଫର୍ମ,ஒப்பந்த படிவம்
କୃଷି,வேளாண்மை
Agro-idustry,வேளாண் தொழில்
ସହାୟତା,உதவி
ଆଲାର୍ମ,அலாரம்
ସତର୍କତା,விழிப்புணர்வு
ଛଦ୍ମନାମ,மாற்றுப்பெயர்
ଅଭିଯୋଗ,குற்றச்சாட்டு
ଅନୁଗତ,விசுவாசம்
ମିଳିତତା,கூட்டணி
ସମର୍ଥନ ସେବାଗୁଡିକ,தொடர்புடைய சேவைகள்
ସମସ୍ତ ଅନ୍ତର୍ଭୂକ୍ତ ମୂଲ୍ୟ |,அனைத்து உள்ளடக்கிய செலவு
ସମସ୍ତ ଭାରତୀୟ ସେବାଗୁଡିକ |,அகில இந்திய சேவைகள்
ଆବଣ୍ଟନ,ஒதுக்கீடு
ବଣ୍ଟନ,ஒதுக்கீடு
ବଣ୍ଟନ ଚିଠି,ஒதுக்கீட்டு கடிதம்
ବଣ୍ଟନେ |,ஒதுக்கீடு
ଅନୁମତି ଯୋଗ୍ୟ,அனுமதிக்கக்கூடியது
ଅନୁମତିପ୍ରାପ୍ତ ଖର୍ଚ୍ଚ |,அனுமதிக்கக்கூடிய செலவுகள்
ଏକ ଆବେଦନକୁ ଅନୁମତି ଦିଅନ୍ତୁ |,மேல்முறையீட்டை அனுமதிக்கவும்
ଭତ୍ତା,கொடுப்பனவு
ସମସ୍ତ ଅଧିକାର ସଂରକ୍ଷିତ,அனைத்து உரிமைகளும் பாதுகாக்கப்பட்டவை
ବର୍ଣ୍ଣମାଳା କ୍ରମ,அகரவரிசை வரிசை
ବ atutem ିସଣ,வாக்குவாதம்
ବିକଳ୍ପ,மாற்று
ବିକଳ୍ପ,மாற்று
ଅମାଲଗାମୀ,ஒருங்கிணைப்பு
ସଂଶୋଧିତ ଡ୍ରାଫ୍ଟ |,திருத்தப்பட்ட வரைவு
ସଂଶୋଧନ,திருத்தம்
ସୁବିଧା,வசதி
ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ,இணக்கமான
ଗୁଳିଗୋଳା,வெடிமருந்து
Debt ଣର ଅମର୍ଟାଇଜେସନ୍ |,கடனின் கடன்தொகை
ପରିମାଣ,தொகை
ପେନ୍ସନ୍ ର ପରିମାଣ,ஓய்வூதியத்தின் அளவு
ଅନୁରୂପ ପୋଷ୍ଟ |,ஒப்பீட்டு இடுகை
ବିଶ୍ଳେଷଣ |,பகுப்பாய்வு
ଆନାଲିଟିକାଲ୍ ଅଧ୍ୟୟନ |,பகுப்பாய்வு ஆய்வு
ପୂର୍ବଜ,மூதாதையர்
ଆନୁଷଙ୍ଗୀ ଶିଳ୍ପ |,துணை தொழில்
ଶତ୍ରୁତା |,பகை
ଆନୁଷ୍ଠାନ,இணைப்பு
ବାର୍ଷିକୀ,ஆண்டு
ଘୋଷଣା,அறிவிப்பு
ବିରକ୍ତିକର,எரிச்சல்
ବାର୍ଷିକ ଆର୍ଥିକ ବିବରଣୀ,ஆண்டு நிதி அறிக்கை
ବାର୍ଷିକ ବିବରଣୀ,ஆண்டு அறிக்கை
ବାର୍ଷିକ,ஆண்டு
ବେନାମୀ |,அநாமதேய
ଅଜ୍ଞାତ ଅଭିଯୋଗ |,அநாமதேய புகார்
ଉତ୍ତର୍ୟତା,பதில்
ଉତ୍ତର ସିଟ୍,விடைத்தாள்
ବିରୋଧୀ,எதிரி
ପିତୃପୁରୁଷ,முன்னோடிகள்
ପ୍ରତୀକ୍ଷିତ ଖର୍ଚ୍ଚ,எதிர்பார்க்கப்பட்ட செலவு
ପ୍ରତୀକ୍ଷିତ ଆୟ,எதிர்பார்க்கப்பட்ட வருமானம்
ପ୍ରତୀକ୍ଷା,எதிர்பார்ப்பு
ଆଣ୍ଟିସାଇପେଟୋରୀ ଜାମିନ |,எதிர்பார்ப்பு ஜாமீன்
ବିରୋଧୀ ମାପ |,ஊழல் எதிர்ப்பு நடவடிக்கை
ଆଣ୍ଟି-ଡମ୍ପିଂ |,டம்பிங் எதிர்ப்பு
ପ୍ରାଚୀନ,பழங்கால
ଅପାର୍ଥିଡ଼ିଆ,நிறவெறி
ଉଦାସୀନତା |,அக்கறையின்மை
Apex ଶରୀର,உச்ச உடல்
କ୍ଷମା ପ୍ରାର୍ଥନା,மன்னிப்பு
ଆବେଦନ,மேல்முறையீடு
ରୂପ,தோற்றம்
ସନ୍ତୁଷ୍ଟ,திருப்தி
ଟ୍ରିବ୍ୟୁନାଲ୍ ଆବେଦନ କରନ୍ତୁ |,மேல்முறையீட்டு தீர்ப்பாயம்
ପରିଶିଷ୍ଟ,பின் இணைப்பு
ଉପକରଣ,சாதனம்
ପ୍ରଯୁଜ୍ୟ |,பொருந்தும்
ଆବେଦନକାରୀ |,விண்ணப்பதாரர்
ପ୍ରୟୋଗ,விண்ணப்பம்
ଆବେଦନ ପତ୍ର,விண்ணப்ப படிவம்
ପ୍ରୟୋଗ କରାଯାଏ |,பயன்படுத்தப்பட்டது
ପ୍ରୟୋଗ କରନ୍ତୁ |,விண்ணப்பிக்கவும்
ଆପୋପିନିଟି,நியமிக்கப்பட்டவர்
ନିଯୁକ୍ତ କର୍ତ୍ତୃପକ୍ଷ |,அதிகாரத்தை நியமித்தல்
ନିଯୁକ୍ତି |,நியமனம்
ନିଯୁକ୍ତି ପତ୍ର,நியமனம் கடிதம்
କ୍ୟାବିନେଟର ନିଯୁକ୍ତି କମିଟି |,அமைச்சரவையின் நியமனங்கள் குழு
ମଜୁରୀର ଅନୁକରଣ |,ஊதியப் பகிர்வு
ମୂଲ୍ୟାଙ୍କନ,மதிப்பீடு
ମୂଲ୍ୟାଙ୍କନକାରୀ,மதிப்பீட்டாளர்
ପ୍ରଶଂସା,பாராட்டு
ଭୟ,அச்சம்
ଶିକ୍ଷାର୍ଥୀ,பயிற்சி
ଉପାୟ,அணுகுமுறை
ଉପଯୁକ୍ତ,பொருத்தமானது
ଉପଯୁକ୍ତ କାର୍ଯ୍ୟ,பொருத்தமான நடவடிக்கை
ଉପଯୁକ୍ତ ମୁଣ୍ଡ,பொருத்தமான தலை
ଆବଣ୍ଟନ,ஒதுக்கீடு
ଅନୁମୋଦନ,ஒப்புதல்
ଆନୁମାନିକ,தோராயமான
ଦକ୍ଷତା ପରୀକ୍ଷା,ஆப்டிட்யூட் சோதனை
ଇଚ୍ଛାଧୀନ |,தன்னிச்சையானது
ଆର୍ବିଟ୍ରେଟ୍ |,நடுவர்
ଆର୍ବିଟ୍ରେସନ୍,நடுவர்
ଆର୍ବିଟ୍ରେସନ୍ ଟ୍ରିବ୍ୟୁନାଲ୍ |,நடுவர் தீர்ப்பாயம்
ଆର୍ବିଟର,நடுவர்
ସ୍ଥାପତ୍ୟ,கட்டிடக்கலை
ଅଭିଲେଖାଗାର,காப்பகங்கள்
କ୍ଷେତ୍ର,பகுதி
କ୍ଷେତ୍ର ମୁଖ୍ୟାଳୟ |,பகுதி தலைமையகம்
ଯୁକ୍ତି,வாதம்
ଉଠ,எழும்
ସଶସ୍ତ୍ର ବାହିନୀ |,ஆயுத படைகள்
ବ୍ୟବସ୍ଥା,ஏற்பாடு
ବରିଟର,நிலுவைத் தொகை
ବର୍ବର ବିବୃତ୍ତି,நிலுவைத் அறிக்கை
ଆଗମନ ରିପୋର୍ଟ,வருகை அறிக்கை
ଅହଂକାର,ஆணவம்
ଅସ୍ତ୍ରଶସ୍ତ୍ର,அர்செனல்
ପ୍ରବନ୍ଧ,கட்டுரை
ଆସୋସିଏସନ୍ ର ଆର୍ଟିକିଲ୍ |,சங்கத்தின் கட்டுரைகள்
ପ୍ରବନ୍ଧଗୁଡ଼ିକ,கட்டுரைகள்
ଆରୋହଣ କ୍ରମ,ஏறுவரிசை ஒழுங்கு
ଜାଣିବା,தெரிந்து கொள்ளுங்கள்
ଯେପରି ଅଛି,எங்கே இருக்கிறது
ସର୍ବୋଚ୍ଚ,அம்சம்
ଆସଡିଅନ୍,ஆவேசம்
ହତ୍ୟା,படுகொலை
ଆକ୍ରମଣ,தாக்குதல்
ଏକତ୍ର ହୁଅ,ஒன்றுகூடு
ସଭା,சட்டசபை
ଖେଳନା,ஒப்புதல்
ନିଶ୍ଚିତ କର |,உறுதிப்படுத்தவும்
ମୂଲ୍ୟାଙ୍କନ,மதிப்பீட்டாளர்
ମୂଲ୍ୟାଙ୍କନ,மதிப்பீடு
ମୂଲ୍ୟାଙ୍କନ ବର୍ଷ,மதிப்பீட்டு ஆண்டு
ମୂଲ୍ୟାଙ୍କନକାରୀ,மதிப்பீட்டாளர்
ସମ୍ପତ୍ତି,சொத்துக்கள்
ଆସିଜେ,ஒதுக்கப்பட்டவர்
ଆସାଇନମେଣ୍ଟ,ஒதுக்கீடு
ଆସାଇନର୍,ஒதுக்குபவர்
ସହାୟତା,உதவி
ସହଯୋଗୀ,இணை
ସଙ୍ଗଠନ,தொடர்பு
ଚାର୍ଜର ଅନୁମାନ |,கட்டணம் அனுமானம்
ନିଶ୍ଚିତତା,உத்தரவாதம்
ନିଶ୍ଚିତ କର,உத்தரவாத நிறுவனம்
ନିଶ୍ଚିତ କର,உறுதி
ରିହାତି ରେ,தள்ளுபடியில்
ପରମାଣୁ ଶକ୍ତି,அணு சக்தி
ପାରରେ,சமமாக
ପ୍ରିମିୟମରେ |,பிரீமியத்தில்
ସଂଲଗ୍ନ କରନ୍ତୁ,இணைக்கவும்
ସଂଲଗ୍ନ ଅଫିସ୍ |,இணைக்கப்பட்ட அலுவலகம்
ସଂଲଗ୍ନ,இணைப்பு
ସଂଲଗ୍ନ କ୍ରମ,இணைப்பு வரிசை
ତଥ୍ୟ,அடைதல்
ଚେଷ୍ଟା,முயற்சி
ଉପସ୍ଥାନ,வருகை
ଉପସ୍ଥାନ ପଞ୍ଜିକରଣ |,வருகை பதிவு
ଆସେସେନ୍ ସ୍ଲିପ୍ |,வருகை சீட்டு
ଧ୍ୟାନ |,கவனம்
ପ୍ରମାଣପତ୍ର,சான்றளித்தல்
Atotsed କପି |,சான்றளிக்கப்பட்ட நகல்
ମନୋଭାବ,அணுகுமுறை
ଆକର୍ଷଣୀୟ ଦରମା,கவர்ச்சிகரமான சம்பளம்
ନିଲାମ,ஏலம்
ନିଲାମକାରୀ,ஏலதாரர்
ନିଲାମ ବିକ୍ରୟ,ஏல விற்பனை
ଦର୍ଶକ |,பார்வையாளர்கள்
ଅଡିଓ-ଭିଜୁଆଲ୍ ପ୍ରଦର୍ଶନ |,ஆடியோ-காட்சி காட்சி
ଅଡିଓ-ଭିଜୁଆଲ୍ ପ୍ରଚାର |,ஆடியோ காட்சி விளம்பரம்
ଅଡିଟ୍ |,தணிக்கை
ଅଡିଟ୍ ଆକାଉଣ୍ଟ୍ |,தணிக்கை செய்யப்பட்ட கணக்குகள்
ଅଡିଟ୍ ବାଲାନ୍ସ ସିଟ୍ |,தணிக்கை செய்யப்பட்ட இருப்புநிலை
ଅଡିଟ୍,தணிக்கை
ଅଡିଟ୍ ଆପତ୍ତି |,தணிக்கை ஆட்சேபனை
ଅଡିଟରଙ୍କ ରିପୋର୍ଟ |,தணிக்கையாளரின் அறிக்கை
ଅଡିଟୋରିୟମ୍,ஆடிட்டோரியம்
ଅଡିଟ୍ ପାର୍ତାହୀ |,தணிக்கை பத்தி
ଅଡିଟ୍ ରିପୋର୍ଟ,தணிக்கை அறிக்கை
A ଣୀତା,சிக்கன நடவடிக்கை
ନିର୍ଯାତନା ମାପ |,சிக்கன நடவடிக்கை
ପ୍ରାମାଣିକ,உண்மையான
ପ୍ରାଧିକୃତ ପ୍ରତିନିଧୀ |,அங்கீகரிக்கப்பட்ட பிரதிநிதி
ଲେଖକ,அதிகாரப்பூர்வ
ପ୍ରାଧିକରଣ,அதிகாரம்
ପ୍ରାଧିକରଣ ଚିଠି |,அதிகார கடிதம்
ପ୍ରାଧିକୃତ,அங்கீகாரம் பெற்றவர்
ପ୍ରାଧିକୃତ ପୁଞ୍ଜି |,அங்கீகரிக்கப்பட்ட மூலதனம்
ସ୍ୱୟଂଚାଳିତ |,தானியங்கி
ସ୍ autonomous ୟଂଶାସିତ,தன்னாட்சி
ସ୍ autonomous ୟଂଶାସିତ ଶରୀର |,தன்னாட்சி உடல்
ସ୍ onomy ାଧୀନତା,தன்னாட்சி
ସହାୟକକାରୀ,துணை
ଉପଲବ୍ଧ |,கிடைக்கிறது
ହାରାହାରି,சராசரி
ହାରାହାରି ଛୁଟି,சராசரி விடுப்பு
ଘୃଣା,வெறுப்பு
ପ୍ରତିରୋଧ,தவிர்க்கவும்
ଏଡ଼ାନ୍ତୁ |,தவிர்க்கவும்
ଟ୍ୟାକ୍ସରୁ ଦୂରେଇ ରୁହନ୍ତୁ |,வரியைத் தவிர்ப்பது
ଅପେକ୍ଷା କରାଯାଇଛି,காத்திருந்தது
ପୁରସ୍କାର,விருது
ପୁରସ୍କାର ପ୍ରାପ୍ତ ପ୍ରାଧିକରଣ |,அதிகாரம் வழங்குதல்
ସଚେତନତା,விழிப்புணர்வு
ପୃଷ୍ଠଭୂମି,பின்வாங்கியது
ପୃଷ୍ଠଭୂମି,பின்னணி
ବ୍ୟାକ୍ ଲଗ୍,பின் பதிவு
ପଛକୁ ଯିବା,பின்னால்
ପଛଟି,பின் குறிப்பு
ବ୍ୟାକଅପ୍ କରନ୍ତୁ |,காப்புப்பிரதி
ପଛୁଆ କ୍ଲାସ୍,பின்தங்கிய வகுப்புகள்
ପଛୁଆ ଜନଜାତି,பின்தங்கிய பழங்குடி
ଖରାପ ବୁ g ାମଣା |,மோசமான பேரம்
ଖରାପ ଆଚରଣ |,மோசமான நடத்தை
ଖରାପ ଚରିତ୍ର,மோசமான தன்மை
ଖରାପ ଜଳବାୟୁ ଭତ୍ତା |,மோசமான காலநிலை கொடுப்பனவு
ଖରାପ ଆଚରଣ,மோசமான நடத்தை
ଖରାପ debt ଣ,மோசமான கடன்
ବ୍ୟାଗେଜ୍,சாமான்கள்
ଜାମିନ,ஜாமீன்
ସନ୍ତୁଳନ,இருப்பு
ସନ୍ତୁଳନ ତଳକୁ ଅଣାଯାଇଥିଲା |,சமநிலை வீழ்த்தப்பட்டது
ସନ୍ତୁଳନ ଆଗକୁ ବ .ିଗଲା |,இருப்பு முன்வைக்கப்பட்டது
ସନ୍ତୁଳିତ ବଜେଟ୍,சீரான பட்ஜெட்
ତୂଳନା ପତ୍ର,இருப்புநிலை
ମତଦାନ,வாக்குப்பதிவு
ବାଲାଟ ବାକ୍ସ,வாக்குப் பெட்டி
ବାଲାଟ କାଗଜ |,வாக்குப்பதிவு காகிதம்
ନିଷେଧ |,தடை
ବ୍ୟାଙ୍କ,வங்கி
ବ୍ୟାଙ୍କ ଖାତା,வங்கி கணக்கு
ବ୍ୟାଙ୍କ ବାଲାନ୍ସ,வங்கி இருப்பு
ବ୍ୟାଙ୍କ ଚାର୍ଜ |,வங்கி கட்டணங்கள்
ବ୍ୟାଙ୍କ ଗ୍ୟାରେଣ୍ଟି |,வங்கி உத்தரவாதம்
ବ୍ୟାଙ୍କ ଛୁଟି,வங்கி விடுமுறை
ବ୍ୟାଙ୍କିଙ୍ଗ୍ ସୁବିଧା |,வங்கி வசதி
ବ୍ୟାଙ୍କିଙ୍ଗ୍ ଘଣ୍ଟା |,வங்கி நேரம்
ବ୍ୟାଙ୍କିଙ୍ଗ୍ କାରବାର |,வங்கி பரிவர்த்தனை
ବ୍ୟାଙ୍କ ହାର,வங்கி வீதம்
ବ୍ୟାଙ୍କ ସମନ୍ୱୟ |,வங்கி சமரசம்
ଦେବାଳିଆ,திவாலானது
ବ୍ୟାଙ୍କ ସୁରକ୍ଷା,வங்கி பாதுகாப்பு
ବ୍ୟାଙ୍କ ଷ୍ଟେଟମେଣ୍ଟ,வங்கி அறிக்கை
ଭୋଜି |,விருந்து
ବାର୍ ପରିଷଦ |,பார் கவுன்சில்
ବୁ g ାମଣା,பேரம்
ବୁ g ାମଣା,பேரம் பேசுதல்
ବନ୍ଧ୍ୟା ଭୂମି,தரிசு நிலம்
ବାର୍ଟର,பண்டமாற்று
ଆଧାର,அடித்தளம்
ମୂଳହୀନ |,ஆதாரமற்றது
ତଳ ମହଲା,அடித்தளம்
