Odiya,Punjabi
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API),ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API)
ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍,ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ
ପ୍ରୟୋଗ ଭାଷା |,ਲਾਗੂ ਕਰਨ ਵਾਲੀ ਭਾਸ਼ਾ
ଆନୁମାନିକ ତତ୍ତ୍। |,ਅਨੁਮਾਨ ਥਿਊਰੀ
ସ୍ଥାପତ୍ୟ,ਆਰਕੀਟੈਕਚਰ
କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର |,ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ
ଯୁକ୍ତି,ਦਲੀਲ
ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |,ਹਿਸਾਬ ਅਤੇ ਤਰਕ ਇਕਾਈ
ଗାଣିତିକ ଯାଞ୍ଚ |,ਹਿਸਾਬ ਦੀ ਜਾਂਚ
ଗାଣିତିକ ସ୍ଥିର |,ਅੰਕਿਤ ਸਥਿਰ
ଗାଣିତିକ ତଥ୍ୟ,ਅੰਕਿਤ ਡੇਟਾ
ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ,ਗਣਿਤ ਸੰਬੰਧੀ ਹਦਾਇਤ
ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ (ALU),ਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ (ALU)
ARPANET,ਅਰਪਨੇਟ
ଆରେ,ਐਰੇ
ଆରେ କ୍ୟାଚ୍,ਐਰੇ ਕੈਸ਼
ଆରେ କମ୍ପ୍ୟୁଟର |,ਐਰੇ ਕੰਪਿਊਟਰ
ଆରେ ଉପାଦାନ |,ਐਰੇ ਤੱਤ
ଆରେ ନାମ,ਐਰੇ ਨਾਮ
ଆରେ ସଞ୍ଚାଳକ,ਐਰੇ ਪ੍ਰੋਸੈਸਰ
ତୀର କିଗୁଡ଼ିକ,ਤੀਰ ਕੁੰਜੀਆਂ
ଆର୍ଟିକିଲେସନ୍,ਉਚਾਰਨ
ଆର୍ଟିକ୍ୟୁଲେସନ୍ ପଏଣ୍ଟ |,ਬਿਆਨ ਬਿੰਦੂ
କୃତ୍ରିମ ସଙ୍କୋଚନ |,ਨਕਲੀ ਸੰਕੁਚਿਤ
କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |,ਨਕਲੀ ਕੰਟਰੋਲ
କୃତ୍ରିମ ବୁଦ୍ଧି,ਬਣਾਵਟੀ ਗਿਆਨ
ଆରୋହଣ,ਚੜ੍ਹਦਾ
ଆରୋହଣ କ୍ରମ,ਵਧਦੀ ਲੜੀ
ASCII ବେଟିକାଲ୍ କ୍ରମ |,ASCII ਬੇਟਿਕਲ ਆਰਡਰ
ASCII ନିୟନ୍ତ୍ରଣ ବର୍ଣ୍ଣ |,ASCII ਕੰਟਰੋਲ ਅੱਖਰ
ASCII ଫାଇଲ୍ |,ASCII ਫਾਈਲ
ASCII ଫଣ୍ଟ |,ASCII ਫੌਂਟ
ASCII ସ୍ଥାନାନ୍ତର |,ASCII ਟ੍ਰਾਂਸਫਰ
ଆନୁମାନିକ ଅନୁପାତ,ਆਕਾਰ ਅਨੁਪਾਤ
ASPI,ਏ.ਐਸ.ਪੀ.ਆਈ
ASR ଟାଇମର୍ |,ASR ਟਾਈਮਰ
ଏକତ୍ର ହୁଅ,ਇਕੱਠਾ ਕਰਨਾ
ଏକତ୍ରକାରୀ,ਅਸੈਂਬਲਰ
ସଭା,ਅਸੈਂਬਲੀ
ସଭା ଭାଷା |,ਅਸੈਂਬਲੀ ਭਾਸ਼ਾ
ଧାରଣା,ਦਾਅਵਾ
ଆସାଇନମେଣ୍ଟ,ਅਸਾਈਨਮੈਂਟ
ସଙ୍ଗଠନ,ਐਸੋਸੀਏਸ਼ਨ
ସହଯୋଗୀ ଠିକଣା,ਸਹਿਯੋਗੀ ਪਤਾ
ସହଯୋଗୀ ସ୍ମୃତି,ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ
ନକ୍ଷତ୍ର,ਤਾਰਾ
ଅସୀମିତ |,ਅਸਮਿਤ
ଅସନ୍ତୁଳିତ |,ਅਸਿੰਕ੍ਰੋਨਸ
ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL),ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL)
ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM),ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM)
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |,ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍),ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM)
ପରମାଣୁ,ਪਰਮਾਣੂ
ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |,ਨੱਥੀ ਦਸਤਾਵੇਜ਼
ସଂଲଗ୍ନ ଫାଇଲ୍ |,ਨੱਥੀ ਫ਼ਾਈਲ
ସଂଲଗ୍ନ,ਲਗਾਵ
ଗୁଣ,ਵਿਸ਼ੇਸ਼ਤਾ
ଅଡିଓ,ਆਡੀਓ
ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |,ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ
ଅଡିଟ୍ ଟ୍ରେଲ୍ |,ਆਡਿਟ ਟ੍ਰੇਲ
ବୃଦ୍ଧି,ਵਾਧਾ
ପ୍ରାମାଣିକିକରଣ ପ୍ରୋଟୋକଲ୍ |,ਪ੍ਰਮਾਣਿਕਤਾ ਪ੍ਰੋਟੋਕੋਲ
ଲେଖକ ପ୍ରଣାଳୀ,ਲੇਖਕ ਪ੍ਰਣਾਲੀ
ପ୍ରାଧିକରଣ,ਅਧਿਕਾਰ
ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |,ਆਟੋ ਐਬਸਟਰੈਕਟ
ଅଟୋବୋଟିଂ,ਆਟੋਬੂਟਿੰਗ
ଅଟୋକ୍ୟାଡ୍ |,ਆਟੋਕੈਡ
ଅଟୋଲୋଜି ଅନ୍,ਆਟੋਲੌਗ ਚਾਲੂ
ଅଟୋମେଟା |,ਆਟੋਮੇਟਾ
ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |,ਆਟੋਮੈਟਾ ਥਿਊਰੀ
ସ୍ୱୟଂଚାଳିତ ଗଣନା,ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਿੰਗ
ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |,ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ
ସ୍ୱୟଂଚାଳିତ କାର୍ଯ୍ୟ,ਆਟੋਮੈਟਿਕ ਫੰਕਸ਼ਨ
ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ |,ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ
ସ୍ୱୟଂଚାଳିତ ଲାଇବ୍ରେରୀ କଲ୍ |,ਆਟੋਮੈਟਿਕ ਲਾਇਬ੍ਰੇਰੀ ਕਾਲ
ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |,ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |,ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ
ସ୍ୱୟଂଚାଳିତ ରୁଟିନ୍ |,ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ
ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର,ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ
ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍),ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨ (ATM)
ସ୍ୱୟଂଚାଳିତ,ਆਟੋਮੇਸ਼ਨ
ସ୍ଵତଃ ଚଳିତ,ਸਵੈ ਚਾਲ
ଅଟୋସେଭ୍ |,ਸਵੈ-ਸੰਭਾਲ
ସହାୟକକାରୀ,ਸਹਾਇਕ
ସହାୟକ ସ୍ମୃତି,ਸਹਾਇਕ ਮੈਮੋਰੀ
ସହାୟକ ଷ୍ଟୋରେଜ୍,ਸਹਾਇਕ ਸਟੋਰੇਜ਼
ଉପଲବ୍ଧ ତାଲିକା |,ਉਪਲਬਧ ਸੂਚੀ
ଉପଲବ୍ଧ ସମୟ |,ਉਪਲਬਧ ਸਮਾਂ
ହାରାହାରି,ਔਸਤ
awk (ଭାଷା),awk (ਭਾਸ਼ਾ)
ବ୍ୟାକେଣ୍ଡ୍ |,ਬੈਕਐਂਡ
ବ୍ୟାକେଣ୍ଡ୍ ସଞ୍ଚାଳକ |,ਬੈਕਐਂਡ ਪ੍ਰੋਸੈਸਰ
ବ୍ୟାକଫେସ୍ ଅପସାରଣ |,ਬੈਕਫੇਸ ਹਟਾਉਣਾ
ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |,ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ
ବ୍ୟାକିଂ ଷ୍ଟୋର |,ਬੈਕਿੰਗ ਸਟੋਰ
ବ୍ୟାକପ୍ୟାଚ୍,ਬੈਕਪੈਚਿੰਗ
ବ୍ୟାକସ୍ପେସ୍ |,ਬੈਕਸਪੇਸ
ବ୍ୟାକଟ୍ରାକ୍,ਬੈਕਟਰੈਕਿੰਗ
ବ୍ୟାକ୍ ଅପ୍ |,ਬੈਕ-ਅੱਪ
ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |,ਬੈਕਅੱਪ ਮੈਮੋਰੀ
ପଛୁଆ ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର,ਪਿੱਛੇ ਗਲਤੀ ਰਿਕਵਰੀ
ତୂଳନା ପତ୍ର,ਸੰਤੁਲਨ ਸ਼ੀਟ
ବ୍ୟାଣ୍ଡ,ਜਥਾ
ବ୍ୟାଣ୍ଡ ଓସାର |,ਬੈਂਡ ਚੌੜਾਈ
ବ୍ୟାଙ୍କର ଆଲଗୋରିଦମ |,ਬੈਂਕਰ ਦਾ ਐਲਗੋਰਿਦਮ
ବାର୍ କୋଡ୍,ਬਾਰ ਕੋਡ
ବାର୍ କୋଡ୍ ସ୍କାନର୍ |,ਬਾਰ ਕੋਡ ਸਕੈਨਰ
ବାର୍ ଗ୍ରାଫ୍ |,ਬਾਰ ਗ੍ਰਾਫ
ମୂଳ ଠିକଣା,ਅਧਾਰ ਪਤਾ
ବେସ୍ ବ୍ୟାଣ୍ଡ |,ਅਧਾਰ ਬੈਂਡ
ଆଧାର ସଂଖ୍ୟା,ਅਧਾਰ ਨੰਬਰ
ଆଧାର ଟେବୁଲ୍ |,ਅਧਾਰ ਸਾਰਣੀ
ବେସିକ୍ |,ਬੇਸਿਕ
ମ basic ଳିକ ନିୟନ୍ତ୍ରଣ |,ਬੁਨਿਆਦੀ ਕੰਟਰੋਲ
ମ basic ଳିକ ଇନପୁଟ୍ |,ਬੁਨਿਆਦੀ ਇੰਪੁੱਟ
ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ,ਬੁਨਿਆਦੀ ਹਦਾਇਤ
ମ basic ଳିକ ଆଉଟପୁଟ୍,ਬੁਨਿਆਦੀ ਆਉਟਪੁੱਟ
ମ basic ଳିକ ପଦକ୍ଷେପ |,ਬੁਨਿਆਦੀ ਕਦਮ
ବ୍ୟାଚ୍,ਬੈਚ
ବ୍ୟାଚ୍ ଫାଇଲ୍ |,ਬੈਚ ਫਾਈਲ
ବ୍ୟାଚ୍ ସ୍ଥିତି |,ਬੈਚ ਸਥਿਤੀ
ବ୍ୟାଚ୍ ପ୍ରକ୍ରିୟାକରଣ |,ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ
ବ୍ୟାଚ୍ ସିଷ୍ଟମ୍ |,ਬੈਚ ਸਿਸਟਮ
baud,ਬੌਡ
ବାଉଡ୍ ହାର,ਬੌਡ ਦਰ
ବିମ୍,ਬੀਮ
ମାନଦଣ୍ଡ,ਬੇਂਚਮਾਰਕ
ଦ୍ୱି-ଦିଗୀୟ ଯୋଗାଯୋଗ |,ਦੋ-ਦਿਸ਼ਾ ਸੰਚਾਰ
ଦ୍ୱି-ଦିଗୀୟ ଲିଙ୍କ୍ |,ਦੋ-ਦਿਸ਼ਾਵੀ ਲਿੰਕ
ବାଇନାରୀ କୋଡ୍ |,ਬਾਈਨਰੀ ਕੋਡ
ବାଇନାରୀ ଅଙ୍କ,ਬਾਈਨਰੀ ਅੰਕ
ବାଇନାରୀ ଇନପୁଟ୍ ଆଉଟପୁଟ୍ ସିଷ୍ଟମ୍ (BIOS),ਬਾਈਨਰੀ ਇਨਪੁਟ ਆਉਟਪੁੱਟ ਸਿਸਟਮ (BIOS)
ବାଇନାରୀ ସଂଖ୍ୟା,ਬਾਈਨਰੀ ਨੰਬਰ
ବାଇନାରୀ ଅପରେଟର୍ |,ਬਾਈਨਰੀ ਆਪਰੇਟਰ
ବାଇନାରୀ ସମ୍ପର୍କ |,ਬਾਈਨਰੀ ਸਬੰਧ
ବାଇନାରୀ ସନ୍ଧାନ |,ਬਾਈਨਰੀ ਖੋਜ
ବାଇନାରୀ ସନ୍ଧାନ ବୃକ୍ଷ (BST),ਬਾਈਨਰੀ ਸਰਚ ਟ੍ਰੀ (BST)
ବାଇନାରୀ ସ୍ଥାନାନ୍ତର |,ਬਾਈਨਰੀ ਟ੍ਰਾਂਸਫਰ
ବାଇନାରୀ ଗଛ |,ਬਾਈਨਰੀ ਰੁੱਖ
ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି,ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ
ଜନ୍ମ ମୃତ୍ୟୁ ମଡେଲ |,ਜਨਮ ਮੌਤ ਮਾਡਲ
ଜନ୍ମ ମୃତ୍ୟୁ ପ୍ରକ୍ରିୟା |,ਜਨਮ ਮੌਤ ਦੀ ਪ੍ਰਕਿਰਿਆ
ବିଟ୍,ਬਿੱਟ
ବିଟ୍ ଦୋଷ |,ਬਿੱਟ ਨੁਕਸ
ବିଟ୍ ମାନଚିତ୍ର,ਬਿੱਟ ਨਕਸ਼ਾ
ବିଟ୍ ମାନଚିତ୍ର ପିକ୍ସେଲ୍ (BMP),ਬਿੱਟ ਮੈਪ ਪਿਕਸਲ (BMP)
ବିଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,ਬਿੱਟ ਮੈਟ੍ਰਿਕਸ
ବିଟ୍ ପ୍ୟାଟର୍ |,ਬਿੱਟ ਪੈਟਰਨ
ବିଟ୍ ସ୍ଥିତି |,ਬਿੱਟ ਸਥਿਤੀ
ବିଟ୍ ହାର,ਬਿੱਟ ਰੇਟ
