Kannada,Punjabi
ಕೃಷಿಧರ್ಮ,ਖੇਤੀਵਾਦ
ಕೃಷಿ ಚಳುವಳಿ,ਖੇਤੀ ਅੰਦੋਲਨ
ಅಲ್ಬಿಯಾನ್,ਐਲਬੀਅਨ
ಆಲ್ಬಮ್,ਐਲਬਮ
ಆಲ್ಡರ್ಮನ್,ਐਲਡਰਮੈਨ
ಸೂಚಿಸುವ ತೋಳುಗಳು,ਲੁਭਾਉਣੇ ਹਥਿਆਰ
ಸೌಹಾರ್ದತೆ,ਦੋਸਤੀ
ಆಂಫಿಕ್ಟಿಯೋನಿಕ್ ಕೌನ್ಸಿಲ್,Amphictyonic ਕੌਂਸਲ
ಆಂಫಿಕ್ಟಿಯೋನಿಕ್ ಲೀಗ್,ਐਮਫਿਕਟੋਨਿਕ ਲੀਗ
ಆಂಫಿಥಿಯೇಟರ್,ਅਖਾੜਾ
ಅಮ್ರಿ ನಲ್ ಗುಂಪು (ಕುಂಬಾರಿಕೆ),ਅਮਰੀ ਨਲ ਸਮੂਹ (ਮਿੱਟੀ ਦੇ ਭਾਂਡਿਆਂ ਦਾ)
ಅನಾಕ್ರೊನಿಸಂ,ਐਨਾਕ੍ਰੋਨਿਜ਼ਮ
ಅನಾಕ್ರೊನಿಸ್ಟಿಕ್,ਐਨਾਕ੍ਰੋਨਿਸਟਿਕ
ಪೂರ್ವಜ,ਪੂਰਵਜ
ಪೂರ್ವಜರ ಆರಾಧನೆ,ਪੂਰਵਜ ਦੀ ਪੂਜਾ
ಪೂರ್ವಜರು,ਵੰਸ਼
ಪೂರ್ವಜರು,ਵੰਸ਼
ಪೂರ್ವಜರು,ਵੰਸ਼
ಪೂರ್ವಜರು,ਵੰਸ਼
ಪ್ರಾಚೀನ ಆಡಳಿತ,ਪ੍ਰਾਚੀਨ ਸ਼ਾਸਨ
ಪ್ರಾಚೀನ,ਪ੍ਰਾਚੀਨ
ಪ್ರಾಚೀನ ಲಾವಣಿ,ਪ੍ਰਾਚੀਨ ਗੀਤ
ಪ್ರಾಚೀನ ನಂಬಿಕೆ,ਪ੍ਰਾਚੀਨ ਵਿਸ਼ਵਾਸ
ಪ್ರಾಚೀನ ಪದ್ಧತಿ,ਪ੍ਰਾਚੀਨ ਰਿਵਾਜ
ಪುರಾತನ ಇತಿಹಾಸ,ਪ੍ਰਾਚੀਨ ਇਤਿਹਾਸ
ಪ್ರಾಚೀನ ಸ್ಮಾರಕಗಳು,ਪ੍ਰਾਚੀਨ ਸਮਾਰਕ
ಉಪಾಖ್ಯಾನ,ਕਿੱਸਾ
ಏಂಜೆಲೋಟ್,ਐਂਜਲੋਟ
ಏಂಜೆಲಸ್,ਐਂਜਲਸ
ಆಂಜೆವಿನ್ (=ಆಂಜೆವಿನ್),ਐਂਜੇਵਿਨ (=ਅੰਜੇਵਿਨ)
ಕೋನಗಳು,ਕੋਣ
ಆಂಗ್ಲಿಕನ್,ਐਂਗਲੀਕਨ
ಆಂಗ್ಲಿಕನ್ ಕಮ್ಯುನಿಯನ್,ਐਂਗਲੀਕਨ ਕਮਿਊਨੀਅਨ
ಆಂಗ್ಲಿಕನಿಸಂ,ਐਂਗਲੀਕਨਵਾਦ
ಆಂಗ್ಲೋ-ಫೋಬ್,ਐਂਗਲੋ-ਫੋਬ
ಆಂಗ್ಲೋ-ಫೋಬಿಯಾ,ਐਂਗਲੋ-ਫੋਬੀਆ
ಆಂಗ್ಲೋ-ಸ್ಯಾಕ್ಸನ್,ਐਂਗਲੋ-ਸੈਕਸਨ
ಆಂಗ್ಲೋ-ಸ್ಯಾಕ್ಸೋನಿಸಂ,ਐਂਗਲੋ-ਸੈਕਸੋਨਿਜ਼ਮ
ಅನಾಲಿಸ್ಟ್,ਐਨਾਲਿਸਟ
ಆನಲ್ಸ್,ਇਤਿਹਾਸ
ಅನುಬಂಧ,ਅਨੇਕਸ਼ਨ
ಆಂಟೆ-ಬೆಲ್ಲಮ್,ਐਂਟੀ-ਬੇਲਮ
ಹಿಂದಿನ ದಿನಾಂಕ,ਪਿਛਲੀ ਤਾਰੀਖ
ಪುರೋಹಿತಶಾಹಿ ವಿರೋಧಿ,ਵਿਰੋਧੀ ਮੌਲਵੀਵਾਦ
ವಿರೋಧಿ ಪಾದ್ರಿಗಳ ಶಾಸನ,ਕਲੈਰੀਕਲ ਵਿਰੋਧੀ ਕਾਨੂੰਨ
ಪ್ರಾಚೀನತೆ,ਪੁਰਾਤਨਤਾ
ಬಾಡಿಗೆ ವಿರೋಧಿ,ਵਿਰੋਧੀ ਕਿਰਾਇਆ
ಬಾಡಿಗೆ ವಿರೋಧಿ,ਵਿਰੋਧੀ ਕਿਰਾਇਆ
ಯೆಹೂದ್ಯ ವಿರೋಧಿ,ਵਿਰੋਧੀ ਸਾਮੀਵਾਦ
ಅಂಜಾಕ್,ਐਨਜ਼ੈਕ
ಅಪೆಲ್ಲಾ,ਅਪੇਲਾ
ಅರಳು,ਅਰਲੂ
ಆರ್ಚ್ ಬಿಷಪ್,ਆਰਕ ਬਿਸ਼ਪ
ಆರ್ಚ್ ಡಚಿ,ਆਰਕ ਡਚੀ
ಆರ್ಚ್ ಡ್ಯೂಕ್,ਆਰਕ ਡਿਊਕ
ಆರ್ಚೀಫ್ (=ಆರ್ಕೈವಲ್ ಸಂಗ್ರಹ),ਪੁਰਾਲੇਖ (=ਪੁਰਾਲੇਖ ਸੰਗ੍ਰਹਿ)
ಆರ್ಕಿಪಿಸ್ಕೋಪೇಟ್,ਆਰਚੀਪੀਸਕੋਪੇਟ
ಶ್ರೀಮಂತವರ್ಗ,ਕੁਲੀਨ
ಶ್ರೀಮಂತ,ਰਈਸ
ಶ್ರೀಮಂತ ಸ್ನೋಬರಿ,ਕੁਲੀਨ ਸਨੋਬਰੀ
ಅರಿಸ್ಟಾಟಲ್,ਅਰਿਸਟੋਟਲੀਅਨ
ನೌಕಾಪಡೆ,ਆਰਮਾਡਾ
ನೌಕಾಪಡೆ (=ಸ್ಪ್ಯಾನಿಷ್ ಆರ್ಮಡಾ),ਆਰਮਾਡਾ (= ਸਪੇਨੀ ਆਰਮਾਡਾ)
ಶಸ್ತ್ರಾಗಾರ (=ಶಸ್ತ್ರಾಗಾರ),ਸ਼ਸਤਰਧਾਰਕ (=ਸ਼ਸਤਰਧਾਰਕ)
ರಕ್ಷಾಕವಚ (=ರಕ್ಷಾಕವಚ),ਸ਼ਸਤ੍ਰ (= ਸ਼ਸਤ੍ਰ)
ಶಸ್ತ್ರಾಗಾರ,ਸ਼ਸਤਰਧਾਰਕ
ಆರ್ಯನ್,ਆਰੀਅਨ
ಆರ್ಯನ್,ਆਰੀਅਨ
ಅಸ್ಕರಿ,ਅਸਕਰੀ
ನಿಯೋಜಿಸಿ,ਅਸਾਈਨੈਟ
ಅಸೈಜ್ ಮಾಡಿ,ਅਸਾਈਜ਼
ಅಸೈಜ್ ಮಾಡಿ,ਅਸਾਈਜ਼
ಅಸೈಜ್ ಮಾಡಿ,ਅਸਾਈਜ਼
ಅಸೈಜ್ ಆಫ್ ಆರ್ಮ್ಸ್ ಆಕ್ಟ್,ਅਸਲਾ ਐਕਟ ਦੀ ਸਹਾਇਤਾ
ಅಸೈಜ್ ಆಫ್ ಡರೇನ್ ಪ್ರಸ್ತುತಿ,ਡੈਰੇਨ ਪ੍ਰੈਜ਼ੈਂਟਮੈਂਟ ਦੀ ਸਹਾਇਤਾ
ಮೊರ್ಟ್ &#39;ಡಿ&#39; ಪೂರ್ವಜರ ಅಸೈಜ್,ਮੋਰਟ &#39;ਡੀ&#39; ਪੂਰਵਜ ਦੀ ਸਹਾਇਤਾ
ಡಿಸೈಸಿನ್ ಕಾದಂಬರಿಯ ಅಸೈಜ್,ਨਾਵਲ ਡੀਸੀਸਿਨ ਦੀ ਸਹਾਇਤਾ
ದೌರ್ಜನ್ಯ,ਅੱਤਿਆਚਾਰ
ದಾಳಿ,ਹਮਲਾ
ಆಲಿಕ್ ಕೌನ್ಸಿಲ್,ਔਲਿਕ ਕੌਂਸਲ
ಗೆಡೆಸ್‌ನ ಕೊಡಲಿ (=ಗೆಡೆಸ್ ಕೊಡಲಿ),ਦੇਵੀ ਦੀ ਕੁਹਾੜੀ (= ਦੇਵੀ ਦੀ ਕੁਹਾੜੀ)
ಆಕ್ಸಿಸ್ (=ದಿ ರೋಮ್-ಬರ್ಲಿನ್-ಟೋಕಿಯೊ ಆಕ್ಸಿಸ್),ਐਕਸਿਸ (=ਰੋਮ-ਬਰਲਿਨ-ਟੋਕੀਓ ਐਕਸਿਸ)
ಬ್ಯಾಬಿಲೋನ್,ਬਾਬਲ
ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ (=ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ),ਬਾਬਲੀ ਗ਼ੁਲਾਮੀ (=ਬੇਬੀਲੋਨ ਦੀ ਗ਼ੁਲਾਮੀ)
ಬಚ್ಚನಾಳ ಭಕ್ತ,ਬਚਨਲ ਭਗਤ
ಬಚ್ಚನಾಲಿಯಾ,ਬਚਨਲਿਆ
ಪದವಿ,ਕੁਆਰਾ
ಬಾಗ್ದಾದ್ ಒಪ್ಪಂದ,ਬਗਦਾਦ ਸਮਝੌਤਾ
ಬಾಲ್ಕನ್ ಲೀಗ್,ਬਾਲਕਨ ਲੀਗ
ಬಾಲ್ಕನ್ ಒಪ್ಪಂದ,ਬਾਲਕਨ ਸਮਝੌਤਾ
ಬಾಲ್ಕನ್ ಯುದ್ಧಗಳು,ਬਾਲਕਨ ਯੁੱਧ
ಬಾಲ್ಟಿಕ್ ಒಪ್ಪಂದ,ਬਾਲਟਿਕ ਸਮਝੌਤਾ
ಡಕಾಯಿತ,ਡਾਕੂ
ಬ್ಯಾಂಡಂಗ್ ಸಮ್ಮೇಳನ,ਬੈਂਡੁੰਗ ਕਾਨਫਰੰਸ
ಬಹಿಷ್ಕಾರ,ਦੇਸ਼ ਨਿਕਾਲੇ
ಬ್ಯಾನರ್,ਬੈਨਰ
ಅನಾಗರಿಕ,ਵਹਿਸ਼ੀ
ಬಾರ್ಬಿಕನ್,ਬਾਰਬੀਕਨ
ಬಾರ್ಡೋಲಿ ಸತ್ಯಾಗ್ರಹ,ਬਾਰਡੋਲੀ ਸੱਤਿਆਗ੍ਰਹਿ
ಬಾರ್ನ್ ಬರ್ನರ್ಗಳು,ਬਾਰਨ ਬਰਨਰ
ಬ್ಯಾರನ್,ਬੈਰਨ
ಬ್ಯಾರನೇಜ್,ਬੈਰੋਨੇਜ
ಬರೋನ್ಸ್ ಮೇಜರ್,ਬੈਰੋਨਸ ਮੇਜਰਸ
ಬ್ಯಾರನ್ಸ್ ಕಿರಿಯರು,ਬੈਰੋਨਸ ਨਾਬਾਲਗ
ಬ್ಯಾರನೆಸ್,ਬੈਰੋਨੇਸ
ಬ್ಯಾರೊನೆಟ್,ਬੈਰੋਨੇਟ
ಬ್ಯಾರೊನೆಟೇಜ್,ਬੈਰੋਨੇਟੇਜ
ಬ್ಯಾರೊನೆಟೇಜ್,ਬੈਰੋਨੇਟੇਜ
ಬ್ಯಾರೊನೆಟ್ಸಿ,ਬੈਰੋਨੇਟਸੀ
ಬರೋನಿ,ਬੈਰੋਨੀ
ಬ್ಯಾರಕೂನ್,ਬੈਰਾਕੂਨ
ಬ್ಯಾರಕೂನ್,ਬੈਰਾਕੂਨ
ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್),ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ)
ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್),ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ)
ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್),ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ)
ಮೂಲ ಶಿಬಿರ,ਬੇਸ ਕੈਂਪ
ಬೆಸಿಲಿಕಾ,ਬੇਸਿਲਿਕਾ
ಬೆಸಿಲಿಕಾ,ਬੇਸਿਲਿਕਾ
ಬಸ್ತಿಲಾ,ਬਸਤੀਲਾ
ಬಾಸ್ಟಿಲ್,ਬੈਸਟਿਲ
ಬಾಸ್ಟಿಲ್,ਬੈਸਟਿਲ
ಬ್ಯಾಟರಿ,ਬੈਟਰੀ
ಕದನ,ਲੜਾਈ
ಬ್ಯಾಟಲ್-ಅರೇ,ਬੈਟਲੇ-ਐਰੇ
ಯುದ್ಧದ ಕೂಗು,ਲੜਾਈ ਦਾ ਰੋਣਾ
ಬ್ಯಾಟಲ್ ಡಿನ್,ਲੜਾਈ ਦੀਨ
ಯುದ್ಧಭೂಮಿ,ਲੜਾਈ ਦਾ ਮੈਦਾਨ
ಯುದ್ಧ ಸ್ತೋತ್ರ,ਲੜਾਈ ਦਾ ਭਜਨ
ಸ್ಪರ್ಸ್ ಕದನ,ਸਪਰਸ ਦੀ ਲੜਾਈ
ಬ್ಯಾಟಲ್ ಆಫ್ ದಿ ಸ್ಟ್ಯಾಂಡರ್ಡ್,ਸਟੈਂਡਰਡ ਦੀ ਲੜਾਈ
ಯುದ್ಧನೌಕೆ,ਬੈਟਲਸ਼ਿਪ
ಯುದ್ಧನೌಕೆ-ಬಲ,ਬੈਟਲਸ਼ਿਪ-ਤਾਕਤ
ಬೇಯಕ್ಸ್ ವಸ್ತ್ರ,Bayeux tapestry
ದಾರಿದೀಪ,ਬੀਕਨ
ದಾರಿದೀಪ ಗೋಪುರ,ਬੀਕਨ ਟਾਵਰ
ಬೀವರ್,ਬੀਵਰ
ಬೀವರ್,ਬੀਵਰ
ಸಮುದ್ರದ ಭಿಕ್ಷುಕರು,ਸਮੁੰਦਰ ਦੇ ਭਿਖਾਰੀ
ಬೆಲ್ಲಿಕೋಸ್,ਬੇਲੀਕੋਜ਼
ಬೆಲ್ಲಿಕೋಸ್,ਬੇਲੀਕੋਸ
ಬೆಲ್ಲಿಕೋಸ್,ਬੇਲੀਕੋਜ਼
ಬೆಲ್ಲಿಕೋಸಿಟಿ,ਬੇਲੀਕੋਸਿਟੀ
ಬೆಲೋನಾ,ਬੇਲੋਨਾ
ಪ್ರಯೋಜನ,ਲਾਭ
ಧರ್ಮಗುರುಗಳ ಲಾಭ,ਪਾਦਰੀਆਂ ਦਾ ਲਾਭ
ಬೆನೆಲಕ್ಸ್,ਬੇਨੇਲਕਸ
ಬರ್ಲಿನ್ ತೀರ್ಪು,ਬਰਲਿਨ ਫ਼ਰਮਾਨ
ಬರ್ಸರ್ಕರ್,ਬੇਸਰਕਰ
ಬೆಸೆಂಟ್ (=ಬೆಜಾಂಟ್),ਬੇਸੰਤ (=ਬੇਜ਼ੰਤ)
ಬೆತೆಲ್,ਬੈਥਲ
ಗ್ರಂಥಪಾಲಕ,ਬਾਈਬਲੀਓਲੇਟਰ
ಗ್ರಂಥಾರಾಧನೆ,ਬਿਬਲਿਓਲਾਟਰੀ
ದೊಡ್ಡ ಬರ್ತಾ,ਵੱਡੀ ਬਰਥਾ
ಮತಾಂಧ,ਬਿਗੌਟ
ಬಿಲ್ಲೆಟಿಂಗ್,ਬਿਲੀਟਿੰਗ
ಅಟೈಂಡರ್ ಬಿಲ್,ਅਟੈਂਡਰ ਦਾ ਬਿੱਲ
ಹಕ್ಕುಗಳ ಮಸೂದೆ,ਅਧਿਕਾਰਾਂ ਦਾ ਬਿੱਲ
ಜೀವನಚರಿತ್ರೆಕಾರ,ਜੀਵਨੀਕਾਰ
ಜನ್ಮ ಕಥೆಗಳು,ਜਨਮ ਕਹਾਣੀਆਂ
ತಾತ್ಕಾಲಿಕ,ਬਿਵੁਆਕ
ತಾತ್ಕಾಲಿಕ,ਬਿਵੁਆਕ
ತಾತ್ಕಾಲಿಕ,ਬਿਵੁਆਕ
ಬಿಜೋನಿಯಾ,ਬਿਜੋਨੀਆ
ಕಪ್ಪು ಪಕ್ಷಿಗಳು,ਕਾਲਾ ਪੰਛੀ
ಕಪ್ಪು ಬಾವುಟ,ਕਾਲਾ ਝੰਡਾ
ಕಪ್ಪು ರಂಧ್ರ,ਕਾਲਾ ਮੋਰੀ
ಕಪ್ಪು ರಂಧ್ರ,ਕਾਲਾ ਮੋਰੀ
ಕಪ್ಪು ಕಾಲು (=ಹುರುಪು),ਕਾਲੀ ਲੱਤ (= ਖੁਰਕ)
ಕಪ್ಪು ಶರ್ಟ್,ਕਾਲੀ ਕਮੀਜ਼
ಬ್ಲೇಝೋನ್,ਬਲੇਜ਼ਨ
ಬ್ಲೇಝೋನ್,ਬਲੇਜ਼ਨ
ಪ್ರಜ್ವಲಿಸುವಿಕೆ,ਧਮਾਕੇਦਾਰ
ಪ್ರಜ್ವಲಿಸುವಿಕೆ,ਧਮਾਕੇਦਾਰ
ಮಿಂಚುದಾಳಿ,ਬਲਿਟਜ਼ਕਰੀਗ
ರಕ್ತರಹಿತ ಕ್ರಾಂತಿ (=ಗ್ಲೋರಿಯಸ್ ರೆವಲ್ಯೂಷನ್),ਖੂਨ ਰਹਿਤ ਇਨਕਲਾਬ (= ਸ਼ਾਨਦਾਰ ਇਨਕਲਾਬ)
ಬ್ಲಡ್ವೈಟ್,ਬਲੱਡਵਾਈਟ
ಬ್ಲಡಿ ಮೇರಿ,ਖੂਨੀ ਮੈਰੀ
ನೀಲಿ,ਨੀਲਾ
ನೀಲಿ ರಕ್ತ,ਨੀਲਾ ਖੂਨ
ನೀಲಿ ಪುಸ್ತಕ,ਨੀਲੀ ਕਿਤਾਬ
ನೀಲಿ ರಿಬ್ಬನ್,ਨੀਲਾ ਰਿਬਨ
ನೀಲಿ ರಿಬ್ಬನ್,ਨੀਲਾ ਰਿਬਨ
ಬ್ಲೂಸ್ (=ರಾಯಲ್ ಹಾರ್ಸ್ ಗಾರ್ಡ್ಸ್),ਬਲੂਜ਼ (=ਰਾਇਲ ਹਾਰਸ ਗਾਰਡ)
ನೀಲಿ ಅಂಗಿ,ਨੀਲੀ ਕਮੀਜ਼
ಬ್ಲೂ ವಾಟರ್ ಸ್ಕೂಲ್,ਬਲੂ ਵਾਟਰ ਸਕੂਲ
ನಿಯಂತ್ರಣ ಮಂಡಳಿ,ਕੰਟਰੋਲ ਬੋਰਡ
ದೇಹದ ರಕ್ಷಾಕವಚ,ਸਰੀਰ ਦੇ ਬਸਤ੍ਰ
ಬೋಯರ್,ਬੋਅਰ
ಲೂಟಿ,ਲੁੱਟ
ಬರೋ,ਬੋਰੋ
ಬೌಲ್ಯೂಟೇರಿಯನ್,ਬੁਲੇਉਟੇਰੀਅਨ
ಬೌರ್ಬನ್,ਬੋਰਬਨ
ಬಾಕ್ಸರ್ ದಂಗೆ,ਮੁੱਕੇਬਾਜ਼ ਬਗਾਵਤ
ಬ್ರೇಸ್,ਬ੍ਰੇਸ
ಬ್ರಾಸಾರ್ಡ್,ਬ੍ਰਾਸਾਰਡ
ಬ್ರಾಸಾರ್ಡ್,ਬ੍ਰਾਸਾਰਡ
ಬ್ರೆಡ್ ವಸಾಹತುಗಳು,ਰੋਟੀ ਦੀਆਂ ਬਸਤੀਆਂ
ಸ್ತನ ಫಲಕ,ਛਾਤੀ ਪਲੇਟ
ಸ್ತನ ಕೆಲಸ,ਛਾਤੀ ਦਾ ਕੰਮ
ಬ್ರೆಟ್ವಾಲ್ಡಾ,ਬਰੇਟਵਾਲਡਾ
ಬ್ರಿಗಾಂಡ್,ਬ੍ਰਿਗੈਂਡ
ಬ್ರಿಗಂಡೇಜ್,ਬ੍ਰਿਗੇਂਡੇਜ
ಬ್ರಿಟಿಷ್ ಕಾಮನ್‌ವೆಲ್ತ್ ರಾಷ್ಟ್ರಗಳು,ਬ੍ਰਿਟਿਸ਼ ਕਾਮਨਵੈਲਥ ਆਫ ਨੇਸ਼ਨਜ਼
ಬ್ರೌನ್ ಶರ್ಟ್ಸ್ (=ನಾಜಿಗಳು),ਭੂਰੇ ਰੰਗ ਦੀਆਂ ਕਮੀਜ਼ਾਂ (=ਨਾਜ਼ੀਆਂ)
ಬ್ರಸೆಲ್ಸ್ ಒಪ್ಪಂದ (ಒಪ್ಪಂದ) ಸಂಸ್ಥೆ (=ಪಶ್ಚಿಮ ಯುರೋಪಿಯನ್ ಒಕ್ಕೂಟ),ਬ੍ਰਸੇਲਜ਼ ਸੰਧੀ (ਪੈਕਟ) ਸੰਗਠਨ (= ਪੱਛਮੀ ਯੂਰਪੀਅਨ ਯੂਨੀਅਨ)
ಬಫ್,ਮੱਝ
ಬಫ್,ਮੱਝ
ಬಫ್-ಕೋಟ್,ਮੱਝ-ਕੋਟ
ಬಫ್ಸ್,ਮੱਝਾਂ
ಬುಲೆ (=ಕೌನ್ಸಿಲ್),ਬੁਲੇ (=ਕੌਂਸਲ)
ಬರ್ಗೇಜ್,ਬਰਗੇਜ
ಬರ್ಗೆಸ್,ਬਰਗੇਸ
ಬೈಜಾಂಟೈನ್,ਬਿਜ਼ੰਤੀਨੀ
ಬೈಜಾಂಟೈನ್ ಚರ್ಚ್,ਬਿਜ਼ੰਤੀਨੀ ਚਰਚ
ಬೈಜಾಂಟೈನ್ ಸಾಮ್ರಾಜ್ಯ,ਬਿਜ਼ੰਤੀਨੀ ਸਾਮਰਾਜ
ಬೈಜಾಂಟೈನ್ ಯುಗ,ਬਿਜ਼ੰਤੀਨੀ ਯੁੱਗ
ಬೈಜಾಂಟೈನ್ ಇತಿಹಾಸಕಾರರು,ਬਿਜ਼ੰਤੀਨੀ ਇਤਿਹਾਸਕਾਰ
ಕ್ಯಾಬಲ್,ਕਾਬਲ
ಸೀಸರಿಸಂ,ਕੈਸਰਵਾਦ
ಖಲೀಫ್,ਖਲੀਫਾ
ಕ್ಯಾಲಿಗ್ರಾಫರ್,ਕੈਲੀਗ੍ਰਾਫਰ
ಕ್ಯಾಲಿಗ್ರಾಫಿಸ್ಟ್,ਕੈਲੀਗ੍ਰਾਫਿਸਟ
ಕ್ಯಾಲಿಗ್ರಫಿ,ਕੈਲੀਗ੍ਰਾਫੀ
ಕ್ಯಾಲ್ಟ್ರೋಪ್,ਕੈਲਟ੍ਰੋਪ
ಸೌಹಾರ್ದತೆ,ਦੋਸਤੀ
ಕ್ಯಾಮರಿಲ್ಲಾ,ਕੈਮਰਿਲਾ
ಕ್ಯಾಮರಿಲ್ಲಾ,ਕੈਮਰਿਲਾ
ಕ್ಯಾಮೆಲಾಕಮ್,ਕੈਮਲੌਕਮ
ಮರೆಮಾಚುವಿಕೆ,ਕੈਮੋਫਲੇਜ
ಪ್ರಚಾರ,ਮੁਹਿੰਮ
ಶಿಬಿರದ ಅನುಯಾಯಿ,ਕੈਂਪ ਫਾਲੋਅਰ
ಕ್ಯಾಂಪೋ ಸ್ಯಾಂಟೋ,ਕੈਂਪੋ ਸੈਂਟੋ
ಕ್ಯಾಂಪಸ್ ಮಾರ್ಟಿಯಸ್,ਕੈਂਪਸ ਮਾਰਟੀਅਸ
ಕ್ಯಾನೆಫೊರಾ,ਕੈਨੇਫੋਰਾ
ಕ್ಯಾಂಗ್ಯೂ,ਕੈਂਗੂ
ಕ್ಯಾನನೇಡ್,ਕੈਨੋਨੇਡ
ಕ್ಯಾನನ್ ಮೇವು,ਤੋਪ ਚਾਰਾ
ಕ್ಯಾನನ್,ਕੈਨਨ
ಕ್ಯಾನನ್ ಕಾನೂನು,ਕੈਨਨ ਕਾਨੂੰਨ
ಕ್ಯಾನೋಪಸ್ ತೀರ್ಪು,ਕੈਨੋਪਸ ਫ਼ਰਮਾਨ
