Odiya,Bengali
ବ୍ୟାରେଜ୍,ব্যারেজ
ବାରେଟ୍ |,ব্যারেট
ଆଧାର,বেস
ଆଧାର ବିନିମୟ |,বেস বিনিময়
ଆଧାର ରେଖା |,বেস লাইন
ବେସମେଣ୍ଟ୍ |,বেসমেন্ট
ବେସମେଣ୍ଟ କାନ୍ଥ |,বেসমেন্ট প্রাচীর
ବେସ୍ ପ୍ଲେଟ୍ |,বেস প্লেট
"ବେସ୍ ପ୍ଲେଟ୍, ନିୟନ୍ତ୍ରିତ |","বেস প্লেট, নিয়মিত"
ମୂଳ ପରିପୃଷ୍ଠା |,বেস স্যাচুরেশন
ବାସୋଏଡ୍ |,বেসয়েড
ବ୍ୟାଟ୍,ব্যাট
ସ୍ନାନ ଏବଂ WC,স্নান এবং WC
ବାଟା ପେଗ୍ |,ব্যাটার পেগ
ବାଟା ପାଇର୍ |,ব্যাটার পিয়ার
ବ୍ୟାଟର ନିୟମ |,ব্যাটারের নিয়ম
ବାଲ୍କ (ବାଲ୍କ),বাল্ক (বাল্ক)
ବାଇ,বে
ଧାରକ,বহনকারী
ବହନ କରିବାର କ୍ଷମତା |,ভারবহন ক্ষমতা
ଗଦା ବହନ କରିବା |,ভারবহন গাদা
ଷ୍ଟ୍ରାଟମ୍ ବହନ କରିବା |,ভারবহন স্তর
ଶଯ୍ୟା,বিছানা
ବିଛଣା ବିମାନ |,বেডিং প্লেন
ଶଯ୍ୟା ଗଣ୍ଠି |,বেড জয়েন্ট
ବେଡ୍ ପଥର |,বিছানা শিলা
ବେଡ୍ ରୁମ୍ |,শয়নকক্ষ
ମହୁମାଛି,মোম
ବେଲ୍ ବାକ୍ସ |,বেল বক্স
ବାଲ୍ଟି ବାଲିଙ୍ଗ୍ |,বেলিং বালতি
ବେଲୋଫ୍ରାମ୍ |,বেলোফ্রাম
ବେଞ୍ଚ ଭିତ୍ତିଭୂମି |,বেঞ্চড ফাউন্ডেশন
ବେଞ୍ଚିଂ,বেঞ্চিং
ବେଞ୍ଚ ମାର୍କ |,মাপকাঠি
ଲାଭ ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |,বেনিফিট খরচ বিশ্লেষণ
ବରମ,বারম
ବେଭେଲଡ୍ ବନ୍ଦ |,বেভেলড ক্লোজার
"ବି-ରାଶି, &quot;B-","বি-দিগন্ত,&quot;বি-"
ବିଟ୍ |,বিয়াট
ବାଇଣ୍ଡର୍ |,বাইন্ডার
ବାନ୍ଧିବା ସାମଗ୍ରୀ |,বাঁধাই উপাদান
ବାୟୋଟ ସିଦ୍ଧାନ୍ତ |,বায়োটের তত্ত্ব
ବିଟୁମେନ |,বিটুমেন
କଳା ସୂତା ମାଟି |,কালো তুলার মাটি
କଳା ପୃଥିବୀ |,কালো পৃথিবী
କଳା ଟର୍ଫ ମାଟି |,কালো টার্ফ মাটি
ବ୍ଲେଡ୍ |,ব্লেড
ବ୍ଲାଷ୍ଟ ଫର୍ଣ୍ଣେସ୍ ସ୍ଲାଗ୍ ସିମେଣ୍ଟ |,ব্লাস্ট ফার্নেস স্ল্যাগ সিমেন্ট
ଅବରୋଧ ସଂରଚନା |,অবরুদ্ধ কাঠামো
ବଗି ପ୍ରତିରୋଧ |,বগি প্রতিরোধ
ବଗ୍-ଲୁହାପଥର |,বগ-লোহা আকরিক
ବନ୍ଧ,বন্ধন
ବନ୍ଧିତ ସଦସ୍ୟ |,বন্ডেড সদস্য
ବନ୍ଧିତ ପୋଷ୍ଟ ଟେନସିଂ |,বন্ধন পোস্ট উত্তেজনা
ବନ୍ଧ ପଥର |,বন্ড পাথর
ସୀମା ଜଳ |,আবদ্ধ জল
ବାକ୍ସ ଗୁଟର୍ |,বক্স নর্দমা
ବନ୍ଧନୀ,বন্ধনী
ଇଟା-ଧାର,ইট-অন-এজ
ବ୍ରିଡଲ୍ |,লাগাম
ଉଜ୍ଜ୍ୱଳତା |,উজ্জ্বলতা
ବାଦାମୀ ମାଟି |,বাদামী মাটি
ବିଲଡିଂ,বিল্ডিং
ବିଲ୍ଡିଂ ସର୍ବେକ୍ଷଣକାରୀ |,বিল্ডিং সার্ভেয়ার
ବଫର୍ |,বাফার
ବଫର୍ ବକ୍ର,বাফার বক্ররেখা
ବଫରିଂ |,বাফারিং
ବଫରିଂ କ୍ଷମତା |,বাফার ক্ষমতা
ବଣ୍ଡର୍ |,বান্দর
ଦୁର୍ଗ,বাট্রেস
ସି-ରାଶି,সি-দিগন্ত
କେବୁଲ୍ |,তারের
କେବୁଲ୍ ମୋଲିଡିଂ |,তারের ছাঁচনির্মাণ
କ୍ୟାବଲିଂ |,ক্যাবলিং
କ୍ୟାବିନ,কেবিন
କ୍ୟାବିନ ହୁକ୍ |,কেবিন হুক
କ୍ୟାବିନେଟ୍,মন্ত্রিসভা
କ୍ୟାବୋଲ୍ଟଙ୍କ ବିଦାୟ,ক্যাবল্টের পদত্যাগ
କାଫେରିଆ |,ক্যাফেটারিয়া
କେଜ୍ |,খাঁচা
କେଜ୍ ନିର୍ମାଣ,খাঁচা নির্মাণ
କ ain ନଙ୍କ ସୂତ୍ର |,কেইনের সূত্র
କେସନ୍ |,কাইসন
କେସନ୍ ରୋଗ |,ক্যাসন রোগ
କେସନ୍ ଫାଉଣ୍ଡେସନ୍ |,ক্যাসন ফাউন্ডেশন
କେସନ୍ ଗଦା |,Caisson pile
କାଲ୍କେରିସ୍ ଇଟା |,চুনযুক্ত ইট
କାଲକେୟାର ମାଟି |,চুনযুক্ত কাদামাটি
କାଲ୍କେରିସ୍ କ୍ରଷ୍ଟ୍ |,চুনযুক্ত ভূত্বক
ଗଣନା,ক্যালসিফিকেশন
ଗଣନା,ক্যালসিনেশন
କାଲସିନ୍,ক্যালসিন
କାଲସିଟ୍ |,ক্যালসাইট
କ୍ୟାଲସିୟମ୍-ଆଲୁମିନିଟ୍ ସିମେଣ୍ଟ |,ক্যালসিয়াম-অ্যালুমিনেট সিমেন্ট
କ୍ୟାଲସିୟମ୍-ସିଲିକେଟ୍ ଇଟା |,ক্যালসিয়াম-সিলিকেট ইট
କ୍ୟାଲସିୟମ୍-ସିଲିକେଟ୍ ହାଇଡ୍ରେଟ୍ |,ক্যালসিয়াম-সিলিকেট হাইড্রেট
କାଲିଚେ |,ক্যালিছে
କାଲିଫର୍ନିଆର ଅନୁପାତ ଅନୁପାତ |,ক্যালিফোর্নিয়া ভারবহন অনুপাত
କାଲିପର୍ |,ক্যালিপার
କ୍ୟାଲୋରିମିଟର |,ক্যালোরিমিটার
କ୍ୟାମ୍ବର |,ক্যাম্বার
କେନାଲ |,খাল
କାନୋପି |,ক্যানোপি
କ୍ୟାଣ୍ଟିଲାଇଭର ଫୁଟିଂ |,ক্যান্টিলিভার ফুটিং
କ୍ୟାପ୍,ক্যাপ
ସାମର୍ଥ୍ୟ |,ক্ষমতা
ସମସ୍ତ ଟ୍ରାକର କ୍ଷମତା |,আইল ট্র্যাকের ক্ষমতা
କ୍ୟାପ୍ କେବୁଲ୍ |,ক্যাপ তারের
କ୍ଷମତା,কৈশিকতা
କ୍ୟାପିଲାରୀ ବ୍ରେକ୍ |,কৈশিক বিরতি
କ୍ୟାପିଲାରୀ ପ୍ରବାହ |,কৈশিক প্রবাহ
କ୍ୟାପିଲାରୀ ଆର୍ଦ୍ରତା କିମ୍ବା କ୍ୟାପିଲାରୀ ପାଣି |,কৈশিক আর্দ্রতা বা কৈশিক জল
କ୍ୟାପିଲାରୀ ପୋର ସ୍ପେସ୍ |,কৈশিক ছিদ্র স্থান
କ୍ୟାପିଲାରୀ ପୋରୋସିଟି |,কৈশিক ছিদ্র
କ୍ୟାପିଲାରୀ ସ୍ପେସ୍ |,কৈশিক স্থান
ବେଗ କ୍ୟାପଚର କରନ୍ତୁ |,ক্যাপচার বেগ
କାର୍ବନେସନ୍ |,কার্বনেশন
କାର୍ବନ କଳା,কার্বন কালো
କାଷ୍ଟବଲ୍ ଚିତ୍ତାକର୍ଷକ |,কাস্টবল অবাধ্য
କାଷ୍ଟ-ଇନ୍-ପ୍ଲେସ୍ କିମ୍ବା କାଷ୍ଟ-ଇନ୍-ସିଟ୍ |,কাস্ট-ইন-প্লেস বা কাস্ট-ইন-সিটু
କାଷ୍ଟ-ଇନ୍-ପ୍ଲେସ୍ ଗଦା |,কাস্ট-ইন-প্লেস গাদা
କାଷ୍ଟର |,ক্যাস্টর
ପଥର ପକାନ୍ତୁ |,ঢালাই পাথর
ଅନୁକ୍ରମଣିକା,প্রভাবক
କ୍ୟାଟେନା |,ক্যাটেনা
ବିଲେଇ ମୁହଁ |,বিড়ালের মুখ
ବିଲେଇ ମୁଣ୍ଡ,বিড়ালের মাথা
କେସନ୍,ক্যাটান
ବିଲେଇ ଚାଲିବା |,বিড়াল হাঁটা
କ୍ୟାଭିଟେସନ୍ କ୍ଷତି |,গহ্বরের ক্ষতি
ସେଲିଟ୍,সেলাইট
ସେଲୁଲାର୍ କଂକ୍ରିଟ୍ |,সেলুলার কংক্রিট
ସେଲ୍ୟୁଲାର୍ ନିର୍ମାଣ,সেলুলার নির্মাণ
ସିମେଣ୍ଟ |,সিমেন্ট
"ସିମେଣ୍ଟ, ବିଟୁମିନିୟସ୍ |","সিমেন্ট, বিটুমিনাস"
"ସିମେଣ୍ଟ, ଉଚ୍ଚ ଶକ୍ତି |","সিমেন্ট, উচ্চ শক্তি"
"ସିମେଣ୍ଟ, ହାଇଡ୍ରୋଲିକ୍ |","সিমেন্ট, জলবাহী"
"ସିମେଣ୍ଟ, କମ୍ ଉତ୍ତାପ |","সিমেন্ট, কম তাপ"
"ସିମେଣ୍ଟ, ରାଜକୋଷ |","সিমেন্ট, রাজমিস্ত্রি"
"ସିମେଣ୍ଟ, ପ୍ରାକୃତିକ |","সিমেন্ট, প্রাকৃতিক"
"ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ |","সিমেন্ট, পোর্টল্যান্ড"
"ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ବ୍ଲାଷ୍ଟ ଫର୍ଣ୍ଣେସ୍ ସ୍ଲାଗ୍ |","সিমেন্ট, পোর্টল্যান্ড ব্লাস্ট ফার্নেস স্ল্যাগ"
"ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ପୋଜଜୋଲାନ୍ |","সিমেন্ট, পোর্টল্যান্ড পোজোলান"
"ସିମେଣ୍ଟ, ସ୍ଲାଗ୍ |","সিমেন্ট, স্ল্যাগ"
"ସିମେଣ୍ଟ, ସଲଫେଟ୍ ପ୍ରତିରୋଧକ |","সিমেন্ট, সালফেট প্রতিরোধী"
"ସିମେଣ୍ଟ, ସୁପର ସଲଫେଟ୍ |","সিমেন্ট, সুপার সালফেটেড"
"ସିମେଣ୍ଟ, ଧଳା |","সিমেন্ট, সাদা"
ସିମେଣ୍ଟ-ଏଗ୍ରିଗେଟ୍ ଅନୁପାତ |,সিমেন্ট-সমষ্টি অনুপাত
ସିମେଣ୍ଟ ବିଷୟବସ୍ତୁ |,সিমেন্ট সামগ্রী
ସିମେଣ୍ଟ ଜେଲ୍ |,সিমেন্ট জেল
ସିମେଣ୍ଟ ବନ୍ଧୁକ |,সিমেন্টের বন্দুক
ସିମେଣ୍ଟ କିଲ୍ |,সিমেন্টের ভাটা
ସିମେଣ୍ଟ ରଙ୍ଗ |,সিমেন্ট পেইন্ট
ସିମେଣ୍ଟ ପ୍ଲାଷ୍ଟର |,সিমেন্ট প্লাস্টার
ସିମେଣ୍ଟ ପଥର |,সিমেন্ট শিলা
ସିମେଣ୍ଟ ସ୍ଲୁରି |,সিমেন্ট স্লারি
ସିମେଣ୍ଟ ଷ୍ଟୋରେଜ୍ |,সিমেন্ট স্টোরেজ
ସିମେଣ୍ଟେସନ୍ ପ୍ରକ୍ରିୟା |,সিমেন্টেশন প্রক্রিয়া
କେନ୍ଦ୍ରକରଣ |,কেন্দ্রীভূত করা
ସେଣ୍ଟରିଂ ଏବଂ ସଟରିଂ |,সেন্টারিং এবং শাটারিং
କେନ୍ଦ୍ରୀୟ ମିଶ୍ରିତ କଂକ୍ରିଟ୍ |,কেন্দ্রীয় মিশ্র কংক্রিট
କେନ୍ଦ୍ରୀୟ ମିକ୍ସର୍ |,কেন্দ্রীয় মিশুক
ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ପ୍ରଶଂସକ |,কেন্দ্রাতিগ পাখা
ଚକ,চক
ଚାମ୍ଫର୍ |,চেম্ফার
ଚାମ୍ଫର୍ ଷ୍ଟ୍ରିପ୍ |,চেম্ফার ফালা
ଚ୍ୟାନେଲ୍ ବିମ୍ |,চ্যানেল বিম
ଚରିତ୍ରଗତ ଭାର |,চরিত্রগত লোড
ବ istic ଶିଷ୍ଟ୍ୟ ଶକ୍ତି |,চারিত্রিক শক্তি
ଚାର୍ଜ ଅଫ୍ |,বন্ধ চার্জ
ଚାର୍ଜିଂ,চার্জিং
ଯା cking ୍ଚ,চেক করা হচ্ছে
ରାସାୟନିକ ବନ୍ଧ |,রাসায়নিক বন্ধন
ଚେର୍ନୋଜେମ୍ |,চেরনোজেম
ଛାତି ମାଟି |,চেস্টনাট মাটি
ଚିମନି ଗୁଟର |,চিমনি নর্দমা
ଚିପ୍ ବୋର୍ଡ |,চিপ বোর্ড
ଚିପିଙ୍ଗ୍ |,চিপিং
ଚିପ୍ସ |,চিপস
ଚୁଟ୍,চুট
କ୍ଲାସ୍ (କଂକ୍ରିଟ୍ ର),শ্রেণী (কংক্রিটের)
ମାଟି,কাদামাটি
ମାଟି ବିଷୟବସ୍ତୁ |,কাদামাটি বিষয়বস্তু
ମାଟି ପ୍ୟାନ |,মাটির প্যান
ପରିଷ୍କାର,পরিস্কার করা
ସଫା କର,পরিষ্কার কর
ସଫା କର |,ক্লিট
କ୍ଲିଙ୍କର୍ |,ক্লিঙ্কার
କ୍ଲିପ୍,ক্লিপ
ଜମାଟ ବାନ୍ଧିବା |,জমাট বাঁধা
କଠିନ ଏଗ୍ରିଗେଟ୍ |,মোটা সমষ্টি
କଠିନ ଶସ୍ୟ ମାଟି |,মোটা দানাদার মাটি
କୋଟ,কোট
କଫର୍ ଡ୍ୟାମ୍ |,কফার বাঁধ
ମିଳନ,সংহতি
କୋଲଏଡ୍ |,কলয়েড
କୋଲଏଡାଲ୍ ଆର୍ଦ୍ରତା ସମାନ ଅନୁପାତ |,কোলয়েডাল আর্দ্রতা সমতুল্য অনুপাত
କୋଲଏଡାଲ୍ ସିଷ୍ଟମ୍ |,কলয়েডাল সিস্টেম
ମିଳିତ ମାଟି |,কোলুভিয়াল মাটি
ସ୍ତମ୍ଭ,কলাম
କମ୍ବିଂ ଶେଷ,কম্বড ফিনিস
ମିଳିତ ପଦଚିହ୍ନ |,সম্মিলিত পাদদেশ
ମିଶ୍ରିତ ଜଳ |,মিলিত জল
ସାଧାରଣ କୋଠରୀ |,বৈঠকখানা
ସଂପୂର୍ଣ୍ଣ ପ୍ରମାଣପତ୍ର,সমাপনী সনদ
ଉପାଦାନ ବର୍ଗ,উপাদান বর্গক্ষেত্র
କଂକ୍ରିଟ୍ |,কংক্রিট
ସଂକଳନ,কংক্রিশন
ଏକତ୍ରିତ ହାର / ଫ୍ଲାଟ ହାର |,একত্রিত হার/সমতল হার
ପ୍ରଦୂଷକ,দূষক
ଆଲକୋଭ୍ ରାନ୍ଧିବା |,আলকোভ রান্না করা
ମୁକାବିଲା,মোকাবিলা করা
କରବେଲ |,করবেল
କର୍ନିସ୍ |,কার্নিস
ଦମ୍ପତି,কাপলার
"ଦମ୍ପତି, ଦୁଇଥର |","যুগল, দ্বিগুণ"
"ଦମ୍ପତି, ପୁଟ୍ଲଗ୍ |","কাপলার, পুটলগ"
"ଦମ୍ପତି, ସ୍ୱିଭେଲ୍ |","কাপলার, সুইভেল"
ପାଠ୍ୟକ୍ରମ,কোর্স
ରାଣ୍ଡମ୍ ରାଣ୍ଡଲ୍ ଚୁକ୍ତି |,র্যান্ডম ধ্বংসস্তূপ রাজমিস্ত্রি কোর্স করা
ଆଚ୍ଛାଦିତ କ୍ଷେତ୍ର |,ঢাকা এলাকা
କ୍ରିପ୍,হামাগুড়ি
କ୍ରିପ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ক্রীপ সহগ
କ୍ରୋଟୋଭାଇନ୍ |,ক্রোটোভাইন
କାଉ ପାଦ |,কাকের পা
ଖଣ୍ଡ ଗଠନ |,চূর্ণবিচূর্ণ গঠন
ବନ୍ଦ କର |,প্রতিবন্ধক
ସାମ୍ପ୍ରତିକ,কারেন্ট
ବକ୍ର ପ୍ରତିରୋଧ,বক্ররেখা প্রতিরোধের
ଓଦା ପ୍ରୁଫ୍ ପାଠ୍ୟକ୍ରମ |,স্যাঁতসেঁতে প্রুফ কোর্স
ସମାପ୍ତ ତାରିଖ,সমাপ্তির তারিখ
ମୃତ ଭାର,মৃত লোড
ମୃତ ଜଳ |,মরা জল
ଡେସିବେଲ୍ |,ডেসিবেল
ଡିଫ୍ଲୋକ୍କୁଲେସନ୍ |,ডিফ্লোকুলেশন
ବାୟୁମଣ୍ଡଳ କିମ୍ବା ବାୟୁ ସ୍ଥାନ ଅନୁପାତର ଡିଗ୍ରୀ |,বায়ুচলাচল বা বায়ু স্থান অনুপাত ডিগ্রী
ଏକୀକରଣର ଡିଗ୍ରୀ |,সমষ্টির ডিগ্রি
ବିଚ୍ଛେଦର ଡିଗ୍ରୀ |,বিচ্ছুরণ ডিগ্রী
ପରିପୃଷ୍ଠାର ଡିଗ୍ରୀ |,স্যাচুরেশন ডিগ্রী
ଘନତା,ঘনত্ব
ମରୁଭୂମି ରାସ୍ତା,মরুভূমির ফুটপাথ
ମରୁଭୂମି ମାଟି |,মরুভূমির মাটি
ବିବରଣୀ,বিস্তারিত
ବିକାଶ ଅବଧି,উন্নয়নের সময়কাল
ଡି-ରାଶି,ডি-দিগন্ত
ତ୍ରିକୋଣୀୟ ବନ୍ଧନ |,তির্যক বন্ধন
ଚିତ୍ର,ডায়াগ্রাম
ଡିଜିଟାଲ୍ ଡକ୍ |,ডিজিটাল ডক
ଭିନ୍ନ ଭିନ୍ନ ଜଳ ହାର |,পার্থক্য জলের হার
ଦିଲ୍ୟୁସନ୍ ଭେଣ୍ଟିଲେସନ୍ |,পাতলা বায়ুচলাচল
ଦିଲୁଭିୟମ୍,ডিলুভিয়াম
ଭୋଜନ ଗୃହ,খাবার কক্ষ
ଦିଗ ପେଗ୍ |,দিকনির্দেশনা পেগ
ବିଚ୍ଛେଦ |,বিচ্ছুরণ
ବିଭ୍ରାନ୍ତକାରୀ |,ডিস্টেম্পার
ଡକ୍ |,ডক
ଦ୍ୱାର,দরজা
ଛାତ୍ରାବାସ,ডর্মার
ଛାତ୍ରାବାସ ଯାଞ୍ଚ |,ডর্মার চেক
ଡବଲ୍ ଫ୍ଲେମିଶ୍ ବଣ୍ଡ୍ |,ডাবল ফ্লেমিশ বন্ড
ଡବଲ୍ ସ୍ତର |,ডবল লেয়ার
ଡୋଭେଲ୍ |,দোয়েল
ଚିତ୍ରାଙ୍କନ ବୋର୍ଡ |,অঙ্কন বোর্ড
ଚିତ୍ରାଙ୍କନ କକ୍ଷ |,বৈঠকখানা
ଡ୍ରାଇଫ୍,প্রবাহ
ଶୁଖିଲା ବଲ୍ବ ତାପମାତ୍ରା |,শুকনো বাল্বের তাপমাত্রা
ଶୁଖିଲା ଡକ୍ |,শুকনো ডক
ଶୁଖିଲା ରବର ନିର୍ମାଣ,শুকনো রাবার রাজমিস্ত্রি
ଡଚ୍ ବନ୍ଧନ |,ডাচ বন্ড
ବାଣ୍ଡ କାନ୍ଥ |,বামন প্রাচীর
ବାସସ୍ଥାନ ଏକକ,বাস ইউনিট
ଇଭ୍,ইভ
ଗୁପ୍ତାଙ୍ଗ,ইভস নর্দমা
ଆର୍ଥିକ ସମ୍ଭାବ୍ୟତା |,অর্থনৈতিক সম্ভাব্যতা
ଏକ୍ଟୋଡାଇନାମୋରଫିକ୍ ମାଟି |,এক্টোডাইনামরফিক মাটি
ଏଡି,এডি
ପ୍ରଭାବଶାଳୀ ଆକାର |,কার্যকরী আকার
ଇଫ୍ଲୋରସେନ୍ସ |,প্রস্ফুটিত
ପ୍ରଭାବଶାଳୀ |,বর্জ্য
ଉଚ୍ଚତା,উচ্চতা
ବହିଷ୍କାର,ইলুভিয়েশন
ଇଲୁଭିୟମ୍ |,এলুভিয়াম
ଏଣ୍ଡୋଡାଇନାମୋରଫିକ୍ ମାଟି |,এন্ডোডাইনামরফিক মাটি
ଇଞ୍ଜିନିୟରିଂ ସମ୍ଭାବ୍ୟତା |,ইঞ্জিনিয়ারিং সম্ভাব্যতা
ଇଂରାଜୀ ବନ୍ଧନ |,ইংরেজি বন্ড
ଇଂରାଜୀ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |,ইংরেজি বাগান প্রাচীর বন্ধন
"ଇପିଏମ୍ (ପ୍ରତି ମିଲିୟନ୍ ସହିତ ସମାନ), &quot;","EPM (প্রতি মিলিয়নের সমতুল্য),&quot;"
ସମାନ ଓଜନ,সমান ওজন
Erg,অর্গ
ଅଦଳବଦଳଯୋଗ୍ୟ |,বিনিময়যোগ্য
ଅଦଳବଦଳ ଅମ୍ଳତା |,বিনিময়যোগ্য অম্লতা
ଅଦଳବଦଳ ସୋଡିୟମ୍ ପ୍ରତିଶତ (ESP),বিনিময়যোগ্য সোডিয়াম শতাংশ (ESP)
E. S P.,ই এস পি
ଅମ୍ଳତା ବିନିମୟ କରନ୍ତୁ |,এক্সচেঞ্জ অ্যাসিডিটি
ଏକ୍ସଚେଞ୍ଜ୍ କମ୍ପ୍ଲେକ୍ସ |,এক্সচেঞ্জ কমপ্লেক্স
ନିଷ୍କାସନ,নিষ্কাশন
ପ୍ରକାଶିତ ସମାପ୍ତ,উন্মুক্ত ফিনিস
ଆଖି,আই
ଆଖି ବ୍ରୋ,ভুরু
ସାମ୍ନା କରିବା |,সম্মুখ
ବନ୍ଧନର ସମ୍ମୁଖୀନ |,বন্ড সম্মুখীন
ନିରାପତ୍ତା କାରକ,নিরাপত্তার ফ্যাক্টর
ପତନ,পতন
ଫେସିଆ |,ফেসিয়া
ଫେସିଆ ବୋର୍ଡ |,ফেসিয়া বোর্ড
ତ୍ରୁଟି,দোষ
କ୍ଷେତ୍ର ଆର୍ଦ୍ରତା |,মাঠের আর্দ্রতা
ଅନ୍ତିମ ଆର୍ଦ୍ରତା ସମାନ |,চূড়ান্ত আর্দ্রতা সমতুল্য
ଫିଲେଟ୍ (ମୋର୍ଟାର),ফিলেট (মর্টার)
ଅନ୍ତିମ,চূড়ান্ত
ଅନ୍ତିମ ମାପ |,চূড়ান্ত পরিমাপ
ଅନ୍ତିମ ଦେୟ,চূড়ান্ত অর্থপ্রদান
ଅନ୍ତିମ ପୂର୍ବ ଚାପ |,চূড়ান্ত প্রাক চাপ
ଅନ୍ତିମ ଟେନସନ |,চূড়ান্ত উত্তেজনা
ଆର୍ଥିକ ସମ୍ଭାବନା |,আর্থিক সম্ভাব্যতা
ଭଲ ଏଗ୍ରିଗେଟ୍ |,সূক্ষ্ম সমষ্টি
ଖଣ୍ଡ ଖଣ୍ଡ |,ফিসার্ড শিলা
ପତାକା ପଥର |,পতাকা পাথর
ଫ୍ଲେମିସ୍ ବନ୍ଧନ |,ফ্লেমিশ বন্ড
ଫ୍ଲାସ୍,ঝলকানি
ଚମତ୍କାର ଷ୍ଟ୍ରିମ୍ |,চটকদার স্রোত
ଫ୍ଲାଟ ଛାତ |,সমতল ছাদ
