Gujarati,Kannada
બીજગણિતીય રીતે બંધ,ಬೀಜಗಣಿತವಾಗಿ ಮುಚ್ಚಲಾಗಿದೆ
બીજગણિતીય સમીકરણ,ಬೀಜಗಣಿತದ ಸಮೀಕರಣ
બીજગણિતીય અભિવ્યક્તિ,ಬೀಜಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ
બીજગણિત સ્વરૂપ,ಬೀಜಗಣಿತ ರೂಪ
બીજગણિત કાર્ય,ಬೀಜಗಣಿತದ ಕಾರ್ಯ
બીજગણિત ભૂમિતિ,ಬೀಜಗಣಿತದ ರೇಖಾಗಣಿತ
બીજગણિત ગુણાકાર,ಬೀಜಗಣಿತದ ಬಹುಸಂಖ್ಯೆ
બીજગણિત સિસ્ટમ,ಬೀಜಗಣಿತ ವ್ಯವಸ್ಥೆ
તમામ પૂર્ણાંક સમસ્યા,ಎಲ್ಲಾ ಪೂರ್ಣಾಂಕ ಸಮಸ್ಯೆ
ફાળવણી સમસ્યા,ಹಂಚಿಕೆ ಸಮಸ್ಯೆ
આલ્ફાબેટીકલ નોટેશન,ವರ್ಣಮಾಲೆಯ ಸಂಕೇತ
આલ્ફાબેટીક અક્ષર,ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ
વૈકલ્પિક કોણ,ಪರ್ಯಾಯ ಕೋನ
વૈકલ્પિક સ્વરૂપ,ಪರ್ಯಾಯ ರೂಪ
વૈકલ્પિક જૂથ,ಪರ್ಯಾಯ ಗುಂಪು
વૈકલ્પિક મેટ્રિક્સ,ಪರ್ಯಾಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್
વૈકલ્પિક શ્રેણી,ಪರ್ಯಾಯ ಸರಣಿ
વૈકલ્પિક પૂર્વધારણા,ಪರ್ಯಾಯ ಕಲ್ಪನೆ
વૈકલ્પિક ઓપ્ટિમા,ಪರ್ಯಾಯ ಆಪ್ಟಿಮಾ
વૈકલ્પિક પરિણામ,ಪರ್ಯಾಯ ಫಲಿತಾಂಶ
એનાલોગ-ટુ-ડિજિટલ કન્વર્ટર,ಅನಲಾಗ್-ಟು-ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕ
એનાલોગ કમ્પ્યુટર,ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
વિશ્લેષણ,ವಿಶ್ಲೇಷಣೆ
સહપ્રવૃત્તિનું વિશ્લેષણ,ಸಹವರ್ತಿತ್ವದ ವಿಶ್ಲೇಷಣೆ
ગણતરી માહિતીનું વિશ્લેષણ,ಎಣಿಕೆಯ ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ
વિચલનનું વિશ્લેષણ,ವ್ಯತ್ಯಾಸದ ವಿಶ್ಲೇಷಣೆ
વિશ્લેષણાત્મક ભૂમિતિ,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
વિશ્લેષણાત્મક કાર્ય,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ
કોણ,ಕೋನ
સંપર્ક કોણ,ಸಂಪರ್ಕದ ಕೋನ
વિચલન કોણ,ವಿಚಲನ ಕೋನ
હતાશાનો કોણ,ಖಿನ್ನತೆಯ ಕೋನ
વિચલન કોણ,ವಿಚಲನ ಕೋನ
વિવર્તન કોણ,ವಿವರ್ತನೆಯ ಕೋನ
એલિવેશન કોણ,ಎತ್ತರದ ಕೋನ
ઘટના કોણ,ಘಟನೆಯ ಕೋನ
પ્રક્ષેપણ કોણ,ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ
પ્રતિબિંબ કોણ,ಪ್ರತಿಬಿಂಬದ ಕೋನ
રીફ્રેક્શન કોણ,ವಕ್ರೀಭವನದ ಕೋನ
પરિભ્રમણ કોણ,ತಿರುಗುವಿಕೆಯ ಕೋನ
કુલ પ્રતિબિંબ કોણ,ಒಟ್ಟು ಪ್ರತಿಫಲನದ ಕೋನ
કોણીય પ્રવેગક,ಕೋನೀಯ ವೇಗವರ್ಧನೆ
કોણીય ગતિ,ಕೋನೀಯ ಚಲನೆ
કોણીય ઝડપ,ಕೋನೀಯ ವೇಗ
કોણીય વેગ,ಕೋನೀಯ ವೇಗ
વલય,ವಾರ್ಷಿಕ
જવાબ,ಉತ್ತರ
વિરોધી વ્યુત્પન્ન,ವಿರೋಧಿ ಉತ್ಪನ್ನ
એન્ટિસપ્રમાણ કાર્ય,ಆಂಟಿಸಿಮೆಟ್ರಿಕ್ ಕಾರ್ಯ
લાગુ,ಅನ್ವಯಿಸುವ
અરજી,ಅಪ್ಲಿಕೇಶನ್
લાગુ ડાયનેમિક પ્રોગ્રામિંગ,ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
લાગુ ભૂમિતિ,ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ
લાગુ ગણિત,ಅನ್ವಯಿಕ ಗಣಿತ
લાગુ આંકડા,ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು
લગભગ,ಸರಿಸುಮಾರು
લગભગ સતત કાર્ય,ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ
અંદાજિત પદ્ધતિ,ಅಂದಾಜು ವಿಧಾನ
અંદાજિત ઉકેલ,ಅಂದಾಜು ಪರಿಹಾರ
અંદાજની સમસ્યા,ಅಂದಾಜು ಸಮಸ್ಯೆ
અંદાજિત મિલકત,ಅಂದಾಜು ಆಸ್ತಿ
યોગ્યતા પરીક્ષણ બેટરી,ಆಪ್ಟಿಟ್ಯೂಡ್ ಟೆಸ್ಟ್ ಬ್ಯಾಟರಿ
આર્ગાન્ડ ડાયાગ્રામ,ಅರ್ಗಾಂಡ್ ರೇಖಾಚಿತ್ರ
મનસ્વી રીતે પસંદ કરેલ,ನಿರಂಕುಶವಾಗಿ ಆಯ್ಕೆ ಮಾಡಲಾಗಿದೆ
મનસ્વી,ನಿರಂಕುಶ
મનસ્વી સતત,ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ
મનસ્વી તત્વ,ಅನಿಯಂತ್ರಿತ ಅಂಶ
મનસ્વી બિંદુ,ಅನಿಯಂತ್ರಿತ ಬಿಂದು
આર્કેમીડિયન કાયદો,ಆರ್ಕೆಮಿಡಿಯನ್ ಕಾನೂನು
આર્કિમિડીઝ સિદ્ધાંત,ಆರ್ಕಿಮಿಡಿಸ್ ತತ್ವ
ચાપ લંબાઈ,ಆರ್ಕ್ ಉದ್ದ
વર્તુળની ચાપ,ವೃತ್ತದ ಚಾಪ
આર્ક સાઈન વિતરણ,ಆರ್ಕ್ ಸೈನ್ ವಿತರಣೆ
આર્ક સાઈન ટ્રાન્સફોર્મેશન,ಆರ್ಕ್ ಸೈನ್ ರೂಪಾಂತರ
વિસ્તાર,ಪ್ರದೇಶ
ક્ષેત્રીય રચના,ಪ್ರದೇಶದ ವಿನ್ಯಾಸ
જટિલ સંખ્યાની દલીલ,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ವಾದ
અંકગણિત સરેરાશ,ಅಂಕಗಣಿತದ ಸರಾಸರಿ
અંકગણિત કામગીરી,ಅಂಕಗಣಿತದ ಕಾರ್ಯಾಚರಣೆ
અંકગણિત એકમ,ಅಂಕಗಣಿತದ ಘಟಕ
વ્યવસ્થા,ವ್ಯವಸ್ಥೆ
એરે,ಶ್ರೇಣಿ
કૃત્રિમ ઉપગ્રહ,ಕೃತಕ ಉಪಗ್ರಹ
કૃત્રિમ ચલ,ಕೃತಕ ವೇರಿಯಬಲ್
ચડવું,ಏರು
ચડતા,ಆರೋಹಣ
તીવ્રતાનો ચડતો ક્રમ,ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ
ચડતી શ્રેણી,ಆರೋಹಣ ಸರಣಿ
એસેમ્બલર ભાષા,ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ
સોંપણીની સમસ્યા,ನಿಯೋಜನೆ ಸಮಸ್ಯೆ
સહયોગી કાયદો,ಸಹಾಯಕ ಕಾನೂನು
ઓપરેટરોનો સહયોગી કાયદો,ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ಕಾನೂನು
સહયોગી કામગીરી,ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ
સહયોગ,ಸಹಭಾಗಿತ್ವ
ધાર્યું સરેરાશ,ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ
અનુમાનિત સંભાવના વિતરણ,ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ
ધારણા,ಊಹೆ
જ્યોતિષ,ಜ್ಯೋತಿಷ್ಯ
એસ્ટ્રોનોટિકલ એન્જિનિયર,ಗಗನಯಾತ್ರಿ ಇಂಜಿನಿಯರ್
ખગોળશાસ્ત્રી,ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ
ખગોળશાસ્ત્રીય ઘડિયાળ,ಖಗೋಳ ಗಡಿಯಾರ
ખગોળશાસ્ત્ર,ಖಗೋಳಶಾಸ್ತ್ರ
અસમપ્રમાણ વળાંક,ಅಸಮವಾದ ಕರ್ವ್
અસમપ્રમાણતા,ಅಸಿಮ್ಮೆಟ್ರಿ
એસિમ્પ્ટોટ,ಲಕ್ಷಣರಹಿತ
એસિમ્પટોટિક,ಲಕ್ಷಣರಹಿತ
એસિમ્પટોટિકલી કાર્યક્ષમ અંદાજકાર,ಲಕ್ಷಣರಹಿತ ಪರಿಣಾಮಕಾರಿ ಅಂದಾಜುಗಾರ
એસિમ્પટોટિકલી નિષ્પક્ષ અંદાજકર્તા,ಲಕ್ಷಣರಹಿತವಾಗಿ ನಿಷ್ಪಕ್ಷಪಾತ ಅಂದಾಜುಗಾರ
એસિમ્પ્ટોટિક વર્તન,ಲಕ್ಷಣರಹಿತ ನಡವಳಿಕೆ
એસિમ્પ્ટોટિક વિતરણ કાર્ય,ಲಕ್ಷಣರಹಿತ ವಿತರಣಾ ಕಾರ್ಯ
એસિમ્પ્ટોટિક વિસ્તરણ,ಲಕ್ಷಣರಹಿತ ವಿಸ್ತರಣೆ
વાતાવરણ નુ દબાણ,ವಾತಾವರಣದ ಒತ್ತಡ
રેન્ડમ પર,ಯಾದೃಚ್ಛಿಕವಾಗಿ
લક્ષણ,ಗುಣಲಕ್ಷಣ
વિશેષતા નમૂના પ્રક્રિયા,ಮಾದರಿ ವಿಧಾನದ ಗುಣಲಕ್ಷಣಗಳು
સંવર્ધિત મેટ્રિક્સ,ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
સ્વતઃસંબંધ ગુણાંક,ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ
સ્વતઃસંબંધ કાર્ય,ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ
ઓટોકોવરિઅન્સ,ಆಟೋಕೋವೇರಿಯನ್ಸ್
સ્વચાલિત કમ્પ્યુટર,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್
ઓટો રીગ્રેશન,ಸ್ವಯಂ ಹಿನ್ನಡೆ
સહાયક સમીકરણ,ಸಹಾಯಕ ಸಮೀಕರಣ
સરેરાશ સેમ્પલ નંબર કર્વ (ASN કર્વ),ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (ASN ಕರ್ವ್)
સ્વયંસિદ્ધ,ಮೂಲತತ್ವ
સ્વયંસિદ્ધ અભિગમ,ಅಕ್ಷೀಯ ವಿಧಾನ
સંભાવનાનું સ્વયંસિદ્ધ,ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ
ધરી,ಅಕ್ಷರೇಖೆ
abscissa ની અક્ષ,ಅಬ್ಸಿಸ್ಸಾದ ಅಕ್ಷ
પૃથ્વીની ધરી,ಭೂಮಿಯ ಅಕ್ಷ
ક્રાંતિની ધરી,ಕ್ರಾಂತಿಯ ಅಕ್ಷ
પરિભ્રમણની અક્ષ,ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ
સ્પિનની ધરી,ಸ್ಪಿನ್ ಅಕ್ಷ
બેક-અવેજી,ಬ್ಯಾಕ್-ಬದಲಿ
પછાત તફાવત,ಹಿಂದುಳಿದ ವ್ಯತ್ಯಾಸ
બેકવર્ડ-ઇન્ટરપોલેશન ફોર્મ્યુલા,ಹಿಂದುಳಿದ-ಪ್ರಕ್ಷೇಪಣ ಸೂತ್ರ
સંતુલન,ಸಮತೋಲನ
સંતુલિત ડિઝાઇન,ಸಮತೋಲಿತ ವಿನ್ಯಾಸ
સરવૈયા,ಆಯವ್ಯಯ ಪಟ್ಟಿ
બેલિસ્ટિક મિસાઇલ,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಕ್ಷಿಪಣಿ
બેલિસ્ટિક્સ,ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್
બાર,ಬಾರ್
પાયો,ಬೇಸ್
આધાર કોણ,ಮೂಲ ಕೋನ
લઘુગણકનો આધાર,ಲಾಗರಿಥಮ್ನ ಆಧಾರ
પાયાની,ಮೂಲಭೂತ
મૂળભૂત શક્ય ઉકેલ,ಮೂಲ ಕಾರ್ಯಸಾಧ್ಯ ಪರಿಹಾರ
મૂળભૂત ઉકેલ,ಮೂಲ ಪರಿಹಾರ
મૂળભૂત ચલ,ಮೂಲ ವೇರಿಯಬಲ್
આધાર,ಆಧಾರದ
આધાર તત્વ,ಆಧಾರ ಅಂಶ
આધાર મેટ્રિક્સ,ಆಧಾರ ಮ್ಯಾಟ್ರಿಕ್ಸ್
વેક્ટર સ્પેસનો આધાર,ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ
સબસ્પેસનો આધાર,ಉಪಸ್ಥಳದ ಆಧಾರ
બેયસિયન અંદાજ,ಬೇಸಿಯನ್ ಅಂದಾಜು
બેયસનો કાયદો,ಬೇಯ್ಸ್ ಕಾನೂನು
બેયસનું પ્રમેય,ಬೇಯಸ್ ಪ್ರಮೇಯ
બર્નૌલી વિતરણ,ಬರ್ನೌಲ್ಲಿ ವಿತರಣೆ
બર્નોલી નંબર,ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆ
બર્નૌલી સંભાવના કાર્ય,ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ
બર્નૌલીનું સમીકરણ,ಬರ್ನೌಲಿಯ ಸಮೀಕರಣ
બેરી કાર્ય,ಬೆರ್ರಿ ಕಾರ್ಯ
શ્રેષ્ઠ ગોઠવણ,ಅತ್ಯುತ್ತಮ ಫಿಟ್
શ્રેષ્ઠ - ફિટ લાઇન,ಅತ್ಯುತ್ತಮ - ಫಿಟ್ ಲೈನ್
શ્રેષ્ઠ ઉકેલ,ಉತ್ತಮ ಪರಿಹಾರ
શ્રેષ્ઠ વ્યૂહરચના,ಅತ್ಯುತ್ತಮ ತಂತ್ರಗಳು
બીટા વિતરણ,ಬೀಟಾ ವಿತರಣೆ
પૂર્વગ્રહ,ಪಕ್ಷಪಾತ
પક્ષપાતી અંદાજ,ಪಕ್ಷಪಾತದ ಅಂದಾಜು
બિહાર્મોનિક સમીકરણ,ಬೈಹಾರ್ಮೋನಿಕ್ ಸಮೀಕರಣ
બાયજેક્શન,ಬೈಜೆಕ್ಷನ್
દ્વિભાષી નકશો,ಬೈಜೆಕ್ಟಿವ್ ನಕ್ಷೆ
બાયજેક્ટિવ મેપિંગ,ಬೈಜೆಕ್ಟಿವ್ ಮ್ಯಾಪಿಂಗ್
દ્વિરેખીય સ્વરૂપ,ಬೈಲಿನಿಯರ್ ರೂಪ
દ્વિરેખીય કાર્ય,ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ
દ્વિરેખીય હર્મિટિયન સ્વરૂપ,ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ರೂಪ
દ્વિસંગી,ಅವಳಿ
દ્વિસંગી કોડ,ಬೈನರಿ ಕೋಡ್
દ્વિસંગી કોડેડ દશાંશ,ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ
દ્વિસંગી કોડિંગ,ಬೈನರಿ ಕೋಡಿಂಗ್
દ્વિસંગી કમ્પ્યુટર,ಬೈನರಿ ಕಂಪ್ಯೂಟರ್
દ્વિસંગી અંક,ದ್ವಿಮಾನ ಅಂಕಿ
દ્વિસંગી કામગીરી,ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ
દ્વિસંગી સિસ્ટમ,ಬೈನರಿ ಸಿಸ್ಟಮ್
દ્વિસંગી ચલ,ಬೈನರಿ ವೇರಿಯಬಲ್
દ્વિપદી ગુણાંક,ದ್ವಿಪದ ಗುಣಾಂಕ
દ્વિપદી વિતરણ,ದ್ವಿಪದ ವಿತರಣೆ
દ્વિપદી સમીકરણ,ದ್ವಿಪದ ಸಮೀಕರಣ
દ્વિપદી વિસ્તરણ,ದ್ವಿಪದ ವಿಸ್ತರಣೆ
દ્વિપદી અભિવ્યક્તિ,ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ
દ્વિપદી રેન્ડમ ચલ,ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
દ્વિપદી પ્રમેય,ದ್ವಿಪದ ಪ್ರಮೇಯ
દ્વિભાગ,ಇಬ್ಭಾಗ
દ્વિભાજન પદ્ધતિ,ವಿಭಜನಾ ವಿಧಾನ
દ્વિભાજક,ದ್ವಿಭಾಜಕ
બાયસીરીયલ,ಬೈಸೀರಿಯಲ್
બીટ,ಸ್ವಲ್ಪ
દ્વિપક્ષીય દ્વિપદી વિતરણ,ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ
બાયવેરિયેટ સહસંબંધ ગુણાંક,ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ
દ્વિવિધ વિતરણ,ದ್ವಿಗುಣ ವಿತರಣೆ
બાયવેરિયેટ સામાન્ય વિતરણ,ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ ವಿತರಣೆ
બાઇવેક્ટર,ಬೈವೆಕ್ಟರ್
બોલ્ટ્ઝમેન સમીકરણ,ಬೋಲ್ಟ್ಜ್‌ಮನ್ ಸಮೀಕರಣ
બુલિયન બીજગણિત,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
બોઝ - આઈન્સ્ટાઈન આંકડા,ಬೋಸ್ - ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು
સીમાની સ્થિતિ,ಗಡಿ ಸ್ಥಿತಿ
સીમા સ્તર,ಗಡಿ ಪದರ
સીમા રેખા,ಗಡಿ ರೇಖೆ
સીમા મૂલ્ય,ಗಡಿ ಮೌಲ್ಯ
સીમા મૂલ્યની સમસ્યા,ಗಡಿ ಮೌಲ್ಯದ ಸಮಸ್ಯೆ
બંધાયેલ કાર્ય,ಸೀಮಿತ ಕಾರ್ಯ
બાઉન્ડેડ મેટ્રિક્સ,ಬೌಂಡೆಡ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
સીમિત પ્રદેશ,ಗಡಿ ಪ್ರದೇಶ
બાઉન્ડેડ સેટ,ಸೀಮಿತ ಸೆಟ್
બ્રાઉનિયન ગતિ,ಬ್ರೌನಿಯನ್ ಚಲನೆ
ગણત્રી,ಲೆಕ್ಕಾಚಾರ
ગણતરી,ಲೆಕ್ಕಾಚಾರ
ગણતરી મશીન,ಲೆಕ್ಕಾಚಾರ ಯಂತ್ರ
ગણતરી,ಲೆಕ್ಕಾಚಾರ
ગણતરીની પ્રક્રિયા,ಲೆಕ್ಕಾಚಾರದ ಕಾರ್ಯವಿಧಾನ
કેલ્ક્યુલેટર,ಕ್ಯಾಲ್ಕುಲೇಟರ್
કલન,ಕಲನಶಾಸ್ತ್ರ
વિવિધતાની ગણતરી,ವ್ಯತ್ಯಾಸದ ಕಲನಶಾಸ್ತ್ರ
કેલરી,ಕ್ಯಾಲೋರಿ
રદ કરવાનો કાયદો,ರದ್ದತಿ ಕಾನೂನು
પ્રામાણિક સમીકરણ,ಅಂಗೀಕೃತ ಸಮೀಕರಣ
પ્રમાણભૂત સ્વરૂપ,ಅಂಗೀಕೃತ ರೂಪ
પ્રમાણભૂત મેટ્રિક્સ,ಅಂಗೀಕೃತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
કેન્ટર સેટ,ಕ್ಯಾಂಟರ್ ಸೆಟ್
કેન્ટોરનો તૃતીય સમૂહ,ಕ್ಯಾಂಟರ್‌ನ ತ್ರಯಾತ್ಮಕ ಸೆಟ್
ક્ષમતાયુક્ત પરિવહન સમસ્યા,ಸಾಮರ್ಥ್ಯದ ಸಾರಿಗೆ ಸಮಸ್ಯೆ
ક્ષમતા,ಸಾಮರ್ಥ್ಯ
રુધિરકેશિકા બળ,ಕ್ಯಾಪಿಲ್ಲರಿ ಬಲ
મુખ્ય નંબર,ಕಾರ್ಡಿನಲ್ ಸಂಖ್ಯೆ
કાર્ટેશિયન અક્ષો,ಕಾರ್ಟೇಶಿಯನ್ ಅಕ್ಷಗಳು
કાર્ટેશિયન કોઓર્ડિનેટ્સ,ಕಾರ್ಟೇಶಿಯನ್ ನಿರ್ದೇಶಾಂಕಗಳು
કાર્ટેશિયન ઉત્પાદન,ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ
સેટનું કાર્ટેશિયન ઉત્પાદન,ಸೆಟ್‌ಗಳ ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ
કેસ સ્ટડી,ಉದಾಹರಣಾ ಪರಿಶೀಲನೆ
આપત્તિજનક વધઘટ,ದುರಂತದ ಏರಿಳಿತ
કેટેનરી,ಕ್ಯಾಟೆನರಿ
કોચી વિતરણ,ಕೌಚಿ ವಿತರಣೆ
