Bengali,Tamil
প্রত্যাশিত পেজিং,முன்கூட்டிய பேஜிங்
বিরোধী প্রতিসম,எதிர்ப்பு சமச்சீர்
অ্যান্টিভাইরাস প্রোগ্রাম,வைரஸ் தடுப்பு நிரல்
অ্যাপলেট,ஆப்லெட்
অ্যাপ্লিকেশন ডেভেলপার,பயன்பாட்டு டெவலப்பர்
অ্যাপ্লিকেশন প্রোগ্রামিং,பயன்பாட்டு நிரலாக்கம்
অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস (API),பயன்பாட்டு நிரலாக்க இடைமுகம் (API)
অ্যাপ্লিকেশন সফ্টওয়্যার,பயன்பாட்டு மென்பொருள்
প্রয়োগমূলক ভাষা,பயன்பாட்டு மொழி
আনুমানিক তত্ত্ব,தோராயக் கோட்பாடு
স্থাপত্য,கட்டிடக்கலை
এলাকা স্থানান্তর,பகுதி பரிமாற்றம்
যুক্তি,வாதம்
গাণিতিক এবং যুক্তিবিদ্যা ইউনিট,எண்கணித மற்றும் தர்க்க அலகு
গাণিতিক চেক,எண்கணித சரிபார்ப்பு
গাণিতিক ধ্রুবক,எண்கணித மாறிலி
গাণিতিক তথ্য,எண்கணித தரவு
গাণিতিক নির্দেশনা,எண்கணித அறிவுரை
পাটিগণিত এবং যুক্তি ইউনিট (ALU),எண்கணிதம் மற்றும் தருக்க அலகு (ALU)
আরপানেট,அர்பானெட்
অ্যারে,வரிசை
অ্যারে ক্যাশে,வரிசை கேச்
অ্যারে কম্পিউটার,வரிசை கணினி
অ্যারে উপাদান,வரிசை உறுப்பு
অ্যারের নাম,வரிசை பெயர்
অ্যারে প্রসেসর,வரிசை செயலி
তীর চিহ্ন,அம்புக்குறி விசைகள்
উচ্চারণ,உச்சரிப்பு
উচ্চারণ বিন্দু,உச்சரிப்பு புள்ளி
কৃত্রিম কম্প্যাকশন,செயற்கை சுருக்கம்
কৃত্রিম নিয়ন্ত্রণ,செயற்கை கட்டுப்பாடு
কৃত্রিম বুদ্ধিমত্তা,செயற்கை நுண்ணறிவு
আরোহী,ஏறுபவர்
আরোহী সাজানোর,ஏறும் வகை
ASCII বেটিকাল অর্ডার,ASCII betical order
ASCII নিয়ন্ত্রণ চরিত্র,ASCII கட்டுப்பாட்டு எழுத்து
ASCII ফাইল,ASCII கோப்பு
ASCII ফন্ট,ASCII எழுத்துரு
ASCII স্থানান্তর,ASCII பரிமாற்றம்
আনুমানিক অনুপাত,விகிதம்
এএসপিআই,ASPI
ASR টাইমার,ASR டைமர்
একত্রিত করা,கூடி
সংযোজনকারী,அசெம்பிளர்
সমাবেশ,சட்டசபை
এসেম্বলি,சட்டசபை மொழி
দাবী,வலியுறுத்தல்
নিয়োগ,பணி நியமனம்
সংঘ,சங்கம்
সহযোগী ঠিকানা,துணை முகவரி
সহযোগী স্মৃতি,துணை நினைவகம்
asteric,ஆஸ்டிரிக்
অপ্রতিসম,சமச்சீரற்ற
অ্যাসিঙ্ক্রোনাস,ஒத்திசைவற்ற
অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL),ஒத்திசைவற்ற டிஜிட்டல் சந்தாதாரர் வரி (ADSL)
অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM),ஒத்திசைவற்ற நேரப் பிரிவு மல்டிபிளெக்சிங் (ATDM)
অ্যাসিঙ্ক্রোনাস স্থানান্তর,ஒத்திசைவற்ற பரிமாற்றம்
অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম),ஒத்திசைவற்ற பரிமாற்ற முறை (ATM)
পরমাণু,அணு
সংযুক্ত নথি,இணைக்கப்பட்ட ஆவணம்
সংযুক্ত ফাইল,இணைக்கப்பட்டுள்ள கோப்பு
সংযুক্তি,இணைப்பு
বৈশিষ্ট্য,பண்பு
শ্রুতি,ஆடியோ
অডিট প্রোগ্রামিং,தணிக்கை நிரலாக்கம்
নিরীক্ষা পথ,தணிக்கை சோதனை
বৃদ্ধি,பெருக்குதல்
প্রমাণীকরণ প্রোটোকল,அங்கீகார நெறிமுறை
অথরিং সিস্টেম,ஆசிரியர் அமைப்பு
অনুমোদন,அங்கீகாரம்
স্বয়ংক্রিয় বিমূর্ত,தானியங்கு சுருக்கம்
অটোবুটিং,தானாக துவக்குதல்
অটোক্যাড,ஆட்டோகேட்
অটোলগ চালু,ஆட்டோலாக் ஆன்
স্বয়ংক্রিয়,தானியங்கி
স্বয়ংক্রিয় তত্ত্ব,தானியங்கு கோட்பாடு
স্বয়ংক্রিয় কম্পিউটিং,தானியங்கி கணினி
স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ,தானியங்கி தரவு செயலாக்கம்
স্বয়ংক্রিয় ত্রুটি সংশোধন,தானியங்கி பிழை திருத்தம்
স্বয়ংক্রিয় ফাংশন,தானியங்கி செயல்பாடு
স্বয়ংক্রিয় সূচীকরণ,தானியங்கி அட்டவணைப்படுத்தல்
স্বয়ংক্রিয় লাইব্রেরি কল,தானியங்கி நூலக அழைப்பு
স্বয়ংক্রিয় প্রোগ্রামিং,தானியங்கி நிரலாக்க
স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম,தானியங்கி மீட்பு திட்டம்
স্বয়ংক্রিয় রুটিন,தானியங்கி வழக்கம்
স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার,தானியங்கி கணினி மீட்பு
স্বয়ংক্রিয় টেলার মেশিন (এটিএম),தானியங்கி பணம் செலுத்தும் இயந்திரம் (ATM)
অটোমেশন,தானியங்கி
স্বয়ংক্রিয় চালু,தானியங்கி
অটোসেভ,தானாக சேமிக்கவும்
সহায়ক,துணை
অক্জিলিয়ারী মেমরি,துணை நினைவகம்
অক্জিলিয়ারী স্টোরেজ,துணை சேமிப்பு
প্রাপ্তিসাধ্য তালিকা,கிடைக்கும் பட்டியல்
উপলব্ধ সময়,கிடைக்கும் நேரம்
গড়,சராசரி
awk (ভাষা),awk (மொழி)
ব্যাকএন্ড,பின்தளம்
ব্যাকএন্ড প্রসেসর,பின்தள செயலி
ব্যাকফেস অপসারণ,பின்முகத்தை அகற்றுதல்
পটভূমি প্রক্রিয়াকরণ,பின்னணி செயலாக்கம்
ব্যাকিং স্টোর,பேக்கிங் கடை
ব্যাকপ্যাচিং,பின் இணைப்பு
ব্যাকস্পেস,பின்வெளி
ব্যাকট্র্যাকিং,பின்வாங்குதல்
ব্যাক আপ,காப்புப்பிரதி
ব্যাক আপ মেমরি,காப்பு நினைவகம்
পিছনের ত্রুটি পুনরুদ্ধার,பின்னோக்கி பிழை மீட்பு
ব্যালেন্স শীট,இருப்புநிலை
ব্যান্ড,இசைக்குழு
ব্যান্ড প্রস্থ,பட்டை அகலம்
ব্যাংকারের অ্যালগরিদম,வங்கியாளர் வழிமுறை
বার কোড,பார் குறியீடு
বারকোড স্ক্যানার,பட்டை குறி படிப்பான் வருடி
বার গ্রাফ,சட்ட வரைபடம்
ভিত্তি ঠিকানা,அடிப்படை முகவரி
বেস ব্যান্ড,அடிப்படை இசைக்குழு
ভিত্তি নম্বর,அடிப்படை எண்
ভিত্তি টেবিল,அடிப்படை அட்டவணை
বেসিক,அடிப்படை
মৌলিক নিয়ন্ত্রণ,அடிப்படை கட்டுப்பாடு
মৌলিক ইনপুট,அடிப்படை உள்ளீடு
মৌলিক নির্দেশ,அடிப்படை அறிவுறுத்தல்
মৌলিক আউটপুট,அடிப்படை வெளியீடு
মৌলিক পদক্ষেপ,அடிப்படை படி
ব্যাচ,தொகுதி
ব্যাচ ফাইল,தொகுதி கோப்பு
ব্যাচ অবস্থান,தொகுதி நிலை
ধির গতির কাজ,தொகுதி செயலாக்கம்
ব্যাচ সিস্টেম,தொகுதி அமைப்பு
বউড,பாட்
বড হার,பாட் விகிதம்
মরীচি,உத்திரம்
মাপকাঠি,அளவுகோல்
দ্বিমুখী যোগাযোগ,இருதரப்பு தொடர்பு
দ্বিমুখী লিঙ্ক,இருதரப்பு இணைப்பு
বাইনারি কোড,பைனரி குறியீடு
বাইনারি সংখ্যা,பைனரி இலக்கம்
বাইনারি ইনপুট আউটপুট সিস্টেম (BIOS),பைனரி உள்ளீட்டு வெளியீட்டு அமைப்பு (பயாஸ்)
বাইনারি সংখ্যা,பைனரி எண்
বাইনারি অপারেটর,பைனரி ஆபரேட்டர்
বাইনারি সম্পর্ক,பைனரி உறவு
বাইনারি অনুসন্ধান,பைனரி தேடல்
বাইনারি সার্চ ট্রি (BST),பைனரி தேடல் மரம் (BST)
বাইনারি স্থানান্তর,பைனரி பரிமாற்றம்
বাইনারি গাছ,பைனரி மரம்
বাইপোলার মেমরি,இருமுனை நினைவகம்
জন্ম মৃত্যু মডেল,பிறப்பு இறப்பு மாதிரி
জন্ম মৃত্যু প্রক্রিয়া,பிறப்பு இறப்பு செயல்முறை
বিট,பிட்
বিট দোষ,சிறிய தவறு
বিট মানচিত্র,பிட் வரைபடம்
বিট ম্যাপ পিক্সেল (BMP),பிட் மேப் பிக்சல் (BMP)
বিট ম্যাট্রিক্স,பிட் மேட்ரிக்ஸ்
বিট প্যাটার্ন,பிட் முறை
বিট অবস্থান,பிட் நிலை
বিট হার,பிட் விகிதம்
কালো বক্স পরীক্ষা,கருப்பு பெட்டி சோதனை
মিটমিট করে,கண் சிமிட்டுதல்
ব্লক,தொகுதி
ব্লক ক্যাশে,தொகுதி தற்காலிக சேமிப்பு
ব্লক চেক,தடுப்பு சோதனை
ব্লক কপি,தொகுதி நகல்
ব্লক ডায়াগ্রাম,தொகுதி வரைபடம்
ব্লকিং নেটওয়ার্ক,பிணையத்தைத் தடுக்கிறது
বোর্ড,பலகை
বই চিহ্ন,புத்தககுறி
বুলিয়ান বীজগণিত,பூலியன் இயற்கணிதம்
বুলিয়ান সম্পর্ক,பூலியன் உறவு
বুট পার্টিশন,துவக்க பகிர்வு
বুট strapping,பூட் ஸ்ட்ராப்பிங்
বুট-স্ট্র্যাপ লোডার,பூட்-ஸ்ட்ராப் ஏற்றி
সেতু,பாலம்
ব্রডব্যান্ড নেটওয়ার্কিং,பிராட்பேண்ட் நெட்வொர்க்கிங்
সম্প্রচার,ஒளிபரப்பு
রেডিও সম্প্রচার,ஒலிபரப்பு வானொலி
ব্রাউজ,உலவ
ব্রাউজার,உலாவி
বি-বৃক্ষ,பி-மரம்
বুদ্বুদ মেমরি,குமிழி நினைவகம்
বুদ্বুদ সাজানোর,குமிழி வகை
বালতি,வாளி
বন্ধু সিস্টেম,நண்பர் அமைப்பு
বাজেট কার্যকর নিয়ন্ত্রণ,பட்ஜெட் பயனுள்ள கட்டுப்பாடு
বাফার,தாங்கல்
বাগ,பிழை
বাস,பேருந்து
বাইট,பைட்
বাইট কোড,பைட் குறியீடு
গ,c
সি++,C++
ক্যাশে,தற்காலிக சேமிப்பு
ক্যাশে বাফার,கேச் தாங்கல்
ক্যাশ মেমরি,கேச் நினைவகம்
গণনা,கணக்கீடு
ক্যালকুলেটর,கால்குலேட்டர்
ক্যালকুলেটর চিপ,கால்குலேட்டர் சிப்
কল,அழைப்பு
নামে ডাক,பெயரால் அழைக்கவும்
রেফারেন্স দ্বারা কল করুন,குறிப்பு மூலம் அழைப்பு
মূল্য দ্বারা কল,மதிப்பு மூலம் அழைப்பு
ভেরিয়েবল দ্বারা কল,மாறிகள் மூலம் அழைப்பு
কল গেট,அழைப்பு வாயில்
বাতিল,ரத்து செய்
বাতিল বোতাম,ரத்து பொத்தான்
ক্যানোনিকাল,நியமனம்
ক্যানোনিকাল ফর্ম,நியமன வடிவம்
ক্ষমতা,திறன்
ক্ষমতা তালিকা,திறன் பட்டியல்
ক্ষমতা,திறன்
ক্যাপ লক কী,தொப்பி பூட்டு விசை
কার্ড,அட்டை
কার্ড পাঠক,கார்டு ரீடர்
কার্ডিনালিটি,கார்டினாலிட்டி
বাহক,கேரியர்
ক্যারিয়ার ব্যান্ড,கேரியர் பேண்ட்
ক্যারিয়ার লোড,கேரியர் சுமை
ক্যারিয়ার সংকেত,கேரியர் சிக்னல்
ক্যারিয়ার তরঙ্গ,கேரியர் அலை
বহন,சுமந்து செல்
অঙ্ক বহন,இலக்கத்தை எடுத்துச் செல்லுங்கள்
পতাকা বহন,கொடியை ஏந்தி
কার্তুজ ডিস্ক,கெட்டி வட்டு
ক্যাসকেড,அருவி
মামলা,வழக்கு
ক্যাথড রে টিউব (সিআরটি),கத்தோட் கதிர் குழாய் (CRT)
ক্যাথোড রে টিউব (CRT),கேத்தோடு கதிர் குழாய் (CRT)
সিডি রম ডিস্ক ড্রাইভ,CD ROM வட்டு இயக்கி
কোষ,செல்
সেল অ্যানিমেশন,செல் அனிமேஷன்
মোবাইল ফোন,கை பேசி
কেন্দ্রীয় স্মৃতি,மைய நினைவகம்
কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU),மத்திய செயலாக்க அலகு (CPU)
কেন্দ্রীভূত ব্যবস্থা,மையப்படுத்தப்பட்ட அமைப்பு
প্রত্যয়িত টেপ,சான்றளிக்கப்பட்ட நாடா
চেইন,சங்கிலி
চেইন ডেটা,சங்கிலி தரவு
চেইন লিঙ্ক,சங்கிலி இணைப்பு
চেইনিং,சங்கிலியிடுதல்
চ্যানেল,சேனல்
চ্যানেল ব্যস্ত টোন,சேனல் பிஸியான தொனி
চ্যানেল ক্ষমতা,சேனல் திறன்
চ্যানেল কন্ট্রোলার,சேனல் கட்டுப்படுத்தி
চ্যানেল ত্রুটি,சேனல் பிழை
চ্যানেল প্রোগ্রাম,சேனல் நிரல்
চ্যানেল নির্ভরযোগ্যতা,சேனல் நம்பகத்தன்மை
চ্যানেল সেট,சேனல் தொகுப்பு
চরিত্র,பாத்திரம்
অক্ষর কোড,எழுத்து குறியீடு
অক্ষর কী,எழுத்து திறவுகோல்
চরিত্র পাঠক,பாத்திர வாசகர்
অক্ষরের আকার,எழுத்து அளவு
চার্ট,விளக்கப்படம்
চ্যাসিস,சேஸ்பீடம்
চেক বিট,சோதனை பிட்
অংকের চেক,எண்ணை சரிபார்க்க
চেক যোগফল,காசோலை தொகை
চেক শব্দ,சரிபார்ப்பு வார்த்தை
চিপ,சிப்
চিপ সেট,சிப் தொகுப்பு
পছন্দ করা,தேர்வு
বর্ণগতভাবে,வர்ண ரீதியாக
গোপনীয় কোড,மறைக்குறியீடு
সার্কিট,சுற்று
বৃত্তাকার তালিকা,வட்ட பட்டியல்
সাইরাস,சிரஸ்
উদ্ধৃতি,மேற்கோள்
ক্লাস,வர்க்கம்
ক্লাস পরিবর্তনশীল,வர்க்க மாறி
শ্রেণীবিভাগ,வகைப்பாடு
স্পষ্ট,தெளிவானது
পরিষ্কার এলাকা,தெளிவான பகுதி
পরিষ্কার চ্যানেল,தெளிவான சேனல்
ক্লিক,கிளிக் செய்யவும்
ক্লায়েন্ট,வாடிக்கையாளர்
ক্লায়েন্ট সার্ভার,கிளையன்ட் சர்வர்
ক্লায়েন্ট স্টাব,கிளையன்ட் ஸ்டப்
ক্লিপ আর্ট,சிறு படம்
ক্লিপ আর্ট লাইব্রেরি,கிளிப் ஆர்ட் நூலகம்
ক্লিপ বোর্ড,கிளிப் போர்டு
ক্লিপার,கிளிப்பர்
ক্লিপার চিপ,கிளிப்பர் சிப்
চক্র,குழு
ঘড়ি,கடிகாரம்
ঘড়ি চক্র,கடிகார சுழற்சி
ঘড়ি ফ্রিকোয়েন্সি,கடிகார அதிர்வெண்
ঘড়ির হার্ডওয়্যার,கடிகார வன்பொருள்
ঘড়ির নাড়ি,கடிகார துடிப்பு
ঘরির গতি,கடிகார வேகம்
ঘড়ি সিঙ্ক্রোনাইজেশন,கடிகார ஒத்திசைவு
ঘড়ির টিক টিক,கடிகார டிக்
ক্লোন,குளோன்
বন্ধ,நெருக்கமான
ক্লোজ সার্কিট টিভি (সিসিটিভি),க்ளோஸ் சர்க்யூட் டிவி (சிசிடிவி)
বন্ধ,மூடல்
ক্লাউড কম্পিউটিং,கிளவுட் கம்ப்யூட்டிங்
ক্লাস্টার,கொத்து
প্রলিপ্ত কার্ড,பூசிய அட்டை
লেপা কাগজ,பூசிய காகித
সমাক্ষীয়,கோஆக்சியல்
সমাক্ষ তারের,கோஆக்சியல் கேபிள்
কোডাসাইল,கோடாசில்
কোড,குறியீடு
উৎপাদকের কোড,குறியீடு உற்பத்தியாளர்
কোড পৃষ্ঠা,குறியீடு பக்கம்
কোড শব্দ,குறியீட்டு வார்த்தை
কোডার,குறியீட்டாளர்
কোডিং চেক,குறியீட்டு சோதனை
কোডিং ফর্ম,குறியீட்டு வடிவம்
কোডিং শীট,குறியீட்டு தாள்
গুণাঙ্ক,குணகம்
সমন্বয়,இணக்கத்தைப்
শীতল বুটজুতা,குளிர் துவக்க
ঠান্ডা শুরু,குளிர் ஆரம்பம்
সহযোগিতা,இணைந்து
পতন,சரிவு
জমাট বাঁধা,இணை
কোলেট টেপ,கோலேட் டேப்
সংঘর্ষ,மோதல்
কোলন,பெருங்குடல்
রঙ রঙ),நிறம் (நிறம்)
রঙ স্যাচুরেশন,வண்ண செறிவு
রঙের টেবিল,வண்ண அட்டவணை
কলাম,நெடுவரிசை
সংমিশ্রণ,சேர்க்கை
কম্বো বাক্স,சேர்க்கை பெட்டி
আদেশ,கட்டளை
আদেশ বোতাম,கட்டளை பொத்தான்
কমান্ড তালিকা,கட்டளை பட்டியல்
মন্তব্য,கருத்து
অঙ্গীকার,அர்ப்பணிப்பு
পণ্য,பண்டம்
কমন বিজনেস ওরিয়েন্টেড ল্যাঙ্গুয়েজ (কোবোল),பொதுவான வணிகம் சார்ந்த மொழி (கோபோல்)
সাধারণ ত্রুটি,பொதுவான பிழை
সাধারণ ভাষা,பொது மொழி
সাধারণ রুটিন,பொதுவான வழக்கம்
যোগাযোগ,தொடர்பு
যোগাযোগ লাইন,தொடர்பு வரி
যোগাযোগ মোড,தொடர்பு முறை
যোগাযোগ নেটওয়ার্ক,தொடர்பு நெட்வொர்க்
যোগাযোগ পরামিতি,தொடர்பு அளவுரு
যোগাযোগ ব্যবস্থা,தொடர்பு அமைப்பு
কম্প্যাকশন,சுருக்கம்
সঙ্গী,தளபதி
companding,இணைத்தல்
কোম্পানি নেটওয়ার্ক,நிறுவனத்தின் நெட்வொர்க்
তুলনা পরীক্ষা,ஒப்பீட்டு சோதனை
সামঞ্জস্য,பொருந்தக்கூடிய தன்மை
উপযুক্ত,இணக்கமான
সংকলন,தொகுத்தல்
কম্পাইল এবং যান,தொகுத்து செல்ல
কম্পাইলার,தொகுப்பி
কম্পাইলার ভাষা,தொகுக்கும் மொழி
পরিপূরক,நிரப்பு
পরিপূরক-অন-দশ,நிரப்பு-பத்து
পরিপূরক,பூர்த்தி செய்பவர்
সম্পূর্ণ বহন,முழு சுமந்து
জটিল,சிக்கலான
জটিল সংখ্যা,சிக்கலான எண்
উপাদান,கூறு
কম্পোনেন্ট অবজেক্ট মডেল (COM),கூறு பொருள் மாதிரி (COM)
যৌগিক,கூட்டு
গঠন,கலவை
গণনামূলক,கணக்கீட்டு
কম্পিউটার,கணினி
কম্পিউটার কেন্দ্র,கணினி மையம்
কম্পিউটার বিশেষজ্ঞ,கணினி நிபுணர்
কম্পিউটার গ্রাফিক্স,கணினி வரைகலை
কম্পিউটার নির্দেশনা,கணினி அறிவுறுத்தல்
কম্পিউটার ভাষা,கணினி மொழி
কম্পিউটার নেটওয়ার্ক,கணினி வலையமைப்பு
কম্পিউটার বিজ্ঞান,கணினி அறிவியல்
কম্পিউটার নিরাপত্তা,கணினி பாதுகாப்பு
কম্পিউটার সিমুলেটন,கணினி உருவகப்படுத்துதல்
কম্পিউটার বিশেষজ্ঞ,கணினி நிபுணர்
কম্পিউটারাইজেশন,கணினிமயமாக்கல்
কম্পিউটারবিদ,கணினி நிபுணர்
কম্পিউটারাইজ করা,கணினிமயமாக்கு
কম্পিউটিং,கம்ப்யூட்டிங்
ধারণা,கருத்து
সঙ্গতি,ஒத்திசைவு
সমবর্তী,ஒரே நேரத்தில்
শর্ত পরিবর্তনশীল,நிலை மாறி
শর্তসাপেক্ষ অপারেটর,நிபந்தனை ஆபரேட்டர்
শর্তসাপেক্ষ বিবৃতি,நிபந்தனை அறிக்கை
কন্ডাক্টর,நடத்துனர்
কনফারেন্সিং,மாநாடு
গোপনীয়তা,இரகசியத்தன்மை
কনফিগারেশন,கட்டமைப்பு
যানজট,நெரிசல்
সংযোগ,இணைப்பு
সংযোগ গতি,இணைப்பு வேகம்
সংযোগ,இணைப்பு
সংযোগ কম যোগাযোগ,இணைப்பு குறைவான தொடர்பு
সংযোগ মুক্তি,இணைப்பு வெளியீடு
সংযোগ,இணைப்பு
সংযোগকারী,இணைப்பான்
একটানা,தொடர்ச்சியாக
ফলে,அதன் விளைவாக
কনসোল,பணியகம்
একত্রীকরণের,ஒருங்கிணைப்பு
ধ্রুবক,நிலையான
ধ্রুবক নির্দেশ,நிலையான அறிவுறுத்தல்
বাধা,கட்டுப்பாடு
নির্মাণকারী,கட்டமைப்பாளர்
ধারক,கொள்கலன்
বিষয়বস্তু,உள்ளடக்கம்
প্রসঙ্গ,சூழல்
প্রসঙ্গ মুক্ত ব্যাকরণ (CFG),சூழல் இலவச இலக்கணம் (CFG)
