Telugu,Odiya
శబ్ద వ్యాప్తి,ଆକାଶବାଣୀ ବିସ୍ତାର
ఎకౌస్టిక్ ఈక్వలైజర్,ଆକାଶବାଣୀ ସମାନତା |
శబ్ద అభిప్రాయం,ଆକାଶବାଣୀ ମତାମତ |
శబ్ద వడపోత,ଆକାଶବାଣୀ ଫିଲ୍ଟର |
శబ్ద ఇంపెడెన్స్,ଆକାଶବାଣୀ ପ୍ରତିରୋଧ |
ఎకౌస్టిక్ మాస్కింగ్,ଆକାଶବାଣୀ ମାସ୍କିଂ |
శబ్ద శక్తి,ଆକାଶବାଣୀ ଶକ୍ତି |
శబ్ద ఆస్తి,ଆକାଶବାଣୀ ସମ୍ପତ୍ତି |
శబ్ద ప్రతిచర్య,ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |
ఎకౌస్టిక్ రిఫ్లెక్స్,ଆକାଶବାଣୀ ପ୍ରତିଫଳନ |
శబ్ద టైల్,ଆକାଶବାଣୀ ଟାଇଲ୍ |
శబ్ద వేవ్,ଆକାଶବାଣୀ ତରଙ୍ଗ |
శబ్ద శోషణ,ଆକାଶବାଣୀ ଅବଶୋଷଣ |
శబ్ద అటెన్యుయేషన్ స్థిరాంకం,ଆକାଶବାଣୀ ଆଟେନେସନ୍ ସ୍ଥିର |
శబ్ద డంపింగ్,ଆକାଶବାଣୀ ଡମ୍ପିଂ |
శబ్ద ఆలస్యం రేఖ,ଆକାଶବାଣୀ ବିଳମ୍ବ ରେଖା |
శబ్ద వక్రీకరణ,ଆକାଶବାଣୀ ବିକୃତି |
శబ్ద వాహిక,ଆକାଶବାଣୀ ନଳୀ |
శబ్ద శక్తి,ଆକାଶବାଣୀ ଶକ୍ତି |
శబ్ద అభిప్రాయం,ଆକାଶବାଣୀ ମତାମତ |
శబ్ద వడపోత,ଆକାଶବାଣୀ ଫିଲ୍ଟର |
శబ్ద ఇంపెడెన్స్,ଆକାଶବାଣୀ ପ୍ରତିରୋଧକ |
శబ్ద ప్రచారం స్థిరాంకం,ଆକାଶବାଣୀ ପ୍ରଚାର ସ୍ଥିର |
శబ్ద నిరోధకత,ଆକାଶବାଣୀ ପ୍ରତିରୋଧ |
శబ్దపరంగా ఇన్సులేట్ చేయబడింది,ଆକାଶ ଭାବରେ ଇନସୁଲେଡ୍ |
ధ్వని,ଆକାଶବାଣୀ |
సముపార్జన,ଅଧିଗ୍ରହଣ
ఎక్రోనిం,ଆକ୍ରୋନିମ୍ |
కార్యాచరణ ప్రాంతం,କ୍ରିୟା କ୍ଷେତ୍ର
సక్రియం చేయబడిన ఫిలమెంట్,ସକ୍ରିୟ ଚିଲାମେଣ୍ଟ |
క్రియాశీల,ସକ୍ରିୟ
క్రియాశీల ప్రాంతం,ସକ୍ରିୟ କ୍ଷେତ୍ର
క్రియాశీల విండో,ସକ୍ରିୟ ୱିଣ୍ଡୋ |
అనుకూలత,ଅନୁକେତ
అడాప్టర్,ଆଡାପ୍ଟର (ଆଡାପ୍ଟର)
అడాప్టివ్ డిఫరెన్షియల్ పల్స్ కోడ్ మాడ్యులేషన్,ଆଡାପ୍ଟିଭ୍ ଡିଫେରିଏଲ୍ ପଲ୍ସ କୋଡ୍ ମୋଡୁଲେସନ୍ |
చిరునామా పుస్తకం,ଠିକଣା ବହି
చిరునామా బస్సు,ଠିକଣା ବସ୍
చిరునామా తీర్మానం,ଠିକଣା ରେଜୋଲୁସନ
ప్రక్కనే ఉన్న ఛానల్ జోక్యం,ସଂଲଗ୍ନ ଚ୍ୟାନେଲର ହସ୍ତକ୍ଷେପ |
ప్రక్కనే ఉన్న ఛానల్ సెలెక్టివిటీ,ସଂଲଗ୍ନ ଚ୍ୟାନେଲ ଚୟନ
ప్రక్కనే ఉన్న ఫ్రీక్వెన్సీ,ସଂଲଗ୍ନ ଫ୍ରିକ୍ୱେନ୍ସି |
ప్రక్కనే ఉన్న ఫ్రీక్వెన్సీ ఛానల్,ସଂଲଗ୍ନ ଫ୍ରିକ୍ୱେନ୍ସି ଚ୍ୟାନେଲ |
ప్రక్కనే ఉన్న పిక్చర్ క్యారియర్,ସଂଲଗ୍ନ ଚିତ୍ର ବାହକ |
ప్రక్కనే ఉన్న సౌండ్ క్యారియర్,ସଂଲଗ୍ନ ସାଉଣ୍ଡ ବାହକ |
ప్రక్కనే ఉన్న స్టేషన్,ସଂଲଗ୍ନ ଷ୍ଟେସନ |
సర్దుబాటు,ନିୟନ୍ତ୍ରିତ
సర్దుబాటు కండెన్సర్,ନିୟନ୍ତ୍ରିତ କଣ୍ଡେନ୍ସର୍ |
సర్దుబాటు ఒత్తిడిని,ଚାପକୁ ସଜାଡିବା |
రెంచ్ సర్దుబాటు,ରେଞ୍ଚ ଆଡଜଷ୍ଟ କରିବା |
సర్దుబాటు,ଆଡଜଷ୍ଟମେଣ୍ଟ୍
నిర్వాహకుడు,ପ୍ରଶାସକ
అధునాతన సాంకేతిక పరిజ్ఞానం,ଉନ୍ନତ ଟେକ୍ନୋଲୋଜି |
ఆకాశయాన,ବାୟୁ
వైమానిక శ్రేణి,ଏରିଲ୍ ଆରେ |
వైమానిక బూస్టర్,ଏରିଲ୍ ବୁଷ୍ଟର୍ |
వైమానిక ప్రవాహం,ଏରିଲ୍ କରେଣ୍ଟ୍ |
వైమానిక ఎర్తింగ్ స్విచ్,ଏରିଲ୍ ମାଟିଙ୍ଗ୍ ସୁଇଚ୍ |
వైమానిక సామర్థ్యం,ଏରିଲ୍ ଦକ୍ଷତା |
వైమానిక ఇంపెడెన్స్,ଏରିଲ୍ ଇନପେଟେନ୍ସ |
వైమానిక ఇండక్టెన్స్,ଏରିଲ୍ ଇଣ୍ଡିକାନ୍ସ |
వైమానిక అవాహకం,ଏରିଆଲ୍ ଇନସୁଲେଟର |
వైమానిక లోడింగ్ కాయిల్,ଏରିଆଲ୍ ଲୋଡିଂ କୋଇଲ୍ |
వైమానిక ఫోటోగ్రఫీ,ଏରିଲ୍ ଫଟୋଗ୍ରାଫି |
వైమానిక శక్తి,ଏରିଲ୍ ଶକ୍ତି |
వైమానిక రేడియేషన్ రీస్టెన్స్,ଏରିଆଲ୍ ବିକିରଣର ଲାଭ |
వైమానిక ప్రతిచర్య,ଏରିୟାଲ୍ ପ୍ରତିକ୍ରିୟା |
ఏరోడైనమిక్స్,ଏରୋଡାଇନାମିକ୍ସ
ఏజెన్సీ,ସଂସ୍ଥା
వాయువుని కుదించునది,ବାୟୁ କମ୍ପ୍ରେସାକ୍ର
ఎయిర్ కండెన్సర్,ବାୟୁ କଣ୍ଡନସର୍ |
గాలి చల్లబడింది,ବାୟୁ ଥଣ୍ଡା
ఎయిర్ కోర్డ్ కాయిల్,ବାୟୁ କୋଡ୍ କୋଇଲ୍ |
ఎయిర్ కండిషనింగ్,Accometication
ఆల్బెడో,ଆଲବେଡୋ |
అల్గోరిథం,ଆଲଗୋରିଦମ
అలియాసింగ్,ଛଦ୍ମନାମ
సమలేఖనం,ମିଶ୍ରଣ
అమరిక,ପରିଚାଳିତ
అన్ని వేవ్ వైమానిక,ସମସ୍ତ ତରଙ୍ଗ ବାୟୁ |
కేటాయింపు,ଆବଣ୍ଟନ
అక్షరాలు,ବର୍ଣ୍ଣାନୁକ୍ରମିକ
ఆల్ఫాన్యూమరిక్,ବର୍ଣ୍ଣମାଳା
ఆల్ఫాన్యూమరిక్ పాత్ర,ବର୍ଣ୍ଣମାଳା ଚରିତ୍ର |
ఆల్ఫాన్యూమరిక్ సమాచారం,ବର୍ଣ୍ଣମାଳା ସୂଚନା
ప్రత్యామ్నాయ కరెంట్ (a.c.),ବିକଳ୍ପ ସାମ୍ପ୍ରତିକ (AC.)
ప్రత్యామ్నాయం,ବିକଳ୍ପ
ఆల్టర్నేటర్,Atternator
ఎత్తు,ଉଚ୍ଚତା
పొక్కు ఎత్తు,ଆପୋଜି ର ଉଚ୍ଚତା |
మూత యొక్క ఎత్తు,PERIGEE ର ଉଚ୍ଚତା |
Te త్సాహిక రేడియో కమ్యూనికేషన్,ଆମୋଦିତ ରେଡିଓ ଯୋଗାଯୋଗ |
వాతావరణం,ଅଭିଳାଷୀ |
వాతావరణ మైక్రోఫోన్,ଆମ୍ବିଏନ୍ସ ମାଇକ୍ରୋଫୋନ୍ |
పరిసర పరిస్థితి,ପରିବେଶ ସର୍ତ୍ତ
పరిసర లైటింగ్,ପରିବେଶ ଆଲୋକ |
పరిసర శబ్దం,ଆମ୍ବିକ୍ ଶବ୍ଦ
పరిసర ఉష్ణోగ్రత,ପରିବେଶ ତାପମାତ୍ରା |
అమెరికన్ స్టాండర్డ్ కోడ్,ଆମେରିକୀୟ ମାନକ କୋଡ୍ |
Ampere,ଆମ୍ପେର୍
ఆంపియర్ మీటర్,ଆମ୍ପେର୍ ମିଟର |
విస్తరణ,ବୃଦ୍ଧି
యాంప్లిఫికేషన్ కారకం,Amplfication ଫ୍ୟାକ୍ଟର୍ |
యాంప్లిఫైయర్,ଏମ୍ପ୍ଲିଫାୟର୍
యాంప్లిఫైయర్ లాభం,ଏମ୍ପ୍ଲିଫାୟର୍ ଲାଭ |
యాంప్లిఫైయర్ శబ్దం,ଏମ୍ପ୍ଲିଫାୟର୍ ଶବ୍ଦ |
పరికరాలను విస్తరించడం,ଯନ୍ତ୍ରପାତି ଯନ୍ତ୍ରପାତି |
క్లైస్ట్రాన్ విస్తరించడం,କାଲିଷ୍ଟ୍ରନ୍
యాంప్లిఫైయింగ్ యూనిట్,Amplifying ୟୁନିଟ୍ |
వ్యాప్తి,ପ୍ରଶସ୍ତତା
వ్యాప్తి వక్రీకరణ,ପ୍ରସଙ୍ଗଯୁକ୍ତ ବିକୃତି |
వ్యాప్తి విహారయాత్ర,ପ୍ରୟୋଗ ହୋଇଥିବା ଭ୍ରମଣ |
వ్యాప్తి కారకం,ପ୍ରଶସ୍ତତା ଫ୍ୟାକ୍ଟର୍ |
వ్యాప్తి పరిమితి,ପ୍ରଶସ୍ତତା ସୀମା
వ్యాప్తి మాడ్యులేటెడ్,ପ୍ରୟୋଗ ମୋଡ୍ୟୁଲେଟ୍ |
యాంప్లిట్యూడ్ మాడ్యులేషన్,ପ୍ରଶସ୍ତତା ମୋଡ୍ୟୁଲେସନ୍ |
అనలాగ్ (అనలాగ్),ଆନାଗଲ୍ (ଆନାଗଲ୍)
అనలాగ్ సర్క్యూట్,ଆନାଗଲ୍ ସର୍କିଟ୍ |
అనలాగ్ కంప్యూటర్,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
ఫ్రీక్వెన్సీ ఛానల్,ଆନାଗଲ୍ ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଚ୍ୟାନେଲ |
అనలాగ్ ప్రాతినిధ్యం,ଆନାଗଲ୍ ଉପସ୍ଥାପନା |
అనలాగ్ సిగ్నల్,ଆନାଗଲ୍ ସିଗନାଲ୍ |
డిజిటల్‌కు అనలాగ్,ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
డిజిటల్ కన్వర్టర్‌కు అనలాగ్,ଡିଜିଟାଲ୍ କନଭର୍ଟର ପାଇଁ ଆନାଗଲ୍ |
అనలాగ్ వీడియో,ଆନାଗଲ୍ ଭିଡିଓ |
సారూప్యత,ଅନୁରୂପ
సారూప్యత,ଆନାଲୋଜି
విశ్లేషణ,ବିଶ୍ଳେଷଣ |
డేటా యొక్క విశ్లేషణ,ତଥ୍ୟର ବିଶ୍ଳେଷଣ |
విశ్లేషణాత్మక సాంద్రత,ଆନାଲିଟିକାଲ୍ ଘନତା |
విశ్లేషించడానికి,ବିଶ୍ଳେଷଣ କର |
ఎనలైజర్,ଆନିପ୍ରିଣ୍ଟେଜର |
సహాయక పరికరాలు,ଅର୍କିଲିଡିଆ ଉପକରଣ |
మరియు గేట్,ଏବଂ ଫାଟକ
కొలిమేషన్ యొక్క కోణం,କଲିମିର କୋଣ |
ధ్రువణ కోణం,ପୋଲାରାଇଜେସନ୍ କୋଣ |
భ్రమణ కోణం,ଘୂର୍ଣ୍ଣନର କୋଣ |
గోరు,Agtstom (å)
కోణీయ,କୋଣାର୍କ
కోణీయ త్వరణం,କୋଣାର୍କ ତ୍ୱରାନ୍ୱିତ |
కోణీయ సమన్వయాలు,କୋଣାର୍କ ସମବେଦନା |
కోణీయ విక్షేపం,କୋଣାର୍କ ବିବେକ |
కోణీయ చెదరగొట్టడం,କୋଣାର୍କ ବିପରୀତ |
కోణీయ స్థానభ్రంశం,କୋଣାର୍କ ବିସ୍ଥାପନ |
కోణీయ లోపం,କୋଣାର୍କ ତ୍ରୁଟି |
కోణీయ పౌన .పున్యం,କୋଣାର୍କ ଫ୍ରିକ୍ୱେନ୍ସି |
కోణీయ మొమెంటం,କୋଣାର୍କ ଗତି |
కోణీయ కదలిక,କୋଣାର୍କ ଗତି
కోణీయ వేగం,କୋଣାର୍କ ବେଗ |
యానిమేషన్,ଆନିମେସନ୍
యానోడ్,Anode
యానోడ్ బ్యాటరీ,Anodod ବ୍ୟାଟେରୀ |
యానోడ్ లక్షణం,Andod ବ istic ଶିଷ୍ଟ୍ୟ |
యానోడ్ సర్క్యూట్,ଆନୋଡ ସର୍କିଟ୍ |
యానోడ్ వెదజల్లడం,ଆନୁଷ୍ଠାନିକ ଡିସପିଏସନ
యానోడ్ సామర్థ్యం,ଆନୁଷ୍ଠାନିକ ଦକ୍ଷତା |
యానోడ్ ఇన్పుట్ శక్తి,ଆନୁଷ୍ଠାନିକ ଇନପୁଟ୍ ଶକ୍ତି |
యానోడ్ మాడ్యులేషన్,ଆନୁଷ୍ଠାନିକ ମୋଡୁଲେସନ୍ |
యాంటెన్నా,ଆଣ୍ଟେନା |
యాంటెన్నా బీమ్విడ్త్,ଆଣ୍ଟେନା ବିମ୍ୱିଡଥ୍ |
యాంటెన్నా బూస్టర్,ଆଣ୍ଟେନା ବୁଷ୍ଟର୍ |
యాంటెన్నా చేంజ్ఓవర్ స్విచ్,ଆଣ୍ଟେନା ପରିବର୍ତ୍ତନକାରୀ ସୁଇଚ୍ |
యాంటెన్నా కాయిల్,ଆଣ୍ଟେନା କୋଇଲ୍ |
యాంటెన్నా కాన్ఫిగరేషన్,ଆଣ୍ଟେନା ବିନ୍ୟାସ
యాంటెన్నా కప్లర్,ଆଣ୍ଟେନା କପଟର୍ |
యాంటెన్నా క్రాస్ ధ్రువ నమూనా,ଆଣ୍ଟେନା କ୍ରସ୍ ପୋଲାର୍ ପ୍ୟାଟର୍ |
యాంటెన్నా కరెంట్,ଆଣ୍ଟେନା କରେଣ୍ଟ୍ |
యాంటెన్నా డైరెక్టివిటీ లాభం,ଆଣ୍ଟେନା ପ୍ରତ୍ୟକ୍ଷ ପ୍ରତ୍ୟକ୍ଷ ଲାଭ |
యాంటెన్నా డ్యూప్లెక్సర్,ଆଣ୍ଟେନା ଡୁପ୍ଲେକ୍ସର |
యాంటెన్నా ప్రభావవంతమైన ప్రాంతం,ଆଣ୍ଟେନା ପ୍ରଭାବଶାଳୀ କ୍ଷେତ୍ର |
యాంటెన్నా సామర్థ్యం,ଆଣ୍ଟେନା ଦକ୍ଷତା |
యాంటెన్నా ఫీడ్,ଆଣ୍ଟେନା ଫିଡ୍ |
యాంటెన్నా ఫుట్ ప్రింట్,ଆଣ୍ଟେନା ପାଦ ପ୍ରିଣ୍ଟ୍ |
యాంటెన్నా లాభం,ଆଣ୍ଟେନା ଲାଭ
యాంటెన్నా ఎత్తు,ଆଣ୍ଟେନା ଉଚ୍ଚତା |
యాంటెన్నా ఇంపెడెన్స్,ଆଣ୍ଟେନା ପ୍ରତିରକ୍ଷା |
యాంటెన్నా ఇండక్టెన్స్,ଆଣ୍ଟେନା ଇଣ୍ଡିକାନ୍ସ |
యాంటెన్నా నమూనా,ଆଣ୍ଟେନା ପାଟର୍ନ |
యాంటెన్నా ప్లెక్సర్,ଆଣ୍ଟେନା ପ୍ଲେକ୍ସର୍ |
యాంటెన్నా ధ్రువణత,ଆଣ୍ଟେନା ପୋଲାରାଇଜେସନ୍ |
యాంటెన్నా శక్తి,ଆଣ୍ଟେନା ଶକ୍ତି |
యాంటెన్నా శక్తి లాభం,ଆଣ୍ଟେନା ପାୱାର ଲାଭ |
యాంటెన్నా రేడియేషన్ నిరోధకత,ଆଣ୍ଟିନା ବିକିରଣ ପ୍ରତିରୋଧ |
యాంటెన్నా రియాక్టెన్స్,ଆଣ୍ଟେନା ପ୍ରତିକ୍ରିୟା |
యాంటెన్నా రిఫ్లెక్టర్,ଆଣ୍ଟେନା ରିଫଲେକ୍ଟର |
యాంటెన్నా నిరోధకత,ଆଣ୍ଟେନା ପ୍ରତିରୋଧ
యాంటెన్నా ప్రతిధ్వని ఫ్రీక్వెన్సీ,ଆଣ୍ଟେନା ପର୍ଯ୍ୟଟକଗଣ ବିସ୍ତାରିତ ଫ୍ରିକ୍ୱେନ୍ସି |
యాంటెన్నా స్పేసింగ్,ଆଣ୍ଟେନା ବ୍ୟବଧାନ |
యాంటెన్నా స్విచింగ్ రూమ్,ଆଣ୍ଟେନା ସୁଇଚ୍ ରୁମ୍ |
యాంటెన్నా ట్యూనింగ్ కాయిల్,ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ କୋଇଲ୍ |
యాంటెన్నా ట్యూనింగ్ హట్,ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ ହାଟ |
ఎపర్చరు,ଆପେଚର
అపోజీ,ଆପୋଲେଜ୍
అపోజీ రాకెట్,ଆପୋଲେ ରକେଟ୍ |
ఉపకరణం,ଉପକରଣ
స్పష్టంగా,ସ୍ପଷ୍ଟ
ఆప్లెట్,ଆପଲେଟ୍
అప్లికేషన్,ପ୍ରୟୋଗ
సుమారు,ଆନୁମାନିକ
అక్వేస్ ద్రావణం,ଜଳପ୍ରବାହକାରୀ ସମାଧାନ |
ఆర్క్,ଆର୍କ
వాస్తుశిల్పం,ସ୍ଥାପତ୍ୟ
సౌండ్ రికార్డింగ్ యొక్క ఆర్కైవల్ బదిలీ,ଶବ୍ଦ ରେକର୍ଡିଂର ଅଭିଲେଖାଗାର ସ୍ଥାନାନ୍ତର |
ఆర్కైవ్స్,ଅଭିଲେଖାଗାର
అంకగణిత కోడింగ్,ଗାଣିତିକ କୋଡିଂ |
ఆర్మేచర్,ଅର୍ଗର
ఆర్మేచర్ వైండింగ్,ଅରତା ପବନ
అమరిక,ଆରେ
అరేస్టర్,ଆରେଷ୍ଟ୍ରର୍
ఉచ్చారణ,ଆର୍ଟଲେସନ୍
(= కళాఖండము,କଳାକୃତି (= କଳାକୃତି)
ఆరోహణ,ଆରୋହଣ
కారక నిష్పత్తి,ଆନୁମାନିକ ଅନୁପାତ
సమీకరించేవాడు,ଏକତ୍ରିତ |
వాదన,ଧାରଣା
అప్పగింత,ଆସାଇନମେଣ୍ଟ
అసైన్‌మెంట్ ఛానల్,ଆସାଇନମେଣ୍ଟ ଚ୍ୟାନେଲ୍ |
అసమాన,ଅସମାନଗତ
అసమకాలిక,ଅସନ୍ତୁଳିତ
వాతావరణం,ବାୟୁମଣ୍ଡଳ
వాతావరణ నష్టం,ବାୟୁମଣ୍ଡଳୀୟ କ୍ଷତି |
వాతావరణ శబ్దం,ବାୟୁମଣ୍ଡଳୀୟ ଶବ୍ଦ |
వాతావరణ పీడనం,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
వాతావరణ ప్రచారం,ବାୟୁମଣ୍ଡଳୀୟ ପ୍ରସାର |
వాతావరణ రేడియో-వేవ్,ବାୟୁମଣ୍ଡଳୀୟ ରେଡିଓ-ତରଙ୍ଗ |
వాతావరణం,ବାୟୁମଣ୍ଡଳ
అణువు,ପରମାଣୁ
అణు నిర్మాణం,ପରମାଣୁ ଗଠନ
అటాచ్మెంట్,ସଂଲଗ୍ନ
అటెన్యుయేషన్,ସାଧନ
అటెన్యుయేషన్ నష్టం,ଆଟେନେସନ୍ କ୍ଷତି |
ధ్వని తరంగాల యొక్క అటకన,ଶବ୍ଦ ତରଙ୍ଗର ଆଭିମୁଖ୍ୟ |
అటెన్యూయేటర్,ଆଟେଟୋଲେଟର୍ |
అటెన్యూయేటర్-ప్యాడ్,ଆଟେନୁଏଟର୍-ପ୍ୟାଡ୍ |
విడిబిలిటీ థ్రెషోల్డ్,ପରିମାପ ସୀମା
వినగల,ମୂଳଦୁଆ
వినగల ఫ్రీక్వెన్సీ,ଶରଣଯୋଗର ଫ୍ରିକ୍ୱେନ୍ସି |
వినగల స్వరం,ଶ୍ରବଣୀୟ ସ୍ୱର
వినగల-స్పెక్ట్రం,ଶ୍ରୋଚନା-ସ୍ପେକ୍ଟ୍ରମ୍ |
ప్రేక్షకులు,ଦର୍ଶକ |
ఆడియో,ଅଡିଓ
ఆడియో యాంప్లిఫైయర్,ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |
ఆడియో ఎనలైజర్,ଅଡିଓ ଆନାଲିଜର |
ఆడియో ప్రసారం,ଅଡିଓ ପ୍ରସାରଣକାରୀ |
ఆడియో కేబుల్,ଅଡିଓ କେବୁଲ୍ |
ఆడియో గొలుసు,ଅଡିଓ ଶୃଙ୍ଖଳା
ఆడియో కోడెక్,ଅଡିଓ କୋଡେକ
ఆడియో కుదింపు,ଅଡିଓ ସଙ୍କୋଚନ |
ఆడియో కంప్రెసర్,ଅଡିଓ ସଙ୍କୋଚନ |
ఆడియో కన్సోల్,ଅଡିଓ କୋନସୋଲ |
ఆడియో వక్రీకరణ,ଅଡିଓ ବିକୃତ |
ఆడియో డైనమిక్ పరిధి,ଅଡିଓ ଗତିଶୀଳ ପରିସର |
ఆడియో ఫైల్ ఫార్మాట్,ଅଡିଓ ଫାଇଲ୍ ଫର୍ମାଟ୍ |
ఆడియో ఫ్రేమ్ ఫార్మాట్,ଅଡିଓ ଫ୍ରେମ୍ ଫର୍ମାଟ୍ |
ఆడియో ఫ్రీక్వెన్సీ యాంప్లిఫైయర్,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |
ఆడియో ఫ్రీక్వెన్సీ జనరేటర్,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଜେନେରେଟର |
ఆడియో ఫ్రీక్వెన్సీ పరిధి,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ରେଞ୍ଜ |
ఆడియో ఫ్రీక్వెన్సీ ప్రతిస్పందన,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା |
ఆడియో పరిమితి,ଅଡିଓ ସୀମା
ఆడియో లైన్,ଅଡିଓ ରେଖା |
ఆడియో మిక్సర్,ଅଡିଓ ମିକ୍ସର୍ |
ఆడియో మాడ్యులేషన్,ଅଡିଓ ମୋଣ୍ଟୁଲେସନ୍ |
ఆడియో ఓసిలేటర్,ଅଡିଓ ଓସକ୍ଲଟର |
ఆడియో అవుట్పుట్,ଅଡିଓ ଆଉଟପୁଟ୍
ఆడియో శక్తి,ଅଡିଓ ଶକ୍ତି |
ఆడియో నాణ్యత,ଅଡିଓ ଗୁଣ
ఆడియో సిగ్నల్,ଅଡିଓ ସଙ୍କେତ
ఆడియో సిగ్నల్ ప్రాసెసింగ్,ଅଡିଓ ସଙ୍କେତ ପ୍ରକ୍ରିୟାକରଣ |
ఆడియో స్పెక్ట్రం,ଅଡିଓ ସ୍ପେକ୍ଟ୍ରମ୍
ఆడియో నిల్వ,ଅଡିଓ ଷ୍ଟୋରେଜ୍ |
ఆడియో సబ్ క్యారియర్,ଅଡିଓ ସବ୍-କ୍ୟାରିଅର୍ |
ఆడియో ట్రాన్స్ఫార్మర్,ଅଡିଓ ଟ୍ରାନ୍ସଫର୍ମର |
ఆడియో ట్రాన్స్మిటర్,ଅଡିଓ ଟ୍ରାନ୍ସମିଟର |
శ్రవణ/వీడియో కుదింపు,ଅଡିଓ / ଭିଡିଓ ସଙ୍କୋଚନ |
ఆడియో-ఫ్రీక్వెన్సీ ఓసిలేటర్,ଅଡିଓ-ଫ୍ରିକ୍ୱେନ୍ସି ଓସକ୍ଲୁଟର |
ఆడియో-ఫ్రీక్వెన్సీ సిగ్నల్,ଅଡିଓ-ଫ୍ରିକ୍ୱେନ୍ସି ସିଗ୍ନାଲ୍ |
ఆడియోమెట్రీ,ଅଡିଓମେଟ୍ରି |
ఆడియో-విజువల్ ఎయిడ్,ଅଡିଓ-ଭିଜୁଆଲ୍ ସାହାଯ୍ୟ |
శ్రవణ అవగాహన,ଅଡିଟୋରୀ ଧାରଣା |
ప్రామాణీకరణ,ପ୍ରାମାଣିକିକରଣ
అధీకృత క్యారియర్ ఫ్రీక్వెన్సీ,ପ୍ରାଧିକୃତ ବାହକ ଫ୍ରିକ୍ୱେନ୍ସି |
ఆటో క్యాడ్,ଅଟୋ କ୍ୟାଡ୍
ఆటో డయాగ్నస్టిక్స్,ଅଟୋ ଡାଇଗ୍ନୋଷ୍ଟିକ୍ |
ఆటోమేటిక్,ସ୍ୱୟଂଚାଳିତ |
స్వయంచాలక నియంత్రణ,ସ୍ୱୟଂଚାଳିତ ନିୟନ୍ତ୍ରଣ |
ఆటోమేటిక్ డిటెక్షన్,ସ୍ୱୟଂଚାଳିତ ଚିହ୍ନଟ |
స్వయంచాలక పరికరాలు,ସ୍ୱୟଂଚାଳିତ ଯନ୍ତ୍ରପାତି |
ఆటోమేటిక్ ఫ్రీక్వెన్సీ కంట్రోల్,ସ୍ୱୟଂଚାଳିତ ଫ୍ରିକ୍ୱେନ୍ସି କଣ୍ଟ୍ରୋଲ୍ |
ఆటోమేటిక్ లిమిటర్,ସ୍ୱୟଂଚାଳିତ ସୀମା |
