Tamil,Gujarati
எண்ணெழுத்து,મૂર્તિમંત
எண்ணெழுத்து எழுத்து,વર્ણ -અક્ષર
எண்ணெழுத்து தகவல்,વર્ણ -મૂર્તિમંત માહિતી
மாற்று மின்னோட்டம் (ஏ.சி.),વૈકલ્પિક વર્તમાન (એ.સી.)
மாற்று,એકાંતરણ
மின்மாற்றி,પરાકારી
உயரம்,Altંચાઈ
அப்போஜியின் உயரம்,અનુગામી alt ંચાઇ
பெரிஜியின் உயரம்,પેરગીની alt ંચાઇ
அமெச்சூர் வானொலி தொடர்பு,કલાપ્રેમી રેડિયો સંચાર
சூழ்நிலை,વાતાવરણ
சுற்றுப்புற மைக்ரோஃபோன்,આજુબાજુના માઇક્રોફોન
சுற்றுப்புற நிலை,આસપાસની શરત
சுற்றுப்புற விளக்குகள்,આસપાસની આજુબાજુની પ્રકાશ
சுற்றுப்புற சத்தம்,આજુબાજુનો અવાજ
சுற்றுப்புற வெப்பநிலை,આસપાસનું તાપમાન
அமெரிக்கன் ஸ்டாண்டர்ட் கோட்,અમેરિકન માનક સંહિતા
ஆம்பியர்,ષડયંત્ર
ஆம்பியர் மீட்டர்,Amાંદું મીટર
பெருக்கம்,વિસ્તૃત કરવું તે
பெருக்க காரணி,વિસ્તૃત પરિબળ
பெருக்கி,પ્રવેધક
பெருக்கி ஆதாயம்,વિપુલ લાભ
பெருக்கி சத்தம்,એમ્પ્લીફાયર અવાજ
உபகரணங்கள் பெருக்குதல்,વિસ્તૃત સાધનસામગ્રી
கிளிஸ்ட்ரான் பெருக்குதல்,ક્લીસ્ટ્રોનને વિસ્તૃત કરવું
பெருக்குதல் அலகு,વિસ્તૃત એકમ
வீச்சு,કંપનવિસ્તાર
வீச்சு விலகல்,કંપનવિસ્તારની વિકૃતિ
வீச்சு உல்லாசப் பயணம்,કંપનવિસ્તાર
வீச்சு காரணி,કંપનવિસ્તાર પરિબળ
அலைவீச்சு வரம்பு,મર્યાદિત મર્યાદા
வீச்சு பண்பேற்றப்பட்டது,કંપનવિસ્તાર -મોડ્યુલેટેડ
வீச்சு பண்பேற்றம்,કંપનલી -મોડ્યુલેશન
ஒப்புமை (அனலாக்),એનાલોગ (એનાલોગ)
அனலாக் சுற்று,એનાશ
அனலாக் கணினி,એનાલોગ કમ્પ્યુટર
அனலாக் ரேடியோ அதிர்வெண் சேனல்,એનાલોગ રેડિયો આવર્તન ચેનલ માટે એનાલોગ રેડિયો આવર્તન ચેનલ
அனலாக் பிரதிநிதித்துவம்,મનોલોગ પ્રતિનિધિત્વ
அனலாக் சிக்னல்,એનાલોગ સંકેત
டிஜிட்டலுக்கு அனலாக்,ડિજિટલથી એનાલોગ
டிஜிட்டல் மாற்றிக்கு அனலாக்,ડિજિટલ કન્વર્ટર માટે એનાલોગ
அனலாக் வீடியோ,એટાલી -વિડિઓ
ஒப்பீட்டு,સમાન
ஒப்புமை,સાદ્રશ્ય
பகுப்பாய்வு,વિશ્લેષણ
தரவின் பகுப்பாய்வு,આંકડા
பகுப்பாய்வு அடர்த்தி,વિશ્લેષણાત્મક ઘનતા
பகுப்பாய்வு செய்யுங்கள்,વિશ્લેષણ કરવું
பகுப்பாய்வி,વિશ્લેષક
துணை உபகரணங்கள்,સૌધિતિક સાધનસામગ્રી
மற்றும் வாயில்,અને દરવાજો
மோதலின் கோணம்,ખાત્ય ખૂણા
துருவமுனைப்பு கோணம்,ધ્રુવીકરણ ખૂણા
சுழற்சியின் கோணம்,પરિભ્રમણ
ஆங்ஸ்ட்ரோம் (Å),એંગસ્ટ્રોમ (Å)
கோண,કોણીય
கோண முடுக்கம்,કોતરણી પ્રવેગક
கோண ஒருங்கிணைப்புகள்,કોતરણી સમન્વય
கோண அழிவு,કોતરણી
கோண சிதறல்,કોમણ -ફેલાવો
கோண இடப்பெயர்ச்சி,કોણીય વિસ્થાપન
கோண பிழை,કોણીય ભૂલ
கோண அதிர்வெண்,કોણીય આવર્તન
கோண உந்தம்,કોતરણી ગતિ
கோண இயக்கம்,કોણીય ગતિ
கோண வேகம்,કોતરણી વેગ
இயங்குபடம்,પ્રસન્નતા
நேர்மறை,એનોડ
நேர்மறை பேட்டரி,એનોડ બ batteryણ
நேர்மறை பண்பு,એનોડ લાક્ષણિકતા
நேர்மறை சுற்று,એનોડ સર્કિટ
அனோட் சிதறல்,એનોડ વિઘટન
அனோட் செயல்திறன்,એનોડ કાર્યક્ષમતા
அனோட் உள்ளீட்டு சக்தி,એનોડ ઇનપુટ પાવર
அனோட் மாடுலேஷன்,એનોડ મોડ્યુલેશન
ஆண்டெனா,એન્ટેના
ஆண்டெனா பீம் அகலம்,એન્ટેના બીમવિડ્થ
ஆண்டெனா பூஸ்டர்,એન્ટેના
ஆண்டெனா மாற்ற சுவிட்ச்,એન્ટેના ચેન્જઓવર સ્વીચ
ஆண்டெனா சுருள்,કોઇ
ஆண்டெனா உள்ளமைவு,એન્ટેના રૂપરેખાંકન
ஆண்டெனா கப்ளர்,એન્ટેના કપડા
ஆண்டெனா குறுக்கு துருவ முறை,એન્ટેના ક્રોસ ધ્રુવીય પદ્ધતિ
ஆண்டெனா நடப்பு,એન્ટેના પ્રવાહ
ஆண்டெனா டைரக்டிவிட்டி ஆதாயம்,એન્ટેના નિર્દેશન લાભ
ஆண்டெனா டூப்ளெக்சர்,એન્ટેના ડુપ્લેક્સર
ஆண்டெனா பயனுள்ள பகுதி,એન્ટેના અસરકારક ક્ષેત્ર
ஆண்டெனா செயல்திறன்,વૈશ્વિક કાર્યક્ષમતા
ஆண்டெனா ஊட்டம்,એન્ટેના ફીડ
ஆண்டெனா கால் அச்சு,એન્ટેના પગની છાપ
ஆண்டெனா ஆதாயம்,એન્ટેના લાભ
ஆண்டெனா உயரம்,એન્ટેના height ંચાઇ
ஆண்டெனா மின்மறுப்பு,એન્ટેના અવરોધ
ஆண்டெனா தூண்டல்,એન્ટેના
ஆண்டெனா முறை,એન્ટેનાનો દાખલો
ஆண்டெனா பிளெக்ஸர்,એન્ટેના નાવિક
ஆண்டெனா துருவமுனைப்பு,એન્ટેના ધ્રુવીકરણ
ஆண்டெனா சக்தி,એન્ટેના શક્તિ
ஆண்டெனா சக்தி ஆதாயம்,એન્ટેના વીજળી લાભ
ஆண்டெனா கதிர்வீச்சு எதிர்ப்பு,એન્ટેના રેડિયેશન પ્રતિકાર
ஆண்டெனா எதிர்வினை,એન્ટેના પ્રતિક્રિયા
ஆண்டெனா பிரதிபலிப்பாளர்,એન્ટેના પરાવર્તક
ஆண்டெனா எதிர்ப்பு,એન્ટેના પ્રતિકાર
ஆண்டெனா அதிர்வு அதிர்வெண்,એન્ટેના પડઘો આવર્તન
ஆண்டெனா இடைவெளி,એન્ટેના અંતર
ஆண்டெனா மாறுதல் அறை,એન્ટેના સ્વિચિંગ રૂમ
ஆண்டெனா டியூனிங் சுருள்,એન્ટેના ટ્યુનિંગ કોઇલ
ஆண்டெனா ட்யூனிங் ஹட்,એન્ટેના ટ્યુનિંગ ઝૂંપડી
துவாரம்,છિદ્ર
Apogee,પ્રાણઘાતક
அபோஜி ராக்கெட்,અજેતા રોકેટ
கருவி,ઉપકરણ
தோன்றும்,સ્પષ્ટ
Applet,સાદડી
விண்ணப்பம்,નિયમ
தோராயமான,આશરે
நீர்வாழ் தீர்வு,જળસ
வில்,ચાપ
கட்டிடக்கலை,સ્થાપત્ય
ஒலி பதிவின் காப்பக பரிமாற்றம்,ધ્વનિ રેકોર્ડિંગનું આર્કાઇવલ ટ્રાન્સફર
காப்பகங்கள்,દફ્તર
எண்கணித குறியீட்டு முறை,અંકગણિત કોડિંગ
ஆர்மேச்சர்,હાથ
ஆர்மேச்சர் முறுக்கு,આર્મચર વિન્ડિંગ
வரிசை,કળ
கைது செய்பவர்,કરચલો
வெளிப்பாடு,સ્પષ્ટીકરણ
கலைப்பொருள் (= கலைப்பொருள்),આર્ટિફેક્ટ (= આર્ટિફેક્ટ)
ஏறுதல்,ચડતું
விகிதம்,પાસા ગુણોત્તર
அசெம்பிளர்,ભેગા કરનાર
கூற்று,નિશ્ચય
ஒதுக்கீடு,સોંપણી
ஒதுக்கீட்டு சேனல்,નાબૂદ
சமச்சீரற்ற,અસમપ્રમાણ
ஒத்திசைவற்ற,અસુમેળવાળું
வளிமண்டலம்,વાતાવરણ
வளிமண்டல இழப்பு,વાતાવરણીય નુકસાન
வளிமண்டல சத்தம்,વાતાવરણીય અવાજ
வளிமண்டல அழுத்தம்,વાતાવરણ નુ દબાણ
வளிமண்டல பரவல்,વાતાવરણીય પ્રચાર
வளிமண்டல வானொலி-அலை,વાતાવરણીય તરંગ
வளிமண்டலங்கள்,વાતાવરણીય
அணு,અણુ
அணு அமைப்பு,અણુનું માળખું
இணைப்பு,જોડાણ
விழிப்புணர்வு,વ્યવહાલ
விழிப்புணர்வு இழப்பு,અંતરચળી
ஒலி அலைகளின் விழிப்புணர்வு,ધ્વનિ તરંગો
அட்டென்யூட்டர்,હલકાઈ કરનાર
அட்டென்யூட்டர்-பேட்,વિકેન્દ્ર
கேட்கக்கூடிய வாசல்,શ્રદ્ધાળુ થ્રેશોલ્ડ
கேட்கக்கூடியது,શ્રાવ્ય
கேட்கக்கூடிய அதிர்வெண்,શ્રાવ્ય આવર્તન
கேட்கக்கூடிய தொனி,શિરદર્શક સ્વર
கேட்கக்கூடிய-ஸ்பெக்ட்ரம்,શિરદર્શક
பார்வையாளர்கள்,શ્રોતા
ஆடியோ,Audડિસ
ஆடியோ பெருக்கி,Audio ડિઓ એમ્પ્લીફાયર
ஆடியோ பகுப்பாய்வி,Audio ડિઓ વિશ્લેષક
ஆடியோ ஒளிபரப்பு,Audio ડિઓ બ્રોડકાસ્ટિંગ
ஆடியோ கேபிள்,Audષધિસનું aution ડિઓબલ
ஆடியோ சங்கிலி,શાસ્ત્ર
ஆடியோ கோடெக்,કડકા
ஆடியோ சுருக்கம்,Audતુ)
ஆடியோ அமுக்கி,કોમ્પ્રેસર
ஆடியோ கன்சோல்,Audio ડિઓ કન્સોલ
ஆடியோ விலகல்,Audio ડિઓની વિકૃતિ
ஆடியோ டைனமிக் வரம்பு,Dynamડિસ
ஆடியோ கோப்பு வடிவம்,Audio ડિઓ ફાઇલ ફોર્મેટ
ஆடியோ பிரேம் வடிவம்,Audio ડિઓ ફ્રેમ ફોર્મેટ
ஆடியோ அதிர்வெண் பெருக்கி,Audio ડિઓ આવર્તન એમ્પ્લીફાયર
ஆடியோ அதிர்வெண் ஜெனரேட்டர்,Audio ડિઓ આવર્તન જનરેટર
ஆடியோ அதிர்வெண் வரம்பு,Audio ડિઓ આવર્તન શ્રેણી
ஆடியோ அதிர்வெண் பதில்,Audio ડિઓ આવર્તન પ્રતિસાદ
ஆடியோ லிமிட்டர்,સત્તાધિકારી
ஆடியோ வரி,Audષધિ
ஆடியோ மிக்சர்,Audડિસર
ஆடியோ பண்பேற்றம்,Audio ડિઓ મોડ્યુલેશન
ஆடியோ ஆஸிலேட்டர்,ઓડિસ -ઓસિલેટર
ஆடியோ வெளியீடு,Audio ડિઓ આઉટપાત
ஆடியோ சக்தி,Auth ડિઓ સત્તાની સત્તા
ஆடியோ தரம்,કવિતા
ஆடியோ சிக்னல்,શ્રદ્ધા
ஆடியோ சிக்னல் செயலாக்கம்,Audio ડિઓ સિગ્નલ પ્રક્રિયા
ஆடியோ ஸ்பெக்ட்ரம்,Audio ડિઓ સ્પેક્ટ્રમ
ஆடியோ சேமிப்பு,Audio ડિઓ સંગ્રહ
ஆடியோ துணை கேரியர்,Audડિસ
ஆடியோ மின்மாற்றி,ઈડનીસ પરિશ્રમ
ஆடியோ டிரான்ஸ்மிட்டர்,Audio ડિઓ ટ્રાન્સમીટર
ஆடியோ/வீடியோ சுருக்க,Audio ડિઓ/વિડિઓ કમ્પ્રેશન
ஆடியோ-அதிர்வெண் ஆஸிலேட்டர்,Audડ-આવર્તન ઓસિલેટર
ஆடியோ-அதிர்வெண் சமிக்ஞை,પુનરાવર્તન સંકેત
ஆடியோமெட்ரி,કવિતા
ஆடியோ காட்சி உதவி,વિઝ્યુઅલી સહાય
செவிவழி கருத்து,ઉપદેશની ધારણા
அங்கீகார,પ્રમાણીકરણ
அங்கீகரிக்கப்பட்ட கேரியர் அதிர்வெண்,અધિકૃત વાહક આવર્તન
ஆட்டோ கேட்,ઓટો કેડ
ஆட்டோ கண்டறிதல்,સ્વત -નિદાન
தானியங்கி,સ્વચાલિત
தானியங்கி கட்டுப்பாடு,સ્વચાલિત નિયંત્રણ
தானியங்கி கண்டறிதல்,સ્વચાલિત તપાસ
தானியங்கி உபகரணங்கள்,સ્વચાલિત સાધનો
தானியங்கி அதிர்வெண் கட்டுப்பாடு,સ્વચાલિત આવર્તન નિયંત્રણ
தானியங்கி வரம்பு,સ્વચાલિત મર્યાદા
தானியங்கி இயந்திரம்,સ્વચાલિત યંત્ર
தானியங்கி கட்டக் கட்டுப்பாடு,આપમેળે phાંકણું નિયંત્રણ
தானியங்கி பட பரிமாற்றம்,સ્વચાલિત ચિત્ર પ્રસારણ
தானியங்கி பிளேபேக்,સ્વચાલિત પ્લેબેક
தானியங்கி சக்தி கட்டுப்பாடு,સ્વચાલિત વીજળી નિયંત્રણ
தானியங்கி நிரலாக்க,સ્વચાલિત કાર્યક્રમ
தானியங்கி பதிவு,સ્વચાલિત રેકોર્ડિંગ
தானியங்கி மீட்டமைப்பு,સ્વચાલિત ફરીથી સેટ કરવું
தானியங்கி ஷட்டர்,સ્વચાલિત શટર
தானியங்கி அமைப்பு,સ્વચાલિત પદ્ધતિ
தானியங்கி தொலைபேசி,સ્વચાલિત ટેલિફોન
தானியங்கி வெப்பநிலை கட்டுப்பாடு,સ્વચાલિત તાપમાને નિયંત્રણ
தானியங்கி மின்னழுத்த சீராக்கி,સ્વચાલિત વોલ્ટેજ નિયમનકાર
தானியங்கி தொகுதி அமுக்கி,સ્વચાલિત વોલ્યુમ કોમ્પ્રેસર
தானியங்கி தொகுதி கட்டுப்பாடு,સ્વચાલિત વોલ્યુમ નિયંત્રણ
தானியங்கி தொகுதி விரிவாக்கம்,સ્વચાલિત વોલ્યુમ વિસ્તૃતર
தானியங்கு,સ્વચાલિતતા
ஆட்டோமேஷன் கட்டுப்பாடு,સ્વચાલિત નિયંત્રણ
ஆட்டோமேஷன் அதிர்வெண் கட்டுப்படுத்தி,સ્વચાલિત આવર્તન નિયંત્રક
துணை,સહાયક
துணை ஆடியோ பஸ்,સહાયક audio ડિઓ બસ
கிடைக்கும் சக்தி,ઉપલબ્ધ શક્તિ
பனிச்சரிவு முறிவு,હિમપ્રપાત
சராசரி வாழ்க்கை,સરેરાશ
சராசரி அழுத்தம்,સરેરાશ દબાણ
சராசரி வேகம்,સામન્ય ગતિ
சுழல் அச்சு,સ્પિનનો ધરી
அசிமுத்,અઝિમુથ
அஜிமுத் கோணம்,અજીમુથ ખૂન
அஜிமுத் பிழை,અઝીમુથ ભૂલ
பின் ஒளி,પાછલી બાજુ
பின் திட்டம்,પૂર્વ -પ્રક્ષેપણ
பின் மின்னழுத்தம் (= தலைகீழ் மின்னழுத்தம்),બેક વોલ્ટેજ (= વિપરીત વોલ્ટેજ)
பின்னணி (வில் மீண்டும்),બેકફાયર (આર્ક બેક)
பின்னணி ஒளி,પૃષ્ઠભૂમિ
பின்னணி இரைச்சல்,પાછળનો ઘોંઘાટ
பின்னணி திட்டம்,પૃષ્ઠભૂમિ
காப்புப்பிரதி,પીઠ
தடுப்பு,શરમાળ
பேக்கிங்,બાફવું
சீரான ஆடியோ,સંતુલિત audio ડિઓ
சீரான ஆடியோ வரி,વારેલી audio ડિઓ લાઇન
சீரான பரிமாற்ற வரி,સંતુલન પ્રસારણ રેખા
சமநிலைப்படுத்துதல்,સંતુલન
நிலைப்படுத்தல்,બાલાસ
நிலைப்படுத்தும் காரணி,બાલાસ
பலூன்,બારીક
பேண்ட்,પહાડી
பேண்ட் பாஸ் வடிகட்டி,બેન્ડ પાસ ફિલ્ટર
இசைக்குழு தேர்வாளர்,પસંદગીકાર
பேண்ட் பிரித்தல்,વિભાજન
பேண்ட் ஸ்டாப் வடிகட்டி,બેન્ડ સ્ટોપ ફિલ્ટર
பேண்ட் சுவிட்ச்,સજાગ
பேண்ட் ட்யூனிங்,આવરણ
அலைவரிசை,બ bandન્ટવિડ્થ
மதுக்கூடம்,બાર
பார் குறியீடு,બાર -સંહિતા
பார் தரவு,અવલંબ
வெற்று இசைக்குழு,સરખામણી
வெற்று விளக்கு,દીવો
கொட்டகையின் கதவு,કોઠાર
தள இசைக்குழு,પાયાની પટ્ટી
அடிப்படை இசைக்குழு சமிக்ஞை,પાયાનો સંકેત
அடிப்படை இசைக்குழு அமைப்பு,પાયાનો બેન્ડ પદ્ધતિ
அடிப்படை உலாவி,આધાર બ્રાઉઝર
அடிப்படை சேகரிப்பான் சந்தி,આધાર -કલેકટર જંકશન
அடிப்படை இன்சுலேட்டர்,આધાર -ઇન્સ્લેટર
பாஸ்,પાળનાર
பாஸ் இழப்பீடு,બાસ
பாஸ் ஒலிபெருக்கி (வூஃபர்),બાસ લાઉડ સ્પીકર (વૂફર)
தொகுதி ஸ்கேனிங்,બેચ સ્કેનીંગ
பேட்டரி சார்ஜிங்,બ batteryટરી ચાર્જ
உத்திரம்,બીમ
அடி,ધબક
அதிர்வெண் ஆஸிலேட்டரை வெல்லுங்கள்,આવર્તન ઓસિલેટરને હરાવ્યું
பெல்,પોત
சார்பு,પક્ષપાત
சார்பு சுற்று,પૂર્વગ્રહ
சார்பு அதிர்வெண்,પક્ષપાત
சார்பு மின்னழுத்தம்,પૂર્વગ્રહ
முன்னோக்கி திசையில் பக்கச்சார்பானது,આગળની દિશામાં પક્ષપાતી
இரு திசை மைக்ரோஃபோன்,દ્વિ-દિશાકીય માઇક્રોફોન
விளம்பர பலகை,પાટિયું
விளம்பர பலகை விண்ணப்பம்,પાટિયાની અરજી
இரு-உலோக உறுப்பு,દ્વિ ધાતુયુક્ત તત્વ
இரும,દ્વિસંગી
பைனரி குறியீட்டு தசம,દ્વિસંગી કોડેડ દશાંશ
ஈராண்டின் இலக்கியம் (பிட்),દ્વિસંગી અંક (બીટ)
இரும எண்,દ્વિસંગી સંખ્યા
பைனரல் விசாரணை,દ્વિપ્રહાર સુનાવણી
தொலைநோக்கி,દૂરબાહિક
பயோமெட்ரிக்,જૈવિક
இருமுனை டிரான்சிஸ்டர்,દ્વિધ્રુવી ટ્રાંઝિસ્ટર
பிட் ஒதுக்கீடு,બીક ફાળવણી
பிட் வீதம்,પટાનો દર
கருப்பு & வெள்ளை டிவி,બ્લેક એન્ડ વ્હાઇટ ટીવી
வெற்று,ખાલી
வெற்று இடைவெளி,ખાલી અંતરાલ
வெற்று நிலை,નારાજી સ્તર
ரத்தான் எதிர்ப்பு,લોહીલુહાણ પ્રતિકાર
பிளம்பட் கேமரா,ખળભળાટ મચાવનારું કેમેરો
கண்மூடித்தனமான கண்ணை கூசும்,આંખ આડા કાન
கண் சிமிட்டுங்கள்,ઝબકવું
ஒளிரும்,ઝબૂકતું
தொகுதி குறியீடு,અવરોધ
தொகுதி வரைபடம்,રેખાક્રુતિ
தொகுதி இடைக்கணிப்பு,અવરોધ
மின்தேக்கியைத் தடுக்கும்,અવરોધકારક કેપેસિટર
ஆஸிலேட்டரைத் தடுக்கும்,ઓસિલેટરને અવરોધિત કરી રહ્યું છે
பூக்கும்,મોર
விளக்கு ஊது,ફાટવું
குழாய் குழாய்,ફટકો
ஊதுகுழல்,બ્લોઅર
புளூடூத்,બ્લુટુથ
உடல் கொள்ளளவு,શરીરની આવરણ
புத்தககுறி,પુસ્તકો
பூலியன் இயற்கணிதம்,બુલિયન બીજગણિત
ஏற்றம்,બૂમ
பூஸ்ட்,વધતું જાય તેવું
பூஸ்டர்,બારીક
பூஸ்டர் ஒளி,બૂસ્ટર પ્રકાશ
அதிகரிக்கும்,વધવું
துவக்க,મતાધિકાર
பூட்ஸ்ட்ராப்,બુટસ્ટ્રેપ
கீழே ஒளி,તળિયે
பவுன்ஸ் லைட்,પ્રકાશ ઉછાળો
உடைக்கவும்,ભાંગી નાખવું
முறிவு மின்னழுத்தம்,તૂટી પડતાં વોલ્ટેજ
பாலம் உறுப்பு,પુલ તત્વ
பாலம் திருத்தி,પુલ સુધારક
பிரிட்ஜ் ‘டி’ அட்டென்யூட்டர்,બ્રિજ્ડ ‘ટી’ એટેન્યુએટર
பிரிட்ஜ் அமைப்பு,પુષ્કળ માળખું
பாலம்,શરાબ
பாலம் பெருக்கி,બ્રિજિંગ એમ્પ્લીફાયર
பாலம் இழப்பு,પુલ
பிரகாசம்,ઘાટા
பிரகாசம் கட்டுப்பாடு,ઉદ્ધતાઈ નિયંત્રણ
உடையக்கூடிய,બરડ
உடையக்கூடிய பொருள்,બરડ પદાર્થ
பிராட்பேண்ட்,બ્રોડબેન્ડ
பிராட்பேண்ட் பெருக்கி,બ્રોન્ડબેન્ડ એમ્પ્લીફાયર
பிராட்பேண்ட் ஐ.எஸ்.டி.என்,બ્રોડબેન્ડ આઈએસડીએન
