Odiya,Hindi
ଦୁର୍ଘଟଣା,"दुर्घटना, संयोग"
ସୁକମ୍ଲାଇଜେସନ୍,पर्यनुकूलन
ଆବାସ,"आवास, निर्वाह, समंजन"
ସାଥୀ,संगकार
ଆକର୍ଡ,"समझौता, प्रदान करना, देना"
ସମ୍ପତ୍ତୀ,"अनुरूपता, संगति"
ସେହି ଅନୁଯାୟୀ |,तदनुसार
ଖାତା,"लेखा, खाता, हिसाब"
ଉତ୍ତରଦାୟିତ୍ୱ,जवाबदेही
ଉତ୍ତରଦାୟୀ |,"जवाबदेह, देनदार"
ଆକାଉଣ୍ଟାଣ୍ଟି,"लेखा विधि, लेखा कार्य"
ଆକାଉଣ୍ଟାଣ୍ଟ,लेखाकार
ଖାତା ପାଇଁ,"कारण बताना, लेखा-जोखा देना"
ଖାତା ହେଡ୍,लेखा-शीर्ष
ଅଭିଯୋଗ ଲାଭ,प्रोद्‌भूत हितलाभ
ପେନ୍ ପେନ୍ସନ୍,प्रोद्‌भूत पेन्शन
ଜମା,"संचय, संचयन"
ସଠିକତା,"यथार्थता, परिशुद्‌धता"
ସଠିକ୍,"यथार्थ, सही, परिशुद्‌ध"
ଅଭିଯୋଗ,अभियोग लगाना
ଅଭିଯୁକ୍ତ,अभियुक्‍त
ସଫଳତା,उपलब्‍धि
ସ୍ୱୀକୃତି,"पावती, प्राप्‍ति सूचना, अभिस्वीकृति"
ସ୍ୱୀକୃତି ଦେବାର |,"पावती पत्र, रसीदी"
ପରିଚୟ,"(व्यक्‍ति) परिचित, परिचय"
ଅଧିଗ୍ରହଣ,"अधिग्रहण, अर्जन"
ନିର୍ଦ୍ଦୋଷ,"भुगतान, भरपाई, निस्तारण"
କାର୍ଯ୍ୟ କର,"कार्य, कृत्य, अधिनियम"
ଅଭିନୟ ଭତ୍ତା,कार्यकारी भत्‍ता
କାର୍ଯ୍ୟ,"कार्रवाई, क्रिया, कार्य, संघर्ष"
କ୍ରିୟା ଯୋଜନା,कार्य योजना
ସକ୍ରିୟ,सक्रिय
ସକ୍ରିୟ ଭାବରେ |,"सक्रियता से, सक्रियतापूर्वक"
କାର୍ଯ୍ୟକର୍ତ୍ତା,"कर्मठ कार्यकता, सक्रियतावादी"
God ଶ୍ୱରଙ୍କ କାର୍ଯ୍ୟ,दैव कृत्य
ଦୁଷ୍କର୍ମ କାର୍ଯ୍ୟ,कदाचार
କମିଶନ ଏବଂ ଓସାସଙ୍କ କାର୍ଯ୍ୟ |,भूल-चूक
ପ୍ରକୃତ,वास्तविक
କାର୍ଯ୍ୟ,वास्तविक आंकडे
ଆଡାପ୍ଟେସନ୍,"अनुकूलन, रूपांतर"
ଯୋଗ,"योग, जोड़, परिवर्धन"
ଅତିରିକ୍ତ ଚାର୍ଜ,अतिरिक्‍त प्रभार
ଅତିରିକ୍ତ ପାଣ୍ଠି,अतिरिक्‍त निधि
ଅତିରିକ୍ତ ଅନୁଦାନ,अतिरिक्‍त अनुदान
ଅତିରିକ୍ତ ସୂଚନା,"अतिरिक्‍त सूचना, अतिरिक्‍त जानकारी"
ଅତିରିକ୍ତ ଦେୟ,अतिरिक्‍त वेतन
ଯୋଗ ଏବଂ ପରିବର୍ତ୍ତନ,परिवर्तन-परिवर्धन
ଠିକଣା,"पता, अभिभाषण, संबोधन, संबोधित करना, मानपत्र, विचार करना"
ଆଡ୍ରେସେେ |,"पाने वाला, प्रेषिती"
ସ୍ୱାଗତିବାର ଠିକଣା,अभिनंदन पत्र
ପର୍ଯ୍ୟାପ୍ତ,पर्याप्‍त
ନିୟମ ପାଳନ,"पर दृढ़ रहना, पर जमे रहना"
ଅନୁପଚାରି,तदर्थ
ବିଜ୍ଞାପନ ହକ୍ ଦାବି |,तदर्थ दावा
ବିଜ୍ଞାପନ ହକ୍ କମିଟି |,तदर्थ समिति
AD HOC ବୃଦ୍ଧି |,तदर्थ वृद्‌धि
ବିଜ୍ଞାପନ ହକ୍ ଦେୟ |,तदर्थ भुगतान
ସଂଲଗ୍ନ,‍पार्श्‍वस्थ
ସଂଲଗ୍ନ (= ସଂଲଗ୍ନ),"लगा होना, सटा होना"
ସ୍ଥଗିତତା,स्थगन
ଆଡଜାଇବା ଗତି,"स्थगन प्रस्ताव, काम रोको प्रस्ताव"
ସମର୍ଥନ କର ଘର,न्यायनिर्णीत करना
ଗୁଚିଚୀନିକ,न्यायनिर्णय करना
ସମର୍ଥନ,न्यायनिर्णयन
ଆଦ୍ବ୍ରୀକରଣ,न्यायनिर्णायक
ଆଡଜଷ୍ଟମେଣ୍ଟ୍,समायोजन
ପ୍ରଶାସକ,"प्रशासन करना, देना, दिलाना, व्यवस्था करना"
ଶପଥ କର,शपथ दिलाना
ପ୍ରଶାସନ,प्रशासन
ନ୍ୟାୟ ପ୍ରଶାସନ,न्याय-प्रशासन
ପ୍ରଶାସନିକ,प्रशासनिक
ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ,प्रशासनिक कार्रवाई
ପ୍ରଶାସନିକ ମୂଲ୍ୟାଙ୍କନ |,प्रशासनिक मूल्यांकन
ପ୍ରଶାସନିକ ଅନୁମୋଦନ |,प्रशासनिक अनुमोदन
ପ୍ରଶାସନିକ ପ୍ରାଧିକରଣ,प्रशासनिक प्राधिकारी
ପ୍ରଶାସନିକ ନିୟନ୍ତ୍ରଣ |,प्रशासनिक नियंत्रण
ପ୍ରଶାସନିକ ନିଷ୍ପତ୍ତି,प्रशासनिक निर्णय
ପ୍ରଶାସନିକ ବିଭାଗ,प्रशासकीय विभाग
ପ୍ରଶାସନିକ ମୁଣ୍ଡ,प्रशासनिक प्रधान
ପ୍ରଶାସନିକ ମୁଖ୍ୟାଳୟ |,प्रशासनिक मुख्यालय
ପ୍ରଶାସନିକ ପଦକ୍ଷେପ |,प्रशासनिक उपाय
ପ୍ରଶାସନିକ ଶକ୍ତି |,"प्रशासी शक्‍ति, प्रशासनिक शक्ति"
ପ୍ରଶାସନିକ ମଞ୍ଜୁର |,प्रशासनिक मंजूरी
ପ୍ରଶାସନିକ କ techni ଶଳ |,"प्रशासन तकनीक, प्रशासनिक प्रविधि"
ପ୍ରଶାସନିକ ଟ୍ରିବ୍ୟୁନାଲ୍ |,प्रशासनिक अधिकरण
ଗ୍ରହଣୀୟତା |,ग्राह्‌यता: स्वीकार्यता
ଗ୍ରହଣଯୋଗ୍ୟ ଖର୍ଚ୍ଚ |,ग्राह्‌य व्यय
ସ୍ୱୀକାର କର |,"प्रवेश करने देना, अंदर आने देना, स्वीकार करना, प्रविष्‍ट करना, दाखिल करना, दाखिला देना"
କାର୍ଡ ଆଡମିଟ୍ କରନ୍ତୁ |,"प्रवेश पत्र, प्रवेश पत्रक"
ସ୍ୱୀକାର କରାଯାଇଛି |,"प्रविष्‍ट दाखिल, स्वीकृत"
ଉପଦେଶ ଦିଅନ୍ତୁ |,भर्त्‍सना करना
ଆଡେପିଟି |,दत्‍तक
ଆଡପୁଟର୍,दत्‍तकगृहीता
ଗ୍ରହଣ,"अंगीकरण, दत्‍तक-ग्रहण"
ବୟସ୍କ,"प्रौढ, वयस्क"
ବ୍ୟଭିଚାର,"अपमिश्रण, मिलावट"
ବ୍ୟଭିଚାର,जारकर्म
ବୟସ୍କ ଫ୍ରାଞ୍ଚାଇଜ୍ |,वयस्क मताधिकार
ବିଜ୍ଞାପନ ଭାଲୋରେମ୍ ଡ୍ୟୁଟି |,यथामूल्य शुल्क
ଅଗ୍ରିମ,"अग्रिम, पेशगी"
ଅଗ୍ରୀମ ବୁକିଂ,अग्रिम बुकिंग
ଅଗ୍ରଶୀ ନକଲ,अग्रिम प्रति
ଅଗ୍ରଗତି ବୃଦ୍ଧି,अग्रिम  वृद्‌धि
ଅଗ୍ରିମ ଦେୟ,"अग्रिम अदायगी, अग्रिम भुगतान"
ପ୍ରତିକୂଳ ପ୍ରବେଶ,"प्रतिकूल इंदराज, प्रतिकूल प्रविष्‍टि"
ପ୍ରତିକୂଳ ଟିପ୍ପଣୀ |,प्रतिकूल अभ्युक्‍ति
ପ୍ରତିକୂଳ ରିପୋର୍ଟ,प्रतिकूल रिपोर्ट
ବିଜ୍ଞାପନ,विज्ञापन
ପରାମର୍ଶ,"सलाह, सूचना, संज्ञापन"
ଦେୟର ପରାମର୍ଶ |,"भुगतान सूचना, भुगतान-संज्ञापन"
ପରାମର୍ଶଦାତା କମିଟି |,सलाहकार समिति
ପରାମର୍ଶଦାତା ପରିଷଦ |,सलाहकार परिषद्
ଓକିଲ,"अधिवक्‍ता, एडवोकेट, पक्ष-समर्थक"
ସମ୍ପର୍କ,"कार्य, मामले"
ପ୍ରମାଣପତ୍ର,"शपथपत्र, हलफ़नामा"
ଅନୁବନ୍ଧ,संबंधन
ନିଶ୍ଚିତତା,"अभिपुष्‍टि, प्रतिज्ञान"
ନିଶ୍ଚିତ,सकारात्मक
ସୁଲଭ,"समर्थ होना, प्रदान करना, दे सकना"
Aforesaid,पूर्वोक्‍त
ଉପରୁବର୍ତ୍ତୀ,नए सिरे से
ବିପକ୍ଷରେ,"विरुद्‌ध, के प्रति, के सामने, के सम्मुख, की तुलना में"
ବୟସ,"आयु, उम्र, युग"
ବୟସ ପ୍ରମାଣପତ୍ର,आयु प्रमाणपत्र
ଯଥେଷ୍ଟ ସମୟ ପାଇଁ ବୟସ |,मताधिकार आयु
ବୟସ ସୀମା |,आयु सीमा
ସଂସ୍ଥା,"अभिकरण, एजेंसी"
କାର୍ଯ୍ୟସୂଚୀ,कार्यसूची
ଅବସରର ବୟସ,सेवानिवृत्‍ति आयु
ସୁପରନୁଏସନ୍ ବୟସ,अधिवर्षिता आयु
ମିଳନ,"समुच्चय, समूह"
ବହୁଳ,व्यथित
ଆଗ୍ରିଲେସନ୍,आंदोलन
Agm,"वार्षिक महासभा, वार्षिक आमसभा"
ଚୁକ୍ତିନାମା,"क़रार, अनुबंध, सहमति, रजामंदी"
ଚୁକ୍ତି ଫର୍ମ,"क़रारनामा, अनुबंध पत्र"
କୃଷି,कृषि
Agro-idustry,कृषि-उद्‌योग
ସହାୟତା,"सहायता, मदद"
ଆଲାର୍ମ,"आपद संकेत, खतरे का संकेत, अलार्म"
ସତର୍କତା,सजगता
ଛଦ୍ମନାମ,"उपनाम, उर्फ़ (क्रि.वि.)"
ଅଭିଯୋଗ,अभिकथन
ଅନୁଗତ,निष्ठा
ମିଳିତତା,मैत्री
ସମର୍ଥନ ସେବାଗୁଡିକ,सम्बद्‌ध सेवाएं
ସମସ୍ତ ଅନ୍ତର୍ଭୂକ୍ତ ମୂଲ୍ୟ |,सर्वसमावेशी लागत
ସମସ୍ତ ଭାରତୀୟ ସେବାଗୁଡିକ |,अखिल भारतीय सेवा
ଆବଣ୍ଟନ,नियतन
ବଣ୍ଟନ,आबंटन
ବଣ୍ଟନ ଚିଠି,आबंटन-पत्र
ବଣ୍ଟନେ |,आबंटिति
ଅନୁମତି ଯୋଗ୍ୟ,"अनुज्ञेय, अनुमतियोग्य"
ଅନୁମତିପ୍ରାପ୍ତ ଖର୍ଚ୍ଚ |,"अनुज्ञेय व्यय, अनुमतियोग्य व्यय"
ଏକ ଆବେଦନକୁ ଅନୁମତି ଦିଅନ୍ତୁ |,अपील मंजूर करना
ଭତ୍ତା,"भत्‍ता, छूट"
ସମସ୍ତ ଅଧିକାର ସଂରକ୍ଷିତ,सर्वाधिकार सुरक्षित
ବର୍ଣ୍ଣମାଳା କ୍ରମ,"वर्णक्रम, अकारादिक्रम"
ବ atutem ିସଣ,कहासुनी
ବିକଳ୍ପ,"एकांतर, विकल्पी"
ବିକଳ୍ପ,"विकल्प, वैकल्पिक"
ଅମାଲଗାମୀ,समामेलन
ସଂଶୋଧିତ ଡ୍ରାଫ୍ଟ |,"संशोधित मसौदा, संशोधित प्रारूप"
ସଂଶୋଧନ,संशोधन
ସୁବିଧା,सुख-सुविधा
ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ,"सौहार्दपूर्ण, मैत्रीपूर्ण"
ଗୁଳିଗୋଳା,गोला-बारूद
Debt ଣର ଅମର୍ଟାଇଜେସନ୍ |,"ऋण परिशोधन, ऋण मुक्‍ति"
ପରିମାଣ,"राशि, रक़म, मात्रा"
ପେନ୍ସନ୍ ର ପରିମାଣ,पेन्शन राशि
ଅନୁରୂପ ପୋଷ୍ଟ |,अनुरूप पद
ବିଶ୍ଳେଷଣ |,विश्‍लेषण
ଆନାଲିଟିକାଲ୍ ଅଧ୍ୟୟନ |,विश्‍लेषणात्मक अध्ययन
ପୂର୍ବଜ,पूर्वज
ଆନୁଷଙ୍ଗୀ ଶିଳ୍ପ |,अनुषंगी उद्‌योग
ଶତ୍ରୁତା |,बैर
ଆନୁଷ୍ଠାନ,संलग्नक
ବାର୍ଷିକୀ,वर्षगांठ
ଘୋଷଣା,"उद्‌घोषण, ऐलान, आख्यापन"
ବିରକ୍ତିକର,"खिन्‍नता, चिढ, खीज"
ବାର୍ଷିକ ଆର୍ଥିକ ବିବରଣୀ,वार्षिक वित्‍तीय विवरण
ବାର୍ଷିକ ବିବରଣୀ,वार्षिक रिपोर्ट
ବାର୍ଷିକ,वार्षिकी
ବେନାମୀ |,"अनाम, गुमनाम"
ଅଜ୍ଞାତ ଅଭିଯୋଗ |,गुमनाम शिकायत
ଉତ୍ତର୍ୟତା,जवाबदेही
ଉତ୍ତର ସିଟ୍,उत्‍तर पत्रक
ବିରୋଧୀ,विरोधी
ପିତୃପୁରୁଷ,पूर्ववृत्‍त
ପ୍ରତୀକ୍ଷିତ ଖର୍ଚ୍ଚ,प्रत्याशित व्यय
ପ୍ରତୀକ୍ଷିତ ଆୟ,प्रत्याशित आय
ପ୍ରତୀକ୍ଷା,"प्रत्याशा, पूर्वानुमान"
ଆଣ୍ଟିସାଇପେଟୋରୀ ଜାମିନ |,अग्रिम ज़मानत
ବିରୋଧୀ ମାପ |,भ्रष्‍टाचार-निरोधक उपाय
ଆଣ୍ଟି-ଡମ୍ପିଂ |,"प्रति-पाटन, पाटन-निरोधी"
ପ୍ରାଚୀନ,पुरावस्तु
ଅପାର୍ଥିଡ଼ିଆ,रंगभेद
ଉଦାସୀନତା |,उदासीनता
Apex ଶରୀର,शीर्ष निकाय
କ୍ଷମା ପ୍ରାର୍ଥନା,क्षमायाचना
ଆବେଦନ,"अपील, अपील करना"
ରୂପ,"हाजि़री, उपसंजाति, रूप"
ସନ୍ତୁଷ୍ଟ,तुष्‍टीकरण
ଟ୍ରିବ୍ୟୁନାଲ୍ ଆବେଦନ କରନ୍ତୁ |,अपील अधिकरण
ପରିଶିଷ୍ଟ,परिशिष्‍ट
ଉପକରଣ,उपयंत्र
ପ୍ରଯୁଜ୍ୟ |,"अनुप्रयोज्य, लागू"
ଆବେଦନକାରୀ |,आवेदक
ପ୍ରୟୋଗ,"आवेदन, अर्ज़ी, अनुप्रयोग, लागू होना"
ଆବେଦନ ପତ୍ର,"आवेदन पत्र, अर्ज़ी"
ପ୍ରୟୋଗ କରାଯାଏ |,अनुप्रयुक्‍त
ପ୍ରୟୋଗ କରନ୍ତୁ |,"आवेदन करना, अर्जी देना, लागू करना, लागू होना, अनप्रयुक्‍त होना"
ଆପୋପିନିଟି,नियुक्‍त व्यक्‍ति
ନିଯୁକ୍ତ କର୍ତ୍ତୃପକ୍ଷ |,नियुक्‍ति प्राधिकारी
ନିଯୁକ୍ତି |,नियुक्‍ति
ନିଯୁକ୍ତି ପତ୍ର,नियुक्‍ति पत्र
କ୍ୟାବିନେଟର ନିଯୁକ୍ତି କମିଟି |,मंत्रीमंडलीय नियुक्‍ति समिति
ମଜୁରୀର ଅନୁକରଣ |,मजदूरी प्रभाजन
ମୂଲ୍ୟାଙ୍କନ,"मूल्यनिरूपण, आंकना"
ମୂଲ୍ୟାଙ୍କନକାରୀ,मूल्यांक
ପ୍ରଶଂସା,"सराहना, वृद्‌धि"
ଭୟ,"पकड़ा जाना, गिरफ़्तारी, बोध, समझ, आशंका"
ଶିକ୍ଷାର୍ଥୀ,शिक्षु
ଉପାୟ,"पहुंच, उपगम, उपमार्ग, दृष्‍टिकोण"
ଉପଯୁକ୍ତ,"उपयुक्‍त, उचित, विनियोजन करना"
ଉପଯୁକ୍ତ କାର୍ଯ୍ୟ,उचित कार्रवाई
ଉପଯୁକ୍ତ ମୁଣ୍ଡ,उपयुक्‍त शीर्ष
ଆବଣ୍ଟନ,विनियोजन
ଅନୁମୋଦନ,अनुमोदन
ଆନୁମାନିକ,"लगभग, सन्‍निकट"
ଦକ୍ଷତା ପରୀକ୍ଷା,"अभिक्षमता परीक्षा, रुझान परीक्षण"
ଇଚ୍ଛାଧୀନ |,मनमाना
ଆର୍ବିଟ୍ରେଟ୍ |,मध्यस्थता करना
ଆର୍ବିଟ୍ରେସନ୍,"विवाचन, माध्यस्थम्"
ଆର୍ବିଟ୍ରେସନ୍ ଟ୍ରିବ୍ୟୁନାଲ୍ |,माध्यस्थम् अधिकरण
ଆର୍ବିଟର,"विवाचक, मध्यस्थ"
ସ୍ଥାପତ୍ୟ,वास्तुकला
ଅଭିଲେଖାଗାର,अभिलेखागार
କ୍ଷେତ୍ର,"क्षेत्र, क्षेत्रफल"
କ୍ଷେତ୍ର ମୁଖ୍ୟାଳୟ |,"क्षेत्र मुख्यालय, क्षेत्रीय मुख्यालय"
ଯୁକ୍ତି,"तर्क, बहस"
ଉଠ,"उठना, उद्‌भूत होना, पैदा होना"
ସଶସ୍ତ୍ର ବାହିନୀ |,"सशस्त्र बल, सशस्त्र सेनाएं"
ବ୍ୟବସ୍ଥା,"व्यवस्था, विन्यास, प्रबंध"
ବରିଟର,बक़ाया
ବର୍ବର ବିବୃତ୍ତି,बक़ाया विवरण
ଆଗମନ ରିପୋର୍ଟ,आगमन रिपोर्ट
ଅହଂକାର,"दंभ, अक्खड़पन"
ଅସ୍ତ୍ରଶସ୍ତ୍ର,"आयुधागार, शास्त्रागार"
ପ୍ରବନ୍ଧ,"अनुच्छेद, वस्तु, लेख"
ଆସୋସିଏସନ୍ ର ଆର୍ଟିକିଲ୍ |,संस्था के अंतर्नियम
ପ୍ରବନ୍ଧଗୁଡ଼ିକ,नियमावली
ଆରୋହଣ କ୍ରମ,आरोही क्रम
ଜାଣିବା,अभिनिश्‍चित करना
ଯେପରି ଅଛି,जैसा है जहाँ है
ସର୍ବୋଚ୍ଚ,"पहलू, पक्ष, दृष्‍टि"
ଆସଡିଅନ୍,लांछन
ହତ୍ୟା,"हत्या, हनन"
ଆକ୍ରମଣ,हमला
ଏକତ୍ର ହୁଅ,"जुटना, एकत्र होना, इकट्ठा होना, जोड़ना, सम्मिलित करना, एकत्र करना"
ସଭା,"सभा, जमाव"
ଖେଳନା,अनुमति
ନିଶ୍ଚିତ କର |,"दृढ़ता से कहना, जोर देकर कहना"
ମୂଲ୍ୟାଙ୍କନ,निर्धारिती
ମୂଲ୍ୟାଙ୍କନ,निर्धारण
ମୂଲ୍ୟାଙ୍କନ ବର୍ଷ,निर्धारण वर्ष
ମୂଲ୍ୟାଙ୍କନକାରୀ,"कर-निर्धारक, असेसर"
ସମ୍ପତ୍ତି,परिसंपत्‍ति
ଆସିଜେ,समनुदेशिती
ଆସାଇନମେଣ୍ଟ,"समनुदेशन, सुपुर्द काम"
ଆସାଇନର୍,समनुदेशक
ସହାୟତା,"सहायता, मदद"
ସହଯୋଗୀ,"सह, सहयुक्‍त, सम्मिलित करना, सहयुक्‍त करना"
ସଙ୍ଗଠନ,"संघ, संगम, संबंध, साहचर्य"
ଚାର୍ଜର ଅନୁମାନ |,कार्यभार-ग्रहण
ନିଶ୍ଚିତତା,"आश्‍वासन, बीमा, हस्तांतरण पत्र"
ନିଶ୍ଚିତ କର,बीमा कंपनी
ନିଶ୍ଚିତ କର,आश्‍वस्त करना
ରିହାତି ରେ,बट्टे पर
ପରମାଣୁ ଶକ୍ତି,परमाणु शक्‍ति
ପାରରେ,सममूल्य पर
ପ୍ରିମିୟମରେ |,"बढ़े मूल्य पर, अधिमूल्य पर, प्रीमियम पर"
ସଂଲଗ୍ନ କରନ୍ତୁ,"साथ लगाना, संलग्न करना, कुर्की करना"
ସଂଲଗ୍ନ ଅଫିସ୍ |,संलग्न कार्यालय
ସଂଲଗ୍ନ,"संलग्नक, कुर्की"
ସଂଲଗ୍ନ କ୍ରମ,कुर्की आदेश
ତଥ୍ୟ,"लब्धि, प्राप्‍ति"
ଚେଷ୍ଟା,"प्रयत्‍न करना, प्रयत्‍न"
ଉପସ୍ଥାନ,"उपस्थिति, हाजि़री"
ଉପସ୍ଥାନ ପଞ୍ଜିକରଣ |,"उपस्थिति पंजी, हाजि़री रजिस्टर"
ଆସେସେନ୍ ସ୍ଲିପ୍ |,उपस्थिति पर्ची
ଧ୍ୟାନ |,"ध्यान, सावधान"
ପ୍ରମାଣପତ୍ର,"अनुप्रमाणन, तसदीक़"
Atotsed କପି |,"अनुप्रमाणित प्रति, साक्ष्यांकित प्रति"
ମନୋଭାବ,अभिवृत्‍ति
ଆକର୍ଷଣୀୟ ଦରମା,आकर्षक वेतन
ନିଲାମ,नीलामी
ନିଲାମକାରୀ,नीलामकर्ता
ନିଲାମ ବିକ୍ରୟ,नीलामी बिक्री
ଦର୍ଶକ |,"श्रोता, दर्शक, सुनवाई, दर्शन"
ଅଡିଓ-ଭିଜୁଆଲ୍ ପ୍ରଦର୍ଶନ |,दृश्य-श्रव्य प्रदर्श
ଅଡିଓ-ଭିଜୁଆଲ୍ ପ୍ରଚାର |,दृश्य-श्रव्य प्रचार
ଅଡିଟ୍ |,"लेखापरीक्षा, संपरीक्षा"
ଅଡିଟ୍ ଆକାଉଣ୍ଟ୍ |,"परीक्षित लेखा, संपरीक्षित लेखा"
ଅଡିଟ୍ ବାଲାନ୍ସ ସିଟ୍ |,समपरीक्षित तुलनपत्र
ଅଡିଟ୍,लेखा परीक्षण
ଅଡିଟ୍ ଆପତ୍ତି |,लेखापरीक्षा आपत्‍ति
ଅଡିଟରଙ୍କ ରିପୋର୍ଟ |,लेखापरीक्षक की रिपोर्ट
ଅଡିଟୋରିୟମ୍,प्रेक्षागृह
ଅଡିଟ୍ ପାର୍ତାହୀ |,लेखापरीक्षा पैरा
ଅଡିଟ୍ ରିପୋର୍ଟ,लेखापरीक्षा रिपोर्ट
A ଣୀତା,मितोपभोग
ନିର୍ଯାତନା ମାପ |,मितोपभोग उपाय
ପ୍ରାମାଣିକ,प्रामाणिक
ପ୍ରାଧିକୃତ ପ୍ରତିନିଧୀ |,प्राधिकृत प्रतिनिधि
ଲେଖକ,"प्राधिकृत, प्राधिकारिक"
ପ୍ରାଧିକରଣ,"(व्यक्‍ति) प्राधिकारी, प्राधिकार, प्राधिकरण, अधिकारी विद्‌वान"
ପ୍ରାଧିକରଣ ଚିଠି |,प्राधिकार पत्र
ପ୍ରାଧିକୃତ,प्राधिकृत
ପ୍ରାଧିକୃତ ପୁଞ୍ଜି |,प्राधिकृत पूंजी
ସ୍ୱୟଂଚାଳିତ |,स्वचालित
ସ୍ autonomous ୟଂଶାସିତ,स्वायत्‍त
ସ୍ autonomous ୟଂଶାସିତ ଶରୀର |,स्वायत्‍त निकाय
ସ୍ onomy ାଧୀନତା,स्वायत्‍तता
ସହାୟକକାରୀ,सहायक
ଉପଲବ୍ଧ |,"प्राप्य, उपलब्ध"
ହାରାହାରି,"औसत, सामान्य"
ହାରାହାରି ଛୁଟି,औसत छुट्टी
ଘୃଣା,विरुचि
ପ୍ରତିରୋଧ,बचा लेना
ଏଡ଼ାନ୍ତୁ |,"परिहार करना, परिवर्जन करना, से बचना"
ଟ୍ୟାକ୍ସରୁ ଦୂରେଇ ରୁହନ୍ତୁ |,कर देने से बचना
ଅପେକ୍ଷା କରାଯାଇଛି,प्रतीक्षित
ପୁରସ୍କାର,"पंचाट, अधिनिर्णय, पुरस्कार, प्रदान करना"
ପୁରସ୍କାର ପ୍ରାପ୍ତ ପ୍ରାଧିକରଣ |,अधिनिर्णयन प्राधिकारी
ସଚେତନତା,जागरूकता
ପୃଷ୍ଠଭୂମି,पूर्व-दिनांकित
ପୃଷ୍ଠଭୂମି,पृष्‍ठभूमि
ବ୍ୟାକ୍ ଲଗ୍,पिछला बक़ाया
ପଛକୁ ଯିବା,"मुकर जाना, से हटना"
ପଛଟି,पिछला संदर्भ
ବ୍ୟାକଅପ୍ କରନ୍ତୁ |,पूर्तिकर
ପଛୁଆ କ୍ଲାସ୍,पिछड़ा वर्ग
ପଛୁଆ ଜନଜାତି,पिछड़ी जनजाति
ଖରାପ ବୁ g ାମଣା |,"अलाभकर सौदा, घाटे का सौदा"
ଖରାପ ଆଚରଣ |,बुरा व्यवहार
ଖରାପ ଚରିତ୍ର,"दुश्‍चरित्र, दु:शील"
ଖରାପ ଜଳବାୟୁ ଭତ୍ତା |,विषम जलवायु भत्‍ता
ଖରାପ ଆଚରଣ,दुराचरण
ଖରାପ debt ଣ,अशोध्य ऋण
