English,Odiya
allometry,1. ଆପେକ୍ଷିକତା 2. ଆଲୋମେଟ୍ରି |
allopolyploid,ମଲ୍ଟିପ୍ଲୋଡି
allosynapsis (allosyndesis),1. ପାରାଜାଇଗୋସିଟି |
alternate bearing,1. ବ Year କଳ୍ପିକ ବର୍ଷ କାର୍ଯ୍ୟ 2. ବିକଳ୍ପ କାର୍ଯ୍ୟ |
alternate land use,ବିକଳ୍ପ ଜମି ବ୍ୟବହାର |
ambient,ପରିବେଶ
ameliorant,ସଂସ୍କାରକ
amitosis,ମାଇଟୋସିସ୍
amminization,ଆମେନାନ୍
ammonification,ଆମୋନିଅନ୍ |
ammonifier,amniferous
amorph,1. ପ୍ରଭାବହୀନ ଫର୍ମ 2. ଅରୁପି |
amphimixis,ଆମ୍ଫିବିଆନ୍ ମିଶ୍ରଣ |
amphoteric,ଆମ୍ଫୋଟେରିକ୍ |
anabolism,ଷ୍ଟକପିଲିଂ |
anaerobe,1. ଆନାଏରୋବିକ୍ 2. ଆନାଏରୋବିକ ଜୀବ |
aneuploid,ହାପ୍ଲଏଡ୍ |
angle planting,କୋଣାର୍କ ବୃକ୍ଷ ରୋପଣ |
animal husbandry,ପଶୁପାଳନ
animal refuse,ପଶୁ ନିର୍ଗମନ
animate energy,ଜୀବନ୍ତ ଶକ୍ତି
anisoploid,ଅସନ୍ତୁଷ୍ଟ |
annual plant,ଏକ ବର୍ଷ ପୁରୁଣା ଉଦ୍ଭିଦ |
annual,ବାର୍ଷିକ
anthesis,1. ଉତ୍କଣ୍ଠା 2. ପ୍ରଭାବ
anthrax,ଆନ୍ଥ୍ରାକ୍ସ
anthropogenic factor,ଆନ୍ଥ୍ରୋପୋଜେନିକ୍ କାରକଗୁଡିକ |
antibiosis,ବଞ୍ଚିବା
antibiotic,1. ଆଣ୍ଟିବାୟୋଟିକ୍ 2 ଆଣ୍ଟିବାୟୋଟିକ୍ |
antidote,ଘୃଣ୍ୟ
antioxidants,ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |
antitoxin,ଆଣ୍ଟିଟୋକ୍ସିନ୍ |
anulus,ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |
aphid,1. ଆପିଡ୍ 2. ମାହୁ 3. ଚେପା |
apical bud,ଉପର ଗୁଣ୍ଡ |
apical dominance,ଶିଖର ପ୍ରଭାବ
apiculture (bee keeping),ମହୁମାଛି ପାଳନ
apomixis,ସମଲିଙ୍ଗୀତା
apoptosis,ଆପୋପ୍ଟୋସିସ୍ |
appendage,ଅନୁକ୍ରମଣିକା
appetizer,ଭୋକ
applied,ପ୍ରୟୋଗ ହୋଇଛି |
aquatic weed,ଜଳୀୟ ତୃଣ
arboreal,1. ବୃକ୍ଷ 2. ବୃକ୍ଷ ନିବାସୀ |
arborization,ଶାଖା
archaeo-botanical records,ପ୍ରୋଟୋବୋଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |
area statistics,ଜୋନ୍ ସଂଖ୍ୟା
area,1. କ୍ଷେତ୍ର 2. କ୍ଷେତ୍ର
arid ecosystem,ଶୁଖିଲା ଇକୋସିଷ୍ଟମ୍ |
aril,କୋଟିଲଡନ୍ |
aroma,ସ aur ରଭ |
aromatic plant,ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |
aromatic rice,ସୁଗନ୍ଧିତ ଚାଉଳ |
arrowing,ଇକଶୁ ପୁଷ୍ପନ୍ |
asepsis,ଆସେପ୍ଟିକ୍ |
aseptic,1. ଆସେପ୍ଟିକ୍ 2. ଆସେପ୍ଟିକ୍ |
asexual propagation,ସମଲିଙ୍ଗୀ ପ୍ରଜନନ |
assay,ଆକାର
assets,ସମ୍ପତ୍ତି
assimilation,1. ଆସ୍ମିଲେସନ୍ 2. ଆସ୍ମିଲେସନ୍ |
association,1. ଆସୋସିଏସନ 2. ଆସୋସିଏସନ
astringent,1. ସ୍ତମ୍ଭ 2. ଜ୍ୟୋତିଷ
asynapsis,ହେଟେରୋଜାଇଗୋସିଟି |
atavism,1. ପିତୃପୁରୁଷ 2. ଆଟାଭିଜିମ୍ |
atomizer,କଣିକା
atrophy,1. ଅନିଶ୍ଚିତତା 2. ଦୁର୍ବଳତା |
autogamy,ଆତ୍ମ ଯୋଡି |
autolysis,ଅଟୋଲାଇସିସ୍
autooxidation,1. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ 2. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ |
autopolyploid,ସ୍ୱୟଂ ମଲ୍ଟିପ୍ଲେକ୍ସଡ୍ |
auxins,ଆକ୍ସିନ୍
awn (bristle),1. ହଲାନ୍ତୁ 2. ଟୋଡ୍ |
baccilovirus,ଦଣ୍ଡବିଧାନ ଜୀବାଣୁ |
bacillus,1. ବାକିଲସ୍ 2. ବାକିଲସ୍ |
bacteria,1. ଜୀବାଣୁ 2. ଜୀବାଣୁ
bacteriotoxin,ଜୀବାଣୁ ବିଷାକ୍ତ
bagasse,ବାଗାସେ |
balance sheet,ତୂଳନା ପତ୍ର
balanced fertilization,ସନ୍ତୁଳିତ ସାର ବ୍ୟବହାର |
bar diagram,ବାର୍ ଗ୍ରାଫ୍ |
bark,ଭୁକିବା |
barometer,1. ବାରୋମିଟର 2. ବାରୋମିଟର |
barren,1. ବଜର୍ 2. ଅଦୃଶ୍ୟ 3. ବନ୍ଧ୍ୟା |
base,1. ଆଧାର 2. ଆଧାର 3. କପଙ୍ଗ |
basin,1. ତାଲା 2. ବେସିନ |
basipetal,ତଲାବିସାରି |
basisternum,1. ବେସ୍ଟର୍ନମ୍ 2. ମୂଳ ଧାରକ |
bay monsoon,ଗଲ୍ଫ ମ so ସୁମୀ |
bearing plant,ଫଳ ଉଦ୍ଭିଦ |
bed,ଶଯ୍ୟା
bedder,ଶଯ୍ୟା ଉଦ୍ଭିଦ |
bedding,ଶଯ୍ୟା
beet molasses,ବିଲା ଗୁଣ୍ଡ |
bellows,ଘଣ୍ଟି
belt,1. ଷ୍ଟ୍ରିପ୍ 2. ଭୂମି
benefit-cost analysis,ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
biased (sampling),ଆଶାକର୍ମୀ (ନମୁନା)
biennial,ଦ୍ୱି ବର୍ଷୀୟ ଉଦ୍ଭିଦ |
binomial,ଦ୍ୱିପାକ୍ଷିକ |
bioagent,ବାୟୋଫାକ୍ଟର |
bioclimate,ଜ bi ବିକ ଜଳବାୟୁ |
bioenergy,ଜ o ବ ଶକ୍ତି |
bionomics,ଜୀବଜନ୍ତୁ ପରିବେଶ |
bio-reactor,1. ବାୟୋ-ପ୍ରୋସେସର୍ 2. ବାୟୋ-ରିଆକ୍ଟର |
biosphere,ଜ bi ବ ଜୀବ |
biotic,ବାୟୋଟିକ୍ |
biotype,ପ୍ରାଣୀ
bisexual,ଡିଭିଲିଙ୍ଗୀ |
blanching,ଧାୱାଲାନ୍ |
blast,1. ପ୍ରଭାସନ୍ (ରୋଗ) 2. ଗୁଣ୍ଡ ରୋଗ |
blend,ମିଶ୍ରଣ
blight,1. ଅଙ୍ଗମାରି (ରୋଗ) 2. ବ୍ଲାଇଟ୍ (ରୋଗ)
blister,1. ଫୁଲା 2. ଫୁଲା 3. ଉଦ୍ଗୀରଣ 4. ଫୁଲା |
blue revolution,ନୀଳ ବିପ୍ଳବ |
bottom heat chamber,ପ୍ଲାନାର୍ ହିଟିଂ ଚାମ୍ବର |
bottom heat technique,ପ୍ଲାନାର୍ ଗରମ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
bran,କଞ୍ଚା |
branching,ଶାଖା
branchlet,1. ଟ୍ୱିଗ୍ 2. ସବବ୍ରାଞ୍ଚ |
breed,ପ୍ରଜାତି
breeding,ପ୍ରଜନନ
brimming,ଶୀଘ୍ର ଅଙ୍କୁର ଚିକିତ୍ସା |
brood,1. ଘନ 2. ଅଣ୍ଡା 3. ଭ୍ରୁଣ |
budding,ଅଙ୍କୁରିତ |
budget,ବଜେଟ୍
buffer,1. ଆମ୍ଫୋଟେରିକ୍ 2. ବଫର୍ |
bulb,ମିଠା ଆଳୁ
bunt,ବଣ୍ଟ (ରୋଗ)
by-product,1. ଉପ-ଉତ୍ପାଦ 2. ଉପ-ଉତ୍ପାଦ |
c moisture characteristic curve,c ଆର୍ଦ୍ରତା ନିର୍ଦ୍ଦିଷ୍ଟ ବକ୍ର
cake,ତେଲ କେକ୍ |
calcarious,1. ଚୂନ 2. କ୍ୟାଲସିୟମ୍ |
calcification,କାଲସିଅନ୍ |
calcination of phosphate,ଫସଫେଟ୍ ଅପସାରଣ |
callosity,1. କିନାଟା 2. କାଲାଟା |
callus,1. କଲସ୍ 2. କିରଣ
calyx,1. କବରଗୁଡିକ 2. କାଲିକ୍ସ |
calyx-end,ବାହ୍ୟ ଶେଷ
cambium,ଏଡା
canker,କର୍କଟ (ଜୀବାଣୁ)
canning,କ୍ୟାନିଂ |
canopy,ଆକାଶ
capital,ଅର୍ଥ
caprification,ପ୍ରଦୂଷଣ (ଡିମ୍ବିରି)
capsule,1. କ୍ୟାପସୁଲ୍ 2. କ୍ୟାପସୁଲ୍ 3. କ୍ୟାପସୁଲ୍ |
carbonated,ଅଙ୍ଗାରକାମ୍ଳ |
carbonization,ଅଙ୍ଗାରକାମ୍ଳ |
carpel,କାରାପେସ୍ |
carpus,ବ୍ରେସଲେଟ୍
casting,1. କାଷ୍ଟିଂ (ଲୁହା) 2. କିସିପି (କୀଟ)
catabolism,କାଟାବୋଲିଜିମ୍ |
catalysis,ପ୍ରେରଣା
caterpillar,1. କୀଟପିଲା 2. କୀଟପିଲା |
C-DNA Library,c d। N. a। ସଂଗ୍ରହ
ceiling,ପରିସର
cell,1. କକ୍ଷ 2. କକ୍ଷ
central leader system,କେନ୍ଦ୍ରୀୟ ସାମ୍ନା ବ୍ୟବସ୍ଥା |
centric,1. ବିନ୍ଦୁ 2. ଧ୍ୟାନ |
centrifugation,ସେଣ୍ଟ୍ରିଫୁଗେସନ୍ |
centrifuge,ସେଣ୍ଟ୍ରିଫୁଗ୍
centriole,ତାରା କେନ୍ଦ୍ର |
centrogenic,epigenetic
centrogenous,କେନ୍ଦୁ ra ର
cercus,ଲୁମ୍
cereal,1. ଶସ୍ୟ 2. କ୍ରମିକ |
certification,1. ପ୍ରମାଣପତ୍ର 2. ପ୍ରମାଣପତ୍ର
certified seed,ପ୍ରମାଣିତ ବିହନ |
chaff,1. ନଡ଼ା 2. କୁଟି 3. ଶାଲକ ସାହାପାତ୍ର |
chalaza,1. ନିବାଗ 2. କ ail ଲାଜା |
chemotropism,ଚିମୋଗ୍ରାଫି
chiasma,1. କିଆଜମା 2. ବ୍ୟସ୍ତ
chilling hours,ସୁପରକୋଲିଂ ଘଣ୍ଟା |
chilling injury,ବରଫର କ୍ଷତି |
chimera,1. ଭିଚିରୋଟାକି 2. ଚିମେରା |
chloranthy,ସବୁଜ ପୋଖରୀ |
chlorophyll,1. ପତ୍ର 2. ସବୁଜ
chlorosis,ସିଆନୋସିସ୍ |
chorology,ଜ bi ବିକ ବଣ୍ଟନ ବିଜ୍ science ାନ |
chromatid,1. କ୍ରୋମାଟିଡସ୍ 2. ଅଧା କ୍ରୋମୋଜୋମ୍ |
chromatin,କ୍ରୋମାଟିନ୍
chromatography,କ୍ରୋମାଟୋଗ୍ରାଫି |
chromatolysis,କ୍ରୋମାଟିନେସନ୍
chromocentre,atrial point
chromogenesis,କ୍ରୋମାଟୋଜେନେସିସ୍
chromoprotein,1. କ୍ରୋମୋପ୍ରୋଟେନ୍ 2. ପିଗମେଣ୍ଟ୍ରୋଟିନ୍ |
chromosome,1. କ୍ରୋମୋଜୋମ୍ 2. କ୍ରୋମୋଜୋମ୍ |
chronic,1. କ୍ରନିକ୍ 2. କ୍ରନିକ୍ 3. କ୍ରନିକ୍ 4. ପୁରୁଣା |
citrange,citrange
cladode,ପତିତପାବନ ପର୍ବ |
classification,ବର୍ଗୀକରଣ
clay,1. ମାଟି 2. ମାଟି
cleaning,1. ସଫା କରିବା 2. ସ୍କ୍ରବିଂ 3. ସଫା କରିବା 4. ଶୁଦ୍ଧତା |
cleistogamy,ସ୍ଥାୟୀ ପ୍ରଦୂଷଣ |
climacteric fruit,କ୍ରୁଶବିହୀନ ଫଳ |
climate,ଜଳବାୟୁ
climatology,ଜଳବାୟୁ
clipper,କେଶ
clod,ଗୁଣ୍ଡ (ମାଟି)
clone,କ୍ଲୋନ୍ |
cloud,1. କ୍ଲାଉଡ୍ 2. କ୍ଲାଉଡ୍ |
clump,ump ୁଲା |
cluster,ଗୁଣ୍ଡ |
coarse,1. କଠିନ 2. ରୁଗ୍ 3. କଞ୍ଚା 4. ରୁଗ୍ |
coat (seed),1. କଭର 2. ଚମଡା
cocoon,କୋୟା
coenzyme,1. କୋଏନଜାଇମ୍ 2. କୋ-ଏନଜାଇମ୍ |
cohesion,ମିଳନ
coir,1. ଫାଇବର (ଜୁଟ୍ ଜଟ୍) 2. ନଡିଆ ନଡିଆ |
coleorrhiza,ମୁଲାନକୁର ଚୋଲା |
collar 1. स्तंभमूलसंधि 2. कॉलर 3. ग्रीवा,
colloid (soil),କୋଲଏଡ୍ (ମାଟି)
columella,1. ସ୍ତମ୍ଭ 2. କଲୁମେଲା
column,1. ଦଣ୍ଡ 2. ସ୍ତମ୍ଭ 3. ସ୍ତମ୍ଭ
commensalism,ଯୋଗାଯୋଗ
commercial bank,ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ |
commodity,1. ଦ୍ରବ୍ୟ 2. ବାଣିଜ୍ୟ
community,ସମ୍ପ୍ରଦାୟ
compaction (of soil),ସଙ୍କୋଚନ (ମାଟିର)
compatibility,1. ସୁସଙ୍ଗତତା 2. ସୁସଙ୍ଗତତା |
compatibility,ସୁସଙ୍ଗତତା
compensation,1. କ୍ଷତିପୂରଣ 2. କ୍ଷତିପୂରଣ
competitive interaction,ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |
complementary crop,ଫସଲ ସପ୍ଲିମେଣ୍ଟ କରନ୍ତୁ |
complex,1. କମ୍ପୋଜିଟ୍ 2. କମ୍ପ୍ଲେକ୍ସ
component,ବିଧାନସଭା
composition,ରଚନା
compost,କମ୍ପୋଷ୍ଟ
compound interest,ଯ ound ଗିକ ଆଗ୍ରହ |
computation,ଗଣନା
computer,1. କମ୍ପ୍ୟୁଟର 2. କମ୍ପ୍ୟୁଟର
concentration,1. ଏକାଗ୍ରତା 2. ଏକାଗ୍ରତା
conditioner,1. ଅପ୍ଟିମାଇଜର୍ 2. ପୁନର୍ଜୀବନ
conductance,କଣ୍ଡକ୍ଟିଭିଟି
configuration,1. ବିନ୍ୟାସ 2. ବିନ୍ୟାସ କରନ୍ତୁ
conformity,1. ଅନୁକୂଳତା 2. ବିନ୍ୟାସ 3. ସମାନତା |
confounding,1. ଏକୀକରଣ 2. ହାଇବ୍ରିଡାଇଜେସନ୍ |
conjugation,ସଂଯୋଗ
connective,1. ଯୋଗୀ 2. ସଂଯୋଜକ |
conservation,ସୁରକ୍ଷା
consolidation,ଏକୀକରଣ
constituents,1. ଉପାଦାନ 2. ଉପାଦାନଗୁଡ଼ିକ |
consumer,ଗ୍ରାହକ
consumption,ବ୍ୟବହାର
contamination,ପ୍ରଦୂଷଣ
contour planting,କଣ୍ଟୁର ରୋପଣ |
contour,ବିଷୟବସ୍ତୁ ରେଖା |
contract farming,1. ଚୁକ୍ତିନାମା ଚାଷ 2. ଚୁକ୍ତିନାମା ଚାଷ 3. ଚୁକ୍ତିନାମା ଚାଷ |
controlled storage,ନିୟନ୍ତ୍ରିତ ବାୟୁମଣ୍ଡଳ ସଂରକ୍ଷଣ |
co-operative bank,ସମବାୟ ବ୍ୟାଙ୍କ
cooperator,ସମବାୟ ସମାଜର ସଦସ୍ୟ |
coppice,ଗୁଲମାଭାନ୍ |
corm,କ୍ୟୁବ୍
corolla,1. ଡାଲପୁଞ୍ଜ 2. କରୋଲା |
cortex,1. କର୍ଟେକ୍ସ 2. କର୍ଟେକ୍ସ
cost,ମୂଲ୍ୟ
cotyledon (seed),କୋଟିଲଡନ୍ |
credit society,କ୍ରେଡିଟ୍ କମିଟି
credit,1. ending ଣ 2. କ୍ରେଡିଟ୍
creditor,1. ender ଣଦାତା 2. କ୍ରେଡିଟର୍
crest,1. କ୍ରେଷ୍ଟ 2. ଭର୍ଟେକ୍ସ 3. ସ୍ପାୟର୍ |
crinkle,ପ୍ରତ୍ୟାହାର
crisis,ସମସ୍ୟା
criterion,ପରୀକ୍ଷା
critical,ଗୁରୁତର
crop insurance,ଫସଲ ବୀମା |
crop loan,ଫସଲ loan ଣ
crop,1. ଫସଲ 2. ଫସଲ
cropping area,ଚାଷ କ୍ଷେତ୍ର
cross-incompatible,କ୍ରସ୍ ଅସଙ୍ଗତ |
crown (plant),1. ମୁକୁଟ 2. ଶିଖର (ଉଦ୍ଭିଦ)
crumb,ନରମ କଣିକା |
crust,ଭୂତଳ
cryptogam,1. କ୍ରିପ୍ଟୋଗାମ 2. ଅଣ-ଫ୍ଲୋରିଫର୍ମ |
cull (fruits),ଛେଦନ (ଫଳ)
culm,କଲମ
cultivar,କୃଷି ପ୍ରକାର
cultivation,1. ଟ୍ରାକ୍ସନ୍ 2. କୃଷି 3. ଚାଷ
cultivator,1. କୃଷକ 2. କୃଷକ
culture,1. ଚାଷ 2. ଚାଷ 3. ପାଳିବା |
curing,1. ଉତ୍ସ 2. ପ୍ରସ୍ତୁତି
curling,1. କୁଣ୍ଟାଲାନ୍ 2. କୁଞ୍ଚନ୍ |
currency,ସ୍ଥିତି
cuticle,1. ଏପିଡର୍ମିସ୍ 2. କଟିକଲ୍ |
cutting,1. କଲମ 2. କାଟିବା 3. କାଟିବା 4. କାଟିବା 5. କାଟିବା |
cyst,1. ପୋକ କର୍ପସ୍ 2. ସିଷ୍ଟ 3. ସିଷ୍ଟ 4. ବିକୃତ ଲମ୍ପ 5. ନିଓପ୍ଲାଜମ୍ |
cytochrome,ସାଇଟୋକ୍ରୋମ୍ |
cytogamy,କକ୍ଷ ଯୋଡି
cytogenesis,କକ୍ଷ ପ୍ରଜନନ |
cytogenetics,କୋଷ ଜେନେଟିକ୍ସ |
cytokinesis,ସାଇଟୋପ୍ଲାଜାମିକ୍ ବିଭାଜନ |
cytology,କୋଷ ଜୀବ ବିଜ୍ଞାନ |
cytolysis,ସେଲ୍ ଲାଇସିସ୍ |
cytomere,1. ସାଇଟୋମେର୍ 2. ସେଲ୍ ସେଗମେଣ୍ଟେସନ୍ |
cytoplasm,ସାଇଟୋପ୍ଲାଜମ୍ |
dairy,1. ଦୁଗ୍ଧ 2. ଦୁଗ୍ଧ
dairying,ଦୁଗ୍ଧ ଶିଳ୍ପ
dam,1. ବନ୍ଧ 2. ପ୍ରଜନକ
day-neutral,ଦିନ ସଂପୂର୍ଣ୍ଣ ଉଦ୍ଭିଦ |
days after flowering,ଫୁଲର ଦିନ ପରେ |
days after full bloom,ପୂର୍ଣ୍ଣ ଫୁଲର ଦିନ ପରେ |
deblossoming,ଅପାରଗତା |
decalcification,decalcification
decant,1. ସ୍ଥାନାନ୍ତର 2. ସ୍ଥାନାନ୍ତର
decay,କ୍ଷୟ
deciduous,ପତଳା
decimal,1. ଦଶମିକ 2. ଦଶମିକ
deficiency,ତୁଚ୍ଛତା
deflocculation (soil),ଅନୁରାନ୍ (ମୃତ୍ତିକା)
defloration,ଭିପୁଷ୍ପନ୍ |
defoliation,ବିଲିଂ
deforestation,ଜଙ୍ଗଲ ନଷ୍ଟ
degeneration,ଅପମାନ
degradation,ଅବନତି |
degree days,ପାର୍ଟ ଦିନ
degree,1. ପରିମାଣ 2. ଭାଗ
dehiscence,ଅବହେଳା |
dehulling,ହଳ ଅପସାରଣ |
dehusking,ହଳ ଅପସାରଣ |
dehydration,ଡିହାଇଡ୍ରେସନ୍
dehydrator,ଆନ୍ହାଇଡ୍ରସ୍
demand,ଚାହିଦା
denaturation,1. ଅବନତି 2. ଗୁଣନ
denudation,ନିନ୍ଦା
deposit,1. ଜମା (ମୃତ୍ତିକା) 2. ଜମା (ଅର୍ଥନୀତି)
deposition,ଜମା
depreciation,1. ଅବନତି 2. ଅବନତି
desalinization,ନିଷ୍କାସନ
desiccation,1. ଜଳ ଶୁଖିବା 2. ଡିହାଇଡ୍ରେସନ୍ |
design,1. ଡିଜାଇନ୍ 2. ଡିଜାଇନ୍
dessicator,ଶୁଖୁଆ |
destoning,କର୍ଣ୍ଣଲ ଅପସାରଣ
desuckering,ଡି-ଇଣ୍ଟରକାଲେସନ୍ |
desynapsis,ସଂଯୋଗ
detassel,1. ପୁରୁଷ ମଞ୍ଜରୀ ନିଷ୍କାସନ (ମକା) 2. ବଲାର୍ ନିଷ୍କାସନ |
detasseling,ବଲାର୍ କିମ୍ବା କୁନ୍ଦନ କାଟିବା |
determinant,ନିର୍ଣ୍ଣୟକାରୀ
devaluation,ମୂଲ୍ୟ ହ୍ରାସ
devegetation,ଡି-ଶାକାହାରୀ |
deviation,ବ୍ୟତିକ୍ରମ
diad,ଦୁଇଥର |
diagnosis,ନିରାକରଣ
dichogamy,ଭିନ୍ନ ପରିପକ୍ .ତା |
dichotomy,ବିଭାଜନ
dicotyledon (seed),1. ଡିକୋଟିଲଡନ୍ 2. ଡିକୋଟିଲଡନ୍ (ବିହନ)
die back (disease),ପିଠି ରୋଗ
diffusion,1. ବିଭାଜନ 2. ବିଭେଦ |
digestibility,ହଜମ ଯୋଗ୍ୟତା |
dihybrid,ଡିହାଇବ୍ରିଡ୍ |
dike (dyke),1. ଡ୍ୟାମ୍ 2. ଡ୍ରେନ୍ 3. ପରିବାର |
dilute,ଅଳ୍ପ
dioecious,1. ଏକମାତ୍ର 2. ଏକମାତ୍ର |
diploid,ଡିପ୍ଲଏଡ୍ |
diploid,1. ଡିପ୍ଲଏଡ୍ 2. ଡିପ୍ଲଏଡ୍ |
diplonema,ଡିପୋଲ୍
