Gujarati,Kannada
પ્રવૃત્તિ ગુણોત્તર,ಚಟುವಟಿಕೆ ಅನುಪಾತ
વાસ્તવિક સરનામું (= સંપૂર્ણ સરનામું),ನಿಜವಾದ ವಿಳಾಸ (= ಸಂಪೂರ್ಣ ವಿಳಾಸ)
વાસ્તવિક કોડ (= સંપૂર્ણ કોડ),ನಿಜವಾದ ಕೋಡ್ (= ಸಂಪೂರ್ಣ ಕೋಡ್)
વાસ્તવિક ડેટા ટ્રાન્સફર રેટ,ನಿಜವಾದ ಡೇಟಾ ವರ್ಗಾವಣೆ ದರ
વાસ્તવિક દશાંશ બિંદુ,ವಾಸ್ತವಿಕ ದಶಮಾಂಶ ಬಿಂದು
વાસ્તવિક સૂચના (= અસરકારક સૂચના),ನಿಜವಾದ ಸೂಚನೆ (= ಪರಿಣಾಮಕಾರಿ ಸೂಚನೆ)
ખરેખર ચા,ವಾಸ್ತವಿಕ ಕೀ
વાસ્તવિક સમય,ವಾಸ್ತವಿಕ ಸಮಯ
વાસ્તવિક કામનો સમય,ನಿಜವಾದ ಕೆಲಸದ ಸಮಯ
કાર્યકારી સંકેત,ಸಂಕೇತ
અનુકૂલનક્ષમતા,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
અનુકૂલન,ಅಳವಡಗಾರ
અનુકૂલનશીલ ચેનલ ફાળવણી,ಹೊಂದಾಣಿಕೆಯ ಚಾನಲ್ ಹಂಚಿಕೆ
અનુકૂલનશીલ એકીકરણ,ಹೊಂದಾಣಿಕೆಯ ಏಕೀಕರಣ
અનુકૂલનશીલ બરાબરી,ಅಡಾಪ್ಟಿವ್ ಟ್ರಾನ್ಸ್‌ವರ್ಸಲ್ ಈಕ್ವಲೈಜರ್
ઉમેરાયેલ નોંધ,ಪ್ರವೇಶವನ್ನು ಸೇರಿಸಲಾಗಿದೆ
પરિવર્તન,ಸೇರಿಸು
પ્રહાર,ಸೇರಿಸುವವನು
ઉપદેશક,ಸೇಡ್ ಸಬ್ಟ್ರಾಕ್ಟರ್
ફાઇલ ઉમેરો,ಕಡತವನ್ನು ಸೇರಿಸು
વધારાના પાત્ર (= વિશેષ પાત્ર),ಹೆಚ್ಚುವರಿ ಅಕ್ಷರ (= ವಿಶೇಷ ಅಕ್ಷರ)
વધારાની રેકોર્ડર,ಸೇರ್ಪಡೆ ರೆಕಾರ್ಡರ್
વધારાનો કોઠો,ಸೇರ್ಪಡೆ ಮೇಜು
ઉમેરણ લક્ષણ,ಸಂಯೋಜಕ ಗುಣಲಕ್ಷಣ
મોડમાં ઉમેરો,ಮೋಡ್ ಸೇರಿಸಿ
કામગીરી ઉમેરો,ಕಾರ್ಯಾಚರಣೆ ಸೇರಿಸಿ
સંબોધન,ಭಾಷಣ
સરનામા -માપદંડ,ವಿಳಾಸದ ಅಳತೆ
સરનામું આડી સ્થિતિ,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸಮತಲ ಸ್ಥಾನ
સંબોધન - બિંદુ,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಬಿಂದು
પ્રતિયોગી સ્થિતિ,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಥಾನ
સરનામું રજિસ્ટર,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ರಿಜಿಸ್ಟರ್
પ્રત્યુત્તરપાત્ર સંગ્રહ,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸಂಗ್ರಹಣೆ
સરનાક verભી સ્થિતિ,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಲಂಬ ಸ್ಥಾನ
સરનાવ બસ,ವಿಳಾಸ ಬಸ್
સરનામું,ವಿಳಾಸ ಕೋಡ್
સરખામણી કરનાર,ವಿಳಾಸ ಹೋಲಿಕೆದಾರ
સરનામું,ವಿಳಾಸ ಗಣನೆ
નિવારણ,ವಿಳಾಸ ಸ್ಥಿರ
ધર્મપરિવર્તન,ವಿಳಾಸ ಪರಿವರ್ತನೆ
માહિતી,ವಿಳಾಸ ಡೇಟಾ
સંબોધિત મેમરી,ವಿಳಾಸ ಮೆಮೊರಿ
સંબોધન અસરકારક,ವಿಳಾಸ ಪರಿಣಾಮಕಾರಿ
સરનાવનું ક્ષેત્ર,ವಿಳಾಸ ಕ್ಷೇತ್ರ
સરનાકનું બંધારણ,ವಿಳಾಸ ಸ್ವರೂಪ
મફત કાર્યક્રમ,ವಿಳಾಸ ಉಚಿತ ಕಾರ್ಯಕ್ರಮ
સંબોધન,ಸಂಬೋಧಿಸುವುದು
"સંબોધન
 પાત્ર","ಸಂಬೋಧಿಸುವುದು
 ಪಾತ್ರ"
સંબોધન,ಅಡಚಣೆಯನ್ನು ಉದ್ದೇಶಿಸಿ
સંબોધન,ವಿಳಾಸ ಲೂಪ್
વર્ચુઅલ મેમરીને સંબોધવા,ವರ್ಚುವಲ್ ಮೆಮೊರಿಯನ್ನು ಉದ್ದೇಶಿಸಿ
સરનામું,ವಿಳಾಸ ಇಂಟರ್ಲೇಟಿಂಗ್
સરનામાંહીન સૂચના બંધારણ,ವಿಳಾಸವಿಲ್ಲದ ಸೂಚನಾ ಸ್ವರೂಪ
સરનામા,ವಿಳಾಸ ಸಾಲು
સરનામાંનું નકશો,ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್
સરનાવ,ವಿಳಾಸ ಗುರುತು
સરનામા -ફેરફાર,ವಿಳಾಸ ಮಾರ್ಪಾಡು
સરનામા ભાગ,ವಿಳಾಸದ ಭಾಗ
સરનાક નિર્દેશક,ವಿಳಾಸ ಪಾಯಿಂಟರ್
સરના નોંધણી,ವಿಳಾಸ ನೋಂದಣಿ
સરનામે સંકેત,ವಿಳಾಸ ಸಂಕೇತ
સરનાવનું કદ,ವಿಳಾಸದ ಗಾತ್ರ
સરનાવની જગ્યા,ವಿಳಾಸ ಸ್ಥಳ
સરનામું સ્થાન ઓળખકર્તા,ವಿಳಾಸ ಬಾಹ್ಯಾಕಾಶ ಗುರುತಿಸುವಿಕೆ
સરનાવ બંધ,ವಿಳಾಸ ನಿಲುಗಡೆ
સરનામા,ವಿಳಾಸ ಜಾಡಿನ
સરનામા,ವಿಳಾಸ ಟ್ರ್ಯಾಕ್
અનુવાદ,ವಿಳಾಸ ಅನುವಾದ
અનુવાદક,ವಿಳಾಸ ಅನುವಾದಕ
સબમટ્રેક્ટ સમય ઉમેરવો,ಕಕ್ಸಚ್ಚುವಿಕೆಯನ್ನು ಸೇರಿಸಿ ಸಮಯ
સમય ઉમેરો,ಸಮಯವನ್ನು ಸೇರಿಸಿ
સંલગ્નતા,ಪಕ್ಕದ
સંલગ્ન માળખું,ಪಕ್ಕದ ರಚನೆ
સંલગ્ન માતૃભાષા,ಪಕ್ಕದ ಚಾನಲ್
સંલગ્ન ડોમેન,ಪಕ್ಕದ ಡೊಮೇನ್
સંલગ્ન મેટ્રિક્સ,ಪಕ್ಕದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
સંલગ્ન નોડ,ಪಕ್ಕದ ನೋಡ್
સંલગ્ન સુબેરિયા,ಪಕ್ಕದ ಸುಬೇರಿಯಾ
સંવાદિતા (સિસ્ટમ),ಹೊಂದಾಣಿಕೆ (ಸಿಸ್ಟಮ್)
સમાયોજન કરવું,ಸರಿಹೊಂದಿಸು
ગોઠવણપાત્ર હદ,ಹೊಂದಾಣಿಕೆ ವ್ಯಾಪ್ತಿ
ટેક્સ્ટ મોડને સમાયોજિત કરો,ಪಠ್ಯ ಮೋಡ್ ಅನ್ನು ಹೊಂದಿಸಿ
વહીવટી માહિતી પ્રક્રિયા,ಆಡಳಿತ ದತ್ತಾಂಶ ಸಂಸ್ಕರಣೆ
વહીવટી કામગીરી,ಆಡಳಿತಾತ್ಮಕ ಕಾರ್ಯಾಚರಣೆ
વહીવટી operatorપરેટર,ಆಡಳಿತಕಾರಕ
વહીવટી પ્રચાલક,ಆಡಳಿತ ನಿರ್ವಾಹಕ ಕೇಂದ್ರ
વહીવટી સહાયક પદ્ધતિ,ಆಡಳಿತಾತ್ಮಕ ಬೆಂಬಲ ವ್ಯವಸ್ಥೆ
અદ્યતન સંદેશાવ્યવહાર સેવા,ಸುಧಾರಿತ ಸಂವಹನ ಸೇವೆ
અદ્યતન માહિતી પદ્ધતિ,ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ
અદ્યતન ઓપ્ટિકલ પાત્ર રીડર,ಸುಧಾರಿತ ಆಪ್ಟಿಕಲ್ ಕ್ಯಾರೆಕ್ಟರ್ ರೀಡರ್
અદ્યતન વૈજ્ .ાનિક કમ્પ્યુટર,ಸುಧಾರಿತ ವೈಜ್ಞಾನಿಕ ಕಂಪ್ಯೂಟರ್
હવાઈ,ವೈಮಾನಿಕ
સમૂહ,ಒಟ್ಟು
કુલ અભિવ્યક્તિ,ಒಟ್ಟು ಅಭಿವ್ಯಕ್ತಿ
લક્ષ્યસ્થાન વર્તુળ,ಗುರಿ ವೃತ್ತ
લક્ષ્ય ક્ષેત્ર (= લક્ષ્યનું પ્રતીક),ಗುರಿ ಕ್ಷೇತ್ರ (= ಗುರಿ ಚಿಹ್ನೆ)
લક્ષ્યસ્થાન પ્રતીક,ಗುರಿ ಚಿಹ್ನೆ
હવાઈ ​​કમ્પ્યુટર સિસ્ટમ,ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ
બીજગણિત ઇગન્યુલ્યુ સમસ્યા,ಬೀಜಗಣಿತ ಐಜೆನ್ವಾಲ್ಯು ಸಮಸ್ಯೆ
"બીજગણિત
 એકીકરણ","ಬೀಜಗಣಿತದ
 ಏಕೀಕರಣ"
બીજગણિત ભાષા,ಬೀಜಗಣಿತದ ಭಾಷೆ
બીજગણિત હેરાફેરી,ಬೀಜಗಣಿತದ ಕುಶಲ
બીજગણિત હેરાફેરી ભાષા,ಬೀಜಗಣಿತದ ಕುಶಲ ಭಾಷೆ
બીજગણિત લક્ષી ભાષા,ಬೀಜಗಣಿತ ಆಧಾರಿತ ಭಾಷೆ
બીજગણિત પાળી,ಬೀಜಗಣಿತದ ಶಿಫ್ಟ್
બીજગણિત ચિહ્ન સંમેલન,ಬೀಜಗಣಿತ ಚಿಹ್ನೆ ಸಮಾವೇಶ
શિરચ્છેદ,ಪಾಚಕ
શીલ લક્ષણ,ಆಲ್ಗೋಲ್ ವೈಶಿಷ್ಟ್ಯ
અલ્ગોલ કાર્યક્રમ,ಅಲ್ಗೋಲ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
અલ્ગોરિધમનો,ಅಲ್ಗಾರಿದಮ್
અલ્ગોરિધમનો સહયોગી ભાષા,ಅಲ್ಗಾರಿದಮ್ ಸಹಾಯಕ ಭಾಷೆ
અલ્ગોરિધમનો વર્ગીકરણ,ಅಲ್ಗಾರಿದಮ್ ವರ್ಗೀಕರಣ
અલ્ગોરિધમની જટિલતા,ಅಲ್ಗಾರಿದಮ್ ಸಂಕೀರ್ಣತೆ
અલ્ગોરિધમની ગણતરી,ಅಲ್ಗಾರಿದಮ್ ಗಣನೀಯತೆ
અલ્ગોરિધમિક વિશ્લેષણ,ಕ್ರಮಾವಧಿಕ ವಿಶ್ಲೇಷಣೆ
અલ્ગોરિધમિક અભિગમ,ಕ್ರಮಾವಧಿಕ ವಿಧಾನ
અલ્ગોરિધએમ ભાષા,ಕ್ರಮಬದ್ಧ ಭಾಷೆ
અલ્ગોરિધમનો રૂટિન,ಅಲ್ಗಾರಿದಮಿಕ್ ವಾಡಿಕೆಯ
અલ્ગોરિધમનો સિદ્ધાંત,ಕ್ರಮಾವಧಿಕ ಸಿದ್ಧಾಂತ
ઉર્ફે,ಅಲಿಯಾಸ್
પરવાના,ಅಲಿಯಾಸೆ
ઉપનામ નામ (= વૈકલ્પિક નામ),ಅಲಿಯಾಸ್ ಹೆಸರು (= ಪರ್ಯಾಯ ಹೆಸರು)
ગોઠવણી,ಜೋಡಣೆ
ફાળવવું,ನಿಯೋಜಿಸು
ફાળવણીનું માળખું,ಹಂಚಿಕೆ ರಚನೆ
હેતુસર કમ્પ્યુટર,ಎಲ್ಲಾ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್
વર્ણાનુક્રમ,ವರ್ಣಮಾಲೆಯ ಪಾತ್ರ
મૂળાક્ષરોનો પાત્ર સમૂહ,ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರಗಳ ಸೆಟ್
મૂળાક્ષરો,ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ ಉಪವಿಭಾಗ
વર્ણાનુક્રમ,ವರ್ಣಮಾಲೆ ಸಂಕೇತ
વર્ણાનુક્રમ,ವರ್ಣಮಾಲೆ ಶಿಫ್ಟ್
વર્ણાનુક્રમ,ವರ್ಣಮಾಲೆಯ ದಾರ
વર્ણાનુક્રમ,ವರ್ಣಮಾಲೆ ಪದ
મૂળાક્ષરો,ವರ್ಣಮಾಲೆ
અલ્ફેજ ome મેટ્રિક્સ,ಆಲ್ಫೇಜೀಟ್ರಿಕ್ಸ್
મૂર્તિમંત,ಆಲ್ಫಾಮನ
મરણોત્તર,ವರ್ಣಮಾಲೆಯ
મૂર્તિમંત,ವರ್ಣಮಾಲೆಯ
આલ્ફાન્યુમેરિકલ કીબોર્ડ ડિવાઇસ,ಆಲ್ಫಾನ್ಯೂಮರಿಕಲ್ ಕೀಬೋರ್ಡ್ ಸಾಧನ
મૂળાક્ષર,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಅಕ್ಷರ ಸೆಟ್
મૂળાક્ષર,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡ್
આલ્ફાન્યુમેરિક કોડેડ પાત્ર સમૂહ,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡೆಡ್ ಅಕ್ಷರ ಸೆಟ್
મૂળાક્ષરીનો ડેટા,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಡೇಟಾ
આલ્ફાન્યુમેરિક ડિસ્પ્લે ડિવાઇસ,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪ್ರದರ್ಶನ ಸಾಧನ
મૂળાક્ષર સંપાદિત પાત્ર,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸಂಪಾದಿತ ಪಾತ್ರ
વર્ણ -ક્ષેત્ર,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕ್ಷೇತ್ರ
વર્ણ -સૂચના,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸೂಚನೆ
મૂળાક્ષર કીબોર્ડ,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್
મૂળાક્ષર,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ವಿಂಗಡಣೆ
મૂળાક્ષર સંગ્રહ,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸಂಗ್ರಹ
બદલવા યોગ્ય,ಬದಲಾಯಿಸಬಹುದಾದ ಮೆಮೊರಿ
ફેરફાર -ફેરૂપ,ಬದಲಾವಣೆ ಸ್ವಿಚ್
પરિવર્તનશીલ,ಬದಲಾಯಿಸುವ
ફેરફાર,ಬದಲಾದ ಮೋಡ್
વૈકલ્પિક પુન recovery પ્રાપ્તિ,ಪರ್ಯಾಯ ಚೇತರಿಕೆ
વૈકલ્પિક માર્ગ,ಪರ್ಯಾಯ ಮಾರ್ಗ
વૈકલ્પિક માર્ગ,ಪರ್ಯಾಯ ರೂಟಿಂಗ್
વૈકલ્પિક પાટા,ಪರ್ಯಾಯ ಟ್ರ್ಯಾಕ್
ફેરબદલ (= અથવા કામગીરી),ಪರ್ಯಾಯ (= ಅಥವಾ ಕಾರ್ಯಾಚರಣೆ)
વૈકલ્પિક લક્ષણ,ಪರ್ಯಾಯ ಗುಣಲಕ್ಷಣ
વૈકલ્પિક અસ્વીકાર (= નહીં અને કામગીરી),ಪರ್ಯಾಯ ನಿರಾಕರಣೆ (= ಅಲ್ಲ ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ)
અસ્પષ્ટ ભૂલ,ಅಸ್ಪಷ್ಟ ದೋಷ
અસ્પષ્ટ સંદર્ભ,ಅಸ್ಪಷ್ಟ ಉಲ್ಲೇಖ
પ્રાચય,ಜರುಗೋಲು
એનાશ -ઉપાડનાર,ಅನಾಲಾಗ್
મનોલોત્ર,ಅನಾನುಕೂಲ ಚಾನೆಲ್
એનાલોગ કમ્પ્યુટર,ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್
એનાશ -રૂપાંતર કરનાર,ಅನಾನುಕೂಲ ಪರಿವರ್ತಕ
મનોજ્ analા આંકડા,ಅನಲಾಗ್ ಡೇಟಾ
એનાશ -વિભાજક,ಅನನುಕಿನ ವಿಭಾಜಕ
એનાલોગ સુવિધા ટર્મિન,ಅನಲಾಗ್ ಫೆಸಿಲಿಟಿ ಟರ್ಮಿನಲ್
"મનોલોગ કાર્ય
 જનરેટર","ಅನಾನುಕೂಲ ಕಾರ್ಯ
 ಉತ್ಪಾದಕ"
મનોરોગ એકીકરણ,ಅನಲಾಗ್ ಏಕೀಕರಣ
એનાલ -ગુણાકાર,ಸೋಗು ಗುಣಕ
એનાશિક કાર્યક્રમ,ಅನಲಾಗ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
એનાલ -સ્તનપાન,ಅನನುಕಿನ ಸ್ಕೇಲಿಂಗ್
એનાલોગ સંકેત,ಅನಾಲಾಗ್ ಸಂಕೇತ
એનાશ સિમ્યુલેશન,ಸಿಮ್ಯುಲೇಶನ್
એનાશ -સ્વીચ,ಅನಲಾಗ್ ಸ್ವಿಚ್
પ્રાકૃતિક પદ્ધતિ,ಅನಾಲಾಗ್ ವ್ಯವಸ್ಥೆ
"ડિજિટલથી એનાલોગ
 એકત્રીકરણ કરનાર","ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್
 ಪರಿವರ್ತಕ"
"ડિજિટલથી એનાલોગ
 એન્કોડર","ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್
 ಸ್ಥಳಾಂತರಕ"
મનોલોગ પ્રસારણ,ಅನಾಲಿಕೆ ಹರಡುವಿಕೆ
એનોગ પ્રકાર,ಅನಾಲಾಗ್ ಪ್ರಕಾರ
વિશ્લેષણ -વિધિ,ವಿಶ್ಲೇಷಣೆ
વિશ્લેષણ પદ્ધતિ,ವಿಶ್ಲೇಷಣೆ ವಿಧಾನ
વિશ્લેષણાત્મક,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಎಂಜಿನ್
પૂર્વજો,ಪೂರ್ವಜರ ಕಾರ್ಯ
આનુષંગિક સાધનસામગ્રી,ಪೂರಳು ಉಪಕರಣಗಳು
અને,ಮತ್ತು
અને સર્કિટ,ಮತ್ತು ಸರ್ಕ್ಯೂಟ್
અને,ಮತ್ತು ಅಂಶ
અને દરવાજો,ಮತ್ತು ಗೇಟ್
અને માસ્કિંગ,ಮತ್ತು ಮರೆಮಾಚುವಿಕೆ
અને ઓપરેશન નથી (= બાકાત,ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ ಅಲ್ಲ (= ಹೊರಗಿಡುವಿಕೆ
કામગીરી,ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ
જોડાણ મેમરી,ಅನೆಕ್ಸ್ ಸ್ಮರಣೆ
નોંધણી,ಟಿಪ್ಪಣಿ
જાહેરાત કરનાર,ಮೊಳಕೆ
પાછો જવાબ આપો,ಮತ್ತೆ ಉತ್ತರಿಸಿ
જવાબ,ಉತ್ತರ ವಿಳಂಬ
જવાબદાર સમય,ಸಮಯಕ್ಕೆ ಉತ್ತರಿಸುವುದು
જવાબ દીવો,ಉತ್ತರ ದೀಪ
જવાબ સૂચિ,ಉತ್ತರ ಪಟ್ಟಿ
માત્ર,ಉತ್ತರ ಮಾತ್ರ
અપેક્ષા -મોડ,ನಿರೀಕ್ಷೆಯ ಕ್ರಮ
આગોતરક બફર,ನಿರೀಕ್ಷಿತ ಬಫರಿಂಗ್
આગોતરક કેરી,ನಿರೀಕ್ಷಿತ ಸಾಗಣೆ
આગોતરી પેજિંગ,ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್
અસત્ય કામગીરી,ಪ್ರತಿಕೂಲ ಕಾರ್ಯಾಚರಣೆ
કૃત્રિમ તત્વ,ಪ್ರತಿಷ್ಠಾನದ ಅಂಶ
