Punjabi,Odiya
ਐਸਿਡਿਟੀ,ଅମ୍ଳତା |
ਐਸਿਡੋਫਾਈਲ,ଏସିଡୋଫାଇଲ୍ |
ਤੇਜ਼ਾਬ ਚੱਟਾਨ ਫਾਸਫੇਟ,ଅମ୍ଳଯୁକ୍ତ ପଥର ଫସଫେଟ୍ |
ਤੇਜ਼ਾਬ,ଅମ୍ଳଯୁକ୍ତ |
aquifer,ଜଳଜଳ
ਪ੍ਰਾਪਤੀ,ଅଧିଗ୍ରହଣ
ਏਕੜ,ଏକର
1. ਖੇਤਰ 2. ਖੇਤਰ,1. କ୍ଷେତ୍ର 2. କ୍ଷେତ୍ର
ਅੰਤ ਬਿੰਦੂ ਕ੍ਰੋਮੋਸੋਮ,ଶେଷ ପଏଣ୍ଟ କ୍ରୋମୋଜୋମ୍ |
ਅਗਾਂਹਵਧੂ,ଆଗକୁ ଦେଖିବା
acrosome,ଆକ୍ରୋସୋମ୍ |
ਐਕਟਿਨੋਮਾਈਸੀਟਸ,ଆକ୍ଟିନୋମାଇସେଟ୍ସ |
ਸਰਗਰਮ ਕੋਰ,ସକ୍ରିୟ କୋର୍ |
1. ਗੁੱਸੇ ਵਾਲਾ 2. ਤੀਬਰ,1. କ୍ରୋଧିତ 2. ତୀବ୍ର
ਅਨੁਕੂਲਤਾ,ଅନୁକୂଳତା
ਕਸਟਮਾਈਜ਼ੇਸ਼ਨ,କଷ୍ଟମାଇଜେସନ୍
1. ਅਡੈਸ਼ਨ 2. ਅਡੈਸ਼ਨ,1. ଆଡେସିନ୍ 2. ଆଡେସିନ୍ |
sebaceous,sebaceous
ਸਮਾਯੋਜਨ ਸਮੀਕਰਨ,ଆଡଜଷ୍ଟେସନ୍ ସମୀକରଣ
ਅਡੋਬ ਮਿੱਟੀ,ଆଡୋବ ମାଟି |
ਮਿਲਾਵਟ ਕਰਨ ਵਾਲਾ,ବ୍ୟଭିଚାର
ਐਕਟੋਪਿਕ,ଏକ୍ଟୋପିକ୍
ਆਈਸੀਡਿਓਸਪੋਰ ਆਈਸੀਡੀਅਮ ਸਪੋਰ,Isidiospore Isidium Spore |
ਐਰੋਡਾਇਨਾਮਿਕ ਪ੍ਰਕਿਰਿਆ,ଏରୋଡାଇନାମିକ୍ ପ୍ରକ୍ରିୟା |
ਵੈਂਟ੍ਰਲ,ଭେଣ୍ଟ୍ରାଲ୍ |
ਹਵਾ ਦੇਣ ਲਈ,ବିମାନକୁ
1. ਹਵਾ 2. ਆਕਾਸ਼ੀ,1. ବାୟୁ 2. ଆକାଶୀ |
1. ਐਰੋਮੀਟਰ 2. ਐਰੋਮੀਟਰ 3. ਐਰੋਮੀਟਰ,1. ଏରୋମିଟର 2. ଏରୋମିଟର 3. ଏରୋମିଟର |
ਐਰੋਸੋਲ,ଏରୋସୋଲ୍ |
1. ਫੁੱਲ 2. ਗਰਮੀਆਂ ਦੀ ਸੁਸਤਤਾ,1. ପୁଷ୍ପମାଲ୍ୟ 2. ଗ୍ରୀଷ୍ମ ଶୋଇବା |
ਬਿਮਾਰੀ ਦਾ ਵਿਗਿਆਨ,ରୋଗ ବିଜ୍ଞାନ
ਜੰਗਲਾਤ,ବୃକ୍ଷରୋପଣ
1. ਅੰਦੋਲਨ 2. ਗੜਬੜ,1. ଉତ୍ତେଜନା 2. ଅଶାନ୍ତିରତା |
ਐਗਮਾਰਕ,ଆଗମାର୍କ |
1. ਜ਼ਮੀਨ ਨਾਲ ਸਬੰਧਤ 2. ਖੇਤੀਬਾੜੀ,1. ଜମି ସମ୍ବନ୍ଧୀୟ 2. କୃଷି
ਖੇਤੀਬਾੜੀ ਕਲੀਨਿਕ,କୃଷି ଚିକିତ୍ସାଳୟ
1. ਖੇਤੀ ਮਜ਼ਦੂਰ 2. ਖੇਤੀ ਮਜ਼ਦੂਰ,1. କୃଷି ଶ୍ରମ 2. କୃଷି ଶ୍ରମ |
ਖੇਤੀਬਾੜੀ ਮੰਡੀਕਰਨ,କୃଷି ମାର୍କେଟିଂ |
ਖੇਤੀਬਾੜੀ ਤਕਨਾਲੋਜੀ,କୃଷି ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
1. ਖੇਤੀ 2. ਖੇਤੀ 3. ਖੇਤੀ ਵਿਗਿਆਨ,1. କୃଷି 2. ଚାଷ 3. କୃଷି ବିଜ୍ଞାନ |
ਖੇਤੀਬਾੜੀ ਜੰਗਲਾਤ,କୃଷି ଜଙ୍ଗଲ
ਖੇਤੀਬਾੜੀ ਜੈਵ ਵਿਭਿੰਨਤਾ,କୃଷି ଜ odi ବ ବିବିଧତା |
ਖੇਤੀਬਾੜੀ ਜੈਵਿਕ ਨੁਕਸ,କୃଷି ଜ organic ବିକ ତ୍ରୁଟି |
ਖੇਤੀਬਾੜੀ ਜੀਵ ਵਿਗਿਆਨ,କୃଷି ଜୀବ ବିଜ୍ଞାନ |
ਖੇਤੀ-ਜਲਵਾਯੂ ਵਿਭਿੰਨਤਾ,କୃଷି-ଜଳବାୟୁ ବିବିଧତା |
ਖੇਤੀ ਜਲਵਾਯੂ ਖੇਤਰ ਦੀ ਰਚਨਾ,agroclimatic ଜୋନ୍ ସୃଷ୍ଟି |
ਖੇਤੀ ਜੰਗਲਾਤ,କୃଷି ଜଙ୍ଗଲ
ਖੇਤੀ ਵਿਗਿਆਨ,କୃଷି
ਖੇਤੀ ਵਿਗਿਆਨਕ,ଆଗ୍ରୋନୋମିକ୍
ਖੇਤੀਬਾੜੀ ਪੇਸਟੋਰਲ,କୃଷି ପାଳକ
ਫਸਲ ਪ੍ਰੋਸੈਸਿੰਗ,ଫସଲ ପ୍ରକ୍ରିୟାକରଣ |
ਘਾਹ ਵਿਗਿਆਨ,ଘାସ ବିଜ୍ଞାନ |
ਫਸਲ ਦੀ ਕਿਸਮ,ଫସଲ ପ୍ରକାର |
epiphyte,ଏପିଫାଇଟ୍ |
aikiochi ਮਿੱਟੀ,aikiochi ମାଟି |
ਰੰਗ ਅੰਨ੍ਹਾਪਨ,ରଙ୍ଗ ଅନ୍ଧତା |
alfisol,ଆଲଫିସୋଲ୍ |
ਐਲਗੀ,ଶାଗ
ਐਲਗੀ ਰੋਗ,ଆଲଗା ରୋଗ
ਖਾਰੀ ਪਾਣੀ,କ୍ଷାର ଜଳ |
ਖਾਰੀ,କ୍ଷାର
ਵਿਕਲਪਕ,ବିକଳ୍ପ
ਐਲੇਲੋ ਕੈਮਿਸਟਰੀ,ଆଲେଲୋ କେମେଷ୍ଟ୍ରି |
ਐਲੀਲ,ଆଲେଲେ
ਐਲੇਲੋਪੈਥੀ,ଆଲେଲୋପାଥି
ਵੇਥੀ ਦੀ ਫਸਲ,ଭେଟି ଫସଲ |
ਸੰਪੂਰਨਤਾ,ସମାପ୍ତି
ਗਰੱਭਧਾਰਣ ਕਰਨਾ,ଫର୍ଟିଲାଇଜେସନ୍
1. ਰਿਲੇਟੀਵਿਟੀ 2. ਐਲੋਮੈਟਰੀ,1. ଆପେକ୍ଷିକତା 2. ଆଲୋମେଟ୍ରି |
multiploidy,ମଲ୍ଟିପ୍ଲୋଡି
1. ਪੈਰਾਜ਼ੀਗੋਸਿਟੀ,1. ପାରାଜାଇଗୋସିଟି |
1. ਵਿਕਲਪਕ ਸਾਲ ਫੰਕਸ਼ਨ 2. ਵਿਕਲਪਕ ਫੰਕਸ਼ਨ,1. ବ Year କଳ୍ପିକ ବର୍ଷ କାର୍ଯ୍ୟ 2. ବିକଳ୍ପ କାର୍ଯ୍ୟ |
ਬਦਲਵੀਂ ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ,ବିକଳ୍ପ ଜମି ବ୍ୟବହାର |
ਵਾਤਾਵਰਣ,ପରିବେଶ
ਸੁਧਾਰਕ,ସଂସ୍କାରକ
ਮਾਈਟੋਸਿਸ,ମାଇଟୋସିସ୍
ਆਮੀਨ,ଆମେନାନ୍
ਐਮੋਨੀਅਨ,ଆମୋନିଅନ୍ |
amniferous,amniferous
1. ਬੇਅਸਰ ਰੂਪ 2. ਅਰੂਪੀ,1. ପ୍ରଭାବହୀନ ଫର୍ମ 2. ଅରୁପି |
amphibian ਮਿਸ਼ਰਣ,ଆମ୍ଫିବିଆନ୍ ମିଶ୍ରଣ |
ਐਮਫੋਟੇਰਿਕ,ଆମ୍ଫୋଟେରିକ୍ |
ਭੰਡਾਰ,ଷ୍ଟକପିଲିଂ |
1. ਐਨਾਇਰੋਬਿਕ 2. ਐਨਾਇਰੋਬਿਕ ਜੀਵ,1. ଆନାଏରୋବିକ୍ 2. ଆନାଏରୋବିକ ଜୀବ |
ਹੈਪਲੋਇਡ,ହାପ୍ଲଏଡ୍ |
ਕੋਣੀ ਲਾਉਣਾ,କୋଣାର୍କ ବୃକ୍ଷ ରୋପଣ |
ਪਸ਼ੂ ਪਾਲਣ,ପଶୁପାଳନ
ਜਾਨਵਰ ਦੇ ਮਲ-ਮੂਤਰ,ପଶୁ ନିର୍ଗମନ
ਜੀਵਤ ਊਰਜਾ,ଜୀବନ୍ତ ଶକ୍ତି
ਅਸਧਾਰਨ,ଅସନ୍ତୁଷ୍ଟ |
ਇੱਕ ਸਾਲ ਪੁਰਾਣਾ ਪੌਦਾ,ଏକ ବର୍ଷ ପୁରୁଣା ଉଦ୍ଭିଦ |
ਸਾਲਾਨਾ,ବାର୍ଷିକ
1. ਅਨੰਦ 2. ਚਮਕ,1. ଉତ୍କଣ୍ଠା 2. ପ୍ରଭାବ
ਐਂਥ੍ਰੈਕਸ,ଆନ୍ଥ୍ରାକ୍ସ
ਮਾਨਵ-ਜਨਕ ਕਾਰਕ,ଆନ୍ଥ୍ରୋପୋଜେନିକ୍ କାରକଗୁଡିକ |
ਬਚਾਅ,ବଞ୍ଚିବା
1. ਐਂਟੀਬਾਇਓਟਿਕ 2. ਐਂਟੀਬਾਇਓਟਿਕ,1. ଆଣ୍ଟିବାୟୋଟିକ୍ 2 ଆଣ୍ଟିବାୟୋଟିକ୍ |
ਘਿਣਾਉਣੀ,ଘୃଣ୍ୟ
ਐਂਟੀਆਕਸੀਡੈਂਟ,ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |
ਐਂਟੀਟੌਕਸਿਨ,ଆଣ୍ଟିଟୋକ୍ସିନ୍ |
ਰਿੰਗ ਉਂਗਲ,ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |
1. ਐਫੀਡ 2. ਮਹੂ 3. ਚੇਪਾ,1. ଆପିଡ୍ 2. ମାହୁ 3. ଚେପା |
ਚੋਟੀ ਦੇ ਮੁਕੁਲ,ଉପର ଗୁଣ୍ଡ |
ਸਿਖਰ ਪ੍ਰਭਾਵ,ଶିଖର ପ୍ରଭାବ
ਮਧੂ ਮੱਖੀ ਪਾਲਣ,ମହୁମାଛି ପାଳନ
ਅਲੌਕਿਕਤਾ,ସମଲିଙ୍ଗୀତା
apoptosis,ଆପୋପ୍ଟୋସିସ୍ |
ਜੋੜ,ଅନୁକ୍ରମଣିକା
ਭੁੱਖ ਵਧਾਉਣ ਵਾਲਾ,ଭୋକ
ਲਾਗੂ ਕੀਤਾ,ପ୍ରୟୋଗ ହୋଇଛି |
ਜਲਜੀ ਬੂਟੀ,ଜଳୀୟ ତୃଣ
1. ਰੁੱਖ 2. ਰੁੱਖ ਨਿਵਾਸੀ,1. ବୃକ୍ଷ 2. ବୃକ୍ଷ ନିବାସୀ |
ਬ੍ਰਾਂਚਿੰਗ,ଶାଖା
ਪ੍ਰੋਟੋਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ,ପ୍ରୋଟୋବୋଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |
ਜ਼ੋਨ ਨੰਬਰ,ଜୋନ୍ ସଂଖ୍ୟା
1. ਖੇਤਰ 2. ਖੇਤਰ,1. କ୍ଷେତ୍ର 2. କ୍ଷେତ୍ର
ਖੁਸ਼ਕ ਈਕੋਸਿਸਟਮ,ଶୁଖିଲା ଇକୋସିଷ୍ଟମ୍ |
cotyledon,କୋଟିଲଡନ୍ |
ਸੌਰਭ,ସ aur ରଭ |
ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ,ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |
ਸੁਗੰਧਿਤ ਚੌਲ,ସୁଗନ୍ଧିତ ଚାଉଳ |
ਇਕੁ ਪੁਸ਼ਪੰ ॥,ଇକଶୁ ପୁଷ୍ପନ୍ |
ਅਸੈਪਟਿਕ,ଆସେପ୍ଟିକ୍ |
1. ਅਸੈਪਟਿਕ 2. ਅਸੈਪਟਿਕ,1. ଆସେପ୍ଟିକ୍ 2. ଆସେପ୍ଟିକ୍ |
ਅਲੌਕਿਕ ਪ੍ਰਜਨਨ,ସମଲିଙ୍ଗୀ ପ୍ରଜନନ |
ਆਕਾਰ,ଆକାର
ਸੰਪਤੀ,ସମ୍ପତ୍ତି
1. ਸਮੀਕਰਨ 2. ਸਮੀਕਰਨ,1. ଆସ୍ମିଲେସନ୍ 2. ଆସ୍ମିଲେସନ୍ |
1. ਐਸੋਸੀਏਸ਼ਨ 2. ਐਸੋਸੀਏਸ਼ਨ,1. ଆସୋସିଏସନ 2. ଆସୋସିଏସନ
1. ਕਾਲਮ 2. astringency,1. ସ୍ତମ୍ଭ 2. ଜ୍ୟୋତିଷ
heterozygosity,ହେଟେରୋଜାଇଗୋସିଟି |
1. ਪੂਰਵਜ 2. ਅਟਾਵਿਜ਼ਮ,1. ପିତୃପୁରୁଷ 2. ଆଟାଭିଜିମ୍ |
ਕਣ,କଣିକା
1. ਅਪੁਸ਼ਟਤਾ 2. ਵਿਗਾੜ,1. ଅନିଶ୍ଚିତତା 2. ଦୁର୍ବଳତା |
ਸਵੈ ਜੋੜਾ,ଆତ୍ମ ଯୋଡି |
autolysis,ଅଟୋଲାଇସିସ୍
1. ਸੁਭਾਵਕ ਆਕਸੀਕਰਨ 2. ਸਵੈ-ਚਾਲਤ ਆਕਸੀਕਰਨ,1. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ 2. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ |
ਸਵੈ ਮਲਟੀਪਲੈਕਸ,ସ୍ୱୟଂ ମଲ୍ଟିପ୍ଲେକ୍ସଡ୍ |
auxin,ଆକ୍ସିନ୍
1. ਹਿਲਾ 2. ਟੌਡ,1. ହଲାନ୍ତୁ 2. ଟୋଡ୍ |
ਸਜ਼ਾ ਵਾਇਰਸ,ଦଣ୍ଡବିଧାନ ଜୀବାଣୁ |
1. ਬੇਸੀਲਸ 2. ਬੇਸੀਲਸ,1. ବାକିଲସ୍ 2. ବାକିଲସ୍ |
1. ਬੈਕਟੀਰੀਆ 2. ਬੈਕਟੀਰੀਆ,1. ଜୀବାଣୁ 2. ଜୀବାଣୁ
ਬੈਕਟੀਰੀਆ ਦੇ ਜ਼ਹਿਰ,ଜୀବାଣୁ ବିଷାକ୍ତ
ਬੈਗਾਸ,ବାଗାସେ |
ਸੰਤੁਲਨ ਸ਼ੀਟ,ତୂଳନା ପତ୍ର
ਸੰਤੁਲਿਤ ਖਾਦ ਦੀ ਵਰਤੋਂ,ସନ୍ତୁଳିତ ସାର ବ୍ୟବହାର |
ਬਾਰ ਗ੍ਰਾਫ,ବାର୍ ଗ୍ରାଫ୍ |
ਸੱਕ,ଭୁକିବା |
1. ਬੈਰੋਮੀਟਰ 2. ਬੈਰੋਮੀਟਰ,1. ବାରୋମିଟର 2. ବାରୋମିଟର |
1. ਬਜ਼ਰ 2. ਜੜ 3. ਬੰਜਰ,1. ବଜର୍ 2. ଅଦୃଶ୍ୟ 3. ବନ୍ଧ୍ୟା |
1. ਅਧਾਰ 2. ਅਧਾਰ 3. ਕੱਪਾਂਗ,1. ଆଧାର 2. ଆଧାର 3. କପଙ୍ଗ |
1. ਤਾਲਾ 2. ਬੇਸਿਨ,1. ତାଲା 2. ବେସିନ |
ਤਾਲਾਬੀਸਰੀ,ତଲାବିସାରି |
1. ਬੇਸਿਸਟਰਨਮ 2. ਰੂਟ ਹੋਲਡਰ,1. ବେସ୍ଟର୍ନମ୍ 2. ମୂଳ ଧାରକ |
ਖਾੜੀ ਮਾਨਸੂਨ,ଗଲ୍ଫ ମ so ସୁମୀ |
ਫਲ ਪੌਦਾ,ଫଳ ଉଦ୍ଭିଦ |
ਬਿਸਤਰਾ,ଶଯ୍ୟା
ਬੈੱਡ ਪੌਦਾ,ଶଯ୍ୟା ଉଦ୍ଭିଦ |
ਬਿਸਤਰਾ,ଶଯ୍ୟା
ਚੁਕੰਦਰ ਗੁੜ,ବିଲା ଗୁଣ୍ଡ |
ਘੰਟੀ,ଘଣ୍ଟି
1. ਪੱਟੀ 2. ਭੂਮੀ,1. ଷ୍ଟ୍ରିପ୍ 2. ଭୂମି
ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
ਚਾਹਵਾਨ (ਨਮੂਨਾ),ଆଶାକର୍ମୀ (ନମୁନା)
ਦੋ-ਸਾਲਾ ਪੌਦੇ,ଦ୍ୱି ବର୍ଷୀୟ ଉଦ୍ଭିଦ |
ਬਾਇਨੋਮੀਅਲ,ଦ୍ୱିପାକ୍ଷିକ |
ਬਾਇਓਫੈਕਟਰ,ବାୟୋଫାକ୍ଟର |
ਜੈਵਿਕ ਜਲਵਾਯੂ,ଜ bi ବିକ ଜଳବାୟୁ |
ਬਾਇਓ ਊਰਜਾ,ଜ o ବ ଶକ୍ତି |
ਜੀਵ-ਜੰਤੂ ਵਾਤਾਵਰਣ,ଜୀବଜନ୍ତୁ ପରିବେଶ |
1. ਬਾਇਓ-ਪ੍ਰੋਸੈਸਰ 2. ਬਾਇਓ-ਰਿਐਕਟਰ,1. ବାୟୋ-ପ୍ରୋସେସର୍ 2. ବାୟୋ-ରିଆକ୍ଟର |
ਜੀਵ-ਮੰਡਲ,ଜ bi ବ ଜୀବ |
ਬਾਇਓਟਿਕ,ବାୟୋଟିକ୍ |
ਜੀਵ-ਜੰਤੂ,ପ୍ରାଣୀ
ਡਿਵਿਲਿੰਗੀ,ଡିଭିଲିଙ୍ଗୀ |
ਧਵਲਨ,ଧାୱାଲାନ୍ |
1. ਪ੍ਰਧਵਾਸਨ (ਰੋਗ) 2. ਗਸਟ ਰੋਗ,1. ପ୍ରଭାସନ୍ (ରୋଗ) 2. ଗୁଣ୍ଡ ରୋଗ |
ਮਿਲਾਉਣਾ,ମିଶ୍ରଣ
1. ਅੰਗਮਾਰੀ (ਰੋਗ) 2. ਝੁਲਸ (ਰੋਗ),1. ଅଙ୍ଗମାରି (ରୋଗ) 2. ବ୍ଲାଇଟ୍ (ରୋଗ)
1. ਛਾਲੇ 2. ਛਾਲੇ 3. ਫਟਣਾ 4. ਛਾਲੇ,1. ଫୁଲା 2. ଫୁଲା 3. ଉଦ୍ଗୀରଣ 4. ଫୁଲା |
ਨੀਲੀ ਕ੍ਰਾਂਤੀ,ନୀଳ ବିପ୍ଳବ |
ਪਲੈਨਰ ਹੀਟਿੰਗ ਚੈਂਬਰ,ପ୍ଲାନାର୍ ହିଟିଂ ଚାମ୍ବର |
ਪਲੈਨਰ ਹੀਟਿੰਗ ਤਕਨਾਲੋਜੀ,ପ୍ଲାନାର୍ ଗରମ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
ਬਰੈਨ,କଞ୍ଚା |
ਬ੍ਰਾਂਚਿੰਗ,ଶାଖା
1. ਟਹਿਣੀ 2. ਸਬਬ੍ਰਾਂਚ,1. ଟ୍ୱିଗ୍ 2. ସବବ୍ରାଞ୍ଚ |
ਨਸਲ,ପ୍ରଜାତି
ਪ੍ਰਜਨਨ,ପ୍ରଜନନ
ਸ਼ੁਰੂਆਤੀ ਉਗਣ ਦਾ ਇਲਾਜ,ଶୀଘ୍ର ଅଙ୍କୁର ଚିକିତ୍ସା |
1. ਬੱਚਾ 2. ਅੰਡੇ 3. ਭਰੂਣ,1. ଘନ 2. ଅଣ୍ଡା 3. ଭ୍ରୁଣ |
ਉਭਰਦਾ,ଅଙ୍କୁରିତ |
ਬਜਟ,ବଜେଟ୍
1. ਐਮਫੋਟੇਰਿਕ 2. ਬਫਰ,1. ଆମ୍ଫୋଟେରିକ୍ 2. ବଫର୍ |
ਮਿਠਾ ਆਲੂ,ମିଠା ଆଳୁ
ਬੰਟ (ਰੋਗ),ବଣ୍ଟ (ରୋଗ)
1. ਉਪ-ਉਤਪਾਦ 2. ਉਪ-ਉਤਪਾਦ,1. ଉପ-ଉତ୍ପାଦ 2. ଉପ-ଉତ୍ପାଦ |
c ਨਮੀ ਨਿਰਧਾਰਨ ਕਰਵ,c ଆର୍ଦ୍ରତା ନିର୍ଦ୍ଦିଷ୍ଟ ବକ୍ର
ਤੇਲ ਕੇਕ,ତେଲ କେକ୍ |
1. ਚੂਨਾ 2. ਕੈਲਸ਼ੀਅਮ,1. ଚୂନ 2. କ୍ୟାଲସିୟମ୍ |
ਕੈਲਸੀਓਨ,କାଲସିଅନ୍ |
ਫਾਸਫੇਟ ਹਟਾਉਣ,ଫସଫେଟ୍ ଅପସାରଣ |
1. ਕਿਨਾਟਾ 2. ਕੈਲਾਟਾ,1. କିନାଟା 2. କାଲାଟା |
1. ਕੈਲਸ 2. ਕਿਰਨ,1. କଲସ୍ 2. କିରଣ
1. ਸੈਪਲਸ 2. ਕੈਲਿਕਸ,1. କବରଗୁଡିକ 2. କାଲିକ୍ସ |
ਬਾਹਰੀ ਅੰਤ,ବାହ୍ୟ ଶେଷ
ਏਡਾ,ଏଡା
ਕੈਂਕਰ (ਬੈਕਟੀਰੀਆ ਦੀ ਬਿਮਾਰੀ),କର୍କଟ (ଜୀବାଣୁ)
ਕੈਨਿੰਗ,କ୍ୟାନିଂ |
ਅਸਮਾਨ,ଆକାଶ
ਵਿੱਤ,ଅର୍ଥ
ਪਰਾਗੀਕਰਨ (ਅੰਜੀਰ ਦਾ),ପ୍ରଦୂଷଣ (ଡିମ୍ବିରି)
1. ਕੈਪਸੂਲ 2. ਕੈਪਸੂਲ 3. ਕੈਪਸੂਲ,1. କ୍ୟାପସୁଲ୍ 2. କ୍ୟାପସୁଲ୍ 3. କ୍ୟାପସୁଲ୍ |
ਕਾਰਬਨਾਈਜ਼ਡ,ଅଙ୍ଗାରକାମ୍ଳ |
ਕਾਰਬਨਾਨ,ଅଙ୍ଗାରକାମ୍ଳ |
carapace,କାରାପେସ୍ |
ਬਰੇਸਲੈੱਟ,ବ୍ରେସଲେଟ୍
1. ਕਾਸਟਿੰਗ (ਲੋਹਾ) 2. ਕਸ਼ਤੀ (ਕੀੜੇ),1. କାଷ୍ଟିଂ (ଲୁହା) 2. କିସିପି (କୀଟ)
catabolism,କାଟାବୋଲିଜିମ୍ |
ਪ੍ਰੇਰਣਾ,ପ୍ରେରଣା
1. ਕੈਟਰਪਿਲਰ 2. ਕੈਟਰਪਿਲਰ,1. କୀଟପିଲା 2. କୀଟପିଲା |
c d. ਐਨ. a ਸੰਗ੍ਰਹਿ,c d। N. a। ସଂଗ୍ରହ
ਸੀਮਾ,ପରିସର
1. ਸੈੱਲ 2. ਸੈੱਲ,1. କକ୍ଷ 2. କକ୍ଷ
ਕੇਂਦਰੀ ਫਰੰਟ ਸਿਸਟਮ,କେନ୍ଦ୍ରୀୟ ସାମ୍ନା ବ୍ୟବସ୍ଥା |
1. ਪੁਆਇੰਟ 2. ਫੋਕਸ,1. ବିନ୍ଦୁ 2. ଧ୍ୟାନ |
centrifugation,ସେଣ୍ଟ୍ରିଫୁଗେସନ୍ |
ਸੈਂਟਰਿਫਿਊਜ,ସେଣ୍ଟ୍ରିଫୁଗ୍
ਸਟਾਰ ਸੈਂਟਰ,ତାରା କେନ୍ଦ୍ର |
epigenetic,epigenetic
ਕੇਂਦਰਜਾ,କେନ୍ଦୁ ra ର
ਲੂਮ,ଲୁମ୍
1. ਸੀਰੀਅਲ 2. ਸੀਰੀਅਲ,1. ଶସ୍ୟ 2. କ୍ରମିକ |
1. ਸਰਟੀਫਿਕੇਸ਼ਨ 2. ਸਰਟੀਫਿਕੇਸ਼ਨ,1. ପ୍ରମାଣପତ୍ର 2. ପ୍ରମାଣପତ୍ର
ਪ੍ਰਮਾਣਿਤ ਬੀਜ,ପ୍ରମାଣିତ ବିହନ |
