Gujarati,Hindi
એનાલોગ થી ડિજિટલ કન્વર્ટર (ADC),अनुरुप से अंकीय रुपांतरक
અને,एंड (डिजिटल/विमान लॉजिक ’और’ प्रयुक्त)
અને સર્કિટ,एंड परिपथ
અને દરવાજો,एंड गेट और द्वार
અને ઓપરેશન નહીં (બાકાત),एंड नॉट संक्रिया (अपवर्जन)
એનિમેશન,"1. एनीमेशन, 2.  सजीवन"
ટીકા,टिप्पण
વિસંગતતા,असंगता
પૂર્વવર્તી,पूर्ववर्ती
આગોતરી પેજીંગ,प्रत्याशामूलक पृष्ठन
વિરોધી સપ્રમાણ,प्रति-सममित
એન્ટિવાયરસ પ્રોગ્રામ,विषाणुरोधी क्रमादेश
એપ્લેટ,"1. एपलेट ,2. अनुप्रयोगिका"
એપ્લિકેશન ડેવલપર,अनुप्रयोग विकासक
એપ્લિકેશન પ્રોગ્રામિંગ,अनुप्रयोग प्रोग्रामन
એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API),"1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ ,2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)"
એપ્લિકેશન સોફ્ટવેર,अनुप्रयोग सॉफ्टवेयर
લાગુ પડતી ભાષા,अनुप्रयोगी भाषा
અંદાજ સિદ્ધાંત,सन्निकटण सिद्धांत
સ્થાપત્ય,संरचना
વિસ્તાર ટ્રાન્સફર,क्षेत्र अंतरण
દલીલ,"1. प्राचर,स्वतंत्रचर, 2. कोणांक"
અંકિત અને તર્ક એકમ,"1. अंकगणितीय एवं तर्क एकक ,2. अंकगणितीय एवं तर्क इकाई"
અંકિત તપાસ,अंकगणितीय जांच
અંકિત સ્થિરાંક,अंकगणितीय अचर
અંકિત માહિતી,अंकगणितीय आंकडा
અંકગણિત સૂચના,अंकगणितीय अनुदेश
અંકગણિત અને તર્ક એકમ (ALU),गणितीय एवं तार्किक इकाई (ए. एल. यू.)
અર્પાનેટ,ए आर पी ए नेट (आरपानेट)
એરે,सरणी
એરે કેશ,"1. सरणी कैशे ,2. सरणी द्रुतिका ,3. सरणी द्रुतस्मृति"
એરે કમ્પ્યુટર,सरणी कंप्यूटर
એરે તત્વ,सरणी अवयव
એરે નામ,सरणी नाम
એરે પ્રોસેસર,सरणी प्रकर्मक
તીર કીઓ,एरो कुंजी
ઉચ્ચારણ,संधि
ઉચ્ચારણ બિંદુ,संधि बिन्दु
કૃત્રિમ કોમ્પેક્શન,कृत्रिम संहनन
કૃત્રિમ નિયંત્રણ,कृत्रिम नियंत्रण
કૃત્રિમ બુદ્ધિ,कृत्रिम बोध
ચડતા,आरोहक
ચડતા સૉર્ટ,आरोही छंटाई
ASCII બેટીકલ ઓર્ડર,आस्की वर्णक्रम
ASCII નિયંત્રણ પાત્ર,आस्की नियंत्रण संप्रतीक
ASCII ફાઇલ,आस्की संचिका
ASCII ફોન્ટ,आस्की फॉन्ट
ASCII ટ્રાન્સફર,आस्की अंतरण
પાસા ગુણોત્તર,अभिमुखता अनुपात
ASPI,"1. ऐस्पी ,2. ए एस पी आई"
ASR ટાઈમર,ए एस आर कालद
ભેગા,"1. स्मरांतरण ,2. कोडांतरण ,3. कोडांतर करना"
એસેમ્બલર,"1. कोडांतरक ,2. स्मरांतरक"
એસેમ્બલી,"1. कोडांतरण ,2. स्मरांतरण"
એસેમ્બલી ભાષા,"1. स्मरांतरण भाषा ,2. कोडांतरण भाषा"
નિવેદન,निश्चयन
સોંપણી,"1. निर्दिष्ट कार्य ,2. नियतन"
સંગઠન,साहचर्य
સહયોગી સરનામું,साहचर्य पता
સહયોગી મેમરી,"1. साहचर्य स्मृति ,2. साहचर्य मेमोरी"
એસ્ટરીક,तारक (*का चिन्ह)
અસમપ્રમાણ,असम्मित
અસુમેળ,"1. अतुल्यकालिक ,2. अतुल्यकाली"
અસુમેળ ડિજિટલ સબસ્ક્રાઇબર લાઇન (ADSL),अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल)
અસુમેળ સમય વિભાગ મલ્ટિપ્લેક્સીંગ (ATDM),अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम)
અસુમેળ ટ્રાન્સફર,अतुल्यकालिक अंतरण
અસુમેળ ટ્રાન્સફર મોડ (ATM),अतुल्यकालिक अंतरण विधा (ए टी एम)
અણુ,"1. एटम ,2. परमाण"
જોડાયેલ દસ્તાવેજ,संलग्न प्रलेख
જોડેલી ફાઈલ,"1. संलग्न संचिका/मिसिल ,2. संलग्न फाइल"
જોડાણ,"1. संलग्नक ,2. संबंद्ध"
લક્ષણ,"1. गुण ,2. विशेषता"
ઓડિયો,श्रव्य
ઓડિટ પ્રોગ્રામિંગ,"1. लेखा परीक्षा क्रमादेशन ,2. लेखा परीक्षा प्रोग्रामन"
વિષ્લેષણ,लेखा सत्यापन
વૃદ્ધિ,संवर्धन
પ્રમાણીકરણ પ્રોટોકોલ,प्रमाणन प्रोटोकॉल
ઓથરિંગ સિસ્ટમ,संलेखन पद्धति
અધિકૃતતા,"1. प्राधिकरण ,2. अधिकृति ,3. अधिकरण"
સ્વતઃ અમૂર્ત,स्वत: सार
ઓટોબૂટિંગ,"1. स्वतः बूटिंग ,2. स्व बूटन"
ઓટોકેડ,ऑटोकैड (एक कंप्यूटर भाषा)
ઓટોલોગ ચાલુ,स्वत: लॉग-ऑन
ઓટોમેટા,ऑटोमेटा
ઓટોમેટા સિદ્ધાંત,आटोमेटा सिद्धांत
આપોઆપ કમ્પ્યુટિંગ,स्वत: अभिकलन
સ્વચાલિત ડેટા પ્રોસેસિંગ,स्वत: आंकड़ा प्रक्रमण
આપોઆપ ભૂલ સુધારણા,स्वत: त्रुटि संशोधन
સ્વચાલિત કાર્ય,स्वत: फलन
આપોઆપ અનુક્રમણિકા,"1.  स्वत: सूचकीकरण ,2. स्वत: सूचीकरण"
સ્વચાલિત પુસ્તકાલય કૉલ,स्वत: संग्रह आह्वान
આપોઆપ પ્રોગ્રામિંગ,"1. स्वत: क्रमादेशन ,2. स्वत: प्रोग्रामन"
સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ,"1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम"
આપોઆપ નિયમિત,स्वत: नेमका
આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ,स्वत: सिस्टम पुन: प्राप्ति
ઓટોમેટિક ટેલર મશીન (ATM),"1. स्वत: टेलर मशीन्अ (ए टी एम) ,2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)"
ઓટોમેશન,स्वचालन
ઑટોપ્લે,"1. आटोप्ले ,2. स्वत: चलन"
સ્વતઃ સાચવો,स्वरक्षण
સહાયક,सहायक
સહાયક મેમરી,सहायक स्मृति
સહાયક સંગ્રહ,सहायक भंडारण
ઉપલબ્ધ યાદી,उपलब्ध लिस्ट
ઉપલબ્ધ સમય,उपलब्ध समय
સરેરાશ,औसत
awk (ભાષા),ए डब्ल्यू के (एक कंप्यूटर समादेश)
બેકએન્ડ,पश्चांत
બેકએન્ડ પ્રોસેસર,पश्चांत प्रक्रमक
બેકફેસ દૂર કરવું,पश्च फलन विलोपन
પૃષ્ઠભૂમિ પ્રક્રિયા,पृष्ठभूमि प्रक्रमण
બેકિંગ સ્ટોર,सहायक भंडार
બેકપેચિંગ,पश्च पैचीकरण
બેકસ્પેસ,"1. पश्चीयन ,2. बैकस्पेस"
બેકટ્રેકિંગ,पश्चपथन
બેકઅપ,"1. बैक-अप ,2. पूर्तिकर"
બેકઅપ મેમરી,"1. पूर्तिकर स्मृति ,2. बैक-अप मेमोरी"
પછાત ભૂલ પુનઃપ્રાપ્તિ,पश्च त्रुटि सुधार
સરવૈયા,(आय-व्यय) तुलन पत्र
બેન્ડ,पट्टी
બેન્ડ પહોળાઈ,"1. बैंड चौड़आई ,2. बैंड विड्थ/क्षमता"
બેંકરનું અલ્ગોરિધમ,बैंकर एल्गोरिथ्म
બાર કોડ,"1.बार कूट ,2. बार कोड"
બાર કોડ સ્કેનર,बार कोड स्कैनर
બાર ગ્રાફ,बार ग्राफ
આધાર સરનામું,आधार पता
આધાર બેન્ડ,आधार बैंड
આધાર નંબર,आधार संख्या
આધાર ટેબલ,आधार सारणी
પાયાની,बेसिक (एक कंप्यूटर भाषा)
મૂળભૂત નિયંત્રણ,"1. मूल नियंत्रण ,2. आधार नियंत्रण"
મૂળભૂત ઇનપુટ,"1. मूल निवेश ,2. आधारी निवेश"
મૂળભૂત સૂચના,आधारभूत अनुदेश
મૂળભૂત આઉટપુટ,आधारी निर्गम
મૂળભૂત પગલું,मूल चरण
બેચ,"1. बैच ,2. समूह ,3. प्रचय"
બેચ ફાઇલ,"1. बैच फाइल ,2. बैच संचिका"
બેચ સ્થિતિ,बैच स्थिति
બેચ પ્રક્રિયા,"1. बैच प्रक्रमण ,2. समूह प्रक्रमण"
બેચ સિસ્ટમ,"1. बैच तंत्र ,2. प्रचय तंत्र"
બાઉડ,बॉड
બાઉડ દર,बॉड दर
બીમ,किरण पुंज
બેન્ચમાર્ક,"1. निर्देशमानक ,2. बैचमार्क"
દ્વિદિશ સંચાર,द्विदिश संचार
દ્વિદિશ લિંક,विदिश कड़ी
દ્વિસંગી કોડ,द्विआधारी कूट
દ્વિસંગી અંક,द्विआधारी अंक
બાઈનરી ઇનપુટ આઉટપુટ સિસ્ટમ (BIOS),द्विआधारी निवेश निर्गम तंत्र (बायोस)
દ્વિસંગી સંખ્યા,द्विआधारी संख्या
બાઈનરી ઓપરેટર,द्विआधारी संकारक
દ્વિસંગી સંબંધ,द्विआधारी संबंध
દ્વિસંગી શોધ,द्विआधारी खोज
દ્વિસંગી શોધ વૃક્ષ (BST),द्विआधारी अन्वेषण तरु (बी एस टी)
બાઈનરી ટ્રાન્સફર,"1. द्विआधारी ट्रांसफर तरु ,2. द्विआधारी अंतरण"
દ્વિસંગી વૃક્ષ,द्विआधारी तरु
બાયપોલર મેમરી,"1. द्विध्रुवी स्मृति ,2. द्विध्रुवी मेमोरी"
જન્મ મૃત્યુ મોડેલ,"1. जन्म मरण मॉडल ,2. जन्म मरण निदर्श"
જન્મ મૃત્યુ પ્રક્રિયા,जन्म मरण प्रक्रम
બીટ,"1. द्वयंक ,2. बिट"
થોડી ખામી,बिट दोष
બીટ નકશો,बिट प्रतिचित्र
બીટ મેપ પિક્સેલ (BMP),"1. बिट ,2. प्रतिचित्र ,3. पिक्सेल (बी एम पी)"
બીટ મેટ્રિક્સ,"1. बिट आव्यूह ,2. बिट सारणी"
બીટ પેટર્ન,बिट प्रतिरूप
બીટ સ્થિતિ,बिट स्थिति
બીટ દર,"1. बिट रेट ,2. बिट दर"
બ્લેક બોક્સ પરીક્ષણ,अंध पेटी परीक्षण
ઝબકવું,टिमटिमाना
બ્લોક,ब्लॉक
બ્લોક કેશ,"1. खंडक दुतिका, 2. ब्लाक कैश/खंडक स्मृति"
બ્લોક ચેક,खंडक जांच
બ્લોક નકલ,खंड प्रतिलिपि
રેખાક્રુતિ,खंडक आरेख
બ્લોકીંગ નેટવર્ક,"1. अवरोधी नेटवर्क, 2. अवरोधी जालक्रम"
પાટીયું,बोर्ड
પુસ્તક ચિહ્ન,पृष्ठ स्मृति
બુલિયન બીજગણિત,बूलीय बीजगणित
બુલિયન સંબંધ,बूलीय संबंध
બુટ પાર્ટીશન,बूट विभाजन
બુટ strapping,बूट स्ट्रैपिंग
બુટ-સ્ટ્રેપ લોડર,1.बूटस्ट्रैप भारक 2. स्वोत्थानी
પુલ,"1.ब्रिज, 2. सेतु"
બ્રોડબેન્ડ નેટવર્કિંગ,ब्राडबैंड नेटवर्क
પ્રસારણ,प्रसारण
પ્રસારણ રેડિયો,प्रसारण रेडियो
બ્રાઉઝ કરો,(नेट) विचरण
બ્રાઉઝર,(नेट) विचरक
બી-ટ્રી,बी-तरु
બબલ મેમરી,"1.बुदबुद स्मृति, 2.बबल मेमोरी"
બબલ સૉર્ટ,बुदबुद छंटाी
ડોલ,"1.बाल्टी, 2.बकेट"
મિત્ર સિસ્ટમ,"1.बंधुता तंत्र, 2.बडी तंत्र"
બજેટ અસરકારક નિયંત્રણ,बजट प्रभावी नियंत्रण
બફર,बफर
ભૂલ,दोष
બસ,बस
બાઈટ,"1.अष्ट वयंक,2. बािट (आठ बिट)"
બાઈટ કોડ,बािट कोड
c,सी (कंप्यूटर भाषा)
C++,"1.सी प्लस प्लस,2.C++(कंप्यूटर भाषा)"
કેશ,"1.कैश,2. द्रुतिका,3.द्रुत"
કેશ બફર,"1.कैश बफर, 2.द्रुतस्मृति बफर"
કેશ મેમરી,"1.कैश स्मृति, 2.कैश मेमोरी, 3.द्रुत स्मृति"
ગણતરી,परिकलन
કેલ્ક્યુલેટર,"1.कैलकुलेटर, 2.परिकलक"
કેલ્ક્યુલેટર ચિપ,"1.कैलकुलेटर चिप,2. परिकलक चिप"
કૉલ,आह्वान
નામથી બોલાવો,नाम आह्वान
સંદર્ભ દ્વારા કૉલ કરો,संदर्भ आह्वान
મૂલ્ય દ્વારા કૉલ કરો,मान आह्वान
ચલ દ્વારા કૉલ કરો,चर आह्वान
કૉલ ગેટ,आहवान गेट
રદ કરો,"1.निरस्त करना, 2.रद्द करना"
રદ કરો બટન,निरसन बटन
પ્રમાણભૂત,"1.विहित,2. कैनॉनिकल"
પ્રમાણભૂત સ્વરૂપ,विहित रूप
ક્ષમતા,क्षमता
ક્ષમતા યાદી,क्षमता सूची
ક્ષમતા,"1.क्षमता,2. धारिता"
કેપ્સ લોક કી,कैप्स लॉक कुंजी
કાર્ડ,"1.कार्ड,2. पत्रक"
કાર્ડ રીડર,कार्ड पाठक
મુખ્યત્વ,प्रमुखता
વાહક,वाहक
વાહક બેન્ડ,वाहक बैंड
વાહક લોડ,वाहक भार
વાહક સંકેત,वाहक संकेत
વાહક તરંગ,वाहक तरंग
વહન,हासिल
વહન અંક,हासिल अंक
ધ્વજ વહન કરો,हासिल ध्वज
કારતૂસ ડિસ્ક,"1.काट्रिज डिस्क, 2.काट्रिज चक्रिका"
કાસ્કેડ,"1.कास्केड, 2.सोपानी"
કેસ,केस
કેથોડ રે ટ્યુબ (CRT),कैथोड-रे-टयूब (सी आर टी)
કેથોડ રે ટ્યુબ (CRT),कैथोड किरण नलिका (सी. आर. टी.) कैथोड-रे-टयूब
CD ROM ડિસ્ક ડ્રાઇવ,सी डी रॉम डिस्क ड्रािव
કોષ,सेल
સેલ એનિમેશન,सेल एनीमेशन
સેલ્યુલર ફોન,सेल्युलर फोन
કેન્દ્રીય મેમરી,"1.केंद्रीय स्मृति,2. केंद्रीय मेमोरी"
સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU),केद्रीय प्रक्रमण एकक (सी पी यू)
કેન્દ્રિય સિસ્ટમ,केंद्रीकृत तंत्र
પ્રમાણિત ટેપ,प्रमाणीकृत टेप
સાંકળ,श्रृंखला
સાંકળ ડેટા,"1.श्रृंखला आंकड़ा, 2.श्रृंखला सामग्री"
સાંકળ કડી,श्रृंखला कड़ी
સાંકળ,श्रृंखलन
ચેનલ,"1.प्रणाल, 2.चैनल"
ચેનલ વ્યસ્ત સ્વર,"1.प्रणाल व्यस्त टोन, 2.चैनल व्यस्त टोन"
ચેનલ ક્ષમતા,"1.प्रणाल क्षमता, 2.चैनल क्षमता"
ચેનલ નિયંત્રક,"1.प्रणाल नियंत्रक, 2.चैनल नियंत्रक"
ચેનલ ભૂલ,"1.प्रणाल त्रुटि, 2.चैनल त्रुटि"
ચેનલ કાર્યક્રમ,"1.चैनल कार्यक्रम, 2.चैनल प्रोग्राम"
ચેનલ વિશ્વસનીયતા,"1.प्रणाल विश्वसनीयता, 2.चैनल विश्वसनीयता"
ચેનલ સેટ,"1.प्रणाल समुच्चय, 2.चैनल समुच्चय"
પાત્ર,संप्रतीक
અક્ષર કોડ,"1.संप्रतीक कूट,2. संप्रतीक कोड"
અક્ષર કી,संप्रतीक कुंजी
પાત્ર વાચક,संप्रतीक पाठक
અક્ષરનું કદ,"1.संप्रतीक सािज, 2.संप्रतीक आमाप"
ચાર્ટ,संचित्र
ચેસિસ,"1.न्याधार, 2.चैसिस"
બીટ તપાસો,जाँच बिट
અંક તપાસો,जाँच अंक
રકમ તપાસો,जाँच योग
શબ્દ તપાસો,जाँच शब्द
ચિપ,चिप
ચિપ સેટ,चिप सेट
પસંદ કરો,"1.चुनना, 2.चयन"
રંગીન રીતે,वर्णिक रूप से
સાઇફર,"1.सािफर,2. शून्य,3. सीफर"
સર્કિટ,परिपथ
પરિપત્ર યાદી,वर्तुल सूची
સિરસ,सायरस
અવતરણ,उल्लेख
વર્ગ,"1.श्रेणी, 2.वर्ग"
વર્ગ ચલ,वर्ग चर
વર્ગીકરણ,वर्गीकरण
ચોખ્ખુ,अपमार्जन
સ્પષ્ટ વિસ્તાર,अपमार्जित क्षेत्र
સ્પષ્ટ ચેનલ,"1.अपमार्जित प्रणाली, 2.अपमार्जित चैनल"
ક્લિક કરો,दबाना
ગ્રાહક,"1.ग्राहक,2. क्लाइट"
ક્લાયંટ સર્વર,"1.ग्राहक परिसेवक, 2.ग्राहक सर्वर"
ક્લાઈન્ટ સ્ટબ,ग्राहक स्टब
ક્લિપ આર્ટ,कर्तन कला
ક્લિપ આર્ટ લાઇબ્રેરી,कर्तन कला पुस्तकालय
ક્લિપ બોર્ડ,क्लिप बोर्ड
ક્લિપર,क्लिपर
ક્લિપર ચિપ,क्लिपर चिप
સમૂહ,गुट
ઘડિયાળ,"1.घड़ी,2. कालद"
ઘડિયાળ ચક્ર,कालद चक्र
ઘડિયાળની આવર્તન,कालद आवृत्ति
ઘડિયાળ હાર્ડવેર,कालद हार्डवेयर
ઘડિયાળની પલ્સ,कालद स्पंद
ઘડિયાળની ઝડપ,कालद गति
ઘડિયાળ સુમેળ,कालद तुल्यकालन
ઘડિયાળની ટીક,कालद टिक
ક્લોન,क्लोन
બંધ,बंद
ક્લોઝ સર્કિટ ટીવી (CCTV),संवृत परिपथ टी.वी. (सी.सी.टी.वी.)
બંધ,संवरण
ક્લાઉડ કમ્પ્યુટિંગ,"1.मेघाभिकलन,2.क्लाुड कंप्यूटिंग"
ક્લસ્ટર,गुच्छ
કોટેડ કાર્ડ,"1.विलेपित कार्ड,2. विलेपित पत्रक"
કોટેડ કાગળ,लेपित कागज
કોક્સિયલ,समाक्षीय
કો - એક્ષેલ કેબલ,समाक्ष केबल
કોડાસિલ,कोडासिल
કોડ,"1.कूट, 2.कोड"
કોડ જનરેટર,"1.कूट जनक,2. कोड जनक"
કોડ પેજ,कूट पृष्ठ
કોડ શબ્દ,"1.कूट शब्द, 2.कोड शब्द"
કોડર,"1.कोडर, 2.कूटक"
કોડિંગ તપાસ,"1.कूट लेखन जाँच, 2. कोडन जाँच"
કોડિંગ ફોર્મ,कूट लेखन रूप
કોડિંગ શીટ,"1.कूटलेखन पत्र, 2. कोडन शीट"
ગુણાંક,गुणांक
સુસંગતતા,ससंजन
ઠંડા બૂટ,"1.शीत बूट, 2.शीत प्रारंभ"
ઠંડી શરૂઆત,शीत प्रारंभ
સહયોગ,सहयोग
પતન,निपात
કોલેટ,"1.परिमिलन, 2.समानुक्रमित करना"
કોલેટ ટેપ,"1.समानुक्रमित टेप,2. कालेट टेप"
અથડામણ,टक्कर
કોલોન,कोलन
રંગ (રંગ),"1.वर्ण, 2.रंग"
રંગ સંતૃપ્તિ,रंग संतृप्ति
રંગ ટેબલ,रंग सारणी
કૉલમ,स्तंभ
સંયોજન,संयोजन
કૉમ્બો બૉક્સ,समिश्र पेटी
આદેશ,"1.समादेश, 2.कमांड"
આદેશ બટન,समादेश बटन
આદેશ યાદી,समादेश सूची
ટિપ્પણી,टिप्पणी
પ્રતિબદ્ધતા,"1.वचन बद्धता, 2.प्रतिबद्धता"
કોમોડિટી,वस्तु
કોમન બિઝનેસ ઓરિએન્ટેડ લેંગ્વેજ (કોબોલ),सामान्य व्यवसाय उन्मुखी भाषा (कोबोल)
સામાન્ય ભૂલ,सामान्य त्रुटि
સામાન્ય ભાષા,सामान्य भाषा
સામાન્ય દિનચર્યા,"1.सामान्य नेमक,2. सामान्य नित्यक्रम"
સંચાર,संचार
સંચાર લાઇન,संचार रेखा
સંચાર મોડ,संचार विधा
સંચાર નેટવર્ક,"1. संचार नेटवर्क, 2. संचार जालक्रम"
સંચાર પરિમાણ,संचार प्राचल
સંચાર વ્યવસ્થા,संचार तंत्र
કોમ્પેક્શન,संहनन
કમ્પેન્ડર,संपीडप्रसारित्र
સંયોજન,संपीडप्रसारण
કંપની નેટવર્ક,कंपनी नेटवर्क
સરખામણી કસોટી,तुलना परीक्षण
સુસંગતતા,"1.सुसंगति, 2.संगतता"
સુસંગત,सुसंगत
સંકલન,संकलन
કમ્પાઇલ કરો અને જાઓ,संकलन तथा कार्यपालन
