Gujarati,English
સી ભેજ લાક્ષણિકતા વળાંક,C moisture characteristic curve
કેક,Cake
ગુણવાળું,Calcarious
ચુન્યાસ,Calcification
ફોસ્ફેટનું ગણતરી,Calcination of phosphate
ઉશ્કેરાટ,Callosity
ક callલસ,Callus
Calાળ,Calyx
ક calલિક્સનો અંત,Calyx-end
કણસ,Cambium
ક canંગું,Canker
ડબ્બા,Canning
છત્ર,Canopy
પાટનગર,Capital
કરચલીકરણ,Caprification
ક capંગલ,Capsule
કાર્બન,Carbonated
કાર્બનલાઇઝેશન,Carbonization
કળ,Carpel
કળશ,Carpus
કિલ્લો,Casting
વિસર્જન,Catabolism
ઉદ્દીપન,Catalysis
ઈયળ,Caterpillar
સી-ડી.એન.એ.,C-DNA Library
છત,Ceiling
ઓરડું,Cell
કેન્દ્રીય નેતા પદ્ધતિ,Central leader system
કેન્દ્ર બનાવવી,Centric
કેન્દ્રો,Centrifugation
કેન્દ્ર,Centrifuge
કેન્દ્ર,Centriole
કેન્દ્રોવાળું,Centrogenic
કેન્દ્રો,Centrogenous
કરકસર,Cercus
ધારણ,Cereal
પ્રમાણપત્ર,Certification
પ્રમાણિત બીજ,Certified seed
કણ,Chaff
ચલાઝા,Chalaza
વાદળવિજ્ismાન,Chemotropism
જાંબુડિયા રંગ,Chiasma
ઠંડક કલાકો,Chilling hours
ઠંડક ઇજા,Chilling injury
તંગ,Chimera
કળ,Chloranthy
હરિતદ્રવ્ય,Chlorophyll
હરિતદ્રવ્ય,Chlorosis
હરિતદ્રવ્ય,Chlorology
ક્રોમેટિડ,Chromatid
ક્રોમટિન,Chromatin
ક્રોમશલિઓ,Chromatography
ક્રોધિતતા,Chromatolysis
ક્રોમોસેન્ટ્રી,Chromocentre
ક્રોમતત્વ,Chromogenesis
રંગભૂમિ,Chromoprotein
રંગબેરંગી,Chromosome
કાયમી,Chronic
સિત્તર,Citrange
કવડો,Cladode
વર્ગીકરણ,Classification
માટી,Clay
સફાઈ,Cleaning
રોટી,Cleistogamy
ઘાતકી ફળ,Climacteric fruit
વાતાવરણ,Climate
આબોહવાવિજ્ologyાન,Climatology
જાડું,Clipper
ગાલ,Clod
ક્લોન,Clone
વાદળ,Cloud
ઝગડો,Clump
ઝગડો,Cluster
બરછટ,Coarse
કોટ (બીજ),Coat (seed)
કોપરો,Cocoon
કોનઝાઇમ,Coenzyme
સુશોભન,Cohesion
Coાંકણ,Coir
કોયડો,Coleorrhiza
કોઠાર,Collar
કોલોઇડ (માટી),Colloid (soil)
જાંબુડિયા રંગનું બનેલું,Columella
કોલમ,Column
સંપ્રદાય,Commensalism
વેપારી બેંક,Commercial bank
કોડ્યુ,Commodity
સમુદાય,Community
કોમ્પેક્શન (માટીનું),Compaction (of soil)
સુસંગતતા,Compatibility
સુસંગતતા,Compatibility
વળતર,Compensation
સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા,Competitive interaction
પૂરક પાક,Complementary crop
સંકુલ,Complex
ઘટક,Component
-નું જોડાણ,Composition
કંપોસ્ટ,Compost
સંયોજન વ્યાજ,Compound interest
ગણતરી,Computation
કોમ્પ્યુટર,Computer
એકાગ્રતા,Concentration
શરત,Conditioner
વાહકતા,Conductance
ગોઠવણી,Configuration
સુસંગતતા,Conformity
મૂંઝવણભર્યું,Confounding
જોડાણ,Conjugation
સંબંધક,Connective
સંરક્ષણ,Conservation
એકીકરણ,Consolidation
ઘટ,Constituents
ગ્રાહક,Consumer
વપરાશ,Consumption
દૂષણ,Contamination
સમોચ્ચ વાવેતર,Contour planting
સમતૈલી,Contour
કરાર -ખેતી,Contract farming
નિયંત્રિત સંગ્રહ,Controlled storage
સહકારી બેંક,Co-operative bank
ભૌતિક,Cooperator
ક copંગું,Coppice
કોતર,Corm
કોથળી,Corolla
કોતરણી,Cortex
ખર્ચ,Cost
કોટિલેડોન (બીજ),Cotyledon (seed)
ધિરાણ મંડળી,Credit society
જમા,Credit
લેણદાર,Creditor
ખરબચડું,Crest
કરચલી,Crinkle
સંકટ,Crisis
માપદંડ,Criterion
વિવેકી,Critical
પાક વીમો,Crop insurance
પાક -લોન,Crop loan
પાક,Crop
પાક વિસ્તાર,Cropping area
વળગાડ,Cross-incompatible
તાજ (છોડ),Crown (plant)
ભડકો,Crumb
બંદર,Crust
ગુપ્ત,Cryptogam
કુલ (ફળો),Cull (fruits)
ક culંગું,Culm
ખેડૂત,Cultivar
ખેતી,Cultivation
ખેડૂત,Cultivator
સંસ્કાર,Culture
ઉપચાર,Curing
કરચલી,Curling
ચલણ,Currency
પહાડીચણો,Cuticle
કાપવા,Cutting
કોતરણી,Cyst
કોયડો,Cytochrome
ચિત્ત્રમણિકા,Cytogamy
ચક્રાક્રમ,Cytogenesis
સાયટોજેનેટિક્સ,Cytogenetics
ચિત્તભ્રમ,Cytokinesis
મનોહરવિજ્ cyાન,Cytology
કોયતરો,Cytolysis
કોથળી,Cytomere
કોયડો,Cytoplasm
કોબી,Cabbage
કactક્ટસ,Cactus
ક calંડન,Calendula
કેનેરી ઘાસ (ફાલારિસ),Canary grass (phalaris)
ઝેર,Canna
કળણ,Capparis
ક capંગિકમ,Capsicum
કોથળી,Carambola
કાર્પા,Carapa
ઇલાયચી,Cardamom
સંતાડ,Carnation
ગાજર,Carrot
કાજુ,Cashew nut
કાસિયા,Cassia
એરપોર,Castor
ફૂલકોબી,Cauliflower
કચુંબરની વનસ્પતિ,Celery
ચેમ્પ,Champac
ચેતાન,Chenopodium
ચેરી ટમેટા,Cherry tomato
ચેરી,Cherry
"ચણા, ગ્રામ","Chickpea, gram"
મરચાં,Chillies
ચાઇના ટર્પેન્ટાઇન ટ્રી,China turpentine tree
ચો-ચો,Chow-chow
ક્રાયસન્થેમમ,Chrysanthemum
"ચુફા, પૃથ્વી બદામ","Chufa, earth almond"
ચિત્ત,Cichory
તજ,Cinnamon
સિટ્રોન,Citron
સિટ્રોનેલા ઘાસ,Citronella grass
ચ bingતી જાસ્મિન,Climbing jasmine
ફાટવું,Clove
કલગીર બીન,Cluster bean
કોકો,Cocoa
નારિયેળ,Coconut
કોફી,Coffee
કોલસ,Coleus
કોલોકસિયા,Colocasia
"કોલોસિન્થ, કડવો સફરજન","Colocynth, bitter apple"
સામાન્ય પરત,Common purslane
કોથમીર,Coriander
સુતરાઉ,Cotton
કોથળી,Cowpea
ઘનબી,Cubeb
કાકડી,Cucumber
કકર્બિટ્સ,Cucurbits
જીરું,Cumin
પર્ણ,Curry leaf
સીતાફળ,Custard apple
કોઇ,Capsule borer
કેટરપિલર,Caterpiller
સાઇટ્રસ સાયલ્લા,Citrus psylla
ક્રિકેટ,Cricket
તારવું,Crow
કૃમિ,Cut worm
ડેરી,Dairy
ડેરીંગ,Dairying
ડામ,Dam
તટસ્થ,Day-neutral
ફૂલો પછીના દિવસો,Days after flowering
સંપૂર્ણ મોર પછીના દિવસો,Days after full bloom
ભિન્ન,Deblossoming
છળ,Decalcification
ડોકટ,Decant
સડો,Decay
નિર્ણાયક,Deciduous
દશાંશ,Decimal
ઉણલી,Deficiency
ડિફ્લોક્યુલેશન (માટી),Deflocculation (soil)
ઉન્મત્ત,Defloration
અસ્થિરતા,Defoliation
વન -નાબૂદી,Deforestation
અધ degપન,Degeneration
અધોગતિ,Degradation
ડિગ્રી દિવસ,Degree days
પ્રમાણ,Degree
વિકૃત,Dehiscence
ઉદ્ધત,Dehulling
ધ્રુવીય,Dehusking
નિર્જલીકરણ,Dehydration
નિર્જૃપક,Dehydrator
માંગ,Demand
પ્રાણઘાતક,Denaturation
ખોટો ઉપયોગ,Denudation
થાપણ,Deposit
જુબાની,Deposition
ઘસૃષ્ટિ,Depreciation desalinization
અવ્યવસ્થા,Desiccation
આચાર,Design
બેસાડનાર,Dessicator
ખામી,Destoning
આછું,Desuckering
દેશી,Desynapsis
ખાદ્ય પદાર્થ,Detassel
અસ્થિર,Detasseling
નિર્ધારક,Determinant
અવમૂલ્યન,Devaluation
નીરસ,Devegetation
વિચલનો,Deviation
નિષ્ઠુર,Diad
નિદાન,Diagnosis
દ્વિ -દખલ,Dichogamy
અલગ -અલગ,Dichotomy
ડિકોટિલેડોન (બીજ),Dicotyledon (seed)
પાછા ડાઇ (રોગ),Die back (disease)
પ્રસાર,Diffusion
પાચનત્વ,Digestibility
દિગ્ગજ,Dihybrid
ડાઇક (ડાઇક),Dike (dyke)
પાતળું,Dilute
દ્વેષી,Dioecious
રાજદ્રોહ,Diploid
રાજદ્રોહ,Diploid
રાજદ્રોહ,Diplonema
અવજ્ disા,Disbudding
ઠપકો,Discing
છૂટ,Discount
જીવાલો,Disinfection
વિક્ષેપ,Dispersion
પ્રસાર,Dissemination
વૈવિધ્ય,Diversification
વૈવિધ્યપૂર્ણ ખેતી,Diversified farming
ડીએનએ સીડી,DNA Ladder
ડીએનએ રીસેપ્ટર,DNA receptor
ગોળાકાર,Dockage
પ્રભુત્વપૂર્ણ,Dominant
નિષ્ક્રિયતા,Dormancy
માત્રા,Dose
ડબલ સિગ્મ id ઇડ વળાંક,Double sigmoid curve
ડ્રાફ્ટ (ડ્રાફ્ટ),Draft (draught)
ગટર,Drain
ગટર,Drainage
ખેંચાણ,Draw
ભીડિયું,Drenching
ડ્રેસિંગ (બીજ),Dressing (seed)
ડ્રિલ (એન.),Drill (n.)
ડ્રિલિંગ (એજી. એન્જીજી),Drilling (ag. engg)
ડ્રિલિંગ (કૃષિવિજ્) ાન),Drilling (agronomy)
ટીપું સિંચાઈ,Drip irrigation
સૂકરાની ખેતી,Dryland farming
ધૂળ,Dust
ડસ્ટર,Duster
ધૂમ્રપાન,Dusting
વામન,Dwarf
વામન પિરામિડ,Dwarf pyramid
વામન,Dwarfing
ડેઝી,Daisy
તારીખ,Dates
જાસ્મિન,Day jasmine
સુવાદાણા,Dill
દંડ,Dinanath grass
ઘા,Dodder
"ડૂબ ઘાસ, બર્મુડા ઘાસ","Doob grass, bermuda grass"
ભડકો,Druce
સૂકા આદુ,Dry ginger
અછડતી ભમરો,Defoliating beetle
ડ્રોન,Drone
બતક,Duck
પરિસ્થિતિવિજ્ologyાન,Ecology
અર્થશાસ્ત્ર,Econometrics
આર્થિક કાર્યક્ષમતા,Economic efficiency
પર્યાવરણ,Ecotype
શિષ્ટાચારને લગતું,Ectotrophic
શેખીને લગતું,Edaphic
પદવિજ્ologyાન,Edaphology
ધાર,Edging
ખાદ્ય ભાગ,Edible part
સ્થિતિસ્થાપકતા,Elasticity of demand
સ્થિતિસ્થાપકતા,Elasticity of production
વિદ્યાપમાણ,Electrolysis
વિદ્યુતપ્રવાહ,Electrophoresis
નિરુત્સાહ,Eluviation
છાતીવાળું,Emasculator
પાંુમાદ,Embanking
ભ્રમણ,Embryo
ગર્ભવિજ્ embાન,Embryology
આતુરતા,Emergence
પ્રવાહી ભ્રષ્ટ વ્યક્તિ,Emulsifier
અંતર્ગત,Endogenous
અંતર્જ્ endાન,Endomitosis
એન્ડોપારસાઇટ,Endoparasite
એંજીવ,Endosperm
સાહસ,Enterprise
પરિશિષ્ટ,Entomology
વાતાવરણ,Environment
મનાઈ,Enzyme
મહાકાવ્ય,Epicotyl grafting
ઉપદ્રવ,Epiphyte
સમાનતા,Equity
નાબૂદી,Eradication
આવશ્યક પોષક તત્ત્વો,Essential nutrients
અંદાજ,Estimation
નિષ્ઠા,Etiolation
સુશોભિત,Eugenic
મૂલ્યાંકન,Evaluation
વરાળ,Evaporimeter
સ્થાવર સંક્રમણ,Evapo-transpiration
સદાબહાર ક્રાંતિ,Evergreen revolution
શાશ્વત,Evergreen
વિકસિત થવું,Evolution
આબકારી,Excise
થાક (ફળદ્રુપતા),Exhaustion (fertility)
શોષણ,Exploitation
સંશોધન,Exploration
ઉત્તેજના,Extrusion
આંખ (સુગરકેન/બટાકાની),Eye (sugercane/potato)
ખાદ્ય પાઇન,Edible pine
"હાથી પગ, યમ","Elephant foot, yam"
નીરોગીત,Eucalyptus
ધામ ખળો,Earthworm
એન્ટોમોલોગ્ધાર વિજ્ologistાની,Entomologist
પર્યાવરણવાદક,Environmentalist
પરિબળ,Factor
પરિબળ ઉત્પાદકતા,Factor productivity
પરિબળ,Factorage
કાલ્પનિક અવરોધ રચના,Factorial block design
વિદ્યાશાખા,Facultative
પડતર,Fallow
કુટુંબ,Family
ખેતર -મૂલ્યાંકન,Farm appraisal
ખેતી અંદાજપત્ર,Farm budgeting
ખેત વ્યવસાય,Farm business
ખેતી આયોજન,Farm planning
ખેડૂત,Farmer
ખેતી,Farming
ફાંસી,Fasciation
ઉશ્કેરાટ,Fecundation
આથો,Fermentation
ફળદ્રુપતા,Fertility
ખાતર,Fertilizer
ખાતરનો ઉપયોગ કાર્યક્ષમતા,Fertilizer use efficiency
રેસાવાળું,Fibrous
ક્ષેત્ર,Field
ક્ષેત્ર -ક્ષમતા,Field capacity
ક્ષેત્ર પ્રદર્શન,Field demonstration
નિર્ધારણ,Fixation
ફાટ,Flooding
પ્રવાહ વિધિ,Flow diagram
ખાદ્ય મૂલ્ય,Food value
ઘાસચારો (ઘાસચારો),Forage (fodder)
આગાહી,Forecasting
વન,Forest
વનનિવારણ,Forestation
ક frંગું,Frond
હિમનો પ્રતિરોધક,Frost resistant
હિમ,Frost
સ્થિર (ફળ અને શાકભાજી),Frozen (fruit & vegetable)
ફળ,Fructification
ફળ ટીપાં,Fruit drop
ફળ-સેટ (ફળની ગોઠવણી),Fruit-set (fruit setting)
ધૂણી,Fumigation
ફૂગનાશક,Fungicide
ફૂગવાદી,Fungistatic
ફૂગ,Fungus
Furીલું કરવું,Furow
મિશ્રણ,Fusion
ઝઘડો,Fuzz
ઝાંખું,Fuzzy
"વરિયાળી, વરિયાળી","Fennel, anise"
મેથી,Fenugreek
અંજીર,Fig
આંગળીથી બાજરી,Finger millet
અગ્નિશામક ઝાડવું,Fire-flame bush
વન ની જ્યોત,Flame of forest
ફ્રેન્ચ બીન,French bean
ચાંચડ,Flea
શિયાળ,Fox
ફળ,Fruit fly
પિત્ત (હોર્ટ),Gall (Hort)
જુગાર,Gamete
ખાદ્ય,Garden
ગેજ (પાણી),Gauge (water)
પશુ બેંક,Gene bank
જીન ટેગિંગ,Gene tagging
જિનોલોજી,Geneology
આનુવંશિક નકશો,Genetic map
આનુવંશિકતા,Genetics
જિનોમ,Genome
જિનોમિક ગ્રંથાલય,Genomic library
જર્નીશ,Genomics
વિનોટાઇપ,Genotype
વિનોટાઇપ,Genotype
જાતિ,Genus
જાતિ,Genus
જીવાણુ,Germ
જીવાણુનાશક,Germicide
અંકુર,Germination
જંતુરહિત,Germplasm
જિબ્રેલિલીક એસિડ,Gibberellic acid
ગિનિંગ,Ginning
ધાંધલ,Glume
ખાઉધરું,Glutinous
ગ્લાયકોલિસીસ,Glycolysis
ગુંડાગીરી,Gneiss
સુવર્ણ ક્રાંતિ,Golden revolution
ક્રમ,Grading
કલમી છોડ,Grafted plant
કલમ,Graft-incompatible
માંદગી,Granna
દાણાદાર,Granulation
લીલો રંગ,Green manure
લીલો ક્રાંતિ,Green revolution
વિકાસ અને વિકાસ,Growth and development
ગુંડો,Gummosis
સંયુક્ત,Gynodioecious
બાપ,Gall nut
લસણ,Garlic
જર્થી ઘડતર,Gerbera
ગિરિન,Gherkin
આદુ,Ginger
ગંધયંત્ર,Gladiolus
બકરી નીંદણ (એગરાટમ),Goat weed (ageratum)
દ્રાક્ષ,Grapefruit
દ્રાક્ષ,Grapes
લીલો ગ્રામ,Green gram
ગ્રોઇયા,Grewia
મગફળી,Groundnut
જામફળ,Guava
ગિની ઘાસ,Guinea grass
પિત્તાશય,Gall midge
ઘાસના ઘેરા,Grass hopper
ગુંડિ,Gundhy bug
આદત,Habit
કરચરો,Hail
વાળ,Hairyvetch
હાર્વેગેટ,Halophyte
દલાલ,Harrow
લણણી અનુક્રમણિકા,Harvest index
લણણી,Harvest
લણણી,Harvesting
ક hંગું,Hatch
ઘાસની,Hay
દાદાગીરી,Haylage
ઘાસ,Haystock
ઝાકળ,Haze
ધૂંધળું,Hazy
વડા (કૃષિ),Head (Agro)
વડા (ચેનલનું),Head (of channel)
પાછા મથાળા,Heading back
હેજ,Hedge
હેજ,Hedging
રખડુ,Helix
હિમેટાઇટ,Hematite
વનસ્પતિ,Herb
વનસ્પતિ,Herbarium
વનસ્પતિનાશક,Herbicide
આનુવંશિકતા,Heredity
વિપુલતા,Heretability
હર્મેફ્રોડાઇટ,Hermaphrodite
વિજાત્ય,Heterochromatic
હેટરફેરિલાઇઝેશન,Heterofertilization
તકરારી,Heterosis
વિજાતીય,Heterosome
વિજાત્ય,Heterotroph
હેકસપ્લોઇડ,Hexaploid
સ્તુતિ,Hibernate
ઉચ્ચ ઘનતા વાવેતર,High density planting
હિલ (ચોખા),Hill (rice)
Histંચર,Histogram
હિટેક બાગાયતી,Hitech horticulture
મધપૂડો,Hive
ઉશ્કેરણી,Hoeing
યજમાન,Holding
દેશી ખેતર,Home farm
હોમિયોસ્ટેસિસ,Homeostasis
ઘર,Homestead
એકરૂપતા,Homogeneity
એકરૂપ,Homogenous
સમલૈંગિક,Homologus
સજાવટ,Homozygote
ઘૂંટણ,Hopper
ક્ષિતિજ,Horizon
બાગાયતી પાક,Horticultural crops
બાગાયત,Horticulture
હોર્ટી-સિલ્વી પશુપાલન ખેતી,Horti-silvi pastoral farming
યજમાન,Host
ગરમ પાણીની સારવાર,Hot water treatment
હલકું,Hull
ભેજ,Humidity
ફર્સ્ટ,Humus
ક husંગું,Husk
ક husંગર,Husker
ભૂખ,Husking
સંકર,Hybrid
સંકર,Hybridization
હાઇડ્રેશન,Hydration
જળવિજ્ologyાન,Hydrology
