Tamil,Odiya
செயல் திட்டம்,କ୍ରିୟା ଯୋଜନା
செயலில்,ସକ୍ରିୟ
சுறுசுறுப்பாக,ସକ୍ରିୟ ଭାବରେ |
ஆர்வலர்,କାର୍ଯ୍ୟକର୍ତ୍ତା
கடவுளின் செயல்,God ଶ୍ୱରଙ୍କ କାର୍ଯ୍ୟ
தவறான நடத்தை செயல்,ଦୁଷ୍କର୍ମ କାର୍ଯ୍ୟ
கமிஷன் மற்றும் விடுபடுதல் சட்டம்,କମିଶନ ଏବଂ ଓସାସଙ୍କ କାର୍ଯ୍ୟ |
உண்மையான,ପ୍ରକୃତ
உண்மையான,କାର୍ଯ୍ୟ
தழுவல்,ଆଡାପ୍ଟେସନ୍
கூடுதலாக,ଯୋଗ
கூடுதல் கட்டணம்,ଅତିରିକ୍ତ ଚାର୍ଜ
கூடுதல் நிதி,ଅତିରିକ୍ତ ପାଣ୍ଠି
கூடுதல் மானியம்,ଅତିରିକ୍ତ ଅନୁଦାନ
கூடுதல் தகவல்,ଅତିରିକ୍ତ ସୂଚନା
கூடுதல் ஊதியம்,ଅତିରିକ୍ତ ଦେୟ
கூட்டல் மற்றும் மாற்றம்,ଯୋଗ ଏବଂ ପରିବର୍ତ୍ତନ
முகவரி,ଠିକଣା
முகவரி,ଆଡ୍ରେସେେ |
வரவேற்பின் முகவரி,ସ୍ୱାଗତିବାର ଠିକଣା
போதுமானது,ପର୍ଯ୍ୟାପ୍ତ
பின்பற்றவும்,ନିୟମ ପାଳନ
தற்காலிக,ଅନୁପଚାରି
தற்காலிக உரிமைகோரல்,ବିଜ୍ଞାପନ ହକ୍ ଦାବି |
தற்காலிக குழு,ବିଜ୍ଞାପନ ହକ୍ କମିଟି |
தற்காலிக அதிகரிப்பு,AD HOC ବୃଦ୍ଧି |
தற்காலிக கட்டணம்,ବିଜ୍ଞାପନ ହକ୍ ଦେୟ |
அருகில்,ସଂଲଗ୍ନ
அருகிலுள்ள (= தொடர்ச்சியான),ସଂଲଗ୍ନ (= ସଂଲଗ୍ନ)
ஒத்திவைப்பு,ସ୍ଥଗିତତା
ஒத்திவைப்பு இயக்கம்,ଆଡଜାଇବା ଗତି
தீர்ப்பளிக்கவும்,ସମର୍ଥନ କର ଘର
தீர்ப்பளிக்கவும்,ଗୁଚିଚୀନିକ
தீர்ப்பு,ସମର୍ଥନ
தீர்ப்பாளர்,ଆଦ୍ବ୍ରୀକରଣ
சரிசெய்தல்,ଆଡଜଷ୍ଟମେଣ୍ଟ୍
நிர்வாகி,ପ୍ରଶାସକ
சத்தியப்பிரமாணத்தை நிர்வகிக்கவும்,ଶପଥ କର
நிர்வாகம்,ପ୍ରଶାସନ
நீதி நிர்வாகம்,ନ୍ୟାୟ ପ୍ରଶାସନ
நிர்வாக,ପ୍ରଶାସନିକ
நிர்வாக நடவடிக்கை,ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ
நிர்வாக மதிப்பீடு,ପ୍ରଶାସନିକ ମୂଲ୍ୟାଙ୍କନ |
நிர்வாக ஒப்புதல்,ପ୍ରଶାସନିକ ଅନୁମୋଦନ |
நிர்வாக அதிகாரம்,ପ୍ରଶାସନିକ ପ୍ରାଧିକରଣ
நிர்வாக கட்டுப்பாடு,ପ୍ରଶାସନିକ ନିୟନ୍ତ୍ରଣ |
நிர்வாக முடிவு,ପ୍ରଶାସନିକ ନିଷ୍ପତ୍ତି
நிர்வாகத் துறை,ପ୍ରଶାସନିକ ବିଭାଗ
நிர்வாகத் தலைவர்,ପ୍ରଶାସନିକ ମୁଣ୍ଡ
நிர்வாக தலைமையகம்,ପ୍ରଶାସନିକ ମୁଖ୍ୟାଳୟ |
நிர்வாக நடவடிக்கைகள்,ପ୍ରଶାସନିକ ପଦକ୍ଷେପ |
நிர்வாக சக்தி,ପ୍ରଶାସନିକ ଶକ୍ତି |
நிர்வாக அனுமதி,ପ୍ରଶାସନିକ ମଞ୍ଜୁର |
நிர்வாக நுட்பம்,ପ୍ରଶାସନିକ କ techni ଶଳ |
நிர்வாக தீர்ப்பாயம்,ପ୍ରଶାସନିକ ଟ୍ରିବ୍ୟୁନାଲ୍ |
ஒப்புதல்,ଗ୍ରହଣୀୟତା |
ஏற்றுக்கொள்ளக்கூடிய செலவு,ଗ୍ରହଣଯୋଗ୍ୟ ଖର୍ଚ୍ଚ |
அனுமதிக்கவும்,ସ୍ୱୀକାର କର |
அட்டை சேர்க்கவும்,କାର୍ଡ ଆଡମିଟ୍ କରନ୍ତୁ |
ஒப்புக்கொள்ளப்பட்டது,ସ୍ୱୀକାର କରାଯାଇଛି |
அறிவுறுத்துங்கள்,ଉପଦେଶ ଦିଅନ୍ତୁ |
தத்தெடுப்பவர்,ଆଡେପିଟି |
தத்தெடுப்பவர்,ଆଡପୁଟର୍
தத்தெடுப்பு,ଗ୍ରହଣ
வயது வந்தோர்,ବୟସ୍କ
கலப்படம்,ବ୍ୟଭିଚାର
விபச்சாரம்,ବ୍ୟଭିଚାର
வயதுவந்தோர் உரிமை,ବୟସ୍କ ଫ୍ରାଞ୍ଚାଇଜ୍ |
விளம்பர மதிப்பீட்டு கடமை,ବିଜ୍ଞାପନ ଭାଲୋରେମ୍ ଡ୍ୟୁଟି |
முன்கூட்டியே,ଅଗ୍ରିମ
முன்கூட்டியே முன்பதிவு,ଅଗ୍ରୀମ ବୁକିଂ
முன்கூட்டியே நகல்,ଅଗ୍ରଶୀ ନକଲ
அட்வான்ஸ் அதிகரிப்பு,ଅଗ୍ରଗତି ବୃଦ୍ଧି
முன் பணம்,ଅଗ୍ରିମ ଦେୟ
பாதகமான நுழைவு,ପ୍ରତିକୂଳ ପ୍ରବେଶ
பாதகமான கருத்துக்கள்,ପ୍ରତିକୂଳ ଟିପ୍ପଣୀ |
பாதகமான அறிக்கை,ପ୍ରତିକୂଳ ରିପୋର୍ଟ
விளம்பரம்,ବିଜ୍ଞାପନ
ஆலோசனை,ପରାମର୍ଶ
கட்டண ஆலோசனை,ଦେୟର ପରାମର୍ଶ |
ஆலோசனை குழு,ପରାମର୍ଶଦାତା କମିଟି |
ஆலோசனை கவுன்சில்,ପରାମର୍ଶଦାତା ପରିଷଦ |
வக்கீல்,ଓକିଲ
விவகாரங்கள்,ସମ୍ପର୍କ
பிரமாணப் பத்திரம்,ପ୍ରମାଣପତ୍ର
இணைப்பு,ଅନୁବନ୍ଧ
உறுதிப்படுத்தல்,ନିଶ୍ଚିତତା
உறுதியான,ନିଶ୍ଚିତ
வாங்க,ସୁଲଭ
மேற்கூறிய,Aforesaid
புதிதாக,ଉପରୁବର୍ତ୍ତୀ
எதிராக,ବିପକ୍ଷରେ
வயது,ବୟସ
வயது சான்றிதழ்,ବୟସ ପ୍ରମାଣପତ୍ର
வாக்குரிமைக்கான வயது,ଯଥେଷ୍ଟ ସମୟ ପାଇଁ ବୟସ |
வயது எல்லை,ବୟସ ସୀମା |
ஏஜென்சி,ସଂସ୍ଥା
நிகழ்ச்சி நிரல்,କାର୍ଯ୍ୟସୂଚୀ
ஓய்வூதிய வயது,ଅବସରର ବୟସ
மேலதிக வயது,ସୁପରନୁଏସନ୍ ବୟସ
திரட்டுதல்,ମିଳନ
வேதனைக்குள்ளானது,ବହୁଳ
கிளர்ச்சி,ଆଗ୍ରିଲେସନ୍
ஏஜிஎம்,Agm
ஒப்பந்தம்,ଚୁକ୍ତିନାମା
ஒப்பந்த படிவம்,ଚୁକ୍ତି ଫର୍ମ
வேளாண்மை,କୃଷି
வேளாண் தொழில்,Agro-idustry
உதவி,ସହାୟତା
அலாரம்,ଆଲାର୍ମ
விழிப்புணர்வு,ସତର୍କତା
மாற்றுப்பெயர்,ଛଦ୍ମନାମ
குற்றச்சாட்டு,ଅଭିଯୋଗ
விசுவாசம்,ଅନୁଗତ
கூட்டணி,ମିଳିତତା
தொடர்புடைய சேவைகள்,ସମର୍ଥନ ସେବାଗୁଡିକ
அனைத்து உள்ளடக்கிய செலவு,ସମସ୍ତ ଅନ୍ତର୍ଭୂକ୍ତ ମୂଲ୍ୟ |
அகில இந்திய சேவைகள்,ସମସ୍ତ ଭାରତୀୟ ସେବାଗୁଡିକ |
ஒதுக்கீடு,ଆବଣ୍ଟନ
ஒதுக்கீடு,ବଣ୍ଟନ
ஒதுக்கீட்டு கடிதம்,ବଣ୍ଟନ ଚିଠି
ஒதுக்கீடு,ବଣ୍ଟନେ |
அனுமதிக்கக்கூடியது,ଅନୁମତି ଯୋଗ୍ୟ
அனுமதிக்கக்கூடிய செலவுகள்,ଅନୁମତିପ୍ରାପ୍ତ ଖର୍ଚ୍ଚ |
மேல்முறையீட்டை அனுமதிக்கவும்,ଏକ ଆବେଦନକୁ ଅନୁମତି ଦିଅନ୍ତୁ |
கொடுப்பனவு,ଭତ୍ତା
அனைத்து உரிமைகளும் பாதுகாக்கப்பட்டவை,ସମସ୍ତ ଅଧିକାର ସଂରକ୍ଷିତ
அகரவரிசை வரிசை,ବର୍ଣ୍ଣମାଳା କ୍ରମ
வாக்குவாதம்,ବ atutem ିସଣ
மாற்று,ବିକଳ୍ପ
மாற்று,ବିକଳ୍ପ
ஒருங்கிணைப்பு,ଅମାଲଗାମୀ
திருத்தப்பட்ட வரைவு,ସଂଶୋଧିତ ଡ୍ରାଫ୍ଟ |
திருத்தம்,ସଂଶୋଧନ
வசதி,ସୁବିଧା
இணக்கமான,ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ
வெடிமருந்து,ଗୁଳିଗୋଳା
கடனின் கடன்தொகை,Debt ଣର ଅମର୍ଟାଇଜେସନ୍ |
தொகை,ପରିମାଣ
ஓய்வூதியத்தின் அளவு,ପେନ୍ସନ୍ ର ପରିମାଣ
ஒப்பீட்டு இடுகை,ଅନୁରୂପ ପୋଷ୍ଟ |
பகுப்பாய்வு,ବିଶ୍ଳେଷଣ |
பகுப்பாய்வு ஆய்வு,ଆନାଲିଟିକାଲ୍ ଅଧ୍ୟୟନ |
மூதாதையர்,ପୂର୍ବଜ
துணை தொழில்,ଆନୁଷଙ୍ଗୀ ଶିଳ୍ପ |
பகை,ଶତ୍ରୁତା |
இணைப்பு,ଆନୁଷ୍ଠାନ
ஆண்டு,ବାର୍ଷିକୀ
அறிவிப்பு,ଘୋଷଣା
எரிச்சல்,ବିରକ୍ତିକର
ஆண்டு நிதி அறிக்கை,ବାର୍ଷିକ ଆର୍ଥିକ ବିବରଣୀ
ஆண்டு அறிக்கை,ବାର୍ଷିକ ବିବରଣୀ
ஆண்டு,ବାର୍ଷିକ
அநாமதேய,ବେନାମୀ |
அநாமதேய புகார்,ଅଜ୍ଞାତ ଅଭିଯୋଗ |
பதில்,ଉତ୍ତର୍ୟତା
விடைத்தாள்,ଉତ୍ତର ସିଟ୍
எதிரி,ବିରୋଧୀ
முன்னோடிகள்,ପିତୃପୁରୁଷ
எதிர்பார்க்கப்பட்ட செலவு,ପ୍ରତୀକ୍ଷିତ ଖର୍ଚ୍ଚ
எதிர்பார்க்கப்பட்ட வருமானம்,ପ୍ରତୀକ୍ଷିତ ଆୟ
எதிர்பார்ப்பு,ପ୍ରତୀକ୍ଷା
எதிர்பார்ப்பு ஜாமீன்,ଆଣ୍ଟିସାଇପେଟୋରୀ ଜାମିନ |
ஊழல் எதிர்ப்பு நடவடிக்கை,ବିରୋଧୀ ମାପ |
டம்பிங் எதிர்ப்பு,ଆଣ୍ଟି-ଡମ୍ପିଂ |
பழங்கால,ପ୍ରାଚୀନ
நிறவெறி,ଅପାର୍ଥିଡ଼ିଆ
அக்கறையின்மை,ଉଦାସୀନତା |
உச்ச உடல்,Apex ଶରୀର
மன்னிப்பு,କ୍ଷମା ପ୍ରାର୍ଥନା
மேல்முறையீடு,ଆବେଦନ
தோற்றம்,ରୂପ
திருப்தி,ସନ୍ତୁଷ୍ଟ
மேல்முறையீட்டு தீர்ப்பாயம்,ଟ୍ରିବ୍ୟୁନାଲ୍ ଆବେଦନ କରନ୍ତୁ |
பின் இணைப்பு,ପରିଶିଷ୍ଟ
சாதனம்,ଉପକରଣ
பொருந்தும்,ପ୍ରଯୁଜ୍ୟ |
விண்ணப்பதாரர்,ଆବେଦନକାରୀ |
விண்ணப்பம்,ପ୍ରୟୋଗ
விண்ணப்ப படிவம்,ଆବେଦନ ପତ୍ର
பயன்படுத்தப்பட்டது,ପ୍ରୟୋଗ କରାଯାଏ |
விண்ணப்பிக்கவும்,ପ୍ରୟୋଗ କରନ୍ତୁ |
நியமிக்கப்பட்டவர்,ଆପୋପିନିଟି
அதிகாரத்தை நியமித்தல்,ନିଯୁକ୍ତ କର୍ତ୍ତୃପକ୍ଷ |
நியமனம்,ନିଯୁକ୍ତି |
நியமனம் கடிதம்,ନିଯୁକ୍ତି ପତ୍ର
அமைச்சரவையின் நியமனங்கள் குழு,କ୍ୟାବିନେଟର ନିଯୁକ୍ତି କମିଟି |
ஊதியப் பகிர்வு,ମଜୁରୀର ଅନୁକରଣ |
மதிப்பீடு,ମୂଲ୍ୟାଙ୍କନ
மதிப்பீட்டாளர்,ମୂଲ୍ୟାଙ୍କନକାରୀ
பாராட்டு,ପ୍ରଶଂସା
அச்சம்,ଭୟ
பயிற்சி,ଶିକ୍ଷାର୍ଥୀ
அணுகுமுறை,ଉପାୟ
பொருத்தமானது,ଉପଯୁକ୍ତ
பொருத்தமான நடவடிக்கை,ଉପଯୁକ୍ତ କାର୍ଯ୍ୟ
பொருத்தமான தலை,ଉପଯୁକ୍ତ ମୁଣ୍ଡ
ஒதுக்கீடு,ଆବଣ୍ଟନ
ஒப்புதல்,ଅନୁମୋଦନ
தோராயமான,ଆନୁମାନିକ
ஆப்டிட்யூட் சோதனை,ଦକ୍ଷତା ପରୀକ୍ଷା
தன்னிச்சையானது,ଇଚ୍ଛାଧୀନ |
நடுவர்,ଆର୍ବିଟ୍ରେଟ୍ |
நடுவர்,ଆର୍ବିଟ୍ରେସନ୍
நடுவர் தீர்ப்பாயம்,ଆର୍ବିଟ୍ରେସନ୍ ଟ୍ରିବ୍ୟୁନାଲ୍ |
நடுவர்,ଆର୍ବିଟର
கட்டிடக்கலை,ସ୍ଥାପତ୍ୟ
காப்பகங்கள்,ଅଭିଲେଖାଗାର
பகுதி,କ୍ଷେତ୍ର
பகுதி தலைமையகம்,କ୍ଷେତ୍ର ମୁଖ୍ୟାଳୟ |
வாதம்,ଯୁକ୍ତି
எழும்,ଉଠ
ஆயுத படைகள்,ସଶସ୍ତ୍ର ବାହିନୀ |
ஏற்பாடு,ବ୍ୟବସ୍ଥା
நிலுவைத் தொகை,ବରିଟର
நிலுவைத் அறிக்கை,ବର୍ବର ବିବୃତ୍ତି
வருகை அறிக்கை,ଆଗମନ ରିପୋର୍ଟ
ஆணவம்,ଅହଂକାର
அர்செனல்,ଅସ୍ତ୍ରଶସ୍ତ୍ର
கட்டுரை,ପ୍ରବନ୍ଧ
சங்கத்தின் கட்டுரைகள்,ଆସୋସିଏସନ୍ ର ଆର୍ଟିକିଲ୍ |
கட்டுரைகள்,ପ୍ରବନ୍ଧଗୁଡ଼ିକ
ஏறுவரிசை ஒழுங்கு,ଆରୋହଣ କ୍ରମ
தெரிந்து கொள்ளுங்கள்,ଜାଣିବା
எங்கே இருக்கிறது,ଯେପରି ଅଛି
அம்சம்,ସର୍ବୋଚ୍ଚ
ஆவேசம்,ଆସଡିଅନ୍
படுகொலை,ହତ୍ୟା
தாக்குதல்,ଆକ୍ରମଣ
ஒன்றுகூடு,ଏକତ୍ର ହୁଅ
சட்டசபை,ସଭା
ஒப்புதல்,ଖେଳନା
உறுதிப்படுத்தவும்,ନିଶ୍ଚିତ କର |
மதிப்பீட்டாளர்,ମୂଲ୍ୟାଙ୍କନ
மதிப்பீடு,ମୂଲ୍ୟାଙ୍କନ
மதிப்பீட்டு ஆண்டு,ମୂଲ୍ୟାଙ୍କନ ବର୍ଷ
மதிப்பீட்டாளர்,ମୂଲ୍ୟାଙ୍କନକାରୀ
சொத்துக்கள்,ସମ୍ପତ୍ତି
ஒதுக்கப்பட்டவர்,ଆସିଜେ
ஒதுக்கீடு,ଆସାଇନମେଣ୍ଟ
ஒதுக்குபவர்,ଆସାଇନର୍
உதவி,ସହାୟତା
இணை,ସହଯୋଗୀ
தொடர்பு,ସଙ୍ଗଠନ
கட்டணம் அனுமானம்,ଚାର୍ଜର ଅନୁମାନ |
உத்தரவாதம்,ନିଶ୍ଚିତତା
உத்தரவாத நிறுவனம்,ନିଶ୍ଚିତ କର
உறுதி,ନିଶ୍ଚିତ କର
தள்ளுபடியில்,ରିହାତି ରେ
அணு சக்தி,ପରମାଣୁ ଶକ୍ତି
சமமாக,ପାରରେ
பிரீமியத்தில்,ପ୍ରିମିୟମରେ |
இணைக்கவும்,ସଂଲଗ୍ନ କରନ୍ତୁ
இணைக்கப்பட்ட அலுவலகம்,ସଂଲଗ୍ନ ଅଫିସ୍ |
இணைப்பு,ସଂଲଗ୍ନ
இணைப்பு வரிசை,ସଂଲଗ୍ନ କ୍ରମ
அடைதல்,ତଥ୍ୟ
முயற்சி,ଚେଷ୍ଟା
வருகை,ଉପସ୍ଥାନ
வருகை பதிவு,ଉପସ୍ଥାନ ପଞ୍ଜିକରଣ |
வருகை சீட்டு,ଆସେସେନ୍ ସ୍ଲିପ୍ |
கவனம்,ଧ୍ୟାନ |
சான்றளித்தல்,ପ୍ରମାଣପତ୍ର
சான்றளிக்கப்பட்ட நகல்,Atotsed କପି |
அணுகுமுறை,ମନୋଭାବ
கவர்ச்சிகரமான சம்பளம்,ଆକର୍ଷଣୀୟ ଦରମା
ஏலம்,ନିଲାମ
ஏலதாரர்,ନିଲାମକାରୀ
ஏல விற்பனை,ନିଲାମ ବିକ୍ରୟ
பார்வையாளர்கள்,ଦର୍ଶକ |
ஆடியோ-காட்சி காட்சி,ଅଡିଓ-ଭିଜୁଆଲ୍ ପ୍ରଦର୍ଶନ |
ஆடியோ காட்சி விளம்பரம்,ଅଡିଓ-ଭିଜୁଆଲ୍ ପ୍ରଚାର |
தணிக்கை,ଅଡିଟ୍ |
தணிக்கை செய்யப்பட்ட கணக்குகள்,ଅଡିଟ୍ ଆକାଉଣ୍ଟ୍ |
தணிக்கை செய்யப்பட்ட இருப்புநிலை,ଅଡିଟ୍ ବାଲାନ୍ସ ସିଟ୍ |
தணிக்கை,ଅଡିଟ୍
தணிக்கை ஆட்சேபனை,ଅଡିଟ୍ ଆପତ୍ତି |
தணிக்கையாளரின் அறிக்கை,ଅଡିଟରଙ୍କ ରିପୋର୍ଟ |
ஆடிட்டோரியம்,ଅଡିଟୋରିୟମ୍
தணிக்கை பத்தி,ଅଡିଟ୍ ପାର୍ତାହୀ |
தணிக்கை அறிக்கை,ଅଡିଟ୍ ରିପୋର୍ଟ
சிக்கன நடவடிக்கை,A ଣୀତା
சிக்கன நடவடிக்கை,ନିର୍ଯାତନା ମାପ |
உண்மையான,ପ୍ରାମାଣିକ
அங்கீகரிக்கப்பட்ட பிரதிநிதி,ପ୍ରାଧିକୃତ ପ୍ରତିନିଧୀ |
அதிகாரப்பூர்வ,ଲେଖକ
அதிகாரம்,ପ୍ରାଧିକରଣ
அதிகார கடிதம்,ପ୍ରାଧିକରଣ ଚିଠି |
அங்கீகாரம் பெற்றவர்,ପ୍ରାଧିକୃତ
அங்கீகரிக்கப்பட்ட மூலதனம்,ପ୍ରାଧିକୃତ ପୁଞ୍ଜି |
தானியங்கி,ସ୍ୱୟଂଚାଳିତ |
தன்னாட்சி,ସ୍ autonomous ୟଂଶାସିତ
தன்னாட்சி உடல்,ସ୍ autonomous ୟଂଶାସିତ ଶରୀର |
தன்னாட்சி,ସ୍ onomy ାଧୀନତା
துணை,ସହାୟକକାରୀ
கிடைக்கிறது,ଉପଲବ୍ଧ |
சராசரி,ହାରାହାରି
சராசரி விடுப்பு,ହାରାହାରି ଛୁଟି
வெறுப்பு,ଘୃଣା
தவிர்க்கவும்,ପ୍ରତିରୋଧ
தவிர்க்கவும்,ଏଡ଼ାନ୍ତୁ |
வரியைத் தவிர்ப்பது,ଟ୍ୟାକ୍ସରୁ ଦୂରେଇ ରୁହନ୍ତୁ |
காத்திருந்தது,ଅପେକ୍ଷା କରାଯାଇଛି
விருது,ପୁରସ୍କାର
அதிகாரம் வழங்குதல்,ପୁରସ୍କାର ପ୍ରାପ୍ତ ପ୍ରାଧିକରଣ |
விழிப்புணர்வு,ସଚେତନତା
பின்வாங்கியது,ପୃଷ୍ଠଭୂମି
பின்னணி,ପୃଷ୍ଠଭୂମି
பின் பதிவு,ବ୍ୟାକ୍ ଲଗ୍
பின்னால்,ପଛକୁ ଯିବା
பின் குறிப்பு,ପଛଟି
காப்புப்பிரதி,ବ୍ୟାକଅପ୍ କରନ୍ତୁ |
பின்தங்கிய வகுப்புகள்,ପଛୁଆ କ୍ଲାସ୍
பின்தங்கிய பழங்குடி,ପଛୁଆ ଜନଜାତି
மோசமான பேரம்,ଖରାପ ବୁ g ାମଣା |
மோசமான நடத்தை,ଖରାପ ଆଚରଣ |
மோசமான தன்மை,ଖରାପ ଚରିତ୍ର
மோசமான காலநிலை கொடுப்பனவு,ଖରାପ ଜଳବାୟୁ ଭତ୍ତା |
மோசமான நடத்தை,ଖରାପ ଆଚରଣ
மோசமான கடன்,ଖରାପ debt ଣ
சாமான்கள்,ବ୍ୟାଗେଜ୍
ஜாமீன்,ଜାମିନ
இருப்பு,ସନ୍ତୁଳନ
சமநிலை வீழ்த்தப்பட்டது,ସନ୍ତୁଳନ ତଳକୁ ଅଣାଯାଇଥିଲା |
இருப்பு முன்வைக்கப்பட்டது,ସନ୍ତୁଳନ ଆଗକୁ ବ .ିଗଲା |
சீரான பட்ஜெட்,ସନ୍ତୁଳିତ ବଜେଟ୍
இருப்புநிலை,ତୂଳନା ପତ୍ର
வாக்குப்பதிவு,ମତଦାନ
வாக்குப் பெட்டி,ବାଲାଟ ବାକ୍ସ
வாக்குப்பதிவு காகிதம்,ବାଲାଟ କାଗଜ |
தடை,ନିଷେଧ |
வங்கி,ବ୍ୟାଙ୍କ
வங்கி கணக்கு,ବ୍ୟାଙ୍କ ଖାତା
வங்கி இருப்பு,ବ୍ୟାଙ୍କ ବାଲାନ୍ସ
வங்கி கட்டணங்கள்,ବ୍ୟାଙ୍କ ଚାର୍ଜ |
வங்கி உத்தரவாதம்,ବ୍ୟାଙ୍କ ଗ୍ୟାରେଣ୍ଟି |
வங்கி விடுமுறை,ବ୍ୟାଙ୍କ ଛୁଟି
வங்கி வசதி,ବ୍ୟାଙ୍କିଙ୍ଗ୍ ସୁବିଧା |
வங்கி நேரம்,ବ୍ୟାଙ୍କିଙ୍ଗ୍ ଘଣ୍ଟା |
வங்கி பரிவர்த்தனை,ବ୍ୟାଙ୍କିଙ୍ଗ୍ କାରବାର |
வங்கி வீதம்,ବ୍ୟାଙ୍କ ହାର
வங்கி சமரசம்,ବ୍ୟାଙ୍କ ସମନ୍ୱୟ |
திவாலானது,ଦେବାଳିଆ
வங்கி பாதுகாப்பு,ବ୍ୟାଙ୍କ ସୁରକ୍ଷା
வங்கி அறிக்கை,ବ୍ୟାଙ୍କ ଷ୍ଟେଟମେଣ୍ଟ
விருந்து,ଭୋଜି |
பார் கவுன்சில்,ବାର୍ ପରିଷଦ |
பேரம்,ବୁ g ାମଣା
பேரம் பேசுதல்,ବୁ g ାମଣା
தரிசு நிலம்,ବନ୍ଧ୍ୟା ଭୂମି
பண்டமாற்று,ବାର୍ଟର
அடித்தளம்,ଆଧାର
ஆதாரமற்றது,ମୂଳହୀନ |
அடித்தளம்,ତଳ ମହଲା
