Punjabi,Gujarati
ਧੁਨੀ ਮਾਡਮ,ધ્વનિ -મોડેમ
ਧੁਨੀ ਸੰਕੇਤ,ધ્વનિ સંકેત
ਧੁਨੀ ਸਟੋਰੇਜ,ધ્વનિ સંગ્રહ
ਐਕਰੋਨਾਈਮ,ટૂંકાક્ષર
ਕਾਰਵਾਈ,ક્રિયા
ਐਕਸ਼ਨ ਚੱਕਰ,કાર્ય -ચક્ર
ਐਕਸ਼ਨ ਲਾਈਨ,ક્રિયા -રેખ
ਐਕਸ਼ਨ ਸੰਦੇਸ਼,ક્રિયા
ਐਕਸ਼ਨ ਨਿਰਧਾਰਨ,કાર્ય -સ્પષ્ટીકરણ
ਸਰਗਰਮੀ,સક્રિય
ਕਿਰਿਆਸ਼ੀਲ,સક્રિય
ਐਕਟਿਵ ਫਾਈਲ,સક્રિય ફાઈલ
ਐਕਟਿਵ ਲਾਈਨ,સક્રિય રેખા
ਕਿਰਿਆਸ਼ੀਲ ਲਿੰਕ,સક્રિય કડી
ਐਕਟਿਵ ਮਾਸਟਰ ਫਾਈਲ,સક્રિય માસ્ટર ફાઇલ
ਐਕਟਿਵ ਮਾਸਟਰ ਆਈਟਮ,સક્રિય મુખ્ય વસ્તુ
ਐਕਟਿਵ ਸੈਟੇਲਾਈਟ,સક્રિય ઉપગ્રહ
ਐਕਟਿਵ ਸਟੇਸ਼ਨ,સક્રિય કેન્દ્ર
ਐਕਟਿਵ ਸਟੋਰੇਜ,સક્રિય સંગ્રહ
ਸਰਗਰਮੀ,પ્રવૃત્તિ
ਸਰਗਰਮੀ ਪੱਧਰ,પ્રવૃત્તિ સ્તરે
ਗਤੀਵਿਧੀ ਲੋਡਿੰਗ,પ્રવૃત્તિ લોડિંગ
ਗਤੀਵਿਧੀ ਅਨੁਪਾਤ,પ્રવૃત્તિ ગુણોત્તર
ਅਸਲ ਪਤਾ (= ਪੂਰਨ ਪਤਾ),વાસ્તવિક સરનામું (= સંપૂર્ણ સરનામું)
ਅਸਲ ਕੋਡ (= ਸੰਪੂਰਨ ਕੋਡ),વાસ્તવિક કોડ (= સંપૂર્ણ કોડ)
ਅਸਲ ਡੇਟਾ ਟ੍ਰਾਂਸਫਰ ਰੇਟ,વાસ્તવિક ડેટા ટ્રાન્સફર રેટ
ਅਸਲ ਦਸ਼ਮਲਵ ਬਿੰਦੂ,વાસ્તવિક દશાંશ બિંદુ
ਅਸਲ ਹਦਾਇਤਾਂ (= ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਹਦਾਇਤ),વાસ્તવિક સૂચના (= અસરકારક સૂચના)
ਅਸਲ ਕੁੰਜੀ,ખરેખર ચા
ਅਸਲ ਸਮਾਂ,વાસ્તવિક સમય
ਅਸਲ ਕੰਮ ਦਾ ਸਮਾਂ,વાસ્તવિક કામનો સમય
ਅਦਾਕਾਰੀ ਸੰਕੇਤ,કાર્યકારી સંકેત
ਅਨੁਕੂਲਤਾ,અનુકૂલનક્ષમતા
ਅਡੈਪਟਰ,અનુકૂલન
ਅਡੈਪਟਿਵ ਚੈਨਲ ਅਲਾਟਮੈਂਟ,અનુકૂલનશીલ ચેનલ ફાળવણી
ਅਨੁਕੂਲ ਏਕੀਕਰਣ,અનુકૂલનશીલ એકીકરણ
ਅਨੁਕੂਲਤਾ ਦੇ ਟਰਾਂਸਵਰਸਟਲ ਬਰਾਬਰੀ,અનુકૂલનશીલ બરાબરી
ਇੰਦਰਾਜ਼ ਸ਼ਾਮਲ ਕੀਤਾ,ઉમેરાયેલ નોંધ
ਐਡੇਂਡ,પરિવર્તન
ਐਡਰਰ,પ્રહાર
ਐਡਰੈਸਬਰਸਟਰੈਕਟਰ,ઉપદેશક
ਫਾਈਲ ਸ਼ਾਮਲ ਕਰੋ,ફાઇલ ઉમેરો
ਵਾਧੂ ਅੱਖਰ (= ਵਿਸ਼ੇਸ਼ ਚਰਿੱਤਰ),વધારાના પાત્ર (= વિશેષ પાત્ર)
ਜੋੜ ਰਿਕਾਰਡਰ,વધારાની રેકોર્ડર
ਜੋੜ ਸਾਰਣੀ,વધારાનો કોઠો
ਜੋੜ,ઉમેરણ લક્ષણ
ਮੋਡ ਸ਼ਾਮਲ ਕਰੋ,મોડમાં ઉમેરો
ਓਪਰੇਸ਼ਨ ਸ਼ਾਮਲ ਕਰੋ,કામગીરી ઉમેરો
ਪਤਾ,સંબોધન
ਸੰਬੋਧਿਤਯੋਗਤਾ ਉਪਾਅ,સરનામા -માપદંડ
ਪਤਾ ਕਰਨ ਯੋਗ ਹਰੀਜੱਟਲ ਸਥਿਤੀ,સરનામું આડી સ્થિતિ
ਪਤਾ ਕਰਨ ਯੋਗ ਬਿੰਦੂ,સંબોધન - બિંદુ
ਪਤਾ ਕਰਨ ਯੋਗ ਸਥਿਤੀ,પ્રતિયોગી સ્થિતિ
ਪਤਾ ਕਰਨ ਯੋਗ ਰਜਿਸਟਰ,સરનામું રજિસ્ટર
ਪਤਾ ਕਰਨ ਯੋਗ ਸਟੋਰੇਜ,પ્રત્યુત્તરપાત્ર સંગ્રહ
ਪਤਾ ਕਰਨ ਯੋਗ ਲੰਬਕਾਰੀ ਸਥਿਤੀ,સરનાક verભી સ્થિતિ
ਪਤਾ ਬੱਸ,સરનાવ બસ
ਪਤਾ ਕੋਡ,સરનામું
ਪਤਾ ਕੰਪਰੇਟਰ,સરખામણી કરનાર
ਪਤਾ ਬਕਾਏ,સરનામું
ਪਤਾ ਲਗਾਤਾਰ,નિવારણ
ਪਤਾ ਬਦਲਣਾ,ધર્મપરિવર્તન
ਪਤਾ ਡਾਟਾ,માહિતી
ਸੰਬੋਧਿਤ ਮੈਮੋਰੀ,સંબોધિત મેમરી
ਪਤਾ ਪ੍ਰਭਾਵਸ਼ਾਲੀ,સંબોધન અસરકારક
ਪਤਾ ਖੇਤਰ,સરનાવનું ક્ષેત્ર
ਪਤਾ ਫਾਰਮੈਟ,સરનાકનું બંધારણ
ਪਤਾ ਮੁਫਤ ਪ੍ਰੋਗਰਾਮ,મફત કાર્યક્રમ
ਸੰਬੋਧਨ ਕਰਨਾ,સંબોધન
"ਸੰਬੋਧਨ ਕਰਨਾ
 ਅੱਖਰ","સંબોધન
 પાત્ર"
ਰੁਕਾਵਟ ਨੂੰ ਸੰਬੋਧਿਤ ਕਰਨਾ,સંબોધન
ਪਤਾ ਲਗਾਉਣ,સંબોધન
ਵਰਚੁਅਲ ਮੈਮੋਰੀ ਨੂੰ ਸੰਬੋਧਨ ਕਰਨਾ,વર્ચુઅલ મેમરીને સંબોધવા
ਪਤਾ ਲਗਾਉਣਾ,સરનામું
ਬਰੇਸ਼ਨ ਰਹਿਤ ਨਿਰਦੇਸ਼ ਦਾ ਫਾਰਮੈਟ,સરનામાંહીન સૂચના બંધારણ
ਐਡਰੈੱਸ ਲਾਈਨ,સરનામા
ਪਤਾ ਮੈਪਿੰਗ,સરનામાંનું નકશો
ਪਤਾ ਮਾਰਕ,સરનાવ
ਪਤਾ ਸੋਧ,સરનામા -ફેરફાર
ਪਤਾ ਭਾਗ,સરનામા ભાગ
ਪਤਾ ਪੁਆਇੰਟਰ,સરનાક નિર્દેશક
ਪਤਾ ਰਜਿਸਟਰ,સરના નોંધણી
ਪਤਾ ਸਿਗਨਲ,સરનામે સંકેત
ਪਤਾ ਅਕਾਰ,સરનાવનું કદ
ਪਤਾ ਸਪੇਸ,સરનાવની જગ્યા
ਪਤਾ ਸਪੇਸ ਪਛਾਣਕਰਤਾ,સરનામું સ્થાન ઓળખકર્તા
ਪਤਾ ਬੰਦ,સરનાવ બંધ
ਪਤਾ ਟਰੇਸ,સરનામા
ਪਤਾ ਟਰੈਕ,સરનામા
ਪਤਾ ਅਨੁਵਾਦ,અનુવાદ
ਪਤਾ ਅਨੁਵਾਦਕ,અનુવાદક
ਸ਼ਾਮਲ ਕਰੋ-ਘਟਾਓ,સબમટ્રેક્ટ સમય ઉમેરવો
ਸਮਾਂ ਸ਼ਾਮਲ ਕਰੋ,સમય ઉમેરો
ਅਡਜੈਂਸੀ,સંલગ્નતા
ਐਡਜੈਂਸੀ structure ਾਂਚਾ,સંલગ્ન માળખું
ਨਾਲ ਲੱਗਦੇ ਚੈਨਲ,સંલગ્ન માતૃભાષા
ਨਾਲ ਲੱਗਦੇ ਡੋਮੇਨ,સંલગ્ન ડોમેન
ਨਾਲ ਲੱਗਦੀ ਮੈਟ੍ਰਿਕਸ,સંલગ્ન મેટ્રિક્સ
ਨਾਲ ਲੱਗਦੀ ਨੋਡ,સંલગ્ન નોડ
ਆਸ ਪਾਸ ਦੇ ਉਪਰਾਸਾ,સંલગ્ન સુબેરિયા
ਐਡਰਜਾਈਨ (ਸਿਸਟਮ),સંવાદિતા (સિસ્ટમ)
ਵਿਵਸਥਤ ਕਰੋ,સમાયોજન કરવું
ਵਿਵਸਥਤ ਹੱਦ ਤੱਕ,ગોઠવણપાત્ર હદ
ਟੈਕਸਟ ਮੋਡ ਨੂੰ ਵਿਵਸਥਤ ਕਰੋ,ટેક્સ્ટ મોડને સમાયોજિત કરો
ਪ੍ਰਬੰਧਕੀ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,વહીવટી માહિતી પ્રક્રિયા
ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ,વહીવટી કામગીરી
ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ,વહીવટી operatorપરેટર
ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ ਸਟੇਸ਼ਨ,વહીવટી પ્રચાલક
ਪ੍ਰਬੰਧਕੀ ਸਹਾਇਤਾ ਸਿਸਟਮ,વહીવટી સહાયક પદ્ધતિ
ਤਕਨੀਕੀ ਸੰਚਾਰ ਸੇਵਾ,અદ્યતન સંદેશાવ્યવહાર સેવા
ਐਡਵਾਂਸਡ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,અદ્યતન માહિતી પદ્ધતિ
ਐਡਵਾਂਸਡ ਆਪਟੀਕਲ ਅੱਖਰ ਪਾਠਕ,અદ્યતન ઓપ્ટિકલ પાત્ર રીડર
ਤਕਨੀਕੀ ਵਿਗਿਆਨਕ ਕੰਪਿ computer ਟਰ,અદ્યતન વૈજ્ .ાનિક કમ્પ્યુટર
ਏਰੀਅਲ,હવાઈ
ਸਮੁੱਚੀ,સમૂહ
ਸਮੁੱਚੀ ਸਮੀਕਰਨ,કુલ અભિવ્યક્તિ
ਉਦੇਸ਼ ਸਰਕਲ,લક્ષ્યસ્થાન વર્તુળ
ਉਦੇਸ਼ ਖੇਤਰ (= ਪ੍ਰਤੀਕ ਦਾ ਨਿਸ਼ਾਨਾ),લક્ષ્ય ક્ષેત્ર (= લક્ષ્યનું પ્રતીક)
ਪ੍ਰਤੀਕ ਬਣਾਉਣਾ,લક્ષ્યસ્થાન પ્રતીક
ਏਅਰਬੋਰਨ ਕੰਪਿ Computer ਟਰ ਸਿਸਟਮ,હવાઈ ​​કમ્પ્યુટર સિસ્ટમ
ਅਲਜਬ੍ਰਿਕ ਈਗਨਵੈਲਯੂ ਦੀ ਸਮੱਸਿਆ,બીજગણિત ઇગન્યુલ્યુ સમસ્યા
"ਅਲਜਬ੍ਰਿਕ
 ਏਕੀਕਰਣ","બીજગણિત
 એકીકરણ"
ਅਲਜਬ੍ਰਿਕ ਭਾਸ਼ਾ,બીજગણિત ભાષા
ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ,બીજગણિત હેરાફેરી
ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ ਭਾਸ਼ਾ,બીજગણિત હેરાફેરી ભાષા
ਐਲਜਬਰੇਕ ਅਧਾਰਤ ਭਾਸ਼ਾ,બીજગણિત લક્ષી ભાષા
ਅਲਜਬੈਰਾਿਕ ਸ਼ਿਫਟ,બીજગણિત પાળી
ਐਲਜਬ੍ਰਿਕ ਸਾਈਨ ਕਨਵੈਨਸ਼ਨ,બીજગણિત ચિહ્ન સંમેલન
ਐਲਗੋਲ,શિરચ્છેદ
ਐਲਗੋਲ ਵਿਸ਼ੇਸ਼ਤਾ,શીલ લક્ષણ
ਐਲਗੋਲ ਪ੍ਰੋਗਰਾਮਿੰਗ,અલ્ગોલ કાર્યક્રમ
ਐਲਗੋਰਿਦਮ,અલ્ગોરિધમનો
ਐਲਗੋਰਿਦਮ ਐਸੋਸੀਏਟਿਵ ਭਾਸ਼ਾ,અલ્ગોરિધમનો સહયોગી ભાષા
ਐਲਗੋਰਿਦਮ ਵਰਗੀਕਰਣ,અલ્ગોરિધમનો વર્ગીકરણ
ਐਲਗੋਰਿਦਮ ਦੀ ਗੁੰਝਲਤਾ,અલ્ગોરિધમની જટિલતા
ਐਲਗੋਰਿਦਮ ਕੰਪੂਟਿਟੀ,અલ્ગોરિધમની ગણતરી
ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ,અલ્ગોરિધમિક વિશ્લેષણ
ਐਲਗੋਰਿਦਮਿਕ ਪਹੁੰਚ,અલ્ગોરિધમિક અભિગમ
ਐਲਗੋਰਿਦਮਿਕ ਭਾਸ਼ਾ,અલ્ગોરિધએમ ભાષા
ਐਲਗੋਰਿਦਮਿਕ ਰੁਟੀਨ,અલ્ગોરિધમનો રૂટિન
ਐਲਗੋਰਿਧੀਮਿਕ ਸਿਧਾਂਤ,અલ્ગોરિધમનો સિદ્ધાંત
ਉਪਨਾਮ,ઉર્ફે
ਅਲਾਇਸਿੰਗ,પરવાના
ਅਲਾਇਸ ਨਾਮ (= ਵਿਕਲਪਿਕ ਨਾਮ),ઉપનામ નામ (= વૈકલ્પિક નામ)
ਅਲਾਈਨਮੈਂਟ,ગોઠવણી
ਨਿਰਧਾਰਤ ਕਰੋ,ફાળવવું
ਅਲਾਕਸੇਸ਼ਨ structure ਾਂਚਾ,ફાળવણીનું માળખું
ਸਾਰੇ-ਉਦੇਸ਼ ਕੰਪਿ computer ਟਰ,હેતુસર કમ્પ્યુટર
ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ,વર્ણાનુક્રમ
ਵਰਣਮਾਲਾ ਅੱਖਰ ਸੈਟ,મૂળાક્ષરોનો પાત્ર સમૂહ
ਵਰਣਮਾਲਾ ਅੱਖਰ ਸਬਸੈੱਟ,મૂળાક્ષરો
ਵਰਣਮਾਲਾ ਕੋਡ,વર્ણાનુક્રમ
ਵਰਣਮਾਲਾ ਸ਼ਿਫਟ,વર્ણાનુક્રમ
ਵਰਣਮਾਲਾ ਸਤਰ,વર્ણાનુક્રમ
ਵਰਣਮਾਲਾ ਸ਼ਬਦ,વર્ણાનુક્રમ
ਵਰਣਮਾਲਾ,મૂળાક્ષરો
ਕਫਾਈਜੋਮੈਟ੍ਰਿਕਸ,અલ્ફેજ ome મેટ્રિક્સ
ਅਲਫ਼ਾਮਿਕ,મૂર્તિમંત
ਅਲਫੋਮੋਸੈਕ,મરણોત્તર
ਅਲਫਾਨੁਮਿਕ,મૂર્તિમંત
ਅਲਫਾਨੂਮੇਰਿਕਲ ਕੀਬੋਰਡ ਡਿਵਾਈਸ,આલ્ફાન્યુમેરિકલ કીબોર્ડ ડિવાઇસ
ਅਲਫਾਨੁਮਿਕ ਅੱਖਰ ਸਮੂਹ,મૂળાક્ષર
ਅੱਖਰ ਕੋਡ,મૂળાક્ષર
ਅੱਖਰ ਕੋਡਿਡ ਅੱਖਰ ਸਮੂਹ,આલ્ફાન્યુમેરિક કોડેડ પાત્ર સમૂહ
ਅਲਫਾਨੁਮਿਕ ਡੇਟਾ,મૂળાક્ષરીનો ડેટા
ਅਲਫਾਨਮੋਰਿਕ ਡਿਸਪਲੇਅ ਡਿਵਾਈਸ,આલ્ફાન્યુમેરિક ડિસ્પ્લે ડિવાઇસ
ਅੱਖਰ ਸੰਪਾਦਕੀ ਅੱਖਰ,મૂળાક્ષર સંપાદિત પાત્ર
ਅਲਫਾਨੁਮਿਕ ਖੇਤਰ,વર્ણ -ક્ષેત્ર
ਅਲਫਨੀਮਿਕ ਹਦਾਇਤ,વર્ણ -સૂચના
ਅਲਫਾਨੁਮਿਕ ਕੀਬੋਰਡ,મૂળાક્ષર કીબોર્ડ
ਅੱਖਰ ਛਾਂਟੀ,મૂળાક્ષર
ਅਲਫਾਨਮੂਮਿਕ ਸਟੋਰੇਜ,મૂળાક્ષર સંગ્રહ
ਅਸ਼ੁੱਧ ਮੈਮੋਰੀ,બદલવા યોગ્ય
ਤਬਦੀਲੀ ਸਵਿੱਚ,ફેરફાર -ફેરૂપ
ਬਦਲਣਾ,પરિવર્તનશીલ
ਬਦਲੋ,ફેરફાર
ਵਿਕਲਪਿਕ ਰਿਕਵਰੀ,વૈકલ્પિક પુન recovery પ્રાપ્તિ
ਵਿਕਲਪੀ ਰਸਤੇ,વૈકલ્પિક માર્ગ
ਵਿਕਲਪਿਕ ਰੂਟਿੰਗ,વૈકલ્પિક માર્ગ
ਵਿਕਲਪਿਕ ਟਰੈਕ,વૈકલ્પિક પાટા
ਬਦਲ (= ਜਾਂ ਆਪ੍ਰੇਸ਼ਨ),ફેરબદલ (= અથવા કામગીરી)
ਵਿਕਲਪਕ ਗੁਣ,વૈકલ્પિક લક્ષણ
ਵਿਕਲਪਿਕ ਇਨਕਾਰ (= ਨਾ-ਅਤੇ ਓਪਰੇਸ਼ਨ),વૈકલ્પિક અસ્વીકાર (= નહીં અને કામગીરી)
ਅਸਪਸ਼ਟਤਾ ਗਲਤੀ,અસ્પષ્ટ ભૂલ
ਅਸਪਸ਼ਟ ਹਵਾਲਾ,અસ્પષ્ટ સંદર્ભ
ਐਨਾਲਾਗ,પ્રાચય
ਐਨਾਲਾਗ ਐਡਰਰ,એનાશ -ઉપાડનાર
ਐਨਾਲਾਗ ਚੈਨਲ,મનોલોત્ર
ਐਨਾਲਾਗ ਕੰਪਿ .ਟਰ,એનાલોગ કમ્પ્યુટર
ਐਨਾਲਾਗ ਕਨਵਰਟਰ,એનાશ -રૂપાંતર કરનાર
ਐਨਾਲਾਗ ਡੇਟਾ,મનોજ્ analા આંકડા
ਐਨਾਲਾਗ ਡਿਵਾਈਡਰ,એનાશ -વિભાજક
ਐਨਾਲਾਗ ਸਹੂਲਤ ਟਰਮੀਨਲ,એનાલોગ સુવિધા ટર્મિન
"ਐਨਾਲਾਗ ਫੰਕਸ਼ਨ
 ਜੇਨਰੇਟਰ","મનોલોગ કાર્ય
 જનરેટર"
ਐਨਾਲਾਗ ਏਕੀਕਰਣ,મનોરોગ એકીકરણ
ਐਨਾਲਾਗ ਮਲਟੀਪਲਾਇਰ,એનાલ -ગુણાકાર
ਐਨਾਲਾਗ ਪ੍ਰੋਗਰਾਮਿੰਗ,એનાશિક કાર્યક્રમ
ਐਨਾਲਾਗ ਸਕੇਲਿੰਗ,એનાલ -સ્તનપાન
ਐਨਾਲਾਗ ਸਿਗਨਲ,એનાલોગ સંકેત
ਐਨਾਲਾਗ ਸਿਮੂਲੇਸ਼ਨ,એનાશ સિમ્યુલેશન
ਐਨਾਲਾਗ ਸਵਿਚ,એનાશ -સ્વીચ
ਐਨਾਲਾਗ ਸਿਸਟਮ,પ્રાકૃતિક પદ્ધતિ
"ਐਨਾਲਾਗ ਡਿਜੀਟਲ
 ਕਨਵਰਟਰ","ડિજિટલથી એનાલોગ
 એકત્રીકરણ કરનાર"
"ਐਨਾਲਾਗ ਡਿਜੀਟਲ
 ਏਨਕੋਡਰ","ડિજિટલથી એનાલોગ
 એન્કોડર"
ਐਨਾਲਾਗ ਪ੍ਰਸਾਰਣ,મનોલોગ પ્રસારણ
ਐਨਾਲਾਗ ਕਿਸਮ,એનોગ પ્રકાર
ਵਿਸ਼ਲੇਸ਼ਣ ਬਲਾਕ,વિશ્લેષણ -વિધિ
ਵਿਸ਼ਲੇਸ਼ਣ ਮੋਡ,વિશ્લેષણ પદ્ધતિ
ਵਿਸ਼ਲੇਸ਼ਣ ਇੰਜਣ,વિશ્લેષણાત્મક
ਪੂਰਵਜ ਦਾ ਕੰਮ,પૂર્વજો
ਸਹਾਇਕ ਉਪਕਰਣ,આનુષંગિક સાધનસામગ્રી
ਅਤੇ,અને
ਅਤੇ ਸਰਕਟ,અને સર્કિટ
ਅਤੇ ਤੱਤ,અને
ਅਤੇ ਗੇਟ,અને દરવાજો
ਅਤੇ ਮਾਸਕਿੰਗ,અને માસ્કિંગ
ਅਤੇ ਓਪਰੇਸ਼ਨ ਨਹੀਂ (= ਬਾਹਰ ਕੱ .ਣਾ),અને ઓપરેશન નથી (= બાકાત
ਅਤੇ ਓਪਰੇਸ਼ਨ,કામગીરી
ਅਨੇਕਸ ਮੈਮੋਰੀ,જોડાણ મેમરી
ਐਨੋਟੇਸ਼ਨ,નોંધણી
ਐਨੀਨੀਸੀਆਟਰ,જાહેરાત કરનાર
ਵਾਪਸ ਜਵਾਬ,પાછો જવાબ આપો
ਉੱਤਰ ਦੇਰੀ,જવાબ
ਜਵਾਬ ਦੇਣ ਦਾ ਸਮਾਂ,જવાબદાર સમય
ਦੀਵੇ ਦਾ ਜਵਾਬ,જવાબ દીવો
ਜਵਾਬ ਸੂਚੀ,જવાબ સૂચિ
ਜਵਾਬ ਸਿਰਫ,માત્ર
ਐਂਟੀਪੇਸ਼ਨ ਮੋਡ,અપેક્ષા -મોડ
ਅਨੁਮਾਨਤ ਬਫਰਿੰਗ,આગોતરક બફર
ਅਨੁਮਾਨਤ ਕੈਰੀ,આગોતરક કેરી
ਅਨੁਮਾਨਤ ਪੈਜਿੰਗ,આગોતરી પેજિંગ
ਐਂਟੀਕਾਇਸਿਸ ਓਪਰੇਂਸ,અસત્ય કામગીરી
ਐਂਟੀਕੋਇੰ.ਰਤਸ ਇੰਦਰਾ ਤੱਤ,કૃત્રિમ તત્વ
ਅਫੀਮਿਕ ਐਂਟੀਨਾ,અતિશય એન્ટેના
ਅਪਰਚਰ ਕਾਰਡ,છિદ્ર
ਅਪਰਚਰ ਕੋਡ,છિદ્ર
ਅਪਰਚਰ ਟਾਈਮ,છિદ્રનો સમય
ਅੰਤਿਕਾ,સંલગ્ન
ਅਪੰਡਿਤ ਕੰਮ,સંલગ્ન કાર્ય
ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ,અરજી વિકાસકર્તા
ਐਪਲੀਕੇਸ਼ਨ ਲੇਅਰ,અરજી -સ્તર
ਐਪਲੀਕੇਸ਼ਨ ਓਨੀਐਂਟਡ ਭਾਸ਼ਾ,અરજીલક્ષી ભાષા
ਐਪਲੀਕੇਸ਼ਨ ਪੈਕੇਜ,અરજી
