Kannada,Tamil
ಅಡ್ಜುಗೇಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್,adjugate matrix
ಸ್ವೀಕಾರಾರ್ಹ ನಿರ್ಧಾರ ಕಾರ್ಯ,ஏற்றுக்கொள்ளக்கூடிய முடிவு செயல்பாடு
ಸ್ವೀಕಾರಾರ್ಹ ಕಲ್ಪನೆ,ஏற்றுக்கொள்ளக்கூடிய கருதுகோள்
ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಶಕ್ತಿ,காற்றியக்க விசை
ವಾಯುಬಲವಿಜ್ಞಾನ,காற்றியக்கவியல்
ಅಫೈನ್ ಜ್ಯಾಮಿತಿ,இணைப்பு வடிவியல்
ಅಫೈನ್ ಮ್ಯಾಪಿಂಗ್,இணைப்பு மேப்பிங்
ಅಫೈನ್ ರೂಪಾಂತರ,இணைப்பு மாற்றம்
ಒಟ್ಟುಗೂಡಿಸುವ ಅಸ್ಥಿರ,ஒருங்கிணைக்கும் மாறிகள்
ಬೀಜಗಣಿತ,இயற்கணிதம்
ಬೀಜಗಣಿತವಾಗಿ ಮುಚ್ಚಲಾಗಿದೆ,இயற்கணிதப்படி மூடப்பட்டது
ಬೀಜಗಣಿತದ ಸಮೀಕರಣ,இயற்கணித சமன்பாடு
ಬೀಜಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ,இயற்கணித வெளிப்பாடு
ಬೀಜಗಣಿತ ರೂಪ,இயற்கணித வடிவம்
ಬೀಜಗಣಿತದ ಕಾರ್ಯ,இயற்கணித செயல்பாடு
ಬೀಜಗಣಿತದ ರೇಖಾಗಣಿತ,இயற்கணித வடிவியல்
ಬೀಜಗಣಿತದ ಬಹುಸಂಖ್ಯೆ,இயற்கணிதப் பெருக்கம்
ಬೀಜಗಣಿತ ವ್ಯವಸ್ಥೆ,இயற்கணித அமைப்பு
ಎಲ್ಲಾ ಪೂರ್ಣಾಂಕ ಸಮಸ್ಯೆ,அனைத்து முழு எண் பிரச்சனை
ಹಂಚಿಕೆ ಸಮಸ್ಯೆ,ஒதுக்கீடு பிரச்சனை
ವರ್ಣಮಾಲೆಯ ಸಂಕೇತ,அகரவரிசைக் குறியீடு
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ,அகரவரிசை எழுத்து
ಪರ್ಯಾಯ ಕೋನ,மாற்று கோணம்
ಪರ್ಯಾಯ ರೂಪ,மாற்று வடிவம்
ಪರ್ಯಾಯ ಗುಂಪು,மாற்று குழு
ಪರ್ಯಾಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್,மாற்று அணி
ಪರ್ಯಾಯ ಸರಣಿ,மாற்று தொடர்
ಪರ್ಯಾಯ ಕಲ್ಪನೆ,மாற்று கருதுகோள்
ಪರ್ಯಾಯ ಆಪ್ಟಿಮಾ,மாற்று ஆப்டிமா
ಪರ್ಯಾಯ ಫಲಿತಾಂಶ,மாற்று விளைவு
ಅನಲಾಗ್-ಟು-ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕ,அனலாக்-டு-டிஜிட்டல் மாற்றி
ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್,அனலாக் கணினி
ವಿಶ್ಲೇಷಣೆ,பகுப்பாய்வு
ಸಹವರ್ತಿತ್ವದ ವಿಶ್ಲೇಷಣೆ,இணையான பகுப்பாய்வு
ಎಣಿಕೆಯ ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ,கணக்கியல் தரவு பகுப்பாய்வு
ವ್ಯತ್ಯಾಸದ ವಿಶ್ಲೇಷಣೆ,மாறுபாட்டின் பகுப்பாய்வு
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,பகுப்பாய்வு வடிவியல்
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ,பகுப்பாய்வு செயல்பாடு
ಕೋನ,கோணம்
ಸಂಪರ್ಕದ ಕೋನ,தொடர்பு கோணம்
ವಿಚಲನ ಕೋನ,விலகல் கோணம்
ಖಿನ್ನತೆಯ ಕೋನ,மனச்சோர்வின் கோணம்
ವಿಚಲನ ಕೋನ,விலகல் கோணம்
ವಿವರ್ತನೆಯ ಕೋನ,விலகல் கோணம்
ಎತ್ತರದ ಕೋನ,உயரத்தின் கோணம்
ಘಟನೆಯ ಕೋನ,நிகழ்வு கோணம்
ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ,திட்ட கோணம்
ಪ್ರತಿಬಿಂಬದ ಕೋನ,பிரதிபலிப்பு கோணம்
ವಕ್ರೀಭವನದ ಕೋನ,ஒளிவிலகல் கோணம்
ತಿರುಗುವಿಕೆಯ ಕೋನ,சுழற்சி கோணம்
ಒಟ್ಟು ಪ್ರತಿಫಲನದ ಕೋನ,மொத்த பிரதிபலிப்பு கோணம்
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,கோண முடுக்கம்
ಕೋನೀಯ ಚಲನೆ,கோண இயக்கம்
ಕೋನೀಯ ವೇಗ,கோண வேகம்
ಕೋನೀಯ ವೇಗ,கோண வேகம்
ವಾರ್ಷಿಕ,வளையம்
ಉತ್ತರ,பதில்
ವಿರೋಧಿ ಉತ್ಪನ್ನ,எதிர்ப்பு வழித்தோன்றல்
ಆಂಟಿಸಿಮೆಟ್ರಿಕ್ ಕಾರ್ಯ,சமச்சீரற்ற செயல்பாடு
ಅನ್ವಯಿಸುವ,பொருந்தும்
ಅಪ್ಲಿಕೇಶನ್,விண்ணப்பம்
ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,பயன்பாட்டு டைனமிக் நிரலாக்கம்
ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ,பயன்படுத்தப்படும் வடிவியல்
ಅನ್ವಯಿಕ ಗಣಿತ,பயன்பாட்டு கணிதம்
ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು,பயன்பாட்டு புள்ளிவிவரங்கள்
ಸರಿಸುಮಾರು,தோராயமாக
ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ,தோராயமாக தொடர்ச்சியான செயல்பாடு
ಅಂದಾಜು ವಿಧಾನ,தோராயமான முறை
ಅಂದಾಜು ಪರಿಹಾರ,தோராயமான தீர்வு
ಅಂದಾಜು ಸಮಸ್ಯೆ,தோராயமான பிரச்சனை
ಅಂದಾಜು ಆಸ್ತಿ,தோராயமான சொத்து
ಆಪ್ಟಿಟ್ಯೂಡ್ ಟೆಸ್ಟ್ ಬ್ಯಾಟರಿ,திறன் சோதனை பேட்டரி
ಅರ್ಗಾಂಡ್ ರೇಖಾಚಿತ್ರ,அர்காண்ட் வரைபடம்
ನಿರಂಕುಶವಾಗಿ ಆಯ್ಕೆ ಮಾಡಲಾಗಿದೆ,தன்னிச்சையாக தேர்வு
ನಿರಂಕುಶ,தன்னிச்சையான
ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ,தன்னிச்சையான மாறிலி
ಅನಿಯಂತ್ರಿತ ಅಂಶ,தன்னிச்சையான உறுப்பு
ಅನಿಯಂತ್ರಿತ ಬಿಂದು,தன்னிச்சையான புள்ளி
ಆರ್ಕೆಮಿಡಿಯನ್ ಕಾನೂನು,ஆர்க்கிமிடியன் சட்டம்
ಆರ್ಕಿಮಿಡಿಸ್ ತತ್ವ,ஆர்க்கிமிடிஸ் கொள்கை
ಆರ್ಕ್ ಉದ್ದ,வில்லின் நீளம்
ವೃತ್ತದ ಚಾಪ,வட்ட வில்
ಆರ್ಕ್ ಸೈನ್ ವಿತರಣೆ,ஆர்க் சைன் விநியோகம்
ಆರ್ಕ್ ಸೈನ್ ರೂಪಾಂತರ,ஆர்க் சைன் மாற்றம்
ಪ್ರದೇಶ,பகுதி
ಪ್ರದೇಶದ ವಿನ್ಯಾಸ,பகுதி அமைப்பு
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ವಾದ,கலப்பு எண்ணின் வாதம்
ಅಂಕಗಣಿತದ ಸರಾಸರಿ,எண்கணித சராசரி
ಅಂಕಗಣಿತದ ಕಾರ್ಯಾಚರಣೆ,எண்கணித செயல்பாடு
ಅಂಕಗಣಿತದ ಘಟಕ,எண்கணித அலகு
ವ್ಯವಸ್ಥೆ,ஏற்பாடு
ಶ್ರೇಣಿ,வரிசை
ಕೃತಕ ಉಪಗ್ರಹ,செயற்கை செயற்கைக்கோள்
ಕೃತಕ ವೇರಿಯಬಲ್,செயற்கை மாறி
ಏರು,ஏறும்
ಆರೋಹಣ,ஏறும்
ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ,அளவின் ஏறுவரிசை
ಆರೋಹಣ ಸರಣಿ,ஏறுவரிசை தொடர்
ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ,அசெம்பிளர் மொழி
ನಿಯೋಜನೆ ಸಮಸ್ಯೆ,பணி நியமன பிரச்சனை
ಸಹಾಯಕ ಕಾನೂನು,துணை சட்டம்
ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ಕಾನೂನು,ஆபரேட்டர்களின் துணை சட்டம்
ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ,துணை செயல்பாடு
ಸಹಭಾಗಿತ್ವ,கூட்டுறவு
ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ,சராசரியாக கருதப்படுகிறது
ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ,நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது
ಊಹೆ,அனுமானம்
ಜ್ಯೋತಿಷ್ಯ,ஜோதிடம்
ಗಗನಯಾತ್ರಿ ಇಂಜಿನಿಯರ್,விண்வெளி பொறியாளர்
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ,வானியலாளர்
ಖಗೋಳ ಗಡಿಯಾರ,வானியல் கடிகாரம்
ಖಗೋಳಶಾಸ್ತ್ರ,வானியல்
ಅಸಮವಾದ ಕರ್ವ್,சமச்சீரற்ற வளைவு
ಅಸಿಮ್ಮೆಟ್ರಿ,சமச்சீரற்ற தன்மை
ಲಕ್ಷಣರಹಿತ,அறிகுறியற்றது
ಲಕ್ಷಣರಹಿತ,அறிகுறியற்ற
ಲಕ್ಷಣರಹಿತ ಪರಿಣಾಮಕಾರಿ ಅಂದಾಜುಗಾರ,அறிகுறியற்ற திறமையான மதிப்பீட்டாளர்
ಲಕ್ಷಣರಹಿತವಾಗಿ ನಿಷ್ಪಕ್ಷಪಾತ ಅಂದಾಜುಗಾರ,அறிகுறியற்ற பாரபட்சமற்ற மதிப்பீட்டாளர்
ಲಕ್ಷಣರಹಿತ ನಡವಳಿಕೆ,அறிகுறியற்ற நடத்தை
ಲಕ್ಷಣರಹಿತ ವಿತರಣಾ ಕಾರ್ಯ,அறிகுறியற்ற விநியோக செயல்பாடு
ಲಕ್ಷಣರಹಿತ ವಿಸ್ತರಣೆ,அறிகுறியற்ற விரிவாக்கம்
ವಾತಾವರಣದ ಒತ್ತಡ,வளிமண்டல அழுத்தம்
ಯಾದೃಚ್ಛಿಕವಾಗಿ,சீரற்ற முறையில்
ಗುಣಲಕ್ಷಣ,பண்பு
ಮಾದರಿ ವಿಧಾನದ ಗುಣಲಕ್ಷಣಗಳು,மாதிரி செயல்முறை பண்புகளை
ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,பெரிதாக்கப்பட்ட அணி
ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ,தன்னியக்க தொடர்பு குணகம்
ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ,தன்னியக்க தொடர்பு செயல்பாடு
ಆಟೋಕೋವೇರಿಯನ್ಸ್,தன்னியக்க மாறுபாடு
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್,தானியங்கி கணினி
ಸ್ವಯಂ ಹಿನ್ನಡೆ,தன்னியக்க பின்னடைவு
ಸಹಾಯಕ ಸಮೀಕರಣ,துணை சமன்பாடு
ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (ASN ಕರ್ವ್),சராசரி மாதிரி எண் வளைவு (ASN வளைவு)
ಮೂಲತತ್ವ,கோட்பாடு
ಅಕ್ಷೀಯ ವಿಧಾನ,அச்சு அணுகுமுறை
ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ,நிகழ்தகவு கோட்பாடு
ಅಕ್ಷರೇಖೆ,அச்சு
ಅಬ್ಸಿಸ್ಸಾದ ಅಕ್ಷ,abscissa அச்சு
ಭೂಮಿಯ ಅಕ್ಷ,பூமியின் அச்சு
ಕ್ರಾಂತಿಯ ಅಕ್ಷ,புரட்சியின் அச்சு
ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ,சுழற்சியின் அச்சு
ಸ್ಪಿನ್ ಅಕ್ಷ,சுழற்சியின் அச்சு
ಬ್ಯಾಕ್-ಬದಲಿ,பின்-மாற்று
ಹಿಂದುಳಿದ ವ್ಯತ್ಯಾಸ,பின்தங்கிய வேறுபாடு
ಹಿಂದುಳಿದ-ಪ್ರಕ್ಷೇಪಣ ಸೂತ್ರ,பின்தங்கிய இடைக்கணிப்பு சூத்திரம்
ಸಮತೋಲನ,சமநிலை
ಸಮತೋಲಿತ ವಿನ್ಯಾಸ,சீரான வடிவமைப்பு
ಆಯವ್ಯಯ ಪಟ್ಟಿ,இருப்புநிலை
ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಕ್ಷಿಪಣಿ,பாலிஸ்டிக் ஏவுகணை
ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್,பாலிஸ்டிக்ஸ்
ಬಾರ್,மதுக்கூடம்
ಬೇಸ್,அடித்தளம்
ಮೂಲ ಕೋನ,அடிப்படை கோணம்
ಲಾಗರಿಥಮ್ನ ಆಧಾರ,மடக்கையின் அடிப்படை
ಮೂಲಭೂತ,அடிப்படை
ಮೂಲ ಕಾರ್ಯಸಾಧ್ಯ ಪರಿಹಾರ,அடிப்படை சாத்தியமான தீர்வு
ಮೂಲ ಪರಿಹಾರ,அடிப்படை தீர்வு
ಮೂಲ ವೇರಿಯಬಲ್,அடிப்படை மாறி
ಆಧಾರದ,அடிப்படையில்
ಆಧಾರ ಅಂಶ,அடிப்படை உறுப்பு
ಆಧಾರ ಮ್ಯಾಟ್ರಿಕ್ಸ್,அடிப்படை அணி
ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ,ஒரு திசையன் இடத்தின் அடிப்படை
ಉಪಸ್ಥಳದ ಆಧಾರ,துணைவெளியின் அடிப்படை
ಬೇಸಿಯನ್ ಅಂದಾಜು,பேய்சியன் மதிப்பீடு
ಬೇಯ್ಸ್ ಕಾನೂನು,பேய்ஸ் சட்டம்
ಬೇಯಸ್ ಪ್ರಮೇಯ,பேய்ஸ் தேற்றம்
ಬರ್ನೌಲ್ಲಿ ವಿತರಣೆ,பெர்னோலி விநியோகம்
ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆ,பெர்னோலி எண்
ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ,பெர்னோலி நிகழ்தகவு செயல்பாடு
ಬರ್ನೌಲಿಯ ಸಮೀಕರಣ,பெர்னோலியின் சமன்பாடு
ಬೆರ್ರಿ ಕಾರ್ಯ,பெர்ரி செயல்பாடு
ಅತ್ಯುತ್ತಮ ಫಿಟ್,சிறந்த பொருத்தம்
ಅತ್ಯುತ್ತಮ - ಫಿಟ್ ಲೈನ್,சிறந்த பொருத்தம் வரி
ಉತ್ತಮ ಪರಿಹಾರ,சிறந்த தீர்வு
ಅತ್ಯುತ್ತಮ ತಂತ್ರಗಳು,சிறந்த உத்திகள்
ಬೀಟಾ ವಿತರಣೆ,பீட்டா விநியோகம்
ಪಕ್ಷಪಾತ,சார்பு
ಪಕ್ಷಪಾತದ ಅಂದಾಜು,பாரபட்சமான மதிப்பீடு
ಬೈಹಾರ್ಮೋನಿಕ್ ಸಮೀಕರಣ,பைஹார்மோனிக் சமன்பாடு
ಬೈಜೆಕ್ಷನ್,பிஜேக்ஷன்
ಬೈಜೆಕ್ಟಿವ್ ನಕ್ಷೆ,இருமுனை வரைபடம்
ಬೈಜೆಕ್ಟಿವ್ ಮ್ಯಾಪಿಂಗ್,பைஜெக்டிவ் மேப்பிங்
ಬೈಲಿನಿಯರ್ ರೂಪ,இருகோடி வடிவம்
ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ,இருமுனை செயல்பாடு
ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ರೂಪ,இருமுனை ஹெர்மிடியன் வடிவம்
ಅವಳಿ,பைனரி
ಬೈನರಿ ಕೋಡ್,பைனரி குறியீடு
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ,பைனரி குறியிடப்பட்ட தசம
ಬೈನರಿ ಕೋಡಿಂಗ್,பைனரி குறியீட்டு முறை
ಬೈನರಿ ಕಂಪ್ಯೂಟರ್,பைனரி கணினி
ದ್ವಿಮಾನ ಅಂಕಿ,பைனரி இலக்கம்
ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ,பைனரி செயல்பாடு
ಬೈನರಿ ಸಿಸ್ಟಮ್,பைனரி அமைப்பு
ಬೈನರಿ ವೇರಿಯಬಲ್,பைனரி மாறி
ದ್ವಿಪದ ಗುಣಾಂಕ,ஈருறுப்புக் குணகம்
ದ್ವಿಪದ ವಿತರಣೆ,இருவகைப் பரவல்
ದ್ವಿಪದ ಸಮೀಕರಣ,ஈருறுப்புச் சமன்பாடு
ದ್ವಿಪದ ವಿಸ್ತರಣೆ,ஈருறுப்பு விரிவாக்கம்
ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ,ஈருறுப்பு வெளிப்பாடு
ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,ஈருறுப்பு சீரற்ற மாறி
ದ್ವಿಪದ ಪ್ರಮೇಯ,ஈருறுப்பு தேற்றம்
ಇಬ್ಭಾಗ,இரு பிரிவு
ವಿಭಜನಾ ವಿಧಾನ,பிரித்தல் முறை
ದ್ವಿಭಾಜಕ,இருவகை
ಬೈಸೀರಿಯಲ್,இருமுறை
ಸ್ವಲ್ಪ,பிட்
ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ,இருவகை இருவகைப் பரவல்
ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ,இருவகை தொடர்பு குணகம்
ದ್ವಿಗುಣ ವಿತರಣೆ,இருவகை விநியோகம்
ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ ವಿತರಣೆ,இருவகை சாதாரண விநியோகம்
ಬೈವೆಕ್ಟರ್,பைவெக்டர்
ಬೋಲ್ಟ್ಜ್‌ಮನ್ ಸಮೀಕರಣ,போல்ட்ஸ்மேன் சமன்பாடு
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,பூலியன் இயற்கணிதம்
ಬೋಸ್ - ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು,போஸ் - ஐன்ஸ்டீன் புள்ளிவிவரங்கள்
ಗಡಿ ಸ್ಥಿತಿ,எல்லை நிலை
ಗಡಿ ಪದರ,எல்லை அடுக்கு
ಗಡಿ ರೇಖೆ,எல்லைக் கோடு
ಗಡಿ ಮೌಲ್ಯ,எல்லை மதிப்பு
ಗಡಿ ಮೌಲ್ಯದ ಸಮಸ್ಯೆ,எல்லை மதிப்பு பிரச்சனை
ಸೀಮಿತ ಕಾರ್ಯ,வரையறுக்கப்பட்ட செயல்பாடு
ಬೌಂಡೆಡ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್,கட்டுப்பட்ட அணி
ಗಡಿ ಪ್ರದೇಶ,எல்லைக்குட்பட்ட பகுதி
ಸೀಮಿತ ಸೆಟ್,வரையறுக்கப்பட்ட தொகுப்பு
ಬ್ರೌನಿಯನ್ ಚಲನೆ,பிரவுனிய இயக்கம்
ಲೆಕ್ಕಾಚಾರ,கணக்கிட
ಲೆಕ್ಕಾಚಾರ,கணக்கிடுகிறது
ಲೆಕ್ಕಾಚಾರ ಯಂತ್ರ,கணக்கிடும் இயந்திரம்
ಲೆಕ್ಕಾಚಾರ,கணக்கீடு
ಲೆಕ್ಕಾಚಾರದ ಕಾರ್ಯವಿಧಾನ,கணக்கீட்டு செயல்முறை
ಕ್ಯಾಲ್ಕುಲೇಟರ್,கால்குலேட்டர்
ಕಲನಶಾಸ್ತ್ರ,கால்குலஸ்
ವ್ಯತ್ಯಾಸದ ಕಲನಶಾಸ್ತ್ರ,மாறுபாட்டின் கணக்கீடு
ಕ್ಯಾಲೋರಿ,கலோரி
ರದ್ದತಿ ಕಾನೂನು,ரத்து சட்டம்
ಅಂಗೀಕೃತ ಸಮೀಕರಣ,நியமன சமன்பாடு
ಅಂಗೀಕೃತ ರೂಪ,நியமன வடிவம்
ಅಂಗೀಕೃತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,நியமன அணி
ಕ್ಯಾಂಟರ್ ಸೆಟ್,கேன்டர் செட்
ಕ್ಯಾಂಟರ್‌ನ ತ್ರಯಾತ್ಮಕ ಸೆಟ್,கேண்டரின் மும்முனைத் தொகுப்பு
ಸಾಮರ್ಥ್ಯದ ಸಾರಿಗೆ ಸಮಸ್ಯೆ,திறன் கொண்ட போக்குவரத்து பிரச்சனை
ಸಾಮರ್ಥ್ಯ,திறன்
ಕ್ಯಾಪಿಲ್ಲರಿ ಬಲ,தந்துகி விசை
ಕಾರ್ಡಿನಲ್ ಸಂಖ್ಯೆ,கார்டினல் எண்
ಕಾರ್ಟೇಶಿಯನ್ ಅಕ್ಷಗಳು,கார்ட்டீசியன் அச்சுகள்
ಕಾರ್ಟೇಶಿಯನ್ ನಿರ್ದೇಶಾಂಕಗಳು,கார்ட்டீசியன் ஆயத்தொகுப்புகள்
ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ,கார்ட்டீசியன் தயாரிப்பு
ಸೆಟ್‌ಗಳ ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ,தொகுப்புகளின் கார்ட்டீசியன் தயாரிப்பு
ಉದಾಹರಣಾ ಪರಿಶೀಲನೆ,வழக்கு ஆய்வு
ದುರಂತದ ಏರಿಳಿತ,பேரழிவு ஏற்ற இறக்கம்
ಕ್ಯಾಟೆನರಿ,கேடனரி
ಕೌಚಿ ವಿತರಣೆ,காச்சி விநியோகம்
ಕೌಚಿ ಸೂತ್ರ,கௌச்சி சூத்திரம்
ಕೌಚಿ ಗೌರ್ಸಾಟ್ ಪ್ರಮೇಯ,Cauchy Goursat தேற்றம்
