Gujarati,Tamil
વિસ્તાર,பகுதி
શુષ્ક ઇકોસિસ્ટમ,வறண்ட சுற்றுச்சூழல் அமைப்பு
અણીદાર,Aril
સુગંધ,நறுமணம்
સુગંધિત છોડ,நறுமண ஆலை
સુગંધિત ચોખા,நறுமண அரிசி
તંગર,அம்பு
મહાપમાવર,அசெப்ஸிஸ்
ખસી,அசெப்டிக்
અજાતીય પ્રચાર,ஓரினச்சேர்க்கை பரப்புதல்
પરાકાષ્ઠા,மதிப்பீடு
અસ્ક્યામત,சொத்துக்கள்
આત્મસાત,ஒருங்கிணைப்பு
મંડળ,தொடர்பு
આહલાદક,ஆஸ்ட்ரிஜென்ட்
અસમપ્રાપ્ત,அசினாப்சிஸ்
તૃષ્ણા,அடாவிசம்
અણમા,அணுசக்தி
કૃશતા,அட்ராபி
સ્વતસ્તરી,தன்னியக்க
સ્વચાલનતા,ஆட்டோலிசிஸ்
સ્વચાલિત થાંભલા,ஆட்டோஆக்ஸிஜனேற்றம்
સ્વોલપ્લોઇડ,ஆட்டோபோலிப்ளோயிட்
Uxક્સિન્સ,ஆக்சின்கள்
AWN (બરછટ),Awn (முறுக்கு)
બદામ,பாதம் கொட்டை
કુંવાર,கற்றாழை
અમરાન્થસ,அமராந்தஸ்
ક amંગું,அம்மி
અંજાન ઘાસ,அஞ்சன் புல்
ગૂંજ,அந்தூரியம்
"ઓનલા, ભારતીય ગૂસબેરી","அன்லா, இந்திய நெல்லிக்காய்"
સફરજન,ஆப்பிள்
દુર્દ્રાવી,பாதாமி
જાસ્મિન,ஆர்பியன் மல்லிகை
અરેકા અખરોટ,அரேகா நட்டு
ખલાસી,அர்ஜுன்
અફેટીડા,Asfoetida
રાખ,சாம்பல் பூசணிக்காய்
અશોક વૃક્ષ,அசோகா மரம்
એશ્થમા નીંદણ (યુફોર્બિયા),ஆஷ்த்மா களை (யூபோர்பியா)
શતાવરીનો શતાાયણ,அஸ்பாரகஸ்
એવોકાડો,வெண்ணெய்
અલ્ફાલ્ફા (લ્યુસર્ન),அல்பால்ஃபா (லூசர்ன்)
કીડી,எறும்புகள்
એફિડ,அஃபிட்ஸ்
સૈન્યમાં,இராணுவ புழு
કૃષિ -અર્થશાસ્ત્રી,விவசாய பொருளாதார நிபுணர்
કૃષિ વિસ્તરણવાદી,வேளாண் நீட்டிப்பு
કૃષિ -વિજ્ scientાન,விவசாய விஞ்ஞானி
ખેતી ઈજનેર,விவசாய பொறியாளர்
કેરોગવિજ્ologistાન,வேளாண் நிபுணர்
કૃષિવિજ્istાની,வேளாண் விஞ்ஞானி
કૃષિવિજ્stાન,வேளாண் இயற்பியல்
પશુ સંવર્ધક,விலங்கு வளர்ப்பாளர்
બેસિલસ વાયરસ,பேசிலஸ் வைரஸ்
દંભ,பேசிலஸ்
જીવાત,பாக்டீரியா
કોઇ,பாக்டீரியோடாக்சின்
મસાલા,கரும்பு சக்கை
સરવૈયા,இருப்புநிலை
શેતરાન,சீரான கருத்தரித்தல்
આકૃતિ,பார் வரைபடம்
ભડકો,பட்டை
બાહુદ માળખાં,காற்றழுத்தமானி
ઉજ્જડ,தரிசு
પાયો,அடித்தளம்
ઉજવણી,பேசின்
બીક,பாசிபெட்டல்
દરિયાકાંઠે,பாஸ்கிஸ்டெர்னம்
ચોમાસા,விரிகுடா பருவமழை
પધ્ધદનો છોડ,தாங்கும் ஆலை
પથારી,படுக்கை
ઘાને,படுக்கை
નાળ,படுக்கை
બીટ દાળ,பீட் மோலாஸ்கள்
ધૂન,பெல்லோஸ்
બેલ્ટ,பெல்ட்
લાભ આપતી કિંમતે વિશ્લેષણ,நன்மை-செலவு பகுப்பாய்வு
પક્ષપાતી (નમૂના),சார்புடைய (மாதிரி)
દ્વિવાર્ષિક,இருபது ஆண்டு
દ્વિપદી,இரும
જૈવિક,உயிரி கையேடு
જૈવ,பயோக்ளைமேட்
બાયનર્જી,பயோஎனெர்ஜி
જીવવિજ્icsાન,பயோனமிக்ஸ்
બાયરોએક્ટર,உயிரியக்கவியல்
જીવશોષ,உயிர்க்கோளம்
જૈવિક,உயிரியல்
જંતુઓ,உயிரியல் வகை
દ્વિલિંગી,இருபால்
નિસ્તેજ,பிளான்சிங்
વિનોદ,குண்டு வெடிப்பு
મિશ્રણ,கலவை
વાંક કા blવો,ப்ளைட்
ફટકો,கொப்புளம்
ક્રાંતિ,நீல புரட்சி
તળિયે ગરમીનો ઓરડો,கீழே வெப்ப அறை
તળિય ગરમીની તકનીક,கீழே வெப்ப நுட்பம்
ક brંગું,பிரான்
શાખા,கிளைகள்
શાખા -શાખા -શાખ્ય,கிளை
ઉછેર,இனம்
ઉછેર,இனப்பெருக்க
કોઇ,கரைந்து
ક brંગું,அடைகாக்கும்
જાંબુડી,வளரும்
અંદાજપત્ર,பட்ஜெட்
બફર,இடையக
ગોળાકાર,விளக்கை
સંલગ્ન,பன்ட்
પેટા-પેદાશ,துணை தயாரிப்பு
બબુલ બાવળ,பாபுல் அகாசியா
બાળક મકાઈ,குழந்தை சோளம்
બેલ,பேல்
બાલ,பெயில்
બાલસમ,பால்சம்
વાંસ,மூங்கில்
કરડ,வாழை
વડ નું વૃક્ષ,ஆலமரம்
જવ,பார்லி
બાર્નેયાર્ડ બાજરી,பார்ன்யார்ட் மில்லட்
એક જાતનો છોડ,துளசி
બેસ્ટાર્ડ દેવદાર,பாஸ்டர்ட் சிடார்
બેસ્ટર્ડ માયરોબાલન,பாஸ்டர்ட் மைரோபாலன்
બૌહિનીયા,ப au ஹினியா
ખાડી,பே பெர்ரி
બીન,பீன்
સલાદ,பீட்
બાલ્ટડોન્ના,பெல்லடோனா
બેવકૂફ,பெர்
ઠપકો આપવો,பெர்சீம்
સોપારી,பெட்டல்
બિલોમ્બી,பிலிம்பி
કડવી દારૂ,பாகற்காய்
કાળો ગ્રામ,கருப்பு கிராம்
કાળી નાઈટશેડ,கருப்பு நைட்ஷேட்
બોગૈનવિલે,Bougainvillea
બોટ,பாட்டில் தூரிகை
બોટલ ગોળા,சுரைக்காய்
બ boxટ -ઝાડ,பெட்டி மரம்
બ્રેડ ફળો,ரொட்டி பழம்
લગ્ન સમારંભ,பிரைடல் க்ரீப்பர்
શોરબકોર,பிரிஞ்சல்
વ્યાપક બીન,பிராட் பீன்
કોતરણી,ப்ரோக்கோலி
બ્રસેલ્સ sprout,பிரஸ்ஸலின் முளை
બિયાં સાથેનો દાણો,பக்வீட்
Butોરિયા,பியூட்டியா
એક જાતની નાની ભડકી,பாண்டிகூட்
સહન કરવું,தாங்க
ભમરો,வண்டு
ફોલ્લો ભમરો,கொப்புளம் வண்டு
વાદળી બળદ,நீல காளை
Bણપત્ર,போல் புழு
બ butterટરફ્લાય,பட்டாம்பூச்சி
જીવાણુવિજ્ologistાની,பாக்டீரியாலஜிஸ்ட்
જૈવ રસાયણાકાર,உயிர் வேதியியலாளர்
જીવવિજ્ologistાન,உயிரியலாளர்
જીવવિજ્ologistાની,பயோடெக்னாலஜிஸ்ட்
વનસ્પતિશાસ્ત્ર,தாவரவியலாளர்
સી ભેજ લાક્ષણિકતા વળાંક,சி ஈரப்பதம் சிறப்பியல்பு வளைவு
કેક,கேக்
ગુણવાળું,கணக்கீட்டு
ચુન્યાસ,கணக்கீடு
ફોસ્ફેટનું ગણતરી,பாஸ்பேட் கணக்கீடு
ઉશ્કેરાટ,காலோசிட்டி
ક callલસ,கால்சஸ்
Calાળ,கலிக்ஸ்
ક calલિક્સનો અંત,கலிக்ஸ்-எண்ட்
કણસ,காம்பியம்
ક canંગું,புற்றுநோய்
ડબ્બા,கேனிங்
છત્ર,விதானம்
પાટનગર,மூலதனம்
કરચલીકરણ,கேப்ரிஃபிகேஷன்
ક capંગલ,காப்ஸ்யூல்
કાર્બન,கார்பனேற்றப்பட்ட
કાર્બનલાઇઝેશન,கார்பனாக்கல்
કળ,கார்பல்
કળશ,கார்பஸ்
કિલ્લો,வார்ப்பு
વિસર્જન,வினையூக்கம்
ઉદ્દીપન,வினையூக்கம்
ઈયળ,கம்பளிப்பூச்சி
સી-ડી.એન.એ.,சி-டி.என்.ஏ நூலகம்
છત,உச்சவரம்பு
ઓરડું,செல்
કેન્દ્રીય નેતા પદ્ધતિ,மத்திய தலைவர் அமைப்பு
કેન્દ્ર બનાવવી,மையமாக
કેન્દ્રો,மையவிலக்கு
કેન્દ્ર,மையவிலக்கு
કેન્દ્ર,சென்ட்ரியோல்
કેન્દ્રોવાળું,சென்ட்ரோஜெனிக்
કેન્દ્રો,சென்ட்ரெஸ்ஜெனஸ்
કરકસર,செர்கஸ்
ધારણ,தானியங்கள்
પ્રમાણપત્ર,சான்றிதழ்
પ્રમાણિત બીજ,சான்றளிக்கப்பட்ட விதை
કણ,சஃப்
ચલાઝા,சலாசா
વાદળવિજ્ismાન,வேதியியல்
જાંબુડિયા રંગ,சியாஸ்மா
ઠંડક કલાકો,குளிர்ச்சியான நேரம்
ઠંડક ઇજા,குளிர்ச்சியான காயம்
તંગ,சிமேரா
કળ,குளோராந்தி
હરિતદ્રવ્ય,குளோரோபில்
હરિતદ્રવ્ય,குளோரோசிஸ்
હરિતદ્રવ્ય,குளோரோலஜி
ક્રોમેટિડ,குரோமாடிட்
ક્રોમટિન,குரோமாடின்
ક્રોમશલિઓ,குரோமடோகிராபி
ક્રોધિતતા,குரோமாடோலிசிஸ்
ક્રોમોસેન્ટ્રી,குரோமோசென்ட்ரே
ક્રોમતત્વ,குரோமோஜெனெஸிஸ்
રંગભૂમિ,குரோமோபுரோட்டீன்
રંગબેરંગી,குரோமோசோம்
કાયમી,நாள்பட்ட
સિત્તર,சிட்ரேஞ்ச்
કવડો,கிளாடோட்
વર્ગીકરણ,வகைப்பாடு
માટી,களிமண்
સફાઈ,சுத்தம்
રોટી,கிளீஸ்டோகாமி
ઘાતકી ફળ,க்ளைமாக்டெரிக் பழம்
વાતાવરણ,காலநிலை
આબોહવાવિજ્ologyાન,காலநிலைவியல்
જાડું,கிளிப்பர்
ગાલ,துணி
ક્લોન,குளோன்
વાદળ,மேகம்
ઝગડો,கொத்து
ઝગડો,கொத்து
બરછટ,கரடுமுரடான
કોટ (બીજ),கோட்டை (விதை)
કોપરો,COCOON
કોનઝાઇમ,கோஎன்சைம்
સુશોભન,ஒத்திசைவு
Coાંકણ,Coir
કોયડો,கோல்ரோஹிசா
કોઠાર,காலர்
કોલોઇડ (માટી),கூழ் (மண்)
જાંબુડિયા રંગનું બનેલું,கொலுமெல்லா
કોલમ,நெடுவரிசை
સંપ્રદાય,துவக்கவாதம்
વેપારી બેંક,வணிக வங்கி
કોડ્યુ,பொருள்
સમુદાય,சமூக
કોમ્પેક્શન (માટીનું),சுருக்கம் (மண்ணின்)
સુસંગતતા,பொருந்தக்கூடிய தன்மை
સુસંગતતા,பொருந்தக்கூடிய தன்மை
વળતર,இழப்பீடு
સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા,போட்டி தொடர்பு
પૂરક પાક,நிரப்பு பயிர்
સંકુલ,சிக்கலான
ઘટક,கூறு
-નું જોડાણ,கலவை
કંપોસ્ટ,உரம்
સંયોજન વ્યાજ,கூட்டு வட்டி
ગણતરી,கணக்கீடு
કોમ્પ્યુટર,கணினி
એકાગ્રતા,செறிவு
શરત,கண்டிஷனர்
વાહકતા,நடத்தை
ગોઠવણી,உள்ளமைவு
સુસંગતતા,ஏற்ப
મૂંઝવણભર્યું,குழப்பம்
જોડાણ,இணைவு
સંબંધક,இணைப்பு
સંરક્ષણ,பாதுகாப்பு
એકીકરણ,ஒருங்கிணைப்பு
ઘટ,தொகுதிகள்
ગ્રાહક,நுகர்வோர்
વપરાશ,நுகர்வு
દૂષણ,மாசுபாடு
સમોચ્ચ વાવેતર,விளிம்பு நடவு
સમતૈલી,விளிம்பு
કરાર -ખેતી,ஒப்பந்த விவசாயம்
નિયંત્રિત સંગ્રહ,கட்டுப்படுத்தப்பட்ட சேமிப்பு
સહકારી બેંક,கூட்டுறவு வங்கி
ભૌતિક,கூட்டுறவு
ક copંગું,காப்பிஸ்
કોતર,கோர்ம்
કોથળી,கொரோலா
કોતરણી,கோர்டெக்ஸ்
ખર્ચ,செலவு
કોટિલેડોન (બીજ),கோட்டிலிடன் (விதை)
ધિરાણ મંડળી,கடன் சங்கம்
જમા,கடன்
લેણદાર,கடன் வழங்குபவர்
ખરબચડું,முகடு
કરચલી,நொறுக்குதல்
સંકટ,நெருக்கடி
માપદંડ,அளவுகோல்
વિવેકી,விமர்சன
પાક વીમો,பயிர் காப்பீடு
પાક -લોન,பயிர் கடன்
પાક,பயிர்
પાક વિસ્તાર,பயிர் பகுதி
વળગાડ,குறுக்கு இணக்கமானது
તાજ (છોડ),கிரீடம் (ஆலை)
ભડકો,நொறுக்கு
બંદર,மேல் ஓடு
ગુપ્ત,கிரிப்டோகாம்
કુલ (ફળો),குல் (பழங்கள்)
ક culંગું,அடிம்
ખેડૂત,சாகுபடி
ખેતી,சாகுபடி
ખેડૂત,பயிரிடுபவர்
સંસ્કાર,கலாச்சாரம்
ઉપચાર,குணப்படுத்துதல்
કરચલી,கர்லிங்
ચલણ,நாணய
પહાડીચણો,வெட்டு
કાપવા,கட்டிங்
કોતરણી,நீர்க்கட்டி
કોયડો,சைட்டோக்ரோம்
ચિત્ત્રમણિકા,சைட்டோகாமி
ચક્રાક્રમ,சைட்டோஜெனெஸிஸ்
સાયટોજેનેટિક્સ,சைட்டோஜெனெடிக்ஸ்
ચિત્તભ્રમ,சைட்டோகினேசிஸ்
મનોહરવિજ્ cyાન,சைட்டாலஜி
કોયતરો,சைட்டோலிசிஸ்
કોથળી,சைட்டோமியர்
કોયડો,சைட்டோபிளாசம்
કોબી,முட்டைக்கோஸ்
કactક્ટસ,கற்றாழை
ક calંડન,காலெண்டுலா
કેનેરી ઘાસ (ફાલારિસ),கேனரி புல் (ஃபாலரிஸ்)
ઝેર,கன்னா
કળણ,கபாரிஸ்
ક capંગિકમ,கேப்சிகம்
કોથળી,காரம்போலா
કાર્પા,கராபா
ઇલાયચી,ஏலக்காய்
સંતાડ,கார்னேஷன்
ગાજર,கேரட்
કાજુ,முந்திரிப்பருப்பு
કાસિયા,காசியா
એરપોર,ஆமணக்கு
ફૂલકોબી,காலிஃபிளவர்
કચુંબરની વનસ્પતિ,செலரி
ચેમ્પ,SAMPAC
ચેતાન,செனோபடியம்
ચેરી ટમેટા,செர்ரி தக்காளி
ચેરી,செர்ரி
"ચણા, ગ્રામ","சுண்டல், கிராம்"
મરચાં,மிளகாய்
ચાઇના ટર્પેન્ટાઇન ટ્રી,சீனா டர்பெண்டைன் மரம்
ચો-ચો,சவ் சவ்
ક્રાયસન્થેમમ,கிரிஸான்தமம்
"ચુફા, પૃથ્વી બદામ","சூஃபா, பூமி பாதாம்"
ચિત્ત,சிகோரி
તજ,இலவங்கப்பட்டை
સિટ્રોન,சிட்ரான்
સિટ્રોનેલા ઘાસ,சிட்ரோனெல்லா புல்
ચ bingતી જાસ્મિન,மல்லிகை ஏறும்
ફાટવું,கிராம்பு
કલગીર બીન,கிளஸ்டர் பீன்
કોકો,கோகோ
નારિયેળ,தேங்காய்
કોફી,கொட்டைவடி நீர்
કોલસ,கோலியஸ்
કોલોકસિયા,கொலோகாசியா
"કોલોસિન્થ, કડવો સફરજન","கொலோசிந்த், கசப்பான ஆப்பிள்"
સામાન્ય પરત,பொதுவான பர்ஸ்லேன்
કોથમીર,கொத்தமல்லி
સુતરાઉ,பருத்தி
કોથળી,கவ்பியா
ઘનબી,கியூப்
કાકડી,வெள்ளரி
કકર્બિટ્સ,கிகர்பிட்ஸ்
જીરું,சீரகம்
પર્ણ,கறி இலை
સીતાફળ,கஸ்டார்ட் ஆப்பிள்
કોઇ,காப்ஸ்யூல் துளைப்பான்
કેટરપિલર,கம்பளிப்பூச்சி
સાઇટ્રસ સાયલ્લા,சிட்ரஸ் சைலா
ક્રિકેટ,மட்டைப்பந்து
તારવું,காகம்
કૃમિ,புழு வெட்டு
ડેરી,பால்
ડેરીંગ,பால்
ડામ,அணை
તટસ્થ,நாள்-நடுநிலை
ફૂલો પછીના દિવસો,பூக்கும் சில நாட்கள்
સંપૂર્ણ મોર પછીના દિવસો,முழு பூக்கும் சில நாட்கள்
ભિન્ન,டிப்ளஸமிங்
છળ,Decalcification
ડોકટ,Decant
સડો,சிதைவு
નિર્ણાયક,இலையுதிர்
દશાંશ,தசம
ઉણલી,குறைபாடு
ડિફ્લોક્યુલેશન (માટી),மண் (மண்)
ઉન્મત્ત,அழிவு
અસ્થિરતા,நீக்குதல்
વન -નાબૂદી,காடழிப்பு
અધ degપન,சிதைவு
અધોગતિ,சீரழிவு
ડિગ્રી દિવસ,பட்டம் நாட்கள்
પ્રમાણ,பட்டம்
વિકૃત,விலகல்
ઉદ્ધત,Dehulling
ધ્રુવીય,நீக்குதல்
નિર્જલીકરણ,நீரிழப்பு
નિર્જૃપક,ஹைட்ரேட்டர்
માંગ,தேவை
પ્રાણઘાતક,குறைப்பு
ખોટો ઉપયોગ,மறுப்பு
થાપણ,வைப்பு
જુબાની,படிவு
ઘસૃષ્ટિ,தேய்மானம் அழிவு
અવ્યવસ્થા,வறட்சி
આચાર,வடிவமைப்பு
બેસાડનાર,டெசிகேட்டர்
ખામી,அழித்தல்
આછું,Decuckering
દેશી,தேசனாப்சிஸ்
ખાદ્ય પદાર્થ,டிடாஸல்
અસ્થિર,டிடாசெலிங்
નિર્ધારક,தீர்மானிக்கும்
અવમૂલ્યન,மதிப்புக் குறைப்பு
નીરસ,Devegetation
વિચલનો,விலகல்
નિષ્ઠુર,டயட்
નિદાન,நோயறிதல்
દ્વિ -દખલ,டைக்கோகாமி
અલગ -અલગ,இருவகை
ડિકોટિલેડોન (બીજ),டைகோடைலெடன் (விதை)
પાછા ડાઇ (રોગ),திரும்பவும் (நோய்)
પ્રસાર,பரவல்
પાચનત્વ,செரிமானம்
દિગ્ગજ,Dihibrid
ડાઇક (ડાઇક),டைக் (டைக்)
પાતળું,நீர்த்த
દ્વેષી,Dioecious
રાજદ્રોહ,டிப்ளாய்டு
રાજદ્રોહ,டிப்ளாய்டு
રાજદ્રોહ,டிப்ளோனெமா
અવજ્ disા,நீக்குதல்
ઠપકો,டிஸ்கிங்
છૂટ,தள்ளுபடி
જીવાલો,கிருமிநாசினி
વિક્ષેપ,சிதறல்
પ્રસાર,பரப்புதல்
વૈવિધ્ય,பல்வகைப்படுத்தல்
વૈવિધ્યપૂર્ણ ખેતી,பன்முகப்படுத்தப்பட்ட விவசாயம்
ડીએનએ સીડી,டி.என்.ஏ ஏணி
ડીએનએ રીસેપ્ટર,டி.என்.ஏ ஏற்பி
ગોળાકાર,கப்பல்துறை
પ્રભુત્વપૂર્ણ,ஆதிக்கம் செலுத்தும்
નિષ્ક્રિયતા,செயலற்ற தன்மை
માત્રા,டோஸ்
ડબલ સિગ્મ id ઇડ વળાંક,இரட்டை சிக்மாய்டு வளைவு
ડ્રાફ્ટ (ડ્રાફ્ટ),வரைவு (வரைவு)
ગટર,வடிகால்
ગટર,வடிகால்
ખેંચાણ,வரை
ભીડિયું,நனைத்தல்
ડ્રેસિંગ (બીજ),ஆடை (விதை)
ડ્રિલ (એન.),துரப்பணம் (n.)
ડ્રિલિંગ (એજી. એન્જીજી),துளையிடுதல் (Ag. Engg)
ડ્રિલિંગ (કૃષિવિજ્) ાન),துளையிடுதல் (வேளாண்)
ટીપું સિંચાઈ,சொட்டு நீர் பாசனம்
સૂકરાની ખેતી,உலர் நில விவசாயம்
ધૂળ,தூசி
ડસ્ટર,டஸ்டர்
ધૂમ્રપાન,தூசி
વામન,குள்ள
વામન પિરામિડ,குள்ள பிரமிடு
વામન,குள்ள
ડેઝી,டெய்ஸி
તારીખ,தேதிகள்
જાસ્મિન,நாள் மல்லிகை
સુવાદાણા,வெந்தயம்
દંડ,தினநாத் புல்
ઘા,டோடர்
"ડૂબ ઘાસ, બર્મુડા ઘાસ","டூப் புல், பெர்முடா புல்"
ભડકો,ட்ரூஸ்
સૂકા આદુ,உலர் இஞ்சி
અછડતી ભમરો,வண்டு
ડ્રોન,ட்ரோன்
બતક,வாத்து
પરિસ્થિતિવિજ્ologyાન,சூழலியல்
અર્થશાસ્ત્ર,எக்கோனோமெட்ரிக்ஸ்
આર્થિક કાર્યક્ષમતા,பொருளாதார செயல்திறன்
પર્યાવરણ,சுற்றுச்சூழல்
શિષ્ટાચારને લગતું,எக்டோட்ரோபிக்
શેખીને લગતું,எடாபிக்
પદવિજ્ologyાન,எடாஃபாலஜி
ધાર,விளிம்பு
ખાદ્ય ભાગ,உண்ணக்கூடிய பகுதி
સ્થિતિસ્થાપકતા,தேவையின் நெகிழ்ச்சி
સ્થિતિસ્થાપકતા,உற்பத்தியின் நெகிழ்ச்சி
વિદ્યાપમાણ,மின்னாற்பகுப்பு
વિદ્યુતપ્રવાહ,எலக்ட்ரோபோரேசிஸ்
નિરુત્સાહ,நீர்த்தல்
છાતીવાળું,எமாஸ்குலேட்டர்
પાંુમાદ,உள்ளடக்கியது
ભ્રમણ,கரு
ગર્ભવિજ્ embાન,கரு
આતુરતા,தோற்றம்
પ્રવાહી ભ્રષ્ટ વ્યક્તિ,குழம்பாக்கி
