Marathi,Hindi
ध्वनिक क्षीणन गुणांक,ध्वानिक क्षीणन गुणांक
ध्वनिक क्षीणन,ध्वानिक क्षीणनांक
ध्वनिक चोर अलार्म,ध्वानिक चोर अलार्म
ध्वनिक क्षमता,ध्वानिक धारिता
श्रवण केंद्र,श्रवण-केन्द्र
ध्वनिक स्पष्टीकरण,ध्वानिक स्पष्टकारी
ध्वनिक आवरण,ध्वानिक छदपट्ट
ध्वनिक प्रतिसाद,ध्वानिक अनुवृत्ति
ध्वनिक घटक,ध्वानिक घटक
ध्वनिक चालकता,ध्वानिक चालकता
ध्वनिक ओलसर,ध्वानिक अवमंदन
ध्वनिक फैलाव,ध्वानिक परिक्षेपण
ध्वनी हॅकर,ध्वनि हासक
ध्वनिक ऊर्जा*,ध्वानिक ऊर्जा*
ध्वनिक ऊर्जा समीकरण,ध्वनिक ऊर्जा समीकरण
ध्वनिक समीकरण,ध्वानिक समीकरण
ध्वनिक पुनर्स्थापना,ध्वानिक पुनर्निवेश
क्लॅडनी आकार,क्लैडनी आकृतियाँ
ध्वनिक फिल्टर,ध्वानिक फ़िल्टर
ध्वनी जनरेटर,ध्वनि जनित्र
ध्वनिक जाळी,ध्वानिक ग्रेटिंग
ध्वनिक प्रतिबाधा*,ध्वानिक प्रतिबाधा*
ध्वनिक जडत्व,ध्वानिक जड़त्व
ध्वनिक तीव्रता,ध्वानिक तीव्रता
ध्वनिक हस्तक्षेप मीटर,ध्वानिक व्यतिकरणमापी
ध्वनिक हस्तक्षेप डिटेक्टर,ध्वानिक अतिक्रमण संसूचक
ध्वनिक लेन्स,ध्वानिक लेन्स
ध्वनी ओळ,ध्वनि लाइन
ध्वनिक वस्तुमान,ध्वानिक संहति
ध्वनिक साहित्य,ध्वानिक सामग्री
ध्वनिक अर्थ मुक्त मार्ग,ध्वानिक माध्य मुक्त पथ
ध्वनिक मोड,ध्वानिक विधा
ध्वनिक आवाज,ध्वानिक रव
ध्वनिक ओम*,ध्वानिक ओम*
"ध्वनिक पॅनेल, ध्वनिक मंडळ","ध्वानिक पैनल, ध्वानिक पट्ट"
ध्वनिक टप्पा स्थिर,ध्वानिक प्रावस्था स्थिरांक
ध्वनिक प्राप्तकर्ता,ध्वानिक उद्ग्राही
ध्वनिक दाब,ध्वानिक दाब
ध्वनीचा सममिती नियम,ध्वनि का समरूपता नियम
ध्वनिक प्रसारण,ध्वानिक संचरणांक
ध्वनिक गुणधर्म,ध्वानिक गुणधर्म
अकौस्टिक क्वाड्रपोल,ध्वानिक चतुर्ध्रुवी
ध्वनिक विकिरण घटक,ध्वानिक विकिरक अवयव
ध्वनिक विकिरण,ध्वनिक विकिरण
ध्वनीरोधक,ध्वनि-विकिरक
ध्वनिक रेडिओमीटर,ध्वानिक-विकिरणमापी
ध्वनिक प्रतिसाद,ध्वानिक प्रतिघात
ध्वनिक परस्पर प्रमेय,ध्वानिक पारस्पर्य प्रमेय
ध्वनिक घट घटक,ध्वानिक अपचयन गुणक
ध्वनिक परावर्तन गुणांक,ध्वानिक परावर्तन गुणांक
ध्वनिक अपवर्तन,ध्वानिक अपवर्तन
ध्वनिक प्रतिकार,ध्वानिक प्रतिरोध
ध्वनिक प्रतिसाद,ध्वानिक अनुक्रियता
ध्वनिक विखुरणे,ध्वानिक प्रकीर्णन
श्रवण बिंदू,श्रवण-बिन्दु
ध्वनिक कडकपणा,ध्वानिक दुर्नम्यता
ध्वनिक प्रणाली,ध्वानिक तंत्र
ध्वनिक थर्मामीटर,ध्वानिक तापमापी
ध्वनिक वेग,ध्वानिक-वेग
ध्वनी लहर,ध्वनि तरंग
ध्वनिक,ध्वानिक
ध्वनी शोषण गुणांक,ध्वनि अवशोषण गुणांक
ध्वनी शोषण घटक,ध्वनि अवशोषण घटक
ध्वनिक सर्किट,ध्वानिक परिपथ
ध्वनिक प्रतिसाद,ध्वानिक अनुवृत्ति
ध्वनिक विलंब रेखा,ध्वानिक विलंब लाइन
ध्वनिक विकृती,ध्वानिक विरूपण
ध्वनिक ध्वनीशास्त्र,ध्वानिक और्जिकी
ध्वनिक फिल्टर,ध्वानिक फ़िल्टर
ध्वनिक प्रतिबाधा*,ध्वानिक प्रतिबाधा*
फोनोग्राफ,ध्वनि-भ्रामिका
ध्वनिक ओम*,ध्वानिक ओम*
ध्वनिक स्थिरांक,ध्वानिक कला नियतांक
ध्वनिक फोनन,ध्वानिक फ़ोनान
ध्वनिक प्रसारण स्थिर,ध्वानिक संचरण नियतांक
ध्वनी रूपांतरण गुणांक,ध्वनि परिवर्तन गुणांक
ध्वनिक प्रतिकार,ध्वानिक प्रतिरोध
ध्वनिक कडकपणा,ध्वानिक दुर्नम्यता
ध्वनी युनिट,ध्वनि-मात्रक
ध्वनीरोधक,ध्वनिरूद्ध
अकौस्टिक साइड लाइन,ध्वानिक पार्श्व रेखा
"ध्वनीशास्त्र, ध्वनीशास्त्र","ध्वानिकी, ध्वानिकता"
ध्वनी मीटर,ध्वनिमापी
ध्वनी दाब,ध्वनि दाब
संपादन रडार,अर्जन रेडार
प्रकाशसंश्लेषक विकिरण,प्रकाश रसोक्रिय विकिरण
ऍक्टिनियम उत्सर्जन,ऐक्टिनियम उत्सर्जन
ऍक्टिनो-युरेनियम,ऐक्टिनो-यूरेनियम
ऍक्टिनो-युरेनियम मालिका,ऐक्टिनो-यूरेनियम श्रेणी
रेडिओइलेक्ट्रिक,विकिरण-विद्युत्
"ऍक्टिनोमीटर, फोटोमायक्रोमीटर","ऐक्टिनोमीटर, प्रकाशरसोक्रियामापी"
"कृती, कृती","क्रिया, कर्म"
क्रिया आणि प्रतिक्रिया,क्रिया और प्रतिक्रिया
क्रिया स्थिर,क्रिया स्थिरांक
प्रभाव क्षेत्र,प्रभाव क्षेत्र
"सक्रिय, सक्रिय","सक्रियित, सक्रियकृत"
सक्रिय प्रसार,सक्रियित विसरण
"सक्रिय फायबर, सक्रिय फायबर","साक्रियकृत तंतु, सक्रियित तंतु"
सक्रियकरण प्रभाव,सक्रियण प्रभाव
सक्रियकरण प्रभाव,सक्रियण प्रभाव
सक्रियकरण विश्लेषण,सक्रियण-विश्लेषण
क्रियाकलाप केंद्र,सक्रियता केन्द्र
सक्रियकरण परीक्षक,सक्रियण-परिक्षत्र
सक्रियता ऊर्जा,सक्रियण ऊर्जा
सक्रियकरण एन्ट्रॉपी,सक्रियण ऐन्ट्रॉपी
सक्रियकरण ओव्हरव्होल्टेज,सक्रियण अधिवोल्टता
सक्रियता दर,सक्रियण दर
"सक्रिय करणारा, सक्रिय करणारा","सक्रियकारक, सक्रियक"
सक्रिय करणारा अणू,सक्रियक परमाणु
प्रवेगक,त्वरक-सक्रियक
सक्रिय शोषण,सक्रिय अवशोषण
सक्रिय हवाई,सक्रिय एरियल
रेडिएशन धोक्याचे क्षेत्र,विकिरण ख़तरा क्षेत्र
सक्रिय डिव्हाइस,सक्रिय युक्ति
सक्रिय लक्ष्यीकरण,सक्रिय अभिलक्ष्यन
सक्रिय हायड्रोजन*,सक्रिय हाइड्रोजन*
सक्रिय जाळी,सक्रिय जालक
सक्रिय ओळ सक्रिय ओळ,"सक्रिय लाइन, सक्रिय रेखा"
सक्रिय लूप,सक्रिय पाश
सक्रिय कोड*,सक्रिय संहति*
सक्रिय घटक,सक्रिय सामग्री
सक्रिय रेणू,सक्रिय अणु
सक्रिय जाळी,सक्रिय जाल
सक्रिय पुनर्शोषण,सक्रिय पुनरवशोषण
सक्रिय क्षेत्र,सक्रिय क्षेत्र
सक्रिय नियमन,सक्रिय नियमन
सक्रिय उपग्रह,सक्रिय उपग्रह
सक्रिय विखंडन सौर ज्योत,सक्रिय कलंकीय सौर ज्वाला
सक्रिय सूक्ष्म पोषक,सक्रिय सूक्ष्मात्रिक पदार्थ
सक्रिय ट्रॅकिंग सिस्टम,सक्रिय अनुवर्तन तंत्र
सक्रिय ट्रान्सड्यूसर,सक्रिय ट्रांसडयूसर
सक्रिय सेवन,सक्रिय उदग्रहण
क्रियाकलाप गुणांक*,सक्रियता गुणांक*
क्रियाकलाप निर्देशांक,सक्रियता सूचकांक
क्रियाकलाप प्रमाण,सक्रियता -अनुपात
क्रियाकलाप वेक्टर,सक्रियता सदिश
वास्तविक मॉनिटर,वास्तविक मानीटर
वास्तविक ताण,वास्तविक प्रतिबल
ट्रिगर करण्यासाठी,"चालू करना, प्रवृत्त करना"
प्रवर्तक,प्रवर्तक
प्रवर्तक,प्रवर्तक
acuityometer,सुतीक्ष्णतामापी
ऐकण्याची तीक्ष्णता,श्रवण सुतीक्ष्णता
फोटो तीक्ष्णता मूल्य,फोटोतीक्ष्णता मान
तीव्र कोन,न्यूनकोण
कुजबुजणे,क्षिप्र उद्भासन
तीव्र त्रिकोण,न्यूनकोण त्रिभुज
अॅसायक्लिक,अचक्रीय
ऑप्टिमायझेशन अनुप्रयोग,अनुकूलन प्रयुक्ति
अनुकूल स्थिती,अनुकूलित अवस्था
अनुकूली नियंत्रण प्रणाली,अनुकूली नियंत्रण तंत्र
अडॅपटोमीटर,अनुकूलनमापी
अॅडकॉक अँटेना,एडकॉक एन्टेना
बेरीज करणे,"योग करना, जोड़ना"
संकलन वेळ,संकलन काल
संकलन-वजाबाकी वेळ,संकलन-व्यवकलन काल
जोडणारा,योजक
"बेरीज, बेरीज, बेरीज (सं.), बेरीज (v.)","योग, जोड़, संकलन (सं.), योगात्मक (वि.)"
जोड स्थिर,अतिरिक्त स्थिरांक
प्रवेग-सम नियम,त्वरण-योग नियम
अंतर बेरीज नियम,दूरी-योग नियम
वेग-सम नियम,वेग-योग नियम
वेक्टरची बेरीज,सदिशों का योग
संग्रह प्रतिक्रिया,संकलन अभिक्रिया
अतिरिक्त मजला,अतिरिक्त अर्धतल
"संयोजी स्वर, अतिरिक्त स्वर (स्वर)","संयोजी स्वर, अतिरिक्त टोन (स्वर)"
"additive, additive","योज्य, योगात्मक"
मिश्रित प्रणाली,योज्य प्रणाल
संमिश्र वर्ण,संयोजी वर्ण
एकूण वर्ण प्रक्रिया,संकली वर्ण प्रक्रम
पूरक पूरक रंग,योज्य पूरक रंग
additive स्थिरांक,योज्य स्थिरांक
additive कर्षण,योज्य कर्षण
अतिरिक्त प्रभाव,योज्य प्रभाव
अतिरिक्त घटक,योजित कारक
additive फंक्शन,योज्य फलन
मिश्रित मिश्रण,योज्य मिश्रण
additive रूट,योज्य मूलवर्ण
जोड प्रक्रिया,योज्य प्रक्रम
जोडणी,"योज्यता, योगशीलता"
अॅडिटीव्ह क्वांटम संख्या,योज्य क्वांटम संख्या
संग्रह प्रतिक्रिया,संकलन अभिक्रिया
जोडणी,योज्यता
एडिट्रॉन,एडीट्रॉन
जाणून घ्या*,पता*
पत्ता गणना,पता अभिकलन
पत्ता,पता-स्थल
पत्ता एन्क्रिप्शन,पता-कूटवचन
पत्ता अभिव्यक्ती,पता व्यंजक
पत्ता योग्यता,पता-सुगमता
पत्ता लिहायची जागा,पता पट्टिका
पत्ता प्रकाश,पता बत्ती
पत्ता बदलणे,पता-आपरिवर्तन
पतांश,पतांश
पत्ता नोंदवही,पता पंजी
पत्ता निवड स्विच,पता चयन स्विच
पत्ता क्रमवारी टेबल,पता छाँटाई सारणी
संबोधित,पताभिगमन
adresograph,ऐड्रेसोग्राफ़
पत्ता प्रणाली,पता-प्रणाली
आसंजन,आसंजन
आसंजन ताण,आसंजन तनाव
चिकट ऊर्जा,आसंजी ऊर्जा
चिकट ब्लॉकिंग,आसंजक अवरोधन
adiabat,ऐडियाबैट
adiabatic,रूद्धोष्म
adiabatic प्रवेग,रूद्धोष्म त्वरण
adiabatic अंदाजे,रूद्धोष्म सन्निकटन
adiabatic खंड गुणांक,रूद्धोष्म आयतन गुणांक
adiabatic थर्मामीटर,रूद्धोष्म ऊष्मामापी
adiabatic बदल,रूद्धोष्म परिवर्तन
"adiabatic चार्ट, adiabatic चार्ट","ऐडियाबेटिक चार्ट, रूद्धोष्म संचित्र"
adiabatic compressibility,रूद्धोष्म संपीड्यता
adiabatic कॉम्प्रेशन,रूद्धोष्म संपीडन
adiabatic गर्भनिरोधक,रूद्धोष्म संरोध
adiabatic कूलिंग मर्यादा,रूद्धोष्म शीतलन सीमा
adiabatic वक्र,रूद्धोष्म वक्र
adiabatic विरूपण,रूद्धोष्म विरूपण
adiabatic demagnetization,रूद्धोष्म विचुंबकन
adiabatic रिझोल्यूशन,रूद्धोष्म वियोजन
adiabatic विस्थापन,रूद्धोष्म विस्थापन
adiabatic प्रभाव,रूद्धोष्म प्रभाव
adiabatic लवचिकता,रूद्धोष्म प्रत्यास्थता
adiabatic ellipsoid,रूद्धोष्म दीर्घवृत्त
adiabatic पूर्ण-उष्णतेचे नुकसान,रूद्धोष्म पूर्ण-ऊष्मा हास
adiabatic समीकरण,रूद्धोष्म-समीकरण
adiabatic राज्य समीकरण,रूद्धोष्म अवस्था समीकरण
adiabatic समतोल तापमान,रूद्धोष्म संतुलन-ताप
adiabatic शिल्लक,रूद्धोष्म संतुलन
adiabatic प्रसार,रूद्धोष्म प्रसार
adiabatic ज्वाला तापमान,रूद्धोष्म ज्वाला ताप
adiabatic प्रवाह,रूद्धोष्म प्रवाह
adiabatic उच्चार,रूद्धोष्म उच्चावचन
adiabatic वायू समीकरण,रूद्धोष्म गैस समीकरण
adiabatic ग्रेडियंट,रूद्धोष्म प्रवणता
