Assamese,Marathi
ব্লাডৱাইট,ब्लडवाईट
ব্লাডি মেৰী,ब्लडी मेरी
নীলা,निळा
নীলা তেজ,निळे रक्त
নীলা কিতাপ,निळे पुस्तक
নীলা ফিতা,निळी फीत
নীলা ফিতা,निळी फीत
ব্লুজ (=ৰয়েল হৰ্চ গাৰ্ড),ब्लूज (=रॉयल हॉर्स गार्ड)
নীলা চাৰ্ট,निळा शर्ट
ব্লু ৱাটাৰ স্কুল,ब्लू वॉटर स्कूल
নিয়ন্ত্ৰণ ব’ৰ্ড,नियंत्रण मंडळ
শৰীৰৰ কৱচ,शरीर चिलखत
ব&#39;ৰ,बोअर
লুটপাত,लूट
বৰো,बरो
Bouleuterion,बुलेउटेरियन
বোৰ্বন,बोरबॉन
বক্সাৰ বিদ্ৰোহ,बॉक्सर बंडखोरी
ব্ৰেচ,ब्रेस
ব্ৰাছাৰ্ড,ब्रासर्ड
ব্ৰাছাৰ্ড,ब्रासर्ड
ব্ৰেড কলনী,ब्रेड वसाहती
ব্ৰেষ্ট প্লেট,ब्रेस्ट प्लेट
স্তনৰ কাম,स्तनाचे काम
ব্ৰেটৱাল্ডা,ब्रेटवाल्डा
ব্ৰিগাণ্ড,ब्रिगेंड
ব্ৰিগেণ্ডেজ,दलाल
ব্ৰিটিছ কমনৱেলথ অৱ নেচনছ,ब्रिटिश कॉमनवेल्थ ऑफ नेशन्स
ব্ৰাউন চাৰ্ট (=নাজী),तपकिरी शर्ट (=नाझी)
ব্ৰাছেলছ সন্ধি (পেক্ট) সংগঠন (=পশ্চিম ইউৰোপীয় সংঘ),ब्रुसेल्स ट्रीटी (पॅक्ट) संस्था (=वेस्टर्न युरोपियन युनियन)
বাফ,बफ
বাফ,बफ
বাফ-কোট,बफ-कोट
বাফছ,बफ्स
বুলে (=পৰিষদ),बुले (=परिषद)
বাৰ্গেজ,बर्गेज
বাৰ্জেছ,बर्जेस
বাইজেন্টাইন,बायझँटाईन
বাইজেন্টাইন গীৰ্জা,बायझँटाईन चर्च
বাইজেন্টাইন সাম্ৰাজ্য,बायझँटाईन साम्राज्य
বাইজেন্টাইন যুগ,बायझँटाईन युग
বাইজেন্টাইন ইতিহাসবিদ,बायझँटाईन इतिहासकार
কেবাল,कॅबल
ছিজাৰীজম,सीझरवाद
খলিফা,खलिफा
কেলিগ্ৰাফাৰ,कॅलिग्राफर
কেলিগ্ৰাফিষ্ট,कॅलिग्राफिस्ट
কেলিগ্ৰাফী,कॅलिग्राफी
কেলট্ৰপ,कॅल्ट्रॉप
সতীৰ্থতা,सौहार्द
কেমাৰিলা,कॅमरिला
কেমাৰিলা,कॅमरिला
কেমেলাকম,कॅमेलॅकम
ছদ্মবেশ,क्लृप्ती
অভিযান,मोहीम
কেম্প অনুগামী,शिबिराचे अनुयायी
কেম্পো ছান্টো,कॅम्पो सॅंटो
কেম্পাছ মাৰ্চিয়াছ,कॅम्पस मार्टियस
কেনেফোৰা,कॅनेफोरा
কেংগু,कॅंग्यू
কেননেড,तोफखाना
কামানৰ ঘাঁহ,तोफ चारा
কেনন,कॅनन
কেনন আইন,कॅनन कायदा
কেন&#39;পাছৰ ডিক্রী,कॅनोपस डिक्री
কেনটিং আৰ্মছ,कण्टिंग शस्त्र
বন্দী,बंदिवान
বন্দী,कॅप्टर
কাৰ্ডিনেল,कार्डिनल
কাৰ্ল,कार्ल
কেৰ&#39;লিঞ্জিয়ান বংশ,कॅरोलिंगियन राजवंश
কাৰ্থুছিয়ান পন্থা,कार्थुशियन पंथ
কাৰ্টোছা,कार्टोसा
কেষ্টেলিয়ান,कॅस्टेलियन
কেষ্টেলিয়ান,कॅस्टेलियन
জাতি ব্যৱস্থা,जाती व्यवस्था
দুৰ্গ,वाडा
দুৰ্গ,वाडा
কেছল টাউন,वाड्याचे शहर
কাষ্ট্ৰা,कास्त्रा
কাষ্ট্ৰা,कास्त्रा
কেথেড্ৰা,कॅथेड्रा
কেথেড্ৰেল,कॅथेड्रल
কেটো ষ্ট্ৰীটৰ ষড়যন্ত্ৰ,केटो स्ट्रीट कट
কৌডিলো,कौडिल्लो
কেভেলিয়াৰ,घोडेस्वार
কেভেলিয়াৰ,घोडेस्वार
কেভেলিয়াৰ সংসদ,घोडदळ संसद
আদুল্লামৰ গুহা,अदुल्लमची गुहा
গুহা চিত্ৰকলা,गुहा चित्रकला
গুহা চিত্ৰকলা,गुहा चित्रकला
চেণ্টুমভিৰ,सेंटमवीर
চেঞ্চুৰিয়ান,सेंच्युरियन
শতিকা,शतक
চেইন আৰ্মৰ (=চেইন মেইল),साखळी चिलखत (=साखळी मेल)
চান্ট্ৰী,चंत्री
চান্ট্ৰী,चंत्री
চ্যাপ কিতাপ,चॅप बुक
চেপলিন,धर्मगुरू
অধ্যায়,धडा
দুৰ্ঘটনাৰ অধ্যায়,अपघातांचा अध्याय
চাৰ্জ,चार्ज करा
চাৰ্জ ডি এফেয়াৰ্ছ,चार्ज डी अफेयर्स
চাৰ্জ পাৰ্টিং,चार्ज विभाजन
চাৰ্জাৰ,चार्जर
ৰথ,रथ
ৰথী,सारथी
ৰথী,सारथी
ৰথী,सारथी
চেৰিটি কিচেন,धर्मादाय स्वयंपाकघर
চনদ,सनद
চাৰ্টিষ্ট আন্দোলন (=চাৰ্টিষ্ট),चार्टिस्ट चळवळ (=चार्टिझम)
চাৰ্ট’ফাইলেচিয়াম,चार्टोफिलेशियम
চেট&#39;,Chateau
পোষ্ট চেক কৰক,चेक पोस्ट
ৰাসায়নিক যুদ্ধ,रासायनिक युद्ध
চেষ্টাৰ,चेस्टर
প্ৰধান,प्रमुख
মুখীয়াল,सरदार
মুখীয়াল,सरदार
মুখীয়াল,सरदार
চিফন,शिफॉन
অশ্বাৰোহীতা,शौर्य
নিৰ্বাচিত লোকসকল,निवडलेले लोक
ক্ৰীছমোগ্ৰাফী,ख्रिसमोग्राफीन
খ্ৰীষ্টান ধৰ্ম,ख्रिस्ती धर्म
খ্ৰীষ্টান যুগ,ख्रिश्चन युग
খ্ৰীষ্টান সমাজবাদ,ख्रिश्चन समाजवाद
ক্ৰনিকল,क्रॉनिकल
ক্ৰনিকলাৰ,क्रॉनिकलर
ক্ৰাইজ চেৰ্চোনিজ,Chryse Chersonese
চিমেলিয়াম,सिमेलियम
Cinquecento শৈলী,Cinquecento शैली
প্ৰদক্ষিণ,परिक्रमा
চিষ্টাৰচিয়ান সন্ন্যাসী,सिस्टर्सियन साधू
দুৰ্গ,किल्ला
উদ্ধৃতি,उद्धरण
উদ্ধৃতি,उद्धरण
নাগৰিক অবাধ্যতা,सविनय कायदेभंग
গৃহযুদ্ধ,नागरी युद्ध
চিভিছ ৰোমানাছ,सिव्हिस रोमनस
ধ্ৰুপদী যুগ,शास्त्रीय वय
ক্লেফ্ট (=klepht),Clepht (=klepht)
কেৰাণীবাদ,कारकुनीवाद
ক্লাৰুচ,लिपिक
ক্লুনিয়াক আন্দোলন,क्लुनियाक हालचाली
কোট কৱচ,कोट चिलखत
কোট অৱ আৰ্মছ,अंगरखा
কোট অৱ আৰ্মছ,अंगरखा
কোট অৱ আৰ্মছ,अंगरखा
কোট অৱ মেইল,मेलचा कोट
কোহৰ্ট,पलटण
কমিটিয়া,कॉमिटिया
কমিটিয়া চেঞ্চুৰিয়াটা,Comitia Centuriata
কমিটিয়া কুৰিয়াটা,Comitia Curiata
কমিটিয়া ট্ৰিবুটা,कमिटीया ट्रिबुटा
স্মৃতিচাৰণ তোৰণ,स्मारक कमान
স্মৃতিচাৰণ মুদ্ৰা,स्मारक नाणे
স্মৃতিসৌধ,स्मारक शिक्का
সাধাৰণ ক্ষেত্ৰ,सामान्य फील्ड
কমিউনাৰ্ড,Communard
কনকৰ্ডেট,कॉन्कॉर्डॅट
কনকৰ্ডেট,कॉन्कॉर्डॅट
কণ্ডোটিয়েৰ,कॉन्डोटिएरे
নিশ্চিতকৰণ Cartarum,पुष्टीकरण कार्टारम
বিবাদ,संघर्ष
মণ্ডলী,मंडळी
বিজয়ী ৰাষ্ট্ৰ,जिंकणारे राज्य
বিজয়ী,जिंकणारा
কনকিষ্টাডৰ,जिंकणारा
কনচিলিয়াম,कॉन्सिलियम
কনচিষ্টৰী,कंसिस्टरी
ষড়যন্ত্ৰ,षडयंत्र
ষড়যন্ত্ৰ,षडयंत्र
কনছুলেট,वाणिज्य दूतावास
কনছুলেচন কিতাপ,सल्लामसलत पुस्तक
মহাদেশীয় ব্যৱস্থা,खंडीय प्रणाली
অধিৱেশন সংসদ,अधिवेशन संसद
কপাৰহেড (=শান্তি গণতন্ত্ৰ),कॉपरहेड्स (=पीस डेमोक्रॅट्स)
কপিহ&#39;ল্ড,कॉपीहोल्ड
ঘেৰাও কৰা,कोर्डनिंग
কৰ&#39;না,कोरोना
ৰাজ অভিষেক,राज्याभिषेक
ৰাজ অভিষেক শিল,राज्याभिषेक दगड
কৰ্পাছ,कॉर्पस
কৰ্চেয়াৰ,Corsair
কৰ্চেয়াৰ,Corsair
কৰ্চেট (=কোৰ্চলেট),कॉर्सेट (=कॉर्सलेट)
কৰ্টেছ,कोर्टेस
কোটাৰ (=cottier),कोटर (=कोटीर)
কোটাৰ (=cottier),कोटर (= cottier)
কাউন্ট পেলেটিনেট,काउंट पॅलेटिनेट
দেশৰ ঘৰ,देशाचे घर
কাউন্টি,परगणा
কাউন্টি বৰো,काउंटी बरो
কাউন্টি আদালত,काउंटी न्यायालये
কাউন্টি পেলেটিন,काउंटी पॅलाटिन
আদালত,कोर्ट
আদালত,कोर्ट
আদালতৰ চক্ৰান্তমূলক,न्यायालयाचे परिपत्रक
আদালতৰ শিষ্টাচাৰ,न्यायालयीन शिष्टाचार
কৰ্টিয়াৰ,दरबारी
কেচেচনৰ আদালত,कोर्ट ऑफ कॅसेशन
সঞ্চালক আদালত (EIC),कोर्ट ऑफ डायरेक्टर्स (EIC)
মালিকৰ আদালত,मालकांचे न्यायालय
আদালতৰ কবি,दरबारी कवी
চুক্তিবদ্ধ কেমেৰনিয়ানসকল,करार केला कॅमेरोनियन
মুকুট,मुकुट
মুকুট,मुकुट
মুকুট,मुकुट
মুকুটৰ ভূমি,मुकुट जमीन
মুকুটৰ ভূমি,मुकुट जमीन
ক্ৰাউন প্ৰিন্স,राजकुमार
ক্ৰুছেড,धर्मयुद्ध
ক্ৰুছেডাৰ,धर्मयुद्ध
ক্ৰিপ্টোগ্ৰাম,क्रिप्टोग्राम
কুইৰাছ,कुइरास
কুইৰাচিয়াৰ,क्युरासियर
কাল্ট দেৱতা,पंथ देवता
কুৰিয়া,कुरिया
কুৰিয়া,कुरिया
জাৰবাদ,झारवाद
অন্ধকাৰ মহাদেশ,गडद खंड
বিচাৰৰ দিন,न्यायाचा दिवस
বিচাৰৰ দিন,न्यायाचा दिवस
ডিন,डीन
দশক,दशक
ডেনাৰিয়াছ,दिनारियस
পদচ্যুত ৰজা,पदच्युत सम्राट
লুটপাত কৰা,उध्वस्त करा
লুণ্ঠন,उध्वस्त
ডিথ্ৰন,डिथ्रोन
ডায়েডেম,डायडेम
ডায়েডেম,डायडेम
ডায়েডেম,डायडेम
ডায়েচিয়া,डायशिया
ডিকাষ্টেৰিয়াম,डिकॅस्टेरियम
ডিলুভিয়ালিষ্ট,डिलुवालिस्ट
ডাইচ,बिशपच्या अधिकारातील प्रदेश
ডাইচ,बिशपच्या अधिकारातील प्रदेश
ডাইৰেক্টৰ (=নিৰ্দেশনা),डायरेक्टरी (=निर्देशिका)
ডাইৰেক্টৰ (=নিৰ্দেশনা),डायरेक्टरी (=निर्देशिका)
দিৰহাম,दिरहाम
অবিশ্বাসী,अविश्वासू
অবিশ্বাসী,अविश्वासू
লেপছৰ মতবাদ,चूकीचा सिद्धांत
নথিপত্ৰ,दस्तऐवज
নথিপত্ৰৰ প্ৰমাণ,कागदोपत्री पुरावा
ডমছডে বুক,डोम्सडे बुक
কনষ্টেণ্টাইনৰ দান,कॉन्स्टंटाईनचे दान
ডুম,नशिबात
বিধৱা ৰাণী,डोगर राणी
ড্ৰেগুন,ड्रॅगन
ড্ৰ&#39;মেডাৰিয়ান,ड्रोमेडरियन
ড্ৰমেডাৰী,ड्रोमेडरी
ড্ৰমণ্ড,ड्रोमंड
দ্বৈত,दुहेरी
দ্বৈত মিত্ৰতা,दुहेरी युती
ডুৱেল এণ্টেণ্ট,दुहेरी entente
দ্বৈত ব্যৱস্থা (=দ্বিতীয় চৰকাৰ),दुहेरी प्रणाली (= दुहेरी सरकार)
ড্যুক,सरदार
ডুমা,ड्यूमा
বামন অৱতাৰ,बटू अवतार
বংশ,राजवंश
বংশ,राजवंश
ঈগল,गरुड
এলডাৰ মানুহ,मोठा माणूस
আৰ্ল,अर्ल
আৰ্লডম,अर्लडम
আদিম গুপ্তাসকল,लवकर गुप्त
প্ৰাথমিক (ঐতিহাসিক) স্থান,प्रारंभिक (ऐतिहासिक) साइट
প্ৰাথমিক বৈদিক যুগ,प्रारंभिक वैदिक काळ
ইক্লেছিয়া,उपदेशक
পুনৰুদ্ধাৰৰ আদেশ,पुनर्स्थापना आदेश
আঠ ভাঁজ পথ,आठ पट मार्ग
বয়োজ্যেষ্ঠসকল,वडीलधारे
জ্যেষ্ঠ ৰাষ্ট্ৰনেতা (=genro),ज्येष्ठ राजकारणी (= genro)
হাতী গোড,हत्तीचा गोडा
এঘাৰ বছৰৰ অত্যাচাৰ,अकरा वर्षांचा जुलूम
এলিছাই (=এলিচি),एलिसी (=एलिसी)
ঘেৰাও আন্দোলন,बंदिस्त चळवळ
এনচাইক্লিকেল,एनसायकिकल
বিশ্বকোষবাদী আন্দোলন,विश्वकोशवादी चळवळ
এন্টেন্টে,एंटेंट
এন্টেন্টে কৰ্ডিয়েল,एंटेंट कॉर्डियल
এনথ্ৰন,सिंहासन
এনট্যুৰেজ,दलाल
ইফোদ,एफोद
এফোৰ,एफोर
মহাকাব্যিক যুগ,महाकाव्य युग
মহাকাব্যিক নায়ক,महाकाव्य नायक
এপিগ্ৰাফ,एपिग्राफ
এপিস্কোপেচি,एपिस्कोपसी
এপিস্কোপেট,एपिस्कोपेट
খণ্ড,भाग
যুগ,युग
যুগ সৃষ্টিকাৰী অনুষ্ঠান,युग निर्माण करणारी घटना
যুগ সৃষ্টিকাৰী মানুহ,युग निर्माण करणारा माणूस
ইপ&#39;নিম,उपनाम
ইকুৱেৰী,इक्वरी
ইকুৱেৰী,इक्वरी
অশ্বাৰোহীৰ মূৰ্তি,अश्वारूढ पुतळा
যুগ,युग
এৰগাষ্টুলাম,एर्गस्टुलम
ইউখাৰিষ্ট,युकेरिस्ट
ইভানজেলিজম,इव्हेंजेलिकलिझम
ইভানজেলিকেল আন্দোলন,इव्हँजेलिकल चळवळ
ইভানজেলিষ্ট,प्रचारक
Exarch,Exarch
এক্সাইলাৰ্ক,Exilarch
ফেলেংগিষ্ট,फालंगिस्ट
পিতৃ ভূমি,वडिलांची जमीन
পিতৃ ভূমি,वडिलांची जमीन
ফেৰিয়া,फेरी
ফেটিছ,फेटिश
সামন্তীয় হোল্ডিংছ,जहागीरदार धारण
সামন্তবাদ (=সামন্তীয় ব্যৱস্থা),सरंजामशाही (=सामंत व्यवस्था)
সামন্তীয় ব্যৱস্থা,सरंजामशाही व्यवस्था
সামন্তীয়,सामंत
ফিডেই ডিফেন্সৰ (=বিশ্বাসৰ ৰক্ষক),फिदेई बचावकर्ता (=विश्वासाचा रक्षक)
ফিফ,फिफ
ক্ষেত্ৰ ব্যৱস্থা,फील्ड सिस्टम
পোন্ধৰতম কৰ,पंधरावा कर
চিত্ৰৰ মূৰ,आकृती डोके
ফিন ডি ছিকেল,फिन डी siecle
জুই খোৱা,आग भक्षक
পাঁচ মাইল আইন,पाच मैल कायदा
পতাকা,झेंडा
ফ্লেমেন ডায়েলিছ,फ्लेमेन डायलिस
ফ্লেমেন মাৰ্চিয়ালিছ,फ्लेमेन मार्शियलिस
জ্বলি থকা টৰ্চ,ज्वलंत मशाल
ফ্লেংক,पार्श्वभाग
ফ্লেংকিং মুভমেণ্ট,flanking चळवळ
ফুলি উঠা সভ্যতা,भरभराट होत असलेली सभ्यता
নদীবাদী বিশ্বাস,प्रवाही विश्वास
লোক দেৱতা,लोकदेवता
লোক দেৱী,लोकदेवता
লোক স্মৃতি,लोक स्मृती
লোক মিথ (=folklore),लोककथा (=लोककथा)
খাদ্য বিচাৰি ফুৰা,चारा
আক্ৰমণ,धाड
পূৰ্বপুৰুষ,पूर्वापार
পূৰ্বপুৰুষ,पूर्वज
আগশাৰীৰ,अग्रदूत
নিঃসংগ আশা,उदासीन आशा
গঠনমূলক পৰ্যায়,निर्मितीचा टप्पा
দুৰ্গ,किल्ला
দুৰ্গ নিৰ্মাণ,तटबंदी
দুৰ্গম চহৰ,तटबंदी असलेले शहर
দুৰ্গ,किल्ला
ফৰ্তুনা,फॉर्च्युना
ফ&#39;ৰাম ৰোমানম,फोरम रोमनम
ফ্ৰান্সিস্কান,फ्रान्सिस्कन
ফ্ৰেংকলিন,फ्रँकलिन
ভাতৃঘাতী যুদ্ধ,भ्रातृसंहारक युद्ध
