Kannada,Punjabi
ಅಬೆ ಸೈನ್ ರಾಜ್ಯ,ਅਬੇ ਸਾਈਨ ਸਟੇਟ
ಸ್ವಯಂಚಾಲಿತ ಪಕ್ಷಪಾತ ಪರಿಹಾರ,ਆਟੋਮੈਟਿਕ ਪੱਖਪਾਤ ਮੁਆਵਜ਼ਾ
abcoulom,abcoulom
"ವಿಪಥನ, ವಿಪಥನ",ਵਿਗਾੜ
ವಿಪಥನ ಸರಿಪಡಿಸುವ ಮಸೂರ,ਵਿਗਾੜ ਠੀਕ ਕਰਨ ਵਾਲਾ ਲੈਂਸ
ಆಕಾಶ ವಿಪಥನ,ਅਸਮਾਨ ਵਿਕਾਰ
abfarad,abfarad
ಎಬೆನ್ರಿ,ਈਬੇਨਰੀ
ಎಬೊನಿ ಎಫೆಕ್ಟ್,ਈਬੋਨੀ ਪ੍ਰਭਾਵ
ಅಸಹಜ ಧ್ರುವೀಕರಣ,ਅਸਧਾਰਨ ਧਰੁਵੀਕਰਨ
ಅಸಹಜ ಪ್ರಸರಣ,ਅਸਧਾਰਨ ਸੰਚਾਰ
ಅಧಿಸಾಮಾನ್ಯ ಪ್ರತಿಬಿಂಬ,ਅਲੌਕਿਕ ਪ੍ਰਤੀਬਿੰਬ
ಅಸಹಜ ವಕ್ರೀಭವನ*,ਅਸਧਾਰਨ ਅਪਵਰਤਨ*
ಅಧಿಸಾಮಾನ್ಯ ಪ್ರತಿರೋಧ,ਅਲੌਕਿਕ ਵਿਰੋਧ
ab-om,ab-om
"ಪ್ರಾಧಾನ್ಯತೆ, ವೈಫಲ್ಯ","ਪ੍ਰਬਲਤਾ, ਅਸਫਲਤਾ"
"ಲಗತ್ತಿಸಲಾಗಿದೆ, ಸಾಮಾನ್ಯವಾಗಿ, ನಿಂತಿರುವ, ಕತ್ತರಿಸಿದ, ವಿಭಜಿತ","ਜੁੜੇ ਹੋਏ, ਆਮ ਤੌਰ &#39;ਤੇ, ਖੜ੍ਹੇ, ਕੱਟੇ ਹੋਏ, ਖੰਡਿਤ"
ಆಗಾಗ್ಗೆ ಜಿಗಿತಗಳು,ਅਕਸਰ ਛਾਲ ਮਾਰਦਾ ਹੈ
ಕೈ*,ਹੱਥ*
ಕಳೆದುಹೋದ ಪ್ರತಿಬಿಂಬ,ਗੁੰਮ ਪ੍ਰਤੀਬਿੰਬ
ಸ್ಪೆಕ್ಟ್ರಮ್ ಕಾಣೆಯಾಗಿದೆ,ਗੁੰਮ ਸਪੈਕਟ੍ਰਮ
"ಸಂಪೂರ್ಣ, ಸಂಪೂರ್ಣ, ನಿರಂತರ, ಪರಿಪೂರ್ಣ","ਪੂਰਨ, ਸੰਪੂਰਨ, ਨਿਰੰਤਰ, ਸੰਪੂਰਨ"
ಸಂಪೂರ್ಣ ವೇಗವರ್ಧನೆ,ਪੂਰਨ ਪ੍ਰਵੇਗ
ಸಂಪೂರ್ಣ ವಾಸ್ತವ,ਪੂਰਨ ਅਸਲੀਅਤ
ಸಂಪೂರ್ಣ ವಿಳಾಸ,ਪੂਰਾ ਪਤਾ
ಜಿಯೋರೆಲೇಟಿವ್ ಅಲ್ಟಿಮೀಟರ್,ਭੂ-ਸੰਬੰਧੀ ਉਚਾਈ ਮੀਟਰ
ಭೂವೈಜ್ಞಾನಿಕ ಎತ್ತರ,ਭੂ-ਵਿਗਿਆਨਕ ਉਚਾਈ
ಸಂಪೂರ್ಣ ಆಂಪಿಯರ್,ਪੂਰਨ ਐਂਪੀਅਰ
ಸಂಪೂರ್ಣ ಕುದಿಯುವ ಬಿಂದು,ਪੂਰਨ ਉਬਾਲ ਬਿੰਦੂ
ಸಂಪೂರ್ಣ ಪ್ರಕಾಶಮಾನತೆ,ਪੂਰਨ ਪ੍ਰਕਾਸ਼
ಸಂಪೂರ್ಣ ಸಾಮರ್ಥ್ಯ,ਪੂਰਨ ਸਮਰੱਥਾ
ಸಂಪೂರ್ಣ ಎತ್ತರ,ਪੂਰਨ ਉਚਾਈ
ಸಂಪೂರ್ಣ ವರ್ಣದ್ರವ್ಯ,ਪੂਰਨ ਰੰਗ
"ಸಂಪೂರ್ಣ ಸಂರಚನೆ, ನಿಸ್ಸಂದಿಗ್ಧವಾದ ಸಂರಚನೆ","ਪੂਰਨ ਸੰਰਚਨਾ, ਅਸਪਸ਼ਟ ਸੰਰਚਨਾ"
ಸಂಪೂರ್ಣ ಕೂಲಂಬ್,ਪੂਰਨ ਕੂਲੰਬ
ಸಂಪೂರ್ಣ ಕತ್ತಲೆ,ਪੂਰਾ ਹਨੇਰਾ
ಸಂಪೂರ್ಣ ವೇಳಾಪಟ್ಟಿ,ਪੂਰਨ ਸਮਾਂ-ਸਾਰਣੀ
ಸಂಪೂರ್ಣ ಸಾಂದ್ರತೆ*,ਸੰਪੂਰਨ ਘਣਤਾ*
ಸಂಪೂರ್ಣ ಒಳಚರಂಡಿ,ਪੂਰਨ ਡਰੇਨੇਜ
ಸಂಪೂರ್ಣ EMU (ವಿದ್ಯುತ್ಕಾಂತೀಯ ಘಟಕ),ਸੰਪੂਰਨ EMU (ਇਲੈਕਟਰੋਮੈਗਨੈਟਿਕ ਯੂਨਿਟ)
ಸಂಪೂರ್ಣ ESU (ಸ್ಥಾಯಿ ವಿದ್ಯುತ್ ಘಟಕ),ਸੰਪੂਰਨ ESU (ਸਥਿਰ ਇਕਾਈ)
ಸಂಪೂರ್ಣ ದಕ್ಷತೆ,ਪੂਰਨ ਕੁਸ਼ਲਤਾ
ಸಂಪೂರ್ಣ ಎಲೆಕ್ಟ್ರೋಮೀಟರ್,ਪੂਰਨ ਇਲੈਕਟ੍ਰੋਮੀਟਰ
ಸಂಪೂರ್ಣ ಆವರ್ತನ ಸಂಪೂರ್ಣ ಆವರ್ತನ,ਸੰਪੂਰਨ ਬਾਰੰਬਾਰਤਾ ਸੰਪੂਰਨ ਬਾਰੰਬਾਰਤਾ
ಸಂಪೂರ್ಣ ಆರ್ದ್ರತೆ,ਪੂਰਨ ਨਮੀ
ಸಂಪೂರ್ಣ ಘಟನೆ,ਸੰਪੂਰਨ ਘਟਨਾ
ಸಂಪೂರ್ಣ ವಕ್ರೀಕಾರಕ ಸೂಚ್ಯಂಕ,ਪੂਰਨ ਪ੍ਰਤੀਕ੍ਰਿਆਤਮਕ ਸੂਚਕਾਂਕ
ಸಂಪೂರ್ಣ ಅಸ್ಥಿರತೆ,ਪੂਰਨ ਅਸਥਿਰਤਾ
ಸಂಪೂರ್ಣ ಅಸ್ಥಿರತೆ,ਪੂਰਨ ਅਸਥਿਰਤਾ
"ಸಂಪೂರ್ಣ ತೀವ್ರತೆ, ಸಂಪೂರ್ಣ ತೀವ್ರತೆ","ਪੂਰਨ ਤੀਬਰਤਾ, ਸੰਪੂਰਨ ਤੀਬਰਤਾ"
ಅಸ್ತೇನಿಯಾದ ಸಂಪೂರ್ಣ ಮಿತಿ,ਅਸਥਨੀਆ ਦੀ ਪੂਰਨ ਸੀਮਾ
ಸಂಪೂರ್ಣ ಪ್ರಕಾಶದ ಸಿಲ್,ਪੂਰਨ ਰੋਸ਼ਨੀ ਸਿਲ
ಸಂಪೂರ್ಣ ಬೆಳಕಿನ ಕರ್ವ್,ਪੂਰਨ ਰੌਸ਼ਨੀ ਵਕਰ
ಸಂಪೂರ್ಣ ಪ್ರಮಾಣ,ਪੂਰਨ ਵਿਸ਼ਾਲਤਾ
ಸಂಪೂರ್ಣ ಮಾಪಕ,ਪੂਰਨ ਬੈਰੋਮੀਟਰ
ಸರ್ವೋಚ್ಚ ಸರ್ವೋಚ್ಚ,ਪਰਮ ਸਰਵਉੱਚ
ಸಂಪೂರ್ಣ ವಿಪರೀತ,ਪੂਰਨ ਅਤਿ
ಸಂಪೂರ್ಣ ಕಡಿಮೆ,ਸਭ ਤੋਂ ਘੱਟ
ಸಂಪೂರ್ಣ ಆವೇಗ,ਪੂਰਨ ਗਤੀ
ಸಂಪೂರ್ಣ ವೇಗ,ਪੂਰਨ ਗਤੀ
ಸಂಪೂರ್ಣ ಸಂಗೀತ,ਪੂਰਨ ਸੰਗੀਤ
ಸಂಪೂರ್ಣ ವೀಕ್ಷಣೆ,ਪੂਰਨ ਨਿਰੀਖਣ
ಸಂಪೂರ್ಣ ಓಂ,ਪੂਰਨ ਓਮ
ಸಂಪೂರ್ಣ ದೃಷ್ಟಿಕೋನ,ਪੂਰਨ ਸਥਿਤੀ
ಸಂಪೂರ್ಣ ಎಲೆಕ್ಟ್ರೋನೆಜಿಟಿವಿಟಿ,ਪੂਰਨ ਇਲੈਕਟ੍ਰੋਨੈਗੇਟਿਵਿਟੀ
ಸಂಪೂರ್ಣ ಗುರುತ್ವಾಕರ್ಷಣೆ,ਪੂਰਨ ਗੰਭੀਰਤਾ
ಸಂಪೂರ್ಣ ಒತ್ತಡ,ਪੂਰਨ ਦਬਾਅ
ಸಂಪೂರ್ಣ ಆಸ್ತಿ,ਪੂਰਨ ਸੰਪਤੀ
ಸಂಪೂರ್ಣ ಸ್ಕೇಲಾರ್,ਪੂਰਨ ਸਕੇਲਰ
ತಾಪಮಾನದ ಸಂಪೂರ್ಣ ಪ್ರಮಾಣ*,ਤਾਪਮਾਨ ਦਾ ਪੂਰਨ ਪੈਮਾਨਾ*
"ಸಂಪೂರ್ಣ ಸಿಂಕ್ರೊನಿ, ಸಂಪೂರ್ಣ ಸಿಂಕ್ರೊನಿ","ਸੰਪੂਰਨ ਸਮਕਾਲੀ, ਸੰਪੂਰਨ ਸਮਕਾਲੀ"
ಸಂಪೂರ್ಣ ಒತ್ತಡ,ਪੂਰਨ ਤਣਾਅ
ಸಂಪೂರ್ಣ ಸಮ್ಮಿತಿ,ਪੂਰਨ ਸਮਰੂਪਤਾ
ಸಂಪೂರ್ಣ ಚಲನೆಯ ದೇಹ,ਪੂਰਨ ਗਤੀ ਸਰੀਰ
ಸಂಪೂರ್ಣ ಘಟಕ ವ್ಯವಸ್ಥೆ,ਪੂਰਨ ਯੂਨਿਟ ਸਿਸਟਮ
ಸಂಪೂರ್ಣ ತಾಪಮಾನ,ਪੂਰਨ ਤਾਪਮਾਨ
ಸಂಪೂರ್ಣ ಸಮಯ,ਪੂਰਾ ਸਮਾਂ
ಸಂಪೂರ್ಣ ಘಟಕಗಳು,ਪੂਰਨ ਇਕਾਈਆਂ
ಸಂಪೂರ್ಣ ಮೌಲ್ಯ,ਸਹੀ ਮੁੱਲ
ಪೂರ್ಣಾಂಕ ಕ್ಯಾಲ್ಕುಲೇಟರ್,ਪੂਰਨ ਅੰਕ ਕੈਲਕੁਲੇਟਰ
ಸಂಪೂರ್ಣ ವೇಗ,ਪੂਰਨ ਗਤੀ
ಸಂಪೂರ್ಣ ಸ್ನಿಗ್ಧತೆ,ਪੂਰਨ ਲੇਸ
ಸಂಪೂರ್ಣ ತೂಕ,ਪੂਰਨ ਭਾਰ
ಸಂಪೂರ್ಣ ಶೂನ್ಯ*,ਪੂਰਨ ਜ਼ੀਰੋ*
ಶೂನ್ಯದ ಸಂಪೂರ್ಣ ಭಾಜಕ,ਜ਼ੀਰੋ ਦਾ ਪੂਰਨ ਭਾਜਕ
ಹೀರಿಕೊಳ್ಳುತ್ತವೆ,ਸੋਖਣਾ
ಹೀರಿಕೊಳ್ಳುವ ಸೂಚ್ಯಂಕ*,ਸ਼ੋਸ਼ਣ ਸੂਚਕਾਂਕ*
ಹೀರಿಕೊಳ್ಳಲ್ಪಟ್ಟ ಶಕ್ತಿ,ਲੀਨ ਊਰਜਾ
"ಹೀರಿಕೊಳ್ಳುವ, ಹೀರಿಕೊಳ್ಳುವ","ਸੋਖਣ ਵਾਲਾ, ਸੋਖਣ ਵਾਲਾ"
ಹೀರಿಕೊಳ್ಳುವ ಮಾಧ್ಯಮ*,ਸੋਖਣ ਵਾਲਾ ਮਾਧਿਅਮ*
ಹೀರಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ,ਸਮਾਈ ਸਮਰੱਥਾ
ಹೀರಿಕೊಳ್ಳುವಿಕೆ,ਸਮਾਈ
ಹೀರಿಕೊಳ್ಳುವ ಮಾಪಕ*,ਸ਼ੋਸ਼ਣ ਮੀਟਰ*
ಅಬ್ಸಾರ್ಪ್ಟಿಯೋಮೆಟ್ರಿ*,ਸੋਖਣ ਗਣਿਤ*
ಹೀರಿಕೊಳ್ಳುವಿಕೆ,ਸਮਾਈ
ಹೀರಿಕೊಳ್ಳುವಿಕೆ - ಬ್ಯಾಂಡ್*,ਸਮਾਈ - ਬੈਂਡ*
ಹೀರಿಕೊಳ್ಳುವ ಸರ್ಕ್ಯೂಟ್,ਸਮਾਈ ਸਰਕਟ
ಹೀರಿಕೊಳ್ಳುವ ಗುಣಾಂಕ,ਸਮਾਈ ਗੁਣਾਂਕ
ಹೀರಿಕೊಳ್ಳುವ ಕಾಲಮ್,ਸਮਾਈ ਕਾਲਮ
ಹೀರುವಿಕೆ ಸ್ಥಿರ,ਸਮਾਈ ਸਥਿਰ
ಹೀರಿಕೊಳ್ಳುವ ನಿರಂತರತೆ,ਸਮਾਈ ਨਿਰੰਤਰਤਾ
ಹೀರಿಕೊಳ್ಳುವ ವಲಯ,ਸਮਾਈ ਜ਼ੋਨ
ಹೀರಿಕೊಳ್ಳುವ ಪ್ರಸ್ತುತ,ਸਮਾਈ ਮੌਜੂਦਾ
ಹೀರಿಕೊಳ್ಳುವ ವಕ್ರರೇಖೆ*,ਸਮਾਈ ਕਰਵ*
ಹೀರಿಕೊಳ್ಳುವ ಮುರಿತ,ਸਮਾਈ ਫ੍ਰੈਕਚਰ
ಹೀರಿಕೊಳ್ಳುವ ಕೋರ್,ਸਮਾਈ ਕੋਰ
ಹೀರಿಕೊಳ್ಳುವ ಅಂಶ,ਸਮਾਈ ਕਾਰਕ
ಹೀರಿಕೊಳ್ಳುವ ಫಿಲ್ಟರ್,ਸਮਾਈ ਫਿਲਟਰ
ಹೀರಿಕೊಳ್ಳುವ ಜ್ವಾಲೆಯ ಫೋಟೊಮೆಟ್ರಿ*,ਸੋਖਣ ਫਲੇਮ ਫੋਟੋਮੈਟਰੀ*
ಹೀರಿಕೊಳ್ಳುವ ಹೈಗ್ರೋಮೀಟರ್,ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ
ಹೀರಿಕೊಳ್ಳುವ ಘಾತ,ਸਮਾਈ ਘਾਤਕ
ಹೀರಿಕೊಳ್ಳುವಿಕೆ ಕನಿಷ್ಠ,ਸਮਾਈ ਮਾਮੂਲੀ
ಹೀರಿಕೊಳ್ಳುವ ರೇಖೆ,ਸਮਾਈ ਲਾਈਨ
ಹೀರಿಕೊಳ್ಳುವ ನಷ್ಟ,ਸਮਾਈ ਨੁਕਸਾਨ
ಹೀರಿಕೊಳ್ಳುವ ಮಾಡ್ಯುಲೇಶನ್,ਸਮਾਈ ਮੋਡੂਲੇਸ਼ਨ
ಬೆಳಕಿನ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,ਰੋਸ਼ਨੀ ਸਮਾਈ
ವಿಕಿರಣ ಶಕ್ತಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,ਰੇਡੀਏਸ਼ਨ ਊਰਜਾ ਦੀ ਸਮਾਈ
ಹೀರಿಕೊಳ್ಳುವ ಗರಿಷ್ಠ,ਸਮਾਈ ਸਿਖਰ
ಹೀರಿಕೊಳ್ಳುವ ದ್ಯುತಿಮಾಪನ,ਸਮਾਈ ਫੋਟੋਮੈਟਰੀ
ಹೀರಿಕೊಳ್ಳುವ ಅನುಪಾತ,ਸਮਾਈ ਅਨੁਪਾਤ
ಹೀರಿಕೊಳ್ಳುವ ಶ್ರೇಣಿ*,ਸਮਾਈ ਸੀਮਾ*
ಹೀರಿಕೊಳ್ಳುವ ಸ್ಪೆಕ್ಟ್ರಮ್ ಫೋಟೋಮೆಟ್ರಿ*,ਸ਼ੋਸ਼ਣ ਸਪੈਕਟ੍ਰਮ ਫੋਟੋਮੈਟਰੀ*
ಹೀರಿಕೊಳ್ಳುವ ವರ್ಣಪಟಲ*,ਸਮਾਈ ਸਪੈਕਟ੍ਰਮ*
"ಹೀರಿಕೊಳ್ಳುವ ಕೊಳವೆ, ಹೀರಿಕೊಳ್ಳುವ ಕೊಳವೆ","ਸਮਾਈ ਟਿਊਬ, ਸਮਾਈ ਟਿਊਬ"
ಹೀರಿಕೊಳ್ಳುವ ಹೈಗ್ರೋಮೀಟರ್,ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ
ಹೀರಿಕೊಳ್ಳುವ*,ਸੋਖਣ ਵਾਲਾ*
ಹೀರಿಕೊಳ್ಳುವ ಬಾಷ್ಪೀಕರಣ,ਜਜ਼ਬ ਕਰਨ ਵਾਲਾ evaporator
ಹೀರಿಕೊಳ್ಳುವ ಕಾನೂನು*,ਸਮਾਈ ਕਾਨੂੰਨ*
ಹೀರಿಕೊಳ್ಳುವ ಮಾಧ್ಯಮ,ਸਮਾਈ ਮਾਧਿਅਮ
"ಹೀರಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ, ಹೀರಿಕೊಳ್ಳುವಿಕೆ*","ਸੋਖਣ ਦੀ ਸਮਰੱਥਾ, ਸਮਾਈ*"
ಹೀರಿಕೊಳ್ಳುವಿಕೆ*,ਸਮਾਈ*
ಸ್ಟುಡಿಯೋ ಅಲಂಕಾರ,ਸਟੂਡੀਓ ਸਜਾਵਟ
ಬಹುಸಂಖ್ಯೆಯ ಅನುಪಾತ,ਗੁਣਾ ਅਨੁਪਾਤ
abvolt,ਰੱਦ ਕਰਨਾ
ಸುಮಾರು,ਬਾਰੇ
ವೇಗವನ್ನು,ਤੇਜ਼ ਕਰੋ
ವೇಗವರ್ಧನೆ-ನಿಲುಗಡೆ ಅಂತರ,ਪ੍ਰਵੇਗ-ਸਟਾਪ ਦੂਰੀ
ಆತುರಪಟ್ಟರು,ਜਲਦੀ
ತ್ವರಿತ ಸಮಯದ ಪರಿಣಾಮ ಪರೀಕ್ಷೆ,ਤੇਜ਼ ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ
ತ್ವರಿತ ಹರಿವು,ਤੇਜ਼ ਵਹਾਅ
ತ್ವರಿತ ಗತಿ,ਤੇਜ਼ ਰਫ਼ਤਾਰ
ತ್ವರಿತ ದೇಹ,ਤੇਜ਼ ਸਰੀਰ
ವೇಗವರ್ಧಕ ತೂಕ,ਐਕਸਲੇਟਰ ਤੋਲਣ ਵਾਲਾ
ವೇಗವರ್ಧಕ ವಿದ್ಯುದ್ವಾರ*,ਐਕਸਲੇਟਰ ਇਲੈਕਟ੍ਰੋਡ*
ವೇಗವರ್ಧಕ ಸಮಯ*,ਐਕਸਲੇਟਰ ਸਮਾਂ*
ವೇಗವರ್ಧಕ ಹಂತ,ਐਕਸਲੇਟਰ ਪੜਾਅ
ವೇಗವರ್ಧಕ ದರ,ਐਕਸਲੇਟਰ ਦਰ
ವೇಗವರ್ಧಕ ವೋಲ್ಟೇಜ್*,ਐਕਸਲੇਟਰ ਵੋਲਟੇਜ*
ವೇಗವರ್ಧನೆ,ਪ੍ਰਵੇਗ
ವೇಗವರ್ಧಿತ ದಹನ,ਤੇਜ਼ ਬਲਨ
ವೇಗವರ್ಧಕ ಗುಣಾಂಕ,ਪ੍ਰਵੇਗ ਗੁਣਾਂਕ
ವೇಗವರ್ಧಕ ಘಟಕ,ਪ੍ਰਵੇਗ ਭਾਗ
ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಂದಾಗಿ ವೇಗವರ್ಧನೆ,ਗੰਭੀਰਤਾ ਦੇ ਕਾਰਨ ਪ੍ਰਵੇਗ
ವೇಗವರ್ಧಕ ಅಂಶ,ਪ੍ਰਵੇਗ ਕਾਰਕ
ವೇಗವರ್ಧಿತ ಚಾರ್ಜ್,ਪ੍ਰਵੇਗਿਤ ਚਾਰਜ
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ವೇಗವರ್ಧನೆ,ਗੰਭੀਰਤਾ ਦਾ ਪ੍ਰਵੇਗ
ವೇಗವರ್ಧಕ ಸಾಮರ್ಥ್ಯ,ਪ੍ਰਵੇਗ ਸੰਭਾਵਨਾ
ವೇಗವರ್ಧಕ ಕಾನೂನು,ਪ੍ਰਵੇਗ ਕਾਨੂੰਨ
ವೇಗವರ್ಧಕ ಪ್ರಕ್ರಿಯೆ,ਪ੍ਰਵੇਗ ਪ੍ਰਕਿਰਿਆ
ವೇಗವರ್ಧಕ ವಲಯ,ਪ੍ਰਵੇਗ ਜ਼ੋਨ
ವೇಗವರ್ಧಕ ವಿಧಾನ,ਪ੍ਰਵੇਗ ਵਿਧੀ
"ವೇಗವರ್ಧಕ ಸಹಿಷ್ಣುತೆ, ವೇಗವರ್ಧನೆ ಸಹಿಷ್ಣುತೆ","ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ, ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ"
ವೇಗವರ್ಧಕ ವೆಕ್ಟರ್,ਪ੍ਰਵੇਗ ਵੈਕਟਰ
ವೇಗವರ್ಧನೆ-ವೋಲ್ಟೇಜ್,ਪ੍ਰਵੇਗ-ਵੋਲਟੇਜ
ವೇಗವರ್ಧಕ ತರಂಗ,ਪ੍ਰਵੇਗ ਲਹਿਰ
ವೇಗವರ್ಧಕ,ਐਕਸਲੇਟਰ
"ವೇಗಗೊಳಿಸು, ವೇಗವರ್ಧಕ*","ਪ੍ਰਵੇਗ, ਪ੍ਰਵੇਗਕ *"
ವೇಗವರ್ಧಕ ಸಮೀಕರಣ,ਐਕਸਲੇਟਰ ਸਮੀਕਰਨ
ವೇಗವರ್ಧಕ*,ਐਕਸਲੇਟਰ*
ವೇಗವರ್ಧಕ,ਐਕਸਲੇਰੋਮੀਟਰ
ವೇಗವರ್ಧಕ ಹೊಂದಾಣಿಕೆ,ਐਕਸਲੇਰੋਮੀਟਰ ਮੇਲ ਖਾਂਦਾ ਹੈ
ಪ್ರಿಸ್ಟ್ರೆಸರ್,prestresser
ಮಾನ್ಯ ಅಕ್ಷರಗಳು,ਵੈਧ ਅੱਖਰ
ಸ್ವೀಕಾರ ಕೋನ,ਸਵੀਕ੍ਰਿਤੀ ਕੋਣ
ಸ್ವೀಕಾರ ವಿವರಣೆ,ਸਵੀਕ੍ਰਿਤੀ ਨਿਰਧਾਰਨ
ಸ್ವೀಕಾರಾರ್ಹ ಪರೀಕ್ಷೆ,ਸਵੀਕਾਰਯੋਗ ਟੈਸਟ
"ಸ್ವೀಕರಿಸುವವರು*, ಸ್ವೀಕರಿಸುವವರು","ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ*, ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ"
ಗ್ರಾಹಕ ಪರಮಾಣು,ਰੀਸੈਪਟਰ ਐਟਮ
ಗ್ರಾಹಕ ಬಂಧ,ਰੀਸੈਪਟਰ ਬਾਂਡ
ರಿಸೀವರ್ ಸರ್ಕ್ಯೂಟ್,ਰਿਸੀਵਰ ਸਰਕਟ
ಗ್ರಾಹಕ ಮಟ್ಟ,ਰੀਸੈਪਟਰ ਪੱਧਰ
ದಾನಿ ಅಣು,ਦਾਨੀ ਅਣੂ
ಗ್ರಾಹಕ ಆಸ್ತಿ,ਰੀਸੈਪਟਰ ਦੀ ਵਿਸ਼ੇਸ਼ਤਾ
ಗ್ರಾಹಕ ಆಸ್ತಿ ಮಟ್ಟ,ਰੀਸੈਪਟਰ ਸੰਪਤੀ ਦਾ ਪੱਧਰ
ವೇಗವರ್ಧಕ ಮೆದುಗೊಳವೆ,ਐਕਸਲੇਟਰ ਹੋਜ਼
"ಪ್ರವೇಶ, ಕಾಯುವಿಕೆ, ಪ್ರವೇಶ","ਪਹੁੰਚ, ਉਡੀਕ, ਪਹੁੰਚ"
ಭುಜ್ ಅನ್ನು ಪ್ರವೇಶಿಸಿ,ਭੁਜ ਤੱਕ ਪਹੁੰਚ ਕਰੋ
ಪ್ರವೇಶ ವ್ಯವಸ್ಥೆ,ਪਹੁੰਚ ਸਿਸਟਮ
ಪ್ರವೇಶ ಸಮಯ,ਪਹੁੰਚ ਦਾ ਸਮਾਂ
ಪ್ರವೇಶಿಸುವಿಕೆ,ਪਹੁੰਚਯੋਗਤਾ
"ಹೆಚ್ಚುವರಿ, ಸಹಾಯಕ, ಪರಿಕರಗಳು (v, ), ಬಿಡಿಭಾಗಗಳು","ਵਾਧੂ, ਸਹਾਇਕ, ਸਹਾਇਕ (v, ), ਸਹਾਇਕ ਉਪਕਰਣ"
ಹೆಚ್ಚುವರಿ ನಿರ್ಬಂಧಗಳು,ਵਾਧੂ ਪਾਬੰਦੀਆਂ
ಕಾಕತಾಳೀಯ,ਇਤਫ਼ਾਕ
ಆಕಸ್ಮಿಕ ತಿದ್ದುಪಡಿ,ਅਚਾਨਕ ਸੁਧਾਰ
ಆಕಸ್ಮಿಕ ಜೈವಿಕ ಉತ್ಪತ್ತಿ,ਦੁਰਘਟਨਾ ਦੇ ਬਾਇਓਜੇਨੇਸਿਸ
ಆಕಸ್ಮಿಕ ತಿರುವು,ਅਚਾਨਕ ਮੋੜ
