Tamil,Malayalam
கருவி,ഉപകരണങ്ങള്
தோன்றும்,കാണാവുന്ന
Applet,ആപ്ലെറ്റ്
விண்ணப்பம்,അപേക്ഷ
தோராயமான,ഏകദേശമായ
நீர்வாழ் தீர்வு,ജല പരിഹാരം
வில்,കമാനം
கட்டிடக்கலை,വാസ്തുവിദ
ஒலி பதிவின் காப்பக பரிமாற்றம்,ശബ്ദ റെക്കോർഡിംഗിന്റെ ആർക്കൈവൽ കൈമാറ്റം
காப்பகங்கள்,ഗന്ഥരക്ഷാലയം
எண்கணித குறியீட்டு முறை,അരിത്മെറ്റിക് കോഡിംഗ്
ஆர்மேச்சர்,യക്ഷി
ஆர்மேச்சர் முறுக்கு,അർമേച്ചർ വിൻഡിംഗ്
வரிசை,ശേണി
கைது செய்பவர்,അറസ്റ്റർ
வெளிப்பாடு,കൃതില്
கலைப்பொருள் (= கலைப்பொருள்),ആർട്ടിഫക്റ്റ് (= ആർട്ടിഫാക്റ്റ്)
ஏறுதல்,ആരോഹണം
விகிதம்,വീക്ഷണാനുപാതം
அசெம்பிளர்,അസംബ്ലി
கூற்று,ഉറപ്പിച്ചുപറയല്
ஒதுக்கீடு,ചുമതല
ஒதுக்கீட்டு சேனல்,അസൈൻമെന്റ് ചാനൽ
சமச்சீரற்ற,അസമമായ
ஒத்திசைவற்ற,അസിൻക്രണസ്
வளிமண்டலம்,അന്തരീക്ഷം
வளிமண்டல இழப்பு,അന്തരീക്ഷ നഷ്ടം
வளிமண்டல சத்தம்,അന്തരീക്ഷ ശബ്ദം
வளிமண்டல அழுத்தம்,അന്തരീക്ഷമർദ്ദം
வளிமண்டல பரவல்,അന്തരീക്ഷ പ്രചരണം
வளிமண்டல வானொலி-அலை,അന്തരീക്ഷ റേഡിയോ-വേവ്
வளிமண்டலங்கள்,അന്തരീക്ഷ
அணு,പരമാണു
அணு அமைப்பு,ആറ്റോമിക ഘടന
இணைப்பு,ബന്ധം
விழிப்புணர்வு,അറ്റൻവറൻസ്
விழிப்புணர்வு இழப்பு,അറ്റൻവേേഷൻ നഷ്ടം
ஒலி அலைகளின் விழிப்புணர்வு,ശബ്ദ തരംഗങ്ങളുടെ അറ്റൻവേഷൻ
அட்டென்யூட்டர்,അറ്റൻവേറ്റർ
அட்டென்யூட்டர்-பேட்,അറ്റൻവേറ്റർ പാഡ്
கேட்கக்கூடிய வாசல்,സവിശേഷത പരിധി
கேட்கக்கூடியது,ശ്രമത്തിനും
கேட்கக்கூடிய அதிர்வெண்,കേൾക്കാവുന്ന ആവൃത്തി
கேட்கக்கூடிய தொனி,കേൾക്കാവുന്ന ടോൺ
கேட்கக்கூடிய-ஸ்பெக்ட்ரம்,കേൾക്കാവുന്ന-സ്പെക്ട്രം
பார்வையாளர்கள்,സദസര്
ஆடியோ,ഓഡിയോ
ஆடியோ பெருக்கி,ഓഡിയോ ആംപ്ലിഫയർ
ஆடியோ பகுப்பாய்வி,ഓഡിയോ അനലൈസർ
ஆடியோ ஒளிபரப்பு,ഓഡിയോ ബ്രോഡ്കാസ്റ്റിംഗ്
ஆடியோ கேபிள்,ഓഡിയോ കേബിൾ
ஆடியோ சங்கிலி,ഓഡിയോ ചെയിൻ
ஆடியோ கோடெக்,ഓഡിയോ കോഡെക്
ஆடியோ சுருக்கம்,ഓഡിയോ കംപ്രഷൻ
ஆடியோ அமுக்கி,ഓഡിയോ കംപ്രസ്സർ
ஆடியோ கன்சோல்,ഓഡിയോ കൺസോൾ
ஆடியோ விலகல்,ഓഡിയോ വക്രീകരണം
ஆடியோ டைனமிக் வரம்பு,ഓഡിയോ ഡൈനാമിക് ശ്രേണി
ஆடியோ கோப்பு வடிவம்,ഓഡിയോ ഫയൽ ഫോർമാറ്റ്
ஆடியோ பிரேம் வடிவம்,ഓഡിയോ ഫ്രെയിം ഫോർമാറ്റ്
ஆடியோ அதிர்வெண் பெருக்கி,ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ
ஆடியோ அதிர்வெண் ஜெனரேட்டர்,ഓഡിയോ ഫ്രീക്വൻസി ജനറേറ്റർ
ஆடியோ அதிர்வெண் வரம்பு,ഓഡിയോ ഫ്രീക്വൻസി ശ്രേണി
ஆடியோ அதிர்வெண் பதில்,ഓഡിയോ ഫ്രീക്വൻസി പ്രതികരണം
ஆடியோ லிமிட்டர்,ഓഡിയോ പരിധി
ஆடியோ வரி,ഓഡിയോ ലൈൻ
ஆடியோ மிக்சர்,ഓഡിയോ മിക്സർ
ஆடியோ பண்பேற்றம்,ഓഡിയോ മോഡുലേഷൻ
ஆடியோ ஆஸிலேட்டர்,ഓഡിയോ ഓസ്സിലേറ്റർ
ஆடியோ வெளியீடு,ഓഡിയോ output ട്ട്പുട്ട്
ஆடியோ சக்தி,ഓഡിയോ പവർ
ஆடியோ தரம்,ഓഡിയോ നിലവാരം
ஆடியோ சிக்னல்,ഓഡിയോ സിഗ്നൽ
ஆடியோ சிக்னல் செயலாக்கம்,ഓഡിയോ സിഗ്നൽ പ്രോസസ്സിംഗ്
ஆடியோ ஸ்பெக்ட்ரம்,ഓഡിയോ സ്പെക്ട്രം
ஆடியோ சேமிப்பு,ഓഡിയോ സ്റ്റോറേജ്
ஆடியோ துணை கேரியர்,ഓഡിയോ ഉപ-കാരിയർ
ஆடியோ மின்மாற்றி,ഓഡിയോ ട്രാൻസ്ഫോർമർ
ஆடியோ டிரான்ஸ்மிட்டர்,ഓഡിയോ ട്രാൻസ്മിറ്റർ
ஆடியோ/வீடியோ சுருக்க,ഓഡിയോ / വീഡിയോ കംപ്രഷൻ
ஆடியோ-அதிர்வெண் ஆஸிலேட்டர்,ഓഡിയോ-ഫ്രീക്വൻസി ഓസ്സിലേറ്റർ
ஆடியோ-அதிர்வெண் சமிக்ஞை,ഓഡിയോ-ഫ്രീക്വൻസി സിഗ്നൽ
ஆடியோமெட்ரி,ഓഡിയോമെട്രി
ஆடியோ காட்சி உதவி,ഓഡിയോ-വിഷ്വൽ സഹായം
செவிவழி கருத்து,ഓഡിറ്ററി ധാരണ
அங்கீகார,പ്രാമാണീകരണം
அங்கீகரிக்கப்பட்ட கேரியர் அதிர்வெண்,അംഗീകൃത കാരിയർ ആവൃത്തി
ஆட்டோ கேட்,ഓട്ടോ കാഡ്
ஆட்டோ கண்டறிதல்,യാന്ത്രിക ഡയഗ്നോസ്റ്റിക്സ്
தானியங்கி,ഓട്ടോമാറ്റിക്
தானியங்கி கட்டுப்பாடு,യാന്ത്രിക നിയന്ത്രണം
தானியங்கி கண்டறிதல்,യാന്ത്രിക കണ്ടെത്തൽ
தானியங்கி உபகரணங்கள்,യാന്ത്രിക ഉപകരണങ്ങൾ
தானியங்கி அதிர்வெண் கட்டுப்பாடு,യാന്ത്രിക ആവൃത്തി നിയന്ത്രണം
தானியங்கி வரம்பு,യാന്ത്രിക പരിധി
தானியங்கி இயந்திரம்,യാന്ത്രിക യന്ത്രം
தானியங்கி கட்டக் கட்டுப்பாடு,യാന്ത്രിക ഫാസ നിയന്ത്രണം
தானியங்கி பட பரிமாற்றம்,യാന്ത്രിക ചിത്രം ട്രാൻസ്മിഷൻ
தானியங்கி பிளேபேக்,യാന്ത്രിക പ്ലേബാക്ക്
தானியங்கி சக்தி கட்டுப்பாடு,യാന്ത്രിക വൈദ്യുതി നിയന്ത്രണം
தானியங்கி நிரலாக்க,യാന്ത്രിക പ്രോഗ്രാമിംഗ്
தானியங்கி பதிவு,യാന്ത്രിക റെക്കോർഡിംഗ്
தானியங்கி மீட்டமைப்பு,യാന്ത്രിക പുന .സജ്ജമാക്കുക
தானியங்கி ஷட்டர்,യാന്ത്രിക ഷട്ടർ
தானியங்கி அமைப்பு,യാന്ത്രിക സംവിധാനം
தானியங்கி தொலைபேசி,യാന്ത്രിക ടെലിഫോൺ
தானியங்கி வெப்பநிலை கட்டுப்பாடு,യാന്ത്രിക താപനില നിയന്ത്രണം
தானியங்கி மின்னழுத்த சீராக்கி,ഓട്ടോമാറ്റിക് വോൾട്ടേജ് റെഗുലേറ്റർ
தானியங்கி தொகுதி அமுக்கி,യാന്ത്രിക വോളിയം കംപ്രസർ
தானியங்கி தொகுதி கட்டுப்பாடு,യാന്ത്രിക വോളിയം നിയന്ത്രണം
தானியங்கி தொகுதி விரிவாக்கம்,യാന്ത്രിക വോളിയം എക്സ്പാൻഡർ
தானியங்கு,യന്തവല്ക്കരണം
ஆட்டோமேஷன் கட்டுப்பாடு,യന്തമോടിക്കൽ
ஆட்டோமேஷன் அதிர்வெண் கட்டுப்படுத்தி,ഓട്ടോമേഷൻ ഫ്രീക്റ്റി കണ്ട്രോളർ
துணை,ഉക്സിലറി
துணை ஆடியோ பஸ்,സഹായ ഓഡിയോ ബസ്
கிடைக்கும் சக்தி,ലഭ്യമായ ശക്തി
பனிச்சரிவு முறிவு,ഹിമപാത തകർച്ച
சராசரி வாழ்க்கை,ശരാശരി ജീവിതം
சராசரி அழுத்தம்,ശരാശരി മർദ്ദം
சராசரி வேகம்,ശരാശരി വേഗത
சுழல் அச்சு,സ്പിൻ ആക്സിസ്
அசிமுத்,അസിമുത്ത്
அஜிமுத் கோணம்,അസിമുത്ത് ആംഗിൾ
அஜிமுத் பிழை,അസിമുത്ത് പിശക്
பின் ஒளி,ബാക്ക് ലൈറ്റ്
பின் திட்டம்,ബാക്ക് പ്രൊജക്ഷൻ
பின் மின்னழுத்தம் (= தலைகீழ் மின்னழுத்தம்),ബാക്ക് വോൾട്ടേജ് (= റിവേഴ്സ് വോൾട്ടേജ്)
பின்னணி (வில் மீண்டும்),ബാക്ക്ഫയർ (ആർക്ക് ബാക്ക്)
பின்னணி ஒளி,പശ്ചാത്തല വെളിച്ചം
பின்னணி இரைச்சல்,പശ്ചാത്തലം ശബ്ദം
பின்னணி திட்டம்,പശ്ചാത്തലം പ്രൊജക്ഷൻ
காப்புப்பிரதி,ബാക്കപ്പ്
தடுப்பு,അന്ധാളിപ്പക്കുക
பேக்கிங்,ബേക്കിംഗ്
சீரான ஆடியோ,സമതുലിതമായ ഓഡിയോ
சீரான ஆடியோ வரி,സമതുലിതമായ ഓഡിയോ ലൈൻ
சீரான பரிமாற்ற வரி,സമതുലിതമായ ട്രാൻസ്മിഷൻ ലൈൻ
சமநிலைப்படுத்துதல்,സന്തുഗതം
நிலைப்படுத்தல்,ബാല്ലാസ്റ്റ്
நிலைப்படுத்தும் காரணி,ബാലസ്റ്റ് ഫാക്ടർ
பலூன்,Sulun
பேண்ட்,കൂട്ടം
பேண்ட் பாஸ் வடிகட்டி,ബാൻഡ് പാസ് ഫിൽട്ടർ
இசைக்குழு தேர்வாளர்,ബാൻഡ് സെലക്ടർ
பேண்ட் பிரித்தல்,ബാൻഡ് വിഭജനം
பேண்ட் ஸ்டாப் வடிகட்டி,ബാൻഡ് നിർത്തുക ഫിൽട്ടർ
பேண்ட் சுவிட்ச்,ബാൻഡ് സ്വിച്ച്
பேண்ட் ட்யூனிங்,ബാൻഡ് ട്യൂറിംഗ്
அலைவரிசை,ബാൻഡ്വിഡ്ത്ത്
மதுக்கூடம்,ബാർ
பார் குறியீடு,ബാർ കോഡ്
பார் தரவு,ബാർബെ ഡാറ്റ
வெற்று இசைக்குழு,നഗ്നമായ ബാൻഡ്
வெற்று விளக்கு,നഗ്നമായ വിളക്ക്
கொட்டகையின் கதவு,കളപ്പുര വാതിൽ
