English,Assamese
alt key,alt কি&#39;
altavista,আলতাভিস্তা
ambiguity,অস্পষ্টতা
ambiguous grammar,অস্পষ্ট ব্যাকৰণ
American National Standards Institute (ANSI),আমেৰিকান নেচনেল ষ্টেণ্ডাৰ্ডছ ইনষ্টিটিউট (ANSI)
American Standard Code For Information Interchange (ASCII),তথ্য বিনিময়ৰ বাবে আমেৰিকান মানক ক&#39;ড (ASCII)
analog,এনালগ
analog computer,এনালগ কম্পিউটাৰ
analog device,এনালগ ডিভাইচ
analog modem,এনালগ মডেম
Analog To Digital Converter (ADC),এনালগ টু ডিজিটেল কনভাৰ্টাৰ (ADC)
AND,আৰু
AND circuit,AND বৰ্তনী
AND gate,AND গেট
AND not operation (Exclusion),AND অপাৰেচন নহয় (বৰ্জন)
animation,এনিমেচন
annotation,টীকাকৰণ
anomaly,বিজুতি
antecedent,পূৰ্বসূৰী
anticipatory paging,প্ৰত্যাশিত পেজিং
anti-symmetric,এন্টি-চিমেট্ৰিক
antivirus program,এন্টিভাইৰাছ প্ৰগ্ৰেম
applet,applet
application developer,এপ্লিকেচন ডেভেলপাৰ
application programming,এপ্লিকেচন প্ৰগ্ৰেমিং
application programming interface (API),এপ্লিকেচন প্ৰগ্ৰেমিং আন্তঃপৃষ্ঠ (API)
application software,এপ্লিকেচন চফ্টৱেৰ
applicative language,প্ৰয়োগমূলক ভাষা
approximation theory,আনুমানিক তত্ত্ব
architecture,স্থাপত্য
area transfer,এলেকা হস্তান্তৰ
argument,তৰ্কাতৰ্কি
arithmatic and logic unit,গাণিতিক আৰু যুক্তিৰ একক
arithmatic check,গাণিতিক পৰীক্ষা
arithmatic constant,গাণিতিক ধ্ৰুৱক
arithmatic data,গাণিতিক তথ্য
arithmatical instruction,গাণিতিক নিৰ্দেশনা
arithmetic and logic unit (ALU),গাণিতিক আৰু যুক্তি একক (ALU)
ARPANET,ARPANET
array,এৰে
array cache,এৰে কেচ
array computer,এৰে কম্পিউটাৰ
array element,এৰে উপাদান
array name,এৰেৰ নাম
array processor,এৰে প্ৰচেছৰ
arrow keys,কাঁড় চিহ্নসমূহ
articulation,আৰ্টিকুলেচন
articulation point,আৰ্টিকুলেচন পইণ্ট
artificial compaction,কৃত্ৰিম সংকোচন
artificial control,কৃত্ৰিম নিয়ন্ত্ৰণ
artificial intelligence,কৃত্ৰিম বুদ্ধিমত্তা
ascender,আৰোহী
ascending sort,আৰোহী সজাই পৰাই তোলা
ASCII betical order,ASCII betical ক্ৰম
ASCII control character,ASCII নিয়ন্ত্ৰণ আখৰ
ASCII file,ASCII নথিপত্ৰ
ASCII font,ASCII ফন্ট
ASCII transfer,ASCII স্থানান্তৰ
aspect ratio,এস্পেক্ট ৰেচিঅ&#39;
ASPI,এ এছ পি আই
ASR timer,ASR টাইমাৰ
assemble,একত্ৰিত কৰা
assembler,এছেম্বলাৰ
assembly,সভা
assembly language,সমাবেশ ভাষা
assertion,assertion
assignment,আবণ্টন কৰা কাৰ্য
association,সংস্থা
associative address,সহযোগী ঠিকনা
associative memory,সহযোগী স্মৃতিশক্তি
asteric,এস্টেৰিক
asymmetric,অসমতাপূৰ্ণ
asynchronous,এচিনক্ৰ&#39;নাছ
asynchronous Digital Subscriber Line (ADSL),ডিজিটেল গ্রাহক লাইন (ADSL)
asynchronous Time Division Multiplexing (ATDM),asynchronous সময় বিভাজন মাল্টিপ্লেক্সিং (ATDM)
asynchronous transfer,এচিনক্ৰ&#39;নাছ স্থানান্তৰ
asynchronous Transfer Mode (ATM),এচিনক্ৰ&#39;নাছ স্থানান্তৰ ধৰণ (ATM)
atom,পৰমাণু
attached document,সংলগ্ন নথিপত্ৰ
attached file,সংলগ্ন ফাইল
attachment,সংলগ্নক
attribute,বৈশিষ্ট্য
audio,অডিঅ&#39;
audit programming,অডিট প্ৰগ্ৰেমিং
audit trail,অডিট ট্ৰেইল
augmentation,বৃদ্ধি কৰা
authentication protocol,প্ৰমাণীকৰণ প্ৰটোকল
authoring system,লেখক ব্যৱস্থা
authorization,অনুমোদন
auto abstract,অটো বিমূৰ্ত
autobooting,স্বয়ংক্ৰিয় বুট কৰা
autocad,অটোকেড
autolog on,অটোলগ অন
automata,automata
automata theory,automata তত্ত্ব
automatic computing,স্বয়ংক্ৰিয় কম্পিউটিং
automatic data processing,স্বয়ংক্ৰিয় তথ্য প্ৰক্ৰিয়াকৰণ
automatic error correction,স্বয়ংক্ৰিয় ভুল সংশোধন
automatic function,স্বয়ংক্ৰিয় কাৰ্য্য
automatic indexing,স্বয়ংক্ৰিয় সূচীভুক্তকৰণ
automatic library call,স্বয়ংক্ৰিয় লাইব্ৰেৰী কল
automatic programming,স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং
automatic recovery program,স্বয়ংক্ৰিয় পুনৰুদ্ধাৰ প্ৰগ্ৰেম
automatic routine,স্বয়ংক্ৰিয় ৰুটিন
automatic system recovery,স্বয়ংক্ৰিয় চিস্টেম পুনৰুদ্ধাৰ
automatic teller machine (ATM),স্বয়ংক্ৰিয় টেলাৰ মেচিন (ATM)
automation,অটোমেচন
autoplay,অটোপ্লে
autosave,স্বয়ংক্ৰিয় সংৰক্ষণ কৰক
auxiliary,সহায়ক
auxiliary memory,সহায়ক স্মৃতিশক্তি
auxiliary storage,সহায়ক সংৰক্ষণ
available list,উপলব্ধ তালিকা
available time,উপলব্ধ সময়
average,গড়
awk (language),awk (ভাষা)
backend,বেকএণ্ড
backend processor,বেকএণ্ড প্ৰচেছৰ
backface removal,বেকফেচ আঁতৰোৱা
background processing,পটভূমি প্ৰক্ৰিয়াকৰণ
backing store,বেকিং ষ্ট&#39;ৰ
backpatching,বেকপেচিং
backspace,বেকস্পেচ
backtracking,পিছুৱাই যোৱা
back-up,বেক-আপ
back-up memory,বেক-আপ মেমৰি
backward error recovery,পিছলৈ ত্ৰুটি পুনৰুদ্ধাৰ
balance sheet,বেলেন্স শ্বীট
band,বেণ্ড
band width,বেণ্ডৰ প্ৰস্থ
banker's algorithm,বেংকাৰৰ এলগৰিদম
bar code,বাৰ ক&#39;ড
bar code scanner,বাৰ ক&#39;ড স্ক্যানাৰ
bar graph,বাৰ গ্ৰাফ
base address,ভিত্তি ঠিকনা
base band,বেচ বেণ্ড
base number,ভিত্তি সংখ্যা
base table,ভিত্তি টেবুল
BASIC,প্ৰাথমিক
basic control,মূল নিয়ন্ত্ৰণ
basic input,মূল ইনপুট
basic instruction,মূল নিৰ্দেশনা
basic output,মূল আউটপুট
basic step,মূল পদক্ষেপ
batch,বেটছ
batch file,বেচ ফাইল
batch position,বেচৰ অৱস্থান
batch processing,বেচ প্ৰচেছিং
batch system,বেচ ব্যৱস্থা
baud,baud
baud rate,বড হাৰ
beam,আলোকৰশ্মি
benchmark,বেঞ্চমাৰ্ক
bidirectional communication,দ্বিমুখী যোগাযোগ
bidirectional link,দ্বিমুখী সংযোগ
binary code,বাইনাৰী ক&#39;ড
binary digit,বাইনাৰী অংক
binary Input output system (BIOS),বাইনাৰী ইনপুট আউটপুট চিস্টেম (BIOS)
binary number,বাইনাৰী সংখ্যা
binary operator,বাইনাৰী অপাৰেটৰ
binary relation,বাইনাৰী সম্পৰ্ক
binary search,বাইনাৰী সন্ধান
binary search tree (BST),বাইনাৰী সন্ধান গছ (BST)
binary transfer,বাইনাৰী স্থানান্তৰ
binary tree,বাইনাৰী গছ
bipolar memory,বাইপোলাৰ মেম’ৰী
birth death model,জন্ম মৃত্যুৰ আৰ্হি
birth death process,জন্ম মৃত্যু প্ৰক্ৰিয়া
bit,বিট
bit fault,বিট দোষ
bit map,বিট মেপ
bit map pixel (BMP),বিট মেপ পিক্সেল (BMP)
bit matrix,বিট মেট্ৰিক্স
bit pattern,বিট পেটাৰ্ণ
bit position,বিটৰ অৱস্থান
bit rate,বিট হাৰ
black box testing,ব্লেক বক্স পৰীক্ষা
blinking,টিপটিপিয়াই
block,অৱৰুদ্ধ কৰা
block cache,ব্লক কেচ
block check,ব্লক চেক কৰক
block copy,ব্লক কপি
block diagram,ব্লক ডায়াগ্ৰাম
blocking network,নেটৱাৰ্ক ব্লক কৰা
board,ব’ৰ্ড
book mark,বুক মাৰ্ক
boolean algebra,বুলিয়ান বীজগণিত
boolean relation,বুলিয়ান সম্পৰ্ক
boot partition,বুট বিভাজন
boot strapping,বুট ষ্ট্ৰেপিং
boot-strap loader,বুট-ষ্ট্ৰেপ লোডাৰ
bridge,সেঁতু
broadband networking,ব্ৰডবেণ্ড নেটৱৰ্কিং
broadcast,সম্প্ৰচাৰ
broadcast radio,সম্প্ৰচাৰ ৰেডিঅ&#39;
browse,ব্ৰাউজ কৰক
browser,ব্ৰাউজাৰ
B-Tree,বি-বৃক্ষ
bubble memory,বুদবুদ স্মৃতিশক্তি
bubble sort,বুদবুদ সজাই পৰাই তোলা
bucket,বাল্টি
buddy system,বন্ধু ব্যৱস্থা
budget effective control,বাজেট ফলপ্ৰসূ নিয়ন্ত্ৰণ
buffer,বাফাৰ
bug,পোক
bus,বাছ
byte,বাইট
byte code,বাইট ক&#39;ড
c,গ
C++,C++
cache,cache
cache buffer,কেশ্ব বাফাৰ
cache memory,কেশ্ব মেমৰি
calculation,গণনা কৰা
calculator,কেলকুলেটৰ
calculator chip,কেলকুলেটৰ চিপ
call,কল কৰা
call by name,নামেৰে ফোন কৰক
call by reference,ৰেফাৰেন্সৰ দ্বাৰা কল কৰক
call by value,মূল্যৰ দ্বাৰা কল কৰক
call by variables,চলকৰ দ্বাৰা কল কৰক
call gate,গেট কল কৰক
cancel,বাতিল কৰক
cancel button,বাতিল বুটাম
canonical,canonical
canonical form,কেননিক ৰূপ
capability,ক্ষমতা
capability list,ক্ষমতা তালিকা
capacity,ক্ষমতা
caps lock key,caps লক চাবি
card,কাৰ্ড
card reader,কাৰ্ড ৰিডাৰ
cardinality,কাৰ্ডিনালিটি
carrier,বাহক
carrier band,বাহক বেণ্ড
carrier load,বাহক বোজা
carrier signal,বাহক সংকেত
carrier wave,বাহক তৰংগ
carry,কঢ়িওৱা
carry digit,carry digit
carry flag,পতাকা কঢ়িয়াই নিয়া
cartridge disk,কাৰ্টিজ ডিস্ক
cascade,cascade
case,ঘটনা
cathod ray tube (CRT),কেথড ৰে টিউব (CRT)
cathode ray tube (CRT),কেথ&#39;ড ৰে টিউব (CRT)
CD ROM disk drive,CD ROM ডিষ্ক ড্ৰাইভ
cell,কোষ
cell animation,কোষ এনিমেচন
cellular phone,চেলুলাৰ ফোন
central memory,কেন্দ্ৰীয় স্মৃতিশক্তি
central processing unit (CPU),কেন্দ্ৰীয় প্ৰক্ৰিয়াকৰণ একক (CPU)
centralized system,কেন্দ্ৰীভূত ব্যৱস্থা
certified tape,প্ৰমাণিত টেপ
chain,শিকলি
chain data,শৃংখল তথ্য
chain link,শৃংখল সংযোগ
chaining,চেইনিং
channel,চেনেল
channel busy tone,চেনেল ব্যস্ত সুৰ
channel capacity,চেনেলৰ ক্ষমতা
channel controller,চেনেল নিয়ন্ত্ৰক
channel error,চেনেলৰ ভুল
channel program,চেনেল প্ৰগ্ৰেম
channel reliability,চেনেলৰ নিৰ্ভৰযোগ্যতা
channel set,চেনেল ছেট
character,চৰিত্ৰ
character code,আখৰৰ ক&#39;ড
character key,আখৰৰ চাবি
character reader,চৰিত্ৰ পাঠক
character size,আখৰৰ আকাৰ
chart,তালিকা
chassis,চেছিছ
check bit,বিট পৰীক্ষা কৰক
check digit,ডিজিট পৰীক্ষা কৰক
check sum,ৰাশি পৰীক্ষা কৰক
check word,শব্দ পৰীক্ষা কৰক
chip,চিপ
chip set,চিপ চেট
choose,বাছনি কৰক
chromatically,ৰঙীনভাৱে
cipher,চাইফাৰ
circuit,বৰ্তনী
circular list,বৃত্তাকাৰ তালিকা
cirus,cirus
citation,উদ্ধৃতি
class,শ্ৰেণী
class variable,ক্লাছ ভেৰিয়েবল
classification,শ্ৰেণীবিভাজন
clear,পৰিষ্কাৰ
clear area,স্পষ্ট এলেকা
clear channel,ক্লিয়াৰ চেনেল
click,ক্লিক কৰক
client,গ্ৰাহক
client server,ক্লাএন্ট চাৰ্ভাৰ
client stub,ক্লায়েন্ট ষ্টাব
clip art,ক্লিপ আৰ্ট
clip art library,ক্লিপ আৰ্ট লাইব্ৰেৰী
clip board,ক্লিপ বৰ্ড
clipper,ক্লিপাৰ
clipper chip,ক্লিপাৰ চিপ
clique,ক্লিক
clock,ঘড়ী
clock cycle,ঘড়ীৰ চক্ৰ
clock frequency,ঘড়ীৰ কম্পাঙ্ক
clock hardware,ঘড়ী হাৰ্ডৱেৰ
clock pulse,ঘড়ীৰ স্পন্দন
clock speed,ঘড়ীৰ গতি
clock synchronization,ঘড়ী সমন্বয়
clock tick,ঘড়ীৰ টিক
clone,ক্ল&#39;ন
close,বন্ধ
close circuit TV (CCTV),ক্ল&#39;জ চাৰ্কিট টিভি (CCTV)
closure,বন্ধ কৰা
cloud computing,ক্লাউড কম্পিউটিং
cluster,গুচ্ছ
coated card,আৱৰণযুক্ত কাৰ্ড
coated paper,আৱৰণযুক্ত কাগজ
coaxial,সমাক্ষীয়
coaxial cable,সমাক্ষীয় কেবল
codasyl,কোডাচাইল
code,ক&#39;ড
code generator,ক&#39;ড জেনেৰেটৰ
code page,ক&#39;ড পৃষ্ঠা
code word,ক&#39;ড শব্দ
coder,ক&#39;ডাৰ
coding check,ক&#39;ডিং পৰীক্ষা
coding form,ক&#39;ডিং ফৰ্ম
coding sheet,ক&#39;ডিং শ্বীট
coefficient,সহগ
coherence,সংহতি
cold boot,ঠাণ্ডা বুট
cold start,ঠাণ্ডা আৰম্ভণি
collaboration,সহযোগিতা
collapse,পতন হোৱা
collate,collate
collate tape,টেপ কোলেট কৰক
collision,সংঘৰ্ষ
colon,বৃহদান্ত্ৰ
colour (color),ৰং (ৰং)
colour saturation,ৰঙৰ পৰিপূৰকতা
colour table,ৰঙৰ টেবুল
column,স্তম্ভ
combination,সংমিশ্ৰণ
combo box,কম্বো বক্স
command,আদেশ
command button,কমাণ্ড বুটাম
command list,কমাণ্ড তালিকা
comment,মন্তব্য
commitment,অংগীকাৰ
commodity,পণ্য
Common Business Oriented Language (Cobol),সাধাৰণ ব্যৱসায়মুখী ভাষা (Cobol)
common error,সাধাৰণ ভুল
common language,সাধাৰণ ভাষা
common routine,সাধাৰণ ৰুটিন
communication,যোগাযোগ
communication line,যোগাযোগ লাইন
communication mode,যোগাযোগ ধৰণ
communication network,যোগাযোগ নেটৱৰ্ক
communication parameter,যোগাযোগ প্ৰাচল
communication system,যোগাযোগ ব্যৱস্থা
compaction,সংকোচন
compander,কম্পাণ্ডাৰ
companding,companding
company network,কোম্পানী নেটৱৰ্ক
comparison test,তুলনামূলক পৰীক্ষা
compatibility,সামঞ্জস্যতা
compatible,উপযুক্ত
compilation,সংকলন
compile and go,কম্পাইল কৰক আৰু যাওক
compiler,কম্পাইলাৰ
compiler language,কম্পাইলাৰ ভাষা
complementary,পৰিপূৰক
complement-on-ten,দহজনৰ ওপৰত পৰিপূৰক
complementor,পৰিপূৰক
complete carry,সম্পূৰ্ণ কঢ়িয়াই নিয়া
complex,জটিল
complex number,জটিল সংখ্যা
component,উপাদান
component object model (COM),উপাদান বস্তুৰ আৰ্হি (COM)
composite,কম্পোজিট
composition,সুৰ-ৰচনা
computational,গণনামূলক
computer,কম্পিউটাৰ
computer centre,কম্পিউটাৰ কেন্দ্ৰ
computer expert,কম্পিউটাৰ বিশেষজ্ঞ
computer graphics,কম্পিউটাৰ গ্ৰাফিক্স
computer instruction,কম্পিউটাৰৰ নিৰ্দেশনা
computer language,কম্পিউটাৰ ভাষা
computer network,কম্পিউটাৰ নেটৱৰ্ক
computer science,কম্পিউটাৰ বিজ্ঞান
computer security,কম্পিউটাৰ সুৰক্ষা
computer simulaton,কম্পিউটাৰ চিমুলেটন
computer specialist,কম্পিউটাৰ বিশেষজ্ঞ
computerisation,কম্পিউটাৰাইজেচন
computerist,কম্পিউটাৰিষ্ট
computerize,কম্পিউটাৰাইজ কৰা
computing,কম্পিউটিং
concept,ধাৰণা
concurrency,সমকালীনতা
concurrent,সমকালীন
condition variable,কণ্ডিচন ভেৰিয়েবল
conditional operator,চৰ্তসাপেক্ষ অপাৰেটৰ
conditional statement,চৰ্তসাপেক্ষ বিবৃতি
conductor,পৰিবাহী
conferencing,কনফাৰেন্সিং
confidentiality,গোপনীয়তা
configuration,বিন্যাস
congestion,ভিৰ
conjunction,সংযোগ
connect speed,সংযোগ গতি
connection,সংযোগ
connection less communication,সংযোগ কম যোগাযোগ
connection release,সংযোগ মুক্তি
connectivity,সংযোগ
connector,সংযোগকাৰী
consecutive,একেৰাহে
consequent,ফলস্বৰূপ
console,কনছ&#39;ল
consolidation,একত্ৰীকৰণ
constant,নেৰানেপেৰা
constant instruction,নিৰন্তৰ নিৰ্দেশনা
constraint,বাধা
constructor,কনষ্ট্ৰাক্টৰ
container,পাত্ৰ
content,বিষয়
context,সন্দৰ্ভ
context free grammar (CFG),প্ৰসংগ মুক্ত ব্যাকৰণ (CFG)
context switch,প্ৰসংগ চুইচ
contingency,আকস্মিকতা
contraction,সংকোচন
contrast,বিষমতা
control,নিয়ন্ত্ৰণ
control area,নিয়ন্ত্ৰণ এলেকা
control bit,নিয়ন্ত্ৰণ বিট
control bus,নিয়ন্ত্ৰণ বাছ
control card,নিয়ন্ত্ৰণ কাৰ্ড
control circuit,নিয়ন্ত্ৰণ বৰ্তনী
control cycle,নিয়ন্ত্ৰণ চক্ৰ
control engineering,নিয়ন্ত্ৰণ অভিযান্ত্ৰিকী
control key,নিয়ন্ত্ৰণ কি&#39;
control logic,নিয়ন্ত্ৰণ যুক্তি
control loop,নিয়ন্ত্ৰণ লুপ
control mark,নিয়ন্ত্ৰণ চিহ্ন
control operation,নিয়ন্ত্ৰণ কাৰ্য্য
control panel,নিয়ন্ত্ৰণ পেনেল
control signal,নিয়ন্ত্ৰণ সংকেত
control switch,নিয়ন্ত্ৰণ চুইচ
control tape,নিয়ন্ত্ৰণ টেপ
control terminal,নিয়ন্ত্ৰণ টাৰ্মিনেল
control unit (CU),নিয়ন্ত্ৰণ একক (CU)
convergence,অভিসৰণ
conversation,কথা-বাৰ্তা
conversational time sharing,কথোপকথনৰ সময় ভাগ-বতৰা কৰা
conversion,ৰূপান্তৰ
converter,ৰূপান্তৰক
Cook's theorem,কুকৰ উপপাদ্য
co-processor,সহ-প্ৰচেছৰ
copy,কপি কৰক
copyright,কপিৰাইট
cord,কৰ্ড
cordless telephone,কৰ্ডলেছ টেলিফোন
corollary,corollary
correction,সংশোধন
corrupted,দুৰ্নীতিগ্ৰস্ত
count,হিচাপ কৰা
counter,বিৰোধ
country code,দেশৰ কোড
covariance,সহাৱস্থান
coverage,কভাৰেজ
crash,খুন্দা মৰা
critical path,জটিল পথ
critical path method (CPM),জটিল পথ পদ্ধতি (CPM)
cross check,ক্ৰছ চেক
cross compiler,ক্ৰছ কম্পাইলাৰ
cross fire,ক্ৰছ জুই
cross talk,ক্ৰছ টক
cryptographic,ক্ৰিপ্টোগ্ৰাফিক
cryptography,ক্ৰিপ্টোগ্ৰাফী
currency symbol,মুদ্ৰাৰ চিহ্ন
current directory,বৰ্তমান ডাইৰেকটৰি
current window,বৰ্তমান উইন্ডো
cursor,কাৰ্চাৰ
curve,বক্ৰ
cut and paste,কাটি পেষ্ট কৰক
cut method,কাটিব পৰা পদ্ধতি
cyber,চাইবাৰ
cyber café,চাইবাৰ কেফে
cyber cash,চাইবাৰ নগদ ধন
cyber crime,চাইবাৰ অপৰাধ
cyber delics,চাইবাৰ ডেলিক
cyber law,চাইবাৰ আইন
cyber sex,চাইবাৰ যৌনতা
cybernatics,চাইবাৰনেটিক্স
cybernation,চাইবাৰনেচন
cycle,চক্ৰ
cycle memory,চক্ৰ স্মৃতিশক্তি
cycle steal,চক্ৰ চুৰি
cycle time,চক্ৰৰ সময়
cyclic,চক্ৰীয়
daemon,ডেমন
daisy wheel,ডেইজী চকা
data administrator,ডাটা প্ৰশাসক
data allocation,তথ্য আবণ্টন
data area,ডাটা এৰিয়া
data array,ডাটা এৰে
data base,ডাটা বেচ
data break,ডাটা ব্ৰেক
data bus,ডাটা বাছ
data carrier,ডাটা কেৰিয়াৰ
data cell,ডাটা চেল
data channel,ডাটা চেনেল
data communication,ডাটা যোগাযোগ
data compression,তথ্য সংকোচন
data field,ডাটা ফিল্ড
data file,ডাটা ফাইল
data flow,তথ্যৰ প্ৰবাহ
data flow Chart,ডাটা প্ৰবাহ চাৰ্ট
data hierarchy,ডাটা হাইৰাৰ্কি
data level,তথ্যৰ স্তৰ
data library,ডাটা লাইব্ৰেৰী
data link layer,ডাটা লিংক স্তৰ
data link layer (DLL),ডাটা লিংক স্তৰ (DLL)
data management,তথ্য ব্যৱস্থাপনা
data manipulation,ডাটা মেনিপুলেচন
data manipulation language (DML),ডাটা মেনিপুলেচন ভাষা (DML)
data modem,ডাটা মডেম
data modification,তথ্য পৰিৱৰ্তন
data network,ডাটা নেটৱৰ্ক
data operation,ডাটা অপাৰেচন
data organization,ডাটা সংস্থাপন
data output,ডাটা আউটপুট
data path,ডাটা পথ
data prepration,তথ্য প্ৰস্তুত কৰা
data privacy,ডাটা গোপনীয়তা
data processor,ডাটা প্ৰচেছৰ
data protection,তথ্য সুৰক্ষা
data record,ডাটা ৰেকৰ্ড
data retrieval,তথ্য উদ্ধাৰ কৰা
data routine,ডাটা ৰুটিন
data security,ডাটা সুৰক্ষা
data set,ডাটা ছেট
data signal,ডাটা সংকেত
data sink,ডাটা ডুব যোৱা
data source,তথ্যৰ উৎস
data specification,তথ্যৰ নিৰ্দিষ্টকৰণ
data station,ডাটা ষ্টেচন
data storage,ডাটা সংৰক্ষণ
data storage structure,তথ্য সংৰক্ষণ গঠন
data structure,তথ্যৰ গঠন
data switch,ডাটা চুইচ
data table,ডাটা টেবুল
data terminal,ডাটা টাৰ্মিনেল
data transcription,ডাটা ট্ৰান্সক্ৰিপচন
data transfer,ডাটা ট্ৰেন্সফাৰ
data transmission,ডাটা ট্ৰেন্সমিছন
data transmission Channel,ডাটা ট্ৰেন্সমিছন চেনেল
data type,তথ্যৰ ধৰণ
data unit,ডাটা ইউনিট
data validation,তথ্য বৈধকৰণ
database,ডাটাবেছ
database adminstration,ডাটাবেছ প্ৰশাসন
database design,ডাটাবেছ ডিজাইন
database management system,ডাটাবেছ ব্যৱস্থাপনা ব্যৱস্থা
datagrav,ডাটাগ্ৰাভ
datum,ডাটাম
dead zone,ডেড জ&#39;ন
deadlock,ডেডলক
deadlock prevention,ডেডলক প্ৰতিৰোধ
debug,ডিবাগ কৰক
decision box,সিদ্ধান্ত বাকচ
decision making process,সিদ্ধান্ত গ্ৰহণ প্ৰক্ৰিয়া
decision support system,সিদ্ধান্ত সমৰ্থন ব্যৱস্থা
decision tree,সিদ্ধান্ত গছ
decoder,ডিকোডাৰ
decomposition principle,পচন নীতি
decryption,ডিক্ৰিপচন
dedicated channel,ডেডিকেটেড চেনেল
dedicated port,নিবেদিত বন্দৰ
defence data network (DDN),প্ৰতিৰক্ষা ডাটা নেটৱৰ্ক (DDN)
defence information system,প্ৰতিৰক্ষা তথ্য ব্যৱস্থা
defragmentation,ডিফ্ৰেগমেণ্টেচন
delay,পলম কৰা
delay counter,বিলম্ব কাউণ্টাৰ
delay time,বিলম্বৰ সময়
delete,বিলোপ
deletion record,ডিলিচন ৰেকৰ্ড
delimiter,সীমা নিৰ্ধাৰণকাৰী
delta modulation,ডেল্টা মডুলেচন
demand paging,ডিমাণ্ড পেজিং
demo,ডেমো
demodulation,ডিমডুলেচন
demultiplexer,ডিমাল্টিপ্লেক্সাৰ
denormalization,ডিনৰ্মেলাইজেচন
density,ঘনত্ব
dependency,নিৰ্ভৰশীলতা
