Kannada,Punjabi
ಸಮಯ ಪರಿಣಾಮ ಪರೀಕ್ಷೆ,ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ
ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಲ್ಲದ,ਗੰਭੀਰਤਾ ਰਹਿਤ
ಸಮನ್ವಯ,ਸੁਲ੍ਹਾ
"ವಾಯುಗಾಮಿ ರಾಡಾರ್, ವೈಮಾನಿಕ ರಾಡಾರ್","ਏਅਰਬੋਰਨ ਰਾਡਾਰ, ਏਰੀਅਲ ਰਾਡਾਰ"
"ವೈಮಾನಿಕ ಗುರಿ, ವೈಮಾನಿಕ ಗುರಿ","ਏਰੀਅਲ ਟੀਚਾ, ਏਰੀਅਲ ਟੀਚਾ"
ವಾಯು ಉಸಿರಾಟಕಾರಕ,ਹਵਾ ਸਾਹ ਲੈਣ ਵਾਲਾ
ಹವಾನಿಯಂತ್ರಣ,ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ
ಏರ್ಕ್ರೂ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್,ਏਅਰਕ੍ਰੂ ਟ੍ਰਾਂਸਫਾਰਮਰ
ವಿಮಾನ,ਜਹਾਜ਼
ಜೋಡಣೆ,ਅਲਾਈਨਮੈਂਟ
ಜೋಡಣೆ ದೋಷ,ਅਲਾਈਨਮੈਂਟ ਗਲਤੀ
ಲೈವ್ ಸರ್ಕ್ಯೂಟ್,ਲਾਈਵ ਸਰਕਟ
ಪೂರ್ಣ ಗಾಜಿನ ಕೊಳವೆ,ਪੂਰੀ ਕੱਚ ਦੀ ਟਿਊਬ
ಸಂಪೂರ್ಣ ಲೋಹದ ಕೊಳವೆ,ਸਾਰੀ ਧਾਤ ਦੀ ਟਿਊਬ
ಸರಿಪಡಿಸಲು,ਠੀਕ ਕਰਨ ਲਈ
"ಮಿಶ್ರತು (ಸಂ), ಮಿಶ್ರತ್ವಾನ್ (ಸಿಆರ್.)","ਮਿਸਰਤੁ (ਸੰਪਾਦਕ), ਮਿਸ਼ਰਤਵਨ (ਸੀ.ਆਰ.)"
ಮಿಶ್ರತ್ವಾನ್,ਮਿਸ਼ਰਤਵਨ
ಸರ್ವತ್ರ ಮಾಧ್ಯಮ,ਸਰਵ ਵਿਆਪਕ ਮਾਧਿਅਮ
ಓಮ್ನಿ ಆಂಟೆನಾ,ਓਮਨੀ ਐਂਟੀਨਾ
ಪಂಚಾಂಗ,ਅਲਮੈਨਕ
ಆಲ್ಫಾ,ਅਲਫ਼ਾ
ಆಲ್ಫಾ ಚಟುವಟಿಕೆ,ਅਲਫ਼ਾ-ਗਤੀਵਿਧੀ
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್,ਅੱਖਰ ਅੰਕੀ
ಆಲ್ಫಾ ಕಿರಣ,ਅਲਫ਼ਾ ਰੇ
ಬದಲಾವಣೆ,ਬਦਲੋ
"ಪರ್ಯಾಯ, ಪರ್ಯಾಯ","ਬਦਲਵਾਂ, ਬਦਲਵਾਂ"
ಆವರ್ತಕ,ਅਲਟਰਨੇਟਰ
ಅಲ್ಟಿಮೀಟರ್,ਅਲਟੀਮੀਟਰ
ಅಲ್ಟಿಮೀಟರ್,ਅਲਟੀਮੀਟਰ
ಆಲ್ಟೈಮೆಟ್ರಿ,ਅਲਟਾਈਮੇਟਰੀ
"ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ","ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ"
ಅಂಕಗಣಿತದ ತಾರ್ಕಿಕ ಘಟಕ (ALU),ਅੰਕਗਣਿਤ ਤਰਕ ਇਕਾਈ (ALU)
ಅಮೇಟ್ ನಿಯಮ,amaget ਨਿਯਮ
ಪರಿಸರ,ਵਾਤਾਵਰਣ
ಅಮಿಕ್ರಾನ್,amicron
ವಿದ್ಯುತ್ ಪ್ರವಾಹ ಮಾಪಕ,ammeter
ಆಂಪಿಯರ್,ਐਂਪੀਅਰ
ಆಂಪಿಯರ್-ಕಾನೂನು,ਐਂਪੀਅਰ-ਲਾਅ
ಉಭಯಚರ ಅಯಾನು,amphibian ion
ವರ್ಧನೆ,ਵਾਧਾ
ಆಂಪ್ಲಿಫಯರ್,ਐਂਪਲੀਫਾਇਰ
"ಕೋನ, ಆಯಾಮ","ਕੋਣ, ਮਾਪ"
ಎ. ಎಂ.ಯು. (ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ ಘಟಕ),a ਐਮ.ਯੂ. (ਪਰਮਾਣੂ ਪੁੰਜ ਯੂਨਿਟ)
ಹೊಂದಬಲ್ಲ,ਅਨੁਕੂਲ
ಸಾದೃಶ್ಯ,ਸਮਾਨਤਾ
ವಿಶ್ಲೇಷಕ,ਵਿਸ਼ਲੇਸ਼ਕ
ವಿಶ್ಲೇಷಣೆ,ਵਿਸ਼ਲੇਸ਼ਣ
ವಿಶ್ಲೇಷಣಾತ್ಮಕ,ਵਿਸ਼ਲੇਸ਼ਣੀ
ಪಾಯಿಂಟ್ ಅಲ್ಲದ,ਗੈਰ-ਪੁਆਇੰਟ
ಅಸಂಗತ,ਅਸਧਾਰਨ
ಮತ್ತು ಬಾಗಿಲು,ਅਤੇ ਦਰਵਾਜ਼ਾ
ಅಕೌಸ್ಟಿಕ್ ಅಲ್ಲದ,ਗੈਰ-ਧੁਨੀ
ಅಸಂಗತ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,ਅਸਧਾਰਨ ਲਚਕਤਾ
ಜಲರಹಿತ,ਨਿਹਾਈਡ੍ਰਸ
ಕೋನ,ਕੋਣ
ಆಂಗ್ಸ್ಟ್ರಾಮ್ ಘಟಕ,ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ
ಕೋನೀಯ,ਕੋਣੀ
ಪ್ರೊಟ್ರಾಕ್ಟರ್ ವರ್ನಿಯರ್,protractor vernier
ವಿವಾದಾತೀತ,ਵਿਵਾਦਪੂਰਨ
ಗೌರವವಿಲ್ಲದ,ਬੇਇੱਜ਼ਤੀ
ವರ್ಣರಹಿತ ಕಾಂತೀಕರಣ,ਅਕ੍ਰੋਮੈਟਿਕ ਚੁੰਬਕੀਕਰਨ
ಆಲಸ್ಯ,ਢਿੱਲੀ
ಅಯಾನ್,anion
ಅಸಮ್ಮಿತ,ਅਸਮਿਤ
ಐಸೊಟ್ರೊಪಿಕ್,ਆਈਸੋਟ੍ਰੋਪਿਕ
ಐಸೊಟ್ರೋಪಿಸಮ್,isotropism
ಅಳಿಸುವಿಕೆ,ਮਿਟਾਉਣਾ
ನಿರೂಪಕ,ਸਾਜ਼ਿਸ਼ਕਰਤਾ
ಆನೋಡ್,ਐਨੋਡ
ಆನೋಡೈಸೇಶನ್,anodization
ಅಸಮಂಜಸ,ਅਸੰਗਤ
ಆಪ್ಟಿಕಲ್ ಸಿಸ್ಟಮ್,ਆਪਟੀਕਲ ਸਿਸਟਮ
ಆಂಟೆನಾ,ਐਂਟੀਨਾ
ಆಂಟಿಬೆರಿಯನ್,ਐਂਟੀਬੇਰੀਅਨ
ವಿರೋಧಿ ಬಂಧ ಆಸ್ತಿ,ਵਿਰੋਧੀ ਬੰਧਨ ਜਾਇਦਾਦ
ಕೌಂಟರ್ ಬಾಂಡ್,ਵਿਰੋਧੀ ਬਾਂਡ
ಹಿಮ್ಮುಖ ಶಕ್ತಿ,ਉਲਟ ਸ਼ਕਤੀ
ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್,ਡਾਇਮੈਗਨੈਟਿਕ
ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು,ਡਾਇਮੈਗਨੈਟਿਕ ਸਮੱਗਰੀ
ವಿರೋಧಿ ಉರಿಯೂತ,ਸਾੜ ਵਿਰੋਧੀ
ಗುರುತ್ವ ವಿರೋಧಿ,ਐਂਟੀਗ੍ਰੈਵਿਟੀ
antilamda ಕಣ,antilamda ਕਣ
ಅಲೆಲೆಪ್ಟನ್,ਐਲੇਲੈਪਟਨ
ಕಾಂತೀಯ,ਡਾਇਮੈਗਨੈਟਿਕ
ಆಂಟಿಮಾಟರ್,ਐਂਟੀਮੈਟਰ
ವಿರೋಧಿ ಕ್ಷಿಪಣಿ,ਵਿਰੋਧੀ ਮਿਜ਼ਾਈਲ
ಆಂಟಿನ್ಯೂಟ್ರಾನ್,antineutron
ಮಿಡಿಯುತ್ತಿದೆ,pulsating
ಆಂಟಿನ್ಯೂಕ್ಲಿಯಾನ್,antinucleon
ಪ್ರತಿಕಣ,ਵਿਰੋਧੀ ਕਣ
ಆಂಟಿಪ್ರೋಟಾನ್,ਐਂਟੀਪ੍ਰੋਟੋਨ
ವಿರೋಧಿ ಪ್ರತಿಫಲಿತ,ਪ੍ਰਤੀਬਿੰਬ ਵਿਰੋਧੀ
ಆಂಟಿಸಮ್ಮಿತೀಯ,ਵਿਰੋਧੀ ਸਮਰੂਪ
ಮರುಕಳಿಸುವುದಿಲ್ಲ,ਗੈਰ-ਆਵਰਤੀ
ಅನಾಕ್ರೊನಿಸಮ್,anachronism
ರಂದ್ರ ಸ್ಕ್ಯಾನಿಂಗ್ ಡಿಸ್ಕ್,perforated ਸਕੈਨਿੰਗ ਡਿਸਕ
ದ್ವಾರಕ್,ਦੁਆਰਕ
"ಮೇಲ್ಭಾಗ, ಮೇಲ್ಭಾಗ, ಮುಂಭಾಗ","ਸਿਖਰ, ਸਿਖਰ, ਸਾਹਮਣੇ"
"ಸೂರ್ಯ ಅಧಿಕ, ಸೂರ್ಯ ಅಧಿಕ, ಅಪ್ಸೌರ್","ਉੱਚਾ ਸੂਰਜ, ਉੱਚਾ ਸੂਰਜ"
ನಿರಾಸಕ್ತಿ ಲೇಸ್,ਉਦਾਸੀਨ ਕਿਨਾਰੀ
ಕರುಣಾಜನಕವಲ್ಲದ,ਗੈਰ ਤਰਸਯੋਗ
ಅಂಗವೈಕಲ್ಯವಲ್ಲದ,ਗੈਰ-ਅਯੋਗਤਾ
ಬಹಳ ವರ್ಣರಹಿತ,ਬਹੁਤ ਅਕ੍ਰੋਮੈਟਿਕ
"ಭೂಮಿ-ಎತ್ತರ, ಅಪೋಜಿ","ਜ਼ਮੀਨ-ਉੱਚਾ, apogee"
"ಧ್ರುವೀಯವಲ್ಲದ, ವೃತ್ತಾಕಾರದ","ਗੈਰ-ਧਰੁਵੀ, ਚੱਕਰੀ"
ಪರಧ್ರುವೀಯತೆ,parapolarity
ಸಾಧನ,ਡਿਵਾਈਸ
"ವಾಸ್ತವ, ದೃಶ್ಯ","ਵਰਚੁਅਲ, ਵਿਜ਼ੂਅਲ"
ಗೋಚರ ಸೂರ್ಯ,ਦਿਖਾਈ ਦੇਣ ਵਾਲਾ ਸੂਰਜ
ದೃಶ್ಯ ಸಮಯ,ਵਿਜ਼ੂਅਲ ਸਮਾਂ
ಹೊರಹೊಮ್ಮುವ ನೋಟ,ਉਭਰਦੀ ਦਿੱਖ
ಅಪ್ಲಿಕೇಶನ್,ਐਪਲੀਕੇਸ਼ਨ
ಅನ್ವಯಿಸುವಿಕೆ,ਲਾਗੂ ਹੋਣ
ಅನ್ವಯಿಸಲಾಗಿದೆ,ਲਾਗੂ ਕੀਤਾ
ಗಮನಿಸಬಹುದಾದ,ਦੇਖਣਯੋਗ
ಅನುಸಂಧಾನ,ਪਹੁੰਚ
"ಹತ್ತಿರ, ಸುಮಾರು","ਨੇੜੇ, ਲਗਭਗ"
ಅಂದಾಜು,ਲਗਭਗ
ಆವಿಯ ಒತ್ತಡ,ਭਾਫ਼ ਦਾ ਦਬਾਅ
ಸ್ವಯಂಪ್ರೇರಿತ,ਸਵੈ-ਇੱਛਤ
"ಆರ್ಕ್ ಫರ್ನೇಸ್, ಆರ್ಕ್ ಫರ್ನೇಸ್","ਚਾਪ ਭੱਠੀ, ਚਾਪ ਭੱਠੀ"
ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು,ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ
ವಾಸ್ತುಶಿಲ್ಪದ ಅಕೌಸ್ಟಿಕ್ಸ್,ਆਰਕੀਟੈਕਚਰਲ ਧੁਨੀ ਵਿਗਿਆਨ
ಆರ್ಕ್ ದೀಪ,ਚਾਪ ਲੈਂਪ
ಆರ್ಕ್-ಸ್ಪೆಕ್ಟ್ರಮ್,ਚਾਪ-ਸਪੈਕਟ੍ਰਮ
"ಪ್ರದೇಶ, ಪ್ರದೇಶ","ਖੇਤਰ, ਖੇਤਰ"
"ಪ್ರಾದೇಶಿಕ, ಪ್ರಾದೇಶಿಕ","ਖੇਤਰੀ, ਖੇਤਰੀ"
"ತೋಳು, ತೋಳು, ಶಾಖೆ","ਬਾਂਹ, ਬਾਂਹ, ਸ਼ਾਖਾ"
ಹವ್ಯಾಸಿ,ਸ਼ੁਕੀਨ
"ವ್ಯೂಹ, ವ್ಯೂಹ","ਐਰੇ, ਐਰੇ"
ರಿಸೀವರ್,ਪ੍ਰਾਪਤਕਰਤਾ
ಉಚ್ಚಾರಣೆ ಸ್ಪಷ್ಟತೆ,ਉਚਾਰਨ ਸਪਸ਼ਟਤਾ
ಸಂಶ್ಲೇಷಿತ,ਸਿੰਥੈਟਿਕ
ಕೃತಕ ರೂಪಾಂತರ,ਨਕਲੀ ਤਬਦੀਲੀ
ಆರೋಹಣ,ਚੜ੍ਹਦਾ
ಆರೋಹಣ,ਚੜ੍ਹਾਈ
ಹತ್ತುವುದು,ਚੜ੍ਹਨਾ
ಆಗೋಲಿ,ਅਗੋਲੀ
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,ਏਕੀਕਰਨ
ಜೊತೆ,ਦਾ ਸੈੱਟ
"ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು","ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ"
"ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು","ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ"
ನಿಖರವಾದ ಅಂದಾಜು,ਸ਼ੁੱਧਤਾ ਅਨੁਮਾਨ
ನಿರ್ದಿಷ್ಟಪಡಿಸಿದ (ಕ್ವಾಂಟಮ್ ಸಂಖ್ಯೆಗಳ) ವಿಶೇಷಣಗಳು,ਨਿਰਧਾਰਿਤ (ਕੁਆਂਟਮ ਸੰਖਿਆਵਾਂ ਦੀ) ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
"ಸಂಬಂಧಿತ, ಸಹಾಯಕ, ಸಂಯೋಜಿತ","ਸੰਬੰਧਿਤ, ਸਹਿਯੋਗੀ, ਸੰਯੁਕਤ"
ಸ್ವರ ಧ್ವನಿ,ਸਵਰ ਆਵਾਜ਼
ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
ಅಸ್ತೇನಿಕ್,ਅਸਥਨਿਕ
"ಇಂದ್ರಿಯನಿಗ್ರಹ, ಅಸ್ಟಿಗ್ಮ್ಯಾಟಿಸಮ್","ਪਰਹੇਜ਼, ਅਜੀਬਤਾ"
ಬಾಹ್ಯಾಕಾಶ ಪ್ರಯಾಣ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,ਪੁਲਾੜ ਯਾਤਰਾ ਇਲੈਕਟ੍ਰੋਨਿਕਸ
ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ,ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ
ಗಗನಯಾತ್ರಿ,ਪੁਲਾੜ ਯਾਤਰੀ
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ,ਖਗੋਲ ਵਿਗਿਆਨੀ
ಆಕಾಶ,ਆਕਾਸ਼ੀ
ಖಗೋಳಶಾಸ್ತ್ರ,ਖਗੋਲ ਵਿਗਿਆਨ
ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ,ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ
ಅಸಮ್ಮಿತ,ਅਸਮਿਤ
ಲಕ್ಷಣರಹಿತ,asymptotic
ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ,ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ
ಅಸಮಕಾಲಿಕ,ਅਸਿੰਕ੍ਰੋਨਸ
"ವಾತಾವರಣ, ವಾತಾವರಣ","ਮਾਹੌਲ, ਮਾਹੌਲ"
ವಾತಾವರಣದ,ਵਾਯੂਮੰਡਲ
ಗಾಳಿ ಪ್ರಕ್ಷುಬ್ಧತೆ,ਹਵਾ ਦੀ ਗੜਬੜ
ಪರಮಾಣು,ਪ੍ਰਮਾਣੂ
ಪರಮಾಣು,ਪਰਮਾਣੂ
ಪರಮಾಣುತ್ವ,ਪਰਮਾਣੂ
ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ,ਪ੍ਰਮਾਣੂ ਪੁੰਜ
ಪರಮಾಣು ಸಂಖ್ಯೆ,ਪਰਮਾਣੂ ਨੰਬਰ
