Odiya,Bengali
ସର୍ବୋତ୍ତମ - ଫିଟ୍ ଲାଇନ୍ |,সেরা - ফিট লাইন
ସର୍ବୋତ୍ତମ ସମାଧାନ |,সেরা সমাধান
ସର୍ବୋତ୍ତମ ରଣନୀତି |,সেরা কৌশল
ବିଟା ବଣ୍ଟନ |,বিটা বিতরণ
ପକ୍ଷପାତ,পক্ষপাত
ପକ୍ଷପାତ ଅନୁମାନ |,পক্ষপাতমূলক অনুমান
ବିହାରମୋନିକ୍ ସମୀକରଣ |,বিহারমোনিক সমীকরণ
bijection,দ্বিখণ্ডন
ବାୟଜେକ୍ଟିଭ୍ ମାନଚିତ୍ର,দ্বিমুখী মানচিত্র
ବାୟଜେକ୍ଟିଭ୍ ମ୍ୟାପିଙ୍ଗ୍ |,দ্বিমুখী ম্যাপিং
ବିଲିନାର୍ ଫର୍ମ |,বাইলিনিয়ার ফর্ম
ବିଲିନାର୍ ଫଙ୍କସନ୍,বাইলিনিয়ার ফাংশন
ବିଲିନାର୍ ହର୍ମିଟିଆନ୍ ଫର୍ମ |,বাইলিনিয়ার হারমিটিয়ান ফর্ম
ବାଇନାରୀ,বাইনারি
ବାଇନାରୀ କୋଡ୍ |,বাইনারি কোড
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |,বাইনারি কোডেড দশমিক
ବାଇନାରୀ କୋଡିଂ |,বাইনারি কোডিং
ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |,বাইনারি কম্পিউটার
ବାଇନାରୀ ଅଙ୍କ,বাইনারি সংখ্যা
ବାଇନାରୀ ଅପରେସନ୍ |,বাইনারি অপারেশন
ବାଇନାରୀ ସିଷ୍ଟମ୍ |,বাইনারি সিস্টেম
ବାଇନାରୀ ଭେରିଏବଲ୍ |,বাইনারি পরিবর্তনশীল
ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |,দ্বিপদ সহগ
ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |,দ্বিপদ ডিস্ট্রিবিউশন
ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |,দ্বিপদ সমীকরণ
ଦ୍ୱିପାକ୍ଷିକ ବିସ୍ତାର |,দ্বিপদ সম্প্রসারণ
ଦ୍ୱିପାକ୍ଷିକ ଅଭିବ୍ୟକ୍ତି |,দ্বিপদ অভিব্যক্তি
ଦ୍ୱିପାକ୍ଷିକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,দ্বিপদী র্যান্ডম পরিবর্তনশীল
ଦ୍ୱିପାକ୍ଷିକ ତତ୍ତ୍। |,দ্বিপদ উপপাদ্য
ବିଭାଜନ,দ্বিখণ্ডন
ବିଭାଜନ ପଦ୍ଧତି |,দ্বিখণ্ডিত পদ্ধতি
bisector,দ্বিখণ্ডিত
ଦ୍ୱିପାକ୍ଷିକ |,biserial
ବିଟ୍,বিট
ଦ୍ୱିପାକ୍ଷିକ ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |,দ্বিপদ দ্বিপদ বণ্টন
ବିଭାରିଏଟ୍ ସମ୍ପର୍କ କୋଏଫିସିଏଣ୍ଟ୍ |,bivariate পারস্পরিক সম্পর্ক সহগ
ବିଭାରିଏଟ୍ ବଣ୍ଟନ |,দ্বিমুখী বন্টন
ସାଧାରଣ ବଣ୍ଟନ,দ্বিমুখী স্বাভাবিক বন্টন
ବିଭେକ୍ଟର୍ |,bivector
ବୋଲ୍ଟଜମାନ୍ ସମୀକରଣ |,বোল্টজম্যান সমীকরণ
ବୁଲିୟନ୍ ବୀଜ ବର୍ଣ୍ଣନା |,বুলিয়ান বীজগণিত
ବୋଷ - ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |,বোস-আইনস্টাইন পরিসংখ্যান
ସୀମା ଅବସ୍ଥା,সীমানার অবস্থা
ସୀମା ସ୍ତର |,সীমানা স্তর
ସୀମା ରେଖା |,সীমান
ସୀମା ମୂଲ୍ୟ,সীমানা মান
ସୀମା ମୂଲ୍ୟ ସମସ୍ୟା |,সীমানা মান সমস্যা
ସୀମାବଦ୍ଧ କାର୍ଯ୍ୟ,আবদ্ধ ফাংশন
ସୀମିତ ମାଟ୍ରିକ୍ସ |,আবদ্ধ ম্যাট্রিক্স
ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ |,আবদ্ধ অঞ্চল
ସୀମାବଦ୍ଧ ସେଟ୍ |,আবদ্ধ সেট
ବ୍ରାଉନିଆନ୍ ଗତି |,ব্রোমিন
ଗଣନା କର,গণনা করা
ଗଣନା,গণনা করা
ଗଣନା ଯନ୍ତ୍ର,গননা যন্ত্র
ଗଣନା,গণনা
ଗଣନା ପ୍ରଣାଳୀ,গণনা পদ্ধতি
କାଲକୁଲେଟର,ক্যালকুলেটর
ଗଣନା,ক্যালকুলাস
ପରିବର୍ତ୍ତନର ଗଣନା,পরিবর্তনের ক্যালকুলাস
କ୍ୟାଲୋରୀ,ক্যালোরি
ବାତିଲ ନିୟମ,বাতিল আইন
କାନୋନିକାଲ୍ ସମୀକରଣ |,ক্যানোনিকাল সমীকরণ
କାନୋନିକାଲ୍ ଫର୍ମ |,ক্যানোনিকাল ফর্ম
କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,ক্যানোনিকাল ম্যাট্রিক্স
କ୍ୟାଣ୍ଟର ସେଟ୍ |,ক্যান্টর সেট
କ୍ୟାଣ୍ଟରର ଟର୍ନାରୀ ସେଟ୍ |,Cantor এর ত্রিনারি সেট
କ୍ଷମତା ସମ୍ପନ୍ନ ପରିବହନ ସମସ୍ୟା |,ক্যাপাসিটেড পরিবহন সমস্যা
କ୍ଷମତା,ক্ষমতা
କ୍ୟାପିଲାରୀ ଫୋର୍ସ |,কৈশিক বল
କାର୍ଡିନାଲ୍ ସଂଖ୍ୟା,অঙ্কবাচক সংখ্যা
କାର୍ଟେସିଆନ୍ କୁମ୍ଭ |,কার্টেসিয়ান অক্ষ
କାର୍ଟେସିଆନ୍ ସଂଯୋଜନା |,কার্টেসিয়ান স্থানাঙ্ক
କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |,কার্টিজিয়ান পণ্য
ସେଟ୍ ର କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |,সেটের কার্টেসিয়ান পণ্য
କେସ୍ ଷ୍ଟଡି |,কেস স্টাডি
ବିପର୍ଯ୍ୟସ୍ତ ପରିବର୍ତ୍ତନ,বিপর্যয়কর ওঠানামা
କ୍ୟାଟେନାରୀ |,ক্যাটেনারি
କାଚି ବଣ୍ଟନ |,কচি বন্টন
କାଚି ସୂତ୍ର |,কচি সূত্র
କାଚି ଗୁରସାଟ ଥିଓରେମ୍ |,Cauchy Goursat উপপাদ্য
କାଚି ରିମାନ୍ ଅବସ୍ଥା |,কচি রিম্যানের শর্ত
କାଚି କ୍ରମ |,কচি সিকোয়েন্স
କାଚି ଇଣ୍ଟିଗ୍ରାଲ୍ |,কচি অবিচ্ছেদ্য
କାଚି ମୁଖ୍ୟ ମୂଲ୍ୟ |,কচি প্রধান মান
କାଚି ଅବଶିଷ୍ଟ ଥିଓରେମ୍ |,কচি অবশিষ্টাংশ উপপাদ্য
କେଲେ ହାମିଲଟନ୍ ଥିଓରେମ୍ |,কেলি হ্যামিল্টন উপপাদ্য
ସ୍ୱର୍ଗୀୟ ଶରୀର |,স্বর্গীয় শরীরের
ସ୍ୱର୍ଗୀୟ ମାପ,স্বর্গীয় পরিমাপ
ସ୍ୱର୍ଗୀୟ ଯାନ୍ତ୍ରିକ,স্বর্গীয় বলবিদ্যা
ସ୍ୱର୍ଗୀୟ ବସ୍ତୁ |,মহাকাশীয় বস্তু
କକ୍ଷ ଫ୍ରିକ୍ୱେନ୍ସି |,সেল ফ্রিকোয়েন্সি
ଜନଗଣନା,জনগণনা
ସେଣ୍ଟିଲ୍ |,সেন্টিল
ସେଣ୍ଟିମିଟର |,সেন্টিমিটার
ସେଣ୍ଟିମିଟର ଗ୍ରାମ୍ ଦ୍ୱିତୀୟ ସିଷ୍ଟମ୍ |,সেন্টিমিটার গ্রাম দ্বিতীয় সিস্টেম
କେନ୍ଦ୍ରୀୟ |,কেন্দ্রীয়
କେନ୍ଦ୍ରୀୟ ଅକ୍ଷ,কেন্দ্রীয় অক্ষ
