Kannada,Punjabi
1.ಹೆಚ್ಚುವರಿ 2.ಪರಿಕರ 3.ಪರಿಕರ,1. ਵਾਧੂ 2. ਐਕਸੈਸਰੀ 3. ਐਕਸੈਸਰੀ
ರೂಪಾಂತರ,ਅਨੁਕੂਲਨ
ಶೇಖರಣೆ,ਇਕੱਠਾ ਕਰਨਾ
1.ವಾಕ್ಯುರಸಿ 2. ನಿಖರತೆ,1. ਸ਼ੁੱਧਤਾ 2. ਸ਼ੁੱਧਤਾ
1. ಅಸೆರ್ವುಲಸ್ 2. ಸ್ಪೊರೊಫೈಟ್,1. ਏਸਰਵੁਲਸ 2. ਸਪੋਰੋਫਾਈਟ
1. ಅಸಿಟೈಸೇಶನ್ 2. ವಿನೆಗರ್ ತಯಾರಿಸುವುದು 3. ಅಸಿಟಿಲಿನ್,1. ਐਸੀਟਾਈਜ਼ੇਸ਼ਨ 2. ਸਿਰਕਾ ਬਣਾਉਣਾ 3. ਐਸੀਟਿਲੇਨ
1. ಆಮ್ಲೀಕರಣ 2. ಆಮ್ಲೀಕರಣ,1. ਤੇਜ਼ਾਬੀਕਰਨ 2. ਤੇਜ਼ਾਬੀਕਰਨ
1. ಆಸಿಡೋಮೀಟರ್ 2. ಆಸಿಡಿಮೀಟರ್,1. ਐਸੀਡੋਮੀਟਰ 2. ਐਸਿਡਮੀਟਰ
ಆಮ್ಲೀಯತೆ,ਐਸਿਡਿਟੀ
ಅಸಿಡೋಫೈಲ್,ਐਸਿਡੋਫਾਈਲ
ಆಮ್ಲೀಕೃತ ರಾಕ್ ಫಾಸ್ಫೇಟ್,ਤੇਜ਼ਾਬ ਚੱਟਾਨ ਫਾਸਫੇਟ
ಆಮ್ಲೀಕೃತ,ਤੇਜ਼ਾਬ
ಜಲಚರ,aquifer
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವಿಕೆ,ਪ੍ਰਾਪਤੀ
ಎಕರೆ,ਏਕੜ
1. ಪ್ರದೇಶ 2. ಪ್ರದೇಶ,1. ਖੇਤਰ 2. ਖੇਤਰ
ಎಂಡ್ ಪಾಯಿಂಟ್ ಕ್ರೋಮೋಸೋಮ್,ਅੰਤ ਬਿੰਦੂ ਕ੍ਰੋਮੋਸੋਮ
ಮುಂದೆ ನೋಡುವ,ਅਗਾਂਹਵਧੂ
ಅಕ್ರೋಸೋಮ್,acrosome
ಆಕ್ಟಿನೊಮೈಸೆಟ್ಸ್,ਐਕਟਿਨੋਮਾਈਸੀਟਸ
ಸಕ್ರಿಯ ಕೋರ್,ਸਰਗਰਮ ਕੋਰ
1. ಉಗ್ರ 2. ತೀವ್ರ,1. ਗੁੱਸੇ ਵਾਲਾ 2. ਤੀਬਰ
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,ਅਨੁਕੂਲਤਾ
ಗ್ರಾಹಕೀಕರಣ,ਕਸਟਮਾਈਜ਼ੇਸ਼ਨ
1. ಅಂಟಿಕೊಳ್ಳುವಿಕೆ 2. ಅಂಟಿಕೊಳ್ಳುವಿಕೆ,1. ਅਡੈਸ਼ਨ 2. ਅਡੈਸ਼ਨ
ಮೇದಸ್ಸಿನ,sebaceous
ಹೊಂದಾಣಿಕೆ ಸಮೀಕರಣ,ਸਮਾਯੋਜਨ ਸਮੀਕਰਨ
ಅಡೋಬ್ ಮಣ್ಣು,ਅਡੋਬ ਮਿੱਟੀ
ಕಲಬೆರಕೆ,ਮਿਲਾਵਟ ਕਰਨ ਵਾਲਾ
ಅಪಸ್ಥಾನೀಯ,ਐਕਟੋਪਿਕ
ಇಸಿಡಿಯೋಸ್ಪೋರ್ ಐಸಿಡಿಯಮ್ ಸ್ಪೋರ್,ਆਈਸੀਡਿਓਸਪੋਰ ਆਈਸੀਡੀਅਮ ਸਪੋਰ
ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಪ್ರಕ್ರಿಯೆ,ਐਰੋਡਾਇਨਾਮਿਕ ਪ੍ਰਕਿਰਿਆ
ಕುಹರದ,ਵੈਂਟ੍ਰਲ
ಗಾಳಿ ಹಾಕಲು,ਹਵਾ ਦੇਣ ਲਈ
1. ಗಾಳಿ 2. ಆಕಾಶಿ,1. ਹਵਾ 2. ਆਕਾਸ਼ੀ
1. ಏರೋಮೀಟರ್ 2. ಏರೋಮೀಟರ್ 3. ಏರೋಮೀಟರ್,1. ਐਰੋਮੀਟਰ 2. ਐਰੋਮੀਟਰ 3. ਐਰੋਮੀਟਰ
ಏರೋಸಾಲ್,ਐਰੋਸੋਲ
1. ಹೂಗೊಂಚಲು 2. ಬೇಸಿಗೆ ಸುಪ್ತ,1. ਫੁੱਲ 2. ਗਰਮੀਆਂ ਦੀ ਸੁਸਤਤਾ
ರೋಗದ ವಿಜ್ಞಾನ,ਬਿਮਾਰੀ ਦਾ ਵਿਗਿਆਨ
ಅರಣ್ಯೀಕರಣ,ਜੰਗਲਾਤ
1. ತಳಮಳ 2. ಪ್ರಕ್ಷುಬ್ಧತೆ,1. ਅੰਦੋਲਨ 2. ਗੜਬੜ
ಅಗ್ಮಾರ್ಕ್,ਐਗਮਾਰਕ
1. ಭೂಮಿಗೆ ಸಂಬಂಧಿಸಿದ 2. ಕೃಷಿ,1. ਜ਼ਮੀਨ ਨਾਲ ਸਬੰਧਤ 2. ਖੇਤੀਬਾੜੀ
ಕೃಷಿ ಕ್ಲಿನಿಕ್,ਖੇਤੀਬਾੜੀ ਕਲੀਨਿਕ
1. ಕೃಷಿ ಕಾರ್ಮಿಕ 2. ಕೃಷಿ ಕಾರ್ಮಿಕ,1. ਖੇਤੀ ਮਜ਼ਦੂਰ 2. ਖੇਤੀ ਮਜ਼ਦੂਰ
ಕೃಷಿ ಮಾರುಕಟ್ಟೆ,ਖੇਤੀਬਾੜੀ ਮੰਡੀਕਰਨ
ಕೃಷಿ ತಂತ್ರಜ್ಞಾನ,ਖੇਤੀਬਾੜੀ ਤਕਨਾਲੋਜੀ
1. ಕೃಷಿ 2. ಕೃಷಿ 3. ಕೃಷಿ ವಿಜ್ಞಾನ,1. ਖੇਤੀ 2. ਖੇਤੀ 3. ਖੇਤੀ ਵਿਗਿਆਨ
ಕೃಷಿ ಅರಣ್ಯ,ਖੇਤੀਬਾੜੀ ਜੰਗਲਾਤ
ಕೃಷಿ ಜೀವವೈವಿಧ್ಯ,ਖੇਤੀਬਾੜੀ ਜੈਵ ਵਿਭਿੰਨਤਾ
ಕೃಷಿ ಸಾವಯವ ದೋಷಗಳು,ਖੇਤੀਬਾੜੀ ਜੈਵਿਕ ਨੁਕਸ
ಕೃಷಿ ಜೀವಶಾಸ್ತ್ರ,ਖੇਤੀਬਾੜੀ ਜੀਵ ਵਿਗਿਆਨ
ಕೃಷಿ-ಹವಾಮಾನ ವೈವಿಧ್ಯ,ਖੇਤੀ-ਜਲਵਾਯੂ ਵਿਭਿੰਨਤਾ
ಕೃಷಿ ಹವಾಮಾನ ವಲಯದ ಸೃಷ್ಟಿ,ਖੇਤੀ ਜਲਵਾਯੂ ਖੇਤਰ ਦੀ ਰਚਨਾ
ಕೃಷಿ ಅರಣ್ಯ,ਖੇਤੀ ਜੰਗਲਾਤ
ಕೃಷಿಶಾಸ್ತ್ರ,ਖੇਤੀ ਵਿਗਿਆਨ
ಕೃಷಿಶಾಸ್ತ್ರ,ਖੇਤੀ ਵਿਗਿਆਨਕ
ಕೃಷಿ ಪಶುಪಾಲಕ,ਖੇਤੀਬਾੜੀ ਪੇਸਟੋਰਲ
ಬೆಳೆ ಸಂಸ್ಕರಣೆ,ਫਸਲ ਪ੍ਰੋਸੈਸਿੰਗ
ಹುಲ್ಲು ವಿಜ್ಞಾನ,ਘਾਹ ਵਿਗਿਆਨ
ಬೆಳೆ ಪ್ರಕಾರ,ਫਸਲ ਦੀ ਕਿਸਮ
ಎಪಿಫೈಟ್,epiphyte
ಐಕಿಯೋಚಿ ಮಣ್ಣು,aikiochi ਮਿੱਟੀ
ಬಣ್ಣಗುರುಡು,ਰੰਗ ਅੰਨ੍ਹਾਪਨ
ಅಲ್ಫಿಸೋಲ್,alfisol
ಪಾಚಿ,ਐਲਗੀ
ಪಾಚಿ ರೋಗ,ਐਲਗੀ ਰੋਗ
ಕ್ಷಾರ ನೀರು,ਖਾਰੀ ਪਾਣੀ
ಕ್ಷಾರೀಯ,ਖਾਰੀ
ಪರ್ಯಾಯ,ਵਿਕਲਪਕ
ಅಲ್ಲೆಲೋ ರಸಾಯನಶಾಸ್ತ್ರ,ਐਲੇਲੋ ਕੈਮਿਸਟਰੀ
ಆಲೀಲ್,ਐਲੀਲ
ಅಲೆಲೋಪತಿ,ਐਲੇਲੋਪੈਥੀ
ವೇಥಿ ಬೆಳೆ,ਵੇਥੀ ਦੀ ਫਸਲ
ಪೂರ್ಣಗೊಳ್ಳುವಿಕೆ,ਸੰਪੂਰਨਤਾ
ಫಲೀಕರಣ,ਗਰੱਭਧਾਰਣ ਕਰਨਾ
1. ಸಾಪೇಕ್ಷತೆ 2. ಅಲೋಮೆಟ್ರಿ,1. ਰਿਲੇਟੀਵਿਟੀ 2. ਐਲੋਮੈਟਰੀ
ಮಲ್ಟಿಪ್ಲಾಯ್ಡ್,multiploidy
1. ಪ್ಯಾರಾಜಿಗೋಸಿಟಿ,1. ਪੈਰਾਜ਼ੀਗੋਸਿਟੀ
1. ಪರ್ಯಾಯ ವರ್ಷದ ಕಾರ್ಯ 2. ಪರ್ಯಾಯ ಕಾರ್ಯ,1. ਵਿਕਲਪਕ ਸਾਲ ਫੰਕਸ਼ਨ 2. ਵਿਕਲਪਕ ਫੰਕਸ਼ਨ
ಪರ್ಯಾಯ ಭೂಮಿ ಬಳಕೆ,ਬਦਲਵੀਂ ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ
ಪರಿಸರ,ਵਾਤਾਵਰਣ
ಸುಧಾರಕ,ਸੁਧਾਰਕ
ಮಿಟೋಸಿಸ್,ਮਾਈਟੋਸਿਸ
ಅಮೀನನ್,ਆਮੀਨ
ಅಮೋನಿಯನ್,ਐਮੋਨੀਅਨ
ಆಮ್ನಿಫೆರಸ್,amniferous
1. ನಿಷ್ಪರಿಣಾಮಕಾರಿ ರೂಪ 2. ಅರೂಪಿ,1. ਬੇਅਸਰ ਰੂਪ 2. ਅਰੂਪੀ
ಉಭಯಚರ ಮಿಶ್ರಣ,amphibian ਮਿਸ਼ਰਣ
ಆಂಫೋಟರಿಕ್,ਐਮਫੋਟੇਰਿਕ
ಸಂಗ್ರಹಣೆ,ਭੰਡਾਰ
1. ಆಮ್ಲಜನಕರಹಿತ 2. ಆಮ್ಲಜನಕರಹಿತ ಜೀವಿಗಳು,1. ਐਨਾਇਰੋਬਿਕ 2. ਐਨਾਇਰੋਬਿਕ ਜੀਵ
ಹ್ಯಾಪ್ಲಾಯ್ಡ್,ਹੈਪਲੋਇਡ
ಕೋನೀಯ ನೆಟ್ಟ,ਕੋਣੀ ਲਾਉਣਾ
ಪಶುಸಂಗೋಪನೆ,ਪਸ਼ੂ ਪਾਲਣ
ಪ್ರಾಣಿಗಳ ಮಲವಿಸರ್ಜನೆ,ਜਾਨਵਰ ਦੇ ਮਲ-ਮੂਤਰ
ಜೀವನ ಶಕ್ತಿ,ਜੀਵਤ ਊਰਜਾ
ಅಸಂಗತ,ਅਸਧਾਰਨ
ಒಂದು ವರ್ಷದ ಸಸ್ಯ,ਇੱਕ ਸਾਲ ਪੁਰਾਣਾ ਪੌਦਾ
ವಾರ್ಷಿಕ,ਸਾਲਾਨਾ
1. ಭಾವಪರವಶತೆ 2. ಪ್ರಕಾಶ,1. ਅਨੰਦ 2. ਚਮਕ
ಆಂಥ್ರಾಕ್ಸ್,ਐਂਥ੍ਰੈਕਸ
ಮಾನವಜನ್ಯ ಅಂಶಗಳು,ਮਾਨਵ-ਜਨਕ ਕਾਰਕ
ಬದುಕುಳಿಯುವಿಕೆ,ਬਚਾਅ
1. ಪ್ರತಿಜೀವಕ 2. ಪ್ರತಿಜೀವಕ,1. ਐਂਟੀਬਾਇਓਟਿਕ 2. ਐਂਟੀਬਾਇਓਟਿਕ
ಹಿಮ್ಮೆಟ್ಟಿಸುವ,ਘਿਣਾਉਣੀ
ಉತ್ಕರ್ಷಣ ನಿರೋಧಕ,ਐਂਟੀਆਕਸੀਡੈਂਟ
ಆಂಟಿಟಾಕ್ಸಿನ್,ਐਂਟੀਟੌਕਸਿਨ
ಉಂಗುರದ ಬೆರಳು,ਰਿੰਗ ਉਂਗਲ
1. ಗಿಡಹೇನು 2. ಮಾಹು 3. ಚೇಪಾ,1. ਐਫੀਡ 2. ਮਹੂ 3. ਚੇਪਾ
ಮೇಲಿನ ಮೊಗ್ಗು,ਚੋਟੀ ਦੇ ਮੁਕੁਲ
ಗರಿಷ್ಠ ಪರಿಣಾಮಕಾರಿತ್ವ,ਸਿਖਰ ਪ੍ਰਭਾਵ
ಜೇನುಸಾಕಣೆ,ਮਧੂ ਮੱਖੀ ਪਾਲਣ
ಅಲೈಂಗಿಕತೆ,ਅਲੌਕਿਕਤਾ
ಅಪೊಪ್ಟೋಸಿಸ್,apoptosis
ಅನುಬಂಧಗಳು,ਜੋੜ
ಜೀರ್ಣಕಾರಕವಾಗಿ,ਭੁੱਖ ਵਧਾਉਣ ਵਾਲਾ
ಅನ್ವಯಿಸಲಾಗಿದೆ,ਲਾਗੂ ਕੀਤਾ
ಜಲವಾಸಿ ಕಳೆ,ਜਲਜੀ ਬੂਟੀ
1. ಮರ 2. ಮರದ ನಿವಾಸಿ,1. ਰੁੱਖ 2. ਰੁੱਖ ਨਿਵਾਸੀ
ಕವಲೊಡೆಯುತ್ತಿದೆ,ਬ੍ਰਾਂਚਿੰਗ
ಪ್ರೊಟೊಬೊಟಾನಿಕಲ್ ದಾಖಲೆಗಳು,ਪ੍ਰੋਟੋਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ
ವಲಯ ಸಂಖ್ಯೆ,ਜ਼ੋਨ ਨੰਬਰ
1. ಪ್ರದೇಶ 2. ಪ್ರದೇಶ,1. ਖੇਤਰ 2. ਖੇਤਰ
ಒಣ ಪರಿಸರ ವ್ಯವಸ್ಥೆ,ਖੁਸ਼ਕ ਈਕੋਸਿਸਟਮ
ಕೋಟಿಲ್ಡನ್,cotyledon
ಸೌರಭ್,ਸੌਰਭ
ಆರೊಮ್ಯಾಟಿಕ್ ಸಸ್ಯ,ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ
ಪರಿಮಳಯುಕ್ತ ಅಕ್ಕಿ,ਸੁਗੰਧਿਤ ਚੌਲ
ಇಕ್ಷು ಪುಷ್ಪನ್,ਇਕੁ ਪੁਸ਼ਪੰ ॥
ಅಸೆಪ್ಟಿಕ್,ਅਸੈਪਟਿਕ
1. ಅಸೆಪ್ಟಿಕ್ 2. ಅಸೆಪ್ಟಿಕ್,1. ਅਸੈਪਟਿਕ 2. ਅਸੈਪਟਿਕ
ಅಲೈಂಗಿಕ ಸಂತಾನೋತ್ಪತ್ತಿ,ਅਲੌਕਿਕ ਪ੍ਰਜਨਨ
ಗಾತ್ರ,ਆਕਾਰ
ಆಸ್ತಿ,ਸੰਪਤੀ
1. ಸಮೀಕರಣ 2. ಸಮೀಕರಣ,1. ਸਮੀਕਰਨ 2. ਸਮੀਕਰਨ
1. ಸಂಘ 2. ಸಂಘ,1. ਐਸੋਸੀਏਸ਼ਨ 2. ਐਸੋਸੀਏਸ਼ਨ
1. ಕಾಲಮ್ 2. ಸಂಕೋಚನ,1. ਕਾਲਮ 2. astringency
ಹೆಟೆರೋಜೈಗೋಸಿಟಿ,heterozygosity
1. ಪೂರ್ವಜ 2. ಅಟಾವಿಸಂ,1. ਪੂਰਵਜ 2. ਅਟਾਵਿਜ਼ਮ
ಕಣ,ਕਣ
1. ದೃಢೀಕರಣ 2. ದುರ್ಬಲತೆ,1. ਅਪੁਸ਼ਟਤਾ 2. ਵਿਗਾੜ
ಸ್ವಯಂ ಜೋಡಣೆ,ਸਵੈ ਜੋੜਾ
ಆಟೋಲಿಸಿಸ್,autolysis
1. ಸ್ವಾಭಾವಿಕ ಆಕ್ಸಿಡೀಕರಣ 2. ಸ್ವಾಭಾವಿಕ ಉತ್ಕರ್ಷಣ,1. ਸੁਭਾਵਕ ਆਕਸੀਕਰਨ 2. ਸਵੈ-ਚਾਲਤ ਆਕਸੀਕਰਨ
ಸ್ವಯಂ ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್,ਸਵੈ ਮਲਟੀਪਲੈਕਸ
ಆಕ್ಸಿನ್,auxin
1. ಷೂಕ್ 2. ಟೋಡ್,1. ਹਿਲਾ 2. ਟੌਡ
ದಂಡದ ವೈರಸ್,ਸਜ਼ਾ ਵਾਇਰਸ
1. ಬ್ಯಾಸಿಲಸ್ 2. ಬ್ಯಾಸಿಲಸ್,1. ਬੇਸੀਲਸ 2. ਬੇਸੀਲਸ
1. ಬ್ಯಾಕ್ಟೀರಿಯಾ 2. ಬ್ಯಾಕ್ಟೀರಿಯಾ,1. ਬੈਕਟੀਰੀਆ 2. ਬੈਕਟੀਰੀਆ
ಬ್ಯಾಕ್ಟೀರಿಯಾದ ವಿಷ,ਬੈਕਟੀਰੀਆ ਦੇ ਜ਼ਹਿਰ
ಬಗಸೆ,ਬੈਗਾਸ
ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,ਸੰਤੁਲਨ ਸ਼ੀਟ
ಸಮತೋಲಿತ ರಸಗೊಬ್ಬರ ಬಳಕೆ,ਸੰਤੁਲਿਤ ਖਾਦ ਦੀ ਵਰਤੋਂ
ಬಾರ್ ಗ್ರಾಫ್,ਬਾਰ ਗ੍ਰਾਫ
ತೊಗಟೆ,ਸੱਕ
1. ವಾಯುಭಾರ ಮಾಪಕ 2. ವಾಯುಭಾರ ಮಾಪಕ,1. ਬੈਰੋਮੀਟਰ 2. ਬੈਰੋਮੀਟਰ
1. ಬಜರ್ 2. ಜಡ 3. ಬಂಜರು,1. ਬਜ਼ਰ 2. ਜੜ 3. ਬੰਜਰ
1. ಬೇಸ್ 2. ಬೇಸ್ 3. ಕುಪಾಂಗ್,1. ਅਧਾਰ 2. ਅਧਾਰ 3. ਕੱਪਾਂਗ
1. ತಾಲಾ 2. ಜಲಾನಯನ ಪ್ರದೇಶ,1. ਤਾਲਾ 2. ਬੇਸਿਨ
ತಲಾಬಿಸಾರಿ,ਤਾਲਾਬੀਸਰੀ
1. ಬೇಸಿಸ್ಟರ್ನಮ್ 2. ರೂಟ್ ಹೋಲ್ಡರ್,1. ਬੇਸਿਸਟਰਨਮ 2. ਰੂਟ ਹੋਲਡਰ
ಗಲ್ಫ್ ಮಾನ್ಸೂನ್,ਖਾੜੀ ਮਾਨਸੂਨ
ಹಣ್ಣಿನ ಗಿಡ,ਫਲ ਪੌਦਾ
ಹಾಸಿಗೆ,ਬਿਸਤਰਾ
ಹಾಸಿಗೆ ಸಸ್ಯ,ਬੈੱਡ ਪੌਦਾ
ಹಾಸಿಗೆ,ਬਿਸਤਰਾ
ಬೀಟ್ ಮೊಲಾಸಸ್,ਚੁਕੰਦਰ ਗੁੜ
ಬೆಲ್ಲೋಸ್,ਘੰਟੀ
1. ಪಟ್ಟಿ 2. ಭೂಪ್ರದೇಶ,1. ਪੱਟੀ 2. ਭੂਮੀ
ಲಾಭ-ವೆಚ್ಚದ ವಿಶ್ಲೇಷಣೆ,ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ
ಮಹತ್ವಾಕಾಂಕ್ಷಿ (ಮಾದರಿ),ਚਾਹਵਾਨ (ਨਮੂਨਾ)
ದ್ವೈವಾರ್ಷಿಕ ಸಸ್ಯಗಳು,ਦੋ-ਸਾਲਾ ਪੌਦੇ
ದ್ವಿಪದ,ਬਾਇਨੋਮੀਅਲ
ಜೈವಿಕ ಅಂಶ,ਬਾਇਓਫੈਕਟਰ
ಜೈವಿಕ ಹವಾಮಾನ,ਜੈਵਿਕ ਜਲਵਾਯੂ
ಜೈವಿಕ ಶಕ್ತಿ,ਬਾਇਓ ਊਰਜਾ
ಪ್ರಾಣಿಗಳ ಪರಿಸರ ವಿಜ್ಞಾನ,ਜੀਵ-ਜੰਤੂ ਵਾਤਾਵਰਣ
1. ಬಯೋ-ಪ್ರೊಸೆಸರ್ 2. ಬಯೋ-ರಿಯಾಕ್ಟರ್,1. ਬਾਇਓ-ਪ੍ਰੋਸੈਸਰ 2. ਬਾਇਓ-ਰਿਐਕਟਰ
ಜೀವಗೋಳ,ਜੀਵ-ਮੰਡਲ
ಜೈವಿಕ,ਬਾਇਓਟਿਕ
ಪ್ರಾಣಿಸಂಕುಲ,ਜੀਵ-ਜੰਤੂ
ದಿವಿಲಿಂಗಿ,ਡਿਵਿਲਿੰਗੀ
ಧವಳನ್,ਧਵਲਨ
1. ಪ್ರಧ್ವಸನ್ (ರೋಗ) 2. ಗಸ್ಟ್ ರೋಗ,1. ਪ੍ਰਧਵਾਸਨ (ਰੋਗ) 2. ਗਸਟ ਰੋਗ
ಮಿಶ್ರಣ,ਮਿਲਾਉਣਾ
1. ಅಂಗಮಾರಿ (ರೋಗ) 2. ರೋಗ (ರೋಗ),1. ਅੰਗਮਾਰੀ (ਰੋਗ) 2. ਝੁਲਸ (ਰੋਗ)
1. ಬ್ಲಿಸ್ಟರ್ 2. ಬ್ಲಿಸ್ಟರ್ 3. ಎರಪ್ಶನ್ 4. ಬ್ಲಿಸ್ಟರ್,1. ਛਾਲੇ 2. ਛਾਲੇ 3. ਫਟਣਾ 4. ਛਾਲੇ
ನೀಲಿ ಕ್ರಾಂತಿ,ਨੀਲੀ ਕ੍ਰਾਂਤੀ
ಪ್ಲಾನರ್ ಹೀಟಿಂಗ್ ಚೇಂಬರ್,ਪਲੈਨਰ ਹੀਟਿੰਗ ਚੈਂਬਰ
ಪ್ಲ್ಯಾನರ್ ತಾಪನ ತಂತ್ರಜ್ಞಾನ,ਪਲੈਨਰ ਹੀਟਿੰਗ ਤਕਨਾਲੋਜੀ
ಹೊಟ್ಟು,ਬਰੈਨ
ಕವಲೊಡೆಯುತ್ತಿದೆ,ਬ੍ਰਾਂਚਿੰਗ
1. ರೆಂಬೆ 2. ಉಪಶಾಖೆ,1. ਟਹਿਣੀ 2. ਸਬਬ੍ਰਾਂਚ
ತಳಿ,ਨਸਲ
ಸಂತಾನೋತ್ಪತ್ತಿ,ਪ੍ਰਜਨਨ
ಆರಂಭಿಕ ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ ಚಿಕಿತ್ಸೆ,ਸ਼ੁਰੂਆਤੀ ਉਗਣ ਦਾ ਇਲਾਜ
1. ಮರಿ 2. ಮೊಟ್ಟೆ 3. ಭ್ರೂಣ,1. ਬੱਚਾ 2. ਅੰਡੇ 3. ਭਰੂਣ
ಮೊಳಕೆಯೊಡೆಯುತ್ತಿದೆ,ਉਭਰਦਾ
ಬಜೆಟ್,ਬਜਟ
1.ಆಂಫೋಟೆರಿಕ್ 2. ಬಫರ್,1. ਐਮਫੋਟੇਰਿਕ 2. ਬਫਰ
ಸಿಹಿ ಆಲೂಗಡ್ಡೆ,ਮਿਠਾ ਆਲੂ
ಬಂಟ್ (ರೋಗ),ਬੰਟ (ਰੋਗ)
1. ಉಪ ಉತ್ಪನ್ನ 2. ಉಪ ಉತ್ಪನ್ನ,1. ਉਪ-ਉਤਪਾਦ 2. ਉਪ-ਉਤਪਾਦ
c ತೇವಾಂಶದ ನಿರ್ದಿಷ್ಟ ಕರ್ವ್,c ਨਮੀ ਨਿਰਧਾਰਨ ਕਰਵ
ಎಣ್ಣೆ ಕೇಕ್,ਤੇਲ ਕੇਕ
1. ಸುಣ್ಣ 2. ಕ್ಯಾಲ್ಸಿಯಂ,1. ਚੂਨਾ 2. ਕੈਲਸ਼ੀਅਮ
ಕ್ಯಾಲ್ಸಿಯಾನ್,ਕੈਲਸੀਓਨ
ಫಾಸ್ಫೇಟ್ ತೆಗೆಯುವಿಕೆ,ਫਾਸਫੇਟ ਹਟਾਉਣ
1. ಕಿನಾಟಾ 2. ಕ್ಯಾಲಟಾ,1. ਕਿਨਾਟਾ 2. ਕੈਲਾਟਾ
1.ಕ್ಯಾಲಸ್ 2. ಕಿರಣ,1. ਕੈਲਸ 2. ਕਿਰਨ
1. ಸೀಪಲ್ಸ್ 2. ಕ್ಯಾಲಿಕ್ಸ್,1. ਸੈਪਲਸ 2. ਕੈਲਿਕਸ
ಹೊರಗಿನ ಅಂತ್ಯ,ਬਾਹਰੀ ਅੰਤ
ಈಧಾ,ਏਡਾ
ಕ್ಯಾನ್ಸರ್ (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),ਕੈਂਕਰ (ਬੈਕਟੀਰੀਆ ਦੀ ਬਿਮਾਰੀ)
ಕ್ಯಾನಿಂಗ್,ਕੈਨਿੰਗ
ಆಕಾಶ,ਅਸਮਾਨ
ಹಣಕಾಸು,ਵਿੱਤ
ಪರಾಗಸ್ಪರ್ಶ (ಅಂಜೂರದ ಹಣ್ಣುಗಳು),ਪਰਾਗੀਕਰਨ (ਅੰਜੀਰ ਦਾ)
1. ಕ್ಯಾಪ್ಸುಲ್ 2. ಕ್ಯಾಪ್ಸುಲ್ 3. ಕ್ಯಾಪ್ಸುಲ್,1. ਕੈਪਸੂਲ 2. ਕੈਪਸੂਲ 3. ਕੈਪਸੂਲ
ಕಾರ್ಬೊನೈಸ್ಡ್,ਕਾਰਬਨਾਈਜ਼ਡ
ಕಾರ್ಬೊನಾನ್,ਕਾਰਬਨਾਨ
ಕ್ಯಾರಪೇಸ್,carapace
ಕಂಕಣ,ਬਰੇਸਲੈੱਟ
