Marathi,Assamese
चेसिस,চেছিছ
बिट तपासा,বিট পৰীক্ষা কৰক
चेक अंक,ডিজিট পৰীক্ষা কৰক
बेरीज तपासा,ৰাশি পৰীক্ষা কৰক
शब्द तपासा,শব্দ পৰীক্ষা কৰক
चिप,চিপ
चिप संच,চিপ চেট
निवडा,বাছনি কৰক
रंगीत,ৰঙীনভাৱে
सिफर,চাইফাৰ
सर्किट,বৰ্তনী
परिपत्रक यादी,বৃত্তাকাৰ তালিকা
सायरस,cirus
उद्धरण,উদ্ধৃতি
वर्ग,শ্ৰেণী
वर्ग व्हेरिएबल,ক্লাছ ভেৰিয়েবল
वर्गीकरण,শ্ৰেণীবিভাজন
स्पष्ट,পৰিষ্কাৰ
स्पष्ट क्षेत्र,স্পষ্ট এলেকা
साफ चॅनेल,ক্লিয়াৰ চেনেল
क्लिक करा,ক্লিক কৰক
ग्राहक,গ্ৰাহক
क्लायंट सर्व्हर,ক্লাএন্ট চাৰ্ভাৰ
क्लायंट स्टब,ক্লায়েন্ট ষ্টাব
क्लिप आर्ट,ক্লিপ আৰ্ট
क्लिप आर्ट लायब्ररी,ক্লিপ আৰ্ট লাইব্ৰেৰী
क्लिप बोर्ड,ক্লিপ বৰ্ড
क्लिपर,ক্লিপাৰ
क्लिपर चिप,ক্লিপাৰ চিপ
गट,ক্লিক
घड्याळ,ঘড়ী
घड्याळ चक्र,ঘড়ীৰ চক্ৰ
घड्याळ वारंवारता,ঘড়ীৰ কম্পাঙ্ক
घड्याळ हार्डवेअर,ঘড়ী হাৰ্ডৱেৰ
घड्याळाची नाडी,ঘড়ীৰ স্পন্দন
घड्याळाचा वेग,ঘড়ীৰ গতি
घड्याळ सिंक्रोनाइझेशन,ঘড়ী সমন্বয়
घड्याळाची टिक,ঘড়ীৰ টিক
क्लोन,ক্ল&#39;ন
बंद,বন্ধ
क्लोज सर्किट टीव्ही (सीसीटीव्ही),ক্ল&#39;জ চাৰ্কিট টিভি (CCTV)
बंद,বন্ধ কৰা
क्लाउड संगणन,ক্লাউড কম্পিউটিং
क्लस्टर,গুচ্ছ
लेपित कार्ड,আৱৰণযুক্ত কাৰ্ড
लेपित कागद,আৱৰণযুক্ত কাগজ
समाक्षीय,সমাক্ষীয়
समाक्षीय केबल,সমাক্ষীয় কেবল
कोडासिल,কোডাচাইল
कोड,ক&#39;ড
कोड जनरेटर,ক&#39;ড জেনেৰেটৰ
कोड पृष्ठ,ক&#39;ড পৃষ্ঠা
कोड शब्द,ক&#39;ড শব্দ
कोडर,ক&#39;ডাৰ
कोडिंग तपासणी,ক&#39;ডিং পৰীক্ষা
कोडिंग फॉर्म,ক&#39;ডিং ফৰ্ম
कोडिंग शीट,ক&#39;ডিং শ্বীট
गुणांक,সহগ
सुसंगतता,সংহতি
थंड बूट,ঠাণ্ডা বুট
थंड सुरुवात,ঠাণ্ডা আৰম্ভণি
सहयोग,সহযোগিতা
कोसळणे,পতন হোৱা
कोलेट,collate
कोलेट टेप,টেপ কোলেট কৰক
टक्कर,সংঘৰ্ষ
कोलन,বৃহদান্ত্ৰ
रंग (रंग),ৰং (ৰং)
रंग संपृक्तता,ৰঙৰ পৰিপূৰকতা
रंग टेबल,ৰঙৰ টেবুল
स्तंभ,স্তম্ভ
संयोजन,সংমিশ্ৰণ
कॉम्बो बॉक्स,কম্বো বক্স
आज्ञा,আদেশ
कमांड बटण,কমাণ্ড বুটাম
आदेश यादी,কমাণ্ড তালিকা
टिप्पणी,মন্তব্য
वचनबद्धता,অংগীকাৰ
वस्तू,পণ্য
कॉमन बिझनेस ओरिएंटेड लँग्वेज (कोबोल),সাধাৰণ ব্যৱসায়মুখী ভাষা (Cobol)
सामान्य त्रुटी,সাধাৰণ ভুল
सामान्य भाषा,সাধাৰণ ভাষা
सामान्य दिनचर्या,সাধাৰণ ৰুটিন
संवाद,যোগাযোগ
संप्रेषण लाइन,যোগাযোগ লাইন
संप्रेषण मोड,যোগাযোগ ধৰণ
संप्रेषण नेटवर्क,যোগাযোগ নেটৱৰ্ক
संप्रेषण पॅरामीटर,যোগাযোগ প্ৰাচল
संप्रेषण प्रणाली,যোগাযোগ ব্যৱস্থা
कॉम्पॅक्शन,সংকোচন
साथीदार,কম্পাণ্ডাৰ
companding,companding
कंपनी नेटवर्क,কোম্পানী নেটৱৰ্ক
तुलना चाचणी,তুলনামূলক পৰীক্ষা
सुसंगतता,সামঞ্জস্যতা
सुसंगत,উপযুক্ত
संकलन,সংকলন
संकलित करा आणि जा,কম্পাইল কৰক আৰু যাওক
संकलक,কম্পাইলাৰ
कंपाइलर भाषा,কম্পাইলাৰ ভাষা
पूरक,পৰিপূৰক
दहावर पूरक,দহজনৰ ওপৰত পৰিপূৰক
पूरक,পৰিপূৰক
पूर्ण वाहून,সম্পূৰ্ণ কঢ়িয়াই নিয়া
जटिल,জটিল
जटिल संख्या,জটিল সংখ্যা
घटक,উপাদান
घटक ऑब्जेक्ट मॉडेल (COM),উপাদান বস্তুৰ আৰ্হি (COM)
संमिश्र,কম্পোজিট
रचना,সুৰ-ৰচনা
संगणकीय,গণনামূলক
संगणक,কম্পিউটাৰ
संगणक केंद्र,কম্পিউটাৰ কেন্দ্ৰ
संगणक तज्ञ,কম্পিউটাৰ বিশেষজ্ঞ
संगणक ग्राफिक्स,কম্পিউটাৰ গ্ৰাফিক্স
संगणक सूचना,কম্পিউটাৰৰ নিৰ্দেশনা
संगणक भाषा,কম্পিউটাৰ ভাষা
संगणक नेटवर्क,কম্পিউটাৰ নেটৱৰ্ক
संगणक शास्त्र,কম্পিউটাৰ বিজ্ঞান
संगणक सुरक्षा,কম্পিউটাৰ সুৰক্ষা
संगणक सिम्युलेटन,কম্পিউটাৰ চিমুলেটন
संगणक तज्ञ,কম্পিউটাৰ বিশেষজ্ঞ
संगणकीकरण,কম্পিউটাৰাইজেচন
संगणकतज्ज्ञ,কম্পিউটাৰিষ্ট
संगणकीकरण,কম্পিউটাৰাইজ কৰা
संगणन,কম্পিউটিং
संकल्पना,ধাৰণা
एकरूपता,সমকালীনতা
समवर्ती,সমকালীন
कंडिशन व्हेरिएबल,কণ্ডিচন ভেৰিয়েবল
सशर्त ऑपरेटर,চৰ্তসাপেক্ষ অপাৰেটৰ
सशर्त विधान,চৰ্তসাপেক্ষ বিবৃতি
कंडक्टर,পৰিবাহী
कॉन्फरन्सिंग,কনফাৰেন্সিং
गोपनीयता,গোপনীয়তা
कॉन्फिगरेशन,বিন্যাস
गर्दी,ভিৰ
संयोग,সংযোগ
गती कनेक्ट करा,সংযোগ গতি
कनेक्शन,সংযোগ
कनेक्शन कमी संप्रेषण,সংযোগ কম যোগাযোগ
कनेक्शन प्रकाशन,সংযোগ মুক্তি
कनेक्टिव्हिटी,সংযোগ
कनेक्टर,সংযোগকাৰী
सलग,একেৰাহে
परिणामी,ফলস্বৰূপ
कन्सोल,কনছ&#39;ল
एकत्रीकरण,একত্ৰীকৰণ
स्थिर,নেৰানেপেৰা
सतत सूचना,নিৰন্তৰ নিৰ্দেশনা
मर्यादा,বাধা
बांधकाम करणारा,কনষ্ট্ৰাক্টৰ
कंटेनर,পাত্ৰ
सामग्री,বিষয়
संदर्भ,সন্দৰ্ভ
संदर्भ मुक्त व्याकरण (CFG),প্ৰসংগ মুক্ত ব্যাকৰণ (CFG)
संदर्भ स्विच,প্ৰসংগ চুইচ
आकस्मिकता,আকস্মিকতা
आकुंचन,সংকোচন
कॉन्ट्रास्ट,বিষমতা
नियंत्रण,নিয়ন্ত্ৰণ
नियंत्रण क्षेत्र,নিয়ন্ত্ৰণ এলেকা
