Odiya,Marathi
ବ୍ୟାଣ୍ଡ ଓସାର |,बँड रुंदी
ବ୍ୟାଙ୍କର ଆଲଗୋରିଦମ |,बँकरचा अल्गोरिदम
ବାର୍ କୋଡ୍,बार कोड
ବାର୍ କୋଡ୍ ସ୍କାନର୍ |,बार कोड स्कॅनर
ବାର୍ ଗ୍ରାଫ୍ |,बार आलेख
ମୂଳ ଠିକଣା,मूळ पत्ता
ବେସ୍ ବ୍ୟାଣ୍ଡ |,बेस बँड
ଆଧାର ସଂଖ୍ୟା,आधार क्रमांक
ଆଧାର ଟେବୁଲ୍ |,बेस टेबल
ବେସିକ୍ |,बेसिक
ମ basic ଳିକ ନିୟନ୍ତ୍ରଣ |,मूलभूत नियंत्रण
ମ basic ଳିକ ଇନପୁଟ୍ |,मूलभूत इनपुट
ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ,मूलभूत सूचना
ମ basic ଳିକ ଆଉଟପୁଟ୍,मूलभूत आउटपुट
ମ basic ଳିକ ପଦକ୍ଷେପ |,मूलभूत पायरी
ବ୍ୟାଚ୍,तुकडी
ବ୍ୟାଚ୍ ଫାଇଲ୍ |,बॅच फाइल
ବ୍ୟାଚ୍ ସ୍ଥିତି |,बॅच स्थिती
ବ୍ୟାଚ୍ ପ୍ରକ୍ରିୟାକରଣ |,बॅच प्रक्रिया
ବ୍ୟାଚ୍ ସିଷ୍ଟମ୍ |,बॅच सिस्टम
baud,बॉड
ବାଉଡ୍ ହାର,बॉड दर
ବିମ୍,तुळई
ମାନଦଣ୍ଡ,बेंचमार्क
ଦ୍ୱି-ଦିଗୀୟ ଯୋଗାଯୋଗ |,द्विदिश संप्रेषण
ଦ୍ୱି-ଦିଗୀୟ ଲିଙ୍କ୍ |,द्विदिश दुवा
ବାଇନାରୀ କୋଡ୍ |,बायनरी कोड
ବାଇନାରୀ ଅଙ୍କ,बायनरी अंक
ବାଇନାରୀ ଇନପୁଟ୍ ଆଉଟପୁଟ୍ ସିଷ୍ଟମ୍ (BIOS),बायनरी इनपुट आउटपुट सिस्टम (BIOS)
ବାଇନାରୀ ସଂଖ୍ୟା,बायनरी संख्या
ବାଇନାରୀ ଅପରେଟର୍ |,बायनरी ऑपरेटर
ବାଇନାରୀ ସମ୍ପର୍କ |,बायनरी संबंध
ବାଇନାରୀ ସନ୍ଧାନ |,बायनरी शोध
ବାଇନାରୀ ସନ୍ଧାନ ବୃକ୍ଷ (BST),बायनरी सर्च ट्री (BST)
ବାଇନାରୀ ସ୍ଥାନାନ୍ତର |,बायनरी हस्तांतरण
ବାଇନାରୀ ଗଛ |,बायनरी झाड
ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି,द्विध्रुवीय मेमरी
ଜନ୍ମ ମୃତ୍ୟୁ ମଡେଲ |,जन्म मृत्यू मॉडेल
ଜନ୍ମ ମୃତ୍ୟୁ ପ୍ରକ୍ରିୟା |,जन्म मृत्यू प्रक्रिया
ବିଟ୍,बिट
ବିଟ୍ ଦୋଷ |,थोडा दोष
ବିଟ୍ ମାନଚିତ୍ର,बिट नकाशा
ବିଟ୍ ମାନଚିତ୍ର ପିକ୍ସେଲ୍ (BMP),बिट मॅप पिक्सेल (BMP)
ବିଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,बिट मॅट्रिक्स
ବିଟ୍ ପ୍ୟାଟର୍ |,बिट नमुना
ବିଟ୍ ସ୍ଥିତି |,बिट स्थिती
ବିଟ୍ ହାର,बिट दर
କଳା ବାକ୍ସ ପରୀକ୍ଷା,ब्लॅक बॉक्स चाचणी
ink ଲସି ଉଠୁଛି |,लुकलुकणे
ବ୍ଲକ,ब्लॉक
କ୍ୟାଚ୍ ଅବରୋଧ କରନ୍ତୁ |,ब्लॉक कॅशे
ଯାଞ୍ଚ ଯାଞ୍ଚ କରନ୍ତୁ |,ब्लॉक चेक
କପି କପି କରନ୍ତୁ |,ब्लॉक कॉपी
ବ୍ଲକ ଚିତ୍ର,ब्लॉक आकृती
ନେଟୱର୍କକୁ ଅବରୋଧ କରୁଛି,ब्लॉकिंग नेटवर्क
ବୋର୍ଡ,बोर्ड
ପୁସ୍ତକ ଚିହ୍ନ,पुस्तक चिन्ह
ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |,बुलियन बीजगणित
ବୁଲିଅନ୍ ସମ୍ପର୍କ |,बुलियन संबंध
ବୁଟ ବିଭାଜନ,बूट विभाजन
ବୁଟ ଷ୍ଟ୍ରାପିଂ,बूट strapping
ବୁଟ-ଷ୍ଟ୍ରାପ ଲୋଡର,बूट-स्ट्रॅप लोडर
ସେତୁ,पूल
ବ୍ରଡବ୍ୟାଣ୍ଡ ନେଟୱର୍କିଙ୍ଗ |,ब्रॉडबँड नेटवर्किंग
ପ୍ରସାରଣ,प्रसारण
ରେଡିଓ ପ୍ରସାରଣ |,रेडिओ प्रसारित करा
ବ୍ରାଉଜ୍ କରନ୍ତୁ |,ब्राउझ करा
ବ୍ରାଉଜର୍,ब्राउझर
ବି-ଗଛ |,बी-वृक्ष
ବବୁଲ୍ ମେମୋରୀ |,बबल मेमरी
ବବୁଲ୍ ସର୍ଟ୍ |,बबल क्रमवारी
ବାଲଟି,बादली
ସାଥୀ ସିଷ୍ଟମ୍,मित्र प्रणाली
ବଜେଟ୍ ପ୍ରଭାବଶାଳୀ ନିୟନ୍ତ୍ରଣ |,बजेट प्रभावी नियंत्रण
ବଫର୍,बफर
ତ୍ରୁଟି,किडा
ବସ୍,बस
ବାଇଟ୍ |,बाइट
ବାଇଟ୍ କୋଡ୍ |,बाइट कोड
ଗ,c
C ++,C++
କ୍ୟାଚ୍,कॅशे
କ୍ୟାଚ୍ ବଫର୍ |,कॅशे बफर
କ୍ୟାଶେ ମେମୋରୀ,कॅशे मेमरी
ଗଣନା,गणना
କାଲକୁଲେଟର,कॅल्क्युलेटर
କାଲକୁଲେଟର ଚିପ୍,कॅल्क्युलेटर चिप
କଲ୍ କରନ୍ତୁ |,कॉल
ନାମରେ କଲ୍ କରନ୍ତୁ |,नावाने कॉल करा
ରେଫରେନ୍ସ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |,संदर्भानुसार कॉल करा
ମୂଲ୍ୟ ଅନୁଯାୟୀ କଲ୍ କରନ୍ତୁ |,मूल्यानुसार कॉल करा
ଭେରିଏବଲ୍ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |,व्हेरिएबल्सद्वारे कॉल करा
କଲ୍ ଗେଟ୍ |,कॉल गेट
ବାତିଲ୍ କରନ୍ତୁ |,रद्द करा
ବାତିଲ୍ ବଟନ୍,रद्द करा बटण
କାନୋନିକାଲ୍ |,प्रामाणिक
କାନୋନିକାଲ୍ ଫର୍ମ |,प्रामाणिक स्वरूप
ସାମର୍ଥ୍ୟ |,क्षमता
ସାମର୍ଥ୍ୟ ତାଲିକା |,क्षमता यादी
କ୍ଷମତା,क्षमता
କ୍ୟାପ୍ ଲକ୍ କୀ |,कॅप्स लॉक की
କାର୍ଡ,कार्ड
କାର୍ଡ ରିଡର୍ |,कार्ड रीडर
ହୃଦୟ,मुख्यत्वे
ବାହକ,वाहक
ବାହକ ବ୍ୟାଣ୍ଡ |,वाहक बँड
ବାହକ ଭାର,वाहक लोड
ବାହକ ସଙ୍କେତ,वाहक सिग्नल
ବାହକ ତରଙ୍ଗ |,वाहक लहर
ବହନ କର,वाहून नेणे
ଅଙ୍କ ବହନ କର |,कॅरी अंक
ପତାକା ବହନ କର |,ध्वज घेऊन जा
କାର୍ଟ୍ରିଜ୍ ଡିସ୍କ |,काडतूस डिस्क
କ୍ୟାସକେଡ୍ |,कॅस्केड
କେସ୍,केस
କ୍ୟାଥୋଡ୍ ରେଡ୍ ଟ୍ୟୁବ୍ (CRT),कॅथोड रे ट्यूब (सीआरटी)
କ୍ୟାଥୋଡ୍ ରେଶ୍ ଟ୍ୟୁବ୍ (CRT),कॅथोड रे ट्यूब (सीआरटी)
CD ROM ଡିସ୍କ ଡ୍ରାଇଭ |,CD ROM डिस्क ड्राइव्ह
କକ୍ଷ,सेल
ସେଲ୍ ଆନିମେସନ୍ |,सेल अॅनिमेशन
ସେଲୁଲାର୍ ଫୋନ୍ |,भ्रमणध्वनी
କେନ୍ଦ୍ରୀୟ ସ୍ମୃତି,केंद्रीय स्मृती
କେନ୍ଦ୍ରୀୟ ପ୍ରକ୍ରିୟାକରଣ ଏକକ (CPU),सेंट्रल प्रोसेसिंग युनिट (CPU)
କେନ୍ଦ୍ରୀଭୂତ ପ୍ରଣାଳୀ |,केंद्रीकृत प्रणाली
ସାର୍ଟିଫିକେଟ୍ ଟେପ୍ |,प्रमाणित टेप
ଶୃଙ୍ଖଳା,साखळी
ଶୃଙ୍ଖଳା ତଥ୍ୟ,साखळी डेटा
ଶୃଙ୍ଖଳା ଲିଙ୍କ୍ |,साखळी दुवा
ଶିକୁଳି,चेनिंग
ଚ୍ୟାନେଲ୍ |,चॅनल
ଚ୍ୟାନେଲ ବ୍ୟସ୍ତ ସ୍ୱର |,चॅनेल व्यस्त टोन
ଚ୍ୟାନେଲ କ୍ଷମତା |,चॅनेल क्षमता
ଚ୍ୟାନେଲ ନିୟନ୍ତ୍ରକ,चॅनेल नियंत्रक
ଚ୍ୟାନେଲ ତ୍ରୁଟି |,चॅनेल त्रुटी
ଚ୍ୟାନେଲ୍ ପ୍ରୋଗ୍ରାମ୍ |,चॅनेल कार्यक्रम
ଚ୍ୟାନେଲ ନିର୍ଭରଯୋଗ୍ୟତା |,चॅनेल विश्वसनीयता
ଚ୍ୟାନେଲ୍ ସେଟ୍ |,चॅनेल सेट
ବର୍ଣ୍ଣ,वर्ण
ବର୍ଣ୍ଣ କୋଡ୍,वर्ण कोड
ବର୍ଣ୍ଣ ଚାବି,वर्ण की
ବର୍ଣ୍ଣ ପାଠକ,वर्ण वाचक
ବର୍ଣ୍ଣ ଆକାର,वर्ण आकार
ଚାର୍ଟ,तक्ता
ଖାସ୍,चेसिस
ବିଟ୍ ଯାଞ୍ଚ କରନ୍ତୁ |,बिट तपासा
ଅଙ୍କ ଯାଞ୍ଚ କରନ୍ତୁ |,चेक अंक
ଯାଞ୍ଚ ରାଶି,बेरीज तपासा
ଶବ୍ଦ ଯାଞ୍ଚ କରନ୍ତୁ |,शब्द तपासा
ଚିପ୍,चिप
ଚିପ୍ ସେଟ୍ |,चिप संच
ବାଛନ୍ତୁ |,निवडा
କ୍ରୋମେଟିକ୍,रंगीत
ସାଇଫର୍,सिफर
ସର୍କିଟ,सर्किट
ବୃତ୍ତାକାର ତାଲିକା |,परिपत्रक यादी
ସାଇରସ୍,सायरस
ଉଦ୍ଧୃତ,उद्धरण
ଶ୍ରେଣୀ,वर्ग
କ୍ଲାସ୍ ଭେରିଏବଲ୍ |,वर्ग व्हेरिएबल
ବର୍ଗୀକରଣ,वर्गीकरण
ସଫା,स्पष्ट
