Tamil,Bengali
பரோனேடேஜ்,ব্যারোনেটেজ
பேரோனெட்டி,ব্যারোনেটসি
பேரோனி,ব্যারনি
பாராகூன்,ব্যারাকুন
பாராகூன்,ব্যারাকুন
தடுப்பு (=பேரிகாடோ),ব্যারিকেড (=ব্যারিকেড)
தடுப்பு (=பேரிகாடோ),ব্যারিকেড (=ব্যারিকেড)
தடுப்பு (=பேரிகாடோ),ব্যারিকেড (=ব্যারিকেড)
அடிப்படை முகாம்,সেনাঘাঁটি
பேராலயம்,ব্যাসিলিকা
பேராலயம்,ব্যাসিলিকা
பஸ்திலா,বাস্তিলা
பாஸ்டில்,বাস্তিল
பாஸ்டில்,বাস্তিল
மின்கலம்,ব্যাটারি
போர்,যুদ্ধ
போர்-வரிசை,ব্যাটলে-অ্যারে
யுத்த அழுகுரல்,যুদ্ধ কান্না
போர் டின்,যুদ্ধ দিন
போர்க்களம்,যুদ্ধক্ষেত্র
போர் பாடல்,যুদ্ধের স্তব
ஸ்பர்ஸ் போர்,স্পার্সের যুদ্ধ
ஸ்டாண்டர்ட் போர்,স্ট্যান্ডার্ড যুদ্ধ
போர்க்கப்பல்,যুদ্ধজাহাজ
போர்க்கப்பல்-வலிமை,যুদ্ধজাহাজ-শক্তি
பேயுக்ஸ் சீலை,Bayeux ট্যাপেস্ট্রি
கலங்கரை விளக்கம்,বীকন
கலங்கரை விளக்கம் கோபுரம்,বীকন টাওয়ার
பீவர்,বিভার
பீவர்,বিভার
கடலின் பிச்சைக்காரர்கள்,সমুদ্রের ভিক্ষুক
பெல்லிகோஸ்,বেলিকোস
பெல்லிகோஸ்,বেলিকোস
பெல்லிகோஸ்,বেলিকোস
பெல்கோசிட்டி,বেলিকোসিটি
பெல்லோனா,বেলোনা
நன்மை,উপকারিতা
குருமார்களின் பலன்,যাজকদের সুবিধা
பெனலக்ஸ்,বেনেলাক্স
பெர்லின் ஆணை,বার্লিন ডিক্রি
பெர்சர்கர்,বেসার
பெசன்ட் (=பெசண்ட்),বেসান্ট (=বেজেন্ট)
பெத்தேல்,বেথেল
நூலாசிரியர்,বিবিলিওলেটর
புத்தக வழிபாடு,বিবিলিওলাট্রি
பெரிய பெர்தா,বিগ বার্থা
மதவெறி,বিগট
பில்லெட்டிங்,বিলেটিং
பில்,অ্যাটেন্ডারের বিল
உரிமைகள் மசோதா,অধিকার বিল
வாழ்க்கை வரலாற்றாசிரியர்,জীবনীকার
பிறப்பு கதைகள்,জন্মের গল্প
Bivouac,বিভাক
Bivouac,বিভাক
Bivouac,বিভাক
பிசோனியா,বিজোনিয়া
கருப்பு பறவைகள்,কালো পাখি
கருப்பு கொடி,কালো পতাকা
கருந்துளை,কৃষ্ণ গহ্বর
கருந்துளை,কৃষ্ণ গহ্বর
கருப்பு கால் (=சிரங்கு),কালো পা (= স্ক্যাব)
கருப்பு சட்டை,কালো শার্ট
பிளேசன்,ব্লাজন
பிளேசன்,ব্লাজন
பிரகாசம்,ব্লাজনরি
பிரகாசம்,ব্লাজনরি
பிளிட்ஸ்கிரீக்,Blitzkrieg
இரத்தமில்லாத புரட்சி (=புகழ்பெற்ற புரட்சி),রক্তহীন বিপ্লব (=গৌরবময় বিপ্লব)
இரத்தம் கொண்டவர்,ব্লাডওয়াইট
ப்ளடி மேரி,ব্লাডি মেরি
நீலம்,নীল
நீல இரத்தம்,আভিজাত্য
நீல புத்தகம்,নীল বই
நீல தலைப்பட்டை,নীল পটি
நீல தலைப்பட்டை,নীল পটি
ப்ளூஸ் (=ராயல் குதிரை காவலர்கள்),ব্লুজ (=রয়্যাল হর্স গার্ড)
நீல நிற சட்டை,নীল শার্ট
நீல நீர் பள்ளி,ব্লু ওয়াটার স্কুল
கட்டுப்பாட்டு வாரியம்,নিয়ন্ত্রণ বোর্ড
உடல் கவசம்,শরীরবর্ম
போயர்,বোয়ার
கொள்ளை,লুঠ
பெருநகரம்,বরো
பவுல்யூடெரியன்,বুলিউটেরিয়ন
போர்பன்,বোরবন
குத்துச்சண்டை வீரர் கிளர்ச்சி,বক্সার বিদ্রোহ
பிரேஸ்,বন্ধনী
பிராசர்ட்,ব্রাসার্ড
பிராசர்ட்,ব্রাসার্ড
ரொட்டி காலனிகள்,রুটি উপনিবেশ
மார்பக தட்டு,ব্রেস্ট প্লেট
மார்பக வேலை,স্তনের কাজ
ப்ரெட்வால்டா,ব্রেটওয়াল্ডা
பிரிகாண்ட்,ব্রিগ্যান্ড
பிரிகாண்டேஜ்,ব্রিগ্যান্ডেজ
பிரிட்டிஷ் காமன்வெல்த் நாடுகள்,ব্রিটিশ কমনওয়েলথ অফ নেশনস
பிரவுன் ஷர்ட்ஸ் (=நாஜிக்கள்),ব্রাউন শার্ট (=নাৎসি)
பிரஸ்ஸல்ஸ் உடன்படிக்கை (ஒப்பந்தம்) அமைப்பு (=மேற்கு ஐரோப்பிய ஒன்றியம்),ব্রাসেলস চুক্তি (চুক্তি) সংস্থা (=পশ্চিম ইউরোপীয় ইউনিয়ন)
பஃப்,বাফ
பஃப்,বাফ
பஃப்-கோட்,বাফ-কোট
பஃப்ஸ்,বাফস
புலே (=சபை),বুলে (= পরিষদ)
பர்கேஜ்,বার্গেজ
பர்கெஸ்,বার্গেস
பைசண்டைன்,বাইজেন্টাইন
பைசண்டைன் தேவாலயம்,বাইজেন্টাইন গির্জা
பைசண்டைன் பேரரசு,বাইজেন্টাইন সাম্রাজ্য
பைசண்டைன் சகாப்தம்,বাইজেন্টাইন যুগ
பைசண்டைன் வரலாற்றாசிரியர்கள்,বাইজেন্টাইন ইতিহাসবিদ
கபால்,ক্যাবল
சீசரிசம்,সিজারিজম
கலீஃபா,খলিফা
எழுத்தாளன்,ক্যালিগ্রাফার
கையெழுத்து எழுதுபவர்,ক্যালিগ্রাফিস্ট
எழுத்துக்கலை,ক্যালিগ্রাফি
கால்ட்ராப்,ক্যালট্রপ
தோழமை,বন্ধুত্ব
கேமரிலா,ক্যামারিলা
கேமரிலா,ক্যামারিলা
கேமலாகம்,ক্যামেলাউকাম
உருமறைப்பு,ছদ্মবেশ
பிரச்சாரம்,প্রচারণা
முகாம் பின்பற்றுபவர்,শিবিরের অনুসারী
காம்போ சாண்டோ,ক্যাম্পো সান্টো
மார்டியஸ் வளாகம்,ক্যাম্পাস মার্টিয়াস
கேனபோரா,ক্যানেফোরা
கங்கு,ক্যাঙ্গু
பீரங்கி,কামান
பீரங்கி தீவனம்,কামানের খাদ্যরুপে পরিগণিত মানুষ
நியதி,ক্যানন
நியதி சட்டம்,ক্যানন আইন
கனோபஸ் ஆணை,ক্যানোপাস ডিক্রি
ஆயுதங்களை ஏந்துதல்,ক্যান্টিং অস্ত্র
கைதி,বন্দী
பிடிப்பவன்,বন্দী
கார்டினல்,মৌলিক
கார்ல்,কার্ল
கரோலிங்கியன் வம்சம்,ক্যারোলিংজিয়ান রাজবংশ
கார்த்தூசியன் பிரிவு,কার্থুসিয়ান সম্প্রদায়
கார்டோசா,কার্টোসা
காஸ்ட்லியன்,কাস্টেলীয়
காஸ்ட்லியன்,কাস্টেলীয়
சாதி அமைப்பு,বর্ণপ্রথা
கோட்டை,দুর্গ
கோட்டை,দুর্গ
கோட்டை நகரம்,দুর্গ শহর
காஸ்ட்ரா,কাস্ত্রা
காஸ்ட்ரா,কাস্ত্রা
கதீட்ரா,ক্যাথেড্রা
கதீட்ரல்,ক্যাথিড্রাল
கேட்டோ ஸ்ட்ரீட் சதி,ক্যাটো স্ট্রিট ষড়যন্ত্র
காடிலோ,কাউডিলো
காவலர்,অশ্বারোহী
காவலர்,অশ্বারোহী
கவாலியர் பாராளுமன்றம்,অশ্বারোহী সংসদ
அதுலாம் குகை,আদুল্লামের গুহা
குகை ஓவியம்,গুহাচিত্র
குகை ஓவியம்,গুহাচিত্র
சென்டம்விர்,সেন্টুমভির
செஞ்சுரியன்,সেঞ্চুরিয়ান
நூற்றாண்டு,সেঞ্চুরি
சங்கிலி கவசம் (=செயின் மெயில்),চেইন আর্মার (= চেইন মেইল)
சாந்த்ரி,চ্যানট্রি
சாந்த்ரி,চ্যানট্রি
அத்தியாய புத்தகம்,চ্যাপ বই
சாப்ளின்,চ্যাপলিন
அத்தியாயம்,অধ্যায়
விபத்துகளின் அத்தியாயம்,দুর্ঘটনার অধ্যায়
கட்டணம்,চার্জ
பொறுப்பாளர்கள்,চার্জ ডি অ্যাফেয়ার্স
கட்டணம் பிரித்தல்,চার্জ বিভাজন
சார்ஜர்,চার্জার
தேர்,রথ
தேரோட்டி,সারথি
தேரோட்டி,সারথি
தேரோட்டி,সারথি
தொண்டு சமையலறை,দাতব্য রান্নাঘর
சாசனம்,সনদ
சார்டிஸ்ட் இயக்கம் (=சார்டிசம்),চার্টিস্ট আন্দোলন (=চার্টিজম)
சார்ட்டோபிலாசியம்,চার্টোফাইলাসিয়াম
அரட்டை,Chateau
செக் போஸ்ட்,চেক পোস্ট
இரசாயனப் போர்,রাসায়নিক যুদ্ধ
செஸ்டர்,চেস্টার
முதல்வர்,প্রধান
தலைவன்,প্রধান
தலைவன்,প্রধান
தலைவன்,প্রধান
சிஃப்பான்,শিফন
வீரம்,বীরত্ব
தேர்ந்தெடுக்கப்பட்ட மக்கள்,নির্বাচিত মানুষ
கிறிஸ்மோகிராஃபியன்,ক্রিসমোগ্রাফিয়ন
கிறிஸ்தவமண்டலம்,খ্রিস্টধর্ম
கிறிஸ்தவ சகாப்தம்,খ্রিস্টীয় যুগ
கிறிஸ்தவ சோசலிசம்,খ্রিস্টান সমাজতন্ত্র
நாளாகமம்,ক্রনিকল
க்ரோனிக்லர்,ক্রনিকলার
கிரைஸ் செர்சோனீஸ்,Chryse Chersonese
சிமிலியம்,সিমেলিয়াম
Cinquecento உடை,সিনকুয়েসেন্টো স্টাইল
சுற்றறிக்கை,পরিক্রমা
சிஸ்டர்சியன் துறவி,সিস্টারসিয়ান সন্ন্যাসী
கோட்டை,সিটাডেল
மேற்கோள்,উদ্ধৃতি
மேற்கோள்,উদ্ধৃতি
கீழ்ப்படியாமை,আইন অমান্য
உள்நாட்டுப் போர்,গৃহযুদ্ধ
சிவிஸ் ரோமானஸ்,সিভিস রোমানাস
கிளாசிக்கல் வயது,শাস্ত্রীয় বয়স
கிளெஃப்ட் (=கிளெஃப்ட்),ক্লেফ্ট (=ক্লেফ্ট)
மதகுருத்துவம்,কেরানিবাদ
மதகுரு,ক্লারাচ
க்ளூனியாக் இயக்கம்,ক্লুনিয়াক আন্দোলন
கோட் கவசம்,কোট বর্ম
கோட் ஆஃப் ஆர்ம்ஸ்,অস্ত্রের কোট
கோட் ஆஃப் ஆர்ம்ஸ்,অস্ত্রের কোট
கோட் ஆஃப் ஆர்ம்ஸ்,অস্ত্রের কোট
அஞ்சல் கோட்,ডাকের কোট
கோஹார்ட்,সমদল
கொமிடியா,কমিটিয়া
கொமிடியா செஞ்சுரியாட்டா,Comitia Centuriata
கொமிடியா குரியாட்டா,কমিটিয়া কুরিয়াটা
கமிட்டியா திரிபுட்டா,Comitia Tributa
நினைவு வளைவு,স্মারক খিলান
நினைவு நாணயம்,স্মারক মুদ্রা
நினைவு முத்திரை,স্মারক সীলমোহর
பொதுவான புலம்,সাধারণ ক্ষেত্র
கம்யூனார்ட்,কমুনার্ড
கான்கார்டாட்,কনকর্ড্যাট
கான்கார்டாட்,কনকর্ড্যাট
காண்டோட்டியர்,কনডোটিয়ের
உறுதிப்படுத்தல் கார்டரம்,নিশ্চিতকরণ Cartarum
மோதல்,দ্বন্দ্ব
சபை,ধর্মসভা
மாநிலத்தை வென்றது,বিজয়ী রাষ্ট্র
வெற்றியாளர்,বিজয়ী
வெற்றியாளர்,বিজয়ী
கான்சிலியம்,কনসিলিয়াম
கன்சிஸ்டரி,কনসিস্টরি
சதி,ষড়যন্ত্র
சதி,ষড়যন্ত্র
துாதரகம்,কনস্যুলেট
ஆலோசனை புத்தகம்,কনসুলেশন বই
கான்டினென்டல் அமைப்பு,মহাদেশীয় ব্যবস্থা
மாநாடு பாராளுமன்றம்,কনভেনশন সংসদ
காப்பர்ஹெட்ஸ் (=அமைதி ஜனநாயகவாதிகள்),কপারহেডস (=শান্তি গণতন্ত্রী)
காப்பிஹோல்ட்,কপিহোল্ড
சுற்றிவளைத்தல்,কর্ডনিং
கொரோனா,করোনা
முடிசூட்டு விழா,রাজ্যাভিষেক
முடிசூட்டுக்கல்,রাজ্যাভিষেক পাথর
கார்பஸ்,কর্পাস
கோர்செயர்,কর্সেয়ার
கோர்செயர்,কর্সেয়ার
கோர்செட் (=கோர்செலெட்),কাঁচুলি (= কর্সেলেট)
கோர்டெஸ்,কর্টেস
கோட்டர் (=கோட்டியர்),কোটার (=কোটিয়ার)
கோட்டர் (=கோட்டியர்),কোটার (=কোটিয়ার)
பலடினேட் எண்ணுங்கள்,কাউন্ট প্যালাটিনেট
நாட்டு வீடு,দেশের বাড়ি
மாவட்டம்,কাউন্টি
கவுண்டி பரோ,কাউন্টি বরো
மாவட்ட நீதிமன்றங்கள்,কাউন্টি আদালত
கவுண்டி பாலாடைன்,কাউন্টি প্যালাটাইন
நீதிமன்றம்,আদালত
நீதிமன்றம்,আদালত
நீதிமன்ற சுற்றறிக்கை,আদালতের সার্কুলার
நீதிமன்ற ஆசாரம்,আদালতের শিষ্টাচার
நீதிமன்ற அதிகாரி,দরবারী
கேசேஷன் நீதிமன்றம்,ক্যাসেশন আদালত
இயக்குநர்கள் நீதிமன்றம் (EIC),কোর্ট অফ ডিরেক্টরস (EIC)
உரிமையாளர்களின் நீதிமன்றம்,মালিকদের আদালত
நீதிமன்ற கவிஞர்,দরবারের কবি
உடன்படிக்கை செய்யப்பட்ட கேமரோனியர்கள்,চুক্তিবদ্ধ ক্যামেরোনিয়ান
கிரீடம்,মুকুট
கிரீடம்,মুকুট
கிரீடம்,মুকুট
கிரீடம் நிலம்,মুকুট জমি
கிரீடம் நிலம்,মুকুট জমি
பட்டத்து இளவரசர்,ক্রাউন প্রিন্স
சிலுவைப் போர்,ক্রুসেড
சிலுவைப்போர்,ক্রুসেডার
கிரிப்டோகிராம்,ক্রিপ্টোগ্রাম
குயிராஸ்,কুইরাস
கியூராசியர்,কুইরাসিয়ার
வழிபாட்டு தெய்வம்,কাল্ট দেবতা
கியூரியா,কুরিয়া
கியூரியா,কুরিয়া
ஜாரிசம்,জারবাদ
இருண்ட கண்டம்,অন্ধকার মহাদেশ
தீர்ப்பு நாள்,বিচারের দিন
தீர்ப்பு நாள்,বিচারের দিন
டீன்,যাজক
தசாப்தம்,দশক
டெனாரியஸ்,ডেনারিয়াস
பதவி நீக்கம் செய்யப்பட்ட மன்னர்,ক্ষমতাচ্যুত রাজা
கெடுக்கும்,নষ্ট করা
கெடுதல்,বিলুপ্তি
அரியணை,ডিথ্রোন
டயடம்,ডায়ডেম
டயடம்,ডায়ডেম
டயடம்,ডায়ডেম
தியாசியா,ডায়াসিয়া
டிகாஸ்டீரியம்,ডিকাস্টেরিয়াম
டிலுவியலிஸ்ட்,ডিলুভিয়ালিস্ট
மறைமாவட்டம்,ডায়োসিস
மறைமாவட்டம்,ডায়োসিস
டைரக்டயர் (=டைரக்டரி),নির্দেশিকা (=নির্দেশনা)
டைரக்டயர் (=டைரக்டரி),নির্দেশিকা (=নির্দেশনা)
திர்ஹம்,দিরহাম
விசுவாசமற்ற,অবিশ্বাসী
விசுவாசமற்ற,অবিশ্বাসী
தோல்வியின் கோட்பாடு,ভুলের মতবাদ
ஆவணம்,দলিল
ஆவண ஆதாரம்,দালিলিক প্রমাণ
டோம்ஸ்டே புத்தகம்,গম্বুজের বই
கான்ஸ்டன்டைன் நன்கொடை,কনস্টানটাইনের দান
பேரழிவு,নিয়তি
வரதட்சணை ராணி,ডাওগার রানী
டிராகன்,ড্রাগন
டிரோமேடியன்,ড্রোমেডারিয়ান
டிரோமெடரி,ড্রোমেডারি
ட்ரோமண்ட்,ড্রমন্ড
இரட்டை,দ্বৈত
இரட்டைக் கூட்டணி,দ্বৈত জোট
இரட்டை எண்ணம்,ডুয়েল এন্টেন্টে
இரட்டை அமைப்பு (=இரட்டை அரசாங்கம்),দ্বৈত ব্যবস্থা (= দ্বৈত সরকার)
டியூக்,ডিউক
டுமா,ডুমা
வாமன அவதாரம்,বামন অবতার
ஆள்குடி,রাজবংশ
ஆள்குடி,রাজবংশ
கழுகு,ঈগল
கிழவன்,বুড়ো মানুষ
ஏர்ல்,আর্ল
ஏர்ல்டம்,প্রাচীনত্ব
ஆரம்பகால குப்தர்கள்,প্রারম্ভিক গুপ্ত
ஆரம்பகால (வரலாற்று) தளங்கள்,প্রারম্ভিক (ঐতিহাসিক) সাইট
ஆரம்ப வேத காலம்,প্রারম্ভিক বৈদিক যুগ
பிரசங்கம்,ইক্লেসিয়া
மறுசீரமைப்பு ஆணை,পুনরুদ্ধারের আদেশ
எட்டு மடங்கு பாதை,আট ভাঁজ পথ
பெரியவர்கள்,প্রবীণ
மூத்த அரசியல்வாதி (=ஜென்ரோ),বয়স্ক রাষ্ট্রনায়ক (=জেনরো)
யானைக்கால்,হাতির ছাগু
பதினோரு வருட கொடுங்கோன்மை,এগারো বছরের অত্যাচার
எலிசே (=எலிசே),Elysae (=Elysee)
அடைப்பு இயக்கம்,ঘের আন্দোলন
கலைக்களஞ்சியம்,এনসাইক্লিক্যাল
கலைக்களஞ்சிய இயக்கம்,বিশ্বকোষবাদী আন্দোলন
என்டென்டே,Entente
என்டென்ட் கார்டியல்,Entente cordiale
சிம்மாசனம்,সিংহাসন
பரிவாரங்கள்,এনট্যুরেজ
எபோத்,এফোদ
எபோர்,ইফোর
காவிய யுகம்,মহাকাব্য যুগ
காவிய நாயகன்,মহাকাব্যিক নায়ক
கல்வெட்டு,এপিগ্রাফ
எபிஸ்கோப்பசி,এপিস্কোপ্যাসি
பேராயர்,এপিস্কোপেট
அத்தியாயம்,পর্ব
சகாப்தம்,যুগ
சகாப்தத்தை உருவாக்கும் நிகழ்வு,যুগ তৈরির ঘটনা
சகாப்தத்தை உருவாக்கும் மனிதன்,যুগ সৃষ্টিকারী মানুষ
பெயர்ச்சொல்,উপনাম
குதிரைப்படை,ইকুয়েরি
குதிரைப்படை,ইকুয়েরি
குதிரையேற்ற சிலை,অশ্বারোহী মূর্তি
சகாப்தம்,যুগ
எர்கஸ்டுலம்,এরগাস্টুলাম
நற்கருணை,ইউক্যারিস্ট
சுவிசேஷம்,ধর্মপ্রচার
சுவிசேஷ இயக்கம்,ধর্মপ্রচার আন্দোলন
சுவிசேஷகர்,ধর্মপ্রচারক
Exarch,Exarch
Exilarch,এক্সিল্যার্ক
ஃபாலாங்கிஸ்ட்,ফালাঙ্গিস্ট
தந்தை நிலம்,পিতার জমি
தந்தை நிலம்,পিতার জমি
ஃபெரியா,ফেরিয়া
ஃபெட்டிஷ்,ফেটিশ
நிலப்பிரபுத்துவ சொத்துக்கள்,সামন্ত জোত
நிலப்பிரபுத்துவம் (=நிலப்பிரபுத்துவ அமைப்பு),সামন্ততন্ত্র (=সামন্ততন্ত্র)
நிலப்பிரபுத்துவ அமைப்பு,সামন্ততান্ত্রিক ব্যবস্থা
நிலப்பிரபுத்துவம் கொண்டவர்,সামন্ত
Fidei defensor (=நம்பிக்கையின் பாதுகாவலர்),ফিদেই রক্ষাকারী (=বিশ্বাসের রক্ষক)
ஃபிஃப்,ফিফ
கள அமைப்பு,ক্ষেত্র ব্যবস্থা
பதினைந்தாவது வரி,পঞ্চদশ কর
உருவத் தலை,ফিগার হেড
ஃபின் டி சீக்கிள்,ফিন ডি siecle
நெருப்பு உண்பவர்,আগুন ভক্ষক
ஐந்து மைல் சட்டம்,পাঁচ মাইল আইন
கொடி,পতাকা
