Marathi,Telugu
ध्वनिक विलंब रेखा,శబ్ద ఆలస్యం రేఖ
ध्वनिक विकृती,శబ్ద వక్రీకరణ
ध्वनिक नलिका,శబ్ద వాహిక
ध्वनिक ऊर्जा,శబ్ద శక్తి
ध्वनिक अभिप्राय,శబ్ద అభిప్రాయం
ध्वनिक फिल्टर,శబ్ద వడపోత
ध्वनीविषयक प्रतिबाधा,శబ్ద ఇంపెడెన్స్
ध्वनीविषयक प्रसार स्थिर,శబ్ద ప్రచారం స్థిరాంకం
ध्वनिक प्रतिकार,శబ్ద నిరోధకత
ध्वनिकरित्या इन्सुलेटेड,శబ్దపరంగా ఇన్సులేట్ చేయబడింది
ध्वनिकी,ధ్వని
संपादन,సముపార్జన
परिवर्णी शब्द,ఎక్రోనిం
कृती क्षेत्र,కార్యాచరణ ప్రాంతం
सक्रिय फिलामेंट,సక్రియం చేయబడిన ఫిలమెంట్
सक्रिय,క్రియాశీల
सक्रिय क्षेत्र,క్రియాశీల ప్రాంతం
सक्रिय विंडो,క్రియాశీల విండో
अनुकूलता,అనుకూలత
अ‍ॅडॉप्टर (अ‍ॅडॉप्टर),అడాప్టర్
अ‍ॅडॉप्टिव्ह डिफरेंशनल पल्स कोड मॉड्यूलेशन,అడాప్టివ్ డిఫరెన్షియల్ పల్స్ కోడ్ మాడ్యులేషన్
अॅड्रेस बुक,చిరునామా పుస్తకం
अ‍ॅड्रेस बस,చిరునామా బస్సు
पत्ता ठराव,చిరునామా తీర్మానం
लगतच चॅनेल हस्तक्षेप,ప్రక్కనే ఉన్న ఛానల్ జోక్యం
लगतच चॅनेल निवड,ప్రక్కనే ఉన్న ఛానల్ సెలెక్టివిటీ
समीप वारंवारता,ప్రక్కనే ఉన్న ఫ్రీక్వెన్సీ
समीप फ्रिक्वेन्सी चॅनेल,ప్రక్కనే ఉన్న ఫ్రీక్వెన్సీ ఛానల్
लगतचे चित्र वाहक,ప్రక్కనే ఉన్న పిక్చర్ క్యారియర్
समीप ध्वनी वाहक,ప్రక్కనే ఉన్న సౌండ్ క్యారియర్
समीप स्टेशन,ప్రక్కనే ఉన్న స్టేషన్
समायोज्य,సర్దుబాటు
समायोज्य कंडेन्सर,సర్దుబాటు కండెన్సర్
दबाव समायोजित करणे,సర్దుబాటు ఒత్తిడిని
पाना समायोजित करणे,రెంచ్ సర్దుబాటు
समायोजन,సర్దుబాటు
प्रशासक,నిర్వాహకుడు
आधुनिक तंत्रज्ञान,అధునాతన సాంకేతిక పరిజ్ఞానం
हवाई,ఆకాశయాన
एरियल अ‍ॅरे,వైమానిక శ్రేణి
एरियल बूस्टर,వైమానిక బూస్టర్
एरियल करंट,వైమానిక ప్రవాహం
एरियल अर्थिंग स्विच,వైమానిక ఎర్తింగ్ స్విచ్
हवाई कार्यक्षमता,వైమానిక సామర్థ్యం
हवाई प्रतिबाधा,వైమానిక ఇంపెడెన్స్
एरियल इंडक्टन्स,వైమానిక ఇండక్టెన్స్
एरियल इन्सुलेटर,వైమానిక అవాహకం
एरियल लोडिंग कॉइल,వైమానిక లోడింగ్ కాయిల్
एरियल फोटोग्राफी,వైమానిక ఫోటోగ్రఫీ
हवाई शक्ती,వైమానిక శక్తి
एरियल रेडिएशन रीस्टन्स,వైమానిక రేడియేషన్ రీస్టెన్స్
हवाई प्रतिक्रिया,వైమానిక ప్రతిచర్య
एरोडायनामिक्स,ఏరోడైనమిక్స్
एजन्सी,ఏజెన్సీ
एअर कॉम्प्रेसर,వాయువుని కుదించునది
एअर कंडेन्सर,ఎయిర్ కండెన్సర్
वातानुकूलित,గాలి చల్లబడింది
एअर कोर्ड कॉइल,ఎయిర్ కోర్డ్ కాయిల్
वातानुकुलीत,ఎయిర్ కండిషనింగ్
अल्बेडो,ఆల్బెడో
अल्गोरिदम,అల్గోరిథం
अलियासिंग,అలియాసింగ్
संरेखित,సమలేఖనం
संरेखन,అమరిక
सर्व वेव्ह एरियल,అన్ని వేవ్ వైమానిక
वाटप,కేటాయింపు
वर्णमाला,అక్షరాలు
अल्फान्यूमेरिक,ఆల్ఫాన్యూమరిక్
अल्फान्यूमेरिक वर्ण,ఆల్ఫాన్యూమరిక్ పాత్ర
अल्फान्यूमेरिक माहिती,ఆల్ఫాన్యూమరిక్ సమాచారం
वैकल्पिक चालू (ए.सी.),ప్రత్యామ్నాయ కరెంట్ (a.c.)
वैकल्पिक,ప్రత్యామ్నాయం
अल्टरनेटर,ఆల్టర్నేటర్
समुद्रसपाटीपासूनची उंची,ఎత్తు
अपोजीची उंची,పొక్కు ఎత్తు
पेरिगीची उंची,మూత యొక్క ఎత్తు
हौशी रेडिओ संप्रेषण,Te త్సాహిక రేడియో కమ్యూనికేషన్
वातावरण,వాతావరణం
वातावरण मायक्रोफोन,వాతావరణ మైక్రోఫోన్
वातावरणीय स्थिती,పరిసర పరిస్థితి
वातावरणीय प्रकाश,పరిసర లైటింగ్
सभोवतालचा आवाज,పరిసర శబ్దం
वातावरणीय तापमान,పరిసర ఉష్ణోగ్రత
अमेरिकन मानक कोड,అమెరికన్ స్టాండర్డ్ కోడ్
अँपियर,Ampere
अ‍ॅम्पेअर मीटर,ఆంపియర్ మీటర్
प्रवर्धन,విస్తరణ
प्रवर्धन घटक,యాంప్లిఫికేషన్ కారకం
एम्पलीफायर,యాంప్లిఫైయర్
एम्पलीफायर गेन,యాంప్లిఫైయర్ లాభం
एम्पलीफायर आवाज,యాంప్లిఫైయర్ శబ్దం
एम्प्लिफाइंग उपकरणे,పరికరాలను విస్తరించడం
क्लीस्ट्रॉनचे विस्तार,క్లైస్ట్రాన్ విస్తరించడం
एम्प्लिफाइंग युनिट,యాంప్లిఫైయింగ్ యూనిట్
मोठेपणा,వ్యాప్తి
मोठेपणा विकृती,వ్యాప్తి వక్రీకరణ
मोठेपणा सहन,వ్యాప్తి విహారయాత్ర
मोठेपणा घटक,వ్యాప్తి కారకం
मोठेपणा मर्यादा,వ్యాప్తి పరిమితి
मोठेपणा मॉड्यूलेटेड,వ్యాప్తి మాడ్యులేటెడ్
मोठेपणा मॉड्यूलेशन,యాంప్లిట్యూడ్ మాడ్యులేషన్
एनालॉग (अ‍ॅनालॉग),అనలాగ్ (అనలాగ్)
एनालॉग सर्किट,అనలాగ్ సర్క్యూట్
एनालॉग संगणक,అనలాగ్ కంప్యూటర్
एनालॉग रेडिओ फ्रिक्वेन्सी चॅनेल,ఫ్రీక్వెన్సీ ఛానల్
एनालॉग प्रतिनिधित्व,అనలాగ్ ప్రాతినిధ్యం
एनालॉग सिग्नल,అనలాగ్ సిగ్నల్
डिजिटल टू डिजिटल,డిజిటల్‌కు అనలాగ్
डिजिटल कन्व्हर्टर टू एनालॉग,డిజిటల్ కన్వర్టర్‌కు అనలాగ్
एनालॉग व्हिडिओ,అనలాగ్ వీడియో
समान,సారూప్యత
समानता,సారూప్యత
विश्लेषण,విశ్లేషణ
डेटाचे विश्लेषण,డేటా యొక్క విశ్లేషణ
विश्लेषणात्मक घनता,విశ్లేషణాత్మక సాంద్రత
विश्लेषण,విశ్లేషించడానికి
विश्लेषक,ఎనలైజర్
उपकरणे,సహాయక పరికరాలు
आणि गेट,మరియు గేట్
कोलिमेशनचा कोन,కొలిమేషన్ యొక్క కోణం
ध्रुवीकरणाचा कोन,ధ్రువణ కోణం
रोटेशनचा कोन,భ్రమణ కోణం
अँगस्ट्रॉम (Å),గోరు
कोनीय,కోణీయ
कोनीय प्रवेग,కోణీయ త్వరణం
कोनीय समन्वय,కోణీయ సమన్వయాలు
कोनीय विक्षेपण,కోణీయ విక్షేపం
कोनीय फैलाव,కోణీయ చెదరగొట్టడం
कोनीय विस्थापन,కోణీయ స్థానభ్రంశం
कोनीय त्रुटी,కోణీయ లోపం
कोनीय वारंवारता,కోణీయ పౌన .పున్యం
कोनीय गती,కోణీయ మొమెంటం
कोनीय गती,కోణీయ కదలిక
कोनीय गती,కోణీయ వేగం
अ‍ॅनिमेशन,యానిమేషన్
एनोड,యానోడ్
एनोड बॅटरी,యానోడ్ బ్యాటరీ
एनोड वैशिष्ट्य,యానోడ్ లక్షణం
एनोड सर्किट,యానోడ్ సర్క్యూట్
एनोड अपव्यय,యానోడ్ వెదజల్లడం
एनोड कार्यक्षमता,యానోడ్ సామర్థ్యం
एनोड इनपुट पॉवर,యానోడ్ ఇన్పుట్ శక్తి
एनोड मॉड्यूलेशन,యానోడ్ మాడ్యులేషన్
अँटेना,యాంటెన్నా
अँटेना बीमविड्थ,యాంటెన్నా బీమ్విడ్త్
अँटेना बूस्टर,యాంటెన్నా బూస్టర్
अँटेना चेंजओव्हर स्विच,యాంటెన్నా చేంజ్ఓవర్ స్విచ్
अँटेना कॉइल,యాంటెన్నా కాయిల్
अँटेना कॉन्फिगरेशन,యాంటెన్నా కాన్ఫిగరేషన్
अँटेना कपलर,యాంటెన్నా కప్లర్
अँटेना क्रॉस ध्रुवीय नमुना,యాంటెన్నా క్రాస్ ధ్రువ నమూనా
अँटेना करंट,యాంటెన్నా కరెంట్
अँटेना डायरेक्टिव्हिटी गेन,యాంటెన్నా డైరెక్టివిటీ లాభం
अँटेना डुप्लेक्सर,యాంటెన్నా డ్యూప్లెక్సర్
अँटेना प्रभावी क्षेत्र,యాంటెన్నా ప్రభావవంతమైన ప్రాంతం
अँटेना कार्यक्षमता,యాంటెన్నా సామర్థ్యం
अँटेना फीड,యాంటెన్నా ఫీడ్
अँटेना फूट प्रिंट,యాంటెన్నా ఫుట్ ప్రింట్
अँटेना गेन,యాంటెన్నా లాభం
अँटेना उंची,యాంటెన్నా ఎత్తు
अँटेना प्रतिबाधा,యాంటెన్నా ఇంపెడెన్స్
अँटेना इंडक्टन्स,యాంటెన్నా ఇండక్టెన్స్
अँटेना पॅटर्न,యాంటెన్నా నమూనా
अँटेना प्लेक्सर,యాంటెన్నా ప్లెక్సర్
अँटेना ध्रुवीकरण,యాంటెన్నా ధ్రువణత
अँटेना पॉवर,యాంటెన్నా శక్తి
अँटेना पॉवर गेन,యాంటెన్నా శక్తి లాభం
अँटेना रेडिएशन प्रतिरोध,యాంటెన్నా రేడియేషన్ నిరోధకత
अँटेना रिएक्टन्स,యాంటెన్నా రియాక్టెన్స్
अँटेना परावर्तक,యాంటెన్నా రిఫ్లెక్టర్
अँटेना प्रतिकार,యాంటెన్నా నిరోధకత
अँटेना रेझोनंट वारंवारता,యాంటెన్నా ప్రతిధ్వని ఫ్రీక్వెన్సీ
अँटेना स्पेसिंग,యాంటెన్నా స్పేసింగ్
अँटेना स्विचिंग रूम,యాంటెన్నా స్విచింగ్ రూమ్
अँटेना ट्यूनिंग कॉइल,యాంటెన్నా ట్యూనింగ్ కాయిల్
अँटेना ट्यूनिंग झोपडी,యాంటెన్నా ట్యూనింగ్ హట్
छिद्र,ఎపర్చరు
अपोजी,అపోజీ
अपोजी रॉकेट,అపోజీ రాకెట్
उपकरणे,ఉపకరణం
उघड,స్పష్టంగా
Let पलेट,ఆప్లెట్
अर्ज,అప్లికేషన్
अंदाजे,సుమారు
जलीय द्रावण,అక్వేస్ ద్రావణం
कंस,ఆర్క్
आर्किटेक्चर,వాస్తుశిల్పం
ध्वनी रेकॉर्डिंगचे संग्रहण हस्तांतरण,సౌండ్ రికార్డింగ్ యొక్క ఆర్కైవల్ బదిలీ
संग्रहण,ఆర్కైవ్స్
अंकगणित कोडिंग,అంకగణిత కోడింగ్
आर्मेचर,ఆర్మేచర్
आर्मेचर विंडिंग,ఆర్మేచర్ వైండింగ్
रचना,అమరిక
अरेस्टर,అరేస్టర్
बोलता,ఉచ్చారణ
कलाकृती (= कलाकृती),(= కళాఖండము
चढत्या,ఆరోహణ
प्रसर गुणोत्तर,కారక నిష్పత్తి
असेंबलर,సమీకరించేవాడు
प्रतिपादन,వాదన
असाइनमेंट,అప్పగింత
असाइनमेंट चॅनेल,అసైన్‌మెంట్ ఛానల్
असममित,అసమాన
एसिन्क्रोनस,అసమకాలిక
वातावरण,వాతావరణం
वातावरणीय नुकसान,వాతావరణ నష్టం
वातावरणीय आवाज,వాతావరణ శబ్దం
वातावरणीय दबाव,వాతావరణ పీడనం
वातावरणीय प्रसार,వాతావరణ ప్రచారం
वातावरणीय रेडिओ-वेव्ह,వాతావరణ రేడియో-వేవ్
वातावरण,వాతావరణం
अणू,అణువు
अणु रचना,అణు నిర్మాణం
संलग्नक,అటాచ్మెంట్
क्षीणन,అటెన్యుయేషన్
क्षमतेचे नुकसान,అటెన్యుయేషన్ నష్టం
ध्वनी लहरींचे लक्ष वेधणे,ధ్వని తరంగాల యొక్క అటకన
अ‍ॅटेन्युएटर,అటెన్యూయేటర్
अ‍ॅटेन्युएटर-पॅड,అటెన్యూయేటర్-ప్యాడ్
ऑडिबिलिटी थ्रेशोल्ड,విడిబిలిటీ థ్రెషోల్డ్
ऐकण्यायोग्य,వినగల
ऐकण्यायोग्य वारंवारता,వినగల ఫ్రీక్వెన్సీ
ऐकण्यायोग्य टोन,వినగల స్వరం
ऐकण्यायोग्य-स्पेक्ट्रम,వినగల-స్పెక్ట్రం
प्रेक्षक,ప్రేక్షకులు
ऑडिओ,ఆడియో
ऑडिओ एम्पलीफायर,ఆడియో యాంప్లిఫైయర్
ऑडिओ विश्लेषक,ఆడియో ఎనలైజర్
ऑडिओ प्रसारण,ఆడియో ప్రసారం
ऑडिओ केबल,ఆడియో కేబుల్
ऑडिओ साखळी,ఆడియో గొలుసు
ऑडिओ कोडेक,ఆడియో కోడెక్
ऑडिओ कॉम्प्रेशन,ఆడియో కుదింపు
ऑडिओ कॉम्प्रेसर,ఆడియో కంప్రెసర్
ऑडिओ कन्सोल,ఆడియో కన్సోల్
ऑडिओ विकृती,ఆడియో వక్రీకరణ
ऑडिओ डायनॅमिक श्रेणी,ఆడియో డైనమిక్ పరిధి
ऑडिओ फाइल स्वरूप,ఆడియో ఫైల్ ఫార్మాట్
ऑडिओ फ्रेम स्वरूप,ఆడియో ఫ్రేమ్ ఫార్మాట్
ऑडिओ फ्रिक्वेन्सी एम्पलीफायर,ఆడియో ఫ్రీక్వెన్సీ యాంప్లిఫైయర్
ऑडिओ फ्रिक्वेन्सी जनरेटर,ఆడియో ఫ్రీక్వెన్సీ జనరేటర్
ऑडिओ वारंवारता श्रेणी,ఆడియో ఫ్రీక్వెన్సీ పరిధి
ऑडिओ वारंवारता प्रतिसाद,ఆడియో ఫ్రీక్వెన్సీ ప్రతిస్పందన
ऑडिओ लिमिटर,ఆడియో పరిమితి
ऑडिओ लाइन,ఆడియో లైన్
ऑडिओ मिक्सर,ఆడియో మిక్సర్
ऑडिओ मॉड्यूलेशन,ఆడియో మాడ్యులేషన్
ऑडिओ ऑसीलेटर,ఆడియో ఓసిలేటర్
ऑडिओ आउटपुट,ఆడియో అవుట్పుట్
ऑडिओ पॉवर,ఆడియో శక్తి
ऑडिओ गुणवत्ता,ఆడియో నాణ్యత
ऑडिओ सिग्नल,ఆడియో సిగ్నల్
ऑडिओ सिग्नल प्रक्रिया,ఆడియో సిగ్నల్ ప్రాసెసింగ్
ऑडिओ स्पेक्ट्रम,ఆడియో స్పెక్ట్రం
ऑडिओ स्टोरेज,ఆడియో నిల్వ
ऑडिओ सब-कॅरियर,ఆడియో సబ్ క్యారియర్
ऑडिओ ट्रान्सफॉर्मर,ఆడియో ట్రాన్స్ఫార్మర్
ऑडिओ ट्रान्समीटर,ఆడియో ట్రాన్స్మిటర్
ऑडिओ/व्हिडिओ कॉम्प्रेशन,శ్రవణ/వీడియో కుదింపు
ऑडिओ-फ्रिक्वेन्सी ऑसीलेटर,ఆడియో-ఫ్రీక్వెన్సీ ఓసిలేటర్
ऑडिओ-फ्रिक्वेन्सी सिग्नल,ఆడియో-ఫ్రీక్వెన్సీ సిగ్నల్
ऑडिओमेट्री,ఆడియోమెట్రీ
ऑडिओ-व्हिज्युअल मदत,ఆడియో-విజువల్ ఎయిడ్
श्रवणविषयक समज,శ్రవణ అవగాహన
प्रमाणीकरण,ప్రామాణీకరణ
अधिकृत वाहक वारंवारता,అధీకృత క్యారియర్ ఫ్రీక్వెన్సీ
ऑटो कॅड,ఆటో క్యాడ్
ऑटो डायग्नोस्टिक्स,ఆటో డయాగ్నస్టిక్స్
स्वयंचलित,ఆటోమేటిక్
स्वयंचलित नियंत्रण,స్వయంచాలక నియంత్రణ
स्वयंचलित शोध,ఆటోమేటిక్ డిటెక్షన్
स्वयंचलित उपकरणे,స్వయంచాలక పరికరాలు
स्वयंचलित वारंवारता नियंत्रण,ఆటోమేటిక్ ఫ్రీక్వెన్సీ కంట్రోల్
स्वयंचलित मर्यादा,ఆటోమేటిక్ లిమిటర్
स्वयंचलित मशीन,ఆటోమేటిక్ మెషిన్
स्वयंचलित Phasae नियंत्रण,ఆటోమేటిక్ ఫేసే నియంత్రణ
स्वयंचलित चित्र संप्रेषण,ఆటోమేటిక్ పిక్చర్ ట్రాన్స్మిషన్
स्वयंचलित प्लेबॅक,ఆటోమేటిక్ ప్లేబ్యాక్
स्वयंचलित उर्जा नियंत्रण,ఆటోమేటిక్ పవర్ కంట్రోల్
स्वयंचलित प्रोग्रामिंग,ఆటోమేటిక్ ప్రోగ్రామింగ్
स्वयंचलित रेकॉर्डिंग,ఆటోమేటిక్ రికార్డింగ్
स्वयंचलित रीसेट,ఆటోమేటిక్ రీసెట్
स्वयंचलित शटर,ఆటోమేటిక్ షట్టర్
स्वयंचलित प्रणाली,ఆటోమేటిక్ సిస్టమ్
स्वयंचलित टेलिफोन,ఆటోమేటిక్ టెలిఫోన్
स्वयंचलित तापमान नियंत्रण,స్వయంచాలక ఉష్ణోగ్రత నియంత్రణ
स्वयंचलित व्होल्टेज नियामक,ఆటోమేటిక్ వోల్టేజ్ రెగ్యులేటర్
स्वयंचलित व्हॉल्यूम कॉम्प्रेसर,ఆటోమేటిక్ వాల్యూమ్ కంప్రెసర్
स्वयंचलित व्हॉल्यूम नियंत्रण,ఆటోమేటిక్ వాల్యూమ్ కంట్రోల్
स्वयंचलित व्हॉल्यूम विस्तारक,ఆటోమేటిక్ వాల్యూమ్ ఎక్స్‌పాండర్
ऑटोमेशन,ఆటోమేషన్
ऑटोमेशन नियंत्रण,ఆటోమేషన్ నియంత్రణ
ऑटोमेशन फ्रिक्वेन्सी कंट्रोलर,ఆటోమేషన్ ఫ్రీక్వెన్సీ కంట్రోలర్
सहाय्यक,సహాయక
सहाय्यक ऑडिओ बस,సహాయక ఆడియో బస్సు
उपलब्ध शक्ती,అందుబాటులో ఉన్న శక్తి
हिमस्खलन ब्रेकडाउन,హిమపాతం విచ్ఛిన్నం
सरासरी जीवन,సగటు జీవితం
सरासरी दबाव,సగటు పీడనం
सरासरी वेग,సగటు వేగం
फिरकीची अक्ष,స్పిన్ యొక్క అక్షం
अजीमुथ,అజిముత్
अजीमुथ कोन,అజిముత్ కోణం
अजीमुथ त्रुटी,అజిముత్ లోపం
मागे प्रकाश,బ్యాక్ లైట్
बॅक प्रोजेक्शन,బ్యాక్ ప్రొజెక్షన్
बॅक व्होल्टेज (= रिव्हर्स व्होल्टेज),వెనుక వోల్టేజ్ (= రివర్స్ వోల్టేజ్)
बॅकफायर (आर्क बॅक),బ్యాక్‌ఫైర్ (ఆర్క్ బ్యాక్)
पार्श्वभूमी प्रकाश,నేపథ్య కాంతి
पार्श्वभूमी आवाज,వెనుకవైపు శబ్ధం
पार्श्वभूमी प्रोजेक्शन,నేపథ్య ప్రొజెక్షన్
बॅकअप,బ్యాకప్
बफल,అడ్డుపడే
बेकिंग,బేకింగ్
संतुलित ऑडिओ,సమతుల్య ఆడియో
संतुलित ऑडिओ लाइन,సమతుల్య ఆడియో లైన్
संतुलित ट्रान्समिशन लाइन,సమతుల్య ప్రసార రేఖ
संतुलन,బ్యాలెన్సింగ్
गिट्टी,బ్యాలస్ట్
गिट्टी फॅक्टर,బ్యాలస్ట్ కారకం
बालुन,బలున్
बँड,బ్యాండ్
बँड पास फिल्टर,బ్యాండ్ పాస్ ఫిల్టర్
बँड निवडकर्ता,బ్యాండ్ సెలెక్టర్
बँड स्प्लिटिंग,బ్యాండ్ విభజన
बँड स्टॉप फिल्टर,బ్యాండ్ స్టాప్ ఫిల్టర్
बँड स्विच,బ్యాండ్ స్విచ్
बँड ट्यूनिंग,బ్యాండ్ ట్యూనింగ్
बँडविड्थ,బ్యాండ్‌విడ్త్
बार,బార్
बार कोड,బార్ కోడ్
बार डेटा,బార్ డేటా
बेअर बँड,బేర్ బ్యాండ్
बेअर दिवा,బేర్ లాంప్
धान्याचे कोठार,బార్న్ డోర్
बेस बँड,బేస్ బ్యాండ్
बेस बँड सिग्नल,బేస్ బ్యాండ్ సిగ్నల్
बेस बँड सिस्टम,బేస్ బ్యాండ్ వ్యవస్థ
बेस ब्राउझर,బేస్ బ్రౌజర్
बेस कलेक्टर जंक्शन,బేస్ కలెక్టర్ జంక్షన్
बेस इन्सुलेटर,బేస్ ఇన్సులేటర్
बास,బాస్
बास भरपाई,బాస్ పరిహారం
बास लाऊडस्पीकर (वूफर),బాస్ లౌడ్‌స్పీకర్ (వూఫర్)
बॅच स्कॅनिंग,బ్యాచ్ స్కానింగ్
बॅटरी चार्जिंग,బ్యాటరీ ఛార్జింగ్
तुळई,బీమ్
बीट,బీట్
बीट फ्रिक्वेन्सी ऑसीलेटर,బీట్ ఫ్రీక్వెన్సీ ఓసిలేటర్
बेल,బెల్
पूर्वाग्रह,బయాస్
बायस सर्किट,బయాస్ సర్క్యూట్
पूर्वाग्रह वारंवारता,బయాస్ ఫ్రీక్వెన్సీ
बायस व्होल्टेज,బయాస్ వోల్టేజ్
पुढील दिशेने पक्षपाती,ఫార్వర్డ్ దిశలో పక్షపాతం
द्वि-दिशात्मक मायक्रोफोन,ద్వి-దిశాత్మక మైక్రోఫోన్
बिलबोर्ड,బిల్‌బోర్డ్
बिलबोर्ड अर्ज,బిల్‌బోర్డ్ అప్లికేషన్
द्वि-धातूचा घटक,ద్వి-మెటాలిక్ మూలకం
बायनरी,బైనరీ
बायनरी कोडित दशांश,బైనరీ కోడెడ్ దశాంశం
बायनरी अंक (बिट),బైనరీ అంకెలు
बायनरी नंबर,బైనరీ సంఖ్య
बिनौरल सुनावणी,బైనరల్ హియరింగ్
दुर्बिणी,బైనాక్యులర్
बायोमेट्रिक,బయోమెట్రిక్
द्विध्रुवीय ट्रान्झिस्टर,బైపోలార్ ట్రాన్సిస్టర్
बिट वाटप,బిట్ కేటాయింపు
बिट रेट,బిట్ రేటు
काळा आणि पांढरा टीव्ही,బ్లాక్ & వైట్ టీవీ
रिक्त,ఖాళీ
ब्लँकिंग मध्यांतर,ఖాళీ విరామం
ब्लँकिंग लेव्हल,బ్లాంకింగ్ స్థాయి
ब्लेडर रेझिस्टन्स,బ్లీడర్ రెసిస్టెన్స్
ब्लिम्पेड कॅमेरा,బ్లింపెడ్ కెమెరా
आंधळे चकाकी,బ్లైండింగ్ గ్లేర్
डोळे मिचकावणे,బ్లింక్
डोळे मिचकावणे,బ్లింకింగ్
ब्लॉक कोड,బ్లాక్ కోడ్
ब्लॉक आकृती,బ్లాక్ రేఖాచిత్రం
ब्लॉक इंटरलीव्ह,బ్లాక్ ఇంటర్‌లీవ్
कॅपेसिटर अवरोधित करणे,కెపాసిటర్ నిరోధించడం
ऑसीलेटर अवरोधित करणे,ఓసిలేటర్‌ను నిరోధించడం
ब्लूम,బ్లూమ్
ब्लो दिवा,బ్లో లాంప్
ब्लो पाईप,బ్లో పైప్
ब्लोअर,బ్లోవర్
ब्लूटूथ,బ్లూటూత్
बॉडी कॅपेसिटन्स,బాడీ కెపాసిటెన్స్
बुकमार्क,బుక్‌మార్క్
बुलियन बीजगणित,బూలియన్ బీజగణితం
भरभराट,బూమ్
चालना,బూస్ట్
बूस्टर,బూస్టర్
बूस्टर लाइट,బూస్టర్ లైట్
चालना,బూస్టింగ్
बूटिंग,బూటింగ్
बूटस्ट्रॅप,బూట్స్ట్రాప్
तळाशी प्रकाश,దిగువ కాంతి
बाउन्स लाइट,బౌన్స్ లైట్
यंत्रातील बिघाड,విచ్ఛిన్నం
व्होल्टेज खाली करा,వోల్టేజ్ను విచ్ఛిన్నం చేయండి
पूल घटक,వంతెన మూలకం
ब्रिज रेक्टिफायर,బ్రిడ్జ్ రెక్టిఫైయర్
ब्रिज केलेले ‘टी’ अ‍ॅटेन्युएटर,వంతెన ‘టి’ అటెన్యూయేటర్
ब्रिज केलेली रचना,వంతెన నిర్మాణం
ब्रिजिंग,బ్రిడ్జింగ్
ब्रिजिंग एम्पलीफायर,బ్రిడ్జింగ్ యాంప్లిఫైయర్
ब्रिजिंग लॉस,వంతెన నష్టం
चमक,ప్రకాశం
ब्राइटनेस कंट्रोल,ప్రకాశం నియంత్రణ
ठिसूळ,పెళుసు
ठिसूळ पदार्थ,పెళుసైన పదార్ధం
ब्रॉडबँड,బ్రాడ్‌బ్యాండ్
ब्रॉडबँड एम्पलीफायर,బ్రాడ్‌బ్యాండ్ యాంప్లిఫైయర్
ब्रॉडबँड आयएसडीएन,బ్రాడ్‌బ్యాండ్ ISDN
ब्रॉडबँड सिस्टम,బ్రాడ్‌బ్యాండ్ వ్యవస్థ
प्रसारण आणि संप्रेषण तंत्रज्ञान,ప్రసార మరియు కమ్యూనికేషన్ టెక్నాలజీ
प्रसारण कव्हरेज,ప్రసార కవరేజ్
ब्रॉडकास्ट रिसीव्हर,ప్రసార రిసీవర్
