Punjabi,Gujarati
ਫਸਲ ਪ੍ਰੋਸੈਸਿੰਗ,પાક પ્રક્રિયા
ਘਾਹ ਵਿਗਿਆਨ,ઘાસ વિજ્ઞાન
ਫਸਲ ਦੀ ਕਿਸਮ,પાકનો પ્રકાર
epiphyte,એપિફાઇટ
aikiochi ਮਿੱਟੀ,aikiochi માટી
ਰੰਗ ਅੰਨ੍ਹਾਪਨ,રંગ અંધત્વ
alfisol,આલ્ફીસોલ
ਐਲਗੀ,શેવાળ
ਐਲਗੀ ਰੋਗ,શેવાળ રોગ
ਖਾਰੀ ਪਾਣੀ,આલ્કલી પાણી
ਖਾਰੀ,આલ્કલાઇન
ਵਿਕਲਪਕ,વૈકલ્પિક
ਐਲੇਲੋ ਕੈਮਿਸਟਰੀ,એલેલો રસાયણશાસ્ત્ર
ਐਲੀਲ,એલીલ
ਐਲੇਲੋਪੈਥੀ,એલોપથી
ਵੇਥੀ ਦੀ ਫਸਲ,વેથી પાક
ਸੰਪੂਰਨਤਾ,પૂર્ણતા
ਗਰੱਭਧਾਰਣ ਕਰਨਾ,ગર્ભાધાન
1. ਰਿਲੇਟੀਵਿਟੀ 2. ਐਲੋਮੈਟਰੀ,1. સાપેક્ષતા 2. એલોમેટ્રી
multiploidy,મલ્ટીપ્લોઇડી
1. ਪੈਰਾਜ਼ੀਗੋਸਿਟੀ,1. પેરાઝીગોસિટી
1. ਵਿਕਲਪਕ ਸਾਲ ਫੰਕਸ਼ਨ 2. ਵਿਕਲਪਕ ਫੰਕਸ਼ਨ,1. વૈકલ્પિક વર્ષ કાર્ય 2. વૈકલ્પિક કાર્ય
ਬਦਲਵੀਂ ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ,વૈકલ્પિક જમીનનો ઉપયોગ
ਵਾਤਾਵਰਣ,પર્યાવરણ
ਸੁਧਾਰਕ,સુધારક
ਮਾਈਟੋਸਿਸ,મિટોસિસ
ਆਮੀਨ,આમીન
ਐਮੋਨੀਅਨ,એમોનિયન
amniferous,એમ્નિફરસ
1. ਬੇਅਸਰ ਰੂਪ 2. ਅਰੂਪੀ,1. બિનઅસરકારક સ્વરૂપ 2. અરૂપી
amphibian ਮਿਸ਼ਰਣ,ઉભયજીવી મિશ્રણ
ਐਮਫੋਟੇਰਿਕ,એમ્ફોટેરિક
ਭੰਡਾਰ,સંગ્રહ
1. ਐਨਾਇਰੋਬਿਕ 2. ਐਨਾਇਰੋਬਿਕ ਜੀਵ,1. એનારોબિક 2. એનારોબિક સજીવો
ਹੈਪਲੋਇਡ,હેપ્લોઇડ
ਕੋਣੀ ਲਾਉਣਾ,કોણીય વાવેતર
ਪਸ਼ੂ ਪਾਲਣ,પશુપાલન
ਜਾਨਵਰ ਦੇ ਮਲ-ਮੂਤਰ,પ્રાણીના મળમૂત્ર
ਜੀਵਤ ਊਰਜਾ,જીવંત ઊર્જા
ਅਸਧਾਰਨ,વિસંગત
ਇੱਕ ਸਾਲ ਪੁਰਾਣਾ ਪੌਦਾ,એક વર્ષ જૂનો છોડ
ਸਾਲਾਨਾ,વાર્ષિક
1. ਅਨੰਦ 2. ਚਮਕ,1. પરમાનંદ 2. ઉજાસ
ਐਂਥ੍ਰੈਕਸ,એન્થ્રેક્સ
ਮਾਨਵ-ਜਨਕ ਕਾਰਕ,એન્થ્રોપોજેનિક પરિબળો
ਬਚਾਅ,અસ્તિત્વ
1. ਐਂਟੀਬਾਇਓਟਿਕ 2. ਐਂਟੀਬਾਇਓਟਿਕ,1. એન્ટિબાયોટિક 2. એન્ટિબાયોટિક
ਘਿਣਾਉਣੀ,પ્રતિકૂળ
ਐਂਟੀਆਕਸੀਡੈਂਟ,એન્ટીઑકિસડન્ટ
ਐਂਟੀਟੌਕਸਿਨ,એન્ટિટોક્સિન
ਰਿੰਗ ਉਂਗਲ,રિંગ આંગળી
1. ਐਫੀਡ 2. ਮਹੂ 3. ਚੇਪਾ,1. એફિડ 2. મહુ 3. ચેપા
ਚੋਟੀ ਦੇ ਮੁਕੁਲ,ટોચની કળી
ਸਿਖਰ ਪ੍ਰਭਾਵ,ટોચની અસરકારકતા
ਮਧੂ ਮੱਖੀ ਪਾਲਣ,મધમાખી ઉછેર
ਅਲੌਕਿਕਤਾ,અજાતીયતા
apoptosis,એપોપ્ટોસિસ
ਜੋੜ,પરિશિષ્ટ
ਭੁੱਖ ਵਧਾਉਣ ਵਾਲਾ,ભૂખ લગાડનાર
ਲਾਗੂ ਕੀਤਾ,લાગુ
ਜਲਜੀ ਬੂਟੀ,જળચર નીંદણ
1. ਰੁੱਖ 2. ਰੁੱਖ ਨਿਵਾਸੀ,1. વૃક્ષ 2. વૃક્ષ નિવાસી
ਬ੍ਰਾਂਚਿੰਗ,શાખાઓ
ਪ੍ਰੋਟੋਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ,પ્રોટોબોટનિકલ રેકોર્ડ્સ
ਜ਼ੋਨ ਨੰਬਰ,ઝોન નંબર
1. ਖੇਤਰ 2. ਖੇਤਰ,1. વિસ્તાર 2. વિસ્તાર
ਖੁਸ਼ਕ ਈਕੋਸਿਸਟਮ,શુષ્ક ઇકોસિસ્ટમ
cotyledon,કોટિલેડોન
ਸੌਰਭ,સૌરભ
ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ,સુગંધિત છોડ
ਸੁਗੰਧਿਤ ਚੌਲ,સુગંધિત ચોખા
ਇਕੁ ਪੁਸ਼ਪੰ ॥,ઇક્ષુ પુષ્પન
ਅਸੈਪਟਿਕ,એસેપ્ટિક
1. ਅਸੈਪਟਿਕ 2. ਅਸੈਪਟਿਕ,1. એસેપ્ટિક 2. એસેપ્ટિક
ਅਲੌਕਿਕ ਪ੍ਰਜਨਨ,અજાતીય પ્રજનન
ਆਕਾਰ,કદ
ਸੰਪਤੀ,સંપત્તિ
1. ਸਮੀਕਰਨ 2. ਸਮੀਕਰਨ,1. એસિમિલેશન 2. એસિમિલેશન
1. ਐਸੋਸੀਏਸ਼ਨ 2. ਐਸੋਸੀਏਸ਼ਨ,1. એસોસિએશન 2. એસોસિએશન
1. ਕਾਲਮ 2. astringency,1. કૉલમ 2. અસ્પષ્ટતા
heterozygosity,હેટરોઝાયગોસિટી
1. ਪੂਰਵਜ 2. ਅਟਾਵਿਜ਼ਮ,1. પૂર્વજ 2. એટાવિઝમ
ਕਣ,કણ
1. ਅਪੁਸ਼ਟਤਾ 2. ਵਿਗਾੜ,1. પુષ્ટિ 2. ક્ષતિ
ਸਵੈ ਜੋੜਾ,સ્વ જોડી
autolysis,ઓટોલિસિસ
1. ਸੁਭਾਵਕ ਆਕਸੀਕਰਨ 2. ਸਵੈ-ਚਾਲਤ ਆਕਸੀਕਰਨ,1. સ્વયંસ્ફુરિત ઓક્સિડેશન 2. સ્વયંસ્ફુરિત ઓક્સિડેશન
ਸਵੈ ਮਲਟੀਪਲੈਕਸ,સ્વ મલ્ટિપ્લેક્સ્ડ
auxin,ઓક્સિન
1. ਹਿਲਾ 2. ਟੌਡ,1. હચમચી 2. દેડકો
ਸਜ਼ਾ ਵਾਇਰਸ,દંડ વાયરસ
1. ਬੇਸੀਲਸ 2. ਬੇਸੀਲਸ,1. બેસિલસ 2. બેસિલસ
1. ਬੈਕਟੀਰੀਆ 2. ਬੈਕਟੀਰੀਆ,1. બેક્ટેરિયા 2. બેક્ટેરિયા
ਬੈਕਟੀਰੀਆ ਦੇ ਜ਼ਹਿਰ,બેક્ટેરિયલ ઝેર
ਬੈਗਾਸ,બગાસ
ਸੰਤੁਲਨ ਸ਼ੀਟ,સરવૈયા
ਸੰਤੁਲਿਤ ਖਾਦ ਦੀ ਵਰਤੋਂ,સંતુલિત ખાતરનો ઉપયોગ
ਬਾਰ ਗ੍ਰਾਫ,બાર ગ્રાફ
ਸੱਕ,છાલ
1. ਬੈਰੋਮੀਟਰ 2. ਬੈਰੋਮੀਟਰ,1. બેરોમીટર 2. બેરોમીટર
1. ਬਜ਼ਰ 2. ਜੜ 3. ਬੰਜਰ,1. બઝર 2. જડ 3. ઉજ્જડ
1. ਅਧਾਰ 2. ਅਧਾਰ 3. ਕੱਪਾਂਗ,1. આધાર 2. આધાર 3. કપંગ
1. ਤਾਲਾ 2. ਬੇਸਿਨ,1. તાલા 2. બેસિન
ਤਾਲਾਬੀਸਰੀ,તલાબીસરી
1. ਬੇਸਿਸਟਰਨਮ 2. ਰੂਟ ਹੋਲਡਰ,1. બેસિસ્ટર્નમ 2. રુટ ધારક
ਖਾੜੀ ਮਾਨਸੂਨ,ગલ્ફ ચોમાસું
ਫਲ ਪੌਦਾ,ફળનો છોડ
ਬਿਸਤਰਾ,પથારી
ਬੈੱਡ ਪੌਦਾ,બેડ પ્લાન્ટ
ਬਿਸਤਰਾ,પથારી
ਚੁਕੰਦਰ ਗੁੜ,બીટ દાળ
ਘੰਟੀ,બેલો
1. ਪੱਟੀ 2. ਭੂਮੀ,1. પટ્ટી 2. ભૂપ્રદેશ
ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,નફો-ખર્ચ વિશ્લેષણ
ਚਾਹਵਾਨ (ਨਮੂਨਾ),મહત્વાકાંક્ષી (સેમ્પલિંગ)
ਦੋ-ਸਾਲਾ ਪੌਦੇ,દ્વિવાર્ષિક છોડ
ਬਾਇਨੋਮੀਅਲ,દ્વિપદી
ਬਾਇਓਫੈਕਟਰ,બાયોફેક્ટર
ਜੈਵਿਕ ਜਲਵਾਯੂ,જૈવિક આબોહવા
ਬਾਇਓ ਊਰਜਾ,જૈવ ઊર્જા
ਜੀਵ-ਜੰਤੂ ਵਾਤਾਵਰਣ,પ્રાણીસૃષ્ટિ ઇકોલોજી
1. ਬਾਇਓ-ਪ੍ਰੋਸੈਸਰ 2. ਬਾਇਓ-ਰਿਐਕਟਰ,1. બાયો-પ્રોસેસર 2. બાયો-રિએક્ટર
ਜੀਵ-ਮੰਡਲ,બાયોસ્ફિયર
ਬਾਇਓਟਿਕ,જૈવિક
ਜੀਵ-ਜੰਤੂ,પ્રાણીસૃષ્ટિ
ਡਿਵਿਲਿੰਗੀ,ડિવિલિંગી
ਧਵਲਨ,ધવલન
1. ਪ੍ਰਧਵਾਸਨ (ਰੋਗ) 2. ਗਸਟ ਰੋਗ,1. પ્રધવાસન (રોગ) 2. ગસ્ટ રોગ
ਮਿਲਾਉਣਾ,મિશ્રણ
1. ਅੰਗਮਾਰੀ (ਰੋਗ) 2. ਝੁਲਸ (ਰੋਗ),1. અંગમારી (રોગ) 2. બ્લાઈટ (રોગ)
1. ਛਾਲੇ 2. ਛਾਲੇ 3. ਫਟਣਾ 4. ਛਾਲੇ,1. ફોલ્લો 2. ફોલ્લો 3. ફાટી નીકળવો 4. ફોલ્લો
ਨੀਲੀ ਕ੍ਰਾਂਤੀ,વાદળી ક્રાંતિ
ਪਲੈਨਰ ਹੀਟਿੰਗ ਚੈਂਬਰ,પ્લાનર હીટિંગ ચેમ્બર
ਪਲੈਨਰ ਹੀਟਿੰਗ ਤਕਨਾਲੋਜੀ,પ્લાનર હીટિંગ ટેકનોલોજી
ਬਰੈਨ,થૂલું
ਬ੍ਰਾਂਚਿੰਗ,શાખાઓ
1. ਟਹਿਣੀ 2. ਸਬਬ੍ਰਾਂਚ,1. ટ્વિગ 2. સબબ્રાન્ચ
ਨਸਲ,જાતિ
ਪ੍ਰਜਨਨ,પ્રજનન
ਸ਼ੁਰੂਆਤੀ ਉਗਣ ਦਾ ਇਲਾਜ,પ્રારંભિક અંકુરણ સારવાર
1. ਬੱਚਾ 2. ਅੰਡੇ 3. ਭਰੂਣ,1. બચ્ચા 2. ઇંડા 3. ગર્ભ
ਉਭਰਦਾ,ઉભરતા
ਬਜਟ,બજેટ
1. ਐਮਫੋਟੇਰਿਕ 2. ਬਫਰ,1.એમ્ફોટેરિક 2. બફર
ਮਿਠਾ ਆਲੂ,શક્કરિયા
ਬੰਟ (ਰੋਗ),બંટ (રોગ)
1. ਉਪ-ਉਤਪਾਦ 2. ਉਪ-ਉਤਪਾਦ,1. આડપેદાશ 2. આડપેદાશ
c ਨਮੀ ਨਿਰਧਾਰਨ ਕਰਵ,c ભેજ સ્પષ્ટીકરણ વળાંક
ਤੇਲ ਕੇਕ,તેલ કેક
1. ਚੂਨਾ 2. ਕੈਲਸ਼ੀਅਮ,1. ચૂનો 2. કેલ્શિયમ
ਕੈਲਸੀਓਨ,કેલ્સિયન
ਫਾਸਫੇਟ ਹਟਾਉਣ,ફોસ્ફેટ દૂર કરવું
1. ਕਿਨਾਟਾ 2. ਕੈਲਾਟਾ,1. કિનાટા 2. કેલાટા
1. ਕੈਲਸ 2. ਕਿਰਨ,1.કેલસ 2. કિરણ
1. ਸੈਪਲਸ 2. ਕੈਲਿਕਸ,1. સેપલ્સ 2. કેલિક્સ
ਬਾਹਰੀ ਅੰਤ,બહારનો છેડો
ਏਡਾ,એધા
ਕੈਂਕਰ (ਬੈਕਟੀਰੀਆ ਦੀ ਬਿਮਾਰੀ),કર્કશ (બેક્ટેરિયલ રોગ)
ਕੈਨਿੰਗ,કેનિંગ
ਅਸਮਾਨ,આકાશ
ਵਿੱਤ,ફાઇનાન્સ
ਪਰਾਗੀਕਰਨ (ਅੰਜੀਰ ਦਾ),પરાગનયન (અંજીરનું)
1. ਕੈਪਸੂਲ 2. ਕੈਪਸੂਲ 3. ਕੈਪਸੂਲ,1. કેપ્સ્યુલ 2. કેપ્સ્યુલ 3. કેપ્સ્યુલ
ਕਾਰਬਨਾਈਜ਼ਡ,કાર્બનયુક્ત
ਕਾਰਬਨਾਨ,કાર્બનન
carapace,કારાપેસ
ਬਰੇਸਲੈੱਟ,બંગડી
1. ਕਾਸਟਿੰਗ (ਲੋਹਾ) 2. ਕਸ਼ਤੀ (ਕੀੜੇ),1. કાસ્ટિંગ (લોખંડ) 2. ક્ષિપ્તિ (જંતુ)
catabolism,અપચય
ਪ੍ਰੇਰਣਾ,પ્રેરિત
1. ਕੈਟਰਪਿਲਰ 2. ਕੈਟਰਪਿਲਰ,1. કેટરપિલર 2. કેટરપિલર
c d. ਐਨ. a ਸੰਗ੍ਰਹਿ,c ડી. એન. a સંગ્રહ
ਸੀਮਾ,શ્રેણી
1. ਸੈੱਲ 2. ਸੈੱਲ,1. સેલ 2. સેલ
ਕੇਂਦਰੀ ਫਰੰਟ ਸਿਸਟਮ,કેન્દ્રીય ફ્રન્ટ સિસ્ટમ
1. ਪੁਆਇੰਟ 2. ਫੋਕਸ,1. બિંદુ 2. ફોકસ
centrifugation,સેન્ટ્રીફ્યુગેશન
ਸੈਂਟਰਿਫਿਊਜ,સેન્ટ્રીફ્યુજ
ਸਟਾਰ ਸੈਂਟਰ,સ્ટાર સેન્ટર
epigenetic,એપિજેનેટિક
ਕੇਂਦਰਜਾ,કેન્દ્રજા
ਲੂਮ,લૂમ
1. ਸੀਰੀਅਲ 2. ਸੀਰੀਅਲ,1. અનાજ 2. સીરીયલ
1. ਸਰਟੀਫਿਕੇਸ਼ਨ 2. ਸਰਟੀਫਿਕੇਸ਼ਨ,1. પ્રમાણપત્ર 2. પ્રમાણપત્ર
ਪ੍ਰਮਾਣਿਤ ਬੀਜ,પ્રમાણિત બીજ
1. ਤੂੜੀ 2. ਕੁੱਟੀ 3. ਸ਼ਲਕ ਸਹਪਾਤਰਾ,1. સ્ટ્રો 2. કુટ્ટી 3. શલક સહપાત્ર
1. ਨਿਭਾਗ 2. ਕੈਲਜਾ,1. નિભાગ 2. કૈલાજા
ਕਾਇਮੋਗ੍ਰਾਫੀ,કીમોગ્રાફી
1. ਕੀਜ਼ਮਾ 2. ਵਿਅਸਤ,1. કિયાઝમા 2. વ્યસ્ત
ਸੁਪਰ ਕੂਲਿੰਗ ਘੰਟੇ,સુપરકૂલિંગ કલાકો
ਠੰਡ ਦਾ ਨੁਕਸਾਨ,હિમ નુકસાન
1. ਵੀਚਰੋਤਕੀ 2. ਚਿਮੇਰਾ,1. વિચિરોતકી 2. ચિમેરા
ਹਰਾ ਦਲੀਆ,લીલો પોર્રીજ
1. ਪੱਤੇ 2. ਹਰੇ,1. પર્ણસમૂહ 2. લીલો
ਸਾਇਨੋਸਿਸ,સાયનોસિસ
ਜੈਵਿਕ ਵੰਡ ਵਿਗਿਆਨ,જૈવિક વિતરણ વિજ્ઞાન
1. ਕ੍ਰੋਮੇਟਿਡਜ਼ 2. ਅੱਧੇ ਕ੍ਰੋਮੋਸੋਮਜ਼,1. ક્રોમેટિડ 2. અર્ધ રંગસૂત્રો
chromatin,ક્રોમેટિન
ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ,ક્રોમેટોગ્રાફી
chromatinlation,ક્રોમેટિનલેશન
ਅਟਲ ਬਿੰਦੂ,ધમની બિંદુ
chromatogenesis,ક્રોમેટોજેનેસિસ
1. ਕ੍ਰੋਮੋਪ੍ਰੋਟੀਨ 2. ਪਿਗਮੈਂਟਪ੍ਰੋਟੀਨ,1. ક્રોમોપ્રોટીન 2. પિગમેન્ટપ્રોટીન
1. ਕ੍ਰੋਮੋਸੋਮਜ਼ 2. ਕ੍ਰੋਮੋਸੋਮਜ਼,1. રંગસૂત્રો 2. રંગસૂત્રો
1. ਪੁਰਾਣੀ 2. ਪੁਰਾਣੀ 3. ਪੁਰਾਣੀ 4. ਪੁਰਾਣੀ,1. ક્રોનિક 2. ક્રોનિક 3. ક્રોનિક 4. અપ્રચલિત
citrange,સાઇટ્રેન્જ
ਪਤਝੜ ਤਿਉਹਾਰ,પાનખર તહેવાર
ਵਰਗੀਕਰਨ,વર્ગીકરણ
1. ਮਿੱਟੀ 2. ਮਿੱਟੀ,1. માટી 2. માટી
1. ਸਫਾਈ 2. ਰਗੜਨਾ 3. ਸਫਾਈ 4. ਸ਼ੁੱਧੀਕਰਨ,1. સફાઈ 2. સ્ક્રબિંગ 3. સફાઈ 4. શુદ્ધિકરણ
ਲਗਾਤਾਰ ਪਰਾਗਣ,સતત પરાગનયન
cruciferous ਫਲ,ક્રુસિફેરસ ફળ
ਜਲਵਾਯੂ,વાતાવરણ
ਜਲਵਾਯੂ ਵਿਗਿਆਨ,આબોહવાશાસ્ત્ર
ਕੱਟਣਾ,કાતર
ਗੰਢ (ਮਿੱਟੀ),ગઠ્ઠો (માટી)
ਕਲੋਨ,ક્લોન
1. ਬੱਦਲ 2. ਬੱਦਲ,1.વાદળો 2.વાદળો
ਝੁੰਡ,ઝુંડ
ਝੁੰਡ,ટોળું
1. ਮੋਟਾ 2. ਮੋਟਾ 3. ਕੱਚਾ 4. ਮੋਟਾ,1. બરછટ 2. ખરબચડી 3. કાચી 4. ખરબચડી
1. ਕਵਰ 2. ਚਮੜਾ,1. કવર 2. ચામડું
ਕੋਯਾ,કોયા
1. ਕੋਐਨਜ਼ਾਈਮ 2. ਕੋ-ਐਨਜ਼ਾਈਮ,1. કોએનઝાઇમ 2. કો-એન્ઝાઇમ
ਤਾਲਮੇਲ,સંયોગ
1. ਫਾਈਬਰ (ਜੂਟ ਜੂਟ) 2. ਨਾਰੀਅਲ ਮੋਟੇ,1. ફાઇબર (જ્યુટ જ્યુટ) 2. નારિયેળ બરછટ
ਮੁਲੰਕੁਰ ਚੋਲਾ,મુલંકુર ચોલા
,
ਕੋਲਾਇਡ (ਮਿੱਟੀ),કોલોઇડ (માટી)
1.ਕਾਲਮ 2.ਕੋਲੁਮੇਲਾ,1.કૉલમ 2.કોલ્યુમેલા
1. ਜੁਰਮਾਨਾ 2. ਕਾਲਮ 3. ਕਾਲਮ,1. દંડ 2. કૉલમ 3. કૉલમ
ਸਾਂਝ,કોમ્યુનિયન
ਵਪਾਰਕ ਬੈਂਕ,કોમર્શિયલ બેંક
1. ਵਸਤੂ 2. ਵਪਾਰਕ ਮਾਲ,1. કોમોડિટી 2. મર્ચેન્ડાઇઝ
ਭਾਈਚਾਰਾ,સમુદાય
ਮਿਸ਼ਰਣ (ਮਿੱਟੀ ਦਾ),કોમ્પેક્શન (માટીનું)
1. ਅਨੁਕੂਲਤਾ 2. ਅਨੁਕੂਲਤਾ,1. સુસંગતતા 2. સુસંગતતા
ਅਨੁਕੂਲਤਾ,સુસંગતતા
1. ਮੁਆਵਜ਼ਾ 2. ਮੁਆਵਜ਼ਾ,1. વળતર 2. વળતર
