English,Malayalam
Acoustical energetics,അക്കോസ്റ്റിക്കൽ എനർജിറ്റിക്സ്
Acoustical impedance,അക്കോസ്റ്റിക്കൽ ഇംപഡൻസ്
Acoustical stiffness,ശബ്‌ദപരമായ കാഠിന്യം
Acoustic damping,അക്കോസ്റ്റിക് ഡാംപിംഗ്
Acoustic delay line,അക്കോസ്റ്റിക് കാലതാമസം ലൈൻ
Acoustic feed back,അക്കോസ്റ്റിക് ഫീഡ് ബാക്ക്
Acoustic holography,അക്കോസ്റ്റിക് ഹോളോഗ്രാഫി
Acoustic impedance,അക്കോസ്റ്റിക് പ്രതിരോധം
Acoustic instability,അക്കോസ്റ്റിക് അസ്ഥിരത
Acoustic load,അക്കോസ്റ്റിക് ലോഡ്
Acoustic measurement,അക്കോസ്റ്റിക് അളവ്
Acoustic mode,അക്കോസ്റ്റിക് മോഡ്
Acoustic oscillation,അക്കോസ്റ്റിക് ആന്ദോളനം
Acoustic propagation,അക്കോസ്റ്റിക് പ്രചരണം
Acoustic radiation,അക്കോസ്റ്റിക് വികിരണം
Acoustics,അക്കോസ്റ്റിക്സ്
Acoustic simulation,അക്കോസ്റ്റിക് സിമുലേഷൻ
Acoustic stability,അക്കോസ്റ്റിക് സ്ഥിരത
Acoustic tunnel,അക്കോസ്റ്റിക് ടണൽ
Acoustic velocity,അക്കോസ്റ്റിക് വേഗത
Acoustic vibration,അക്കോസ്റ്റിക് വൈബ്രേഷൻ
Acoutic excitation,അക്കോട്ടിക് ആവേശം
Acquired signal,സിഗ്നൽ ഏറ്റെടുത്തു
Acquisition,കൈവശപ്പെടുത്തൽ
Acquisition pn-code,പിഎൻ-കോഡ് ഏറ്റെടുക്കൽ
Acrylate,അക്രിലേറ്റ്
Acrylonitriles,അക്രിലോണിട്രൈൽസ്
Action,ആക്ഷൻ
Action and reaction,പ്രവർത്തനവും പ്രതികരണവും
Action time,പ്രവർത്തന സമയം
Activation,സജീവമാക്കൽ
Activation cross section,സജീവമാക്കൽ ക്രോസ് സെക്ഷൻ
Activation energy,സജീവമാക്കൽ ഊർജ്ജം
Activator,ആക്റ്റിവേറ്റർ
Active antenna,സജീവ ആന്റിന
Active area,സജീവമായ പ്രദേശം
Active component,സജീവ ഘടകം
Active homing,സജീവമായ ഹോമിംഗ്
Active network,സജീവ നെറ്റ്‌വർക്ക്
Active remote sensing,സജീവമായ റിമോട്ട് സെൻസിംഗ്
Active satellite,സജീവ ഉപഗ്രഹം
Active tracking system,സജീവമായ ട്രാക്കിംഗ് സിസ്റ്റം
Activity,പ്രവർത്തനം
Activity ratio,പ്രവർത്തന അനുപാതം
Actual exhaust velocity,യഥാർത്ഥ എക്‌സ്‌ഹോസ്റ്റ് വേഗത
Actual parameter,യഥാർത്ഥ പാരാമീറ്റർ
Actual stress,യഥാർത്ഥ സമ്മർദ്ദം
Actual thrust,യഥാർത്ഥ ഊന്നൽ
Actuation duration,പ്രവർത്തന കാലയളവ്
Actuation energy,പ്രവർത്തന ഊർജ്ജം
Actuator,ആക്യുവേറ്റർ
Acuity of hearing,കേൾവിശക്തി
Acutance,അക്യുട്ടൻസ്
Adaptation,അഡാപ്റ്റേഷൻ
Adapted nozzle,അഡാപ്റ്റഡ് നോസൽ
Adapter,അഡാപ്റ്റർ
Adaptibility,പൊരുത്തപ്പെടുത്തൽ
Adaptive delta modulation,അഡാപ്റ്റീവ് ഡെൽറ്റ മോഡുലേഷൻ
Adaptive delta modulator,അഡാപ്റ്റീവ് ഡെൽറ്റ മോഡുലേറ്റർ
Adaptive equalization,അഡാപ്റ്റീവ് ഇക്വലൈസേഷൻ
Adaptive equalizer,അഡാപ്റ്റീവ് ഇക്വലൈസർ
Adaptive pcm,അഡാപ്റ്റീവ് പിസിഎം
Adder,ആഡർ
Addition polymerisation,കൂട്ടിച്ചേർക്കൽ പോളിമറൈസേഷൻ
Additive,കൂട്ടിച്ചേർക്കൽ
Additive color viewer,അഡിറ്റീവ് കളർ വ്യൂവർ
Additive mixing,അഡിറ്റീവ് മിക്സിംഗ്
Additive noise,സങ്കലന ശബ്ദം
Address,വിലാസം
Address change,വിലാസം മാറ്റം
Address field,വിലാസ ഫീൽഡ്
Addressing system,വിലാസ സംവിധാനം
Address modification,വിലാസം പരിഷ്ക്കരണം
Addressograph,അഡ്രസ്സോഗ്രാഫ്
Adhesion,അഡീഷൻ
Adhesive,ഒട്ടിപ്പിടിക്കുന്ന
Adhesive force,പശ ശക്തി
Adiabat,അദിയാബത്ത്
Adiabatic,അഡിയബാറ്റിക്
Adiabatic acceleration,അഡിയാബാറ്റിക് ത്വരണം
Adiabatic compression,അഡിയാബാറ്റിക് കംപ്രഷൻ
Adiabatic condition,അഡിയബാറ്റിക് അവസ്ഥ
Adiabatic curve,അഡിയബാറ്റിക് കർവ്
Adiabatic elasticity,അഡിയാബാറ്റിക് ഇലാസ്തികത
Adiabatic equilibrium,അഡിയബാറ്റിക് സന്തുലിതാവസ്ഥ
Adiabatic temperature,അഡിയബാറ്റിക് താപനില
Adiabatic transfor mation,അഡിയബാറ്റിക് ട്രാൻസ്ഫോർ മേഷൻ
Adjustable area nozzle,ക്രമീകരിക്കാവുന്ന ഏരിയ നോസൽ
Adjustable nozzle,ക്രമീകരിക്കാവുന്ന നോസൽ
Adjustable rocket nozzle,ക്രമീകരിക്കാവുന്ന റോക്കറ്റ് നോസൽ
Adjustable thrust rocket engine,ക്രമീകരിക്കാവുന്ന ത്രസ്റ്റ് റോക്കറ്റ് എഞ്ചിൻ
Admittance,പ്രവേശനം
Admittance matrix,അഡ്മിറ്റൻസ് മെട്രിക്സ്
Adjustable meter,ക്രമീകരിക്കാവുന്ന മീറ്റർ
Admixer,അഡ്മിക്സർ
Adsorption,അഡോർപ്ഷൻ
Adsorptive power,അഡ്‌സോർപ്റ്റീവ് പവർ
Advanced technology,നൂതന സാങ്കേതികവിദ്യ
Aerial,ഏരിയൽ
Aerial array,ഏരിയൽ അറേ
Aerial camera,ഏരിയൽ ക്യാമറ
Aerial camera mount,ഏരിയൽ ക്യാമറ മൗണ്ട്
Aerial film,ഏരിയൽ ഫിലിം
Aerial negative,ഏരിയൽ നെഗറ്റീവ്
Aerial photogrammetry,ഏരിയൽ ഫോട്ടോഗ്രാമെട്രി
Aerial photograph,ഏരിയൽ ഫോട്ടോ
Aerial photograph composite,ഏരിയൽ ഫോട്ടോ കോമ്പോസിറ്റ്
Aerial photograph overlapping,ഏരിയൽ ഫോട്ടോ ഓവർലാപ്പിംഗ്
Aerial photography,ഏരിയൽ ഫോട്ടോഗ്രാഫി
Aerial reconnaissance,ആകാശ നിരീക്ഷണം
Aerial survey,ഏരിയൽ സർവേ
Aerial view,ആകാശ കാഴ്ച
Aerodynamic,എയറോഡൈനാമിക്
Aerodynamic axis,എയറോഡൈനാമിക് അക്ഷം
Aerodynamic balance,എയറോഡൈനാമിക് ബാലൻസ്
Aerodynamic behaviour,എയറോഡൈനാമിക് സ്വഭാവം
Aerodynamic brake,എയറോഡൈനാമിക് ബ്രേക്ക്
Aerodynamic centre,എയറോഡൈനാമിക് സെന്റർ
Aerodynamic characteristic,എയറോഡൈനാമിക് സ്വഭാവം
Aerodynamic coefficient,എയറോഡൈനാമിക് കോഫിഫിഷ്യന്റ്
Aerodynamic configuration,എയറോഡൈനാമിക് കോൺഫിഗറേഷൻ
Aerodynamic course,എയറോഡൈനാമിക് കോഴ്സ്
Aerodynamic drag,എയറോഡൈനാമിക് ഡ്രാഗ്
Aerodynamic heat transfer,എയറോഡൈനാമിക് താപ കൈമാറ്റം
Aerodynamic interference,എയറോഡൈനാമിക് ഇടപെടൽ
Aerodynamic lift,എയറോഡൈനാമിക് ലിഫ്റ്റ്
Aerodynamic load,എയറോഡൈനാമിക് ലോഡ്
Aerodynamic moment,എയറോഡൈനാമിക് നിമിഷം
Aerodynamic noise,എയറോഡൈനാമിക് ശബ്ദം
Aerodynamic operator,എയറോഡൈനാമിക് ഓപ്പറേറ്റർ
Aerodynamics,എയറോഡൈനാമിക്സ്
Aerodynamic stability,എയറോഡൈനാമിക് സ്ഥിരത
Aerodynamic vehicle,എയറോഡൈനാമിക് വാഹനം
Aeroelasticity,എയറോലാസ്റ്റിസിറ്റി
Aeroelastics,എയറോലാസ്റ്റിക്സ്
Aeroelastic stability,എയറോലാസ്റ്റിക് സ്ഥിരത
Aerofoil,എയറോഫോയിൽ
Aerograph,എയറോഗ്രാഫ്
Aeromagnetic surveying,എയറോമാഗ്നറ്റിക് സർവേയിംഗ്
Aeronautics,എയറോനോട്ടിക്സ്
Aeronomy,എയറോണമി
Aeropause,എയറോപോസ്
Aerophone,എയറോഫോൺ
Aerophysics,എയറോഫിസിക്സ്
Aeroplane,വിമാനം
Aeroplex,എയറോപ്ലെക്സ്
Aerospace,എയ്‌റോസ്‌പേസ്
Aerospace engineering,ബഹിരാകാശ ശാസ്ത്രം
Aerospace vehicle,ബഹിരാകാശ വാഹനം
Aerosphere,എയ്റോസ്ഫിയർ
Aerostat,എയറോസ്റ്റാറ്റ്
Aerostatics,എയറോസ്റ്റാറ്റിക്സ്
Aerothermo-dynamics,എയറോതെർമോ-ഡൈനാമിക്സ്
Aerothermo elasticity,എയറോതെർമോ ഇലാസ്തികത
After body,ശരീരത്തിന് ശേഷം
After burner,ബർണറിന് ശേഷം
After burning,കത്തിച്ച ശേഷം
After effect,അനന്തര ഫലം
After flow,ഒഴുക്കിന് ശേഷം
After glow,തിളക്കത്തിന് ശേഷം
After heat,ചൂട് ശേഷം
Agglomeration,സമാഹരണം
Aggregate rate,മൊത്തം നിരക്ക്
Aging,വൃദ്ധരായ
Aging test,പ്രായമാകൽ പരിശോധന
Agitated film eveporator,ഇളകിമറിഞ്ഞ ഫിലിം എവപ്പറേറ്റർ
Agitated jacketed kettle evaporator,ഇളകിയ ജാക്കറ്റ് കെറ്റിൽ ബാഷ്പീകരണം
Agitated pan drier,ഇളകിയ പാൻ ഡ്രയർ
Agitated vessel,ഇളകിയ പാത്രം
Agitation,പ്രക്ഷോഭം
Agonic line,അഗോണിക് ലൈൻ
Agravic,അഗ്രാവിക്
Aileron,ഐലറോൺ
Aileron buzz,ഐലറോൺ മുഴക്കം
Aileron effectiveness,എയിലറോൺ ഫലപ്രാപ്തി
Aileron reversal air,ഐലറോൺ റിവേഴ്സൽ എയർ
Air,വായു
Air almanac,വായു പഞ്ചഭൂതം
Air base,എയർ ബേസ്
Air based data,വായു അടിസ്ഥാനമാക്കിയുള്ള ഡാറ്റ
Air bearing,എയർ ബെയറിംഗ്
Airborne,വായുവിലൂടെയുള്ള
Air borne survey,വായുവിലൂടെയുള്ള സർവേ
Air breather,വായു ശ്വസനം
Air breathing,വായു ശ്വസനം
Air capacitor,എയർ കപ്പാസിറ്റർ
Air circuit breaker,എയർ സർക്യൂട്ട് ബ്രേക്കർ
Air classifier,എയർ ക്ലാസിഫയർ
Air conditioning,എയർ കണ്ടീഷനിംഗ്
Aircraft,വിമാനം
Aircraft antenna,എയർക്രാഫ്റ്റ് ആന്റിന
Aircraft end,വിമാനത്തിന്റെ അവസാനം
Aircraft rocket engine,വിമാന റോക്കറ്റ് എഞ്ചിൻ
Aircraft rocket motor,വിമാന റോക്കറ്റ് മോട്ടോർ
Aircraft warning lamp,വിമാന മുന്നറിയിപ്പ് വിളക്ക്
Air damping system,എയർ ഡാംപിംഗ് സിസ്റ്റം
Air dose,എയർ ഡോസ്
Air-driven turbine,വായുവിൽ പ്രവർത്തിക്കുന്ന ടർബൈൻ
Air filter,എയർ ഫിൽട്ടർ
Air force,വായുസേന
Air glow,വായു തിളക്കം
Air handling unit,വായു ക്രമീകരണ യന്ത്രം
Air lock,എയർ ലോക്ക്
Air mapping,എയർ മാപ്പിംഗ്
Air mass,വായു പിണ്ഡം
Air photo,എയർ ഫോട്ടോ
Air photo analysis,എയർ ഫോട്ടോ വിശകലനം
Air photogrammetry,എയർ ഫോട്ടോഗ്രാമെട്രി
Air position indicator,എയർ പൊസിഷൻ സൂചകം
Air pressure,വായുമര്ദ്ദം
Air profile,എയർ പ്രൊഫൈൽ
Air ratio,വായു അനുപാതം
Air resistance,വായു പ്രതിരോധം
Air sampling,എയർ സാമ്പിൾ
Air turbulance,എയർ ടർബുലൻസ്
Air weapon,വായു ആയുധം
Albedo,ആൽബിഡോ
Albedometer,ആൽബെഡോമീറ്റർ
Alcohol,മദ്യം
Algebric expression languages compiler,ആൾജിബ്രിക് എക്സ്പ്രഷൻ ഭാഷകളുടെ കംപൈലർ
Algol,അൽഗോൾ
Algol language,അൽഗോൾ ഭാഷ
Algorithm,അൽഗോരിതം
Algorithmic language,അൽഗോരിതമിക് ഭാഷ
Aliasing,അപരനാമം
Alignment,വിന്യാസം
Alignment chart,വിന്യാസ ചാർട്ട്
Alignment mark,വിന്യാസ അടയാളം
Alignment problem,വിന്യാസ പ്രശ്നം
Alkaline zine manganese dioxide cells,ആൽക്കലൈൻ സൈൻ മാംഗനീസ് ഡയോക്സൈഡ് കോശങ്ങൾ
Alkylator,ആൽക്കൈലേറ്റർ
Allan variance,അലൻ വ്യത്യാസം
All clear,എല്ലാം വ്യക്തമാണ്
All fire current,എല്ലാ ഫയർ കറന്റ്
Allocation,വിഹിതം
Allocator,അലോക്കേറ്റർ
Allotropic,അലോട്രോപിക്
Allowed band,അനുവദനീയമായ ബാൻഡ്
Alloy,ലോഹക്കൂട്ട്
Alloyed transistor,അലോയ്ഡ് ട്രാൻസിസ്റ്റർ
Alphabetical notation,അക്ഷരമാലാക്രമത്തിലുള്ള നൊട്ടേഷൻ
Alphabetic character,അക്ഷരമാലാക്രമം
Alphabetic numeric,അക്ഷരമാല സംഖ്യാക്രമം
Alphanumeric character,ആൽഫാന്യൂമെറിക് പ്രതീകം
Alpha particle,ആൽഫ കണിക
Alternate acting switch,ഇതര ആക്ടിംഗ് സ്വിച്ച്
Alternator,ആൾട്ടർനേറ്റർ
Altimeter,ആൾട്ടിമീറ്റർ
Altimetry,ആൾട്ടിമെട്രി
Altitude,ഉയരം
Altitude acclimatization,ആൾട്ടിറ്റ്യൂഡ് അക്ലിമൈസേഷൻ
Alumel chromel thermocouple,അലുമൽ ക്രോമൽ തെർമോകോൾ
Alumina,അലുമിന
Aluminized screen,അലൂമിനൈസ്ഡ് സ്ക്രീൻ
Aluminum,അലുമിനിയം
Aluminum chloride,അലുമിനിയം ക്ലോറൈഡ്
Aluminum potassium sulphate,അലുമിനിയം പൊട്ടാസ്യം സൾഫേറ്റ്
Aluminum shear plate,അലുമിനിയം ഷിയർ പ്ലേറ്റ്
Ambient,ആംബിയന്റ്
Ambient condition,ആംബിയന്റ് അവസ്ഥ
Ambient temperature,ആംബിയന്റ് താപനില
Ambiguity,അവ്യക്തത
American standard code (asciil-6),അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ് (asciil-6)
Am/fm receiver,Am/fm റിസീവർ
Amine,അമീൻ
Ammeter,അമ്മീറ്റർ
Amorphous,രൂപരഹിതം
Amorphous material,രൂപരഹിതമായ മെറ്റീരിയൽ
Ampere,ആമ്പിയർ
Ampere hour,ആമ്പിയർ മണിക്കൂർ
Ampere turn,ആമ്പിയർ ടേൺ
Amphoteric,ആംഫോട്ടെറിക്
Amplidyne,ആംപ്ലിഡൈൻ
Amplification,ആംപ്ലിഫിക്കേഷൻ
Amplification factor,ആംപ്ലിഫിക്കേഷൻ ഘടകം
Amplifier,ആംപ്ലിഫയർ
Amplifier distortion,ആംപ്ലിഫയർ വക്രീകരണം
Amplitude,വ്യാപ്തി
Amplitude discriminator,ആംപ്ലിറ്റ്യൂഡ് ഡിസ്ക്രിമിനേറ്റർ
Amplitude distortion,ആംപ്ലിറ്റ്യൂഡ് ഡിസ്റ്റോർഷൻ
Amplitude equalization,ആംപ്ലിറ്റ്യൂഡ് ഇക്വലൈസേഷൻ
Amplitude limiter,ആംപ്ലിറ്റ്യൂഡ് ലിമിറ്റർ
Amplitude modulation,ആംപ്ലിറ്റ്യൂഡ് മോഡുലേഷൻ
Amplitude modulator,ആംപ്ലിറ്റ്യൂഡ് മോഡുലേറ്റർ
Amplitude nonlinearity,ആംപ്ലിറ്റ്യൂഡ് നോൺ-ലീനിയാരിറ്റി
Amplitude quantization (pcm),ആംപ്ലിറ്റ്യൂഡ് ക്വാണ്ടൈസേഷൻ (പിസിഎം)
Am-pm conversion,ആം-പിഎം പരിവർത്തനം
Am-pm distor,ആം-പിഎം ഡിസ്റ്റോർ
Am-pm distortion,ആം-പിഎം വക്രീകരണം
Analog computer,അനലോഗ് കമ്പ്യൂട്ടർ
Analog converter (digital converter),അനലോഗ് കൺവെർട്ടർ (ഡിജിറ്റൽ കൺവെർട്ടർ)
Analog data,അനലോഗ് ഡാറ്റ
Analog filter,അനലോഗ് ഫിൽട്ടർ
Analog stimulation,അനലോഗ് ഉത്തേജനം
Analog time base corrector,അനലോഗ് ടൈം ബേസ് കറക്റ്റർ
Analog to digital converter,അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ
Analyser,അനലൈസർ
Analysis,വിശകലനം
Analytical phototri- angulation,അനലിറ്റിക്കൽ ഫോട്ടോട്രി-ആംഗലേഷൻ
Anastigmatic lens,അനസ്റ്റിഗ്മാറ്റിക് ലെൻസ്
Anchoic chamber,ആങ്കോയിക് ചേംബർ
Ancillary data,അനുബന്ധ ഡാറ്റ
And gate,ഒപ്പം ഗേറ്റും
Anelastic after effect,അനലാസ്റ്റിക് ആഫ്റ്റർ ഇഫക്റ്റ്
Anelasticity,അനലാസ്റ്റിസിറ്റി
Anemometer,അനിമോമീറ്റർ
Anergolic propellant angle,അനർഗോളിക് പ്രൊപ്പല്ലന്റ് ആംഗിൾ
Angle modulation,ആംഗിൾ മോഡുലേഷൻ
Angle of attack,ആക്രമണത്തിന്റെ ആംഗിൾ
Angle of cant,കാന്റിന്റെ ആംഗിൾ
Angle of coverage,കവറേജ് ആംഗിൾ
Angle of drift,ഡ്രിഫ്റ്റിന്റെ ആംഗിൾ
Angle of elevation,ഉയർച്ചയുടെ ആംഗിൾ
Angle of incidence,സംഭവത്തിന്റെ ആംഗിൾ
Angle of lag,കാലതാമസത്തിന്റെ ആംഗിൾ
Angle of lead,ലീഡിന്റെ ആംഗിൾ
Angle of orientation,ഓറിയന്റേഷന്റെ ആംഗിൾ
Angle of resultant momentum,ഫലമായുണ്ടാകുന്ന ആവേഗത്തിന്റെ ആംഗിൾ
Angle of sun (= sun elevation=sun elevation angle),സൂര്യന്റെ ആംഗിൾ (=സൂര്യൻ എലവേഷൻ=സൂര്യൻ എലവേഷൻ കോൺ)
Angle of twist,ആംഗിൾ ഓഫ് ട്വിസ്റ്റ്
Angle of view,കാഴ്ചയുടെ ആംഗിൾ
Angle valve,ആംഗിൾ വാൽവ്
Angstrom unit,ആംഗ്സ്ട്രോം യൂണിറ്റ്
Angular calibration constant,കോണീയ കാലിബ്രേഷൻ സ്ഥിരാങ്കം
Angular coverage,കോണീയ കവറേജ്
Angular distortion,കോണീയ വികലത
Angular lamp response,കോണീയ വിളക്ക് പ്രതികരണം
Angular measure,കോണീയ അളവ്
Angular momentum,കോണീയ ആക്കം
Angular motion,കോണീയ ചലനം
Angular motion simulation,കോണീയ ചലന അനുകരണം
Angular orientation error,കോണീയ ഓറിയന്റേഷൻ പിശക്
Angular slot antenna,കോണീയ സ്ലോട്ട് ആന്റിന
Angular velocity,കോണീയ പ്രവേഗം
Anhydride,അൻഹൈഡ്രൈഡ്
Aniline,അനിലിൻ
Anionic polymerisation,അയോണിക് പോളിമറൈസേഷൻ
Anisotropic conductivity,അനിസോട്രോപിക് ചാലകത
Anisotropy,അനിസോട്രോപ്പി
Anna,അന്ന
Annealing,അനീലിംഗ്
Annoted photograph,കുറിപ്പിട്ട ഫോട്ടോ
Annotation,വ്യാഖ്യാനം
Annual (thermal) wave,വാർഷിക (താപ) തരംഗം
Annular,വളയം
Annular eclipse,വലയ ഗ്രഹണം
Annular spray injector,വാർഷിക സ്പ്രേ ഇൻജക്ടർ
Anode,ആനോഡ്
Anode bend detector,ആനോഡ് ബെൻഡ് ഡിറ്റക്ടർ
Anode break down voltage,ആനോഡ് ബ്രേക്ക് ഡൗൺ വോൾട്ടേജ്
Anode characteristic,ആനോഡ് സ്വഭാവം
Anode current,ആനോഡ് കറന്റ്
Anode efficiency,ആനോഡ് കാര്യക്ഷമത
Anode resistance,ആനോഡ് പ്രതിരോധം
Anodise,അനോഡൈസ്
Anodising,ആനോഡൈസിംഗ്
Anoxia,അനോക്സിയ
Antartic,അന്റാർട്ടിക്
Antartic circle,അന്റാർട്ടിക് സർക്കിൾ
Antenna,ആന്റിന
Antenna array,ആന്റിന അറേ
Antenna beam width,ആന്റിന ബീം വീതി
Antenna coupler,ആന്റിന കപ്ലർ
Antenna coverage,ആന്റിന കവറേജ്
Antenna design,ആന്റിന ഡിസൈൻ
Antenna efficiency,ആന്റിന കാര്യക്ഷമത
Antenna field,ആന്റിന ഫീൽഡ്
Antenna gain,ആന്റിന നേട്ടം
Antenna parabolic reflector,ആന്റിന പാരാബോളിക് റിഫ്ലക്ടർ
Antenna pattern,ആന്റിന പാറ്റേൺ
Antenna pattern measurement,ആന്റിന പാറ്റേൺ അളക്കൽ
Antenna polarization,ആന്റിന ധ്രുവീകരണം
Antenna region,ആന്റിന മേഖല
Antenna relay,ആന്റിന റിലേ
Antenna sidelobes,ആന്റിന സൈഡ്‌ലോബുകൾ
Antenna surface deviation,ആന്റിന ഉപരിതല വ്യതിയാനം
Antenna temperature,ആന്റിന താപനില
Antenna tower,ആന്റിന ടവർ
Antenna tube,ആന്റിന ട്യൂബ്
Antennaverter,ആന്റിനവെർട്ടർ
Antenna wire,ആന്റിന വയർ
Anti coincidence,വിരുദ്ധ യാദൃശ്ചികത
Anticlastic,ആന്റിക്ലാസ്റ്റിക്
Antifading antenna,ആന്റിഫേഡിംഗ് ആന്റിന
Antiferromagnetics,ആന്റിഫെറോ മാഗ്നറ്റിക്സ്
Antifriction roller,ആന്റിഫ്രിക്ഷൻ റോളർ
Antihalation,ആന്റിഹാലേഷൻ
Antilogarithms,ആന്റിലോഗരിതംസ്
Antimatter,ആന്റിമാറ്റർ
Antimicrophonic,ആന്റിമൈക്രോഫോണിക്
Antimissile,ആന്റിമിസൈൽ
Antinode,ആന്റിനോഡ്
Antinoise microphone,ആന്റിനോയിസ് മൈക്രോഫോൺ
Antiparallax,ആന്റിപാരലാക്സ്
Antiphase domain,ആന്റിഫേസ് ഡൊമെയ്ൻ
Antipodal signal,ആന്റിപോഡൽ സിഗ്നൽ
Antiresonance,ആൻറിസോണൻസ്
Anti tail spin rocket,ആന്റി ടെയിൽ സ്പിൻ റോക്കറ്റ്
Anti-transit receive switch,ആന്റി-ട്രാൻസിറ്റ് സ്വീകരിക്കുന്ന സ്വിച്ച്
Anti vibration mounts,ആന്റി വൈബ്രേഷൻ മൗണ്ടുകൾ
Aperture,അപ്പേർച്ചർ
Aperture area,അപ്പേർച്ചർ ഏരിയ
Aperture correction,അപ്പർച്ചർ തിരുത്തൽ
Aperture coupling,അപ്പേർച്ചർ കപ്ലിംഗ്
Aperture distribution,അപ്പേർച്ചർ വിതരണം
Aperture loss,അപ്പേർച്ചർ നഷ്ടം
Aperture pattern,അപ്പേർച്ചർ പാറ്റേൺ
Aperture plane,അപ്പേർച്ചർ വിമാനം
Aperture stop,അപ്പേർച്ചർ സ്റ്റോപ്പ്
Apex angle,അഗ്രകോണ്
Apex distance,അഗ്ര ദൂരം
Apogee,അപ്പോജി
Apogee kickmoter,അപ്പോജി കിക്ക്മോട്ടർ
Apogee rocket,അപ്പോജി റോക്കറ്റ്
