Hindi,Gujarati
सक्रिय सर्वर पृष्ठ,સક્રિય સર્વર પૃષ્ઠ (ASP)
सक्रिय वर्जन,સક્રિય સંસ્કરણ
अचक्रीय,એસાયક્લિક
"1. अचक्रीय आलेख ,2. अचक्रीय ग्राफ",એસાયક્લિક ગ્રાફ
एडा कंप्यूटर भाषा,અદા ભાષા
"1. अनुकूलक ,2. अनुकूलित्र",એડેપ્ટર
योग (करना),ઉમેરો
योग संचिका,ફાઇલ ઉમેરો
"1. जोड़ संक्रिया ,2. योग संक्रिया",કામગીરી ઉમેરો
योजक,ઉમેરનાર
पता,સરનામું
पता बस,સરનામું બસ
पता संचिका,સરનામું ફાઇલ
पता आरूप,સરનામું ફોર્મેટ
पता जनक,સરનામું જનરેટર
पता पंक्ति,એડ્રેસ લાઇન
पता प्रतिचित्रण,સરનામું મેપિંગ
पता संकेतक,સરનામું નિર્દેશક
पता पंजी,સરનામું રજીસ્ટર
पता विघटन,સરનામું રિઝોલ્યુશન
पता अनुवाद,સરનામા અનુવાદ
"1. पतायुक्त स्मृति ,2. पतायुक्त मेमोरी",સંબોધિત મેમરી
पताभिगमन,સંબોધન
"1. पर्याप्तता निकष ,2. पर्याप्तता कसौटी",પર્યાપ્તતા માપદંડ
संलग्न,સંલગ્ન
"1. प्रबंधन ,2. नियंत्रण",વહીવટ
"1. प्रबंधक ,2. नियंत्रक",સંચાલક
ऐडोब एक्रोबेट,એડોબ એક્રોબેટ
ऐडोब फोटोशोप,એડોબ ફોટોશોપ
ए बी ए पी (उन्नत व्यवसाय प्रोग्रामन),એડવાન્સ બિઝનેસ એપ્લિકેશન પ્રોગ્રામિંગ (ABAP)
"1. उन्नत आंकड़ा ,2. उन्नत डाटा",અદ્યતન ડેટા
उन्नत सूचना तंत्र,અદ્યતન માહિતી સિસ્ટમ
उन्नत प्रौद्योगिकी (ए टी),અદ્યતન ટેકનોલોજી (AT)
कर्मक,એજન્ટ
समुच्चयन,એકત્રીકરણ
विमानवाहित कंप्यूटर तंत्र,એરબોર્ન કમ્પ્યુટર સિસ્ટમ
एल्डस पेज-मेक,aldus પૃષ્ઠ નિર્માતા
सचेत पेटी,ચેતવણી બોક્સ
ऐल्गॉल (कंप्यूटर भाषा),algol
"1.  एल्गोरिथ्म ,2. कलन विधि",અલ્ગોરિધમ
"1.  एल्गोरिथ्म विश्लेषण ,2. कलन विधि विश्लेषण",અલ્ગોરિધમ વિશ્લેષણ
एल्गोरिथ्म दक्षता,અલ્ગોરિધમ કાર્યક્ષમતા
"1. एलिआस ,2. उपनाम ,3. उर्फ",ઉપનામ
संरेखण,ગોઠવણી
"1. आवंटन ,2. नियतन",ફાળવણી
"1.अक्षरात्मक ,2. वर्णानुक्रम",આલ્ફાબેટીક
अक्षरांकीय,આલ્ફાન્યૂમેરિક
"1.अक्षरांकीय कुंजीपटल ,2. अक्षराकीय की-बोर्ड",આલ્ફાન્યૂમેરિક કી બોર્ડ
अल्फा-परीक्षण (प्रथम स्तरीय परीक्षण),આલ્ફા-પરીક્ષણ
"1. अल्फा वर्जन ,2. अल्फा रूप",આલ્ફા-સંસ્કરણ
आल्ट कुंजी,alt કી
आल्टाविस्टा,અલ્ટાવિસ્ટા
अनेकार्थकता,અસ્પષ્ટતા
संदिग्ध व्याकरण,અસ્પષ્ટ વ્યાકરણ
अमेरिकन नेशनल स्टेंडीस इंस्टीट्यूट (ए.एन.एस.आई.),અમેરિકન નેશનલ સ્ટાન્ડર્ડ ઇન્સ્ટિટ્યૂટ (ANSI)
अमेरिकी मानक कट (आस्की),અમેરિકન સ્ટાન્ડર્ડ કોડ ફોર ઇન્ફોર્મેશન ઇન્ટરચેન્જ (ASCII)
"1. अनुरुप ,2. एनालॉग",એનાલોગ
"1. एनालॉग कंप्यूटर, 2. अनुरुप कंप्यूटर",એનાલોગ કમ્પ્યુટર
"1. अनुरुप युक्ति ,2. एनालॉग डिवाइस",એનાલોગ ઉપકરણ
"1. एनालॉग मोडेम ,2. अनुरुप मोडेम",એનાલોગ મોડેમ
अनुरुप से अंकीय रुपांतरक,એનાલોગ થી ડિજિટલ કન્વર્ટર (ADC)
एंड (डिजिटल/विमान लॉजिक ’और’ प्रयुक्त),અને
एंड परिपथ,અને સર્કિટ
एंड गेट और द्वार,અને દરવાજો
एंड नॉट संक्रिया (अपवर्जन),અને ઓપરેશન નહીં (બાકાત)
"1. एनीमेशन, 2.  सजीवन",એનિમેશન
टिप्पण,ટીકા
असंगता,વિસંગતતા
पूर्ववर्ती,પૂર્વવર્તી
प्रत्याशामूलक पृष्ठन,આગોતરી પેજીંગ
प्रति-सममित,વિરોધી સપ્રમાણ
विषाणुरोधी क्रमादेश,એન્ટિવાયરસ પ્રોગ્રામ
"1. एपलेट ,2. अनुप्रयोगिका",એપ્લેટ
अनुप्रयोग विकासक,એપ્લિકેશન ડેવલપર
अनुप्रयोग प्रोग्रामन,એપ્લિકેશન પ્રોગ્રામિંગ
"1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ ,2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)",એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API)
अनुप्रयोग सॉफ्टवेयर,એપ્લિકેશન સોફ્ટવેર
अनुप्रयोगी भाषा,લાગુ પડતી ભાષા
सन्निकटण सिद्धांत,અંદાજ સિદ્ધાંત
संरचना,સ્થાપત્ય
क्षेत्र अंतरण,વિસ્તાર ટ્રાન્સફર
"1. प्राचर,स्वतंत्रचर, 2. कोणांक",દલીલ
"1. अंकगणितीय एवं तर्क एकक ,2. अंकगणितीय एवं तर्क इकाई",અંકિત અને તર્ક એકમ
अंकगणितीय जांच,અંકિત તપાસ
अंकगणितीय अचर,અંકિત સ્થિરાંક
अंकगणितीय आंकडा,અંકિત માહિતી
अंकगणितीय अनुदेश,અંકગણિત સૂચના
गणितीय एवं तार्किक इकाई (ए. एल. यू.),અંકગણિત અને તર્ક એકમ (ALU)
ए आर पी ए नेट (आरपानेट),અર્પાનેટ
सरणी,એરે
"1. सरणी कैशे ,2. सरणी द्रुतिका ,3. सरणी द्रुतस्मृति",એરે કેશ
सरणी कंप्यूटर,એરે કમ્પ્યુટર
सरणी अवयव,એરે તત્વ
सरणी नाम,એરે નામ
सरणी प्रकर्मक,એરે પ્રોસેસર
एरो कुंजी,તીર કીઓ
संधि,ઉચ્ચારણ
संधि बिन्दु,ઉચ્ચારણ બિંદુ
कृत्रिम संहनन,કૃત્રિમ કોમ્પેક્શન
कृत्रिम नियंत्रण,કૃત્રિમ નિયંત્રણ
कृत्रिम बोध,કૃત્રિમ બુદ્ધિ
आरोहक,ચડતા
आरोही छंटाई,ચડતા સૉર્ટ
आस्की वर्णक्रम,ASCII બેટીકલ ઓર્ડર
आस्की नियंत्रण संप्रतीक,ASCII નિયંત્રણ પાત્ર
आस्की संचिका,ASCII ફાઇલ
आस्की फॉन्ट,ASCII ફોન્ટ
आस्की अंतरण,ASCII ટ્રાન્સફર
अभिमुखता अनुपात,પાસા ગુણોત્તર
"1. ऐस्पी ,2. ए एस पी आई",ASPI
ए एस आर कालद,ASR ટાઈમર
"1. स्मरांतरण ,2. कोडांतरण ,3. कोडांतर करना",ભેગા
"1. कोडांतरक ,2. स्मरांतरक",એસેમ્બલર
"1. कोडांतरण ,2. स्मरांतरण",એસેમ્બલી
"1. स्मरांतरण भाषा ,2. कोडांतरण भाषा",એસેમ્બલી ભાષા
निश्चयन,નિવેદન
"1. निर्दिष्ट कार्य ,2. नियतन",સોંપણી
साहचर्य,સંગઠન
साहचर्य पता,સહયોગી સરનામું
"1. साहचर्य स्मृति ,2. साहचर्य मेमोरी",સહયોગી મેમરી
तारक (*का चिन्ह),એસ્ટરીક
असम्मित,અસમપ્રમાણ
"1. अतुल्यकालिक ,2. अतुल्यकाली",અસુમેળ
अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल),અસુમેળ ડિજિટલ સબસ્ક્રાઇબર લાઇન (ADSL)
अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम),અસુમેળ સમય વિભાગ મલ્ટિપ્લેક્સીંગ (ATDM)
अतुल्यकालिक अंतरण,અસુમેળ ટ્રાન્સફર
अतुल्यकालिक अंतरण विधा (ए टी एम),અસુમેળ ટ્રાન્સફર મોડ (ATM)
"1. एटम ,2. परमाण",અણુ
संलग्न प्रलेख,જોડાયેલ દસ્તાવેજ
"1. संलग्न संचिका/मिसिल ,2. संलग्न फाइल",જોડેલી ફાઈલ
"1. संलग्नक ,2. संबंद्ध",જોડાણ
"1. गुण ,2. विशेषता",લક્ષણ
श्रव्य,ઓડિયો
"1. लेखा परीक्षा क्रमादेशन ,2. लेखा परीक्षा प्रोग्रामन",ઓડિટ પ્રોગ્રામિંગ
लेखा सत्यापन,વિષ્લેષણ
संवर्धन,વૃદ્ધિ
प्रमाणन प्रोटोकॉल,પ્રમાણીકરણ પ્રોટોકોલ
संलेखन पद्धति,ઓથરિંગ સિસ્ટમ
"1. प्राधिकरण ,2. अधिकृति ,3. अधिकरण",અધિકૃતતા
स्वत: सार,સ્વતઃ અમૂર્ત
"1. स्वतः बूटिंग ,2. स्व बूटन",ઓટોબૂટિંગ
ऑटोकैड (एक कंप्यूटर भाषा),ઓટોકેડ
स्वत: लॉग-ऑन,ઓટોલોગ ચાલુ
ऑटोमेटा,ઓટોમેટા
आटोमेटा सिद्धांत,ઓટોમેટા સિદ્ધાંત
स्वत: अभिकलन,આપોઆપ કમ્પ્યુટિંગ
स्वत: आंकड़ा प्रक्रमण,સ્વચાલિત ડેટા પ્રોસેસિંગ
स्वत: त्रुटि संशोधन,આપોઆપ ભૂલ સુધારણા
स्वत: फलन,સ્વચાલિત કાર્ય
"1.  स्वत: सूचकीकरण ,2. स्वत: सूचीकरण",આપોઆપ અનુક્રમણિકા
स्वत: संग्रह आह्वान,સ્વચાલિત પુસ્તકાલય કૉલ
"1. स्वत: क्रमादेशन ,2. स्वत: प्रोग्रामन",આપોઆપ પ્રોગ્રામિંગ
"1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम",સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ
स्वत: नेमका,આપોઆપ નિયમિત
स्वत: सिस्टम पुन: प्राप्ति,આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ
"1. स्वत: टेलर मशीन्अ (ए टी एम) ,2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)",ઓટોમેટિક ટેલર મશીન (ATM)
स्वचालन,ઓટોમેશન
"1. आटोप्ले ,2. स्वत: चलन",ઑટોપ્લે
स्वरक्षण,સ્વતઃ સાચવો
सहायक,સહાયક
सहायक स्मृति,સહાયક મેમરી
सहायक भंडारण,સહાયક સંગ્રહ
उपलब्ध लिस्ट,ઉપલબ્ધ યાદી
उपलब्ध समय,ઉપલબ્ધ સમય
औसत,સરેરાશ
ए डब्ल्यू के (एक कंप्यूटर समादेश),awk (ભાષા)
पश्चांत,બેકએન્ડ
पश्चांत प्रक्रमक,બેકએન્ડ પ્રોસેસર
पश्च फलन विलोपन,બેકફેસ દૂર કરવું
पृष्ठभूमि प्रक्रमण,પૃષ્ઠભૂમિ પ્રક્રિયા
सहायक भंडार,બેકિંગ સ્ટોર
पश्च पैचीकरण,બેકપેચિંગ
"1. पश्चीयन ,2. बैकस्पेस",બેકસ્પેસ
पश्चपथन,બેકટ્રેકિંગ
"1. बैक-अप ,2. पूर्तिकर",બેકઅપ
"1. पूर्तिकर स्मृति ,2. बैक-अप मेमोरी",બેકઅપ મેમરી
पश्च त्रुटि सुधार,પછાત ભૂલ પુનઃપ્રાપ્તિ
(आय-व्यय) तुलन पत्र,સરવૈયા
पट्टी,બેન્ડ
"1. बैंड चौड़आई ,2. बैंड विड्थ/क्षमता",બેન્ડ પહોળાઈ
बैंकर एल्गोरिथ्म,બેંકરનું અલ્ગોરિધમ
"1.बार कूट ,2. बार कोड",બાર કોડ
बार कोड स्कैनर,બાર કોડ સ્કેનર
बार ग्राफ,બાર ગ્રાફ
आधार पता,આધાર સરનામું
आधार बैंड,આધાર બેન્ડ
आधार संख्या,આધાર નંબર
आधार सारणी,આધાર ટેબલ
बेसिक (एक कंप्यूटर भाषा),પાયાની
"1. मूल नियंत्रण ,2. आधार नियंत्रण",મૂળભૂત નિયંત્રણ
"1. मूल निवेश ,2. आधारी निवेश",મૂળભૂત ઇનપુટ
आधारभूत अनुदेश,મૂળભૂત સૂચના
आधारी निर्गम,મૂળભૂત આઉટપુટ
मूल चरण,મૂળભૂત પગલું
"1. बैच ,2. समूह ,3. प्रचय",બેચ
"1. बैच फाइल ,2. बैच संचिका",બેચ ફાઇલ
बैच स्थिति,બેચ સ્થિતિ
"1. बैच प्रक्रमण ,2. समूह प्रक्रमण",બેચ પ્રક્રિયા
"1. बैच तंत्र ,2. प्रचय तंत्र",બેચ સિસ્ટમ
बॉड,બાઉડ
बॉड दर,બાઉડ દર
किरण पुंज,બીમ
"1. निर्देशमानक ,2. बैचमार्क",બેન્ચમાર્ક
द्विदिश संचार,દ્વિદિશ સંચાર
विदिश कड़ी,દ્વિદિશ લિંક
द्विआधारी कूट,દ્વિસંગી કોડ
द्विआधारी अंक,દ્વિસંગી અંક
द्विआधारी निवेश निर्गम तंत्र (बायोस),બાઈનરી ઇનપુટ આઉટપુટ સિસ્ટમ (BIOS)
द्विआधारी संख्या,દ્વિસંગી સંખ્યા
द्विआधारी संकारक,બાઈનરી ઓપરેટર
द्विआधारी संबंध,દ્વિસંગી સંબંધ
द्विआधारी खोज,દ્વિસંગી શોધ
द्विआधारी अन्वेषण तरु (बी एस टी),દ્વિસંગી શોધ વૃક્ષ (BST)
"1. द्विआधारी ट्रांसफर तरु ,2. द्विआधारी अंतरण",બાઈનરી ટ્રાન્સફર
द्विआधारी तरु,દ્વિસંગી વૃક્ષ
"1. द्विध्रुवी स्मृति ,2. द्विध्रुवी मेमोरी",બાયપોલર મેમરી
"1. जन्म मरण मॉडल ,2. जन्म मरण निदर्श",જન્મ મૃત્યુ મોડેલ
जन्म मरण प्रक्रम,જન્મ મૃત્યુ પ્રક્રિયા
"1. द्वयंक ,2. बिट",બીટ
बिट दोष,થોડી ખામી
बिट प्रतिचित्र,બીટ નકશો
"1. बिट ,2. प्रतिचित्र ,3. पिक्सेल (बी एम पी)",બીટ મેપ પિક્સેલ (BMP)
"1. बिट आव्यूह ,2. बिट सारणी",બીટ મેટ્રિક્સ
बिट प्रतिरूप,બીટ પેટર્ન
बिट स्थिति,બીટ સ્થિતિ
"1. बिट रेट ,2. बिट दर",બીટ દર
अंध पेटी परीक्षण,બ્લેક બોક્સ પરીક્ષણ
टिमटिमाना,ઝબકવું
ब्लॉक,બ્લોક
"1. खंडक दुतिका, 2. ब्लाक कैश/खंडक स्मृति",બ્લોક કેશ
खंडक जांच,બ્લોક ચેક
खंड प्रतिलिपि,બ્લોક નકલ
खंडक आरेख,રેખાક્રુતિ
"1. अवरोधी नेटवर्क, 2. अवरोधी जालक्रम",બ્લોકીંગ નેટવર્ક
बोर्ड,પાટીયું
पृष्ठ स्मृति,પુસ્તક ચિહ્ન
बूलीय बीजगणित,બુલિયન બીજગણિત
बूलीय संबंध,બુલિયન સંબંધ
बूट विभाजन,બુટ પાર્ટીશન
बूट स्ट्रैपिंग,બુટ strapping
1.बूटस्ट्रैप भारक 2. स्वोत्थानी,બુટ-સ્ટ્રેપ લોડર
"1.ब्रिज, 2. सेतु",પુલ
ब्राडबैंड नेटवर्क,બ્રોડબેન્ડ નેટવર્કિંગ
प्रसारण,પ્રસારણ
प्रसारण रेडियो,પ્રસારણ રેડિયો
(नेट) विचरण,બ્રાઉઝ કરો
(नेट) विचरक,બ્રાઉઝર
बी-तरु,બી-ટ્રી
"1.बुदबुद स्मृति, 2.बबल मेमोरी",બબલ મેમરી
बुदबुद छंटाी,બબલ સૉર્ટ
"1.बाल्टी, 2.बकेट",ડોલ
"1.बंधुता तंत्र, 2.बडी तंत्र",મિત્ર સિસ્ટમ
बजट प्रभावी नियंत्रण,બજેટ અસરકારક નિયંત્રણ
बफर,બફર
दोष,ભૂલ
बस,બસ
"1.अष्ट वयंक,2. बािट (आठ बिट)",બાઈટ
बािट कोड,બાઈટ કોડ
सी (कंप्यूटर भाषा),c
"1.सी प्लस प्लस,2.C++(कंप्यूटर भाषा)",C++
"1.कैश,2. द्रुतिका,3.द्रुत",કેશ
"1.कैश बफर, 2.द्रुतस्मृति बफर",કેશ બફર
"1.कैश स्मृति, 2.कैश मेमोरी, 3.द्रुत स्मृति",કેશ મેમરી
परिकलन,ગણતરી
"1.कैलकुलेटर, 2.परिकलक",કેલ્ક્યુલેટર
"1.कैलकुलेटर चिप,2. परिकलक चिप",કેલ્ક્યુલેટર ચિપ
आह्वान,કૉલ
नाम आह्वान,નામથી બોલાવો
संदर्भ आह्वान,સંદર્ભ દ્વારા કૉલ કરો
मान आह्वान,મૂલ્ય દ્વારા કૉલ કરો
चर आह्वान,ચલ દ્વારા કૉલ કરો
आहवान गेट,કૉલ ગેટ
"1.निरस्त करना, 2.रद्द करना",રદ કરો
निरसन बटन,રદ કરો બટન
"1.विहित,2. कैनॉनिकल",પ્રમાણભૂત
विहित रूप,પ્રમાણભૂત સ્વરૂપ
क्षमता,ક્ષમતા
क्षमता सूची,ક્ષમતા યાદી
"1.क्षमता,2. धारिता",ક્ષમતા
कैप्स लॉक कुंजी,કેપ્સ લોક કી
"1.कार्ड,2. पत्रक",કાર્ડ
कार्ड पाठक,કાર્ડ રીડર
प्रमुखता,મુખ્યત્વ
वाहक,વાહક
वाहक बैंड,વાહક બેન્ડ
वाहक भार,વાહક લોડ
वाहक संकेत,વાહક સંકેત
वाहक तरंग,વાહક તરંગ
हासिल,વહન
हासिल अंक,વહન અંક
हासिल ध्वज,ધ્વજ વહન કરો
"1.काट्रिज डिस्क, 2.काट्रिज चक्रिका",કારતૂસ ડિસ્ક
"1.कास्केड, 2.सोपानी",કાસ્કેડ
केस,કેસ
कैथोड-रे-टयूब (सी आर टी),કેથોડ રે ટ્યુબ (CRT)
कैथोड किरण नलिका (सी. आर. टी.) कैथोड-रे-टयूब,કેથોડ રે ટ્યુબ (CRT)
सी डी रॉम डिस्क ड्रािव,CD ROM ડિસ્ક ડ્રાઇવ
सेल,કોષ
सेल एनीमेशन,સેલ એનિમેશન
सेल्युलर फोन,સેલ્યુલર ફોન
"1.केंद्रीय स्मृति,2. केंद्रीय मेमोरी",કેન્દ્રીય મેમરી
केद्रीय प्रक्रमण एकक (सी पी यू),સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU)
केंद्रीकृत तंत्र,કેન્દ્રિય સિસ્ટમ
प्रमाणीकृत टेप,પ્રમાણિત ટેપ
श्रृंखला,સાંકળ
"1.श्रृंखला आंकड़ा, 2.श्रृंखला सामग्री",સાંકળ ડેટા
श्रृंखला कड़ी,સાંકળ કડી
श्रृंखलन,સાંકળ
"1.प्रणाल, 2.चैनल",ચેનલ
"1.प्रणाल व्यस्त टोन, 2.चैनल व्यस्त टोन",ચેનલ વ્યસ્ત સ્વર
"1.प्रणाल क्षमता, 2.चैनल क्षमता",ચેનલ ક્ષમતા
"1.प्रणाल नियंत्रक, 2.चैनल नियंत्रक",ચેનલ નિયંત્રક
"1.प्रणाल त्रुटि, 2.चैनल त्रुटि",ચેનલ ભૂલ
"1.चैनल कार्यक्रम, 2.चैनल प्रोग्राम",ચેનલ કાર્યક્રમ
"1.प्रणाल विश्वसनीयता, 2.चैनल विश्वसनीयता",ચેનલ વિશ્વસનીયતા
"1.प्रणाल समुच्चय, 2.चैनल समुच्चय",ચેનલ સેટ
संप्रतीक,પાત્ર
"1.संप्रतीक कूट,2. संप्रतीक कोड",અક્ષર કોડ
संप्रतीक कुंजी,અક્ષર કી
संप्रतीक पाठक,પાત્ર વાચક
"1.संप्रतीक सािज, 2.संप्रतीक आमाप",અક્ષરનું કદ
संचित्र,ચાર્ટ
"1.न्याधार, 2.चैसिस",ચેસિસ
जाँच बिट,બીટ તપાસો
जाँच अंक,અંક તપાસો
जाँच योग,રકમ તપાસો
जाँच शब्द,શબ્દ તપાસો
चिप,ચિપ
चिप सेट,ચિપ સેટ
"1.चुनना, 2.चयन",પસંદ કરો
वर्णिक रूप से,રંગીન રીતે
"1.सािफर,2. शून्य,3. सीफर",સાઇફર
परिपथ,સર્કિટ
वर्तुल सूची,પરિપત્ર યાદી
सायरस,સિરસ
उल्लेख,અવતરણ
"1.श्रेणी, 2.वर्ग",વર્ગ
वर्ग चर,વર્ગ ચલ
वर्गीकरण,વર્ગીકરણ
अपमार्जन,ચોખ્ખુ
अपमार्जित क्षेत्र,સ્પષ્ટ વિસ્તાર
"1.अपमार्जित प्रणाली, 2.अपमार्जित चैनल",સ્પષ્ટ ચેનલ
दबाना,ક્લિક કરો
"1.ग्राहक,2. क्लाइट",ગ્રાહક
"1.ग्राहक परिसेवक, 2.ग्राहक सर्वर",ક્લાયંટ સર્વર
ग्राहक स्टब,ક્લાઈન્ટ સ્ટબ
कर्तन कला,ક્લિપ આર્ટ
कर्तन कला पुस्तकालय,ક્લિપ આર્ટ લાઇબ્રેરી
क्लिप बोर्ड,ક્લિપ બોર્ડ
क्लिपर,ક્લિપર
क्लिपर चिप,ક્લિપર ચિપ
गुट,સમૂહ
"1.घड़ी,2. कालद",ઘડિયાળ
कालद चक्र,ઘડિયાળ ચક્ર
कालद आवृत्ति,ઘડિયાળની આવર્તન
कालद हार्डवेयर,ઘડિયાળ હાર્ડવેર
कालद स्पंद,ઘડિયાળની પલ્સ
कालद गति,ઘડિયાળની ઝડપ
कालद तुल्यकालन,ઘડિયાળ સુમેળ
कालद टिक,ઘડિયાળની ટીક
क्लोन,ક્લોન
बंद,બંધ
संवृत परिपथ टी.वी. (सी.सी.टी.वी.),ક્લોઝ સર્કિટ ટીવી (CCTV)
संवरण,બંધ
"1.मेघाभिकलन,2.क्लाुड कंप्यूटिंग",ક્લાઉડ કમ્પ્યુટિંગ
गुच्छ,ક્લસ્ટર
"1.विलेपित कार्ड,2. विलेपित पत्रक",કોટેડ કાર્ડ
लेपित कागज,કોટેડ કાગળ
समाक्षीय,કોક્સિયલ
समाक्ष केबल,કો - એક્ષેલ કેબલ
कोडासिल,કોડાસિલ
"1.कूट, 2.कोड",કોડ
"1.कूट जनक,2. कोड जनक",કોડ જનરેટર
कूट पृष्ठ,કોડ પેજ
"1.कूट शब्द, 2.कोड शब्द",કોડ શબ્દ
"1.कोडर, 2.कूटक",કોડર
"1.कूट लेखन जाँच, 2. कोडन जाँच",કોડિંગ તપાસ
कूट लेखन रूप,કોડિંગ ફોર્મ
"1.कूटलेखन पत्र, 2. कोडन शीट",કોડિંગ શીટ
गुणांक,ગુણાંક
ससंजन,સુસંગતતા
"1.शीत बूट, 2.शीत प्रारंभ",ઠંડા બૂટ
शीत प्रारंभ,ઠંડી શરૂઆત
सहयोग,સહયોગ
निपात,પતન
"1.परिमिलन, 2.समानुक्रमित करना",કોલેટ
"1.समानुक्रमित टेप,2. कालेट टेप",કોલેટ ટેપ
टक्कर,અથડામણ
कोलन,કોલોન
"1.वर्ण, 2.रंग",રંગ (રંગ)
रंग संतृप्ति,રંગ સંતૃપ્તિ
रंग सारणी,રંગ ટેબલ
स्तंभ,કૉલમ
संयोजन,સંયોજન
समिश्र पेटी,કૉમ્બો બૉક્સ
"1.समादेश, 2.कमांड",આદેશ
समादेश बटन,આદેશ બટન
समादेश सूची,આદેશ યાદી
टिप्पणी,ટિપ્પણી
"1.वचन बद्धता, 2.प्रतिबद्धता",પ્રતિબદ્ધતા
वस्तु,કોમોડિટી
सामान्य व्यवसाय उन्मुखी भाषा (कोबोल),કોમન બિઝનેસ ઓરિએન્ટેડ લેંગ્વેજ (કોબોલ)
सामान्य त्रुटि,સામાન્ય ભૂલ
सामान्य भाषा,સામાન્ય ભાષા
"1.सामान्य नेमक,2. सामान्य नित्यक्रम",સામાન્ય દિનચર્યા
संचार,સંચાર
संचार रेखा,સંચાર લાઇન
संचार विधा,સંચાર મોડ
"1. संचार नेटवर्क, 2. संचार जालक्रम",સંચાર નેટવર્ક
संचार प्राचल,સંચાર પરિમાણ
संचार तंत्र,સંચાર વ્યવસ્થા
संहनन,કોમ્પેક્શન
संपीडप्रसारित्र,કમ્પેન્ડર
संपीडप्रसारण,સંયોજન
कंपनी नेटवर्क,કંપની નેટવર્ક
तुलना परीक्षण,સરખામણી કસોટી
"1.सुसंगति, 2.संगतता",સુસંગતતા
सुसंगत,સુસંગત
संकलन,સંકલન
संकलन तथा कार्यपालन,કમ્પાઇલ કરો અને જાઓ
"1.संकलक, 2.क्रमादेश अंतरक",કમ્પાઇલર
संकलक भाषा,કમ્પાઇલર ભાષા
पूरक,પૂરક
दस-पूरक,દસ પર પૂરક
पूरक,પૂરક
"1.संपूर्ण हस्तगत, 2.संपूर्ण हासिल",સંપૂર્ણ વહન
