Tamil,Kannada
இணைப்பு வடிவியல்,ಅಫೈನ್ ಜ್ಯಾಮಿತಿ
இணைப்பு மேப்பிங்,ಅಫೈನ್ ಮ್ಯಾಪಿಂಗ್
இணைப்பு மாற்றம்,ಅಫೈನ್ ರೂಪಾಂತರ
ஒருங்கிணைக்கும் மாறிகள்,ಒಟ್ಟುಗೂಡಿಸುವ ಅಸ್ಥಿರ
இயற்கணிதம்,ಬೀಜಗಣಿತ
இயற்கணிதப்படி மூடப்பட்டது,ಬೀಜಗಣಿತವಾಗಿ ಮುಚ್ಚಲಾಗಿದೆ
இயற்கணித சமன்பாடு,ಬೀಜಗಣಿತದ ಸಮೀಕರಣ
இயற்கணித வெளிப்பாடு,ಬೀಜಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ
இயற்கணித வடிவம்,ಬೀಜಗಣಿತ ರೂಪ
இயற்கணித செயல்பாடு,ಬೀಜಗಣಿತದ ಕಾರ್ಯ
இயற்கணித வடிவியல்,ಬೀಜಗಣಿತದ ರೇಖಾಗಣಿತ
இயற்கணிதப் பெருக்கம்,ಬೀಜಗಣಿತದ ಬಹುಸಂಖ್ಯೆ
இயற்கணித அமைப்பு,ಬೀಜಗಣಿತ ವ್ಯವಸ್ಥೆ
அனைத்து முழு எண் பிரச்சனை,ಎಲ್ಲಾ ಪೂರ್ಣಾಂಕ ಸಮಸ್ಯೆ
ஒதுக்கீடு பிரச்சனை,ಹಂಚಿಕೆ ಸಮಸ್ಯೆ
அகரவரிசைக் குறியீடு,ವರ್ಣಮಾಲೆಯ ಸಂಕೇತ
அகரவரிசை எழுத்து,ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ
மாற்று கோணம்,ಪರ್ಯಾಯ ಕೋನ
மாற்று வடிவம்,ಪರ್ಯಾಯ ರೂಪ
மாற்று குழு,ಪರ್ಯಾಯ ಗುಂಪು
மாற்று அணி,ಪರ್ಯಾಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್
மாற்று தொடர்,ಪರ್ಯಾಯ ಸರಣಿ
மாற்று கருதுகோள்,ಪರ್ಯಾಯ ಕಲ್ಪನೆ
மாற்று ஆப்டிமா,ಪರ್ಯಾಯ ಆಪ್ಟಿಮಾ
மாற்று விளைவு,ಪರ್ಯಾಯ ಫಲಿತಾಂಶ
அனலாக்-டு-டிஜிட்டல் மாற்றி,ಅನಲಾಗ್-ಟು-ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕ
அனலாக் கணினி,ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
பகுப்பாய்வு,ವಿಶ್ಲೇಷಣೆ
இணையான பகுப்பாய்வு,ಸಹವರ್ತಿತ್ವದ ವಿಶ್ಲೇಷಣೆ
கணக்கியல் தரவு பகுப்பாய்வு,ಎಣಿಕೆಯ ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ
மாறுபாட்டின் பகுப்பாய்வு,ವ್ಯತ್ಯಾಸದ ವಿಶ್ಲೇಷಣೆ
பகுப்பாய்வு வடிவியல்,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
பகுப்பாய்வு செயல்பாடு,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ
கோணம்,ಕೋನ
தொடர்பு கோணம்,ಸಂಪರ್ಕದ ಕೋನ
விலகல் கோணம்,ವಿಚಲನ ಕೋನ
மனச்சோர்வின் கோணம்,ಖಿನ್ನತೆಯ ಕೋನ
விலகல் கோணம்,ವಿಚಲನ ಕೋನ
விலகல் கோணம்,ವಿವರ್ತನೆಯ ಕೋನ
உயரத்தின் கோணம்,ಎತ್ತರದ ಕೋನ
நிகழ்வு கோணம்,ಘಟನೆಯ ಕೋನ
திட்ட கோணம்,ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ
பிரதிபலிப்பு கோணம்,ಪ್ರತಿಬಿಂಬದ ಕೋನ
ஒளிவிலகல் கோணம்,ವಕ್ರೀಭವನದ ಕೋನ
சுழற்சி கோணம்,ತಿರುಗುವಿಕೆಯ ಕೋನ
மொத்த பிரதிபலிப்பு கோணம்,ಒಟ್ಟು ಪ್ರತಿಫಲನದ ಕೋನ
கோண முடுக்கம்,ಕೋನೀಯ ವೇಗವರ್ಧನೆ
கோண இயக்கம்,ಕೋನೀಯ ಚಲನೆ
கோண வேகம்,ಕೋನೀಯ ವೇಗ
கோண வேகம்,ಕೋನೀಯ ವೇಗ
வளையம்,ವಾರ್ಷಿಕ
பதில்,ಉತ್ತರ
எதிர்ப்பு வழித்தோன்றல்,ವಿರೋಧಿ ಉತ್ಪನ್ನ
சமச்சீரற்ற செயல்பாடு,ಆಂಟಿಸಿಮೆಟ್ರಿಕ್ ಕಾರ್ಯ
பொருந்தும்,ಅನ್ವಯಿಸುವ
விண்ணப்பம்,ಅಪ್ಲಿಕೇಶನ್
பயன்பாட்டு டைனமிக் நிரலாக்கம்,ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
பயன்படுத்தப்படும் வடிவியல்,ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ
பயன்பாட்டு கணிதம்,ಅನ್ವಯಿಕ ಗಣಿತ
பயன்பாட்டு புள்ளிவிவரங்கள்,ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು
தோராயமாக,ಸರಿಸುಮಾರು
தோராயமாக தொடர்ச்சியான செயல்பாடு,ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ
தோராயமான முறை,ಅಂದಾಜು ವಿಧಾನ
தோராயமான தீர்வு,ಅಂದಾಜು ಪರಿಹಾರ
தோராயமான பிரச்சனை,ಅಂದಾಜು ಸಮಸ್ಯೆ
தோராயமான சொத்து,ಅಂದಾಜು ಆಸ್ತಿ
திறன் சோதனை பேட்டரி,ಆಪ್ಟಿಟ್ಯೂಡ್ ಟೆಸ್ಟ್ ಬ್ಯಾಟರಿ
அர்காண்ட் வரைபடம்,ಅರ್ಗಾಂಡ್ ರೇಖಾಚಿತ್ರ
தன்னிச்சையாக தேர்வு,ನಿರಂಕುಶವಾಗಿ ಆಯ್ಕೆ ಮಾಡಲಾಗಿದೆ
தன்னிச்சையான,ನಿರಂಕುಶ
தன்னிச்சையான மாறிலி,ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ
தன்னிச்சையான உறுப்பு,ಅನಿಯಂತ್ರಿತ ಅಂಶ
தன்னிச்சையான புள்ளி,ಅನಿಯಂತ್ರಿತ ಬಿಂದು
ஆர்க்கிமிடியன் சட்டம்,ಆರ್ಕೆಮಿಡಿಯನ್ ಕಾನೂನು
ஆர்க்கிமிடிஸ் கொள்கை,ಆರ್ಕಿಮಿಡಿಸ್ ತತ್ವ
வில்லின் நீளம்,ಆರ್ಕ್ ಉದ್ದ
வட்ட வில்,ವೃತ್ತದ ಚಾಪ
ஆர்க் சைன் விநியோகம்,ಆರ್ಕ್ ಸೈನ್ ವಿತರಣೆ
ஆர்க் சைன் மாற்றம்,ಆರ್ಕ್ ಸೈನ್ ರೂಪಾಂತರ
பகுதி,ಪ್ರದೇಶ
பகுதி அமைப்பு,ಪ್ರದೇಶದ ವಿನ್ಯಾಸ
கலப்பு எண்ணின் வாதம்,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ವಾದ
எண்கணித சராசரி,ಅಂಕಗಣಿತದ ಸರಾಸರಿ
எண்கணித செயல்பாடு,ಅಂಕಗಣಿತದ ಕಾರ್ಯಾಚರಣೆ
எண்கணித அலகு,ಅಂಕಗಣಿತದ ಘಟಕ
ஏற்பாடு,ವ್ಯವಸ್ಥೆ
வரிசை,ಶ್ರೇಣಿ
செயற்கை செயற்கைக்கோள்,ಕೃತಕ ಉಪಗ್ರಹ
செயற்கை மாறி,ಕೃತಕ ವೇರಿಯಬಲ್
ஏறும்,ಏರು
ஏறும்,ಆರೋಹಣ
அளவின் ஏறுவரிசை,ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ
ஏறுவரிசை தொடர்,ಆರೋಹಣ ಸರಣಿ
அசெம்பிளர் மொழி,ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ
பணி நியமன பிரச்சனை,ನಿಯೋಜನೆ ಸಮಸ್ಯೆ
துணை சட்டம்,ಸಹಾಯಕ ಕಾನೂನು
ஆபரேட்டர்களின் துணை சட்டம்,ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ಕಾನೂನು
துணை செயல்பாடு,ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ
கூட்டுறவு,ಸಹಭಾಗಿತ್ವ
சராசரியாக கருதப்படுகிறது,ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ
நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது,ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ
அனுமானம்,ಊಹೆ
ஜோதிடம்,ಜ್ಯೋತಿಷ್ಯ
விண்வெளி பொறியாளர்,ಗಗನಯಾತ್ರಿ ಇಂಜಿನಿಯರ್
வானியலாளர்,ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ
வானியல் கடிகாரம்,ಖಗೋಳ ಗಡಿಯಾರ
வானியல்,ಖಗೋಳಶಾಸ್ತ್ರ
சமச்சீரற்ற வளைவு,ಅಸಮವಾದ ಕರ್ವ್
சமச்சீரற்ற தன்மை,ಅಸಿಮ್ಮೆಟ್ರಿ
அறிகுறியற்றது,ಲಕ್ಷಣರಹಿತ
அறிகுறியற்ற,ಲಕ್ಷಣರಹಿತ
அறிகுறியற்ற திறமையான மதிப்பீட்டாளர்,ಲಕ್ಷಣರಹಿತ ಪರಿಣಾಮಕಾರಿ ಅಂದಾಜುಗಾರ
அறிகுறியற்ற பாரபட்சமற்ற மதிப்பீட்டாளர்,ಲಕ್ಷಣರಹಿತವಾಗಿ ನಿಷ್ಪಕ್ಷಪಾತ ಅಂದಾಜುಗಾರ
அறிகுறியற்ற நடத்தை,ಲಕ್ಷಣರಹಿತ ನಡವಳಿಕೆ
அறிகுறியற்ற விநியோக செயல்பாடு,ಲಕ್ಷಣರಹಿತ ವಿತರಣಾ ಕಾರ್ಯ
அறிகுறியற்ற விரிவாக்கம்,ಲಕ್ಷಣರಹಿತ ವಿಸ್ತರಣೆ
வளிமண்டல அழுத்தம்,ವಾತಾವರಣದ ಒತ್ತಡ
சீரற்ற முறையில்,ಯಾದೃಚ್ಛಿಕವಾಗಿ
பண்பு,ಗುಣಲಕ್ಷಣ
மாதிரி செயல்முறை பண்புகளை,ಮಾದರಿ ವಿಧಾನದ ಗುಣಲಕ್ಷಣಗಳು
பெரிதாக்கப்பட்ட அணி,ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
தன்னியக்க தொடர்பு குணகம்,ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ
தன்னியக்க தொடர்பு செயல்பாடு,ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ
தன்னியக்க மாறுபாடு,ಆಟೋಕೋವೇರಿಯನ್ಸ್
தானியங்கி கணினி,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್
தன்னியக்க பின்னடைவு,ಸ್ವಯಂ ಹಿನ್ನಡೆ
துணை சமன்பாடு,ಸಹಾಯಕ ಸಮೀಕರಣ
சராசரி மாதிரி எண் வளைவு (ASN வளைவு),ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (ASN ಕರ್ವ್)
கோட்பாடு,ಮೂಲತತ್ವ
அச்சு அணுகுமுறை,ಅಕ್ಷೀಯ ವಿಧಾನ
நிகழ்தகவு கோட்பாடு,ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ
அச்சு,ಅಕ್ಷರೇಖೆ
abscissa அச்சு,ಅಬ್ಸಿಸ್ಸಾದ ಅಕ್ಷ
பூமியின் அச்சு,ಭೂಮಿಯ ಅಕ್ಷ
புரட்சியின் அச்சு,ಕ್ರಾಂತಿಯ ಅಕ್ಷ
சுழற்சியின் அச்சு,ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ
சுழற்சியின் அச்சு,ಸ್ಪಿನ್ ಅಕ್ಷ
பின்-மாற்று,ಬ್ಯಾಕ್-ಬದಲಿ
பின்தங்கிய வேறுபாடு,ಹಿಂದುಳಿದ ವ್ಯತ್ಯಾಸ
பின்தங்கிய இடைக்கணிப்பு சூத்திரம்,ಹಿಂದುಳಿದ-ಪ್ರಕ್ಷೇಪಣ ಸೂತ್ರ
சமநிலை,ಸಮತೋಲನ
சீரான வடிவமைப்பு,ಸಮತೋಲಿತ ವಿನ್ಯಾಸ
இருப்புநிலை,ಆಯವ್ಯಯ ಪಟ್ಟಿ
பாலிஸ்டிக் ஏவுகணை,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಕ್ಷಿಪಣಿ
பாலிஸ்டிக்ஸ்,ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್
மதுக்கூடம்,ಬಾರ್
அடித்தளம்,ಬೇಸ್
அடிப்படை கோணம்,ಮೂಲ ಕೋನ
மடக்கையின் அடிப்படை,ಲಾಗರಿಥಮ್ನ ಆಧಾರ
அடிப்படை,ಮೂಲಭೂತ
அடிப்படை சாத்தியமான தீர்வு,ಮೂಲ ಕಾರ್ಯಸಾಧ್ಯ ಪರಿಹಾರ
அடிப்படை தீர்வு,ಮೂಲ ಪರಿಹಾರ
அடிப்படை மாறி,ಮೂಲ ವೇರಿಯಬಲ್
அடிப்படையில்,ಆಧಾರದ
அடிப்படை உறுப்பு,ಆಧಾರ ಅಂಶ
அடிப்படை அணி,ಆಧಾರ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ஒரு திசையன் இடத்தின் அடிப்படை,ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ
துணைவெளியின் அடிப்படை,ಉಪಸ್ಥಳದ ಆಧಾರ
பேய்சியன் மதிப்பீடு,ಬೇಸಿಯನ್ ಅಂದಾಜು
பேய்ஸ் சட்டம்,ಬೇಯ್ಸ್ ಕಾನೂನು
பேய்ஸ் தேற்றம்,ಬೇಯಸ್ ಪ್ರಮೇಯ
பெர்னோலி விநியோகம்,ಬರ್ನೌಲ್ಲಿ ವಿತರಣೆ
பெர்னோலி எண்,ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆ
பெர்னோலி நிகழ்தகவு செயல்பாடு,ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ
பெர்னோலியின் சமன்பாடு,ಬರ್ನೌಲಿಯ ಸಮೀಕರಣ
பெர்ரி செயல்பாடு,ಬೆರ್ರಿ ಕಾರ್ಯ
சிறந்த பொருத்தம்,ಅತ್ಯುತ್ತಮ ಫಿಟ್
சிறந்த பொருத்தம் வரி,ಅತ್ಯುತ್ತಮ - ಫಿಟ್ ಲೈನ್
சிறந்த தீர்வு,ಉತ್ತಮ ಪರಿಹಾರ
சிறந்த உத்திகள்,ಅತ್ಯುತ್ತಮ ತಂತ್ರಗಳು
பீட்டா விநியோகம்,ಬೀಟಾ ವಿತರಣೆ
சார்பு,ಪಕ್ಷಪಾತ
பாரபட்சமான மதிப்பீடு,ಪಕ್ಷಪಾತದ ಅಂದಾಜು
பைஹார்மோனிக் சமன்பாடு,ಬೈಹಾರ್ಮೋನಿಕ್ ಸಮೀಕರಣ
பிஜேக்ஷன்,ಬೈಜೆಕ್ಷನ್
இருமுனை வரைபடம்,ಬೈಜೆಕ್ಟಿವ್ ನಕ್ಷೆ
பைஜெக்டிவ் மேப்பிங்,ಬೈಜೆಕ್ಟಿವ್ ಮ್ಯಾಪಿಂಗ್
இருகோடி வடிவம்,ಬೈಲಿನಿಯರ್ ರೂಪ
இருமுனை செயல்பாடு,ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ
இருமுனை ஹெர்மிடியன் வடிவம்,ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ರೂಪ
பைனரி,ಅವಳಿ
பைனரி குறியீடு,ಬೈನರಿ ಕೋಡ್
பைனரி குறியிடப்பட்ட தசம,ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ
பைனரி குறியீட்டு முறை,ಬೈನರಿ ಕೋಡಿಂಗ್
பைனரி கணினி,ಬೈನರಿ ಕಂಪ್ಯೂಟರ್
பைனரி இலக்கம்,ದ್ವಿಮಾನ ಅಂಕಿ
பைனரி செயல்பாடு,ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ
பைனரி அமைப்பு,ಬೈನರಿ ಸಿಸ್ಟಮ್
பைனரி மாறி,ಬೈನರಿ ವೇರಿಯಬಲ್
ஈருறுப்புக் குணகம்,ದ್ವಿಪದ ಗುಣಾಂಕ
இருவகைப் பரவல்,ದ್ವಿಪದ ವಿತರಣೆ
ஈருறுப்புச் சமன்பாடு,ದ್ವಿಪದ ಸಮೀಕರಣ
ஈருறுப்பு விரிவாக்கம்,ದ್ವಿಪದ ವಿಸ್ತರಣೆ
ஈருறுப்பு வெளிப்பாடு,ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ
ஈருறுப்பு சீரற்ற மாறி,ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
ஈருறுப்பு தேற்றம்,ದ್ವಿಪದ ಪ್ರಮೇಯ
இரு பிரிவு,ಇಬ್ಭಾಗ
பிரித்தல் முறை,ವಿಭಜನಾ ವಿಧಾನ
இருவகை,ದ್ವಿಭಾಜಕ
இருமுறை,ಬೈಸೀರಿಯಲ್
பிட்,ಸ್ವಲ್ಪ
இருவகை இருவகைப் பரவல்,ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ
இருவகை தொடர்பு குணகம்,ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ
இருவகை விநியோகம்,ದ್ವಿಗುಣ ವಿತರಣೆ
இருவகை சாதாரண விநியோகம்,ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ ವಿತರಣೆ
பைவெக்டர்,ಬೈವೆಕ್ಟರ್
போல்ட்ஸ்மேன் சமன்பாடு,ಬೋಲ್ಟ್ಜ್‌ಮನ್ ಸಮೀಕರಣ
பூலியன் இயற்கணிதம்,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
போஸ் - ஐன்ஸ்டீன் புள்ளிவிவரங்கள்,ಬೋಸ್ - ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು
எல்லை நிலை,ಗಡಿ ಸ್ಥಿತಿ
எல்லை அடுக்கு,ಗಡಿ ಪದರ
எல்லைக் கோடு,ಗಡಿ ರೇಖೆ
எல்லை மதிப்பு,ಗಡಿ ಮೌಲ್ಯ
எல்லை மதிப்பு பிரச்சனை,ಗಡಿ ಮೌಲ್ಯದ ಸಮಸ್ಯೆ
வரையறுக்கப்பட்ட செயல்பாடு,ಸೀಮಿತ ಕಾರ್ಯ
கட்டுப்பட்ட அணி,ಬೌಂಡೆಡ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
எல்லைக்குட்பட்ட பகுதி,ಗಡಿ ಪ್ರದೇಶ
வரையறுக்கப்பட்ட தொகுப்பு,ಸೀಮಿತ ಸೆಟ್
பிரவுனிய இயக்கம்,ಬ್ರೌನಿಯನ್ ಚಲನೆ
கணக்கிட,ಲೆಕ್ಕಾಚಾರ
கணக்கிடுகிறது,ಲೆಕ್ಕಾಚಾರ
கணக்கிடும் இயந்திரம்,ಲೆಕ್ಕಾಚಾರ ಯಂತ್ರ
கணக்கீடு,ಲೆಕ್ಕಾಚಾರ
கணக்கீட்டு செயல்முறை,ಲೆಕ್ಕಾಚಾರದ ಕಾರ್ಯವಿಧಾನ
கால்குலேட்டர்,ಕ್ಯಾಲ್ಕುಲೇಟರ್
கால்குலஸ்,ಕಲನಶಾಸ್ತ್ರ
மாறுபாட்டின் கணக்கீடு,ವ್ಯತ್ಯಾಸದ ಕಲನಶಾಸ್ತ್ರ
கலோரி,ಕ್ಯಾಲೋರಿ
ரத்து சட்டம்,ರದ್ದತಿ ಕಾನೂನು
நியமன சமன்பாடு,ಅಂಗೀಕೃತ ಸಮೀಕರಣ
நியமன வடிவம்,ಅಂಗೀಕೃತ ರೂಪ
நியமன அணி,ಅಂಗೀಕೃತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
கேன்டர் செட்,ಕ್ಯಾಂಟರ್ ಸೆಟ್
கேண்டரின் மும்முனைத் தொகுப்பு,ಕ್ಯಾಂಟರ್‌ನ ತ್ರಯಾತ್ಮಕ ಸೆಟ್
திறன் கொண்ட போக்குவரத்து பிரச்சனை,ಸಾಮರ್ಥ್ಯದ ಸಾರಿಗೆ ಸಮಸ್ಯೆ
திறன்,ಸಾಮರ್ಥ್ಯ
தந்துகி விசை,ಕ್ಯಾಪಿಲ್ಲರಿ ಬಲ
கார்டினல் எண்,ಕಾರ್ಡಿನಲ್ ಸಂಖ್ಯೆ
கார்ட்டீசியன் அச்சுகள்,ಕಾರ್ಟೇಶಿಯನ್ ಅಕ್ಷಗಳು
கார்ட்டீசியன் ஆயத்தொகுப்புகள்,ಕಾರ್ಟೇಶಿಯನ್ ನಿರ್ದೇಶಾಂಕಗಳು
கார்ட்டீசியன் தயாரிப்பு,ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ
தொகுப்புகளின் கார்ட்டீசியன் தயாரிப்பு,ಸೆಟ್‌ಗಳ ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ
வழக்கு ஆய்வு,ಉದಾಹರಣಾ ಪರಿಶೀಲನೆ
பேரழிவு ஏற்ற இறக்கம்,ದುರಂತದ ಏರಿಳಿತ
கேடனரி,ಕ್ಯಾಟೆನರಿ
காச்சி விநியோகம்,ಕೌಚಿ ವಿತರಣೆ
கௌச்சி சூத்திரம்,ಕೌಚಿ ಸೂತ್ರ
Cauchy Goursat தேற்றம்,ಕೌಚಿ ಗೌರ್ಸಾಟ್ ಪ್ರಮೇಯ
