English,Bengali
algorithm analysis,অ্যালগরিদম বিশ্লেষণ
algorithm efficiency,অ্যালগরিদম দক্ষতা
alias,উপনাম
alignment,প্রান্তিককরণ
allocation,বরাদ্দ
alphabetic,বর্ণানুক্রমিক
alphanumeric,আলফানিউমেরিক
alphanumeric key board,আলফানিউমেরিক কী বোর্ড
alpha-test,আলফা-পরীক্ষা
alpha-version,আলফা-সংস্করণ
alt key,alt কী
altavista,আলতাভিস্তা
ambiguity,অস্পষ্টতা
ambiguous grammar,অস্পষ্ট ব্যাকরণ
American National Standards Institute (ANSI),আমেরিকান ন্যাশনাল স্ট্যান্ডার্ড ইনস্টিটিউট (ANSI)
American Standard Code For Information Interchange (ASCII),আমেরিকান স্ট্যান্ডার্ড কোড ফর ইনফরমেশন ইন্টারচেঞ্জ (ASCII)
analog,এনালগ
analog computer,এনালগ কম্পিউটার
analog device,এনালগ ডিভাইস
analog modem,এনালগ মডেম
Analog To Digital Converter (ADC),এনালগ থেকে ডিজিটাল কনভার্টার (ADC)
AND,এবং
AND circuit,এবং সার্কিট
AND gate,এবং গেট
AND not operation (Exclusion),এবং অপারেশন নয় (বর্জন)
animation,অ্যানিমেশন
annotation,টীকা
anomaly,ব্যতিক্রম
antecedent,পূর্ববর্তী
anticipatory paging,প্রত্যাশিত পেজিং
anti-symmetric,বিরোধী প্রতিসম
antivirus program,অ্যান্টিভাইরাস প্রোগ্রাম
applet,অ্যাপলেট
application developer,অ্যাপ্লিকেশন ডেভেলপার
application programming,অ্যাপ্লিকেশন প্রোগ্রামিং
application programming interface (API),অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস (API)
application software,অ্যাপ্লিকেশন সফ্টওয়্যার
applicative language,প্রয়োগমূলক ভাষা
approximation theory,আনুমানিক তত্ত্ব
architecture,স্থাপত্য
area transfer,এলাকা স্থানান্তর
argument,যুক্তি
arithmatic and logic unit,গাণিতিক এবং যুক্তিবিদ্যা ইউনিট
arithmatic check,গাণিতিক চেক
arithmatic constant,গাণিতিক ধ্রুবক
arithmatic data,গাণিতিক তথ্য
arithmatical instruction,গাণিতিক নির্দেশনা
arithmetic and logic unit (ALU),পাটিগণিত এবং যুক্তি ইউনিট (ALU)
ARPANET,আরপানেট
array,অ্যারে
array cache,অ্যারে ক্যাশে
array computer,অ্যারে কম্পিউটার
array element,অ্যারে উপাদান
array name,অ্যারের নাম
array processor,অ্যারে প্রসেসর
arrow keys,তীর চিহ্ন
articulation,উচ্চারণ
articulation point,উচ্চারণ বিন্দু
artificial compaction,কৃত্রিম কম্প্যাকশন
artificial control,কৃত্রিম নিয়ন্ত্রণ
artificial intelligence,কৃত্রিম বুদ্ধিমত্তা
ascender,আরোহী
ascending sort,আরোহী সাজানোর
ASCII betical order,ASCII বেটিকাল অর্ডার
ASCII control character,ASCII নিয়ন্ত্রণ চরিত্র
ASCII file,ASCII ফাইল
ASCII font,ASCII ফন্ট
ASCII transfer,ASCII স্থানান্তর
aspect ratio,আনুমানিক অনুপাত
ASPI,এএসপিআই
ASR timer,ASR টাইমার
assemble,একত্রিত করা
assembler,সংযোজনকারী
assembly,সমাবেশ
assembly language,এসেম্বলি
assertion,দাবী
assignment,নিয়োগ
association,সংঘ
associative address,সহযোগী ঠিকানা
associative memory,সহযোগী স্মৃতি
asteric,asteric
asymmetric,অপ্রতিসম
asynchronous,অ্যাসিঙ্ক্রোনাস
asynchronous Digital Subscriber Line (ADSL),অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL)
asynchronous Time Division Multiplexing (ATDM),অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM)
asynchronous transfer,অ্যাসিঙ্ক্রোনাস স্থানান্তর
asynchronous Transfer Mode (ATM),অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম)
atom,পরমাণু
attached document,সংযুক্ত নথি
attached file,সংযুক্ত ফাইল
attachment,সংযুক্তি
attribute,বৈশিষ্ট্য
audio,শ্রুতি
audit programming,অডিট প্রোগ্রামিং
audit trail,নিরীক্ষা পথ
augmentation,বৃদ্ধি
authentication protocol,প্রমাণীকরণ প্রোটোকল
authoring system,অথরিং সিস্টেম
authorization,অনুমোদন
auto abstract,স্বয়ংক্রিয় বিমূর্ত
autobooting,অটোবুটিং
autocad,অটোক্যাড
autolog on,অটোলগ চালু
automata,স্বয়ংক্রিয়
automata theory,স্বয়ংক্রিয় তত্ত্ব
automatic computing,স্বয়ংক্রিয় কম্পিউটিং
automatic data processing,স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ
automatic error correction,স্বয়ংক্রিয় ত্রুটি সংশোধন
automatic function,স্বয়ংক্রিয় ফাংশন
automatic indexing,স্বয়ংক্রিয় সূচীকরণ
automatic library call,স্বয়ংক্রিয় লাইব্রেরি কল
automatic programming,স্বয়ংক্রিয় প্রোগ্রামিং
automatic recovery program,স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম
automatic routine,স্বয়ংক্রিয় রুটিন
automatic system recovery,স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার
automatic teller machine (ATM),স্বয়ংক্রিয় টেলার মেশিন (এটিএম)
automation,অটোমেশন
autoplay,স্বয়ংক্রিয় চালু
autosave,অটোসেভ
auxiliary,সহায়ক
auxiliary memory,অক্জিলিয়ারী মেমরি
auxiliary storage,অক্জিলিয়ারী স্টোরেজ
available list,প্রাপ্তিসাধ্য তালিকা
available time,উপলব্ধ সময়
average,গড়
awk (language),awk (ভাষা)
backend,ব্যাকএন্ড
backend processor,ব্যাকএন্ড প্রসেসর
backface removal,ব্যাকফেস অপসারণ
background processing,পটভূমি প্রক্রিয়াকরণ
backing store,ব্যাকিং স্টোর
backpatching,ব্যাকপ্যাচিং
backspace,ব্যাকস্পেস
backtracking,ব্যাকট্র্যাকিং
back-up,ব্যাক আপ
back-up memory,ব্যাক আপ মেমরি
backward error recovery,পিছনের ত্রুটি পুনরুদ্ধার
balance sheet,ব্যালেন্স শীট
band,ব্যান্ড
band width,ব্যান্ড প্রস্থ
banker's algorithm,ব্যাংকারের অ্যালগরিদম
bar code,বার কোড
bar code scanner,বারকোড স্ক্যানার
bar graph,বার গ্রাফ
base address,ভিত্তি ঠিকানা
base band,বেস ব্যান্ড
base number,ভিত্তি নম্বর
base table,ভিত্তি টেবিল
BASIC,বেসিক
basic control,মৌলিক নিয়ন্ত্রণ
basic input,মৌলিক ইনপুট
basic instruction,মৌলিক নির্দেশ
basic output,মৌলিক আউটপুট
basic step,মৌলিক পদক্ষেপ
batch,ব্যাচ
batch file,ব্যাচ ফাইল
batch position,ব্যাচ অবস্থান
batch processing,ধির গতির কাজ
batch system,ব্যাচ সিস্টেম
baud,বউড
baud rate,বড হার
beam,মরীচি
benchmark,মাপকাঠি
bidirectional communication,দ্বিমুখী যোগাযোগ
bidirectional link,দ্বিমুখী লিঙ্ক
binary code,বাইনারি কোড
binary digit,বাইনারি সংখ্যা
binary Input output system (BIOS),বাইনারি ইনপুট আউটপুট সিস্টেম (BIOS)
binary number,বাইনারি সংখ্যা
binary operator,বাইনারি অপারেটর
binary relation,বাইনারি সম্পর্ক
binary search,বাইনারি অনুসন্ধান
binary search tree (BST),বাইনারি সার্চ ট্রি (BST)
binary transfer,বাইনারি স্থানান্তর
binary tree,বাইনারি গাছ
bipolar memory,বাইপোলার মেমরি
birth death model,জন্ম মৃত্যু মডেল
birth death process,জন্ম মৃত্যু প্রক্রিয়া
bit,বিট
bit fault,বিট দোষ
bit map,বিট মানচিত্র
bit map pixel (BMP),বিট ম্যাপ পিক্সেল (BMP)
bit matrix,বিট ম্যাট্রিক্স
bit pattern,বিট প্যাটার্ন
bit position,বিট অবস্থান
bit rate,বিট হার
black box testing,কালো বক্স পরীক্ষা
blinking,মিটমিট করে
block,ব্লক
block cache,ব্লক ক্যাশে
block check,ব্লক চেক
block copy,ব্লক কপি
block diagram,ব্লক ডায়াগ্রাম
blocking network,ব্লকিং নেটওয়ার্ক
board,বোর্ড
book mark,বই চিহ্ন
boolean algebra,বুলিয়ান বীজগণিত
boolean relation,বুলিয়ান সম্পর্ক
boot partition,বুট পার্টিশন
boot strapping,বুট strapping
boot-strap loader,বুট-স্ট্র্যাপ লোডার
bridge,সেতু
broadband networking,ব্রডব্যান্ড নেটওয়ার্কিং
broadcast,সম্প্রচার
broadcast radio,রেডিও সম্প্রচার
browse,ব্রাউজ
browser,ব্রাউজার
B-Tree,বি-বৃক্ষ
bubble memory,বুদ্বুদ মেমরি
bubble sort,বুদ্বুদ সাজানোর
bucket,বালতি
buddy system,বন্ধু সিস্টেম
budget effective control,বাজেট কার্যকর নিয়ন্ত্রণ
buffer,বাফার
bug,বাগ
bus,বাস
byte,বাইট
byte code,বাইট কোড
c,গ
C++,সি++
cache,ক্যাশে
cache buffer,ক্যাশে বাফার
cache memory,ক্যাশ মেমরি
calculation,গণনা
calculator,ক্যালকুলেটর
calculator chip,ক্যালকুলেটর চিপ
call,কল
call by name,নামে ডাক
call by reference,রেফারেন্স দ্বারা কল করুন
call by value,মূল্য দ্বারা কল
call by variables,ভেরিয়েবল দ্বারা কল
call gate,কল গেট
cancel,বাতিল
cancel button,বাতিল বোতাম
canonical,ক্যানোনিকাল
canonical form,ক্যানোনিকাল ফর্ম
capability,ক্ষমতা
capability list,ক্ষমতা তালিকা
capacity,ক্ষমতা
caps lock key,ক্যাপ লক কী
card,কার্ড
card reader,কার্ড পাঠক
cardinality,কার্ডিনালিটি
carrier,বাহক
carrier band,ক্যারিয়ার ব্যান্ড
carrier load,ক্যারিয়ার লোড
carrier signal,ক্যারিয়ার সংকেত
carrier wave,ক্যারিয়ার তরঙ্গ
carry,বহন
carry digit,অঙ্ক বহন
carry flag,পতাকা বহন
cartridge disk,কার্তুজ ডিস্ক
cascade,ক্যাসকেড
case,মামলা
cathod ray tube (CRT),ক্যাথড রে টিউব (সিআরটি)
cathode ray tube (CRT),ক্যাথোড রে টিউব (CRT)
CD ROM disk drive,সিডি রম ডিস্ক ড্রাইভ
cell,কোষ
cell animation,সেল অ্যানিমেশন
cellular phone,মোবাইল ফোন
central memory,কেন্দ্রীয় স্মৃতি
central processing unit (CPU),কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU)
centralized system,কেন্দ্রীভূত ব্যবস্থা
certified tape,প্রত্যয়িত টেপ
chain,চেইন
chain data,চেইন ডেটা
chain link,চেইন লিঙ্ক
chaining,চেইনিং
channel,চ্যানেল
channel busy tone,চ্যানেল ব্যস্ত টোন
channel capacity,চ্যানেল ক্ষমতা
channel controller,চ্যানেল কন্ট্রোলার
channel error,চ্যানেল ত্রুটি
channel program,চ্যানেল প্রোগ্রাম
channel reliability,চ্যানেল নির্ভরযোগ্যতা
channel set,চ্যানেল সেট
character,চরিত্র
character code,অক্ষর কোড
character key,অক্ষর কী
character reader,চরিত্র পাঠক
character size,অক্ষরের আকার
chart,চার্ট
chassis,চ্যাসিস
check bit,চেক বিট
check digit,অংকের চেক
check sum,চেক যোগফল
check word,চেক শব্দ
chip,চিপ
chip set,চিপ সেট
choose,পছন্দ করা
chromatically,বর্ণগতভাবে
cipher,গোপনীয় কোড
circuit,সার্কিট
circular list,বৃত্তাকার তালিকা
cirus,সাইরাস
citation,উদ্ধৃতি
class,ক্লাস
class variable,ক্লাস পরিবর্তনশীল
classification,শ্রেণীবিভাগ
clear,স্পষ্ট
clear area,পরিষ্কার এলাকা
clear channel,পরিষ্কার চ্যানেল
click,ক্লিক
client,ক্লায়েন্ট
client server,ক্লায়েন্ট সার্ভার
client stub,ক্লায়েন্ট স্টাব
clip art,ক্লিপ আর্ট
clip art library,ক্লিপ আর্ট লাইব্রেরি
clip board,ক্লিপ বোর্ড
clipper,ক্লিপার
clipper chip,ক্লিপার চিপ
clique,চক্র
clock,ঘড়ি
clock cycle,ঘড়ি চক্র
clock frequency,ঘড়ি ফ্রিকোয়েন্সি
clock hardware,ঘড়ির হার্ডওয়্যার
clock pulse,ঘড়ির নাড়ি
clock speed,ঘরির গতি
clock synchronization,ঘড়ি সিঙ্ক্রোনাইজেশন
clock tick,ঘড়ির টিক টিক
clone,ক্লোন
close,বন্ধ
close circuit TV (CCTV),ক্লোজ সার্কিট টিভি (সিসিটিভি)
closure,বন্ধ
cloud computing,ক্লাউড কম্পিউটিং
cluster,ক্লাস্টার
coated card,প্রলিপ্ত কার্ড
coated paper,লেপা কাগজ
coaxial,সমাক্ষীয়
coaxial cable,সমাক্ষ তারের
codasyl,কোডাসাইল
code,কোড
code generator,উৎপাদকের কোড
code page,কোড পৃষ্ঠা
code word,কোড শব্দ
coder,কোডার
coding check,কোডিং চেক
coding form,কোডিং ফর্ম
coding sheet,কোডিং শীট
coefficient,গুণাঙ্ক
coherence,সমন্বয়
cold boot,শীতল বুটজুতা
cold start,ঠান্ডা শুরু
collaboration,সহযোগিতা
collapse,পতন
collate,জমাট বাঁধা
collate tape,কোলেট টেপ
collision,সংঘর্ষ
colon,কোলন
colour (color),রঙ রঙ)
colour saturation,রঙ স্যাচুরেশন
colour table,রঙের টেবিল
column,কলাম
combination,সংমিশ্রণ
combo box,কম্বো বাক্স
command,আদেশ
command button,আদেশ বোতাম
command list,কমান্ড তালিকা
comment,মন্তব্য
commitment,অঙ্গীকার
commodity,পণ্য
Common Business Oriented Language (Cobol),কমন বিজনেস ওরিয়েন্টেড ল্যাঙ্গুয়েজ (কোবোল)
common error,সাধারণ ত্রুটি
common language,সাধারণ ভাষা
common routine,সাধারণ রুটিন
communication,যোগাযোগ
communication line,যোগাযোগ লাইন
communication mode,যোগাযোগ মোড
communication network,যোগাযোগ নেটওয়ার্ক
communication parameter,যোগাযোগ পরামিতি
communication system,যোগাযোগ ব্যবস্থা
compaction,কম্প্যাকশন
compander,সঙ্গী
companding,companding
company network,কোম্পানি নেটওয়ার্ক
comparison test,তুলনা পরীক্ষা
compatibility,সামঞ্জস্য
compatible,উপযুক্ত
compilation,সংকলন
compile and go,কম্পাইল এবং যান
compiler,কম্পাইলার
compiler language,কম্পাইলার ভাষা
complementary,পরিপূরক
complement-on-ten,পরিপূরক-অন-দশ
complementor,পরিপূরক
complete carry,সম্পূর্ণ বহন
complex,জটিল
complex number,জটিল সংখ্যা
component,উপাদান
component object model (COM),কম্পোনেন্ট অবজেক্ট মডেল (COM)
composite,যৌগিক
composition,গঠন
computational,গণনামূলক
computer,কম্পিউটার
computer centre,কম্পিউটার কেন্দ্র
computer expert,কম্পিউটার বিশেষজ্ঞ
computer graphics,কম্পিউটার গ্রাফিক্স
computer instruction,কম্পিউটার নির্দেশনা
computer language,কম্পিউটার ভাষা
computer network,কম্পিউটার নেটওয়ার্ক
computer science,কম্পিউটার বিজ্ঞান
computer security,কম্পিউটার নিরাপত্তা
computer simulaton,কম্পিউটার সিমুলেটন
computer specialist,কম্পিউটার বিশেষজ্ঞ
computerisation,কম্পিউটারাইজেশন
computerist,কম্পিউটারবিদ
computerize,কম্পিউটারাইজ করা
computing,কম্পিউটিং
concept,ধারণা
concurrency,সঙ্গতি
concurrent,সমবর্তী
condition variable,শর্ত পরিবর্তনশীল
conditional operator,শর্তসাপেক্ষ অপারেটর
conditional statement,শর্তসাপেক্ষ বিবৃতি
conductor,কন্ডাক্টর
conferencing,কনফারেন্সিং
confidentiality,গোপনীয়তা
configuration,কনফিগারেশন
congestion,যানজট
conjunction,সংযোগ
connect speed,সংযোগ গতি
connection,সংযোগ
connection less communication,সংযোগ কম যোগাযোগ
connection release,সংযোগ মুক্তি
connectivity,সংযোগ
connector,সংযোগকারী
consecutive,একটানা
consequent,ফলে
console,কনসোল
consolidation,একত্রীকরণের
constant,ধ্রুবক
constant instruction,ধ্রুবক নির্দেশ
constraint,বাধা
constructor,নির্মাণকারী
container,ধারক
content,বিষয়বস্তু
context,প্রসঙ্গ
context free grammar (CFG),প্রসঙ্গ মুক্ত ব্যাকরণ (CFG)
context switch,প্রসঙ্গ সুইচ
contingency,আকস্মিকতা
contraction,সংকোচন
contrast,বিপরীত
control,নিয়ন্ত্রণ
control area,নিয়ন্ত্রণ এলাকা
control bit,নিয়ন্ত্রণ বিট
control bus,নিয়ন্ত্রণ বাস
control card,নিয়ন্ত্রণ কার্ড
control circuit,নিয়ন্ত্রণ বর্তনী
control cycle,নিয়ন্ত্রণ চক্র
control engineering,নিয়ন্ত্রণ প্রকৌশল
control key,নিয়ন্ত্রণ কী
control logic,নিয়ন্ত্রণ যুক্তি
control loop,নিয়ন্ত্রণ লুপ
control mark,নিয়ন্ত্রণ চিহ্ন
control operation,নিয়ন্ত্রণ অপারেশন
control panel,নিয়ন্ত্রণ প্যানেল
control signal,নিয়ন্ত্রণ সংকেত
control switch,কন্ট্রোল সুইচ
control tape,নিয়ন্ত্রণ টেপ
control terminal,নিয়ন্ত্রণ টার্মিনাল
control unit (CU),কন্ট্রোল ইউনিট (CU)
convergence,অভিন্নতা
conversation,কথোপকথন
conversational time sharing,কথোপকথন সময় ভাগ করা
conversion,রূপান্তর
converter,রূপান্তরকারী
Cook's theorem,কুকের উপপাদ্য
co-processor,সহ-প্রসেসর
copy,অনুলিপি
copyright,কপিরাইট
cord,কর্ড
cordless telephone,কর্ডলেস টেলিফোন
corollary,ফলাফল
correction,সংশোধন
corrupted,দূষিত
count,গণনা
counter,পাল্টা
country code,কান্ট্রি কোড
covariance,সহবাস
coverage,কভারেজ
crash,ক্র্যাশ
critical path,জটিল পথ
critical path method (CPM),সমালোচনামূলক পথ পদ্ধতি (CPM)
cross check,ক্রস চেক
cross compiler,ক্রস কম্পাইলার
cross fire,ক্রস ফায়ার
cross talk,ক্রস আলাপ
cryptographic,ক্রিপ্টোগ্রাফিক
cryptography,ক্রিপ্টোগ্রাফি
currency symbol,মুদ্রার প্রতীক
current directory,বর্তমান ডিরেক্টরি
current window,বর্তমান উইন্ডো
cursor,কার্সার
curve,বক্ররেখা
cut and paste,কাটা এবং পেস্ট
cut method,কাটা পদ্ধতি
cyber,সাইবার
cyber café,সাইবার ক্যাফে
cyber cash,সাইবার নগদ
cyber crime,সাইবার অপরাধ
cyber delics,সাইবার ডেলিক্স
cyber law,সাইবার আইন
cyber sex,সাইবার সেক্স
cybernatics,সাইবারনাটিক্স
cybernation,সাইবারনেশন
cycle,সাইকেল
cycle memory,চক্র মেমরি
cycle steal,সাইকেল চুরি
cycle time,চক্রাকারে
cyclic,চক্রাকার
daemon,ডেমন
daisy wheel,ডেইজি চাকা
data administrator,ডেটা অ্যাডমিনিস্ট্রেটর
data allocation,তথ্য বরাদ্দ
data area,তথ্য এলাকা
data array,ডেটা অ্যারে
data base,তথ্যশালা
data break,তথ্য বিরতি
data bus,তথ্য বাস
data carrier,তথ্য ক্যারিয়ার
data cell,ডেটা সেল
data channel,ডেটা চ্যানেল
data communication,তথ্য যোগাযোগ
data compression,তথ্য সংকোচন
data field,উপাত্ত ক্ষেত্র
data file,আমার স্নাতকের
data flow,তথ্য প্রবাহ
data flow Chart,তথ্য প্রবাহ চার্ট
data hierarchy,ডেটা অনুক্রম
data level,তথ্য স্তর
data library,ডেটা লাইব্রেরি
data link layer,ডেটা লিঙ্ক স্তর
data link layer (DLL),ডেটা লিঙ্ক স্তর (DLL)
data management,ডাটা ব্যাবস্থাপনা
data manipulation,ডেটা ম্যানিপুলেশন
data manipulation language (DML),ডেটা ম্যানিপুলেশন ল্যাঙ্গুয়েজ (DML)
data modem,ডেটা মডেম
data modification,তথ্য পরিবর্তন
data network,তথ্য জালিকা
data operation,ডেটা অপারেশন
data organization,তথ্য সংস্থা
data output,ডেটা আউটপুট
data path,তথ্য পথ
data prepration,তথ্য প্রস্তুতি
data privacy,ডেটা গোপনীয়তা
data processor,ডাটা প্রসেসর
data protection,তথ্য সুরক্ষা
data record,তথ্য রেকর্ড
data retrieval,তথ্য পুনরুদ্ধার
data routine,ডেটা রুটিন
data security,তথ্য নিরাপত্তা
data set,ডেটা সেট
data signal,তথ্য সংকেত
data sink,ডেটা সিঙ্ক
data source,তথ্য সূত্র
data specification,ডেটা স্পেসিফিকেশন
data station,ডেটা স্টেশন
data storage,তথ্য ভান্ডার
data storage structure,ডেটা স্টোরেজ কাঠামো
data structure,তথ্য কাঠামো
data switch,ডেটা সুইচ
data table,ডেটা টেবিল
data terminal,ডেটা টার্মিনাল
data transcription,ডেটা ট্রান্সক্রিপশন
data transfer,তথ্য স্থানান্তর
data transmission,ডেটা ট্রান্সমিশন
data transmission Channel,ডেটা ট্রান্সমিশন চ্যানেল
data type,ডেটা টাইপ
data unit,ডেটা ইউনিট
data validation,তথ্য বৈধতা
database,তথ্যশালা
database adminstration,ডাটাবেস প্রশাসন
database design,ডাটাবেস ডিজাইন
database management system,ডাটাবেস ম্যানেজমেন্ট সিস্টেম
datagrav,ডেটাগ্রাভ
datum,তথ্য
dead zone,মৃত এলাকা
deadlock,অচলাবস্থা
deadlock prevention,অচলাবস্থা প্রতিরোধ
debug,ডিবাগ
decision box,সিদ্ধান্ত বক্স
decision making process,সিদ্ধান্ত গ্রহণের প্রক্রিয়া
decision support system,সিদ্ধান্ত সমর্থন সিস্টেম
decision tree,সিদ্ধান্ত গাছ
decoder,ডিকোডার
decomposition principle,পচন নীতি
decryption,ডিক্রিপশন
dedicated channel,ডেডিকেটেড চ্যানেল
dedicated port,ডেডিকেটেড পোর্ট
defence data network (DDN),প্রতিরক্ষা ডেটা নেটওয়ার্ক (DDN)
defence information system,প্রতিরক্ষা তথ্য সিস্টেম
defragmentation,ডিফ্র্যাগমেন্টেশন
delay,বিলম্ব
delay counter,বিলম্ব পাল্টা
delay time,বিলম্ব সময়
delete,মুছে ফেলা
deletion record,মুছে ফেলার রেকর্ড
delimiter,ডিলিমিটার
delta modulation,ডেল্টা মড্যুলেশন
demand paging,চাহিদা পেজিং
demo,ডেমো
demodulation,demodulation
demultiplexer,demultiplexer
denormalization,অস্বাভাবিককরণ
density,ঘনত্ব
dependency,নির্ভরতা
dependent unit,নির্ভরশীল ইউনিট
dequeue,ডিকিউ
dereferencing,ডিরেফারেন্সিং
derivation tree,উদ্ভূত গাছ
derived field,প্রাপ্ত ক্ষেত্র
descending sort,অবরোহী সাজানোর
design,নকশা
desk calculator,ডেস্ক ক্যালকুলেটর
desk top computer,ডেস্কটপ কম্পিউটার
desktop presentation,ডেস্কটপ উপস্থাপনা
desktop publishing (DTP),ডেস্কটপ প্রকাশনা (DTP)
desktop video,ডেস্কটপ ভিডিও
destination address,গন্তব্য ঠিকানা
destructer,ধ্বংসকারী
deterministric automats,নির্ধারক স্বয়ংক্রিয়
developer,বিকাশকারী
development system,উন্নয়ন ব্যবস্থা
device,যন্ত্র
device control unit,ডিভাইস নিয়ন্ত্রণ ইউনিট
device controller,ডিভাইস নিয়ামক
device management,যন্ত্র ব্যবস্থাপনা
device mode,ডিভাইস মোড
diagnosis,রোগ নির্ণয়
diagnostic system,ডায়াগনস্টিক সিস্টেম
diagnostics,কারণ নির্ণয়
diagram,চিত্র
dial,ডায়াল
dial line,ডায়াল লাইন
dial tone,ডায়াল টোন
dial up,ডায়াল আপ
dialog,ডায়ালগ
dialog box,সংলাপ বাক্স
dialup modem,ডায়ালআপ মডেম
diamension,মাত্রা
dictionary,অভিধান
differentiation,পৃথকীকরণ
digital,ডিজিটাল
digital channel,ডিজিটাল চ্যানেল
digital circuit,ডিজিটাল সার্কিট
digital computer,ডিজিটাল কম্পিউটার
digital data,ডিজিটাল তথ্য
digital facility,ডিজিটাল সুবিধা
digital filter,ডিজিটাল ফিল্টার
digital library,ডিজিটাল লাইব্রেরি
digital modulation,ডিজিটাল মড্যুলেশন
digital monitor,ডিজিটাল মনিটর
digital picture,ডিজিটাল ছবি
digital signature,ডিজিটাল স্বাক্ষর
digital switch,ডিজিটাল সুইচ
digital to analog (D/A) converter,ডিজিটাল থেকে এনালগ (D/A) রূপান্তরকারী
digitization,ডিজিটাইজেশন
digitize,ডিজিটাইজ করা
digitizer,ডিজিটাইজার
diode,ডায়োড
direct,সরাসরি
direct address,সরাসরি ঠিকানা
direct conversion,সরাসরি রূপান্তর
direct coupling,সরাসরি সংযোগ
direct memory access (DMA),সরাসরি মেমরি অ্যাক্সেস (DMA)
direct memory acess (DMA),সরাসরি মেমরি অ্যাক্সেস (DMA)
direct method,সরাসরি পদ্ধতি
directive,নির্দেশ
directory,ডিরেক্টরি
directory server,ডিরেক্টরি সার্ভার
directory service,ডিরেক্টরি সেবা
