Assamese,Marathi
বীজগণিতীয় জ্যামিতি,बीजगणितीय भूमिती
বীজগণিতীয় বহুগুণতা,बीजगणितीय गुणाकार
বীজগণিতীয় ব্যৱস্থা,बीजगणित प्रणाली
সকলো-পূৰ্ণসংখ্যা সমস্যা,सर्व-पूर्णांक समस्या
আবণ্টনৰ সমস্যা,वाटप समस्या
বৰ্ণানুক্ৰমিক সংকেত,वर्णक्रमानुसार नोटेशन
বৰ্ণানুক্ৰমিক আখৰ,वर्णमाला वर्ण
বিকল্প কোণ,पर्यायी कोन
বিকল্প ৰূপ,पर्यायी फॉर्म
বিকল্প গোট,पर्यायी गट
বিকল্প মেট্ৰিক্স,पर्यायी मॅट्रिक्स
বিকল্প শৃংখলা,पर्यायी मालिका
বিকল্প অনুমান,पर्यायी गृहीतक
বিকল্প optima,पर्यायी ऑप्टिमा
বিকল্প ফলাফল,पर्यायी परिणाम
এনালগ-টু-ডিজিটেল ৰূপান্তৰক,अॅनालॉग-टू-डिजिटल कनवर्टर
এনালগ কম্পিউটাৰ,अॅनालॉग संगणक
বিশ্লেষণ,विश्लेषण
সহাৱস্থানৰ বিশ্লেষণ,सहप्रसरणाचे विश्लेषण
গণনা তথ্যৰ বিশ্লেষণ,गणना डेटाचे विश्लेषण
ভ্যাৰিয়েন্সৰ বিশ্লেষণ,भिन्नतेचे विश्लेषण
বিশ্লেষণাত্মক জ্যামিতি,विश्लेषणात्मक भूमिती
বিশ্লেষণাত্মক কাৰ্য্য,विश्लेषणात्मक कार्य
কোণ,कोन
সংস্পৰ্শৰ কোণ,संपर्क कोन
বিচ্যুতিৰ কোণ,विक्षेपण कोन
বিষণ্ণতাৰ কোণ,उदासीनता कोन
বিচ্যুতিৰ কোণ,विचलन कोन
বিবৰ্তনৰ কোণ,विवर्तन कोन
উচ্চতাৰ কোণ,उंचीचा कोन
প্ৰাদুৰ্ভাৱৰ কোণ,घटनेचा कोन
প্ৰক্ষেপণৰ কোণ,प्रक्षेपण कोन
প্ৰতিফলনৰ কোণ,परावर्तन कोन
বিবৰ্তনৰ কোণ,अपवर्तन कोन
ঘূৰ্ণনৰ কোণ,रोटेशनचा कोन
মুঠ প্ৰতিফলনৰ কোণ,एकूण परावर्तनाचा कोन
কৌণিক ত্বৰণ,कोनीय प्रवेग
কৌণিক গতি,कोणीय गती
কৌণিক গতি,कोनीय गती
কৌণিক বেগ,कोनीय गती
annulus,वलय
উত্তৰ,उत्तर
এন্টি – ডেৰাইভেটিভ,विरोधी व्युत्पन्न
এন্টিচিমেট্ৰিক ফাংচন,विषमताविरोधी कार्य
প্ৰযোজ্য,लागू
দৰ্খাস্ত,अर्ज
ডাইনামিক প্ৰগ্ৰেমিং প্ৰয়োগ কৰা হৈছে,लागू डायनॅमिक प्रोग्रामिंग
প্ৰয়োগ কৰা জ্যামিতি,लागू भूमिती
প্ৰয়োগ কৰা গণিত,लागू गणित
প্ৰয়োগ কৰা পৰিসংখ্যা,लागू आकडेवारी
অনুমানিক,अंदाजे
প্ৰায় অবিৰত ফলন,अंदाजे सतत कार्य
আনুমানিক পদ্ধতি,अंदाजे पद्धत
আনুমানিক সমাধান,अंदाजे उपाय
আনুমানিক সমস্যা,अंदाजे समस्या
আনুমানিক বৈশিষ্ট্য,अंदाजे मालमत्ता
aptitude পৰীক্ষাৰ বেটাৰী,योग्यता चाचणी बॅटरी
আৰ্গাণ্ড ডায়েগ্ৰাম,आर्गंड आकृती
ইচ্ছাকৃতভাৱে বাছি লোৱা,अनियंत्रितपणे निवडले
স্বেচ্ছাচাৰী,अनियंत्रित
ইচ্ছাকৃত ধ্ৰুৱক,अनियंत्रित स्थिरांक
ইচ্ছাকৃত উপাদান,अनियंत्रित घटक
ইচ্ছাকৃত বিন্দু,अनियंत्रित बिंदू
আৰ্কিমিডিয়ান আইন,आर्किमेडियन कायदा
আৰ্কিমিডিছ নীতি,आर्किमिडीज तत्त्व
চাপৰ দৈৰ্ঘ্য,चाप लांबी
বৃত্তৰ চাপ,वर्तुळाचा चाप
চাপ চাইন বিতৰণ,आर्क साइन वितरण
চাপ চাইন ৰূপান্তৰ,चाप साइन परिवर्तन
এলাকা,क्षेत्र
এৰিয়াল টেক্সচাৰ,क्षेत्रीय पोत
জটিল সংখ্যাৰ যুক্তি,जटिल संख्येचा युक्तिवाद
গাণিতিক গড়,अंकगणित सरासरी
গাণিতিক কাৰ্য্য,अंकगणित ऑपरेशन
গাণিতিক একক,अंकगणित एकक
ব্যৱস্থা,व्यवस्था
এৰে,रचना
কৃত্ৰিম উপগ্ৰহ,कृत्रिम उपग्रह
কৃত্ৰিম চলক,कृत्रिम व्हेरिएबल
আৰোহণ কৰা,चढणे
আৰোহী,चढत्या
মাত্ৰাৰ আৰোহী ক্ৰম,परिमाणाचा चढता क्रम
আৰোহী শৃংখলা,चढत्या मालिका
এছেম্বলাৰ ভাষা,असेंबलर भाषा
নিযুক্তিৰ সমস্যা,असाइनमेंट समस्या
সহযোগী আইন,सहयोगी कायदा
অপাৰেটৰৰ এছ&#39;চিয়েটিভ ল&#39;,ऑपरेटर्सचा सहयोगी कायदा
এছ&#39;চিয়েটিভ অপাৰেচন,सहयोगी ऑपरेशन
সহযোগিতা,सहवास
ধৰি লোৱা গড়,सरासरी गृहीत धरले
ধাৰণা কৰা সম্ভাৱনা বিতৰণ,गृहीत संभाव्यता वितरण
ধাৰণা,गृहीतक
জ্যোতিষ,ज्योतिष
মহাকাশ অভিযন্তা,अंतराळवीर अभियंता
জ্যোতিৰ্বিজ্ঞানী,खगोलशास्त्रज्ञ
জ্যোতিৰ্বিজ্ঞানৰ ঘড়ী,खगोलशास्त्रीय घड्याळ
জ্যোতিৰ্বিজ্ঞান,खगोलशास्त्र
অসমতাপূৰ্ণ বক্ৰ,असममित वक्र
বিষমতা,विषमता
asymptote,लक्षणे
এছিম্পটটিক,लक्षणे नसलेला
asymptotically দক্ষ অনুমানক,असिम्प्टोटिकली कार्यक्षम अंदाजकर्ता
asymptotically নিৰপেক্ষ অনুমানক,asymptotically निष्पक्ष अंदाजकर्ता
asymptotic আচৰণ,लक्षणे नसलेले वर्तन
এছিম্পটটিক বিতৰণ ফলন,एसिम्प्टोटिक वितरण कार्य
এছিম্পটটিক প্ৰসাৰণ,एसिम्प्टोटिक विस्तार
বায়ুমণ্ডলীয় চাপ,वातावरणाचा दाब
যাদৃচ্ছিকভাৱে,यादृच्छिकपणे
বৈশিষ্ট্য,विशेषता
বৈশিষ্ট্যসমূহৰ নমুনা সংগ্ৰহ পদ্ধতি,गुणधर्म नमुना प्रक्रिया
বৰ্ধিত মেট্ৰিক্স,संवर्धित मॅट्रिक्स
স্ব-সম্বন্ধ সহগ,स्वयंसंबंध गुणांक
স্বয়ংসম্বন্ধ কাৰ্য্য,स्वयंसंबंध कार्य
অটোকোভেৰিয়েন্স,autocovariance
স্বয়ংক্ৰিয় কম্পিউটাৰ,स्वयंचलित संगणक
অটোৰিগ্ৰেছন,ऑटोरिग्रेशन
সহায়ক সমীকৰণ,सहाय्यक समीकरण
গড় নমুনা সংখ্যা বক্ৰ (ASN বক্ৰ),सरासरी नमुना क्रमांक वक्र (ASN वक्र)
axiom,स्वयंसिद्ध
স্বতন্ত্ৰীয় পদ্ধতি,स्वयंसिद्ध दृष्टीकोन
সম্ভাৱনাৰ স্বতন্ত্ৰতা,संभाव्यतेचे स्वयंसिद्ध
অক্ষ,अक्ष
abscissa ৰ অক্ষ,abscissa चा अक्ष
পৃথিৱীৰ অক্ষ,पृथ्वीचा अक्ष
বিপ্লৱৰ অক্ষ,क्रांतीची अक्ष
ঘূৰ্ণনৰ অক্ষ,रोटेशनचा अक्ष
স্পিনৰ অক্ষ,फिरकीचा अक्ष
বেক-বিকল্প,परत प्रतिस्थापन
পিছপৰা পাৰ্থক্য,मागास फरक
বেকৱাৰ্ড-ইন্টাৰপলেচন সূত্ৰ,बॅकवर्ड-इंटरपोलेशन सूत्र
ভাৰসাম্যতা বজাই ৰখা,शिल्लक
সুষম ডিজাইন,संतुलित डिझाइन
বেলেন্স শ্বীট,ताळेबंद
বেলিষ্টিক মিছাইল,बॅलिस्टिक क्षेपणास्त्र
বেলিষ্টিকছ,बॅलिस्टिक्स
বাৰ,बार
ভেঁটি,पाया
ভিত্তি কোণ,बेस कोन
লগাৰিদমৰ ভিত্তি,लॉगरिदमचा आधार
প্ৰাথমিক,मूलभूत
মূল সম্ভৱপৰ সমাধান,मूलभूत व्यवहार्य उपाय
মূল সমাধান,मूलभूत उपाय
মূল চলক,मूलभूत चल
ভিত্তিত,आधार
ভিত্তি উপাদান,आधार घटक
ভিত্তি মেট্ৰিক্স,आधार मॅट्रिक्स
এটা ভেক্টৰ স্থানৰ ভিত্তি,वेक्टर स्पेसचा आधार
উপস্থানৰ ভিত্তি,सबस्पेसचा आधार
বেইছিয়ান অনুমান,बायसियन अंदाज
বেইছৰ নিয়ম,बायसचा कायदा
বেইছৰ উপপাদ্য,बायसचे प्रमेय
বাৰ্নৌলি বিতৰণ,बर्नौली वितरण
বাৰ্নৌলি নম্বৰ,बर्नौली क्रमांक
বাৰ্নৌলি সম্ভাৱনা ফলন,बर्नौली संभाव्यता कार्य
বাৰ্নৌলিৰ সমীকৰণ,बर्नौलीचे समीकरण
বেৰী ফাংচন,बेरी फंक्शन
বেষ্ট ফিট,सर्वोत्तम फिट
শ্ৰেষ্ঠ - ফিট লাইন,सर्वोत्तम - फिट लाइन
উত্তম সমাধান,सर्वोत्तम उपाय
শ্ৰেষ্ঠ কৌশলসমূহ,सर्वोत्तम धोरणे
বিটা বিতৰণ,बीटा वितरण
পক্ষপাত,पक्षपात
পক্ষপাতমূলক অনুমান,पक्षपाती अंदाज
বিহাৰমনিক সমীকৰণ,बिहारमोनिक समीकरण
bijection,द्विभाजन
bijective মানচিত্ৰ,द्विभाषिक नकाशा
bijective মেপিং,द्विजात्मक मॅपिंग
দ্বিৰৈখিক ৰূপ,द्विरेखीय फॉर्म
দ্বিৰৈখিক ফলন,द्विरेखीय कार्य
দ্বিৰৈখিক হাৰ্মিটিয়ান ৰূপ,द्विरेखीय हर्मिटियन फॉर्म
বাইনাৰী,बायनरी
বাইনাৰী ক&#39;ড,बायनरी कोड
বাইনাৰী ক&#39;ড কৰা দশমিক,बायनरी कोडेड दशांश
বাইনাৰী ক&#39;ডিং,बायनरी कोडिंग
বাইনাৰী কম্পিউটাৰ,बायनरी संगणक
বাইনাৰী অংক,बायनरी अंक
বাইনাৰী অপাৰেচন,बायनरी ऑपरेशन
বাইনাৰী ব্যৱস্থা,बायनरी प्रणाली
বাইনাৰী চলক,बायनरी व्हेरिएबल
দ্বিপদ সহগ,द्विपदी गुणांक
দ্বিপদ বিতৰণ,द्विपदी वितरण
দ্বিপদ সমীকৰণ,द्विपद समीकरण
দ্বিপদ সম্প্ৰসাৰণ,द्विपदी विस्तार
দ্বিপদ অভিব্যক্তি,द्विपदी अभिव्यक्ती
দ্বিপদ ৰেণ্ডম চলক,द्विपदी यादृच्छिक चल
দ্বিপদ উপপাদ্য,द्विपद प्रमेय
দ্বিখণ্ড,दुभाजक
দ্বিখণ্ডন পদ্ধতি,दुभाजक पद्धत
দ্বিখণ্ড,दुभाजक
biserial,द्विसेरियल
বিট,बिट
দ্বিচলকীয় দ্বিপদ বিতৰণ,द्विपदी द्विपद वितरण
দ্বিচলকীয় সম্পৰ্ক সহগ,द्विवैरिएट सहसंबंध गुणांक
দ্বিচলকীয় বিতৰণ,द्विभिन्न वितरण
দ্বিচলকীয় স্বাভাৱিক বিতৰণ,द्विवैरिएट सामान्य वितरण
বাইভেক্টৰ,bivector
বোল্টজমেন সমীকৰণ,बोल्ट्झमन समीकरण
বুলিয়ান বীজগণিত,बुलियन बीजगणित
Bose - আইনষ্টাইন পৰিসংখ্যা,बोस - आईन्स्टाईन आकडेवारी
সীমাৰ অৱস্থা,सीमा स्थिती
সীমা স্তৰ,सीमा स्तर
সীমাৰেখা,सीमारेषा
সীমা মূল্য,सीमा मूल्य
সীমা মূল্যৰ সমস্যা,सीमा मूल्य समस्या
সীমাবদ্ধ ফলন,बंधनकारक कार्य
সীমাবদ্ধ মেট্ৰিক্স,सीमाबद्ध मॅट्रिक्स
সীমাবদ্ধ অঞ্চল,सीमाबद्ध प्रदेश
সীমাবদ্ধ ছেট,बांधलेला संच
ব্ৰাউনিয়ান গতি,ब्राउनियन गती
গণনা কৰ,गणना करा
গণনা কৰা,गणना करत आहे
গণনা কৰা মেচিন,गणना मशीन
গণনা কৰা,गणना
গণনামূলক পদ্ধতি,गणना प्रक्रिया
কেলকুলেটৰ,कॅल्क्युलेटर
কেলকুলাছ,कॅल्क्युलस
তাৰতম্যৰ কেলকুলাছ,भिन्नतेची गणना
কেলৰি,कॅलरी
বাতিল আইন,रद्द करण्याचा कायदा
কেননিক সমীকৰণ,प्रामाणिक समीकरण
কেননিক ৰূপ,प्रामाणिक स्वरूप
কেননিক মেট্ৰিক্স,कॅनोनिकल मॅट्रिक्स
কেন্টৰ ছেট,कॅंटर सेट
কেণ্টৰৰ ত্ৰিমাত্ৰিক চেট,कॅंटरचा तिरंगी संच
ক্ষমতাসম্পন্ন পৰিবহণ সমস্যা,सक्षम वाहतूक समस्या
ক্ষমতা,क्षमता
কেপিলাৰী বল,केशिका शक्ती
কাৰ্ডিনেল নম্বৰ,मुख्य क्रमांक
কাৰ্টেছিয়ান অক্ষ,कार्टेशियन अक्ष
কাৰ্টেছিয়ান স্থানাংক,कार्टेशियन समन्वय
কাৰ্টেছিয়ান উৎপাদন,कार्टेशियन उत्पादन
গোটৰ কাৰ্টেছিয়ান উৎপাদক,संचांचे कार्टेशियन उत्पादन
কেছ ষ্টডি,केस स्टडी
বিপৰ্যয়জনক উঠা-নমা,आपत्तीजनक चढउतार
কেটেনাৰী,कॅटेनरी
কাউচি বিতৰণ,कॉची वितरण
কাউচি সূত্ৰ,कॉची सूत्र
কৌচি গৌৰছাট উপপাদ্য,कैची गौरसाट प्रमेय
কাউচি ৰিমেন চৰ্ত,Cauchy Riemann अटी
ক&#39;চি ক্ৰম,कॉची क्रम
কৌচি অবিচ্ছেদ্য,कैची अभिन्न
কাউচি প্ৰধান মূল্য,कॉची मुख्य मूल्य
ক’চি অৱশিষ্ট উপপাদ্য,कॉची अवशेष प्रमेय
কেলি হেমিল্টন উপপাদ্য,केली हॅमिल्टन प्रमेय
আকাশী দেহ,आकाशीय शरीर
আকাশী জোখ,आकाशीय मापन
আকাশী যান্ত্ৰিকতা,खगोलीय यांत्रिकी
আকাশী বস্তু,खगोलीय वस्तू
কোষ কম্পাঙ্ক,सेल वारंवारता
লোকপিয়ল,जनगणना
চেন্টাইল,सेंटाइल
চেন্টিমিটাৰ,सेंटीमीटर
চেণ্টিমিটাৰ গ্ৰাম দ্বিতীয় ব্যৱস্থা,सेंटीमीटर ग्रॅम दुसरी प्रणाली
কেন্দ্ৰীয়,मध्यवर्ती
কেন্দ্ৰীয় অক্ষ,मध्य अक्ष
কেন্দ্ৰীয় পাৰ্থক্য,मध्यवर्ती फरक
কেন্দ্ৰীয় পাৰ্থক্য সূত্ৰ,केंद्रीय फरक सूत्र
কেন্দ্ৰীয় পাৰ্থক্য টেবুল,मध्यवर्ती फरक सारणी
কেন্দ্ৰীয় সীমা উপপাদ্য,केंद्रीय मर्यादा प्रमेय
কেন্দ্ৰীয় মুহূৰ্ত,मध्यवर्ती क्षण
কেন্দ্ৰীয় প্ৰক্ৰিয়াকৰণ একক (CPU),सेंट्रल प्रोसेसिंग युनिट (CPU)
কেন্দ্ৰীয় প্ৰৱণতা,केंद्रीय प्रवृत्ती
কেন্দ্ৰ,केंद्र
মাধ্যাকৰ্ষণ কেন্দ্ৰ,गुरुत्वाकर्षण केंद्र
গোটৰ কেন্দ্ৰ,गटाचे केंद्र
ভৰৰ কেন্দ্ৰ,वस्तुमानाचे केंद्र
প্ৰতিসমতাৰ কেন্দ্ৰ,सममितीचे केंद्र
কেন্দ্ৰপৃথক বল,केंद्रापसारक शक्ती
কেন্দ্ৰিক বল,केंद्राभिमुख शक्ती
কেন্দ্ৰবিন্দু,मध्यवर्ती
নিশ্চয়তা,निश्चितता
cgs ব্যৱস্থা,cgs प्रणाली
cgs ইউনিট,cgs युनिट
পাৰ্থক্যৰ শৃংখল নিয়ম,भिन्नतेचा साखळी नियम
আকস্মিক কাৰণ,संधी कारणे
chance moves,संधीची हालचाल
অক্ষৰ পৰিৱৰ্তন,अक्षांचा बदल
ভিত্তিৰ পৰিৱৰ্তন,आधार बदल
ক্ৰম সলনি কৰা,ऑर्डर बदल
বৈশিষ্ট্য সহগ,वैशिष्ट्यपूर्ण गुणांक
নিৰ্ণায়ক,निर्धारक
বৈশিষ্ট্যপূৰ্ণ সমীকৰণ,वैशिष्ट्यपूर्ण समीकरण
বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য,वैशिष्ट्यपूर्ण कार्य
লগাৰিদমৰ বৈশিষ্ট্য,लॉगरिथमचे वैशिष्ट्य
বৈশিষ্ট্যপূৰ্ণ বহুপদ,वैशिष्ट्यपूर्ण बहुपद
বৈশিষ্ট্যপূৰ্ণ মূল্য,वैशिष्ट्यपूर्ण मूल्य
বৈশিষ্ট্যপূৰ্ণ ভেক্টৰ,वैशिष्ट्यपूर्ण वेक्टर
আখৰৰ গোট,वर्ण संच
তালিকা,तक्ता
কাই-স্কেয়াৰ বিতৰণ,ची-स्क्वेअर वितरण
কাই-বৰ্গ সূত্ৰ,ची-स्क्वेअर सूत्र
কাই-স্কেয়াৰ পৰীক্ষা,ची-स्क्वेअर चाचणी
কৰ্ড,जीवा
কৰ্ড-বাইছেকচন পদ্ধতি,जीवा-द्विभाजन पद्धत
চাইফাৰ বাৰ্তা (=ক&#39;ড কৰা বাৰ্তা),सायफर संदेश (=कोड केलेला संदेश)
চাইফাৰ (শূন্য),सिफर (शून्य)
বৃত্ত,वर्तुळ
অভিসৰণৰ বৃত্ত,अभिसरण मंडळ
বৰ্তনী মেট্ৰিক্স,सर्किट मॅट्रिक्स
বৃত্তাকাৰ,परिपत्रक
বৃত্তাকাৰ এছিম্পটট,वर्तुळाकार लक्षण
বৃত্তাকাৰ হেলিক্স,गोलाकार हेलिक्स
বৃত্তাকাৰ গতি,गोलाकार हालचाल
circumcentre,परिघ
circumcircle কৰা হৈছে,वर्तुळ
circumscribe কৰক,परिक्रमा
পৰিসীমাবদ্ধ,घेरलेले
circumscribed বৃত্ত,परिक्रमा केलेले वर्तुळ
ধ্ৰুপদী ডিডক্টিভ কৌশল,शास्त्रीय वजावटी तंत्र
ধ্ৰুপদী গতিশীলতা,शास्त्रीय गतिशीलता
ধ্ৰুপদী অনুকূলন,शास्त्रीय ऑप्टिमायझेशन
ধ্ৰুপদী ধ্বংস সমস্যা,शास्त्रीय नाश समस्या
ধ্ৰুপদী পৰিসংখ্যা বলবিজ্ঞান,शास्त्रीय सांख्यिकीय यांत्रिकी
ভুলৰ শ্ৰেণীবিভাজন,त्रुटींचे वर्गीकरण
শ্ৰেণীৰ ব্যৱধান,वर्ग मध्यांतर
শ্ৰেণী-ব্যৱধান একক,वर्ग-मध्यांतर युनिट
শ্ৰেণী সীমা,वर्ग मर्यादा
ঘড়ীৰ কাঁটাৰ দিশত,घड्याळाच्या दिशेने
clopen (= বন্ধ আৰু খোলা),क्लोपेन (= बंद आणि उघडा)
বন্ধ কৰা হৈছে,बंद
বন্ধ উত্তল ঢাল,बंद बहिर्वक्र हुल
বন্ধ ঘনক,बंद घन
বন্ধ বক্ৰ,बंद वक्र
বন্ধ ডমেইন,बंद डोमेन
বন্ধ চিত্ৰ,बंद आकृती
বন্ধ ব্যৱধান,बंद अंतराल
বন্ধ অঞ্চল,बंद प्रदेश
বন্ধ চেট,बंद संच
বন্ধ পৃষ্ঠ,बंद पृष्ठभाग
বন্ধ কৰা,बंद
বন্ধ অপাৰেটৰ,बंद ऑपरेटर
বন্ধ বিন্দু (= সংস্পৰ্শ বিন্দু),बंद बिंदू (= संपर्क बिंदू)
বন্ধ কৰাৰ প্ৰস্তাৱনা,बंद करणे
বন্ধ কৰা ছেট,बंद सेट
ক্লাষ্টাৰ পইণ্ট,क्लस्टर पॉइंट
ক্লাষ্টাৰ নমুনা সংগ্ৰহ কৰা,क्लस्टर सॅम्पलिंग
ক্লাষ্টাৰ ছেট,क्लस्टर सेट
সমাক্ষীয় বৃত্ত,समाक्षीय मंडळे
সমাক্ষীয় পেৰাবোলা,कोएक्सियल पॅराबोलास
সমাক্ষীয় সমতল,समाक्षीय विमाने
সমাক্ষীয় ত্ৰিভুজ,समाक्षीय त्रिकोण
কব - ডগলাস ফাংশন,कोब - डग्लस फंक्शन
ক&#39;ডিং,कोडिंग
তথ্যৰ ক&#39;ডিং,डेटाचे कोडिंग
সহ-ডমেইন,सह-डोमेन
সহগ মেট্ৰিক্স,गुणांक मॅट्रिक्स
সম্পৰ্কৰ সহগ,सहसंबंध गुणांक
নিৰ্ণয়ৰ সহগ,निर्धाराचे गुणांक
স্থিতিস্থাপকতাৰ সহগ,लवचिकता गुणांक
প্ৰসাৰণৰ সহগ,विस्तार गुणांक
ঘৰ্ষণৰ সহগ,घर्षण गुणांक
ৰৈখিক প্ৰসাৰণৰ সহগ,रेखीय विस्ताराचे गुणांक
ৰিগ্ৰেছনৰ সহগ,प्रतिगमन गुणांक
পৃষ্ঠীয় টানৰ সহগ,पृष्ठभाग तणावाचे गुणांक
তাৰতম্যৰ সহগ,भिन्नतेचे गुणांक
কোফেক্টৰ,cofactor
coin throw (মুদ্ৰা টছ),नाणे फेकणे (नाणे फेकणे)
নমুনা সংগ্ৰহ কৰা,नमुना संकलन
collinear,समरेख
collinearity,समरेखता
স্তম্ভ,स्तंभ
স্তম্ভ সমতুল্যতা,स्तंभ समतुल्यता
স্তম্ভ সমতুল্য,स्तंभ समतुल्य
স্তম্ভ সমতুল্য মেট্ৰিক্স,स्तंभ समतुल्य मॅट्रिक्स
স্তম্ভ মেট্ৰিক্স,स्तंभ मॅट्रिक्स
স্তম্ভ ৰেংক,स्तंभ रँक
স্তম্ভ হ্ৰাস কৰা ইকলন মেট্ৰিক্স,स्तंभ कमी केलेले इकोलॉन मॅट्रिक्स
স্তম্ভ ভেক্টৰ,स्तंभ वेक्टर
স্তম্ভ অনুসৰি,स्तंभानुसार
সংযুক্ত সমীকৰণ,एकत्रित समीकरण
সাধাৰণ কোণ,सामान्य कोन
সাধাৰণ অক্ষ,सामान्य अक्ष
সাধাৰণ ভিত্তি,सामान्य आधार
সাধাৰণ হৰ,सामान्य भाजक
সাধাৰণ পাৰ্থক্য,सामान्य फरक
সাধাৰণ কাৰক,सामान्य घटक
সাধাৰণ লগাৰিদম,सामान्य लॉगरिथम
সাধাৰণ বহুগুণ,सामान्य एकाधिक
সাধাৰণ অনুপাত,सामान्य प्रमाण
সাধাৰণ অংশ,सामान्य विभाग
সাধাৰণ দিশ,सामान्य बाजू
সাধাৰণ স্পৰ্শক,सामान्य स्पर्शिका
সাধাৰণ শব্দ,सामान्य संज्ञा
কমিউটেটিভ ল&#39;,बदली कायदा
পৰিৱৰ্তনশীল বৈশিষ্ট্য,बदली मालमत्ता
কমিউটেটিভ নিয়ম,बदली नियम
যোগৰ পৰিৱৰ্তনশীল নিয়ম,जोडणीचा बदली कायदा
গুণনৰ পৰিৱৰ্তনশীল নিয়ম,गुणाकाराचा कम्युटेटिव्ह कायदा
কমিউটেটিভ অপাৰেচন,बदली ऑपरेशन
কমিউটেটৰ গোট,कम्युटेटर गट
